project,head-to-head_comparisons,elo_rating,margin_of_error,rating_std_across_simulations,num_main_round_appearances,highest_unique_donor_count_in_one_round,crowd_funding_usd,match_funding_usd
citizenwallet,494,1668.1215386399706,17.996850826633903,8.576814711909376,4,1405,6016.809515424394,20931.416423734376
kolektivo,106,1666.8779233704563,38.851434494290565,10.609204612092277,1,1649,2134.145249180787,8142.758116875
opscientia,332,1665.3562357220906,21.95285199793807,11.321881214992448,2,3701,8511.114746740443,18811.99897603125
blockscout,145,1664.5387114656003,33.21819194149599,11.305616044624006,4,6322,15569.576843612698,60765.874262821875
withtally,121,1663.6297224069622,36.36363636363637,10.563219635541735,1,446,1469.2494799923234,6410.5318388125
zkemail,117,1663.0966521726702,36.98001308168194,11.493699589942986,3,4635,8245.01251037536,36633.822205834374
zkcodex,106,1661.3081582569212,38.851434494290565,9.66726347402126,1,1140,2231.8408516047057,4269.920785
horizaio,119,1661.0130205569772,36.667939881128454,10.24614634863762,1,2854,4248.3935147180655,7868.3966414999995
pheasant-network,61,1659.7129543454682,51.21475197315839,8.394707965563533,1,4412,8897.57698187589,13076.806968875
vocdoni,227,1659.6660630209255,26.548932463998877,11.971547417229285,2,275,3945.865012664807,5004.04870025
0x-boring-security,170,1658.1976986738102,30.678599553894813,10.634529427607873,2,100,1533.7061071565586,2237.34276309375
loanshark,119,1657.9364329516588,36.667939881128454,9.191270558523938,1,4044,6966.406025730219,15001.1375
kleo-network,402,1656.0347815843206,19.950186722152658,11.527308398153338,4,2171,6126.837102915539,10169.314733328125
carmineoptions,464,1651.7611367471657,18.56953381770519,10.790208662682861,4,2433,9832.648950969777,15056.18815328125
fractal-visions,170,1646.197038249409,30.678599553894813,11.183595953707023,2,219,580.6892508712808,2909.1668873125
beacon-chain,161,1644.9937413630018,31.524416249564027,11.965184701923551,4,2941,9537.062497605293,35078.91485260625
bankless-africa,170,1644.1400988580963,30.678599553894813,12.881466999291806,2,133,760.0433634825749,4501.292156328125
metagame-metafam,216,1642.4988735594504,27.21655269759087,12.649845753614427,2,175,1084.3557337624306,3800.876844453125
wannabet-cc,227,1641.6287804286414,26.548932463998877,11.291160924063703,2,867,3478.951455415401,8269.6115689375
buidlguidl,90,1640.9263205685947,42.16370213557839,12.904926460133042,2,467,1741.3325802677,21062.62437778125
glo-foundation,464,1639.2941344425292,18.56953381770519,10.637207925212865,4,797,3478.1886474969756,14673.109293734375
solady-vectorized,90,1638.386214886101,42.16370213557839,11.452266690526306,2,545,5653.682162906094,23263.76697625
passportxyz,45,1637.3195583238482,59.6284793999944,9.527740628858675,1,6493,7281.864108900416,29976.859375
treegens,322,1636.2379518642267,22.29112850301411,12.233979631808811,3,195,1239.210747277015,6910.809302515624
datonic,223,1635.286011196227,26.785981207297006,11.525576771646614,3,1014,3878.238160725204,14975.33469765625
lensplay,95,1633.78865238179,41.03913408340617,13.57620171914471,1,281,994.2255310670007,1253.6097198749999
web3event,95,1633.0981866573627,41.03913408340617,13.077010356317727,1,107,1500.6634363392368,282.98278159374996
opencollective,106,1631.991774740808,38.851434494290565,12.526085250643678,1,88,246.20105362741742,4900.159654375
onlyfun-on2023,95,1631.892253480593,41.03913408340617,11.625625035122086,1,274,4088.511752986582,908.786995203125
zkp2p,464,1631.831692251451,18.56953381770519,9.453266221231827,4,555,6840.601058332861,7227.60665890625
solarpunk-dao,227,1629.973626648053,26.548932463998877,12.527120523878228,2,118,1537.3883219700656,5895.2042455
peeramid-labs,271,1629.7153872020683,24.29826956923148,13.062970779142956,2,590,2745.310029992259,5953.29580540625
synpress-synthexio,209,1627.4423770896155,27.668578554642988,13.332777893023282,3,510,3765.1446385575564,20149.496704250003
iron-wallet,191,1626.6824510242584,28.942984211696864,11.72147919924251,3,4105,9622.763920949074,28899.555613781253
builders-garden,30,1626.502672465298,73.02967433402215,8.769468400191295,1,507,868.3766851086048,7238.625218320313
show-karma,345,1625.3881544552437,21.53527608232662,11.917289926005326,3,330,1718.3347354594089,10899.09712096875
lexdao,409,1623.1769950383698,19.77872705736595,10.503794670340342,3,149,2167.348885200129,9117.6396943125
raid-guild,106,1622.5062591564006,38.851434494290565,13.445907758868765,1,46,269.55089692538604,3334.002578125
lighthouse-sigp,133,1618.9418241819249,34.6843987809648,13.69785926288594,3,3356,7909.282868135656,28237.94443271875
eiptools,477,1618.445828100284,18.314741859825205,8.739939679253817,4,1089,7062.535734986299,25849.368023890624
gnosischain,170,1618.4291057053506,30.678599553894813,13.534403144520565,2,274,911.8439512542427,2489.20433328125
impersonator-eth,477,1618.3883069254703,18.314741859825205,8.104182313842717,4,1089,7062.535734986299,25849.368023890624
commonsbuild,170,1618.034274087117,30.678599553894813,14.40857001205837,2,219,555.2262047349686,2307.361191828125
hedgey-finance,106,1617.6198217896622,38.851434494290565,11.976004535109759,1,482,629.5674813208857,3437.094433125
theredguild,75,1615.918742664704,46.18802153517006,12.281831896510612,1,73,1130.4717338348273,1398.105985875
4everland,237,1615.8465189476597,25.982792098465232,14.333259470128928,2,1191,3024.634760587253,3153.338141625
elefria-labs,327,1613.8239296045044,22.120050544373242,11.941221250645262,4,1346,4402.639670790681,14964.941147703124
publicnouns,95,1612.657410671887,41.03913408340617,15.039392951257685,1,111,296.40951197966933,1219.58774471875
starksheet-the-candy-shop,358,1611.6336679524873,21.1406569032676,12.448359927366052,3,1240,4020.6109742801295,5378.18555321875
wizard-bridge-evm,156,1610.3498627770573,32.025630761017425,14.866639359745083,2,1448,2550.5895484833145,3586.308022125
zktlabs,61,1608.083780550937,51.21475197315839,13.190402881859054,1,1587,2814.881337718107,7325.98084325
charmverse,106,1607.7894338616807,38.851434494290565,15.799869537932109,1,85,113.41544429707574,3219.8223550000002
kairosresearch,170,1607.6456806100277,30.678599553894813,11.56911819399612,2,126,374.46835326261134,2524.95020878125
defilab-xyz,240,1606.0372105210647,25.819888974716108,15.312757830093405,2,2370,3175.1530124178958,4285.5510783125
mosaicfun,30,1602.267226745673,73.02967433402215,9.460608750321969,1,63,138.46197023259538,3801.0197485546873
protocol-guild,55,1600.765783633235,53.93598899705937,14.490776791852992,2,4037,9700.083246885199,26955.616036587504
opensource-observer,208,1600.3704799790169,27.735009811261456,12.731119444798555,3,223,1624.248192631604,16999.632345015627
eoa-blockchain-labs,160,1600.3028966034433,31.62277660168379,15.119288405771288,4,2424,5029.314755120964,23238.536978909375
web3-gpt,208,1599.663629261258,27.735009811261456,12.174790563659812,3,693,3377.7698570966168,13302.119911703125
stiame,75,1599.3423496196617,46.18802153517006,12.950041900373048,1,72,660.4226208002983,1442.359340578125
openzeppelin,72,1599.030782102577,47.14045207910317,15.761335230516249,2,2086,4945.299976622801,27182.9694083375
here-wallet,119,1596.3050080398546,36.667939881128454,14.570626352625725,1,2533,3069.6244207660407,2774.6103919999996
itu-blockchain,214,1595.6401956889158,27.34343708098653,12.315853641303717,2,702,2590.481289969312,2439.940236015625
internetmaximalism,28,1595.0749629053148,75.59289460184544,8.874052403927267,1,7635,21394.721680681454,19834.365625000002
zk-passport,105,1593.9599850843622,39.03600291794133,14.708141191555407,2,787,2650.2887052071856,9699.623754
ethernaut-openzeppelin,72,1593.919299793545,47.14045207910317,13.220072608641479,2,2086,4945.299976622801,27182.9694083375
spect-ai,118,1592.3936709399338,36.82298471593293,11.114242034629509,1,744,1097.80204229031,1494.5653556875
ultrasoundmoney,44,1591.9836155087332,60.30226891555272,11.458798381273665,1,231,484.0385915332008,9791.94111484375
growthepie,403,1588.6750372514514,19.925419255468714,10.735711664417119,4,733,3440.240789653019,20757.299338187502
zeropoolnetwork,281,1583.6476032411874,23.861999450875743,12.491059059941835,3,1112,2631.104844710877,3964.397149265625
heavenstoolsllc,95,1582.7298658457469,41.03913408340617,13.155647073973796,1,79,769.4431706718169,331.01380534375
thedreamdao-eth,170,1582.0581302813057,30.678599553894813,10.404118827235036,2,109,381.95430328880684,2014.3163521093752
bladedaogames,119,1581.711221949321,36.667939881128454,15.522057673690654,1,1015,1928.6487806598802,1237.5938437500001
chaincraftgames,106,1581.2749799825904,38.851434494290565,15.910410862114384,1,176,813.5797456383007,1549.674366875
404-dao,75,1580.3315847665158,46.18802153517006,12.328060326020752,1,43,872.5483868899755,464.035177
talentlayer-labs,119,1580.203704775012,36.667939881128454,14.824563396469912,1,1130,2031.3434912165599,1314.99971325
fractaldotbox,10,1579.903883366728,126.49110640673516,5.424998451662124,1,286,1052.7508565056487,9992.286718750001
ethdailyhub,170,1579.5230549242085,30.678599553894813,12.368613290337093,2,111,994.00456447338,1461.16235190625
flow-state-coop,227,1578.8420220509731,26.548932463998877,16.36019745912888,2,219,1637.2587058725703,4284.4998299375
coindlabs,106,1578.4547354043598,38.851434494290565,19.39600415636112,1,225,640.7641760879778,1380.95136
defi-africa-network,170,1576.9150570691509,30.678599553894813,13.468171209555054,2,105,441.9597821676616,1829.527376171875
ethereumcolombia,170,1576.2569367334995,30.678599553894813,15.379192499966049,2,600,1018.0947204230797,3441.47113625
dig-dao,121,1575.593466499963,36.36363636363637,12.994098251680466,1,285,865.7474981290943,1571.6993048749998
web3arabs,75,1574.2798294133036,46.18802153517006,15.250254467733797,1,106,1334.9229472808984,723.304831390625
privx-exchange,119,1573.7244584793693,36.667939881128454,13.24873218721944,1,1057,1467.8478122903894,1368.10374
pairwise-general-magic,464,1573.6588323024962,18.56953381770519,10.494223529228988,4,191,1694.7330753879164,13269.775824640625
voicedeck,397,1569.668753557583,20.075424529139823,10.928008690356117,4,74,1376.4754665694782,3147.748052578125
mechanism-institute,170,1569.342283223983,30.678599553894813,12.323231233684188,2,78,1391.2189043804065,1193.9627132343749
getwalletx,74,1568.1804643379517,46.49905549752771,16.72739072853849,2,687,1503.8403026480228,8874.7826021875
poppunk-llc,45,1568.0049208742253,59.6284793999944,14.722175468033528,1,433,987.3922918193794,8267.542071
pluralitybook,95,1565.8672553980534,41.03913408340617,15.626219637529768,1,86,331.7727278005332,786.9082724374999
vacp2p,61,1565.6399321098202,51.21475197315839,12.7327753935998,1,314,733.8063020735322,2460.1504425000003
deezstealth,30,1564.68513036591,73.02967433402215,11.527231477523575,1,39,141.14597345143557,2471.5965885546875
otterscan,236,1564.5143926454457,26.03778219616477,9.81407189593434,4,2279,4274.310781651782,27775.8380961875
mycelia-uni,170,1562.9657344169138,30.678599553894813,11.799516791787267,2,110,833.2432917834958,2139.80463578125
metricsdao,170,1562.1538903727785,30.678599553894813,12.425206746957635,2,117,784.5486784070708,1883.798033953125
unchain-tech,75,1562.1299537960026,46.18802153517006,14.969877820473444,1,60,712.5255359317853,624.5473449062499
web3,45,1562.0851855194078,59.6284793999944,13.130125457172934,1,214,710.2528179266351,8439.333598250001
solidity-ethereum,90,1560.971545203777,42.16370213557839,14.435090937406038,2,244,1401.8033634854592,10786.51277078125
pizzadao,95,1560.9240969575499,41.03913408340617,14.438674089473457,1,107,198.9934700699523,805.520294140625
proxifydao,95,1560.2544806884894,41.03913408340617,12.164598063632726,1,81,526.7445590132847,386.449611921875
go-ethereum,90,1559.6686211747747,42.16370213557839,15.12343283893926,2,244,1401.8033634854592,10786.51277078125
spaghetteth,106,1559.1641249468448,38.851434494290565,14.559498684886877,1,60,111.64631574985106,1438.790685625
1hive,464,1558.1914066196737,18.56953381770519,9.127422381284564,4,635,1931.1556218705286,4457.678631656249
therougeproject,237,1557.9195565238324,25.982792098465232,16.19732536026854,2,952,2658.425874470528,1821.6020191718749
nicenode,160,1555.7928739962736,31.62277660168379,14.286951584816883,4,2656,5568.488279132341,17372.350587459376
opensensepw,75,1555.0264332466593,46.18802153517006,14.872393241042952,1,67,459.8381955862278,576.7937248593751
sociallayer-im,121,1554.6940391960043,36.36363636363637,15.163554447759516,1,137,921.6668529468589,1300.2621012500001
ens-wayback-machine-blossomlabs,368,1553.2025491537936,20.85144140570748,10.056507491996465,4,364,1840.136236304194,10680.475447421877
tonspay,165,1552.2687514792474,31.139957766460917,13.381696572410384,2,843,1597.4073804750224,3958.2537322812504
ethereum-cat-herders,90,1550.8064260405465,42.16370213557839,14.42782143438349,2,244,1401.8033634854592,10786.51277078125
nftdrewbot,95,1550.3101591706502,41.03913408340617,15.09019694068587,1,86,478.4034219228197,621.001111234375
blobscan,44,1549.5119051673717,60.30226891555272,12.091899329584432,1,103,464.70525041711517,4490.2337657812495
aastarcommunity,61,1549.0018607008335,51.21475197315839,12.392941504259928,1,478,1149.304414601007,2891.1257025
radicalxchange,75,1545.714357112629,46.18802153517006,13.71399520832113,1,101,339.338976638599,1008.326437953125
shutter-network,61,1545.4881788044136,51.21475197315839,13.878184369861527,1,371,745.9135027338571,2544.250475875
toaster-finance,121,1544.6128078991594,36.36363636363637,14.436129500242618,1,284,410.16535430966906,1151.061519125
revolte-pgrandne,291,1543.4928756806682,23.448415270421968,12.514481108423189,3,95,2330.502225202483,1650.85076678125
learnweb3dao,75,1543.2725652092463,46.18802153517006,14.656125594363397,1,141,213.90783872010434,997.0755850625001
sourcify-ethereum,90,1542.8420103498827,42.16370213557839,11.249280526765839,2,244,1401.8033634854592,10786.51277078125
opentothepublic,105,1540.9661698331242,39.03600291794133,16.126459263395162,2,599,2114.5103879533062,5363.660956
refimedellin,170,1540.1703462724358,30.678599553894813,13.247197960719573,2,99,286.6195953988681,1412.7786772499999
lodestar-chainsafe,105,1539.700616112931,39.03600291794133,16.03247722107061,2,286,927.5147614883545,6564.55066996875
dao-driven,40,1539.6289521510773,63.24555320336758,12.059679421596295,2,80,1090.446493876574,3712.2209902421873
metagov,633,1539.5111109644538,15.898572670343285,5.2343902584813735,4,318,1834.7042550864026,11269.565179453124
breadchaincoop,254,1539.187173169303,25.098232205526344,13.140418106147475,3,143,718.5864430463089,5817.921209304688
qortal,239,1536.7821360623668,25.873849094126037,14.647233183003165,2,364,778.256442056736,1791.23494890625
remix-ethereum,90,1536.3687518102408,42.16370213557839,14.817300399945939,2,244,1401.8033634854592,10786.51277078125
akiyaworld,75,1536.179811290109,46.18802153517006,12.978142128754858,1,57,459.77892732256805,517.289214015625
postino-labs,10,1535.771656781727,126.49110640673516,7.89347776978108,1,63,143.5834727915353,9992.286718750001
monas-project,30,1534.8006370301155,73.02967433402215,15.6834282660936,1,35,199.26852896809578,2042.7697369140626
apeworx,90,1534.3988289856268,42.16370213557839,15.5228026107303,2,149,1059.7901976694047,11547.94987475
clrfund,90,1534.393712337684,42.16370213557839,16.652563627131208,2,244,1401.8033634854592,10786.51277078125
togethercrew,106,1532.6751379620598,38.851434494290565,13.806099943789302,1,51,51.41817342682043,1070.4770525000001
fe-ethereum,90,1531.9636912844135,42.16370213557839,14.033800175785624,2,244,1401.8033634854592,10786.51277078125
closerdao,106,1531.075073301277,38.851434494290565,15.843712952477906,1,60,579.883424368978,652.71529125
corpus-io,464,1527.5327307954772,18.56953381770519,9.656423165016934,4,1307,3528.960303267459,3536.3585533124997
forkinwisdom,75,1527.5232075379158,46.18802153517006,17.51712852578205,1,47,312.21833723245436,598.54537378125
wtfacademy,358,1526.960933958288,21.1406569032676,12.745176834556638,3,484,3418.1450176913204,1921.637724421875
protspec,40,1526.8320253891818,63.24555320336758,12.341018651453458,2,89,385.7079891473404,3447.1930615156252
chimi-co,227,1526.0936935272557,26.548932463998877,14.140437914372736,2,95,423.9346576774842,1732.8698253125
mxweb3,170,1525.9040284385735,30.678599553894813,12.540938805201568,2,80,448.3305417734409,1417.136960015625
ftw-dao,75,1525.5689494500361,46.18802153517006,17.266239123983922,1,59,379.9116138342979,467.785461296875
bankless-card,121,1525.524461930649,36.36363636363637,16.903579496508172,1,114,481.99664427083917,950.6294118125
punk-domains,327,1525.5010940906793,22.120050544373242,9.815611467685365,4,2742,4659.248816732836,8407.71293346875
ecoland-world,40,1523.5851390412406,63.24555320336758,13.140667420154879,2,74,561.2644943834166,6702.347705039063
bloomnetwork,322,1522.1357355864372,22.29112850301411,10.877578669582475,3,116,458.2823291448876,2675.721788484375
daomasons,227,1521.2097636386088,26.548932463998877,12.473696148164274,2,67,322.5718163395586,2032.1494775
hackdays-io,106,1518.4808947770925,38.851434494290565,13.83260295351939,1,78,194.7188957425533,766.296143125
l2planet,170,1518.3231747375532,30.678599553894813,14.624627492199316,2,149,473.999755998786,1073.75380215625
wuw-whateveryouwant,121,1518.0870850757058,36.36363636363637,17.085483422169656,1,90,264.07596067374106,956.6214030625
protocol-explorer,121,1517.3712234836057,36.36363636363637,14.16648898809727,1,66,306.25308369786944,998.8649413750001
nft-pricefloor,95,1515.5801740767367,41.03913408340617,14.263755838768288,1,85,305.6264833305031,424.874430921875
epochprotocol,298,1514.0156387962224,23.171377854539692,13.275188816576502,3,655,1873.631865950409,2857.68326315625
ethereum-mexico,170,1513.3827775945933,30.678599553894813,14.862306246826202,2,104,320.5328700295395,1231.055975453125
zkvrf,118,1512.5547985278642,36.82298471593293,13.932089425499711,1,329,590.0033667171374,686.44338109375
viaprize,464,1512.4648185792096,18.56953381770519,9.72336823370588,4,482,2527.644172917468,2699.38733259375
pact-social,95,1512.0805959768786,41.03913408340617,11.696206314411315,1,77,246.78922805935144,420.871845609375
porters-xyz,105,1511.7712892735574,39.03600291794133,14.531200101472683,2,605,1821.0447942791507,3151.71695640625
lighthouse-web3,45,1511.1502178475307,59.6284793999944,15.431529243380727,1,723,1079.371365494524,4648.2118146875
a51finance,106,1510.01772237614,38.851434494290565,14.648771924710335,1,154,235.01593075221172,682.68385375
zeroboundlabs,121,1509.5851164167311,36.36363636363637,13.051176196374993,1,53,283.4425160586834,706.7553679375
daocoa,136,1509.4899575588277,34.29971702850177,11.669722256389148,2,52,143.56350962916622,2953.52781890625
anu-initiative,106,1509.4329218263958,38.851434494290565,14.219440741709358,1,53,91.47554432088509,864.89271375
inverternetwork,61,1507.2285487030706,51.21475197315839,15.500253942501752,1,212,532.2077867626213,1979.194023875
libp2p,61,1506.925128167487,51.21475197315839,16.78826809564078,1,108,584.9026373726019,1351.885589875
amet-finance,121,1506.4782782845048,36.36363636363637,16.97814026359014,1,94,225.5125724648824,901.794683125
aiswarm,30,1505.7996937444864,73.02967433402215,13.411361282150237,1,36,70.51351312547922,1593.7698475390625
smoothly-protocol,358,1505.0714609369556,21.1406569032676,10.93325805278192,3,375,1483.5821611053457,2233.901909109375
asymmetryfinance,118,1503.4352493824179,36.82298471593293,14.058693670328378,1,107,483.91628484032117,218.54115806250002
greenpill-dev-guild,165,1502.8999523163575,31.139957766460917,14.121923368647025,2,67,324.0936742515769,2650.7782699375
regen-atlas,227,1501.9850552223209,26.548932463998877,10.143504976920374,2,102,410.8479425636988,1589.393478
commons-stack,298,1501.6717566048042,23.171377854539692,10.40085096205003,3,435,2156.1280649959517,3196.1920444687503
0xnextlabs,322,1501.0453619960015,22.29112850301411,10.328688253491366,3,224,1052.5442827337538,2476.80692871875
basin-global,121,1501.0381303333227,36.36363636363637,14.309435931471874,1,110,199.5493777518859,920.369856
zeroknowledgefm,75,1500.7280916463674,46.18802153517006,16.03280803517216,1,79,304.6762907415141,789.809872921875
rndao,95,1499.4775437855278,41.03913408340617,14.53784197342871,1,66,149.4967950556893,478.709203375
hildr-optimism-java,237,1495.499059545221,25.982792098465232,13.483910177553433,2,218,1380.691527833882,1047.58120471875
c-atts,227,1495.0834028457634,26.548932463998877,14.761830973714842,2,57,461.1232998255914,1347.440289
ethereum-venezuela-community,75,1494.6617248436157,46.18802153517006,16.671592366247616,1,78,138.39273506835718,678.051400875
nativesintech,75,1493.9476261351963,46.18802153517006,15.05859003929172,1,61,248.57398548533456,682.8017609843749
givepraise,358,1493.176405435598,21.1406569032676,12.919956476356067,3,224,977.1399776206958,1889.1893098125
solve3-org,118,1492.5690495668316,36.82298471593293,16.275883157643502,1,171,591.113777023973,477.10816924999995
kiwi-news-attestate,516,1491.2921672721602,17.609018126512478,9.695083886049286,4,247,2005.0634263317438,4910.08196240625
givestation,345,1490.6969943394536,21.53527608232662,13.14659369902986,3,779,1947.2176989713344,2917.334739546875
green-digital-guardians,170,1489.4040045745069,30.678599553894813,12.754692081104778,2,104,286.39301991823595,1336.869210921875
ambiretech,118,1488.877915441805,36.82298471593293,13.9203918004929,1,294,357.36347559583373,610.7945186875
armitage-labs,121,1488.408140725026,36.36363636363637,16.934357625486637,1,67,207.24739879870322,613.8795035625
unlock-protocol,90,1487.657247524817,42.16370213557839,11.267932306448447,2,2903,1064.6613007648016,7295.81080728125
rolod0x,227,1486.904289268612,26.548932463998877,15.180375059539314,2,57,514.1625340342289,1488.205953875
fracton-ventures,95,1486.6770621859157,41.03913408340617,17.639312637974147,1,97,166.47315646801144,522.5375125468751
asteriskdao,10,1486.0919179174716,126.49110640673516,8.027925973649621,1,45,75.15043645951664,2649.754592078125
motus-dao,95,1485.8186918635558,41.03913408340617,16.59732118061183,1,89,125.7676111292094,516.73376384375
patientanalyticszkp,30,1485.1631339777896,73.02967433402215,10.882601921788567,1,34,61.165651082992554,1198.6978808203125
arbitrumhub,61,1484.5845093649352,51.21475197315839,13.851989424163406,1,228,519.2310926290666,1427.306260375
etheralpha,237,1484.3581752490372,25.982792098465232,12.088700160630875,2,312,919.4113797949103,890.7270974375001
ethdominicana,170,1484.278138142359,30.678599553894813,13.589237858239956,2,79,264.8010161213788,1039.40333171875
cosmosforhumanity,95,1483.7856831203496,41.03913408340617,12.245905948301068,1,102,112.29107442498207,419.27081148437503
whal3s-xyz,119,1483.769234957296,36.667939881128454,14.596729579492136,1,226,204.6742218087893,10.800819
eea-oasis,28,1483.4974163084212,75.59289460184544,12.712817769668424,1,2083,3070.0361893486697,3970.4433108125004
lifespanio,179,1483.133869885305,29.897403710077434,16.623191201022188,2,232,1807.9372235668125,1284.59044734375
0xlighthouse,106,1482.5804450245314,38.851434494290565,14.98039978901598,1,73,105.91421543294564,595.17565125
jellycuts,45,1481.5363027868086,59.6284793999944,13.334989121192931,1,198,1744.7165965077002,3728.53457575
australopitech,121,1480.0784492168432,36.36363636363637,13.521912993562179,1,61,99.50550879491493,662.4146326875
0xfableorg,119,1479.8592746488712,36.667939881128454,15.314421035451561,1,245,2465.8092730442704,157.8119665
banklessadria,95,1478.9323362081893,41.03913408340617,14.783040689284896,1,53,113.91332478937693,351.226861171875
astrodevs-labs,118,1478.1706838379991,36.82298471593293,14.186825591209901,1,305,314.46541387215257,567.96685584375
stogramhq,40,1477.6242426251627,63.24555320336758,12.625026855202803,2,86,469.45120504911756,1802.4455303515624
afyapp,30,1477.3495277798863,73.02967433402215,13.016864359310155,1,34,60.50729638058692,1083.4519127734375
trueblocks,55,1477.187484560185,53.93598899705937,12.32825081742568,2,2197,3143.4534332312273,6069.61051759375
blockchain-kami,136,1477.0616059115416,34.29971702850177,11.391150519960343,2,95,463.04566114314366,2610.6705971875003
privatefolio,227,1476.4908722696034,26.548932463998877,15.867579668833034,2,64,221.0541828671121,1244.155810125
