project,head-to-head_comparisons,elo_rating,margin_of_error,rating_std_across_simulations,num_main_round_appearances,highest_unique_donor_count_in_one_round,crowd_funding_usd,match_funding_usd
d-hedge,106,1476.4681243203568,38.851434494290565,14.502274510876399,1,258,293.95739856379805,355.72683687499995
drewpackages,106,1476.3728075079928,38.851434494290565,16.128516157020755,1,35,102.04446926835226,522.951415625
carboncopyrefi,106,1475.795117520109,38.851434494290565,15.727708841522169,1,68,52.45695624995278,546.62658
topianetwork,28,1474.8905082338863,75.59289460184544,12.474691514903308,1,1356,3099.9246477418346,1224.37539003125
candide-labs,116,1474.2622696720414,37.13906763541038,15.782205549892593,3,2247,3813.891376771642,8958.470510828125
open-cann,358,1474.0413098419667,21.1406569032676,12.083338882829034,3,207,983.7867987396262,1321.067367
tx-city,106,1471.6346808261826,38.851434494290565,15.885130713136226,1,43,40.82285730756121,597.273450625
someresatguides,99,1471.145872309454,40.20151261036848,15.109770647451485,3,2290,2397.809443586575,8614.425157453126
decert-me,95,1470.705466447256,41.03913408340617,14.614622088126698,1,54,85.84668530360796,362.033841515625
wise-crowds-liberating-structures,95,1470.4849724971543,41.03913408340617,17.517653504852227,1,58,113.69714313931763,427.87636990625003
gaslockr,237,1469.6865536562887,25.982792098465232,14.979418167270733,2,239,1744.2859181026492,299.3509365625
dragverse,216,1469.1612087959345,27.21655269759087,15.164281247446148,2,58,307.502473707078,1089.88679990625
evm-diff,119,1466.7992725156616,36.667939881128454,14.91316129542613,1,1336,1226.9917282479496,399.33028025
coin-cashew,160,1465.2834579239504,31.62277660168379,10.886436094645964,4,2124,2738.9789655304726,7674.8777859406255
ephemery-testnet,88,1464.8837730490707,42.640143271122085,19.352255970694735,2,2031,1155.6872734936028,4140.40034943125
icdevsorg,223,1464.1356948297505,26.785981207297006,14.25756975757739,3,105,5766.01918192883,396.9624155625
proveuswrong,119,1463.1884213373864,36.667939881128454,13.882844260067733,1,240,321.1842065243691,48.603685500000005
luncosim,343,1462.7816639088355,21.597969886241554,10.648853914314552,3,212,1500.6296911615427,2247.427578671875
soliditylabs,95,1462.4997128923185,41.03913408340617,17.229161420842196,1,81,96.35094868042506,366.836943890625
journodao,231,1461.8263951592269,26.31806779839076,10.323513164904439,3,176,782.8372161742263,2250.1916468125
tropykus,119,1461.4092418274852,36.667939881128454,17.826306282820592,1,187,185.73266956189764,19.8015015
eth-wizard-stake-house,116,1461.0532045499258,37.13906763541038,15.127685327352802,3,2318,3276.649695362151,7899.05836588125
scryprotocol,119,1460.3921530078371,36.667939881128454,13.962608225466953,1,130,110.91094769025813,6.0004550000000005
thesellouts,106,1459.8961642300264,38.851434494290565,14.558212218573255,1,52,56.13014293980086,481.594799375
giftedbrainlab,170,1459.7711747633234,30.678599553894813,14.068020509960448,2,124,288.47723130762824,673.62959690625
descier,322,1459.4916503090258,22.29112850301411,10.716957375114122,3,73,246.97068870731164,2024.44193371875
walletx-inc,118,1458.555986916824,36.82298471593293,17.423211590626273,1,259,302.6243573790416,490.917088578125
ethereumphone,118,1458.2243361749581,36.82298471593293,16.99402907372832,1,177,297.6764058806002,397.25659226562493
nacion-bankless,276,1457.821272760751,24.07717061715384,11.682043625781176,3,90,437.28433401461007,1306.644950921875
blockhead-darryl-yeo,118,1456.0044985101774,36.82298471593293,12.07221163730168,2,2398,1245.6997590588257,6260.566267553126
open-spellbook,119,1455.93892676553,36.667939881128454,15.92690809223284,1,207,282.2951559417693,40.50307125
truquest,119,1455.5492771710447,36.667939881128454,14.582119948196848,1,227,169.68146114816636,18.001365
klayoracle,119,1455.4246565276983,36.667939881128454,18.235099590191304,1,534,1081.1487180339755,241.51831375
blocknative,45,1455.2178181861448,59.6284793999944,13.08733505766625,1,193,422.90580870211124,3978.73965725
robo-labs,119,1454.904259590965,36.667939881128454,18.53630283229982,1,277,414.57807558765353,57.0043225
symbiota-coop,119,1454.2778579378362,36.667939881128454,17.62316444656937,1,148,147.38036649440483,16.2012285
notichain,118,1453.8542248309398,36.82298471593293,16.21075363523143,1,191,271.06218999950215,371.84017553125
permetsystems,119,1453.727708661698,36.667939881128454,14.165423860212957,1,168,120.34598023300941,8.10061425
cyfrin,45,1453.7128719829634,59.6284793999944,14.027621419391378,1,127,297.66637473370065,1689.495794375
metrics-garden-labs,166,1453.469794455745,31.046021028253314,13.744758501358325,2,77,315.5304507663759,1999.06724134375
useweb3,90,1453.4604816541262,42.16370213557839,16.358739922461567,2,2842,812.5871587546644,5749.463504281251
peerwork,119,1453.2566234794788,36.667939881128454,15.30859180303868,1,225,198.39788765550475,21.001592499999997
changeth,118,1451.0955916563078,36.82298471593293,15.018728933049399,1,156,237.6610128104221,415.06809690625
thebadge,225,1449.9616029777762,26.66666666666667,13.241921722664124,2,602,877.5550223954183,825.0338883750001
songs-tools,227,1448.5083442444823,26.548932463998877,15.380641450283381,2,40,678.8598837659229,821.8466966875001
serenita-org,358,1448.243705862317,21.1406569032676,12.80879743478193,3,513,1241.7458500012203,1521.901702765625
cascadiacarbon,30,1448.1883461444459,73.02967433402215,12.20995983999086,1,25,206.51740476489067,817.107894765625
examp-llc,118,1447.3246785772085,36.82298471593293,15.737121607190042,1,194,257.15634241187945,374.24172671875
asilodigital,75,1446.2145176639513,46.18802153517006,13.919454785956317,1,62,101.26549802438603,412.281253703125
stakegarden,119,1446.1496899539798,36.667939881128454,14.533260011755802,1,395,684.1989051704209,219.91667575000002
grassrootseconomics,119,1445.6451296697223,36.667939881128454,17.101398595263785,1,262,722.0851569610604,106.20805349999999
web3utils,118,1444.4332007733565,36.82298471593293,14.408997323507824,1,129,255.7013625097461,253.56377954687497
fairdatasociety,119,1444.1067952897608,36.667939881128454,13.65624112088106,1,201,233.35819130724713,46.203503500000004
pulsarswap,119,1443.2231796461094,36.667939881128454,12.721368785753844,1,413,603.5556205513494,316.824024
spacemarketplace,119,1441.628611244997,36.667939881128454,16.53017615011797,1,109,79.64268967541284,6.30047775
mystic-garden,106,1441.214375725629,38.851434494290565,15.734579684399392,1,72,373.9930968238041,31.167305
pentaclexyz,45,1441.0265177502174,59.6284793999944,13.5642530014549,1,58,343.1717286147177,3327.48815325
orbitdb,89,1440.739509386029,42.39991520025441,14.396257042365347,2,90,445.00873141583816,4311.7662693125
0xmetacrypt,119,1440.6329626436368,36.667939881128454,13.53306303176522,1,519,687.6933457866458,333.625298
opml-labs,119,1440.1169580469425,36.667939881128454,16.79817648409239,1,370,546.2779329961836,238.81810900000002
troopfinance,119,1439.9916557157662,36.667939881128454,12.278051455586532,1,192,198.20984562038075,38.70293475
fusion-drum-n-bass,119,1439.8407281804803,36.667939881128454,12.790832930948714,1,451,616.792199046388,222.016835
directed-development-foundation,75,1439.3966624220102,46.18802153517006,14.339427481705524,1,53,148.5684690822127,311.02357768750005
lxdao-official,146,1438.9204914949662,33.10423554409472,15.179221559317016,2,828,999.7477210841607,724.06552196875
evmcrispr,90,1438.6704216424807,42.16370213557839,14.565043084630833,2,93,369.2078409624228,5228.681114218751
fabdaotw,276,1438.48941549617,24.07717061715384,12.313999640194858,3,95,454.75081668686835,1560.060846484375
stableunit,119,1437.843360198941,36.667939881128454,15.386029474177265,1,499,796.006312341895,192.6146055
pepemon-dao,343,1437.1957001219894,21.597969886241554,11.18295444530638,3,345,1578.433941765521,884.487629796875
bonding-curves,201,1436.4068899190283,28.21382463434393,12.81155247043635,3,125,525.2954603958606,3929.77236403125
replica-io,119,1435.945145696635,36.667939881128454,16.65312285286882,1,142,106.4771599403175,8.70065975
know-your-rpc,44,1435.7439083304123,60.30226891555272,11.571117122692085,1,55,40.172317881886556,628.3149725000001
protocolfun,118,1435.550302460751,36.82298471593293,14.148926462859098,1,133,261.40369299286976,268.1732159375
statwig,119,1434.7861853145712,36.667939881128454,13.06256801948018,1,110,81.26923862669219,6.30047775
smartinvoicexyz,225,1434.655250585966,26.66666666666667,14.64596287020391,2,242,427.35989564416377,519.14787475
militereum,464,1434.5191545867947,18.56953381770519,9.926092713644886,4,204,726.0705055694356,1469.695473859375
helheimlabs,282,1434.3676319647286,23.819653367016546,12.021900335611774,3,417,1137.0335963102407,1708.008612484375
matrixai,45,1433.4365467600721,59.6284793999944,11.215618450421514,1,106,78.41450919539784,1460.77235734375
decentraschool,441,1433.313765384139,19.047619047619047,10.081136190003415,4,382,5374.169546716546,854.355442296875
silius-rs,61,1433.0990914790332,51.21475197315839,13.547735265501439,1,129,408.00583190098405,819.45157075
function03-labs,163,1432.6911947372078,31.330417999518296,14.70780148621901,2,166,1065.29794757723,1332.31576209375
ens-redirect,119,1431.9238221313158,36.667939881128454,13.177376939570518,1,348,486.8716511902662,121.50921374999999
project-vinyl,119,1431.7197599836427,36.667939881128454,16.317530084972525,1,268,283.25812849098884,62.404731999999996
1w3,118,1431.6043559819302,36.82298471593293,16.600486630445932,1,126,279.31162734559985,281.181618203125
w3projecthub,170,1431.3889221766754,30.678599553894813,13.02363412890969,2,67,310.4703246869358,756.1554429375001
perpetualorganizationarchitect,136,1430.8323609257932,34.29971702850177,15.438400448181111,2,67,655.778230391501,459.312904296875
solhint-protofire,119,1429.1464156478428,36.667939881128454,12.22227223116822,1,136,138.42461933689492,22.501706249999998
agentswbenefits,30,1429.0598144801895,73.02967433402215,11.188763614388096,1,19,33.2700789347291,829.5912101953126
thunder-chat-app,237,1428.5923014399418,25.982792098465232,13.873342684848573,2,489,1011.8231177455368,608.379903015625
wallet-test-framework,118,1428.5440660705508,36.82298471593293,12.506109087868158,1,104,203.92596291354857,145.093717578125
easpulse,128,1428.145431774589,35.35533905932737,16.77295120397026,2,118,199.15445112288944,10236.844681343751
libree,119,1426.9754828350096,36.667939881128454,13.94784250160894,1,485,743.2060569298628,172.813104
othub-io,118,1425.746810013298,36.82298471593293,11.110078496927006,1,69,171.03162423102185,137.88906401562502
datalatte-ai,464,1424.0954513584418,18.56953381770519,10.228789554308047,4,227,707.4867280288308,1467.5789174218748
stateless-art,237,1423.2317198483738,25.982792098465232,11.262489367611561,2,197,588.5576530506842,259.547462
geo-web,358,1422.9032407374868,21.1406569032676,11.886052985528229,3,285,759.8875259267948,1212.2222615625
myseelia,118,1422.5774310377005,36.82298471593293,12.884718907041519,1,87,200.81547592766583,191.923965734375
open-web-academy,170,1420.379528915173,30.678599553894813,14.31658098834132,2,103,293.05990962064607,1077.9537972656249
impact-stream-0xprimordia,240,1420.2435692150605,25.819888974716108,12.81431309546849,2,186,383.26682082740535,323.88744006250005
nebulaid,10,1419.8570334862961,126.49110640673516,4.9401155401853165,1,85,167.123793676903,333.942222140625
bonadocs,45,1419.3722197013237,59.6284793999944,13.33671577373404,1,53,180.82519560679793,2757.343798875
ggframe,106,1419.1917242446914,38.851434494290565,12.651911312584563,1,50,96.08494768041419,237.351015
ethereumeg,95,1419.1751035681386,41.03913408340617,12.633023947927082,1,81,102.06995010864921,297.592217984375
likecoin,441,1417.2602050268263,19.047619047619047,11.67554323730173,4,198,1006.0165763624232,998.10276375
cadcad-org,140,1416.702986179382,33.806170189140666,13.888392817163336,2,85,250.24850982613862,2079.351434203125
usecannon,45,1416.601807762375,59.6284793999944,11.108124903065512,1,97,75.1101736126875,1203.2711353125
circuitscan,106,1416.3742449648394,38.851434494290565,13.377376254299445,2,304,697.8942654356651,1801.3905731250002
rahataid,106,1415.0886985403922,38.851434494290565,13.858222979936269,1,52,103.86106026783818,249.93781125
onchaintrust,61,1414.2595617068914,51.21475197315839,11.670547931661094,1,168,387.4263415931782,571.9400846249999
adcommune,30,1414.1813125990159,73.02967433402215,10.439888729047418,1,34,91.4885301801196,539.7785591796875
dfarchon,464,1413.8363445789767,18.56953381770519,10.390158752043614,4,291,1133.4551811841434,1783.949391125
definomics-labs,170,1413.7928212285683,30.678599553894813,13.489733142463892,2,60,409.58700420076275,474.125506078125
muqa-org,106,1412.9747105577676,38.851434494290565,14.801784713947185,1,46,49.747761238890234,259.827436875
ipfs,61,1412.7870890222673,51.21475197315839,14.836468300399101,1,99,350.1440127369651,904.748757625
agroforestdao,121,1412.4765574713215,36.36363636363637,15.744097157198565,1,49,88.81789586832747,346.0374946875
curiosi3org,170,1412.0877721079296,30.678599553894813,12.179781083273362,2,65,157.73179779769634,623.610972875
rantomdotapp,179,1412.0835428365524,29.897403710077434,12.853645083920421,2,246,576.8885081500048,1759.677056984375
public-assembly,119,1411.9634797602357,36.667939881128454,17.937651394824826,1,124,143.71319642638855,47.4035945
earthist,75,1411.4090930424936,46.18802153517006,14.372793559870296,1,64,88.93687502909233,173.763172421875
sprintcheckout,237,1411.1908139091831,25.982792098465232,13.61285761925617,2,137,306.29959027384757,149.48903089062497
yohakuxyz,106,1411.0695067401339,38.851434494290565,14.25944384300356,1,51,49.435730642057024,282.603544375
nounspace,45,1410.9557045282284,59.6284793999944,10.465370688366704,1,60,99.71403171372367,1002.7259460937499
chatafisha,200,1410.5337159629873,28.2842712474619,11.660688601066845,3,76,324.27173324532123,1475.5757957890626
cybercat-institute,28,1410.4112037877965,75.59289460184544,10.136568185921611,1,805,716.3768339079106,278.27614971875
one-three-three-seven-ethereum,61,1410.3505080193752,51.21475197315839,14.12558418663662,1,97,258.83378063589043,517.76888875
collabberry,106,1409.938251523556,38.851434494290565,14.547126932259001,1,43,30.683560884848703,252.634981875
ipni,44,1409.6504908860243,60.30226891555272,11.468694729925307,1,51,103.37325528007932,428.6690890625
gaoanetwork,75,1408.9815438471921,46.18802153517006,13.425029422668725,1,64,137.06863671119572,256.769464859375
opti-domains,61,1408.3692199025754,51.21475197315839,12.786354728249687,1,129,299.1060101799303,728.7671931250001
jinni-health,106,1408.2474559243365,38.851434494290565,14.856744395310336,1,76,61.20008241501637,210.37930875
ringsnetwork,179,1407.0897421128734,29.897403710077434,13.479841821135894,2,199,493.00495314958243,999.4234401875001
thenamespace,121,1406.4429511702951,36.36363636363637,12.68958459228917,1,45,120.72755247028545,215.4120854375
wagmifund,358,1406.2043609466448,21.1406569032676,10.927814155646548,3,369,856.2553901239212,952.6731408125
dspytdao,527,1405.8308971459885,17.424273674761285,7.348766812410717,4,243,1306.4307840888273,2562.14733503125
streamethorg,118,1405.286800602659,36.82298471593293,16.926014948372146,1,138,188.1761383737903,304.796871546875
cryptocarnes-gitteamhub,95,1405.1122265419478,41.03913408340617,11.217761337853833,1,56,90.71787457633764,302.99570815625
distributed-press,45,1404.7218491677384,59.6284793999944,10.24882935758999,1,49,79.81583075516392,798.88330234375
dtrials,30,1404.2614196880368,73.02967433402215,11.602962964068729,1,18,32.3787959292531,495.53768929687504
torquefi,106,1403.6932763643729,38.851434494290565,15.698226232774253,1,93,127.82288844377035,126.46733375000001
denotalabs,121,1403.0105577088405,36.36363636363637,13.91038426081608,1,47,87.43539592763409,224.10047275
mohasdevs,27,1401.4387024884186,76.9800358919501,6.799056285837735,1,1701,299.3211073677034,1349.061040421875
crowdmuse,75,1401.1173642465326,46.18802153517006,13.051528351038321,1,53,77.30209101908622,191.264499140625
quantum3-labs,121,1401.054825549174,36.36363636363637,13.198021334770281,1,49,82.49167504662182,240.5784486875
codingshdev,118,1400.9338806753942,36.82298471593293,14.110257013781615,1,118,109.01752670505084,182.51789025000002
wildcards-protocol,118,1400.610195454323,36.82298471593293,11.489035749891457,1,156,156.37855068361387,270.574767125
zenbiteth,234,1400.0858483151976,26.148818018424535,11.910205471271428,2,388,996.7287395800886,10326.589884906252
grateful-protocol,239,1399.6471814139682,25.873849094126037,12.07984805353612,2,112,259.833283543936,717.4394284375
lenspost-labs,121,1399.4218509527398,36.36363636363637,12.474180806865263,1,49,108.3271563607268,248.96723643750002
benzin-web3-oss,214,1399.1645915414751,27.34343708098653,12.445464267307543,2,269,621.3699543937023,278.54776184375004
tokenguardio,121,1398.9778928925523,36.36363636363637,14.932419586904471,1,41,126.6801061402075,305.8911533125
cronian-tech,179,1397.660214568753,29.897403710077434,16.682642684812667,2,95,281.88057595677674,448.37877910937505
endangeredtokens,106,1397.0061985153752,38.851434494290565,14.510270101436877,1,24,41.8476664214395,194.49597062499998
truenetworkio,61,1396.7598333491376,51.21475197315839,13.300621663115079,1,139,208.28985964274034,530.93757725
lume-web,237,1396.7439352886279,25.982792098465232,12.963018912413084,2,292,419.5263125590486,333.2891061875
trailofbits,45,1396.5558547216372,59.6284793999944,9.876228293335558,1,43,84.24834341401584,641.20502203125
jiffy-labs,162,1395.7015879907306,31.426968052735447,13.407930993193379,2,82,258.33286509872414,322.92539303125
bcdevs,121,1395.5378067609577,36.36363636363637,13.276027994642245,1,32,142.79645769331546,96.1714595625
lexclinic,44,1395.4431358375475,60.30226891555272,9.326861102667317,1,55,72.10792342782952,317.1551721875
scribe-dao,118,1395.24743269708,36.82298471593293,12.922653585078452,1,109,104.5238175096456,213.13766789062498
internet-archive,75,1394.3025457162573,46.18802153517006,11.32604061625272,1,47,86.47452799088569,233.0176643125
quic-go,105,1394.224102604858,39.03600291794133,13.200652682110789,2,148,704.5218035259168,1181.3048061875
turbo-eth,164,1394.12530733857,31.234752377721215,14.927937644681176,2,474,905.3874581488053,1923.43486475
m3tering,121,1392.0939754059439,36.36363636363637,12.52442744795213,1,39,81.85826627665665,309.48634806250004
choraclub,227,1391.814068683688,26.548932463998877,14.25623464257845,2,69,322.34450694237603,279.87685431250003
solidity-guild,75,1391.2521581272977,46.18802153517006,15.045340017213514,1,52,76.61365138015026,193.0146318125
migalabs,133,1391.1473463337168,34.6843987809648,14.500265802009272,3,1251,1880.492523676631,2051.0304390625
taterdao,75,1390.7915908774114,46.18802153517006,10.64846885226796,1,55,95.93137402492357,152.0115235
theforus,311,1388.2971313437995,22.68191908494971,14.370321040727394,4,1279,2115.3868097165832,2276.08389678125
sadaiv-ci,30,1387.7523469239868,73.02967433402215,7.978039216151452,1,22,31.054336436092854,328.560862109375
ethereum-chile,75,1385.8311139767113,46.18802153517006,11.077431025576836,1,41,51.515354756706074,192.014556
bitcoindesign,95,1385.4965184659277,41.03913408340617,13.993505797264556,1,62,94.41680988110602,239.15447242187503
pyra-marketplace,121,1384.5356269097,36.36363636363637,12.80176868301264,1,32,84.89538246858865,150.6985799375
mutualsupply,75,1384.0890985335832,46.18802153517006,13.380589302682125,1,42,77.6477207145399,193.51466971874999
coordination-play,30,1382.5107355364098,73.02967433402215,9.191365359516539,1,11,29.940487533807755,359.21988480468747
plume-sig,100,1380.9742792718118,40.0,15.251522179409122,3,2214,1672.0721677410525,5763.092965846875
heno-relief-game-sweetmantech,95,1380.676830840047,41.03913408340617,10.073813076660949,1,51,104.73586296476424,223.3442604375
stereum-dev,160,1379.2437462139383,31.62277660168379,13.621297467380963,4,2320,2776.8318501660297,7188.247077959375
fundpg,358,1377.656415445024,21.1406569032676,11.163074919785203,3,997,804.2983709596833,614.6746926562499
amphitheatre-app,118,1377.450292495033,36.82298471593293,12.689403819364488,1,113,103.52941658999771,156.70121498437499
mississippi-labs,239,1376.8040324244182,25.873849094126037,13.568103179146076,2,135,249.05073816981167,558.8133196875
inferer,121,1376.2731325044278,36.36363636363637,10.63801249316065,1,32,91.15973366051912,78.7946849375
aw-labs,95,1374.3543156163153,41.03913408340617,11.564973654019168,1,28,92.70792356319726,179.315822
lakat-os,179,1373.146861424731,29.897403710077434,15.467888167678684,2,125,456.1542615117505,649.2171125156251
ethelo,75,1372.702524861047,46.18802153517006,12.620977402620671,1,30,177.37635654893165,0.750056859375
cryptosmartnow,200,1372.3879765723866,28.2842712474619,10.444496549902626,3,68,249.82485602071756,1345.03204178125
attentionadsqap,213,1371.8396512398401,27.407548393101266,14.442577048991199,1,90,276.6735954883043,377.243665703125
bootnodedev,45,1371.6403636187815,59.6284793999944,7.71203435907984,1,83,116.45002334794845,127.10188375
wighawag,403,1370.1851514677483,19.925419255468714,11.962192498482022,3,265,846.486966281384,2162.76796575
frontierregistry,181,1369.3660322545436,29.731765849886653,13.31837129368163,2,70,171.40595260344344,416.57775470312504
eth-pkg,132,1368.4402717560693,34.81553119113957,15.05322086250092,3,1705,628.8906154374599,2332.9155885125
solide-project,45,1368.0598757422797,59.6284793999944,8.797828609712223,1,54,83.86811029165983,1102.877661875
vu3th,448,1367.4856169065004,18.89822365046136,9.06496695394406,4,683,1670.5098051724126,6765.1218169062495
beepo-app,225,1366.5448588918061,26.66666666666667,12.475527275154647,2,702,860.5558403301693,492.19944862500006
sloboworks,121,1365.3501611915099,36.36363636363637,13.084763191111351,1,24,91.77534030284733,169.8729519375
joshua-and,30,1365.2740017055653,73.02967433402215,7.363705623819794,1,21,24.540677569806576,222.6024807421875
cleanifyorg,121,1364.4762678352313,36.36363636363637,12.878146106644412,1,16,82.33960845321417,101.86385125000001
router-protocol,45,1362.5562582467307,59.6284793999944,7.306234604347853,1,63,58.883114111289615,167.8704125
brewitmoney,254,1361.7529871397708,25.098232205526344,12.53993653041273,3,224,356.17472534190165,1261.4569268515625
zenguardxyz,254,1361.3776289750956,25.098232205526344,9.229580122834289,3,224,356.17472534190165,1261.4569268515625
nerddao,121,1359.1475398266984,36.36363636363637,12.089295178550081,1,50,75.05598809884395,145.605387375
mark3labs,61,1358.6720253448482,51.21475197315839,9.341309251032209,1,121,179.2670135642402,363.33608725
aqkuperu,95,1356.8697160782979,41.03913408340617,10.870604326722555,1,48,50.239498377079144,200.9297826875
kredeum,282,1356.722975274726,23.819653367016546,11.301611196105632,3,238,382.4132762405702,829.3264897656251
lemonadesocial,121,1355.9822629362807,36.36363636363637,12.392752648742041,1,28,68.87096385785844,103.9610481875
glosseta,95,1354.7966281225488,41.03913408340617,10.585992055567356,1,50,55.254274252802134,183.3184073125
stallionstake,30,1354.4946576414854,73.02967433402215,5.7850173341453806,1,11,13.049807615578175,100.3658560546875
ninjahome,61,1354.3907389816316,51.21475197315839,9.891603889123287,1,90,131.41250508278608,269.658825875
openbuildxyz,95,1353.102851541614,41.03913408340617,11.702640683114108,1,46,55.74899342563003,161.704446625
jacobhomanicsorganization,106,1352.9379784946545,38.851434494290565,9.882141968750268,1,37,20.80436453811126,100.69436999999999
4seascm,170,1352.8277690851253,30.678599553894813,13.703881765708596,2,64,178.2653103777884,388.595693828125
the-network-society-forum,121,1352.7127323920022,36.36363636363637,13.855895017141943,1,31,59.92788602539804,144.1073895625
somos-colledge,75,1352.541963249823,46.18802153517006,8.79725110911624,1,33,42.06968625126319,60.50458665625
blockchainedindia,75,1348.459240332075,46.18802153517006,9.201931672750229,1,40,49.313690090293676,62.25471932812499
steamvzla,75,1348.223219968052,46.18802153517006,9.478656410809851,1,40,44.59387341910042,119.759078546875
accountjs,213,1347.3968641078166,27.407548393101266,12.403818935636055,1,99,217.4266371810554,454.49356223437496
framelib,90,1342.3653146333183,42.16370213557839,10.844258547180154,2,75,268.86715301125514,2007.57325915625
dexkit,345,1339.491139015732,21.53527608232662,12.47411462335348,3,151,298.30999792780904,671.0705339374999
positiveblockchain,75,1337.4872159553988,46.18802153517006,8.663656586875787,1,44,48.07156802990721,102.50777078125
poscidondao,121,1337.3000397226251,36.36363636363637,10.792692682406768,1,27,24.522348217084073,101.86385125000001
consortium-wide,106,1336.862636343603,38.851434494290565,10.138329601802177,1,48,20.112915303034242,22.776107500000002
eppie-io,464,1335.4478362456969,18.56953381770519,9.522929823814541,4,364,872.0891964412294,856.8313563125001
auditdbio,156,1334.541551998856,32.025630761017425,14.614828966877674,2,119,254.97156325320248,913.9655529531251
ethcali,95,1332.849049078574,41.03913408340617,8.95115329227785,1,40,35.29633345454931,136.688288421875
quadratic-systems,106,1331.8268840094572,38.851434494290565,10.305532388640472,1,46,26.62336256384151,26.97170625
grayareaorg,75,1328.973245655785,46.18802153517006,8.118056598055658,1,35,23.963941079888173,64.254870953125
ssbc,106,1328.04752782435,38.851434494290565,8.66287952022663,1,48,42.791318184521515,32.665733125
vaariance,90,1327.7639515012147,42.16370213557839,9.40826096563382,2,63,148.3617360983917,1914.53033490625
plebbit,224,1321.2557210125428,26.726124191242437,10.962505714552735,2,104,149.90835196175613,269.64724693750003
the-stack-report,75,1320.0203137566118,46.18802153517006,7.365387999514581,1,27,13.311135519750678,15.501175093750001
decentraplace,216,1317.683742137836,27.21655269759087,11.742600147201177,2,59,92.4588783888612,404.72205160937494
nftprotect,121,1314.1647320019,36.36363636363637,8.109225349935933,1,19,21.078518830239773,48.834728687500004
twittens,121,1314.0909988480284,36.36363636363637,8.858966122492909,1,11,23.507409185171127,7.7895886249999995
nacdbdatabase,163,1311.1965516469788,31.330417999518296,9.400783246024211,2,88,210.68488527531736,1346.209959859375
discoverselab,121,1309.9617141278998,36.36363636363637,7.327213048925513,1,11,12.867616772651672,25.16636325
detechies,121,1309.6530274645347,36.36363636363637,7.586525745356815,1,15,27.38501047110185,29.0611575625
rentality-xyz,227,1306.4166106499163,26.548932463998877,11.829985334663991,2,67,67.01901932398323,240.899563875
venture-miner,170,1304.2699096573058,30.678599553894813,11.556039403685075,2,37,160.62055600394888,196.68313840625
tradao-xyz,216,1300.1125230913758,27.21655269759087,12.555844357420648,2,44,142.90728778159246,238.151503
freezingmoon,345,1292.8303307091323,21.53527608232662,10.66700752088834,3,148,258.29475099510455,447.32094974999995
aikilabs,559,1258.998086844192,16.91819737751254,8.682796475684292,4,158,358.69777037423637,285.57631771875
