transaction_date,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,retained_percent,daa_to_maa_ratio,cum_transferred
2024-07-23,25608.0,10214.0,5.755728953841993e+19,0.2747795410185213,9628.0,0.1546896416682984,0.13,5.755728953841993e+19
2024-07-24,17273.0,7116.0,8.831612688511998e+19,0.1767354548582478,6088.0,0.1617481731309724,0.09,1.4587341642353992e+20
2024-07-25,26832.0,11594.0,1.3794416002208893e+20,0.2530114491622825,10306.0,0.1247196825944454,0.15,2.8381757644562884e+20
2024-07-26,19938.0,9495.0,6.387948460133142e+19,0.191427033379208,5030.0,0.1945234333859926,0.12,3.4769706104696026e+20
2024-07-27,13642.0,4900.0,8.116859256782263e+19,0.1618103988543012,3269.0,0.3138775510204081,0.06,4.288656536147829e+20
2024-07-28,37407.0,29140.0,6.41535464866743e+19,0.1950856614122566,27954.0,0.0412491420727522,0.37,4.930192001014572e+20
2024-07-29,52893.0,37893.0,7.400035168224652e+19,0.1240909964871891,11400.0,0.6792019634233236,0.48,5.6701955178370374e+20
2024-07-30,12623.0,6877.0,2.069632672461078e+19,0.170349714957923,2665.0,0.365566380689254,0.09,5.877158785083145e+20
2024-07-31,10538.0,4980.0,2.012592506421747e+19,0.2548512476824532,2506.0,0.3791164658634538,0.06,6.07841803572532e+20
2024-08-01,8531.0,4469.0,1.5332348888370588e+19,0.1290783796338637,1629.0,0.3714477511747595,0.08,6.231741524609026e+20
2024-08-02,9290.0,5290.0,1.8055129919781585e+19,0.1031689185837889,1451.0,0.4079395085066162,0.1,6.412292823806842e+20
2024-08-03,8531.0,4997.0,1.1092576335268882e+19,0.1055894737771777,2383.0,0.3107864718831298,0.09,6.523218587159531e+20
2024-08-04,7750.0,4738.0,1.2495212705951414e+19,0.0817155516839383,1081.0,0.4499788940481216,0.09,6.648170714219045e+20
2024-08-05,4293.0,2534.0,6.76859888724378e+18,0.0492227130063294,689.0,0.4281767955801105,0.05,6.715856703091484e+20
2024-08-06,8942.0,4700.0,2.082848138536425e+19,0.1120482173259498,1850.0,0.2231914893617021,0.09,6.924141516945126e+20
2024-08-07,15336.0,7312.0,3.2929276951034286e+19,0.2560435826808154,2503.0,0.2292122538293216,0.14,7.253434286455469e+20
2024-08-08,11918.0,8146.0,2.362625329840153e+19,0.2523034796580067,3042.0,0.3860790572059906,0.15,7.489696819439484e+20
2024-08-09,11596.0,7767.0,1.0788895535710657e+19,0.1990629053267751,3241.0,0.400669499163126,0.14,7.59758577479659e+20
2024-08-10,12096.0,6925.0,2.5712033173731738e+19,0.19596875245331,3310.0,0.3522021660649819,0.13,7.854706106533908e+20
2024-08-11,10457.0,6018.0,2.7343526493328847e+19,0.1593803098590261,2908.0,0.3507809903622466,0.11,8.128141371467197e+20
2024-08-12,10429.0,5568.0,5.119983738434325e+19,0.1207343018891222,2051.0,0.3785919540229885,0.1,8.64013974531063e+20
2024-08-13,16797.0,7666.0,1.289333372160264e+20,0.2437219371824313,3841.0,0.2761544482128881,0.14,9.929473117470894e+20
2024-08-14,15261.0,6299.0,1.4771829427789493e+20,0.1578754933869913,2775.0,0.3840292109858708,0.12,1.1406656060249844e+21
2024-08-15,8768.0,4432.0,1.820616376013501e+20,0.0911101376429533,1664.0,0.4370487364620938,0.08,1.3227272436263344e+21
2024-08-16,4109.0,2564.0,2.2061787122571857e+20,0.0603789720225845,266.0,0.3334633385335413,0.05,1.543345114852053e+21
2024-08-17,9380.0,5538.0,2.042567224930941e+20,0.1055933691555066,704.0,0.1872517154207295,0.1,1.747601837345147e+21
2024-08-18,6808.0,4083.0,1.8728365251201463e+20,0.0588180909717906,702.0,0.2373254959588537,0.08,1.9348854898571616e+21
2024-08-19,4795.0,2917.0,2.566250902197156e+20,0.0628422798793045,434.0,0.2701405553651011,0.05,2.1915105800768772e+21
2024-08-20,5348.0,3290.0,2.558822325415568e+20,0.034289472852538,557.0,0.2395136778115501,0.06,2.447392812618434e+21
2024-08-21,4463.0,2426.0,2.4323396828720693e+20,0.0364078269271848,547.0,0.2646331409727947,0.04,2.690626780905641e+21
2024-08-22,3779.0,2162.0,2.7052762420388528e+20,0.0323524533348657,432.0,0.2331174838112858,0.04,2.961154405109526e+21
2024-08-23,3792.0,1784.0,2.421421474005683e+20,0.0240939776806706,258.0,0.2544843049327354,0.03,3.2032965525100943e+21
2024-08-24,3780.0,1880.0,2.868005741393832e+20,0.0304078525762555,201.0,0.2409574468085106,0.03,3.4900971266494777e+21
2024-08-25,2952.0,1524.0,2.7138762744328933e+20,0.0272613228777468,199.0,0.286745406824147,0.03,3.761484754092767e+21
2024-08-26,3371.0,1664.0,2.596560221989949e+20,0.0279899461377387,260.0,0.2560096153846153,0.03,4.021140776291762e+21
2024-08-27,4251.0,2016.0,3.6416190945482624e+20,0.0387557544716489,619.0,0.2251984126984127,0.04,4.385302685746588e+21
2024-08-28,2675.0,1271.0,2.864459240773485e+20,0.0443527269857202,257.0,0.2706530291109362,0.02,4.6717486098239366e+21
2024-08-29,3228.0,1844.0,2.5573028528852573e+20,0.0212432964533453,295.0,0.1843817787418655,0.03,4.927478895112463e+21
2024-08-30,3544.0,1476.0,2.8964744019977188e+20,0.0356402880646785,534.0,0.2032520325203252,0.03,5.217126335312235e+21
2024-08-31,2680.0,1319.0,2.829547629115739e+20,0.0190609639727136,302.0,0.1880212282031842,0.02,5.500081098223809e+21
2024-09-01,1804.0,1049.0,2.2994956548762203e+20,0.0203599605531996,122.0,0.2478551000953288,0.01,5.730030663711431e+21
