project_id,project,txns,fees,num_stars,num_forks,first_commit,sum_commits,sum_prs_merged,sum_downloads,project_link,oso_link
0xaf72f298c070d96e72345b7f99ee16da493018914aaac00a1db76fda08f5e9f9,alembic-tech,0.0,0.0,2.0,0.0,2021-08-05 00:31:48+00:00,18.0,5.0,0.0,https://vote.optimism.io/retropgf/3/application/0xaf72f298c070d96e72345b7f99ee16da493018914aaac00a1db76fda08f5e9f9,https://opensource.observer/project/alembic-tech
0xf69eeb202a8fa1c807292b1c0ab800337d7fb2a18f8d9354a5441c9bcc289338,alloy-rs,0.0,0.0,744.0,65.0,2021-09-11 13:49:17+00:00,631.0,345.0,0.0,https://vote.optimism.io/retropgf/3/application/0xf69eeb202a8fa1c807292b1c0ab800337d7fb2a18f8d9354a5441c9bcc289338,https://opensource.observer/project/alloy-rs
0x90e526cef4cd77bfe4db1564426afc54b633f47bb2a47cda7c5c99674d0a2183,alphadayhq,0.0,0.0,0.0,0.0,2021-12-08 14:12:58+00:00,236.0,122.0,0.0,https://vote.optimism.io/retropgf/3/application/0x90e526cef4cd77bfe4db1564426afc54b633f47bb2a47cda7c5c99674d0a2183,https://opensource.observer/project/alphadayhq
0x307febda7530cf58de21328592978957be0fc81bbf80d4feb4a42a61d6f39f6c,another-world,931.0,8.547958475579366e+16,1.0,0.0,2022-11-21 21:25:32+00:00,195.0,6.0,0.0,https://vote.optimism.io/retropgf/3/application/0x307febda7530cf58de21328592978957be0fc81bbf80d4feb4a42a61d6f39f6c,https://opensource.observer/project/another-world
0xc15f111484081470f19dfc3881788a82c8190a130e85b68d5fbce1cc650d1416,anotherblock,0.0,0.0,0.0,0.0,2022-06-30 09:44:57+00:00,450.0,14.0,0.0,https://vote.optimism.io/retropgf/3/application/0xc15f111484081470f19dfc3881788a82c8190a130e85b68d5fbce1cc650d1416,https://opensource.observer/project/anotherblock
0x48000bf0277f99726173a59b47d05aa6371ea320866e3e9a77e4241a083a4009,ape-framework,0.0,0.0,733.0,107.0,2021-01-05 01:02:21+00:00,1013.0,980.0,0.0,https://vote.optimism.io/retropgf/3/application/0x48000bf0277f99726173a59b47d05aa6371ea320866e3e9a77e4241a083a4009,https://opensource.observer/project/ape-framework
0x44f8e6467fcbdabd7ad750a2eca01902543f398e5c6be69d9715edfef1c04ea2,arbiter-primitivefinance,0.0,0.0,499.0,45.0,2022-11-17 14:58:09+00:00,2044.0,310.0,0.0,https://vote.optimism.io/retropgf/3/application/0x44f8e6467fcbdabd7ad750a2eca01902543f398e5c6be69d9715edfef1c04ea2,https://opensource.observer/project/arbiter-primitivefinance
0x9267f0bdc4b12ded65ff21fc51648f0e0d510f2b0c9fe8f77f84308453859a53,arpa-network,0.0,0.0,6.0,0.0,2022-07-20 14:27:01+00:00,479.0,37.0,0.0,https://vote.optimism.io/retropgf/3/application/0x9267f0bdc4b12ded65ff21fc51648f0e0d510f2b0c9fe8f77f84308453859a53,https://opensource.observer/project/arpa-network
0x267dcdc1ee31811331c75d140beae6a89461f688dd9dd425beb00fa40fb36ca2,artifymotion-josephhai,0.0,0.0,0.0,0.0,2023-07-12 16:06:37+00:00,41.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0x267dcdc1ee31811331c75d140beae6a89461f688dd9dd425beb00fa40fb36ca2,https://opensource.observer/project/artifymotion-josephhai
0x127bdc6d776fb958f986cd2059b43e917a2d74e912c0b360316f77a05b30087b,attestation-station-interface-sbvegan,0.0,0.0,18.0,10.0,2022-11-06 05:48:29+00:00,104.0,16.0,0.0,https://vote.optimism.io/retropgf/3/application/0x127bdc6d776fb958f986cd2059b43e917a2d74e912c0b360316f77a05b30087b,https://opensource.observer/project/attestation-station-interface-sbvegan
0x3ce49d409338c85e38ad3cb7ea957d6cac3a3e84eae1a8109fc60cf4400ee214,attestation-visualizer-xvoorvaa,0.0,0.0,3.0,0.0,2023-08-16 21:03:16+00:00,92.0,2.0,0.0,https://vote.optimism.io/retropgf/3/application/0x3ce49d409338c85e38ad3cb7ea957d6cac3a3e84eae1a8109fc60cf4400ee214,https://opensource.observer/project/attestation-visualizer-xvoorvaa
0x83acb708e662400cbe8f8e9ec313f26d40e78e789577bce3e895d16eea8b5fbc,aw-labs,24.0,1.4535389193490124e+16,3.0,0.0,2023-06-20 09:24:26+00:00,344.0,59.0,0.0,https://vote.optimism.io/retropgf/3/application/0x83acb708e662400cbe8f8e9ec313f26d40e78e789577bce3e895d16eea8b5fbc,https://opensource.observer/project/aw-labs
0xe7dbc759d8e95884cef5cb0f710690abd5686297af6d90c7e48e0b624fce86d3,awesome-optimism-lucas-op,0.0,0.0,0.0,0.0,2023-08-28 10:41:18+00:00,132.0,3.0,0.0,https://vote.optimism.io/retropgf/3/application/0xe7dbc759d8e95884cef5cb0f710690abd5686297af6d90c7e48e0b624fce86d3,https://opensource.observer/project/awesome-optimism-lucas-op
0xa1dfddef3afe0156af5fd5870560d13423820a235ec8550e7f66a0e7d5c947c5,aya-labs,0.0,0.0,0.0,0.0,2022-08-16 15:18:59+00:00,41.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0xa1dfddef3afe0156af5fd5870560d13423820a235ec8550e7f66a0e7d5c947c5,https://opensource.observer/project/aya-labs
0x77fed52df52899326c6f32bf7f310beed1bfd2fab75b3c952017e590481846e5,bankless-academy,0.0,0.0,14.0,10.0,2021-04-07 01:53:42+00:00,1970.0,62.0,0.0,https://vote.optimism.io/retropgf/3/application/0x77fed52df52899326c6f32bf7f310beed1bfd2fab75b3c952017e590481846e5,https://opensource.observer/project/bankless-academy
0x0e5974f587724bffd2ef6415c468f96a65a2749ab920a3c7ef14567fd6480a11,bankless-card,0.0,0.0,0.0,0.0,2022-06-10 15:10:29+00:00,256.0,36.0,0.0,https://vote.optimism.io/retropgf/3/application/0x0e5974f587724bffd2ef6415c468f96a65a2749ab920a3c7ef14567fd6480a11,https://opensource.observer/project/bankless-card
0xefe128594155a47fd209ddfb9340d0bfb9aa72f7214be78febb9deb80307038d,banklessdao,0.0,0.0,202.0,218.0,2021-04-28 06:15:50+00:00,4054.0,815.0,0.0,https://vote.optimism.io/retropgf/3/application/0xefe128594155a47fd209ddfb9340d0bfb9aa72f7214be78febb9deb80307038d,https://opensource.observer/project/banklessdao
0x3b9c2afa15af7f244fba23d13de2ffbd6d87968031ec84c54c28e1716a4dd12b,baseddotfarm,0.0,0.0,0.0,1.0,2023-08-29 02:14:10+00:00,17.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0x3b9c2afa15af7f244fba23d13de2ffbd6d87968031ec84c54c28e1716a4dd12b,https://opensource.observer/project/baseddotfarm
0x4601875bbac07e7fad0b07b6ecd28b48e197e67fbc29c3e713a517391c8251a3,basepunkorg,0.0,0.0,0.0,0.0,2023-09-30 10:01:33+00:00,58.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0x4601875bbac07e7fad0b07b6ecd28b48e197e67fbc29c3e713a517391c8251a3,https://opensource.observer/project/basepunkorg
0x5631d1a39a213f05428554e7534ab6a6ff7dc4619bea744488de86f7417be417,beacon-chain,0.0,0.0,905.0,511.0,2019-11-25 12:20:26+00:00,4942.0,2103.0,0.0,https://vote.optimism.io/retropgf/3/application/0x5631d1a39a213f05428554e7534ab6a6ff7dc4619bea744488de86f7417be417,https://opensource.observer/project/beacon-chain
0xf33fd3c7e55f99377ad8a1f04b48f400e612432616b2e18f28d964e61e789b7f,beepopula,0.0,0.0,0.0,0.0,2022-04-08 09:36:05+00:00,216.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0xf33fd3c7e55f99377ad8a1f04b48f400e612432616b2e18f28d964e61e789b7f,https://opensource.observer/project/beepopula
0xf359066ecd3ee909f58f6190a5e3c7dcad287d6408faecdcac58d5fbb3c88166,blobscan,0.0,0.0,25.0,11.0,2022-10-08 22:00:35+00:00,792.0,114.0,0.0,https://vote.optimism.io/retropgf/3/application/0xf359066ecd3ee909f58f6190a5e3c7dcad287d6408faecdcac58d5fbb3c88166,https://opensource.observer/project/blobscan
0x0a4693ad2d614884e6bd3d371e4463c0e54dc7176a26be6d325b6d29ee57e1e9,blockhead-darryl-yeo,0.0,0.0,0.0,42.0,2020-10-06 22:00:26+00:00,2435.0,1.0,0.0,https://vote.optimism.io/retropgf/3/application/0x0a4693ad2d614884e6bd3d371e4463c0e54dc7176a26be6d325b6d29ee57e1e9,https://opensource.observer/project/blockhead-darryl-yeo
0xbdf3e582179cedbd19e3c14d94e1936b5855653242054c3c4170d0b340700f4d,blocknative,0.0,0.0,1020.0,568.0,2018-07-02 19:24:03+00:00,5242.0,2312.0,0.0,https://vote.optimism.io/retropgf/3/application/0xbdf3e582179cedbd19e3c14d94e1936b5855653242054c3c4170d0b340700f4d,https://opensource.observer/project/blocknative
0x42166c1cef33baca07a958fca9ee498163134a6a6bc54fb0e676410cf588dc96,blockscout,0.0,0.0,2995.0,2107.0,2018-01-16 21:56:19+00:00,20179.0,5247.0,0.0,https://vote.optimism.io/retropgf/3/application/0x42166c1cef33baca07a958fca9ee498163134a6a6bc54fb0e676410cf588dc96,https://opensource.observer/project/blockscout
0xc58cb06f158be715a79979b82c17da1958629a4dfae313d1b123af405afdc615,bloomnetwork,0.0,0.0,0.0,0.0,2023-04-19 12:15:09+00:00,12.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0xc58cb06f158be715a79979b82c17da1958629a4dfae313d1b123af405afdc615,https://opensource.observer/project/bloomnetwork
0xa16c4dc88f363dfb26d0ededc0ad2cf018de28216e0184b996de50751877c244,blst-supranational,0.0,0.0,390.0,137.0,2020-06-22 15:31:22+00:00,993.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0xa16c4dc88f363dfb26d0ededc0ad2cf018de28216e0184b996de50751877c244,https://opensource.observer/project/blst-supranational
0x5b595cd2a5a5b2c8ff06b029bc7d31dc5299f91266820fe21092ed62f70c5401,boardroom-inc,0.0,0.0,0.0,0.0,2018-09-14 21:27:37+00:00,4178.0,631.0,0.0,https://vote.optimism.io/retropgf/3/application/0x5b595cd2a5a5b2c8ff06b029bc7d31dc5299f91266820fe21092ed62f70c5401,https://opensource.observer/project/boardroom-inc
0xcef5619c73158a1b4dd128f918bad2bd2c8c5f6701bb6d2834e92289a9b5f145,bonding-curves,0.0,0.0,0.0,0.0,2023-04-01 01:15:15+00:00,47.0,1.0,0.0,https://vote.optimism.io/retropgf/3/application/0xcef5619c73158a1b4dd128f918bad2bd2c8c5f6701bb6d2834e92289a9b5f145,https://opensource.observer/project/bonding-curves
0x9c2c5bfbe81568dc2ffb1106304f3b8cfb0ec4c77634a97c413c28c0f99fb66a,bootnodedev,0.0,0.0,0.0,0.0,2021-07-01 12:32:05+00:00,217.0,46.0,0.0,https://vote.optimism.io/retropgf/3/application/0x9c2c5bfbe81568dc2ffb1106304f3b8cfb0ec4c77634a97c413c28c0f99fb66a,https://opensource.observer/project/bootnodedev
0x62b8c0895d6654e29f76021c1cabd87c59f4fe65f740b86368eda5649b697d4a,brightid,0.0,0.0,286.0,5.0,2017-09-13 17:00:15+00:00,7776.0,764.0,0.0,https://vote.optimism.io/retropgf/3/application/0x62b8c0895d6654e29f76021c1cabd87c59f4fe65f740b86368eda5649b697d4a,https://opensource.observer/project/brightid
0x8e8fab198e1f1e986b4d0c24992f1a57d42722a835c8afd80c5150184727b433,buidlguidl,0.0,0.0,11086.0,8176.0,2018-08-14 00:15:15+00:00,5188.0,740.0,0.0,https://vote.optimism.io/retropgf/3/application/0x8e8fab198e1f1e986b4d0c24992f1a57d42722a835c8afd80c5150184727b433,https://opensource.observer/project/buidlguidl
0x5bd225596fa0ad55da292ea718fcf4b5e5d1e20f354b19f90f87b5765d77a784,bunnyai-justindomingue,0.0,0.0,0.0,0.0,2023-09-23 13:30:51+00:00,128.0,7.0,0.0,https://vote.optimism.io/retropgf/3/application/0x5bd225596fa0ad55da292ea718fcf4b5e5d1e20f354b19f90f87b5765d77a784,https://opensource.observer/project/bunnyai-justindomingue
0x3c5bf96d1ae3c4e995b0892b515cb837d877a11f6f63878bded9b5020598fd3f,bwarelabs,0.0,0.0,4.0,0.0,2021-04-21 16:22:22+00:00,192.0,25.0,0.0,https://vote.optimism.io/retropgf/3/application/0x3c5bf96d1ae3c4e995b0892b515cb837d877a11f6f63878bded9b5020598fd3f,https://opensource.observer/project/bwarelabs
0x973dd17bfead72018dfe2cc33042db418c82f518229b3ca32a0798ef13d393f5,candide-labs,0.0,0.0,34.0,44.0,2020-03-12 04:33:01+00:00,1071.0,171.0,0.0,https://vote.optimism.io/retropgf/3/application/0x973dd17bfead72018dfe2cc33042db418c82f518229b3ca32a0798ef13d393f5,https://opensource.observer/project/candide-labs
0xebfde003ee2e4a52eb4a22d74759fdff01dfea6712dce0df1212dfa95341819c,cannon-rs-badboilabs,0.0,0.0,34.0,0.0,2022-10-20 19:02:34+00:00,29.0,11.0,0.0,https://vote.optimism.io/retropgf/3/application/0xebfde003ee2e4a52eb4a22d74759fdff01dfea6712dce0df1212dfa95341819c,https://opensource.observer/project/cannon-rs-badboilabs
0x1402768b4e6481137978e3ecd853cb0e7eefff51f2b8838c382b5d4907931224,chainlist-defillama,0.0,0.0,1785.0,1165.0,2021-03-04 09:39:43+00:00,943.0,390.0,0.0,https://vote.optimism.io/retropgf/3/application/0x1402768b4e6481137978e3ecd853cb0e7eefff51f2b8838c382b5d4907931224,https://opensource.observer/project/chainlist-defillama
0xf9160cc40a4a58bbbf08c93df3fd2050b48a9fe7b7b2ce24325b6a30c265afc9,chainpatrol,0.0,0.0,2.0,0.0,2023-01-09 17:20:27+00:00,143.0,35.0,0.0,https://vote.optimism.io/retropgf/3/application/0xf9160cc40a4a58bbbf08c93df3fd2050b48a9fe7b7b2ce24325b6a30c265afc9,https://opensource.observer/project/chainpatrol
0xcf8372d0b54e8be15ce395fc88a86542ec53d12970a7fdfa6cdf13fea536b38a,charmverse,0.0,0.0,35.0,0.0,2022-01-05 03:26:54+00:00,3369.0,2882.0,0.0,https://vote.optimism.io/retropgf/3/application/0xcf8372d0b54e8be15ce395fc88a86542ec53d12970a7fdfa6cdf13fea536b38a,https://opensource.observer/project/charmverse
0x71e4915fe3b20feeb949e572cfa4204ab8e0a62ae385a0cbb8474071fb86eb80,chronicleprotocol,0.0,0.0,112.0,49.0,2021-10-05 14:53:04+00:00,1362.0,622.0,0.0,https://vote.optimism.io/retropgf/3/application/0x71e4915fe3b20feeb949e572cfa4204ab8e0a62ae385a0cbb8474071fb86eb80,https://opensource.observer/project/chronicleprotocol
0x33fda246eee3e56ffd2ae97a87574bdd1278439dde91e33a235368913d6da48a,cliqueofficial,1.0,739871423826.0,7.0,1.0,2022-11-16 14:43:28+00:00,340.0,34.0,0.0,https://vote.optimism.io/retropgf/3/application/0x33fda246eee3e56ffd2ae97a87574bdd1278439dde91e33a235368913d6da48a,https://opensource.observer/project/cliqueofficial
0xc41ab9383d84993cbf54be96513d0acc942b7300a585c4ce9b896621dc3e4aaf,coinpassport,0.0,0.0,0.0,0.0,2022-05-08 15:18:13+00:00,35.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0xc41ab9383d84993cbf54be96513d0acc942b7300a585c4ce9b896621dc3e4aaf,https://opensource.observer/project/coinpassport
0x819c3c9958e7c056a21ee4ab1138f8d0efa1e1f826105a045b42585ee6bc86e5,commons-stack,0.0,0.0,0.0,0.0,2019-03-15 12:54:45+00:00,3137.0,186.0,0.0,https://vote.optimism.io/retropgf/3/application/0x819c3c9958e7c056a21ee4ab1138f8d0efa1e1f826105a045b42585ee6bc86e5,https://opensource.observer/project/commons-stack
0x9e5ea1680af47702c711090ece55c5ce8a73d1122196274c4ffcdd60a2004972,commonsbuild,0.0,0.0,70.0,61.0,2020-10-21 09:47:23+00:00,2274.0,383.0,0.0,https://vote.optimism.io/retropgf/3/application/0x9e5ea1680af47702c711090ece55c5ce8a73d1122196274c4ffcdd60a2004972,https://opensource.observer/project/commonsbuild
0xe7451003b496fb6694bd47079be050f224a0944cc5fd73c2fa1064fc9be49f9c,concrete-geth-therealbytes,0.0,0.0,33.0,0.0,2016-10-18 10:16:36+00:00,7922.0,26.0,0.0,https://vote.optimism.io/retropgf/3/application/0xe7451003b496fb6694bd47079be050f224a0944cc5fd73c2fa1064fc9be49f9c,https://opensource.observer/project/concrete-geth-therealbytes
0x67d88ee0aa76c9b8048f2d67ab388c223e01fd9b860906a9648f159bdf4d89e7,coordinape,46749.0,4.395776055072701e+17,0.0,57.0,2021-02-18 02:00:11+00:00,3823.0,1652.0,0.0,https://vote.optimism.io/retropgf/3/application/0x67d88ee0aa76c9b8048f2d67ab388c223e01fd9b860906a9648f159bdf4d89e7,https://opensource.observer/project/coordinape
0x5f8df8b9433d455d6ddd42a1cbb9c3d659f4f982ee772722be1365a7916fbd31,copin-protocol,0.0,0.0,0.0,0.0,2023-09-27 10:49:04+00:00,80.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0x5f8df8b9433d455d6ddd42a1cbb9c3d659f4f982ee772722be1365a7916fbd31,https://opensource.observer/project/copin-protocol
0xc44bfd0bcabb3729f178bac563375f486dcef9fce779d2848d979d06b3a9b5ad,copper-protocol,0.0,0.0,0.0,0.0,2022-06-28 12:25:07+00:00,116.0,3.0,0.0,https://vote.optimism.io/retropgf/3/application/0xc44bfd0bcabb3729f178bac563375f486dcef9fce779d2848d979d06b3a9b5ad,https://opensource.observer/project/copper-protocol
0x90a0df94274a3baadba6bad013350182cf13c31242fc318e25ff8e2ca84ae2a9,covalenthq,0.0,0.0,47.0,5.0,2019-09-16 22:37:45+00:00,2539.0,588.0,0.0,https://vote.optimism.io/retropgf/3/application/0x90a0df94274a3baadba6bad013350182cf13c31242fc318e25ff8e2ca84ae2a9,https://opensource.observer/project/covalenthq
0x38de5b52001192fa8a86a7404b1cf6bb3566c5703dbde9cde0d36ef7c405e95c,crate-crypto,0.0,0.0,40.0,32.0,2019-07-15 12:53:34+00:00,1636.0,141.0,0.0,https://vote.optimism.io/retropgf/3/application/0x38de5b52001192fa8a86a7404b1cf6bb3566c5703dbde9cde0d36ef7c405e95c,https://opensource.observer/project/crate-crypto
0x65fc350b5c476f3638d7a6853c4fee99dba8b7965e856bb8d2709eca0a7f1281,crowdmuse,0.0,0.0,0.0,0.0,2023-06-16 11:41:10+00:00,11.0,4.0,0.0,https://vote.optimism.io/retropgf/3/application/0x65fc350b5c476f3638d7a6853c4fee99dba8b7965e856bb8d2709eca0a7f1281,https://opensource.observer/project/crowdmuse
0xd4125ec1c05bcc71b24dd03b518681a9b5aef8ff46cfcabb951374bfae6ca855,crustio,0.0,0.0,524.0,40.0,2019-11-13 03:33:16+00:00,3044.0,1647.0,0.0,https://vote.optimism.io/retropgf/3/application/0xd4125ec1c05bcc71b24dd03b518681a9b5aef8ff46cfcabb951374bfae6ca855,https://opensource.observer/project/crustio
0xfa8c195e19637a2d91f11c44d5b5c7c6397a06783864c1a6769285713f325708,cryo-paradigmxyz,0.0,0.0,717.0,43.0,2023-06-18 16:31:13+00:00,317.0,42.0,0.0,https://vote.optimism.io/retropgf/3/application/0xfa8c195e19637a2d91f11c44d5b5c7c6397a06783864c1a6769285713f325708,https://opensource.observer/project/cryo-paradigmxyz
0xab83d229faac28758e30acbbbcec653ce3dcc6f98b4b62ce20ee5e963e5ba606,crypto-stats,0.0,0.0,22.0,7.0,2021-07-01 22:32:36+00:00,1228.0,48.0,0.0,https://vote.optimism.io/retropgf/3/application/0xab83d229faac28758e30acbbbcec653ce3dcc6f98b4b62ce20ee5e963e5ba606,https://opensource.observer/project/crypto-stats
0xa4593794fec99c360105db59a4a337a2ce652f6259448462b75db63de702ba8f,cryptozombieshq,0.0,0.0,3241.0,1591.0,2017-12-07 03:47:45+00:00,1435.0,477.0,0.0,https://vote.optimism.io/retropgf/3/application/0xa4593794fec99c360105db59a4a337a2ce652f6259448462b75db63de702ba8f,https://opensource.observer/project/cryptozombieshq
0x90dec3f7f6a32d24f8f6efbeaf449851331630abb0df56eeb39a6499a5572331,curvegrid-multibaas,0.0,0.0,53.0,3.0,2014-01-25 11:29:33+00:00,2190.0,112.0,0.0,https://vote.optimism.io/retropgf/3/application/0x90dec3f7f6a32d24f8f6efbeaf449851331630abb0df56eeb39a6499a5572331,https://opensource.observer/project/curvegrid-multibaas
0x6752ee31f5e09caedd68da815fc684456bca90ffa4336fd021180f91ef5ac85a,daimo-eth,0.0,0.0,144.0,8.0,2023-02-27 00:15:04+00:00,426.0,234.0,0.0,https://vote.optimism.io/retropgf/3/application/0x6752ee31f5e09caedd68da815fc684456bca90ffa4336fd021180f91ef5ac85a,https://opensource.observer/project/daimo-eth
0x4aa2191cde4ef94ed2bab5b0964b9fb219e7b306563ed809a7ec6aa3191e0618,dapp-learning-dao,32.0,307718114219104.0,4228.0,1119.0,2021-04-16 02:14:15+00:00,4318.0,964.0,0.0,https://vote.optimism.io/retropgf/3/application/0x4aa2191cde4ef94ed2bab5b0964b9fb219e7b306563ed809a7ec6aa3191e0618,https://opensource.observer/project/dapp-learning-dao
0xa40dacdab40414358d55dc8d2a7352f2fa3b181a8f6a46fa5ba230084ce1cc2f,dappnode,0.0,0.0,602.0,202.0,2015-12-14 20:09:04+00:00,20746.0,4927.0,0.0,https://vote.optimism.io/retropgf/3/application/0xa40dacdab40414358d55dc8d2a7352f2fa3b181a8f6a46fa5ba230084ce1cc2f,https://opensource.observer/project/dappnode
0x1ca89428d9e392a3b1baa84bfb6d6a06b284b20cdfceca1b3c739bf088860a9e,dappradar,0.0,0.0,0.0,21.0,2023-01-01 10:31:00+00:00,884.0,307.0,0.0,https://vote.optimism.io/retropgf/3/application/0x1ca89428d9e392a3b1baa84bfb6d6a06b284b20cdfceca1b3c739bf088860a9e,https://opensource.observer/project/dappradar
0x414f74b8f9da96b3f0c0abbb870ea2928dcdbc454319129df7151f43467aa5e7,dasylang,0.0,0.0,2.0,0.0,2022-09-07 21:30:33+00:00,8.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0x414f74b8f9da96b3f0c0abbb870ea2928dcdbc454319129df7151f43467aa5e7,https://opensource.observer/project/dasylang
0x8a7f7c5ab681ab20b64530c7b28f268f63caa9154fca76ba128e20ea5503c16a,decent,49.0,156226167320850.0,0.0,0.0,2021-05-13 12:41:37+00:00,938.0,48.0,0.0,https://vote.optimism.io/retropgf/3/application/0x8a7f7c5ab681ab20b64530c7b28f268f63caa9154fca76ba128e20ea5503c16a,https://opensource.observer/project/decent
0x5720f540f36e2884b5346bd8755aba69c9c87ee7cd626647d1a74f086aded3cb,decentragora,0.0,0.0,0.0,0.0,2021-07-20 17:02:57+00:00,190.0,2.0,0.0,https://vote.optimism.io/retropgf/3/application/0x5720f540f36e2884b5346bd8755aba69c9c87ee7cd626647d1a74f086aded3cb,https://opensource.observer/project/decentragora
0x04227ff23823ec09a03a531c924e8bdf5a6d486f3e0e3006b2fbb1a8de58f0d1,defi-africa-network,0.0,0.0,0.0,0.0,2023-10-20 11:43:30+00:00,16.0,0.0,0.0,https://vote.optimism.io/retropgf/3/application/0x04227ff23823ec09a03a531c924e8bdf5a6d486f3e0e3006b2fbb1a8de58f0d1,https://opensource.observer/project/defi-africa-network
0xb44c91175a2df6dae1d59c1cecf9601abe0e8512a68ad14a2b723257d488e0f4,defi-llama,73411.0,2.3902558501684192e+17,1485.0,6288.0,2020-11-14 00:42:10+00:00,55369.0,15788.0,0.0,https://vote.optimism.io/retropgf/3/application/0xb44c91175a2df6dae1d59c1cecf9601abe0e8512a68ad14a2b723257d488e0f4,https://opensource.observer/project/defi-llama
0xec3f9d8ca269e264d0b8b3516c2a71d34cc145b78150b3d4afe207b6aef0efce,defi-wonderland,0.0,0.0,140.0,23.0,2021-06-15 14:59:52+00:00,356.0,177.0,0.0,https://vote.optimism.io/retropgf/3/application/0xec3f9d8ca269e264d0b8b3516c2a71d34cc145b78150b3d4afe207b6aef0efce,https://opensource.observer/project/defi-wonderland
