Project ID,Project Name,Score,Full-time developer months (cumulative),New GitHub contributors (last 6 months),Fork count (most forked repo owned by the project),Star count (from developers in the OP community only),"NPM downloads (last 6 months, all packages)",L2 sequencer fees (OP ETH),Transactions (on OP Mainnet),High value users (on OP Mainnet)
0xa9c293993eca8f9b128c0a5d1eb821b5680b8fa736cd8bec4d8058ee3707821b,ODTU Blockchain,,,,,,,,,
0xa947864f205748da24b0941e7225ec73a08b80f8791c682cadfb6f327e7d275d,Onboard en Perú Optimistas e Indexer ,,,,,,,,,
0x0f58770e28eee769f12903e9f1a7bb057fbe07869e5f026d30e1d06458a55105,Onchain Media Enthusiast,,,,,,,,,
0x10afb8ffbeca9342d21e4bf30fc5ee6180de4c2e044cc8cd106ce0eb8fc7cfc7,Onchain Postcard,,,,,,,,,
0x7b855bce8c0fbab5e05de3891f1cdf733af9f00e06b8fc7c7742bb4fb93774d4,Onchain Reads,,0.0,2.0,,1.0,,,,
0x1215eeadfd5b7c57a9ce545fcdf5128c91678f102e898260b4c7011fd77c6a7d,OP Friday Twitter Thread Translation Contest,,,,,,,,,
0xebfc1df338555d25cbe27bce4896c16c761e90e879be669fe8a6910c9f60dc6d,OP Governance Analytics Dashboard,,,,,,,,,
0x356900a8a5aa893d522dfcd67cc89f6472f8793ea8cf41088b47833ff1c16b5f,OP Reth,3.75,64.0,247.0,523.0,274.0,,,,
0x074bd7082cde0d054a4d0402d63e6da0c02630dd39f552ec72c83d9614ec2a03,OP Security Council Rehearsal Beta Testers,,,,,,,,,
0x85e3c3687d30b02d1f9f1f4ad21d3ddfdc9bec86ba36773f978ef792d7382e68,OPChainList,,,,,,,,,
0xdef7aef5aedfb4fe622c6a145659d6c1a7a9dfdb57e53c9a9dc93adf6f05f0d3,OpenOcean,0.5,2.0,3.0,18.0,10.0,,0.4066898228478172,47551.0,2543.0
0x912e6971c43c3a46dbb82d1358af205530663ef01c2fb0691d843a9f72293689,OpenZeppelin Contracts,6.5,454.0,198.0,11675.0,2336.0,17810227.0,,,
0x1b434e0cbcc1f7f55673f468fb0f179a553502407ef975f8bf431996b4afcaae,Opti.domains | Connecting Web2&3 with ENS + Attestation,,37.0,1.0,,27.0,,,,
0x4002ff01746bfe821acbcdc98c3d97d58673998dc655471186dc13f27e2d84ab,OptiChads,,,,,,,,,
0x0121ef4e9b7106ceaccdbb3196e12b5767386ae7647642ef791f88e233fa1528,Optiland Quests,,,,,,,,,
0xaeae1f24e9c99641e8670196d5bd50e3d19d2eb13f527cc7a8c7ee9e9fc87d33,Optimism AI,,,1.0,,1.0,,,,
0x24b3600b0d049e7bdaee893d3988bdc4b04ebb0819c2c44f693093637d96f111,Optimism Ambassadors,,,,,,,,,
0x0d494df8a9fd661b3eac0d17be9cb49c90ca4c94d8b6551d82df74b74907ef4f,Optimism Community Governance Calls (Michael),,0.0,2.0,,2.0,,,,
0x798b48bee9f259cdee46a8f917b3d27aadc31c2c3fcf0d4688db8d139b48f863,Optimism Español,,,,,,,,,
0x935d545be3e3255d6b0c2048c49e26544114cb1c26809a0a10a1a79236c92172,Optimism Grant Analytics: Grant3,,,,,,,,,
0xd7b6b4e476d072c936089b773ee57c8118d2d5011c7c70cb64a46007c1b20529,Optimism Grants Changelog,,,,,,,,,
0x03b5b6ffac48925d3a94db18da9e93520c5faab92154362aaab8cb37b0eae8f2,Optimism Grants Council Season 4,,,,,,,,,
0xa5a843f8a51aac49eacd6f5a69a68235e273a101da9916a73f2c5373ab827496,Optimism Guide,,,,,,,,,
0x2436f1b74b54ca65793596f47abf27a6f333057f0d76d0c4224723e5a93832a8,Optimism Prices Contracts,,0.0,,3.0,2.0,,,,
0xc591d19f15acefac79bddeb5e9d79e7425558c53fc87a5b3425cd1febacc8141,Optimism Resource Center,,1.0,1.0,,1.0,,,,
0x667dd1b67a216d3e7a0499dbdb6728837677cb8787a002dfd093708dc705584a,Optimism Translators,,,,,,,,,
0x67fb1aa6cf2fb9f3c2c63d9fed2b335c5e2f16241d3bb8b3070809bec87a42c4,Optimism Türkiye,,,,,,,,,
0xfb0a12ec6c8fbfc68bd70d0a5c76fc285ff849fc7f4347674ceee82afe123608,Optimism University,,,,,,,,,
0xd763a0e8d4f5aadc247f8ba9495c4f6f1edd71f1436691e31bf3b822ee2da908,Optimism Vision Reservoir,,,,,,,,,
0xfeece77fd33f7851d672917565bcf1f8f5ecdde44f5497c45c8729d2386764e0,Optimism_CIS,,,,,,,,,
0x8e62c9b3dcb09648c017fd3322d1ad7e5a8a1e9efc9cc38b5b3a432fa4a8db54,OptimismArabia,,,,,,,,,
0x21a961b132e3305cd199a7d70872c61961cbd5c65b30a318d1402e469d1eeef0,OptimismCIS,,,,,,,,,
0x2048682adffcfd98f2b36de8721e68269dca7d4e7b1d73002c3f2fb2566e5c90,OptimismGuru,,,,,,,,,
0xd02c9ba1056cbd0d5098b5bfd02d0de524716e24744b668b2c3006dea747a057,Optimistic Academy,,,,,,,,,
0xfd664805607a6c8e26bed11d372f794ac465462bc171a4b6992b84143876cc3a,Optimystics,,,,,,,,,
0xd283248f9b998c566b07a1868dc87d7bed5f702f68ec23d9dd540ee359be70f2,OptiNames | ENS on Optimism 🔴,0.25,1.0,,4.0,5.0,,0.987174807800433,26317.0,454.0
0xd440298214a506f4b23470fc38c664f016b6c801924a2bec2a85f8df5713d1f2,OpTracker,,,,,,,,,
0x4c9226d7a48438ede6eecf93bd511d547a85bf5e4e846a0733e2c1d7214fd48e,Ospace Project,,,,,,,,,
0x5c84f2c69cd6044c8a9275924a2c4040acbc8e31572260526d9b0bd028eabf04,Otterscan,1.25,42.0,7.0,141.0,369.0,,,,
0x17d67fb01bea7fd8bed50b5d05f595560115e40bc6c9088d4253fe25dff0c12a,OurNetwork,,,,,,,,,
0x118a000851cf4c736497bab89993418517ac7cd9c8ede074aff408a8e0f84060,P256Verifier,,7.0,9.0,9.0,52.0,,,,
0x43a3dfdedf7dc7ba761c2c6c39f1ff92749ec592bdaa818dd15faf42f53d0401,Paco Bytes,1.5,102.0,20.0,,650.0,,,,
0xefa8ac63c7c8ba12ad5e43575ea25cd2d60fc44d38f6c83aea47ca6a7a05662d,Pairwise,,6.0,10.0,,5.0,,,,
0x89f8a3ae09553252f125cb6adaf4a0f1bd75f0d46239ab0e6c659223cf24fb50,Parsec Finance,,,,,,,,,
0xba60fee29d573acf227ffb4dd7bc8f44371cf226b37ce28efe413a082f23e53b,Patrick Workman,1.75,245.0,30.0,222.0,175.0,,0.002516553867143,417.0,21.0
0xfcd835dcd49c065f771ddd79ee1a37a908645121a0a59c51738507d6c89ae06c,PatrickAlphaC,2.0,3.0,50.0,361.0,36.0,,,,
0xc9cf6f0c8f011f5935524d823da0ae4b50447ce084165692b931ef131c28403b,Paul Burg,,,,,,,,,
0xb0bf2edc069ec73134f4ec6b77963c21ac1c7197253d7be701ef936266ad63e2,Perelyn,,,,,,,,,
0x5b70a0c9b8c7f9ae678eb13b261801084fffc2b2bf2a27f73c93e2a9ac8cbd83,Peter Priew Sommon,,,,,,,,,
0xe7f9ad888086ccc95ea11472ae068c93a22e9cb9dc14162c1987adf67995a8f0,Pheasant Network,,0.0,1.0,6.0,1.0,,0.0130291488310471,1414.0,38.0
0x7e980b829cf896bc976e773dd743294a767ab097af1185a270ebb9e8f5899b9b,Picodes,,,,,,,,,
0xe78996e8e5f0d8ee8e9a80ff48639a723ebac7c7e71cb925649cafb69e8aa0af,Pidgin Parlour,,,,,,,,,
0xc613e2a991ce0dbcf8fae1d6128e67543da9710e14831112fba654cc8fe8c389,Pin Save - decentralized Pinterest,,33.0,,12.0,3.0,,8.8979581397538e-05,1.0,
0x715a13d6d425db499f4b493b302f02f738fe93b2c32e09ab7ca35d4392e2471a,Pocket Network,1.25,228.0,16.0,56.0,106.0,,,,
0xd61045d17bdd1312b455d49bcaf58eab5f8eca9825d145aabc848507cd692d82,Pods,,,,,,,,,
0xf94999236a584b5f3001843160a771f693ba9afbb542af94fc5ca520bfcd4686,Polynomial Bytes,,,,,,,,,
0x639313c5da7056c1827ea1609066c4746bf74d886936551b77a13f63406d3889,polynya,,,,,,,,,
0x134cdf191a5a805f5069b74bff91a1e2f641053908d50ab9c2531de6baf03de1,Ponder,,1.0,,,1.0,,,,
0x938958cbd40bff58453dad061a22b9ee0e525767622cc363bdd69af8f9b2d9c7,PR0,,7.0,,8.0,4.0,,0.0002682180366552,17.0,
0xf73e389c8467cd1dbf9afe32eb596e2b2d176272a3819fccfca22ec4bc978725,Praise,0.25,75.0,5.0,16.0,29.0,,,,
0x5493ad25a21ade46d776ee122fa64cb3a396fd32d014b919fde940c73cc75fdf,prego,,,,,,,,,
0xa1ba547a93ddb2d5273ad0960f42b4c2d1a1dd92fe945b019787a937c5e9c705,Prettier Solidity,0.5,19.0,8.0,74.0,187.0,2152225.0,,,
0x7f6cff783ec90dfbb875801ddcca2830a063ce8af7c0cd1debfea5d660b096df,Private Retrieval Fund,,,,,,,,,
0x12b66aca65986c1db036dffc4e1e8e68b8245164d79cdfce832a12b8671a5d88,ProMint,,,,,,,,,
0x8e286bc38bb979df225229c751673d577edf1d2277e28dcdbc61246ae82dd2cb,Proof of Integrity,,,,,,,,,
0xb5b8a7a121a175d70136e0509cdb1ad0fd66b30dc10c955a5717cecc9e8b1961,Proofivy,,,,,,,,,
0x49fdb9c842a1295fd27af6adfca0941414c3b7f6e69aa056bb9418a9a629c2eb,Protofire Blockchain Learning Path,2.25,17.0,24.0,511.0,255.0,,,,
0x772cd778c83db4986af453df66bd3d6f93348ec07cf134385dccef9ecb2e5780,Public Assembly ,,43.0,5.0,6.0,27.0,,,,
0x79fc11f76eb95d878142bf547b993f5850e2fec2408457ae7d3a68d0a755fabb,Public Goods Grant Management,,,,,,,,,
0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS,1.25,144.0,7.0,81.0,95.0,,5.5334615811895024e-05,74.0,2.0
0xde31ec6552239160f9a6e7297ab01f4bdf4c176a7230bf06ac282e2e46add674,Public Nouns,,,,,,,,,
0xfccc7c07d594efcee70f43a21fef3d041ccb420014f8415122c54e74c47dbe16,PWN DAO,,30.0,9.0,6.0,15.0,,,,
0xfeba07d541bf93651d4278ab2fb91f89b147e6c5d743ea29fe797958997644cf,Pyth Network,2.5,578.0,17.0,65.0,535.0,,0.004360991747456,969.0,1.0
0xd07ed285925f927fef7e65c2ab60ca781d5697707e3de58becdd3f29091e5278,QuantumFair,,,,,,,,,
0xc6cbf9c5e892a9fdbdf109e6bfab5af0c1b584bcd2d6c40d677549942c315df5,r72.fi,,,,,,,,,
0x4f382f942845103eace9ad3e46a817e5e95a1676974c58358c7c84d540fdd951,RabbitHole,3.0,20.0,14.0,16.0,26.0,,10.298165890820712,2300753.0,22603.0
0xa10952029e2cea8e74682ea75ae2214e1a5ab43f4130f36a387aa1e772f35fa3,RADAR,,17.0,6.0,3.0,9.0,,,,
0x257a1cd3636dacb61acfaf682f07d3753453246858145ba32c5de11284bd9c5a,RadicalxChange Foundation,,35.0,1.0,12.0,48.0,,,,
0xf48c8f1be7eecbf735c46a7d49cea0a493de50bfac64b4e1da5082a2e73bf24a,raho & tnorm,,,,,,,,,
0x1d31165ae1b07462d311c0be2fa7cd90bf6fcdf1bf86756a633598c3e9e5199b,Raiden,,,,,,,,,
0xb1af1a67d6a94f233303d850c607aa1e26365237ab1376864a81d636ec0ebe0a,Rainbow Wallet,,,,,,,0.0525530055163316,21618.0,281.0
0xe9140c31f3a448f0f52124b3f9782f7947d698a686ceb20f77f60366670f3f8e,RainbowKit,4.75,245.0,203.0,537.0,648.0,1793446.0,,,
0x7424d0334feb519ea48f66153ce6b3f7dfd156f2dd861c23e4c5f308c95aef41,Rainie,,,,,,,,,
0xaa3b9caf85727a484ac82d25594adc78d68fef1291de82be680bf00436164741,Randomness Ceremony,,10.0,1.0,10.0,8.0,,0.0054646221555351,508.0,
0x72c4197430710848de6ad973ca7fe8a7e680174298608189a399222bc195b662,RareSkills Book of Zero Knowledge Proofs,,,,,,,,,
0x820f5efe1a5260622d32a660a46019384db52b2c3a57756b87af53f985950e8d,Redacted Research,,,,,,,,,
0x3440915b7799f4dfb1577267a90d0d24336ce3b8cd2c900c80af3a39a92ec52d,ReFi Medellín,,,,,,,,,
0x65eb997409c4507e265482ba4c355fa87a936d326a45bacc0b3f815477dff588,Refi Phangan,,,,,,,,,
0xa3a9f7442c1e971a696a7f70f7eea524eff2a8685d279b143506a8f3cca22924,RegenScore,,16.0,7.0,1.0,12.0,,,,
0x36971f3eca782399ac07ca77c8e49d66e066eece8fe10fdbc121a3176db59c46,Remix CC,,16.0,2.0,6.0,21.0,,,,
0xfc31f53ebad145efbb22244d8bb6a7a34b226353b89675f46d04ed0089dd931b,Remix Project,4.0,259.0,83.0,858.0,314.0,,0.0019208051777693,239.0,1.0
0x2c3cb1cda92a66effc9c010c9d29774c4b549e1617dcaa4823068e7053513ffb,Reno,,,,,,,,,
0x0c8b2527c29dee98b481017068e914279edf1a67c32f8670474b8bc376acd2b6,Republik Rupiah,,,,,,,,,
0xc666c3ec5d303fd37605cfed32f7233e734a307c495893c11f63749dc73e49d9,Retrolist | RetroPGF Rubric-based List Creation UI,,,,,,,,,
0xb77dba2c57ae730d73a32f05ed1e4e606d7028084345c5bc295f12d5048c5fc8,RetroPGF Community,,,,,,,,,
0xb8ab3791f36218d548c3356ec308d82d1d4479a1c93552d39c40962ad74b898c,RetroPGF Hub,,4.0,6.0,4.0,5.0,,,,
0x0dbc478d1c0eec7962e5dcc3de89f17eaeb2d7053c4edc0d293f1eaa53bb0265,Revelo Intel,,,,,,,,,
0x653d55ee03bdd6efb8c8cf7434f6c98fd3741bb5dbbc678d021365adfd9dce23,Revert,0.25,10.0,2.0,9.0,11.0,,0.2995854072755832,106185.0,150.0
0x17e2c8ce0820b7ff172084cd69c6c2b4cdbd65e20e8af8a8f2c96b8401fb22c7,revm,1.5,6.0,55.0,263.0,106.0,,,,
0xa0ef6246d5c1dc17417db2b0f2b0b3aa3113f9c6df5920e93ac1e0c639a5bd1e,Revoke.cash,1.5,23.0,77.0,193.0,136.0,,,,
0xc80e8d0f165b8d28ebb3ed0a92450b245dec416c1376659bc1ea5adc0e9777a4,Revolte,,7.0,,,2.0,,,,
0x6ff9260b94544e3a51d026a98f7c3d7a420d32f8ccb169a592a7de913f42be06,rhino.fi,,,,,,,,,
0xbf77dd60670643679c3108d6c26fc5d658aa52fa1d0a50d89f58cb3fc59d10ec,Rodrigo NuñΞz,,,,,,,,,
0x9f375d025498e4a6e457e9bbd517f1c75395fbc521bb3300f85b02ed6cbbe5d1,roll-op,,4.0,10.0,11.0,31.0,,,,
0xfb8c37a789f9b1e6344b85bccb943cc1402b03d99ade45620a6d69923939c911,Rollup Economics Dune Spell,,,,,,,,,
0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes,2.25,151.0,27.0,46.0,247.0,,,,
0x5a18e693d79904be1b43af93354e08bf21c1e6322d29cfd03fd235e27bb6e815,Ronan Sandford,1.75,28.0,38.0,246.0,321.0,1832545.0,,,
0x2995531e6e01e3772d20be68e015d8e9c9c1d88579054fea65ed6e98c47c069c,RoOptimism,,,,,,,,,
0xf307abb7638c184e3836beb422abf8cd36b7fd2bbb4fbd0fdeadf7ab7047a8c8,rotki,4.0,204.0,55.0,462.0,442.0,,,,
0xd34b4064a58bb43e3e537d449351804c9a57dc0a1b262face17a73c367152843,ruslanklinkov,,,,,,,,,
0x1d32f5fd7007ddfb7d205481a2c6897d1c4c7cf2e871a327f9f9e5dd3c8751ef,Ryan Berckmans,,,,,,,,,
0x9e1829323c35d18c3b5366b75922da2d966c39abf4472b29f763cf09e150a09d,Sassal.eth,1.0,1.0,,662.0,31.0,,,,
0x2ce0a71770e02af9a60965fd214e45283cc8adf5328ba54fecc9799b6c5adf6a,satorrr,,,,,,,,,
0x7f2bcd6d20e753b49c12c96eee3304715ecb33bdc6750c572530c90750e47713,Seamless Protocol,,,1.0,,1.0,,,,
0xf3556b88ce615a95656a66b816dccd3aafa786e47905a2bf5f40af726c481ebd,Secureum,,0.0,1.0,13.0,5.0,,,,
0x2bb6fd5bdce9bec41b0ede8c956aeeef777a3ffa14aaf953e3828c245352363e,SEED Latam,,,,,,,,,
0x3192905c60d595504b29dcbea66d0ab0fa07cf37eccd422726a2f87287f720b3,Seedle,,18.0,3.0,14.0,11.0,,,,
0xbac29b5be9a91892eae39f804c408fe66bf8b4772710f35a475eae07d1967a6b,ShapeShift DAO,2.5,458.0,20.0,176.0,246.0,,,,
0x254cf8c61aa5ca4191734ca14ed63e4ae450a166fd3b1e0b9a1b90fde7fe1405, simple-optimism-node (Maintaining my own fork),,,,,,,,,
0x4cd6a82325cb804aaa19bbc8a3900e4cfc7c9e1f8ab014a9e6318488bf6dd35f,simple8720,,,,,,,,,
0x63addd88cadccd8bdb353b81606bc7125714a9742fddd16db19ba48e6840b5e1,Sinjun,,,,,,,,,
0xdc83083060482b77d672b1ce442d426f9c9843bd5f6bd2b994a3bdc70489e3d0,Slither,3.25,86.0,73.0,868.0,782.0,,,,
0x2d93c0eca3a25f1350286a43e12958aef2292c5213adc111db326b40f67098cc,Slugs,,,1.0,,1.0,,0.131764595356842,27924.0,671.0
0x9a3872d9d2a22b3d9e0cd88a7169fbc897a3aea36159e62253be38c06cf97bb2,Small Brain Games,,9.0,12.0,4.0,67.0,,,,
0x2f2c20e60d1f327d708f2e46799a3582623ab0fac770bc1afb2b5e793f86bf83,Smart Onboarding SDK,,9.0,6.0,15.0,21.0,,,,
0xfadf25227cc176c7ede5ca6453f663bf57947c42664768e00de9f71c1a907c41,Snapshot,5.0,247.0,192.0,1990.0,1765.0,,,,
0xef72bca84161d8ba1e471dbe58b8a3fef9cd56e697e885d78c6ec5c77e81b71a,Socket ,3.25,74.0,14.0,9.0,26.0,26821.0,5.473633712740976,1469858.0,16661.0
0xef65b1e277e1c7398bbd8a10c623d53dbbb64474ea68b6484e9ccf5c9c0cc494,Solidity,4.5,161.0,110.0,5528.0,1396.0,,,,
0xf6a4e9d22c8d7ee7fd67c5416493a53c3936a9c7fd4f26132bf29831fe7a0e8f,solidity-analyzer,,2.0,1.0,,32.0,,,,
0xd2e847d0232af51a0c83586ca0241e5326a42e4547ddb16eac2fa7b9887b741e,Solow 🐽,,,,,,,,,
0x655147f840bb857c98d0a6841d40c43a0d1359aa79843c46e8e15b9f8cafd6eb,Sonne Finance ,1.5,0.0,1.0,3.0,4.0,,2.523032042134354,682092.0,3740.0
0x16975e7a89132161310d5fb63766352915c0311044748fa7ee80ea507812edde,sorryvrerror,,,,,,,,,
0x641fe0827e471069d6c0d2aa3a0688393aa20c3c845da252b4c8450cdee29630,Soul Wallet,,35.0,9.0,87.0,76.0,,,,
0x2c95b50db5da51867c96da2c76773472d2aad9a63f473a3e8096e9b4cbf3f29b,Sourcify,3.25,62.0,56.0,344.0,271.0,,,,
0x3a6d7fdd39d0752fc14a0127b0ad5e5700c701ee7f359214121069e899969c58,SpaghettETH,,3.0,1.0,5.0,11.0,,,,
0x7c45354a60d2e984beb565b698bd3c04a0901ca065bc788459023f03c3b1cfa2,Spearbit,0.25,6.0,4.0,37.0,109.0,,,,
0x64c29212540213b6f6e552332edc7fc08bd51680e3a748386b4b4ef0323f62db,Sphinx (formerly ChugSplash),0.25,28.0,2.0,10.0,102.0,2907.0,,,
0x2b4aeb64146ded169a426bde053b3f9e9e925ee740a58149d92812114af83de6,Splits,,33.0,13.0,29.0,81.0,50011.0,0.0033207895275336,854.0,6.0
0xef1f798f5fad0d822ed7fe4fa3df93a48650be45c528b09cc455caff317a9aff,Spring Zhang,,,,,,,,,
0x867da355e07b879b745bbc8ab27dba3b2a3d6fea30c7b30bcaa5d552a089b709,Squirtle0x,,,,,,,,,
0x43fe522287123a1ec1cd4b0ea4f346db3d9ed4cf8ade3f011bfda15cdbc0a80d,Stable.fish,,,,,,,,,
0x6fb1521598b6e2417c6439d4350c577ab1609f2bd9a3cdfdfa1267cfa52789e1,State Channels,1.25,278.0,5.0,19.0,129.0,,,,
0x9ae606d30dc33cdb405ea16e48fd055ba496a088cd4cc7efec488db659a296d2,StreamETH,,21.0,7.0,10.0,28.0,,,,
0x33db1eb9aa4fc4f62089e22d4b167613d9a5d372c16cb1afed2c94dcd12eb9d9,Subli,,,,,,,,,
0x56f592e7b4deb70a3b8c31c0670fcf25aa1122046c229b071f29645d5d4a0062,Summer of Protocols,,,,,,,,,
0x82426eab338a4383b2ab55d94d41ffd46770a1f5f217f0c3fa81fbb5a0964dc4,sunce86,,,,,,,,,
0x30424023f5c627b2db7a76c4ebcce97561e7f7ec66b1a0e7c1c8f06e06a1c62b,Superchain Eco,,,,,,,,,
0x5e11cabdb73600171d8fc02a26c7c2c571d46db0988690efb842ba0ce3b77e99,supernova,,,,,,,,,
0x315ab2dcbb2d8196e6c9a5a5945ca34ca210901a6f71ab103e00b253ccb73158,Superscan,,,,,,,,,
0x9f02d0fb07627df18ee7c9aced74e8f9bfb6ed4801619de380b0cde3e5a7941c,Support NERDs,,,,,,,,,
0x6e41c1f59d6d42d2a6e7e9b246cd8b1081b8c54dc8c7c2112e5d73e48540b0f9,SupraOracles,,,,,,,,,
0xb29e4e3bd4f2b23b05979cc108c1263c98926b4d2747fe0a7c2d7197ebf71d2b,Surreal,,,,,,,,,
0x176d93beb29316e51b21e42cc1d49ef0867b37bda258b06ba410a3043fee7df5,Sushi,5.5,340.0,36.0,1535.0,523.0,,1.5774389219961067,572522.0,9763.0
0xb736895db321cd99558c9b3c039fb03442e2fd2cfa95c95e1dd13a2d611fada7,Sweetman,,2.0,1.0,,1.0,,,,
0xb9eb765925d42dc2169d2770a981697c276260d2a06f35a95f75bce0e1790aaf,Syke,,,,,,,,,
0x4d45e9d995034cd82f32898d4d0651e83be2735f87b8783dc24518cb6525a1a4,Synapse DAO,,,,,,,,,
0x3d2fe07760753070d5f3fe44fb92923065c688b56f3069906d8eae4cc3867fb6,Synapse Labs,2.25,93.0,6.0,28.0,36.0,,0.5417834637066569,1249954.0,42839.0
0x7992f31ac0db3aad3dc7edead1a3670a6be071703212129f3a396c043cb23e84,Synpress,1.5,34.0,40.0,137.0,137.0,252049.0,,,
0x6ae2bf87fcbddb4d715add72ea987fcb9537ec19e3f859befeebeed533144e73,Synthetix,6.75,643.0,41.0,600.0,613.0,,17.406078022235302,1731910.0,5148.0
0x173710a47aa4f7feb17dab57db62f8ef0eb3e496a67aeb9541a78e4efcdb312a,Synthetix IPFS Node,,5.0,4.0,,11.0,,,,
0xd9a704d14fcf56e7d17b8a35f10e436fb4082d4c9bd7dbae254c59dd3e60a291,T2LATAM ,,,,,,,,,
0x3a4decc8b39d16b0eff1b41134bc9b9fcdba84292c2416766237125ad730072f,Tally,0.25,41.0,4.0,11.0,131.0,,,,
0x36095c75011838036c512484b03c67dc9d23dcbaf5f87d413a270d256dd5bb4e,Taxman: The Web3 Income Tax Helper ,,13.0,2.0,2.0,12.0,,,,
0x6b1dacf09d39e4af7b211477c67428abfc9b2da6ad4ae996383ed3bd00b99bc1,Taz,,,,,,,,,
0xf7c02a1b2ca36e04e1c42ec8238a3d18ee6952aa6055f64cc832fbc45a4213d1,TechNERD Program,,2.0,1.0,10.0,7.0,,,,
0x63506f0d71ed13eb435d76d593ad9d466dec78e7e19417538e8abde6e4d8ffe6,Tenderly,3.25,402.0,45.0,123.0,550.0,,,,
0x09a432ebeb70fe4d205e410b028c0ac46b04aa9e1e96b9fafdeb8dc06dbb22e0,Test in Prod,,1.0,1.0,3.0,10.0,,,,
0x271a5f83a4a79b1e0e65dedef46a10e22fe6ec6b8c5a9828546182026d4c6067,Thank Optimism | by ThriveCoin,,,,,,,,,
0x44e708bdd13870098672da024bef02f8a103fa33dccd900b9e6ace0f14ca5e78,The Blockchain Report,,,,,,,,,
0x1053c5fc1597ff030c267d4667898095ca3a42cc370fe9b8d156880b8a2b455e,The Ethernaut,2.25,18.0,21.0,623.0,300.0,,,,
0x7d76018d1a4bf0867c24bbdc5d3d3665928909911e6ec2cbe191e9b00f92ae36,The Noun Square Media Collective,,,,,,,,,
0x319c241769c8f63909963052be4e3cec10249bf7782f57aa005c71481b177545,The Open X Project,,,,,,,,,
0x1fe1cb0ecbc5bf8e3ca770babf4404e0f28da2e08dc17d71fffe6b9a627ee6de,The Opimist ,,,,,,,,,
0x3c44fe46a0a6e885a87fb828f1f2a4f7053cb5075cab92476b0df3d08f7fe64b,The Optimism Superchain Roundup,,,,,,,,,
0x08887fb11639636a61fda9a74730cc377d5bb7b66f68c8da13dd97f67bb4819d,The Red Guild,,0.0,,,4.0,,,,
0xdd21efe36f7f32fb23d3f328b90a740d50a9514262f8c51cfc01f8b87e55f513,The Rollup,,,,,,,,,
0x7eaa955f8d0bb913dc3169511a75e72f758c7e6661632b20cc0035a338255e04,The Rug,,,,,,,,,
0xcf2976fc08ff98f124c53e66b9fdfc90a5cfedcf0980596dbe9a5e70d883ef12,Thesleeper.eth Thai OP Educator,,,,,,,,,
0xda20b9456d60e3929ec03e830ebc028b1bc734bb84b7ddec3f510fdf244bcd85,Thumbs Up,,,,,,,,,
0xb69bd7618a4186b861ac50e11d6ab546db2e435afd46d2da211fc64e84505bf3,Titanoboa,,,,,,,,,
0x14396f1320abe1af334cd3c05b25ad70f7b4d17be33ed54ac01dd9eabd5cb096,Tockable.xyz,,0.0,2.0,,2.0,,,,
0xb5386c6c0b8a2c05d49240513e2be7f96519b790a2a6037ce5fc19d318c5ff04,Token Engineering Academy,,29.0,,,56.0,,,,
0xfa0bb32edc38f3704e38dfa2af33310fed14f3a90928143c688643342b7f3466,Token Engineering Commons,0.25,56.0,3.0,11.0,52.0,,,,
0xa984f01496fcd682259ab15f5f02ab74eb841c30ede157e140921f3c6a1c54aa,Token Terminal,,,,,,,,,
0x36052f8bd5466f6f9569ced3f7b8755d67fd20b6eb320c6302821b13dccb6377,Tokepad,,,,,,,,,
0xa838bacd4b72cce9d99f0489ad48c64ea9ad2b0c5b90c55075f8c5aec4a5bb6d,Travenesia,,0.0,1.0,,2.0,,,,
0xd7678550d5092dc6163c97666248ff136eae59c82e3bfd21905be13024d0662e,TrueBlocks / Unchained Index,2.5,112.0,20.0,183.0,307.0,,,,
0xa41c1671630bb1c1474b3ec7fecf4fc13f3bb292d29620a83878dfcd66ed4006,TypeChain / DethCode,3.25,27.0,27.0,350.0,592.0,7565851.0,,,
0x5e97794e6f3b8af9c3b97da269e51387e788cb4b3c609d708aaa668538ef1de2,Ultra Sound Money,0.5,57.0,8.0,47.0,94.0,,,,
0xf6c81f36041a6d90c828596ffa470e1fc4929cad6ade4242f3f8a9f37f66597e,Ultra Sound Relay,,,,,,,,,
0x617e15a1edc68034cac85db6f0a4d3bb55418761ab7ba4fe26423c3806ff20e6,Umbra,0.5,18.0,2.0,79.0,106.0,,0.1017708832246584,140255.0,1138.0
0xd0b94ba626d77239d6f96a187fbce720584871ae0c6c2104c10d585ea72cac58,UniDex,,,,,,,,,
0x1a0f5668e635eb1a79c7f4baef6e41900c9370a147abdb89021d94f7bac007c6,Unitap,,,,,,,,,
0x6f1af6989066fa803d16c46cd1f055b28af0ddd0e081abf2207b67704e7c8d93,Unruggable Names,,3.0,2.0,1.0,1.0,,,,
0xf02abe0a28342d032f03ea868bdba3b2c5eb81d40ca3ba5f8f781786febef7f7,UNWA,,,,,,,,,
0x6414f98253234460bc3783f0ad377c47d96d354c49d428ac992524f71cf7da37,Upnode Deploy | OP Stack Deployment UI,0.75,53.0,25.0,,134.0,,,,
