Project ID,Project Name,Score,Full-time developer months (cumulative),New GitHub contributors (last 6 months),Fork count (most forked repo owned by the project),Star count (from developers in the OP community only),"NPM downloads (last 6 months, all packages)",L2 sequencer fees (OP ETH),Transactions (on OP Mainnet),High value users (on OP Mainnet)
0xa9f33a56aa40586c814f40717d2a50abc26ec56ce17f978e788abf6d05d19525,Eternal Garden: ORIGINS,,,,,,,,,
0xe8db9badf4fac5f877c2333e492f853081b559be08bdfeb0d9947076637c1318,ETH Daily (OP News),,,,,,,,,
0xd366e1bdec99b048ef89c5162522c7b520cb0ac87cfe20c806f2091072044aec,Eth-Volcano,,,,,,,,,
0x67d0c66af963dd27720330e5dc2b5ab73a522c9436fd4085aa7048f1584da54b,eth.limo,,1.0,1.0,4.0,10.0,,,,
0x032562ffb94edec40ce6e75bae96a313d10dd6e6242b4e53e94dad57a5d69ef7,ETHAccra,,,,,,,,,
0x8edf293b0aea3ba42326168d77b100a6ef4f41bb163e5421094ff67d5f281e68,ETHBarcelona,,4.0,2.0,,2.0,,,,
0x47ac6700012c2e9bba07fbb9cf739eda25880791096d64796a328a16842dfec9,Ether.actor,,2.0,1.0,7.0,34.0,,,,
0x23eed6d72357cda3ebfe45d46539200b47f97d63f5c6c8685d5f910a94cbdb77,EthereansOS,0.25,85.0,2.0,11.0,46.0,,,,
0x5eace21ba2231567c07c2c39ad0854c8051e096d18a4bee3e08c833becd2d776,Ethereum Attestation Service,1.0,31.0,44.0,27.0,73.0,,0.4320661588587879,18005.0,621.0
0xfcc4798ccc9e2f578ce316278aa40da3fcee3c3f0b92c265062cf31906f2e815,Ethereum Cat Herders,4.5,106.0,185.0,5216.0,745.0,,,,
0xa56d0018133907dbd04d4e07f18bebd9b1fcef5f3cbc8f2510d0724c35d9cea8,Ethereum Colombia,,,,,,,,,
0x6354fae34134dde352bd3dbc3a0941d935dd089d8730ec5e5446213e92e713d7,Ethereum France,,,,,,,,,
0x2af9558e4a0079a549ae741e00f2893029dd0f5fc9225e935f7295c3371e2a4f,Ethereum Lima,,,,,,,,,
0x1d538cf069b0305b1e1ba23f59f4d305fb1e501c977f6a7a80e6e414caa36077,Ethereum Mexico,,,,,,,,,
0x092a8ce182f9443499d2a36b1b6bbcd5da9340360d82a38c921b6b5c46f1e67f,Ethereum on ARM,,17.0,9.0,29.0,50.0,,,,
0x5673d6a413d360de74d262487bdb4e70cb357c4d890af9cd62a369b1d858416b,EthereumETL,2.25,12.0,22.0,774.0,409.0,,,,
0x93d140bdf129de19dce4df8922b9b599aabde4632a89e646a84669b470ee5a8a,EthernautDAO,0.25,19.0,,23.0,89.0,,,,
0x32ee121e0dbcef2fe2b7a8e668f9a53ddc6d43e16c423fe8b4595b0120ac08d8,ethers.js,4.5,16.0,202.0,1741.0,902.0,29368456.0,,,
0xc676fa16bad73be396f17d6aec821eca5740ccfb9a8547c4cc487dee82e08548,EtherScore,,,,,,,,,
0x9e6b178f20d63eb3179d3872317848582de1d0e793af5c3cbc6891b0071c4e76,ETHGlobal,,0.0,3.0,6.0,11.0,,,,
0x44e382b0845c4bbe3695f5bc8218c1cf75e5c44d1868a08f10571871295ad042,ethOS,1.25,107.0,1.0,2.0,178.0,,,,
0xe75ec593d70d62544e17643586f9742e6bb779e9562eaa8202a9a04dd6782f85,ETHSafari 2023,,,,,,,,,
0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker,1.75,68.0,52.0,143.0,192.0,,,,
0xf82d6bed5abf74e7540f503c694097612b6002103966ccaec043b19557787cb9,European Crypto Initiative,,,,,,,,,
0x09cf4d12f221b02800975408200f32b18b428c08f6796199f2b9b4a54fe86bc7,Eventcaster,,,,,,,,,
0xeb6a80070c1f94ee5bd855e4703d92bb41b44796b866c26c3be72bb74656a290,EVM.Finance,,,,,,,,,
0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL,0.5,27.0,33.0,80.0,169.0,,,,
0xadf0e10314510d7da68875b910ff50c889c540f98ae6a9b65eb55be4f37a13ce,FA40Ziv,,,,,,,,,
0x35410b3bbfeec0b4474cf36141da039eaa8bdeea6c619ac4efa2095c934131da,Faina,,1.0,,14.0,9.0,,,,
0x5d6729e302997ffbc275b1f03a437a3fd2e493b205b1c58888ebfdaba50bafa3,far.quest,,,,,,,,,
0x9ed643c855860e3fa9950a598af75c9810a39e2780c4227afe5bc8df865c067d,Fe,0.25,29.0,12.0,148.0,58.0,,,,
0x6c36998db2c142c13535bed9481e4ec4ac6fdad0d616ede7d4b1279d342494ca,FilosofiaCodigo,,,,,,,,,
0x0649c52a10c70c6f044d930c1ad92756f6aed49e68fb136c6168cea78a73d524,Findcaster,,3.0,2.0,3.0,4.0,,,,
0xa64b80a2cc3524a73173be61f8356f03be155dfa8f9f9e2f9bd9ec94c1d40e2e,Fire,,,,,,,,,
0x733452eb6b9e98b599d8bd708a69086087618abd72a0c733ae7fd8c71c3deae5,First NFT Agency,,,,,,,,,
0x0d545183c325a4ddc39efb4311dc9c8221d6bc0e3a0179feae2c308c5111da6d,Flexible Voting,1.25,57.0,12.0,79.0,245.0,,0.0074979031166121,64.0,
0x3306bffd50aad7f470b0bbdf71e379e0150a72956483b4c53aae12a35336a4c9,flink,,,,,,,,,
0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto,1.75,249.0,16.0,24.0,102.0,,0.0053276419664701,103326.0,5026.0
0x90bc7355488e5587a996f673b7fd58197bf51d642db64461a63c9a09656923a8,FOAM,0.25,27.0,4.0,24.0,132.0,,,,
0x17b6075cdc32729b7ef683d9cb9160cfc5425c00115af4844eaf310721862e8d,Forum,,7.0,1.0,2.0,8.0,,,,
0x86fdabe5c2a67af3c291ce7acb008088e21f99f3f6f1d464b28e9a8c2034455b,foundry,3.75,81.0,488.0,1203.0,1474.0,,,,
0xb786a6a7dfc293642c60cb34e00d2f5286aad6bc7e3d9c99f83493b44e7934e9,Fractal Visions,,,,,,,,,
0xdb768783fabfa13b0755542de7af4cb1d4a0c3e0b52ba68069c5d06b3718b7d5,Frame,1.5,45.0,32.0,139.0,248.0,,,,
0xc78ef9f4578ace0ad5ee70cdf9aac6647a8d0d5ed16d08170007f6abddcdc0cf,Frens,,,,,,,,,
0x2356a899e6a3b44ae87b63f06bfc7ab385031ae5f84553b91a79809b1f42b954,Fugu Works,,,,,,,,,
0x258d37e997650d7c83eba44f7210224fdb2afbf331e6e6dedb8bf6e83c75645c,Funding the Commons,,,,,,,,,
0xa94487a5ed3b3cfd1d9c2ae647f359ec7537ce1f23751d1b069bcf2a651858ed,Gadgeteer (nanobro),,,,,,,,,
0x77bc669a940c76bd014eb7649f3970ec2fb8479de6167016a92bff163df6ac86,Gajesh Naik,,,,,,,,,
0x198fe5e11670cd1195067815e48f7e696fe5e7bf43a1c15f9bbbdcd72442c319,Galxe,3.0,11.0,14.0,98.0,20.0,,7.404012052412114,6080283.0,51040.0
0xa1e63dbe5365f402c1a594f2867c310dbcdd55e7b7681670ef20a2820bf18bdf,gang,,,,,,,,,
0x6f6e00c81aeb5d79b12ca07b1e301e64da9d17be6300d9d7f5008ceefdeac7ca,GasHawk,,2.0,,2.0,3.0,,,,
0xa6d7790f101a9e2efc543a623d1f362f0707f2dc570caa96ac092926fb2bedfb,Gaslite,,0.0,5.0,6.0,14.0,,,,
0xdb2312b8fbf29ccf68c0b22ee4d2d9dfcf192d32cd86c58d9bc5cfd610783084,Gelato,2.5,113.0,18.0,37.0,170.0,,2.090781143003272,524165.0,348.0
0xc7f01f655621b8fb18c4cc61fd51eb28c91f730774a757d63cddee4fc4a02dab,geleeroyale,,,,,,,,,
0xe1afef77d8778b1ca62e10a5157d7536abfd82ab17ef71319a8766f8b24eb1bf,Geo Web,0.25,73.0,3.0,15.0,29.0,,0.0044930811087543,329.0,9.0
0xc0b7848433e5918db316a4f3735252a60c15be0ca6d9da79a2a2d65b65e19b57,ghostlinkz,,,,,,,,,
0x859d7ec1d7414662658b753da4559bfa6d091483fd0084b673a374e1c3cabf05,Gitcoin,4.0,482.0,81.0,877.0,655.0,0.0,,,
0x60085a98f5c48d97a28d7b45d193f9a734d1704e257df91827459b09565e0e47,Gitcoin Passport,0.75,,,,,,1.2141771969849178,161026.0,4920.0
0x4eaad00dad07e150e1570ee2faff68700cc106cf96d470be91eb8ee28bfa7d6c,GiveStation (youbuidl),,3.0,1.0,2.0,5.0,,,,
0x17cfb81d50a65a6ef3e7ecfdf8e4ca428514d77e74ca3c650d4ba9926f9e67ac,Giveth,3.0,355.0,14.0,305.0,302.0,,,,
0x5e78ac7cb417bb9a6f96e126cd442468d925bf0be07547bbdf089bb07fde9b79,Giveth Web3 House,,,,,,,,,
0x779573aacec94452e1cc6fe2708ece867a8c056b5e5a02c003c53f650ee08ddc,go-ethereum,4.5,7.0,352.0,18864.0,1812.0,,,,
0x4fa4c7e69725d373c6c010ae9a56e26857a72d5797d8575eb4c7210a31bffbea,go-ethereum-hdwallet,0.25,0.0,2.0,226.0,12.0,,,,
0x354f3199bd976ba1839b8d893b7fd0234e2c6f29ccbc38e66fefbadeb060642f,Golden Boys (GOLD),,2.0,4.0,1.0,3.0,,,,
0x93efc906a84b4367757350dacd0ad700cafc78eb658fcb47d0b4f7e0240d2e9f,GoPlus Security,,7.0,13.0,7.0,11.0,,,,
0x8ea2ef9ab0d04fe8fdb9edd5208abf0504eafb530378f52b6a401f2b26a9e233,Gov,,5.0,1.0,2.0,2.0,,2.4105313561588e-05,26.0,1.0
0x00007821871c29a7f1377bcfe3e02d474777111d71b541884ea014d1aa9a1b96,Grandine,,0.0,6.0,20.0,31.0,,,,
0x34f3abc13da15fc697abc16701dfafb2896c7a063a80959b997c5c3218b24523,grapebaba,,6.0,5.0,3.0,13.0,,,,
0x8950355a1dd8ddcbd9acc926563e980bc6df7b41358a6ba6fa58822f235baedb,Grappa Finance,,10.0,1.0,10.0,52.0,,,,
0xcbafba4f9d052bf3575a31d0a48c6a194480d1e05f78589fe1a8e71031fb88f8,Grateful,,7.0,,,1.0,,0.0059415556745597,153.0,
0xb8293744bb647089c30bcee93260cef2baefefde4e2d94bac1ee7ed1516ab7cc,Gravity DAO,,,,,,,,,
0x55378093d61eafa2bc90b52e6719e48e518a33c4099169343b46dae452167bb9,GreenPill Network,,,,,,,,,
0x03ace8762fad52f1c0aa3e629bd7eb2a9e8de3ea807ab5878fa7789ceb7028f3,Greg's Farcaster Projects,,1.0,3.0,32.0,34.0,,,,
0x849e164d1b8cc2b51bd3313d007ac58acb816660492336d2498615551ec75f02,growthepie,,19.0,9.0,2.0,9.0,,,,
0x867d2124127d8e8cca1dffa619fce4279b29312553774c585be90c0427a81c39,Guild.xyz,2.5,130.0,27.0,344.0,124.0,,,,
0x31588517386990050541aed3f6d4d5a370e30fcd5bf622886c1955ffc9565f52,Hardhat,4.75,103.0,194.0,1270.0,280.0,7873406.0,,,
0x91411a9f53cb3d0d36f4dc6394d6d6aea81e12d9ecef2ac2225af3f9fe6d3d07,Hardhat Tracer,,5.0,12.0,30.0,37.0,204529.0,,,
0xe481da7dcea63794d734fbbd156f0327a4b6905852d6865a5437b722c80871ab,Hats Protocol,,26.0,12.0,20.0,33.0,3766.0,0.077572900782565,340.0,2.0
0xf8dfff20523c457d87c6ee83f00574f4c73912597f0487c1eff55afb663c4fa2,Hedgey,,12.0,,7.0,9.0,,0.0032286346524446,88.0,2.0
0xe2475267e00104f0095decdb6da91a6e0cc172e4fa2a336bc36b5bf3eba13fa3,HER LATAM _ Optimistas Brillando en Blockchain,,,,,,,,,
0x9074d96ab8e27fd5e8086fdbde349932d2c69c70da18dd38e25acacba394b5c0,herocast,,,,,,,,,
0x8529424f94a220361835d9ddcdd4dc60c45c5ec556f5dfdc8515dd2bcfb9b4ff,Hitasyurek,,,,,,,,,
0xd36960a852e96960b93022ee1d40f33170e9786cda841db0bb6a8f4130658529,Holograph,0.75,53.0,3.0,38.0,20.0,,1.086248394014988,28208.0,2138.0
0xb0f319e13cdddf0cb23344062d1e445a0c0f005e9d44a93692838438a5ee0c3b,Holonym,1.25,30.0,5.0,4.0,13.0,,3.795173684111599,51980.0,581.0
0x67ced2fcb164fe4806d9f1e10cb7a6ba4862530cd9d60a188e3dd3d5c6ce162d,Hop DAO,2.75,108.0,15.0,210.0,150.0,,0.2952915390203324,606478.0,7301.0
0x61c8643cde34638a2c02c2672fe49f60bd5076527811573e0cc6cabb15cf29e0,Hope: A Curated AI Assistant for the Optimism Ecosystem,,,,,,,,,
0x9ff4d4ff2ba7e77917b04ec98c645535a0ff29f0584a67c92201e34757d57b2e,Hummingbot,,,,,,,,,
0xdc7101e51a122ec96eaf07c4191f5cc0a096ef50cbbdfdf5936464369991afb2,Hypercerts Foundation,0.5,18.0,8.0,19.0,14.0,,0.4535736499824518,135151.0,3324.0
0xb8741b55dc416bd673cfb40a1ae2f19e10e1ddc2acc809c27016a5a4c17484fa,IC3,,,,,,,,,
0x114c13890758c9829e133d5483871a2fcd95d98253781532e54c4be6b4a3f46d,IceBreak-R,,,,,,,,,
0x389052bbf6ba46b28fdb951e573560a21c61490449f4fd17f8399e93e0dec333,IDriss,,30.0,3.0,14.0,10.0,,0.0093567865956725,1008.0,22.0
0x7d3016ec843e04aa195883ac9287fb02b66f67ccbece89883463b9a0ae7f10f1,Iggy Social - Web3 Social for DAOs,,23.0,4.0,10.0,9.0,,0.0003055273146448,1300.0,100.0
0xb4831ed3f4f28e666b5a9f94de5b54569793576ae9072e69b48f043dde3742e3,ilyessghz,,,,,,,,,
0x12da34c1a3904b0f73945a9d7babe8f5182000b737a7da1fc3777554589a2191,Immunefi,,,,,,,,,
0x2baa369e4449595c51759fa9a5b71e3e016b108b6baac6a0b815874a898eade5,Impersonator,0.25,2.0,7.0,41.0,86.0,,,,
0x50a46b0a2eb26fc734d5429337e6446d068451fb903c86b1dfc79bef41eebaee,Inbest Program,,,,,,,,,
0x91accca44656ae99040e947aa75f50e9f9657bce564fdf1b9f266c32081ecf0b,Index Supply,,0.0,,8.0,40.0,,,,
0x7f79282eea83f7969d81ae6254a31fc755e299c5bce901c2e241f60564159fbe,indexed.xyz,,,,,,,,,
0x6171948a78c9c005648ef034be5ae3b2dec2535cdf437b2cf1f67d66f72e5073,Infinity Wallet,2.0,314.0,6.0,26.0,678.0,,,,
0x74332149d2712aaf8639acfcc5de8aaad60365f28b5348896a8a3a174163d98a,Interface,,,,,,,,,
0xe86ace02ddfb143eb1034965b5b5a326b19e99945800afc1452d2d04397994e7,International Media Nodes (IMN),,,,,,,,,
0x6a6895e360009a6b3f15b176fec8fc400567658003b2bd408228fab9e2bd2489,Interport Finance,,,,,,,,,
0x53b27d6f1094914fd15913484f1330a1186f0479f796e173acebe3fe72ce3300,IntoTheBlock Optimism Analytics,,,,,,,,,
0xf7a5573c9467232564842bdc02d87c1ccba9c66bca347b9455c89fc9eb97852b,Inverter Network,,11.0,3.0,1.0,16.0,,,,
0x3cf3e5f19c555ab993614a924386c30b472d27d4a4ed9343493465a0ba42a770,Invest in Music,,,,,,,,,
0x4ee85a3d39e87cfd1f59d5067668bcacfaf111b74bbd3d1fcbe6da166395f372,IPFS,6.0,1159.0,299.0,3087.0,1979.0,,,,
0x92a87cf038d881b99443a9157cd5649fe87a9df62511aaf72c5fe659ff8ef02b,Ipsilon,,3.0,1.0,2.0,16.0,,,,
0x9dd5aa707043c2286fdb625be1a5b46808a10aad3f137e89855683bcb260b013,ITU Blockchain,,,,,,,,,
0x191984aae9639decffa28ae92a2c2522e23e0bff534bf3d6b19a0eeaec12217d,Ivan Molto,,,,,,,,,
0x79d8e9c58f9727a6381824e67e5b540c1d6b17ab5270d3f7af49d521fbbd28a1,Ivan on Tech,,,,,,,,,
0x94cd29637ae8c90214e1e4953feb4f5d3052c41c2dcf5c39d33a585c25c5cca7,jaxcoder,,,,,,,,,
0xfe2b907f252c0cb610a2625a1da0746862b02b814a0ad1a3296271725a841ec4,JEFE TOKEN,,0.0,1.0,,2.0,,,,
0x625af78742d214ddceb8fdc2fb992333579e3787b1b270e940e82ff44f261ea3,Jessy's Hacker House,,,,,,,,,
0xfd284c78fd0dfbc9d66a2c7638601860a02990d25de2ff46365ef487c7d138ed,JiffyScan,,15.0,12.0,10.0,24.0,,,,
0x3dfd6b4332ecaa6f961b5de2fc02b57f521710c79393e352bbe7e6ab8adff4f0,JobStash,,0.0,1.0,,1.0,,,,
0x4f5288babc44fe1d53d8a322b5fc674d916b7edd40715052d566929667b2efab,Joe,,,,,,,,,
0x5a041a04567ec1d38f7938f95579599846e0f9c01fcc5df978d20da56e957257,joohhnnn,,1.0,2.0,,12.0,,,,
0x85c5d3e6042e4c2e0ee421e480b749e83b0b741220fbbc50c7bf88eda47f213d,jordanmmck,,,,,,,,,
0x03465fe21e603b8d7564f75829c8703c04c51bfac5bc6ce60462c5b2b40ed558,Josh | The Blockchain Socialist,,,,,,,,,
0x9979098a0bd42d43226f772324d159dc274ab52d4c5ed9399fdfc1b01e6f5448,JustCause,,11.0,,1.0,2.0,,0.0072713493803936,116.0,1.0
0xb4e6f65da9c95c3bf4e2113fdb1faf843d024f558734e882fcf4c64c95c043fa,Kairos Research,,15.0,13.0,,18.0,,,,
0x0158d4c9ac52ab09828a95355bb021c5880f0a1766da7508d287544fa2b025c3,Kaito/CoffeeTimes,,,,,,,,,
0x643b377b91001dfe0b6badb91cfb0b79ef97510ccf731cbeb29166cb2d55415a,Karma,,45.0,1.0,,17.0,,,,
0xaee5d6c20a44b769b67767b8e691476d87b0b644784f635664c3f133c63e822b,Keccak hashing,0.25,3.0,5.0,197.0,68.0,,,,
0x1fd47d4e1eb48f9423464b8fe00c9b2c490705e138082ac5c3b8ee7aa2258d3b,Kernel,1.25,125.0,2.0,48.0,147.0,,,,
0x6b9133680966c6d5b9a0496aa442e063ea73d965024cb2c89685f9f3c79148f0,Keyring,,4.0,2.0,,,,,,
0x50565b1e518ab91b14ef50fdab91a63623fb5951e96c18918e36be5aeb6fd297,Kiwi News,,12.0,13.0,12.0,21.0,,0.0001587603564089,140.0,1.0
0x43042ba8a6c988b3f167424da3ef593d5a26ba6ff87d0388d77876fcdf4b3014,KManuS88,,,,,,,,,
0x0d6e26e569c5948ab3298986d805965a6f6f8c9f15308600e725ad512c5c1e61,Kredeum NFTs Factory,,33.0,1.0,13.0,14.0,,0.0001634712165563,23.0,
0xf66b0bbe50377edf2155266196156712722bd53ee9e2a1368b094de071484147,Kristoph Galland,,,,,,,,,
0x3eca7098f253e56e7f0b2da0877651ec375762f07fdae2583281b3d0c82f50e3,Kromatika Finance,,13.0,,5.0,10.0,,0.1274886552230346,23301.0,237.0
0x52ea28bade0488f325a3428887f4cf1395e00a146ebb70bc77fd575193f7bdfe,KryptoSpace,,,,,,,,,
0xb8995100de67ccb37e0d12d1bec7e3b90b0c9423055c5d0f24d7265e66daefa2,KudasaiJP,,,,,,,,,
0xd19033e89a3fcb4a7dc19baad712836f6965cf6b4efc0a40f1f0e46d23f8256c,Kwenta,4.75,155.0,21.0,142.0,105.0,,22.557444423410217,569424.0,17329.0
0x61d9a1f264eee03736c42a4e80d7f06d531b3305f53a8d3692ef901e3ec4af6e,L2 Planet,,22.0,,1.0,8.0,,,,
0xc754e70f8d64d1923e4fb7591e0cad3790d4e164b3b11a8db1c1356714037792,L2BEAT 💗,1.75,97.0,66.0,239.0,196.0,,,,
0x89fb018dfa7d20cc5d1e0f7153cd123972fce65842e0df352dbff2913682193c,LandTorn - Lorak,,,,,,,,,
0x692fdc32cf03165e999d9abc1df1f0ae32549ad1e7c218505c4ed5fc6ed12b68,LATASHÁ,,,,,,,,,
0xd623d6ed56a0f8bb9d891f8f3c84f7d76b12741c83103715ec061eaa5d80e27e,Lattice (OPCraft & MUD),2.25,46.0,74.0,140.0,222.0,,,,
0x0a590cce4569153cb95031a80525e2ab5d9bc27e4ecbed4d4dd91c27704cbeae,LauNaMu,,,,,,,,,
0xe43e48a485bb7d86311ec9af48c8dff4af695fc9b783943388e14801a0f8915b,Launchcaster,,,,,,,,,
0x306df7a12c88c0ea169699c0e108da5e59414d22a8250651c3832868b10b6dfd,Layer 2 Weekly Roundup,,,,,,,,,
0x807db7b398630dba09cdaeff7949ad3abcfbccaaa900aa2900ab59b8c10dd26f,Layer2News,,,,,,,,,
0x9c62c8c4e6a4f3612d4dde56bdff7115f8934983284a250c50b7519913197f40,Layer3,,,,,,,,,
0x2193da360fb81d3c0ca642ed79cde635206eb7f2c4fb0659ad308c203884006f,Learning about OP through Gitcoin Grants,,,,,,,,,
0x013249f25537a8abdd06d367538d0eab0c9e5e8e36dde210abe1e7da8dd89c9e,LearnWeb3,0.25,36.0,13.0,93.0,135.0,,,,
0xad78424bff63abc154f5377f9c876ed1e9f2a2c18c692854f32a383756868641,Lemon,,,,,,,,,
0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO,0.5,98.0,3.0,43.0,146.0,,,,
0xc6c2fa66bbe46ab4a041463f0414883b2c12bd4399355aa62d48b2e1b2669940,libp2p,4.5,524.0,194.0,1023.0,963.0,,,,
0xd37644d60f063de12786ccd1bb192bdca7ead7aaed1707161943e0ce8bfb72ff,Lighthouse,3.25,88.0,80.0,643.0,553.0,,,,
0x0e97cffc1c157bba2c4c02d38348539c76b07db6ba12f7cd4a52ba26794664aa,Llama Risk,,,,,,,,,
0xf42ea318753c3e178b843d0f7718634e910003f14ce2b32c6bee43be9cdc02ee,LlamaFolio,,36.0,7.0,23.0,47.0,,,,
0x8b15a95f06dcb065dd7ec3eff34624cb2db10ae7c67eebee1b04ee65d81f84a8,LNRZ,,,,,,,,,
0xde75c1d79d53e7864eca485bd594741b745f36cdafdc272cc7809407acb409db,Lodestar,2.5,188.0,28.0,245.0,300.0,,,,
0x0eb54adbc7b4564eea0b18f9270d201dde386ad9aba771dff0cc0370ca4df523,Lore,,2.0,,,3.0,,0.0001081544666976,9.0,
0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO,0.75,85.0,28.0,130.0,61.0,1870.0,,,
0x8e02390fa0a94edad31224af640fa639f7d62111f05f32ea1e2746111e45a905,Lyra Finance,2.25,20.0,6.0,50.0,47.0,,7.323335049608703,638317.0,7132.0
0xe037146acf3e340b21d068e8cdecc7766050bf7c646665f773ae1c8dc0c57cc1,Lyra Research Collective,,,,,,,,,
0x6e9bdfc93cdba878fa63c1cff9c4b6ad4f84dd5374475b9c612d9b5718ea5a53,Mac Budkowski,,,,,,,,,
0xf75a2a43e2b5184bfb2aeb9eaccf5531101258317799c3faf9e51b1721491cf0,MaitreSarce,,,,,,,,,
0x0005effcf8fef542bbf3d1ee5bb6e8fb8b00b018dc325ef4932325bf78aed622,MarcoV,,,,,,,,,
0xe3ed647a584d9ba739324fa51e1d5810bf2db62570cb7491cc0c63eac8a44e4a,markg85,,,,,,,,,
0x7e30bd735b4d56efe3ea3e57521ec441cc10ac2cd6c1d1a121af24873b2c13f7,Marko,,,,,,,,,
0x31e6a151a738d9175f93bd96c5578b71f66475ddbd341b5da69ce5ddb2ad7bfc,Mechanism Institute,,1.0,1.0,,2.0,,,,
0xb61ed750e99be2df7e825ec88ab34f4e52afa65478f54ed8e8229ce391608cea,mehran @ castle,,,,,,,,,
0x7840d1178ec3b4c6fa6fcef1ab16acdb40522b824806d2f6bed7a62519f251cc,Merkly,,,,,,,,,
0xe0bf90167bf2df7b82043f0c0bf564730e5ebd506e2cacf4d44f8c3cd29cdc27,MesoReefDAO,,,,,,,,,
0x2d4bf185c104a0e1976fd4d96265b829218839875d671f24a3211288f9f1c2fa,Messari,,,,,,,,,
0xd52f6f34a723d029c1e932de60ebd44658ffa91eed7569ce1a5e6fb8521f5ceb,Metagals,,,,,,,,,
0xe367584886bdb185038a466f6a8e5a4ad746ffef051507a311cae85ae11c7d5e,Metagov,0.25,56.0,15.0,18.0,73.0,,2.230734003e-09,2.0,
0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO,0.25,57.0,15.0,8.0,40.0,,,,
0xa5a8c932998fe9a2bd783bc249eb714e4c318e961b16f5fc4880224c0c915ed9,Mike-Alphaday,,10.0,2.0,,8.0,,,,
0x2d8dc7a3cd967718d8f27253b4a3912653d308620007576ac0697ba65fecd985,Mirror,0.75,18.0,4.0,52.0,115.0,,0.2464487556284433,102970.0,3938.0
0x6565449e46eba1283b32efd00d98c22aa9c43ccfb2edc7c79747e311a04284c9,Mirror Curator DAO,,,,,,,,,
0xd0f44065f84301c017ac4452081c0be800f5dbfe2b70a3f54fc2effabbe67885,Modular Crypto,,,,,,,,,
0xf2e7ffb45f3f23db8b2bcbbe51878e0824f428485e39d95e634916be521e9e92,Modular Media ,,,,,,,,,
0x8c7bfa1af3e8e0a16c688a3304b534cdc1926b27841623ea3b1990775b09a0fb,monaditar,,,,,,,,,
0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell,,20.0,10.0,5.0,10.0,,,,
0xf40a0097695977f72786fd5ddeabfd3f791cdccf8b5bf045ad295c86007c1345,Mosaic,,3.0,3.0,1.0,3.0,,0.0035384800472587,1225.0,39.0
0xd2a9d5fcec639fa8163db2e6a22d551c778226fd2edf17e9fd8a64fa7c7d0983,Moso,,,,,,,,,
0x26ff87883511c2e098d8f80ec85de3191eee5560ac5838c3e78119acc1201ad1,MrCrypto Arabic,,,,,,,,,
0x87d80f43444297d914b7de5e7cd41452926abb483cfdbd68fb12326c1a445120,Mrfti,,,,,,,,,
0x647d213cfe0907891af5e26a8baa386b8f6ffbaa8206219c2deab554f6f0cbcf,MultiBaas blockchain middleware,0.25,14.0,2.0,20.0,105.0,,,,
0x0126dfee34af34334c909eb12d6c1695a42146f5c421ae747cd4b9f8a77cb33f,MyFirstLayer2,,,,,,,,,
0xaa798e8755a6003a0f337780d1ad90ba73c94dea219515c588ec10221c4aa61e,Nacion Bankless,,0.0,1.0,,1.0,,,,
0x7306b6b6693b92628d6b79880298112179fba89eb4289aaa1f4423cd8eb2b49e,Namespace,,,,,,,,,
0x610c90e43f00306d50b676c4b9f3c02612c121ba42137f9eac49dccc8d2d1d07,Nethermind,4.5,539.0,164.0,325.0,830.0,,,,
0xe5c355375061711e0749d08da9345dd8245930ead52a60fb2768dc5f136853dc,Newtro Arts,,,,,,,,,
0x00129cda3549f0230e7b7868745bdd11085164ede251ca9c5b2dd5af720d60e8,NFTEarth,,15.0,7.0,2.0,4.0,,0.0027386439728443,15897.0,516.0
0x4c1639e17f4f30026bb5a1e1646878a03004d5afdc53065d1b092bac47562ca8,nic,,,,,,,,,
0x825391e7c04751be3c9a8971ec57d1a1e9fba7f12df9e78046d3a4646b096dd9,NiceNode,,20.0,5.0,19.0,44.0,,,,
0x2133357c7f4da64fbf24b6edde526190e6f2396e9b2b7d5f0dde12ff9799867d,Nimbus,1.75,183.0,31.0,206.0,149.0,,,,
0x7715221880775bde6c4e1cc1d2d62e3a798c30e21319cb06492b1c5e45e69500,NingNing,,,,,,,,,
0xc994fee0c5255f0bb044f3e0e86fc18ecb6243a10189e717f3269d430a0c507c,Node Guardians,,9.0,10.0,30.0,10.0,,,,
0x6eb944b672b1cf8e4c2e46e756f58ef62620cd76ba5909f93a0a17a0a9e09992,Nodies DLB,,,,,,,,,
0xc1e0a3e9fe552dc8e04a7b2ca5a7be55cdc9f2eece78a954074b4a739aaeda3c,NumbaNERDs,,,,,,,,,
0xd27984d196342b49f7e3019510482e2dab1a80d9b3e1b292a5dcf60134dce7b8,Odos,,,,,,,,,
