transaction_date,address,cnt,total_transferred,total_transferred_in_tokens,net_transferred,net_transferred_in_tokens
2024-07-12,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,222,0.0,0.0,0.0,0.0
2024-07-13,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,222,0.0,0.0,0.0,0.0
2024-07-14,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,218,0.0,0.0,0.0,0.0
2024-07-15,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,293,0.0,0.0,0.0,0.0
2024-07-16,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,209,0.0,0.0,0.0,0.0
2024-07-16,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,1,0.0,0.0,0.0,0.0
2024-07-17,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,322,0.0,0.0,0.0,0.0
2024-07-18,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,382,0.0,0.0,0.0,0.0
2024-07-19,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,293,0.0,0.0,0.0,0.0
2024-07-20,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,308,0.0,0.0,0.0,0.0
2024-07-21,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,320,0.0,0.0,0.0,0.0
2024-07-22,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,308,0.0,0.0,0.0,0.0
2024-07-22,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,5,0.0,0.0,0.0,0.0
2024-07-23,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,314,0.0,0.0,0.0,0.0
2024-07-24,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,442,0.0,0.0,0.0,0.0
2024-07-25,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,369,0.0,0.0,0.0,0.0
2024-07-26,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,322,0.0,0.0,0.0,0.0
2024-07-27,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,322,0.0,0.0,0.0,0.0
2024-07-28,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,297,0.0,0.0,0.0,0.0
2024-07-29,0x17a7f6a839fea3b716b43f9414ffc93131878bd2,1,0.0,0.0,0.0,0.0
2024-07-29,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,367,0.0,0.0,0.0,0.0
2024-07-30,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,353,0.0,0.0,0.0,0.0
2024-07-31,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,625,0.0,0.0,0.0,0.0
2024-07-31,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,1,0.0,0.0,0.0,0.0
2024-08-01,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,690,0.0,0.0,0.0,0.0
2024-08-02,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,612,0.0,0.0,0.0,0.0
2024-08-03,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,513,0.0,0.0,0.0,0.0
2024-08-04,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,498,0.0,0.0,0.0,0.0
2024-08-05,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,416,0.0,0.0,0.0,0.0
2024-08-06,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,536,0.0,0.0,0.0,0.0
2024-08-07,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,530,0.0,0.0,0.0,0.0
2024-08-08,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,864,0.0,0.0,0.0,0.0
2024-08-09,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,990,0.0,0.0,0.0,0.0
2024-08-10,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,744,0.0,0.0,0.0,0.0
2024-08-11,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,764,0.0,0.0,0.0,0.0
2024-08-12,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,733,0.0,0.0,0.0,0.0
2024-08-13,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,770,0.0,0.0,0.0,0.0
2024-08-14,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1140,0.0,0.0,0.0,0.0
2024-08-15,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,975,0.0,0.0,0.0,0.0
2024-08-15,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,2,0.0,0.0,0.0,0.0
2024-08-16,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,939,0.0,0.0,0.0,0.0
2024-08-17,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,805,0.0,0.0,0.0,0.0
2024-08-18,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,879,0.0,0.0,0.0,0.0
2024-08-19,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1066,0.0,0.0,0.0,0.0
2024-08-20,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1040,0.0,0.0,0.0,0.0
2024-08-21,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1662,0.0,0.0,0.0,0.0
2024-08-22,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,2202,0.0,0.0,0.0,0.0
2024-08-23,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1826,0.0,0.0,0.0,0.0
2024-08-24,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1307,0.0,0.0,0.0,0.0
2024-08-25,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1060,0.0,0.0,0.0,0.0
2024-08-26,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1305,0.0,0.0,0.0,0.0
2024-08-27,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1162,0.0,0.0,0.0,0.0
2024-08-28,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1292,0.0,0.0,0.0,0.0
2024-08-29,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1514,0.0,0.0,0.0,0.0
2024-08-30,0x17a7f6a839fea3b716b43f9414ffc93131878bd2,1,0.0,0.0,0.0,0.0
2024-08-30,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1815,0.0,0.0,0.0,0.0
2024-08-31,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1540,0.0,0.0,0.0,0.0
2024-09-01,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1028,0.0,0.0,0.0,0.0
2024-09-02,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1955,0.0,0.0,0.0,0.0
2024-09-03,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1122,0.0,0.0,0.0,0.0
2024-09-03,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,1,0.0,0.0,0.0,0.0
2024-09-04,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,1141,0.0,0.0,0.0,0.0
2024-09-05,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,715,0.0,0.0,0.0,0.0
2024-09-06,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,408,0.0,0.0,0.0,0.0
2024-09-07,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,343,0.0,0.0,0.0,0.0
2024-09-08,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,324,0.0,0.0,0.0,0.0
2024-09-09,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,418,0.0,0.0,0.0,0.0
2024-09-10,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,345,0.0,0.0,0.0,0.0
2024-09-11,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,255,0.0,0.0,0.0,0.0
2024-09-12,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,672,0.0,0.0,0.0,0.0
2024-09-12,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,1,0.0,0.0,0.0,0.0
2024-09-13,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,233,0.0,0.0,0.0,0.0
2024-09-14,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,208,0.0,0.0,0.0,0.0
2024-09-15,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,172,0.0,0.0,0.0,0.0
2024-09-16,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,261,0.0,0.0,0.0,0.0
2024-09-17,0x17a7f6a839fea3b716b43f9414ffc93131878bd2,1,0.0,0.0,0.0,0.0
2024-09-17,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,372,0.0,0.0,0.0,0.0
2024-09-18,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,237,0.0,0.0,0.0,0.0
2024-09-19,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,220,0.0,0.0,0.0,0.0
2024-09-20,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,238,0.0,0.0,0.0,0.0
2024-09-21,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,246,0.0,0.0,0.0,0.0
2024-09-22,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,140,0.0,0.0,0.0,0.0
2024-09-23,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,106,0.0,0.0,0.0,0.0
2024-09-24,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,107,0.0,0.0,0.0,0.0
2024-09-25,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,121,0.0,0.0,0.0,0.0
2024-09-25,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,1,0.0,0.0,0.0,0.0
2024-09-26,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,158,0.0,0.0,0.0,0.0
2024-09-27,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,149,0.0,0.0,0.0,0.0
2024-09-28,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,113,0.0,0.0,0.0,0.0
2024-09-29,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,128,0.0,0.0,0.0,0.0
2024-09-30,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,113,0.0,0.0,0.0,0.0
2024-10-01,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,83,0.0,0.0,0.0,0.0
2024-10-02,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,83,0.0,0.0,0.0,0.0
2024-10-03,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,65,0.0,0.0,0.0,0.0
2024-10-04,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,86,0.0,0.0,0.0,0.0
2024-10-05,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,72,0.0,0.0,0.0,0.0
2024-10-06,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,93,0.0,0.0,0.0,0.0
2024-10-07,0x17a7f6a839fea3b716b43f9414ffc93131878bd2,1,0.0,0.0,0.0,0.0
2024-10-07,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,85,0.0,0.0,0.0,0.0
2024-10-08,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,59,0.0,0.0,0.0,0.0
2024-10-09,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,153,0.0,0.0,0.0,0.0
2024-10-10,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,272,0.0,0.0,0.0,0.0
2024-10-11,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,150,0.0,0.0,0.0,0.0
2024-10-12,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,140,0.0,0.0,0.0,0.0
2024-10-13,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,150,0.0,0.0,0.0,0.0
2024-10-14,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,146,0.0,0.0,0.0,0.0
2024-10-15,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,129,0.0,0.0,0.0,0.0
2024-10-16,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,142,0.0,0.0,0.0,0.0
2024-10-17,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,127,0.0,0.0,0.0,0.0
2024-10-18,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,144,0.0,0.0,0.0,0.0
2024-10-19,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,236,0.0,0.0,0.0,0.0
2024-10-20,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,201,0.0,0.0,0.0,0.0
2024-10-21,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,207,0.0,0.0,0.0,0.0
2024-10-22,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,201,0.0,0.0,0.0,0.0
2024-10-23,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,205,0.0,0.0,0.0,0.0
2024-10-24,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,229,0.0,0.0,0.0,0.0
2024-10-25,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,214,0.0,0.0,0.0,0.0
2024-10-26,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,193,0.0,0.0,0.0,0.0
2024-10-27,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,187,0.0,0.0,0.0,0.0
2024-10-28,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,145,0.0,0.0,0.0,0.0
2024-10-29,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,267,0.0,0.0,0.0,0.0
2024-10-30,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,193,0.0,0.0,0.0,0.0
2024-10-31,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,195,0.0,0.0,0.0,0.0
2024-11-01,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,245,0.0,0.0,0.0,0.0
2024-11-02,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,210,0.0,0.0,0.0,0.0
2024-11-03,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,155,0.0,0.0,0.0,0.0
2024-11-04,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,191,0.0,0.0,0.0,0.0
2024-11-05,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,205,0.0,0.0,0.0,0.0
2024-11-06,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,194,0.0,0.0,0.0,0.0
2024-11-07,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,212,0.0,0.0,0.0,0.0
2024-11-08,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,205,0.0,0.0,0.0,0.0
2024-11-09,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,179,0.0,0.0,0.0,0.0
2024-11-10,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,173,0.0,0.0,0.0,0.0
2024-11-11,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,128,0.0,0.0,0.0,0.0
2024-11-12,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,156,0.0,0.0,0.0,0.0
2024-11-13,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,126,0.0,0.0,0.0,0.0
2024-11-14,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,162,0.0,0.0,0.0,0.0
2024-11-15,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,155,0.0,0.0,0.0,0.0
2024-11-16,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,153,0.0,0.0,0.0,0.0
2024-11-17,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,132,0.0,0.0,0.0,0.0
2024-11-18,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,169,0.0,0.0,0.0,0.0
2024-11-19,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,150,0.0,0.0,0.0,0.0
2024-11-20,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,174,0.0,0.0,0.0,0.0
2024-11-21,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,255,0.0,0.0,0.0,0.0
2024-11-22,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,216,0.0,0.0,0.0,0.0
2024-11-22,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,1,0.0,0.0,0.0,0.0
2024-11-23,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,166,0.0,0.0,0.0,0.0
2024-11-24,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,179,0.0,0.0,0.0,0.0
2024-11-25,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,145,0.0,0.0,0.0,0.0
2024-11-26,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,137,0.0,0.0,0.0,0.0
2024-11-27,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,170,0.0,0.0,0.0,0.0
2024-11-28,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,122,0.0,0.0,0.0,0.0
2024-11-29,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,192,0.0,0.0,0.0,0.0
2024-11-30,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,247,0.0,0.0,0.0,0.0
2024-12-01,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,223,0.0,0.0,0.0,0.0
2024-12-02,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,236,0.0,0.0,0.0,0.0
2024-12-03,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,194,0.0,0.0,0.0,0.0
2024-12-04,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,200,0.0,0.0,0.0,0.0
2024-12-05,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,172,0.0,0.0,0.0,0.0
2024-12-06,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,209,0.0,0.0,0.0,0.0
2024-12-07,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,167,0.0,0.0,0.0,0.0
2024-12-08,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,203,0.0,0.0,0.0,0.0
2024-12-09,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,165,0.0,0.0,0.0,0.0
2024-12-10,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,142,0.0,0.0,0.0,0.0
2024-12-10,0x6a189e0e8d3b6b0455dc49e81cc0df33904af9e8,1,0.0,0.0,0.0,0.0
2024-12-11,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,148,0.0,0.0,0.0,0.0
2024-12-12,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,166,0.0,0.0,0.0,0.0
2024-12-13,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,188,0.0,0.0,0.0,0.0
2024-12-14,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,125,0.0,0.0,0.0,0.0
2024-12-15,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,168,0.0,0.0,0.0,0.0
2024-12-16,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,221,0.0,0.0,0.0,0.0
2024-12-17,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,160,0.0,0.0,0.0,0.0
2024-12-18,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,178,0.0,0.0,0.0,0.0
2024-12-19,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,188,0.0,0.0,0.0,0.0
2024-12-20,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,128,0.0,0.0,0.0,0.0
2024-12-21,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,212,0.0,0.0,0.0,0.0
2024-12-22,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,171,0.0,0.0,0.0,0.0
2024-12-23,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,178,0.0,0.0,0.0,0.0
2024-12-24,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,204,0.0,0.0,0.0,0.0
2024-12-25,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,195,0.0,0.0,0.0,0.0
2024-12-26,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,196,0.0,0.0,0.0,0.0
2024-12-27,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,179,0.0,0.0,0.0,0.0
2024-12-28,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,199,0.0,0.0,0.0,0.0
2024-12-29,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,176,0.0,0.0,0.0,0.0
2024-12-30,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,200,0.0,0.0,0.0,0.0
2024-12-31,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,156,0.0,0.0,0.0,0.0
2025-01-01,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,162,0.0,0.0,0.0,0.0
2025-01-02,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,261,0.0,0.0,0.0,0.0
2025-01-03,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,144,0.0,0.0,0.0,0.0
2025-01-04,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,196,0.0,0.0,0.0,0.0
2025-01-05,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,201,0.0,0.0,0.0,0.0
2025-01-06,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,174,0.0,0.0,0.0,0.0
2025-01-07,0x3ef3d8ba38ebe18db133cec108f4d14ce00dd9ae,209,0.0,0.0,0.0,0.0
