project_id,project_name,applicant_type,applicant_address,applicant_ens,award_result,median_amount_result,ballot_result,quorum_result,included_in_ballots,included_in_lists,lists_min_amount,lists_quartile_1_amount,lists_median_amount,lists_quartile_3_amount,lists_max_amount,funding_reported_total,funding_reported_usd,funding_reported_op,vc_funding,has_token,impact_category
0x032562ffb94edec40ce6e75bae96a313d10dd6e6242b4e53e94dad57a5d69ef7,ETHAccra,PROJECT,0x9ac685a55bce6b515fC1Ea713146f6D099A5054b,,23607.55,23755,48,true,48,5,2000,6257,50000,113365.8,150167.6,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xebfc1df338555d25cbe27bce4896c16c761e90e879be669fe8a6910c9f60dc6d,OP Governance Analytics Dashboard,PROJECT,0x17296956b4E07Ff8931E4ff4eA06709FaB70b879,curia-delegates.eth,90435.15,91000,48,true,48,10,33397,71136,85377.645,170930,200000,33075,0,24500,,,COLLECTIVE_GOVERNANCE
0x617e15a1edc68034cac85db6f0a4d3bb55418761ab7ba4fe26423c3806ff20e6,Umbra,PROJECT,0x57EA12A3A8E441f5FE7B1F3Af1121097b7d3B6A8,umbra.umbra.eth,74534.46,75000,48,true,48,6,0,50000,135000,155000,180000,374140.2865,328000,34177.99,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xfaaed11baa954ccc12629031eeaf8dbfb8041b73f0e050614152b0d1b6beaed7,DeepDAO,PROJECT,0x2189F1D9fc5EEf0D69abA0BAd981e125A98ABaeC,,49689.64,50000,48,true,48,8,0,15000,39246,106533.7,470200,0,0,0,,,COLLECTIVE_GOVERNANCE
0x2eb508d0de065158c7ad478b90f5ad3bb34f530ae4eff096d2183a28e2d24930,ERC4337 Smart Accounts Dune Dashboard,PROJECT,0x701E37643DADa13DE79e66A74E7d6187FC48faD2,,75490,75961.5,48,true,48,7,10162,33397,76923,175000,175000,0,0,0,,,DEVELOPER_ECOSYSTEM
0xe2475267e00104f0095decdb6da91a6e0cc172e4fa2a336bc36b5bf3eba13fa3,HER LATAM _ Optimistas Brillando en Blockchain,PROJECT,0x72cBF736B721D5266Aca1E6BCC98C526d0ef2FE0,,21366.55,21500,48,true,48,9,2000,12913,49505,105755.285,161510.57,52393,18913,24800,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x57f808acf22f28cb2bad6dfa0e86bc36f09569d4939fc3adfc83165d1e827d8d,⚡️ TurboETH,PROJECT,0x3417aD1d79D9508912E8d7f3B9167085500b12CE,jbass.eth,49689.64,50000,47,true,47,5,25000,34938.5,120000,137500,150000,26075.508000000005,1408.47,18271.88,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x03b5b6ffac48925d3a94db18da9e93520c5faab92154362aaab8cb37b0eae8f2,Optimism Grants Council Season 4,PROJECT,0x75536CF4f01c2bFa528F5c74DdC1232Db3aF3Ee5,katiegarcia.eth,49689.64,50000,47,true,47,8,25000,70049.5,132668,191419.94,199999,378337.5,0,280250,,,COLLECTIVE_GOVERNANCE
0x023ec749b1a3ad4335595edad791b6dd5523a94817f53cba336060779471c3c8,Bankless DAO,PROJECT,0x1e3a41F770219e03649b434b4c1E07850DfCFf66,,23164.32,23309,47,true,47,8,10000,28284.5,47500,82034,150000,312125,275000,27500,,true,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xb046f206a85340c9a5fd8a2580c50a959a5e12ce83472533cf7320481836c242,Zero Knowledge Podcast,PROJECT,0x0b0E6486648FBBb8E9ab33e3ae9D0B44B6faa701,,89441.36,90000,47,true,47,4,2000,5221,15994,48312.5,73079,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x2bb6fd5bdce9bec41b0ede8c956aeeef777a3ffa14aaf953e3828c245352363e,SEED Latam,PROJECT,0x0087a081a9B430fd8f688c6ac5dD24421BfB060D,seedlatam.eth,19875.86,20000,47,true,47,7,2000,6553,69307,191419.94,450000,74793.77,461.42,55061,,,COLLECTIVE_GOVERNANCE
0xfcd835dcd49c065f771ddd79ee1a37a908645121a0a59c51738507d6c89ae06c,PatrickAlphaC,INDIVIDUAL,0x2Ee6EDf2F5f5C8550CBf99628AA26b71FC23039e,,84472.39,85000,47,true,47,4,5000,37656,72656,137500,200000,34978.51,34978.51,0,,,DEVELOPER_ECOSYSTEM
0x12f8c09e2283155c61201fcc0263c628c07a522d4681242cf91cbc954c28d4cf,Brichis,INDIVIDUAL,0x7fC80faD32Ec41fd5CfcC14EeE9C31953b6B4a8B,brichis.eth,24357.86,24510,47,true,47,9,10000,27351.5,50000,146782.475,200000,3024,0,2240,,,COLLECTIVE_GOVERNANCE
0x377e4881a89878f1086735552bb4f83d362683e86c8b2d68126eeb726bc684bb,Flipside Crypto,PROJECT,0x62a43123FE71f9764f26554b3F5017627996816a,flipsidecrypto.eth,49689.64,50000,47,true,47,7,56622,76923,115000,175000,300000,54107.56800000001,0,40079.68,61500000,false,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x198fe5e11670cd1195067815e48f7e696fe5e7bf43a1c15f9bbbdcd72442c319,Galxe,PROJECT,0x638b91852B7459BE5158646bD0FAEcB7BAC4fca2,,85313.14,85846,47,true,47,8,110667,135000,164423,198000,300000,270000,0,200000,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x88403a05838b89463ea5a2a8635d2b4c537fb2f6e7a4b939bebb60adb7dedee0,LexDAO,PROJECT,0x0D89421D6eec0A4385F95f410732186A2Ab45077,bestape.eth,79503.43,80000,45,true,46,9,8442,26086.5,75000,432989.5,1000000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xda538dc56054ec05476e152009df9af3e1947505e067b8363dd568a0d89c739d,AW House/Komorebi's Hacker House,PROJECT,0x1626Cc835842C480c1689A0A69AA419B9F761a4e,awhouse.eth,76445.53,76923,46,true,46,6,41472,76923,103915.455,150000,200000,47250,0,35000,,,DEVELOPER_ECOSYSTEM
0xef72bca84161d8ba1e471dbe58b8a3fef9cd56e697e885d78c6ec5c77e81b71a,Socket ,PROJECT,0x9ad673197E99449891C08B79d26bd541FB6856C9,,76445.53,76923,46,true,46,6,76923,120000,175000,210000,275000,675000,0,500000,10000000,false,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xd19033e89a3fcb4a7dc19baad712836f6965cf6b4efc0a40f1f0e46d23f8256c,Kwenta,PROJECT,0xC065E02D562cc390F3569305990BFD13B17eEC6B,kwenta.eth,99876.18,100500,46,true,46,7,150000,150000,240000,475000,500000,791241.5635,791241.5635,0,6910000,true,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x798b48bee9f259cdee46a8f917b3d27aadc31c2c3fcf0d4688db8d139b48f863,Optimism Español,PROJECT,0x3e4865634EC54dFF742E1a7452a456919B8e277b,,14906.89,15000,46,true,46,7,2000,5000,49505,100000,136691,61965.00000000001,0,45900,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xa9b16b1e8a17444d945256acaf74dccd451bc330f809757af9b310b90cefa883,Builder Protocol,PROJECT,0x01503DC708ce3C55017194847A07aCb679D49f47,lilac.eth,49689.64,50000,46,true,46,15,1479,30000,75000,176991,1000000,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0xa984f01496fcd682259ab15f5f02ab74eb841c30ede157e140921f3c6a1c54aa,Token Terminal,PROJECT,0xeB67e286faf667A047e435EC90107122b0bC2C01,,42987.5,43256,46,true,46,5,15000,42153.5,76923,139860,200000,35.03925,0,25.955,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x7f79282eea83f7969d81ae6254a31fc755e299c5bce901c2e241f60564159fbe,indexed.xyz,PROJECT,0x888d35cDA7a2E5DF438B75b89e567C6aC6D36Ab9,hem.lol,38223.26,38462,46,true,46,3,15582,15582,38462,47920.13,47920.13,0,0,0,,,DEVELOPER_ECOSYSTEM
0x0d0e25080679f616ff720b738c084c971d67c39a9e0a9cdec4541f011376a72d,Zuzalu,PROJECT,0x510e221C48ee37DAfc0d3802b43679Cf5d78561f,,99379.28,100000,46,true,46,3,16316,16316,31104,200000,200000,429000,429000,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xb8ab3791f36218d548c3356ec308d82d1d4479a1c93552d39c40962ad74b898c,RetroPGF Hub,PROJECT,0x6FdfD0Dee3e2aa16bA6c70B1398E640735D5C065,billy191.eth,44720.68,45000,45,true,45,8,5000,33824,66577,107673.72,200000,0,0,0,0,false,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0xd2e847d0232af51a0c83586ca0241e5326a42e4547ddb16eac2fa7b9887b741e,Solow 🐽,PROJECT,0x929e1b374FB07486c9A64570e5BDA99383f48785,solowcripto.eth,12230.61,12307,45,true,45,7,2000,5000,16884,100000,211979,27222,6000,15720,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x0056608c46c8d39fe0433671112d2b657578f801379b16e62f2e910f72406745,WhatsABI,PROJECT,0x5913c6862f3d6641cfDF16a974245f47E58d4BE2,,94410.32,95000,44,true,45,5,59836,104918,150000,678571.4286,857142.8571,55000,55000,0,,,DEVELOPER_ECOSYSTEM
0xaa5c01558feace0ee3dde7cca66d30b81b6f097f26405aa0a4e6fdc1885adf5b,Blobscan,PROJECT,0xA6505171a320AAD27da33c9514b555D3b331D235,,99379.28,100000,45,true,45,4,0,50000,100000,104535.5,109071,154016.4565,100000,40012.19,,,OP_STACK
0x11d02544f79918bd8af9755f8a14e0188db0aadfaab274c6cf0b97d3da295ec7,Bankless Academy,PROJECT,0xe1887fF140BfA9D3b45D0B2077b7471124acD242,banklessacademy.eth,24357.86,24510,45,true,45,7,10000,10000,50000,100000,128713,212979.1,44140,125066,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0xfeba07d541bf93651d4278ab2fb91f89b147e6c5d743ea29fe797958997644cf,Pyth Network,PROJECT,0xa76B661bfbAA9264F9C8335235D3958a6ACe2aba,,74534.46,75000,45,true,45,8,50000,94630.5,150000,225000,250000,54000,0,40000,,,DEVELOPER_ECOSYSTEM
0xe74dbae19350be6155c66a28b65be982bf7b1a4db210695dde5ed2f53782a315,Dapp-Learning,PROJECT,0x1F7b953113f4dFcBF56a1688529CC812865840e1,dapplearning.eth,39751.71,40000,45,true,45,8,2000,56544,100000,127258.065,250000,29195.100000000002,0,21626,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x315ab2dcbb2d8196e6c9a5a5945ca34ca210901a6f71ab103e00b253ccb73158,Superscan,PROJECT,0xb93F1e042939D58c0b6696366ca5e021DCF3650D,,64596.53,65000,45,true,45,1,76923,,76923,,76923,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x4b73a8f4d2e3bf2f6cff7ae014b13fdf8a85d0b33064127e53b81b2b7d365652,Yearn,PROJECT,0xF6411852b105042bb8bbc6Dd50C0e8F30Af63337,,99379.28,100000,45,true,45,7,77696,120000,150000,300000,325000,1350000,0,1000000,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xe8db9badf4fac5f877c2333e492f853081b559be08bdfeb0d9947076637c1318,ETH Daily (OP News),INDIVIDUAL,0xEB40A065854bd90126A4E697aeA0976BA51b2eE7,ethdaily.eth,25838.61,26000,44,true,44,7,0,10000,17200,50000,52199,4475,3800,500,,,END_USER_EXPERIENCE_AND_ADOPTION
0x013249f25537a8abdd06d367538d0eab0c9e5e8e36dde210abe1e7da8dd89c9e,LearnWeb3,PROJECT,0x0D1f2Bd5351a65a78Ac0BeF3C8fAEf643C046508,haardik.eth,49689.64,50000,44,true,44,8,25000,50000,78207.5,109645.5,371612.9,1000000,1000000,0,,,DEVELOPER_ECOSYSTEM
0x75815ccd858e6b97c6e8435e24ec66b1bc4d67c4775a81d4b49a8c58b62daf3f,Optimistic Indexer,PROJECT,0x23651C9b3Ba495f5D30867583035faCA4840870F,,99379.28,100000,44,true,44,5,30091,52545.5,100000,478571.4286,857142.8571,0,0,0,,,DEVELOPER_ECOSYSTEM
0x0a70938874b0558c1ce25ba50bb3cf18125b55a92b22171205d41a79a2680974,Blocknative | Web3 Onboard,PROJECT,0xf14613626f1287600d97cBf55AEDd924B62c2af6,,99379.28,100000,44,true,44,6,75000,100000,225000,313043,400000,0,0,0,34000000,false,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x09154033133226c880b4e0dbcf22d8e6a0e19eafe9c548787b6ec6ac92b0bc7d,blst Cryptography Library,PROJECT,0x756678bD0d2358d2198511c3adF50502fDF45597,,64596.53,65000,44,true,44,5,0,25000,50000,145320,208696,78055.9,23227,40614,,,OP_STACK
0xa3a9f7442c1e971a696a7f70f7eea524eff2a8685d279b143506a8f3cca22924,RegenScore,PROJECT,0xeCd54dB84c80f451b8dbC91ac31f6b7b900b61C0,,19875.86,20000,44,true,44,8,10000,28404.5,72153.5,77877.645,80755.29,128250.00000000001,0,95000,,,COLLECTIVE_GOVERNANCE
0xf2be22e439749a342bfe13feb107007c7f3f3ff438d869fad8befdf3169d8ee4,DAC on OP Stack,PROJECT,0xAC9ba72fb61aA7c31A95df0A8b6ebA6f41EF875e,jdetychey.eth,49689.64,50000,44,true,44,7,1647,25000,75000,200000,4285000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xb8293744bb647089c30bcee93260cef2baefefde4e2d94bac1ee7ed1516ab7cc,Gravity DAO,PROJECT,0x8E3a92f82EA855020BA714e68541192B9bd6c5B1,,27329.3,27500,44,true,44,10,10000,49505,51918.43,109938,200000,58600,10000,36000,,,COLLECTIVE_GOVERNANCE
0xfd284c78fd0dfbc9d66a2c7638601860a02990d25de2ff46365ef487c7d138ed,JiffyScan,PROJECT,0x0d3bd71c76046Ab93E8D8e9BDa58879040cB13d0,artsofbaniya.eth,74534.46,75000,44,true,44,8,20060,87500,139357.54,275000,313043,87739.20000000001,0,64992,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xb223887547f0bd1560b4e472a18da5f8733792b7e334bf8009dd36346b91a8f8,Velodrome,PROJECT,0xc6E5084b11eE98da7bDBc4F9cabf5E17bb209652,,99379.28,100000,44,true,44,10,0,100000,187500,240000,705306.12,10138500,0,7510000,0,false,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xc1e0a3e9fe552dc8e04a7b2ca5a7be55cdc9f2eece78a954074b4a739aaeda3c,NumbaNERDs,PROJECT,0x96765919BA04726C19816ade7dA30eBC084f48A1,,69565.5,70000,44,true,44,10,10000,33397,52252.5,156000,250000,101250,0,75000,0,false,COLLECTIVE_GOVERNANCE
0xf6e92ff9410d269f6e6659011dfdc4f3cbd59fee6736924bf7fb948c75ca5113,Conduit,PROJECT,0x8D3A410962b1BcEe613f4aA41718cCfe161E9756,,89441.36,90000,43,true,43,7,12472,15000,29703,93235,144804.47,0,0,0,7000000,false,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xa5a843f8a51aac49eacd6f5a69a68235e273a101da9916a73f2c5373ab827496,Optimism Guide,PROJECT,0xa83926fe58B9bEd62103b540d7eb928f64125979,,19875.86,20000,43,true,43,6,496,2000,14221,50000,69307,0,0,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x1230e13ddd6a768853da352e490b26ce145a23554359c7bb2522c0700ef5381e,Public HAUS,PROJECT,0x67243d6c3c3bDc2F59D2f74ba1949a02973a529d,boilerrat.eth,49197.71,49505,43,true,43,12,8442,35625.5,52716.5,150000,353982,2140000,2140000,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM
0xf28fd827c67ce04a26b1ecf1f938d109f56c0977d5a2f0a0a7ecb14eb3276122,Candide,PROJECT,0x56a1740878966Bc82a1d9C047E46B02533857626,,99379.28,100000,43,true,43,6,100000,120000,162500,175000,313043,384150,75000,229000,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x0ce37173aac4d925ca6434dc28b7fad840870ec6ee27bda8c7db4685cb6fd812,draper,PROJECT,0xB7A31346433430D92846f0181C55Fc506B9b22d8,draper0x.eth,89441.36,90000,43,true,43,8,0,51500,87500,137727.5,857142.8571,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xcf2976fc08ff98f124c53e66b9fdfc90a5cfedcf0980596dbe9a5e70d883ef12,Thesleeper.eth Thai OP Educator,INDIVIDUAL,0x00409fC839a2Ec2e6d12305423d37Cd011279C09,thesleeper.eth,9937.93,10000,43,true,43,5,2000,6000,28700,39851.5,50000,27514.107,0,20380.82,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xc77e8caea0ff6aa3bfcb546234f651f9c7b2486d42a326a64b0d847fe3f84afc,WTF Academy,PROJECT,0x25df6DA2f4e5C178DdFF45038378C0b08E0Bce54,wtfacademy.eth,49689.64,50000,43,true,43,7,25000,33768,100000,150000,250000,25650,0,19000,,,DEVELOPER_ECOSYSTEM
0xc69423093777bdb9ea96d3047694d4de113cc4722d9832e09bb717e570ddb941,Across Protocol,PROJECT,0x33DB27C21E0f7a2f3351A4C6DDceDFB9F713410b,brittm.eth,38223.26,38462,42,true,42,7,38462,120000,180000,200000,200000,1032802.1370000001,0,765038.62,10000000,true,END_USER_EXPERIENCE_AND_ADOPTION
0xf6c81f36041a6d90c828596ffa470e1fc4929cad6ade4242f3f8a9f37f66597e,Ultra Sound Relay,PROJECT,0xbC0E4F6BE06582e5737Aa8a26d3815aae2006bd6,,99379.28,100000,42,true,42,5,0,25000,50809,126099.5,200000,348000,348000,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xc591d19f15acefac79bddeb5e9d79e7425558c53fc87a5b3425cd1febacc8141,Optimism Resource Center,PROJECT,0x7DbdF9F2998c428Dd50c984b9C94967D1A297A0e,,19875.86,20000,42,true,42,7,2000,17519,69307,71782.48,100000,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0xd283248f9b998c566b07a1868dc87d7bed5f702f68ec23d9dd540ee359be70f2,OptiNames | ENS on Optimism 🔴,PROJECT,0x7dc20f310De2fC1B8163F27551544c52eBDB0D30,op.dev.eth,49689.64,50000,42,true,42,4,25000,37500,75000,117500,135000,28805.7295,10000,13930.17,,,END_USER_EXPERIENCE_AND_ADOPTION
0x5673d6a413d360de74d262487bdb4e70cb357c4d890af9cd62a369b1d858416b,EthereumETL,PROJECT,0x9FD0C742D81B6f08817F3eF11D09Cb4a9f54eE5f,,99379.28,100000,42,true,42,8,22648,76000.61,125000,200000,225000,53910.0615,12000,31044.49,,,DEVELOPER_ECOSYSTEM
0x0517a9d930d480d5478b6b173e54376cd03ec48d17574baadde2a6322560c7a7,Clave (formerly Opclave),PROJECT,0xcCA02de5372cB0CaAc425543487789eEF5d17fB5,ismailemin.eth,74534.46,75000,42,true,42,9,0,53159.5,100000,216848,225000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x0d545183c325a4ddc39efb4311dc9c8221d6bc0e3a0179feae2c308c5111da6d,Flexible Voting,PROJECT,0xF138f8e006947d4482458510AB701299F46c12a3,,44720.68,45000,42,true,42,9,8442,23139,75000,112500,150000,175726.41,150000,19056.6,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x5bd75a998f0c4564449fadff6ad602fd73df5d02e836d5d5369f3d6a10e567df,hildobby,INDIVIDUAL,0x09a5943a6d10919571eE2C9F63380aEA747ECA97,hildobby.eth,32298.27,32500,42,true,42,5,2495,17742,100000,180865.225,200000,42108.457500000004,0,31191.45,,,DEVELOPER_ECOSYSTEM
0x667dd1b67a216d3e7a0499dbdb6728837677cb8787a002dfd093708dc705584a,Optimism Translators,PROJECT,0x9138051E95425610Eae7a0784F9138df485fb698,,99379.28,100000,41,true,41,5,10000,22384,62208,214000,222000,115637.031,0,85657.06,0,false,END_USER_EXPERIENCE_AND_ADOPTION
0x6af5473e4db0dd86a69cb40bb73784f078e1dd2c242bad094331cde932c54daf,UseDApp,PROJECT,0x9Aaa4D68D165C8697C7055230148075b36c4e347,,99379.28,100000,41,true,41,6,89754,125000,150000,180000,400000,0,0,0,,,DEVELOPER_ECOSYSTEM
0x2af9558e4a0079a549ae741e00f2893029dd0f5fc9225e935f7295c3371e2a4f,Ethereum Lima,PROJECT,0x2f6c8F867df4E49e4Fb24741C414f315E266C21B,,19875.86,20000,41,true,41,4,2000,13806,50796.5,94303.35,112625.7,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x553a463819936d8c8f5bdd26e2c3c6eba8fca668093e1b18f388f24bc6666012,Diego,INDIVIDUAL,0xe3d8E58551d240626D50EE26FAFF2649e1EEE3cb,antidiego.eth,49689.64,50000,41,true,41,3,544,544,27717,4286000,4286000,0,0,0,,,OP_STACK
0xd7b6b4e476d072c936089b773ee57c8118d2d5011c7c70cb64a46007c1b20529,Optimism Grants Changelog,PROJECT,0x657d99Ca637fEA0c90Ac3f65719F83519f331828,,29813.79,30000,41,true,41,8,22648,26630.5,49752.5,71782.48,200000,0,0,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM
0x9f02d0fb07627df18ee7c9aced74e8f9bfb6ed4801619de380b0cde3e5a7941c,Support NERDs,PROJECT,0xF7159DEAc43C0efe1Dd50b10eFfA6299e694918D,,99379.28,100000,41,true,41,5,10000,28179,51840,160000,200000,126472.05,0,93683,0,false,END_USER_EXPERIENCE_AND_ADOPTION
0xc8c29a526ab223c3ed963b4eca6a2e462a5e7b7fa33bf443b17d17a0a60e208c,cryo,PROJECT,0x40C0BB75D745141727211338eBb4f26202C00Ef2,,49689.64,50000,41,true,41,7,22648,35000,75000,144804.47,2500000,0,0,0,,,DEVELOPER_ECOSYSTEM|OP_STACK
0xa6d7790f101a9e2efc543a623d1f362f0707f2dc570caa96ac092926fb2bedfb,Gaslite,PROJECT,0x3d4aaFbe86059d17C6263332c560f18C4F1Fec34,pop-punk.eth,49689.64,50000,41,true,41,3,499,499,50000,76923,76923,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x8edf293b0aea3ba42326168d77b100a6ef4f41bb163e5421094ff67d5f281e68,ETHBarcelona,PROJECT,0xB605745f67e8027ffe2df603b67529421c717EE8,,49689.64,50000,41,true,41,6,20376,23179,75000,100000,112625.7,7630,7630,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xaa798e8755a6003a0f337780d1ad90ba73c94dea219515c588ec10221c4aa61e,Nacion Bankless,PROJECT,0xA8F0048A0d1A04663Ca5010d0bEaC5BCAEeA0eef,cryptoreumd.eth,4968.96,5000,40,true,40,7,2000,5000,42058,64039,75000,5396.35,5395,1,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x92a87cf038d881b99443a9157cd5649fe87a9df62511aaf72c5fe659ff8ef02b,Ipsilon,PROJECT,0xF96Aa4A25fDe246d9dD498B145F52Fab0eAd29f3,,99379.28,100000,40,true,40,4,0,5081,21779.5,445269.9286,857142.8571,0,0,0,,,OP_STACK
0xa9260589617014351c0138126f203c9dbb72d5983bfd9aa48c7e312764d85097,Clique,PROJECT,0x649c2DFCA22a41D30F0ddEFEA53C4D5f4797051a,,49689.64,50000,40,true,40,7,35000,39604,120000,155000,180000,193096.8315,0,143034.69,3000000,false,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x08887fb11639636a61fda9a74730cc377d5bb7b66f68c8da13dd97f67bb4819d,The Red Guild,PROJECT,0x5cA1BEdb6DC8eb75581d19e87c7A77b54F9FC43A,,74534.46,75000,40,true,40,4,1997,38498.5,138504,257778.195,313548.39,0,0,0,,,DEVELOPER_ECOSYSTEM
0xb5386c6c0b8a2c05d49240513e2be7f96519b790a2a6037ce5fc19d318c5ff04,Token Engineering Academy,PROJECT,0x3b067Af83F540cB827825a6Ee5480441a4237E77,conectopia.eth,49689.64,50000,40,true,40,9,50000,50000,79020,102258.065,200000,232157.3585,154445,57564.71,,,END_USER_EXPERIENCE_AND_ADOPTION
0x79aaf24aab7a9cffbaffd2003b262aa452d31b5a07fb17c54021479284c564be,LXDAO,PROJECT,0xC3d7F926e57Ff06e465823b100b95408e805DfA2,lxdao.eth,27826.2,28000,40,true,40,8,10000,39752.5,65216.5,135000,150000,500000,500000,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xba60fee29d573acf227ffb4dd7bc8f44371cf226b37ce28efe413a082f23e53b,Patrick Workman,PROJECT,0x5dC70A9b884f78Ee030a8c6ad3b3b7dc10Bbe7f4,phishfood.eth,60616.89,60995.5,40,true,40,10,28000,33260,97500,200000,500000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x0240b8b7a7f5ea55e524af0552a37d087c05af579484b2e88d8a96e382b96976,webOfTrust,INDIVIDUAL,0x1de2A056508E0D0dd88A88f1f5cdf9cfa510795c,hailvitalik.eth,19875.86,20000,40,true,40,6,8442,10399,24851.5,32989,300000,9684.900000000001,0,7174,,,COLLECTIVE_GOVERNANCE
0xc994fee0c5255f0bb044f3e0e86fc18ecb6243a10189e717f3269d430a0c507c,Node Guardians,PROJECT,0x6ef87E0Aaadb2c3d07fD98a098Af5FaD0aD45811,,49689.64,50000,40,true,40,4,8442,9221,24044,56544,75000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x517fa0d1a58652b1fec28db4d4f9be287bc4d1f2fac7bac8f583de374f9534f7,Wonderland,PROJECT,0x36143ebA6D522FBe2c7884B011feA558c203856C,,57218.12,57575.5,40,true,40,5,10000,30000,50151,179348,208696,18473.5755,0,13684.13,,,DEVELOPER_ECOSYSTEM
0x8e02390fa0a94edad31224af640fa639f7d62111f05f32ea1e2746111e45a905,Lyra Finance,PROJECT,0x656b7f17933eE35058d1Beb8b6c65B580E799440,ksett.eth,99379.28,100000,40,true,40,7,125000,135000,150000,240000,300000,4050000.0000000005,0,3000000,6300000,true,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x0eb54adbc7b4564eea0b18f9270d201dde386ad9aba771dff0cc0370ca4df523,Lore,PROJECT,0x266B650F92753FD7Be17B7487C8CC3Bd05EFab8A,loredotxyz.eth,59627.57,60000,40,true,40,6,10636,23179,80961.5,150000,156522,0,0,0,6300000,false,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
