project_id,project_name,applicant_type,applicant_address,applicant_ens,award_result,median_amount_result,ballot_result,quorum_result,included_in_ballots,included_in_lists,lists_min_amount,lists_quartile_1_amount,lists_median_amount,lists_quartile_3_amount,lists_max_amount,funding_reported_total,funding_reported_usd,funding_reported_op,vc_funding,has_token,impact_category
0xc676fa16bad73be396f17d6aec821eca5740ccfb9a8547c4cc487dee82e08548,EtherScore,PROJECT,0x713A95B5923FAEe8Dc32593Ff9c0A30a3818D978,etherscoredao.eth,46223.29,46512,39,true,39,3,30000,30000,69307,76923,76923,21000,21000,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0xc7f3dfa39edf399c56c96c2c192f50e54e71faefd01a07a8b3d9e6d9471ed09c,Alloy,PROJECT,0x678bDe72881AC85ad22FF536F06673CBF97691F8,,77515.84,78000,39,true,39,4,44877,59938.5,87500,112500,125000,0,0,0,3000000,false,DEVELOPER_ECOSYSTEM
0x2d4bf185c104a0e1976fd4d96265b829218839875d671f24a3211288f9f1c2fa,Messari,PROJECT,0x47A6a1B6492B6dF811606B8294A02b4268e86dAD,,24844.82,25000,39,true,39,4,1687,36189,73807,78894.11,80865.22,25764.75,0,19085,61000000,false,END_USER_EXPERIENCE_AND_ADOPTION
0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell,PROJECT,0x60A0164463f3dC6c27e0AF42D1F64ab8BF225578,,54658.61,55000,39,true,39,5,50000,62500,85000,139423,153846,0,0,0,10000000,true,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xe481da7dcea63794d734fbbd156f0327a4b6905852d6865a5437b722c80871ab,Hats Protocol,PROJECT,0x03f7a3FD58B090Abe577651fb92Fb4789826191e,david.haberdasherlabs.eth,79503.43,80000,39,true,39,12,21746,41630,107673.72,325000,530972,10000,10000,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x641fe0827e471069d6c0d2aa3a0688393aa20c3c845da252b4c8450cdee29630,Soul Wallet,PROJECT,0xf3F527B70aF6012F328D3edE7fCd3F5F3Ca6CBA2,zengjiajun.eth,99379.28,100000,39,true,39,6,8442,75000,125000,125000,208696,27438.75,0,20325,3000000,false,END_USER_EXPERIENCE_AND_ADOPTION
0x64c29212540213b6f6e552332edc7fc08bd51680e3a748386b4b4ef0323f62db,Sphinx (formerly ChugSplash),PROJECT,0x1A3DAA6F487A480c1aD312b90FD0244871940b66,,49689.64,50000,39,true,39,6,25000,44877,110000,125000,150000,37756.32750000001,0,27967.65,,,DEVELOPER_ECOSYSTEM
0xc3606287e34909a0402a4d95c142bfc460cacdcff60474f514e4e33f653ede76,Covalent,PROJECT,0x58ba29F7b72B896c5F8faE603DaB7891106b1701,cryptso.eth,49689.64,50000,39,true,39,6,75000,75000,88461.5,150000,156250,0,0,0,5100000,true,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x67fb1aa6cf2fb9f3c2c63d9fed2b335c5e2f16241d3bb8b3070809bec87a42c4,Optimism Türkiye,PROJECT,0x47a71c373e3F407f668509c2A6BD46911162bF56,,10448.74,10514,39,true,39,4,0,1000,6257,30257,50000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x5fea22432b5b5a6f836e2d7f40372234e9a4e5d987b229cdc548d2057124cf4e,Beam Wallet LLC,PROJECT,0x982E148216E3Aa6B38f9D901eF578B5c06DD7502,,76445.53,76923,39,true,39,4,76923,95961.5,117500,164348,208696,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xa56d0018133907dbd04d4e07f18bebd9b1fcef5f3cbc8f2510d0724c35d9cea8,Ethereum Colombia,PROJECT,0xD164AF956E0f34Be07a86752fe43AE788F647531,,17888.27,18000,39,true,39,4,2000,38541.9,75823.9,90855,105146,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xe05c110f8480f685c1918cf8ebdc592f92a2012f3f40bbf8568161d665136040,Espacio Cripto,PROJECT,0xE800Bafa84F3194960d79C13169fFfba2E444dBc,espaciocripto.eth,9937.93,10000,39,true,39,6,2000,10000,29178,49505,72033,74938.5,0,55510,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x134cdf191a5a805f5069b74bff91a1e2f641053908d50ab9c2531de6baf03de1,Ponder,PROJECT,0x64Ff33b653B26edCb4644E27d3720F3C653F8371,benadamsky.eth,49689.64,50000,39,true,39,4,75000,75000,75961.5,80961.5,85000,10785,10785,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x825391e7c04751be3c9a8971ec57d1a1e9fba7f12df9e78046d3a4646b096dd9,NiceNode,PROJECT,0x9cce47E9cF12C6147c9844adBB81fE85880c4df4,nicenode.eth,74534.46,75000,39,true,39,6,0,10000,56163,100000,162905.03,139054.052,110000,21521.52,,,OP_STACK
0xe75ec593d70d62544e17643586f9742e6bb779e9562eaa8202a9a04dd6782f85,ETHSafari 2023,PROJECT,0x8d8087ffD46338cA8b08175a8C3cE25CaA67e171,,82229.9,82743.5,38,true,38,3,136691,136691,192112,225251.4,225251.4,76585.22,76585.22,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xb9dc69169ecedba49d6e8c75ca7a115cb62ed8f59032454605a4ac12180f94c1,Andrew Hong (ilemi),INDIVIDUAL,0x2Ae8c972fB2E6c00ddED8986E2dc672ED190DA06,ilemi.eth,27544.96,27717,37,true,38,5,10000,18858.5,28969,73960.065,100000,12960,0,9600,,,DEVELOPER_ECOSYSTEM
0x31e6a151a738d9175f93bd96c5578b71f66475ddbd341b5da69ce5ddb2ad7bfc,Mechanism Institute,PROJECT,0x4cd6B4503d02973D78CFF59C9C56f5F378688274,,27329.3,27500,38,true,38,9,10000,36629.5,69307,161510.57,200000,83000,83000,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM
0xd9a704d14fcf56e7d17b8a35f10e436fb4082d4c9bd7dbae254c59dd3e60a291,T2LATAM ,PROJECT,0x2C2fC22575f5eFF9e4311708eABedA2791957c85,,9937.93,10000,38,true,38,5,2000,6000,16884,50301,52994,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x625af78742d214ddceb8fdc2fb992333579e3787b1b270e940e82ff44f261ea3,Jessy's Hacker House,PROJECT,0xc7FE1135Ba71e03a7a6b9E1dDB8f653f143bdCF9,0xjepsen.eth,54049.41,54387,38,true,38,4,8125,31256,68690.5,191664.6,300335.2,400000,400000,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x1fe1cb0ecbc5bf8e3ca770babf4404e0f28da2e08dc17d71fffe6b9a627ee6de,The Opimist ,PROJECT,0x03143EE031AA7bD7b6846750d066A27f18D39edd,,38223.26,38462,38,true,38,5,10000,15000,38462,60485,73079,29687.550000000003,3750,19213,,,END_USER_EXPERIENCE_AND_ADOPTION
0x64f7a2367e5de2ebdcadd967385bc304f0221568276247dae792e86d608b402a,Arbiter,PROJECT,0xB3350C168Cc9B62bd099c1732830B6Bc09bF3343,,52174.12,52500,38,true,38,6,25000,75000,82377,96536.31,125000,100000,100000,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xe43e48a485bb7d86311ec9af48c8dff4af695fc9b783943388e14801a0f8915b,Launchcaster,PROJECT,0xD0DA14f46595850627bcDB19060bdFb0F4Cc5E8f,launchcaster.eth,38223.26,38462,38,true,38,3,38462,38462,100000,1000000,1000000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x9ae606d30dc33cdb405ea16e48fd055ba496a088cd4cc7efec488db659a296d2,StreamETH,PROJECT,0xA93950A195877F4eBC8A4aF3F6Ce2a109404b575,pablov.eth,99379.28,100000,38,true,38,4,75000,100000,146969.275,513040.7036,857142.8571,68125,68125,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x884d2033ce97d63efc7524f104572d0cae1d1ca48491a3774c26ccd922a15f5b,Blockhead: track/visualize/explore all of crypto/DeFi/web3 in ONE interface!,PROJECT,0xDA22919e01E249Ba4c96DbA46beE29E4981835FC,darrylyeo.eth,38223.26,38462,38,true,38,6,10162,38462,60148.5,75000,100000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x176d93beb29316e51b21e42cc1d49ef0867b37bda258b06ba410a3043fee7df5,Sushi,PROJECT,0xE5732B7695F06b9080109B10dec0856e1b801c15,glaciercrypto.eth,99379.28,100000,38,true,38,8,30000,85000,150000,300000,575000,680400,0,504000,,,END_USER_EXPERIENCE_AND_ADOPTION
0xc6aefba00febddc9d0c0e0c35619ef05265c805e0fe304ce4bf5ca53a6f80d09,DeFi Africa,PROJECT,0xd952010BAFcAdB7a2052EE697C883A0565A8c01E,,18429.39,18544.5,38,true,38,4,2000,12044.5,37194.5,95827.42,139354.84,1400,1400,0,,,DEVELOPER_ECOSYSTEM
0x6f6e00c81aeb5d79b12ca07b1e301e64da9d17be6300d9d7f5008ceefdeac7ca,GasHawk,PROJECT,0xC1FDB60CFB2FbbD6EDc9b445D9B508Da2dBF2c9b,hannum.eth,44720.68,45000,38,true,38,5,16884,30942,70212,127174,150000,68223.5595,0,50535.97,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x23eed6d72357cda3ebfe45d46539200b47f97d63f5c6c8685d5f910a94cbdb77,EthereansOS,PROJECT,0x8f1F29a0007b01d721D4E04da4180249041f88f4,,16894.48,17000,38,true,38,7,965,10000,25000,75000,150000,8086.716,0,5990.16,0,false,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x74332149d2712aaf8639acfcc5de8aaad60365f28b5348896a8a3a174163d98a,Interface,PROJECT,0x3b5359709945587Af3d800aA174B3E2dDc92d38d,interfacelabs.eth,38223.26,38462,38,true,38,3,10439,10439,38462,94225,94225,0,0,0,1400000,false,END_USER_EXPERIENCE_AND_ADOPTION
0x3a6d7fdd39d0752fc14a0127b0ad5e5700c701ee7f359214121069e899969c58,SpaghettETH,PROJECT,0xC3F6e18b429b6BAf1bD31B1E504aee7827C7AAb5,matlemad.eth,19875.86,20000,37,true,37,5,2000,32104,75000,96876.35,112625.7,0,0,0,,,DEVELOPER_ECOSYSTEM
0xf7c02a1b2ca36e04e1c42ec8238a3d18ee6952aa6055f64cc832fbc45a4213d1,TechNERD Program,PROJECT,0x5EfF4B8c042AA6003cBDA6E32C4aA23657d3b6AF,,50461.82,50777,37,true,37,4,25000,32500,45392,62892,75000,22680,0,16800,0,false,DEVELOPER_ECOSYSTEM
0xde31ec6552239160f9a6e7297ab01f4bdf4c176a7230bf06ac282e2e46add674,Public Nouns,PROJECT,0x56D579a23C2D37D1E42923858Ce33856dF0Ae5dB,pnops.eth,49689.64,50000,37,true,37,7,22173,50000,75000,75000,86537,959,959,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xf48c8f1be7eecbf735c46a7d49cea0a493de50bfac64b4e1da5082a2e73bf24a,raho & tnorm,INDIVIDUAL,0x842bB1bb84CC8A3D6277b0ff9729d22D55E9C50B,,17189.63,17297,37,true,37,9,10000,10000,26391,143564.95,200000,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0xbff2ae300da0871d1241325f143822c7281690f37d84ccdefd4f8b5d3d6be304,WASD,PROJECT,0xd2447C080C75205C91410AbBC11807eEB60Ac98a,,74534.46,75000,37,true,37,4,6532,9942.5,45138,138461.5,200000,100,100,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x09cf4d12f221b02800975408200f32b18b428c08f6796199f2b9b4a54fe86bc7,Eventcaster,PROJECT,0x538527f3602acaD78596F17B422Fcf5613Af1409,mattkoch.eth,24844.82,25000,37,true,37,3,14000,14000,38462,75000,75000,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x8af099c741d009e71850d3a9570e2672078ad7ca5b3ee391a7d4a0b75f845be4,abi-to-sol,PROJECT,0xefef50EbACd8DA3c13932ac204361B704Eb8292C,gnidan.eth,58132.41,58495.5,36,true,36,4,16652,20798.5,49972.5,87500,100000,0,0,0,,,DEVELOPER_ECOSYSTEM
0xbac29b5be9a91892eae39f804c408fe66bf8b4772710f35a475eae07d1967a6b,ShapeShift DAO,PROJECT,0x901a3507Deb114093B18e23b3Ad12F0d6Cbb8df1,,59627.57,60000,36,true,36,9,45000,55000,77607,200000,300000,0,0,0,,true,END_USER_EXPERIENCE_AND_ADOPTION
0x655147f840bb857c98d0a6841d40c43a0d1359aa79843c46e8e15b9f8cafd6eb,Sonne Finance ,PROJECT,0x40Bd6e764DBc5C7268aaC775D8978881B16221F1,thorafinance.eth,81987.91,82500,36,true,36,4,120000,135000,152500,190000,225000,135000,0,100000,,true,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x34f3abc13da15fc697abc16701dfafb2896c7a063a80959b997c5c3218b24523,grapebaba,PROJECT,0x56EdF679B0C80D528E17c5Ffe514dc9a1b254b9c,grapebaba.eth,62608.95,63000,36,true,36,4,27717,28343,443055.9286,2571571.429,4286000,33990,240,25000,,,OP_STACK
0xb4e6f65da9c95c3bf4e2113fdb1faf843d024f558734e882fcf4c64c95c043fa,Kairos Research,PROJECT,0x6D465d2081b799770d0Ce7E755d8dB1665903fFB,ariiellus.eth,17333.73,17442,36,true,36,5,2000,2927.5,16884,73824,125000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xf3556b88ce615a95656a66b816dccd3aafa786e47905a2bf5f40af726c481ebd,Secureum,PROJECT,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,rajeev.eth,99379.28,100000,36,true,36,4,25392,50196,99656.5,166672.63,209032.26,14000,14000,0,,,DEVELOPER_ECOSYSTEM|OP_STACK
0x0acc8d164a8084029652743eb5a4d6e624ee9f2b18c5fe77ac3f0dcb9160b28d,Baseswap,PROJECT,0x2BA3c3e9D61C776b415ECCd753133dEF6737770A,,24844.82,25000,36,true,36,3,5000,5000,50000,76923,76923,0,0,0,,true,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xad1dd3ce07f04ed555f84a28aa95421353a89a7eb14145fd4b4239d44b4aeaef,Coop Records Music,PROJECT,0x512b55b00d744fC2eDB8474f223a7498c3e5a7ce,cooprecsmusic.eth,51677.23,52000,36,true,36,3,10839,10839,18873,76923,76923,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0xe51d0e1c3aab90e21468e3764fab7c9eb69645432dd5ca4a7cba91f3ed156bc4,Web3bridge,PROJECT,0x067ca205aaF09A8B724Cadd2f70A38f9AF2d150A,thatnaijaguy.eth,28819.99,29000,36,true,36,3,2000,2000,25392,209032.26,209032.26,50000,50000,0,,,DEVELOPER_ECOSYSTEM
0xb0f319e13cdddf0cb23344062d1e445a0c0f005e9d44a93692838438a5ee0c3b,Holonym,PROJECT,0x33359285F30E7B3386dE70ca500F4fe27853765B,ltd.opscientia.eth,64596.53,65000,36,true,36,5,50000,87500,150000,150000,150000,70000,70000,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x1189ec9f3fefecc6f06cc85b2ee87798bb78c54f541d8da5e29390ae8fa5bc2d,VitaDAO,PROJECT,0x3F04DcF85FC1d34Bd32a4fA92CA7180148989Bd6,vitalian.eth,22116.86,22255,36,true,36,6,749,10000,30356.5,70000,85000,0,0,0,4100000,true,COLLECTIVE_GOVERNANCE
0x03ace8762fad52f1c0aa3e629bd7eb2a9e8de3ea807ab5878fa7789ceb7028f3,Greg's Farcaster Projects,INDIVIDUAL,0x179A862703a4adfb29896552DF9e307980D19285,gregskril.eth,49689.64,50000,36,true,36,4,20060,47530,80000,92500,100000,15000,15000,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x5e78ac7cb417bb9a6f96e126cd442468d925bf0be07547bbdf089bb07fde9b79,Giveth Web3 House,PROJECT,0xB6989F472Bef8931e6Ca882b1f875539b7D5DA19,,49689.64,50000,36,true,36,5,38423,54211.5,70000,152583.8,155000,85337,85337,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x50a46b0a2eb26fc734d5429337e6446d068451fb903c86b1dfc79bef41eebaee,Inbest Program,PROJECT,0x0263E43c0dE253a0fe354b60d35D2855c514a887,inbestprogram.eth,9937.93,10000,36,true,36,6,2000,10000,19851.5,31544,38423,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x2baa369e4449595c51759fa9a5b71e3e016b108b6baac6a0b815874a898eade5,Impersonator,PROJECT,0x63A556c75443b176b5A4078e929e38bEb37a1ff2,apoorv.eth,72511.1,72964,36,true,36,4,30928,52964,75000,115761,156522,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x2995531e6e01e3772d20be68e015d8e9c9c1d88579054fea65ed6e98c47c069c,RoOptimism,PROJECT,0xb62E762Af637b49Eb4870BCe8fE21bffF189e495,,4968.96,5000,35,true,35,5,2000,3500,49505,66657.5,83315,0,0,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xd27984d196342b49f7e3019510482e2dab1a80d9b3e1b292a5dcf60134dce7b8,Odos,PROJECT,0x6De9109a2333845A15ddE1f2F0c020b37421e1f5,,49689.64,50000,35,true,35,3,10000,10000,50000,76923,76923,3535.9065000000005,0,2619.19,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x8afe332e8f4c42d4df6e92389c13e0e1b3a43369655761e4f17af9c50975ba18,Decent.xyz,PROJECT,0xBAfb15bF152365bd344639b6eDe5Dec09d5Ba64E,willcollier.eth,56637.25,56991,35,true,35,8,37746,57518,95961.5,135000,1000000,30000,30000,0,9500000,false,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x4aacfc3a0bb32ae4204d79ebe4c9935431264016e1f11f7d6c7e5ad5988330bb,EZKL,PROJECT,0x535baE5D2b5C41D186a9A9983904BCFab4732836,jasonmorton.eth,49689.64,50000,35,true,35,4,30091,40045.5,62500,100000,125000,14000,14000,0,,,DEVELOPER_ECOSYSTEM
0xfb0a12ec6c8fbfc68bd70d0a5c76fc285ff849fc7f4347674ceee82afe123608,Optimism University,INDIVIDUAL,0x5794e3BA7391b2b9806B738b20c3F2099e16Dd5d,dodao-academy.eth,19875.86,20000,35,true,35,6,5000,11902,44653.5,92740,100000,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xd366e1bdec99b048ef89c5162522c7b520cb0ac87cfe20c806f2091072044aec,Eth-Volcano,PROJECT,0x5a039c597251fCbB574101Fc510a1759cc6871aF,,14906.89,15000,35,true,35,4,2000,8944,20750,50347.9,75083.8,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xb77dba2c57ae730d73a32f05ed1e4e606d7028084345c5bc295f12d5048c5fc8,RetroPGF Community,PROJECT,0x6eb78c56F639b3d161456e9f893c8e8aD9d754F0,anamarijab.eth,49689.64,50000,35,true,35,5,10000,24999.5,67945,200000,200000,0,0,0,,,END_USER_EXPERIENCE_AND_ADOPTION
0x30424023f5c627b2db7a76c4ebcce97561e7f7ec66b1a0e7c1c8f06e06a1c62b,Superchain Eco,PROJECT,0x5eE94B80d60880f25048b61588d8CB23C79AA3Ae,,29813.79,30000,35,true,35,6,10000,16884,32853,66243,69307,0,0,0,,,COLLECTIVE_GOVERNANCE|DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x4fa4c7e69725d373c6c010ae9a56e26857a72d5797d8575eb4c7210a31bffbea,go-ethereum-hdwallet,PROJECT,0xfb74103029aB113E00Df470c42CAfEd4c8aBe86E,,49689.64,50000,35,true,35,2,25000,25000,116848,208696,208696,0,0,0,,,OP_STACK
0x2da0a205208f0703f3b53ee3b8a1e385d587a8c79768521ff1d088d34356a7a1,Airstack,PROJECT,0xeaf55242a90bb3289dB8184772b0B98562053559,betashop.eth,47956.47,48256,34,true,34,3,40121,40121,76923,100000,100000,0,0,0,10000000,false,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0xaf08029a3c0accb045830a66a63d8d500d21c662f5147150bc4e908869b99fbc,MetricsDAO,PROJECT,0xa0F00e59ef57D82449ACcB05b9512A47b264374b,mar1na.eth,26709.18,26876,34,true,34,8,2000,23373,60215.075,75000,100000,462000,462000,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x91411a9f53cb3d0d36f4dc6394d6d6aea81e12d9ecef2ac2225af3f9fe6d3d07,Hardhat Tracer,PROJECT,0xf51C53b2C184Aa43A7d24aA4f0Cf13D0e8b56c51,zemse.eth,66145.36,66558.5,34,true,34,5,58282,66558.5,100000,165000,180000,10000,10000,0,,,DEVELOPER_ECOSYSTEM
0x8e62c9b3dcb09648c017fd3322d1ad7e5a8a1e9efc9cc38b5b3a432fa4a8db54,OptimismArabia,PROJECT,0x6e4E55A49a8C8938BD8D8668E18DE95962740Fe1,,4968.96,5000,34,true,34,3,2000,2000,5000,49505,49505,7185.618000000001,0,5322.68,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x0f374141f63fadb67585ea00af986b0cce7fadacc91568cb52e3faaecc3db7a2,Cryptoversidad,PROJECT,0x281BA4E9B7e28982d6CB53EE3836865f1453e12F,cryptoversidad.eth,14906.89,15000,34,true,34,3,2000,2000,66243,83315,83315,74250,0,55000,,,END_USER_EXPERIENCE_AND_ADOPTION
0x35410b3bbfeec0b4474cf36141da039eaa8bdeea6c619ac4efa2095c934131da,Faina,INDIVIDUAL,0x7a48A728d9Fd2d5a55c545c4378E5bA909349E90,faina.eth,27329.3,27500,34,true,34,4,25000,37500,50000,100000,150000,34300.098,0,25407.48,,,DEVELOPER_ECOSYSTEM
0xc666c3ec5d303fd37605cfed32f7233e734a307c495893c11f63749dc73e49d9,Retrolist | RetroPGF Rubric-based List Creation UI,PROJECT,0x73F4e6132Cd9E4a3945d9CA6E98e5985BBe16d2D,,49689.64,50000,34,true,34,6,8982,33260,41636.5,65000,120000,0,0,0,0,false,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x6414f98253234460bc3783f0ad377c47d96d354c49d428ac992524f71cf7da37,Upnode Deploy | OP Stack Deployment UI,PROJECT,0x2813a5B046909e5FC42a657b8e0dd9BAbFED18e7,,62112.05,62500,34,true,34,6,15582,75000,87500,100000,108603.35,40500,0,30000,,,DEVELOPER_ECOSYSTEM|OP_STACK
0xa9c293993eca8f9b128c0a5d1eb821b5680b8fa736cd8bec4d8058ee3707821b,ODTU Blockchain,PROJECT,0x07fA3338a53CFAA1911A255F0c3054E800873e77,,9937.93,10000,34,true,34,4,0,1000,6257,24468.5,38423,0,0,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION
0x49fdb9c842a1295fd27af6adfca0941414c3b7f6e69aa056bb9418a9a629c2eb,Protofire Blockchain Learning Path,PROJECT,0x5fC34D03cFdf145Db5f3c5B5558e39a4164AAa30,,19875.86,20000,34,true,34,7,1492,5000,75000,225000,300000,0,0,0,,,DEVELOPER_ECOSYSTEM
0x8e286bc38bb979df225229c751673d577edf1d2277e28dcdbc61246ae82dd2cb,Proof of Integrity,PROJECT,0xf21b24E6D87C7e5dEC3e419551829F6B39dBB807,tomerston.eth,19305.92,19426.5,34,true,34,4,8442,9221,18852.5,47679.5,67654,144238.60499999998,123000,15732.3,,,END_USER_EXPERIENCE_AND_ADOPTION
0xae4aa2fec8bda8568083e9f482cd0a08c278959582fd6776ea1e55230a2a487a,CryptoStats & CryptoFees.info,PROJECT,0x69aa21403244889832609963B0028e337a834953,cryptostats.eth,35451.08,35672.5,34,true,34,4,20324,32810.5,60148.5,77932.61,80865.22,52446.447,27405,18549.22,,,END_USER_EXPERIENCE_AND_ADOPTION
0xa94487a5ed3b3cfd1d9c2ae647f359ec7537ce1f23751d1b069bcf2a651858ed,Gadgeteer (nanobro),INDIVIDUAL,0x22e2f326FE5A1d07E1214EB1C08346Fd816E8375,nanobro.eth,14906.89,15000,34,true,34,3,15000,15000,29703,70312,70312,0,0,0,0,false,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x50565b1e518ab91b14ef50fdab91a63623fb5951e96c18918e36be5aeb6fd297,Kiwi News,PROJECT,0xee324c588ceF1BF1c1360883E4318834af66366d,timdaub.eth,28318.13,28495,33,true,33,8,10000,11110.5,54384,120000,150000,12817.15,12817.15,0,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x0c8b2527c29dee98b481017068e914279edf1a67c32f8670474b8bc376acd2b6,Republik Rupiah,PROJECT,0x88844185FA124f6F620578AfC57037eBEDaAb840,,14906.89,15000,33,true,33,5,2000,8500,27571,40412,49505,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x709b9997ca752016352dd68ed316bf912105a1a476c25c44cbf1809686fa8bbc,anotherblock,PROJECT,0xD8A7d1E1e7e7B35280001180a95e5013E54d1310,anotherblock.eth,49689.64,50000,33,true,33,5,13353,26272,52174,80961.5,85000,20250,0,15000,4350000,false,END_USER_EXPERIENCE_AND_ADOPTION
0x4d45e9d995034cd82f32898d4d0651e83be2735f87b8783dc24518cb6525a1a4,Synapse DAO,PROJECT,0x60d0edb6e40cd6BF0b1DFc90C58bA0D3Ed0C9A2d,,49689.64,50000,33,true,33,2,76923,76923,98461.5,120000,120000,1350000,0,1000000,,,DEVELOPER_ECOSYSTEM|END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0x60f9485a7773d0b6dfc5a250e5c724fb5bb9cc6f77ad3920204286f347f59ffc,Attest Fest,PROJECT,0xDAb4775a4408D88B4C0bf6afc657985e2F1313f3,,22857.24,23000,33,true,33,4,10000,19851.5,39851.5,60000,70000,0,0,0,,,COLLECTIVE_GOVERNANCE|END_USER_EXPERIENCE_AND_ADOPTION
0x7d76018d1a4bf0867c24bbdc5d3d3665928909911e6ec2cbe191e9b00f92ae36,The Noun Square Media Collective,PROJECT,0x5D802e2Fe48392c104Ce0401C7ECa8a4456f1F16,toadyhawk.eth,49689.64,50000,33,true,33,6,10000,35426,95881,750000,750000,3900,3900,0,,,END_USER_EXPERIENCE_AND_ADOPTION|OP_STACK
0xd06e2d03da9fd53c32acf2de3762498f40b4c64bc9982de571d638605e8db73e,Bankless Africa,PROJECT,0x74021a7599CF772275c6d5699Fb681bEeB0d7AA8,,14906.89,15000,33,true,33,3,2000,2000,12800,31544,31544,14175,0,10500,,,END_USER_EXPERIENCE_AND_ADOPTION
