"Txhash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","TokenValue","USDValueDayOfTx","ContractAddress","TokenName","TokenSymbol"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x643aa0a61eadcc9cc202d1915d942d35d005400c","11,801","$11,810.70","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xa380339b85f7f4ba5d5640bcf2c75fdcb4d4cdfa","907.8","$908.55","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x1f5d295778796a8b9f29600a585ab73d452acb1c","4,690.1","$4,693.96","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xca27c5813c314586434512ab139cad96f6b71750","4,690.1","$4,693.96","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xca85460d23bfb2e0079bab5aac84921d9d0762a4","3,752.1","$3,755.19","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x368b87eab8f92737deb64bea7fcf1bd0e4b16aa4","3,328.5","$3,331.24","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xa565ea02caef7d1b6b5b919f3fcf829647ed50dd","7,897.6","$7,904.09","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x1937d2fd3dafa2ca090682e37c037047d2f06c55","6,808.3","$6,813.90","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xec8e47e050a122970cbb4baf44413f3f070b543d","1,785.3","$1,786.77","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x0442a9abbc93058a873c371f21cc366338254a88","1,724.8","$1,726.22","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x4d88535301f606c534531415b8a7b3c5675c1fa3","2,178.6","$2,180.39","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x0298f4332e3857631385b39766325058a93e249f","3,298.2","$3,300.91","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x5b97571b850a292d242d4957359c53c36701280f","7,655.5","$7,661.80","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x6d465d2081b799770d0ce7e755d8db1665903ffb","1,815.5","$1,816.99","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xcea49b9e29c46ec2ea805329dd3e546af7f283eb","1,634","$1,635.34","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x0b7246ef74ca7b37fdc3d15be4f0b49876622f95","5,325.6","$5,329.98","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xe17523edaec99138335a4dcde1d2b3d59df15453","605.2","$605.70","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x8da48e5846c06b558970acd42edc7da8799481e4","484.1","$484.50","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xf1b05f78940d774aabfb6fcae1ec883d04036ab7","2,178.6","$2,180.39","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x0d89421d6eec0a4385f95f410732186a2ab45077","1,482.7","$1,483.92","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x7853eabb6cfa980ebfd27e3f77e69590ea53c0b7","6,808.3","$6,813.90","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x29e46015ccfe13cfe8dc96d75760a6290df311ee","1,694.5","$1,695.89","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x4b7c0da1c299ce824f55a0190efb13663442fa2c","332.8","$333.07","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xf6ce0526e8ee666441b7f5f0ebb78704f4c09746","3,056.2","$3,058.71","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x4e3d9399c28c724293dd545225ec843ac4c9e953","14,373","$14,384.82","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x5c04e7808455ee0e22c2773328c151d0dd79dc62","4,206","$4,209.46","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xc9d09ba972b4eb6bb7347f2229fb6d50434ffca6","9,198.7","$9,206.26","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x7568b4c67145594d8c3a04c88308aa26186d2896","1,906.3","$1,907.87","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xd39d6d3f7433a0cabd90c0ea74d76da29b718314","6,112.3","$6,117.33","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x44f00c29a0b8514d017ac20fbdb0aa5078b860ce","8,654.1","$8,661.22","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xc4d286963cded90e479f82495d75b739e1d831b1","786.7","$787.35","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x7ecc1d4936a973ec3b153c0c713e0f71c59abf53","3,116.7","$3,119.26","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x4df83971f6f1bfd8d33a2e79584bdfde75f4df60","1,452.4","$1,453.59","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x69aa21403244889832609963b0028e337a834953","1,270.9","$1,271.95","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xefedaf9c07e6eb56bb8f82f30018e4461b1c5f4c","1,876.1","$1,877.64","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xc34ad4a95adcd9021182fd5607ed822db738e7c4","2,239.2","$2,241.04","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x2619c649d98ddddbb0b218823354fe1d41bf5ce0","4,145.5","$4,148.91","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x9151e20ec7f2d89d78c92b9edd86dfafb664e985","1,664.2","$1,665.57","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xcfbd9f6e88dcf93a7c409756013b342858c30a31","393.4","$393.72","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x80d63799b1e08a80f73fb7a83264b5c31600bf3a","6,021.5","$6,026.45","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xb352bb4e2a4f27683435f153a259f1b207218b1b","10,530.1","$10,538.76","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x15c6ac4cf1b5e49c44332fb0a1043ccab19db80a","2,662.8","$2,664.99","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xff2abef3af9655d96da983916e066134adea6390","4,327","$4,330.56","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xb53b0255895c4f9e3a185e484e5b674bccfbc076","11,286.6","$11,295.88","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x09479f367332f8f54e38e6415f3892b10bd7bb64","2,693.1","$2,695.31","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x1702fc183e6ad12138cf768dae7717bd48c3a48e","4,538.9","$4,542.63","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0x09ca8b48a2b4d468dac43806751e2e3a1fc08a31","1,422.2","$1,423.37","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0x21a742d2eb190d75583e125caa6ccd250b63718c691d86d157823d44068326b5","16936114","1680131399","2023-03-29 23:09:59","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","0xdf950b945a70d34bb3ff47075b744116b526b193","2,632.5","$2,634.66","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
"0xa868285e8a6b5f05b02ef081995afc3a6dacbfc10c86a5b904f4993eb36b89af","18738121","1701997139","2023-12-08 00:58:59","0x7568b4c67145594d8c3a04c88308aa26186d2896","0xafe5f7a1d1c173b311047cdc93729013ad03de0c","1,906.3","$1,905.12","0x6b175474e89094c44da98b954eedeac495271d0f","Dai Stablecoin","DAI"
