package_name,dependency_github_url,package_source,min_version,max_version
@babel/plugin-transform-private-property-in-object,https://github.com/babel/babel,NPM,7.22.0,8.0.0-alpha.17
@babel/plugin-transform-property-literals,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-react-constant-elements,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-react-display-name,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-react-jsx,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-react-jsx-development,https://github.com/babel/babel,NPM,7.9.0,8.0.0-alpha.17
@babel/plugin-transform-react-jsx-self,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-react-jsx-source,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-react-pure-annotations,https://github.com/babel/babel,NPM,7.10.0,8.0.0-alpha.17
@babel/plugin-transform-regenerator,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-regexp-modifiers,https://github.com/babel/babel,NPM,7.26.0,8.0.0-alpha.17
@babel/plugin-transform-reserved-words,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-runtime,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-shorthand-properties,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-spread,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-sticky-regex,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-template-literals,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-typeof-symbol,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-typescript,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-unicode-escapes,https://github.com/babel/babel,NPM,7.10.0,8.0.0-alpha.17
@babel/plugin-transform-unicode-property-regex,https://github.com/babel/babel,NPM,7.22.0,8.0.0-alpha.17
@babel/plugin-transform-unicode-regex,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/plugin-transform-unicode-sets-regex,https://github.com/babel/babel,NPM,7.22.0,8.0.0-alpha.17
@babel/polyfill,https://github.com/babel/babel,NPM,7.0.0-beta.4,7.12.1
@babel/preset-env,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/preset-es2015,https://github.com/babel/babel,NPM,7.0.0-beta.4,7.0.0-beta.53
@babel/preset-es2017,https://github.com/babel/babel,NPM,7.0.0-beta.4,7.0.0-beta.53
@babel/preset-modules,https://github.com/babel/preset-modules,NPM,0.0.1,0.1.6
@babel/preset-react,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/preset-stage-0,https://github.com/babel/babel,NPM,7.0.0-beta.4,7.8.3
@babel/preset-typescript,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/register,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/regjsgen,https://github.com/bnjmnt4n/regjsgen,NPM,0.8.0,0.8.0
@babel/runtime,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/runtime-corejs3,https://github.com/babel/babel,NPM,7.4.0,8.0.0-alpha.17
@babel/template,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/traverse,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@babel/types,https://github.com/babel/babel,NPM,7.0.0-beta.4,8.0.0-alpha.17
@balena/dockerignore,https://github.com/balena-io-modules/dockerignore,NPM,0.0.6-changelog-resinci-yml-05200b7d7625f7ddd62f368d0e725d3ec3f2eaaa,1.0.2
@bcoe/v8-coverage,https://github.com/bcoe/v8-coverage,NPM,1.0.2,1.0.2
@biomejs/biome,https://github.com/biomejs/biome,NPM,0.1.0-nightly.54e85a2,2.0.0-beta.3
@biomejs/cli-darwin-arm64,https://github.com/biomejs/biome,NPM,0.1.0-nightly.7b90623,2.0.0-beta.3
@biomejs/cli-darwin-x64,https://github.com/biomejs/biome,NPM,0.1.0-nightly.7b90623,2.0.0-beta.3
@biomejs/cli-linux-arm64,https://github.com/biomejs/biome,NPM,0.1.0-nightly.7b90623,2.0.0-beta.3
@biomejs/cli-linux-arm64-musl,https://github.com/biomejs/biome,NPM,1.4.1-nightly.22dd4e1,2.0.0-beta.3
@biomejs/cli-linux-x64,https://github.com/biomejs/biome,NPM,0.1.0-nightly.7b90623,2.0.0-beta.3
@biomejs/cli-linux-x64-musl,https://github.com/biomejs/biome,NPM,1.4.1-nightly.22dd4e1,2.0.0-beta.3
@biomejs/cli-win32-arm64,https://github.com/biomejs/biome,NPM,0.1.0-nightly.7b90623,2.0.0-beta.3
@biomejs/cli-win32-x64,https://github.com/biomejs/biome,NPM,0.1.0-nightly.7b90623,2.0.0-beta.3
@braintree/sanitize-url,https://github.com/braintree/sanitize-url,NPM,1.0.0,7.1.1
@builder.io/partytown,https://github.com/builderio/partytown,NPM,0.0.1,0.10.3
@bundled-es-modules/cookie,https://github.com/bundled-es-modules/cookie,NPM,1.0.0,2.0.1
@bundled-es-modules/tough-cookie,https://github.com/bundled-es-modules/tough-cookie,NPM,0.1.0,0.1.6
@bytecodealliance/preview2-shim,https://github.com/bytecodealliance/jco,NPM,0.0.1,0.17.2
@cbor-extract/cbor-extract-darwin-arm64,https://github.com/kriszyp/cbor-extract,NPM,2.0.0,2.2.0
@chainsafe/as-chacha20poly1305,https://github.com/chainsafe/as-chacha20poly1305,NPM,0.1.0,0.1.0
@chainsafe/as-sha256,https://github.com/chainsafe/ssz,NPM,0.6.0,1.1.0
@chainsafe/benchmark,https://github.com/chainsafe/benchmark,NPM,2.0.0,2.0.1
@chainsafe/biomejs-config,https://github.com/chainsafe/biomejs-config,NPM,0.1.0,0.1.2
@chainsafe/bls-hd-key,https://github.com/chainsafe/bls-hd-key,NPM,0.0.1,0.3.0
@chainsafe/bls-keygen,https://github.com/chainsafe/bls-keygen,NPM,0.0.1,0.4.0
@chainsafe/bls-keystore,https://github.com/chainsafe/bls-keystore,NPM,1.0.0-beta7,3.0.1
@chainsafe/blst,https://github.com/chainsafe/blst-ts,NPM,0.1.0,2.2.0
@chainsafe/blst-darwin-arm64,https://github.com/chainsafe/blst-ts,NPM,2.0.1,2.2.0
@chainsafe/blst-darwin-x64,https://github.com/chainsafe/blst-ts,NPM,2.0.1,2.2.0
@chainsafe/blst-linux-arm64-gnu,https://github.com/chainsafe/blst-ts,NPM,2.0.1,2.2.0
@chainsafe/blst-linux-arm64-musl,https://github.com/chainsafe/blst-ts,NPM,2.0.3,2.2.0
@chainsafe/blst-linux-x64-gnu,https://github.com/chainsafe/blst-ts,NPM,2.0.1,2.2.0
@chainsafe/blst-linux-x64-musl,https://github.com/chainsafe/blst-ts,NPM,2.0.3,2.2.0
@chainsafe/blst-win32-x64-msvc,https://github.com/chainsafe/blst-ts,NPM,2.0.1,2.2.0
@chainsafe/discv5,https://github.com/chainsafe/discv5,NPM,0.1.0,11.0.2
@chainsafe/enr,https://github.com/chainsafe/discv5,NPM,1.0.0,5.0.1
@chainsafe/fast-crc32c,https://github.com/chainsafe/node-fast-crc32c,NPM,4.0.0,4.2.0
@chainsafe/hashtree,https://github.com/chainsafe/hashtree-js,NPM,1.0.0,1.0.1
@chainsafe/hashtree-darwin-arm64,https://github.com/chainsafe/hashtree-js,NPM,1.0.0,1.0.1
@chainsafe/hashtree-linux-arm64-gnu,https://github.com/chainsafe/hashtree-js,NPM,1.0.0,1.0.1
@chainsafe/hashtree-linux-x64-gnu,https://github.com/chainsafe/hashtree-js,NPM,1.0.0,1.0.1
@chainsafe/is-ip,https://github.com/chainsafe/is-ip,NPM,1.0.0,2.1.0
@chainsafe/libp2p-gossipsub,https://github.com/chainsafe/js-libp2p-gossipsub,NPM,1.0.0,14.1.1
@chainsafe/libp2p-noise,https://github.com/chainsafe/js-libp2p-noise,NPM,4.0.0,16.1.3
@chainsafe/persistent-merkle-tree,https://github.com/chainsafe/persistent-merkle-tree,NPM,0.1.0,1.1.0
@chainsafe/persistent-ts,https://github.com/cronokirby/persistent-ts,NPM,0.14.0,1.0.1
@chainsafe/prometheus-gc-stats,https://github.com/chainsafe/node-prometheus-gc-stats,NPM,1.0.0,1.0.2
@chainsafe/pubkey-index-map,https://github.com/chainsafe/pubkey-index-map,NPM,1.0.0,3.0.0
@chainsafe/pubkey-index-map-darwin-arm64,https://github.com/chainsafe/pubkey-index-map,NPM,1.0.0,3.0.0
@chainsafe/pubkey-index-map-darwin-x64,https://github.com/chainsafe/pubkey-index-map,NPM,1.0.0,3.0.0
@chainsafe/pubkey-index-map-linux-arm64-gnu,https://github.com/chainsafe/pubkey-index-map,NPM,1.0.0,3.0.0
@chainsafe/pubkey-index-map-linux-arm64-musl,https://github.com/chainsafe/pubkey-index-map,NPM,3.0.0,3.0.0
@chainsafe/pubkey-index-map-linux-x64-gnu,https://github.com/chainsafe/pubkey-index-map,NPM,1.0.0,3.0.0
@chainsafe/pubkey-index-map-linux-x64-musl,https://github.com/chainsafe/pubkey-index-map,NPM,3.0.0,3.0.0
@chainsafe/pubkey-index-map-win32-arm64-msvc,https://github.com/chainsafe/pubkey-index-map,NPM,3.0.0,3.0.0
@chainsafe/pubkey-index-map-win32-x64-msvc,https://github.com/chainsafe/pubkey-index-map,NPM,1.0.0,3.0.0
@chainsafe/swap-or-not-shuffle,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/swap-or-not-shuffle-darwin-arm64,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/swap-or-not-shuffle-darwin-x64,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/swap-or-not-shuffle-linux-arm64-gnu,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/swap-or-not-shuffle-linux-arm64-musl,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/swap-or-not-shuffle-linux-x64-gnu,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/swap-or-not-shuffle-linux-x64-musl,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/swap-or-not-shuffle-win32-arm64-msvc,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/swap-or-not-shuffle-win32-x64-msvc,https://github.com/chainsafe/swap-or-not-shuffle,NPM,0.0.1,1.2.1
@chainsafe/threads,https://github.com/andywer/threads.js,NPM,1.8.0,1.11.1
@changesets/apply-release-plan,https://github.com/changesets/changesets,NPM,0.1.0,8.0.0-next.0
@changesets/assemble-release-plan,https://github.com/changesets/changesets,NPM,0.1.0,7.0.0-next.0
@changesets/changelog-git,https://github.com/changesets/changesets,NPM,0.1.0,1.0.0-next.0
@changesets/changelog-github,https://github.com/changesets/changesets,NPM,0.1.0,1.0.0-next.0
@changesets/cli,https://github.com/changesets/changesets,NPM,1.0.0,3.0.0-next.0
@changesets/config,https://github.com/changesets/changesets,NPM,0.1.0,4.0.0-next.0
@changesets/errors,https://github.com/changesets/changesets,NPM,0.1.0,1.0.0-next.0
@changesets/get-dependents-graph,https://github.com/changesets/changesets,NPM,1.0.0,3.0.0-next.0
@changesets/get-github-info,https://github.com/changesets/changesets,NPM,0.1.0,1.0.0-next.0
@changesets/get-release-plan,https://github.com/changesets/changesets,NPM,0.1.0,5.0.0-next.0
@changesets/get-version-range-type,https://github.com/changesets/changesets,NPM,0.0.0,1.0.0-next.0
@changesets/git,https://github.com/changesets/changesets,NPM,0.1.0,4.0.0-next.0
@changesets/logger,https://github.com/changesets/changesets,NPM,0.0.1,1.0.0-next.0
@changesets/parse,https://github.com/changesets/changesets,NPM,0.1.0,1.0.0-next.0
@changesets/pre,https://github.com/changesets/changesets,NPM,0.1.0,3.0.0-next.0
@changesets/read,https://github.com/changesets/changesets,NPM,0.1.0,1.0.0-next.0
@changesets/should-skip-package,https://github.com/changesets/changesets,NPM,0.1.0,1.0.0-next.0
@changesets/types,https://github.com/changesets/changesets,NPM,0.1.0,7.0.0-next.0
@changesets/write,https://github.com/changesets/changesets,NPM,0.1.0,1.0.0-next.0
@clack/core,https://github.com/bombshell-dev/clack,NPM,0.4.2,1.0.0-alpha.0
@clack/prompts,https://github.com/bombshell-dev/clack,NPM,0.10.1,1.0.0-alpha.0
@coinbase/wallet-sdk,https://github.com/coinbase/coinbase-wallet-sdk,NPM,3.0.1,4.4.0-canary.20250506
@colors/colors,https://github.com/dabh/colors.js,NPM,1.4.0,1.6.0
@commitlint/config-validator,https://github.com/conventional-changelog/commitlint,NPM,16.0.0,19.8.1
@commitlint/execute-rule,https://github.com/conventional-changelog/commitlint,NPM,7.5.0,19.8.1
@commitlint/load,https://github.com/conventional-changelog/commitlint,NPM,7.5.0,19.8.1
@commitlint/resolve-extends,https://github.com/conventional-changelog/commitlint,NPM,7.5.0,19.8.1
@commitlint/types,https://github.com/conventional-changelog/commitlint,NPM,9.0.0,19.8.1
@cspell/cspell-bundled-dicts,https://github.com/streetsidesoftware/cspell,NPM,5.0.4,9.0.1
@cspell/cspell-json-reporter,https://github.com/streetsidesoftware/cspell,NPM,5.10.0-alpha.2,9.0.1
@cspell/cspell-pipe,https://github.com/streetsidesoftware/cspell,NPM,5.17.0,9.0.1
@cspell/cspell-resolver,https://github.com/streetsidesoftware/cspell,NPM,7.0.1,9.0.1
@cspell/cspell-service-bus,https://github.com/streetsidesoftware/cspell,NPM,6.2.4-alpha.0,9.0.1
@cspell/cspell-types,https://github.com/streetsidesoftware/cspell,NPM,5.0.0,9.0.1
@cspell/dict-ada,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.7,4.1.0
@cspell/dict-al,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.1.0
@cspell/dict-aws,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.12,4.0.10
@cspell/dict-bash,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.10,4.2.0
@cspell/dict-companies,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.34,3.2.0
@cspell/dict-cpp,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.1.36,6.0.8
@cspell/dict-cryptocurrencies,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.9,5.0.4
@cspell/dict-csharp,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.9,4.0.6
@cspell/dict-css,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.9,4.0.17
@cspell/dict-dart,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.1.0,2.3.0
@cspell/dict-data-science,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,2.0.8
@cspell/dict-django,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.24,4.1.4
@cspell/dict-docker,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.1.0,1.1.13
@cspell/dict-dotnet,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.23,5.0.9
@cspell/dict-elixir,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.22,4.0.7
@cspell/dict-en-common-misspellings,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,2.0.11
@cspell/dict-en-gb,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.1.27,5.0.4
@cspell/dict-en_us,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.2.37,4.4.8
@cspell/dict-filetypes,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.1.4,3.0.12
@cspell/dict-flutter,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.1.0
@cspell/dict-fonts,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.12,4.0.4
@cspell/dict-fsharp,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.1.0
@cspell/dict-fullstack,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.35,3.2.6
@cspell/dict-gaming-terms,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.2,1.1.1
@cspell/dict-git,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.1,3.0.4
@cspell/dict-golang,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.1.23,6.0.21
@cspell/dict-google,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.0.8
@cspell/dict-haskell,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.11,4.0.5
@cspell/dict-html,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.1.4,4.0.11
@cspell/dict-html-symbol-entities,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.22,4.0.3
@cspell/dict-java,https://github.com/streetsidesoftware/cspell-dict,NPM,5.0.7,5.0.7
@cspell/dict-julia,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.1,1.1.0
@cspell/dict-k8s,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.0.10
@cspell/dict-kotlin,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.1.0
@cspell/dict-latex,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.22,4.0.3
@cspell/dict-lorem-ipsum,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.21,4.0.4
@cspell/dict-lua,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.15,4.0.7
@cspell/dict-makefile,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.0.4
@cspell/dict-markdown,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,2.0.10
@cspell/dict-monkeyc,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.1,1.0.10
@cspell/dict-node,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.8,5.0.7
@cspell/dict-npm,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.9,5.2.3
@cspell/dict-php,https://github.com/streetsidesoftware/cspell-dict,NPM,4.0.7,4.0.10
@cspell/dict-powershell,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.13,5.0.14
@cspell/dict-public-licenses,https://github.com/streetsidesoftware/cspell-dict,NPM,2.0.7,2.0.8
@cspell/dict-python,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.30,4.2.18
@cspell/dict-r,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.1,2.1.0
@cspell/dict-ruby,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.11,5.0.8
@cspell/dict-rust,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.21,4.0.11
@cspell/dict-scala,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.20,5.0.7
@cspell/dict-shell,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.1.0
@cspell/dict-software-terms,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.22,5.0.8
@cspell/dict-sql,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.1,2.2.0
@cspell/dict-svelte,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.0.6
@cspell/dict-swift,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.1,2.0.5
@cspell/dict-terraform,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.0,1.1.1
@cspell/dict-typescript,https://github.com/streetsidesoftware/cspell-dicts,NPM,1.0.15,3.2.1
@cspell/dict-vue,https://github.com/streetsidesoftware/cspell-dicts,NPM,2.0.1,3.0.4
@cspell/dynamic-import,https://github.com/streetsidesoftware/cspell,NPM,6.22.0,9.0.1
@cspell/filetypes,https://github.com/streetsidesoftware/cspell,NPM,8.14.1,9.0.1
@cspell/strong-weak-map,https://github.com/streetsidesoftware/cspell,NPM,6.14.0,9.0.1
@cspell/url,https://github.com/streetsidesoftware/cspell,NPM,8.9.0-alpha.0,9.0.1
@cspotcode/source-map-support,https://github.com/cspotcode/node-source-map-support,NPM,0.6.1,0.8.1
@csstools/cascade-layer-name-parser,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.4
@csstools/color-helpers,https://github.com/csstools/postcss-plugins,NPM,1.0.0,5.0.2
@csstools/css-calc,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.1.3
@csstools/css-color-parser,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.9
@csstools/css-parser-algorithms,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.4
@csstools/css-tokenizer,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.3
@csstools/media-query-list-parser,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.2
@csstools/postcss-cascade-layers,https://github.com/csstools/postcss-plugins,NPM,1.0.0,5.0.1
@csstools/postcss-color-function,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.9
@csstools/postcss-color-mix-function,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.9
@csstools/postcss-content-alt-text,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.5
@csstools/postcss-exponential-functions,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.8
@csstools/postcss-font-format-keywords,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.0
@csstools/postcss-gamut-mapping,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.9
@csstools/postcss-gradients-interpolation-method,https://github.com/csstools/postcss-plugins,NPM,1.0.0,5.0.9
@csstools/postcss-hwb-function,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.9
@csstools/postcss-ic-unit,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.1
@csstools/postcss-initial,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.1
@csstools/postcss-is-pseudo-class,https://github.com/csstools/postcss-plugins,NPM,1.0.0,5.0.1
@csstools/postcss-light-dark-function,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.8
@csstools/postcss-logical-float-and-clear,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.0
@csstools/postcss-logical-overflow,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.0
@csstools/postcss-logical-overscroll-behavior,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.0
@csstools/postcss-logical-resize,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.0
@csstools/postcss-logical-viewport-units,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.3
@csstools/postcss-media-minmax,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.8
@csstools/postcss-media-queries-aspect-ratio-number-values,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.4
@csstools/postcss-nested-calc,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.0
@csstools/postcss-normalize-display-values,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.0
@csstools/postcss-oklab-function,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.9
@csstools/postcss-progressive-custom-properties,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.1
@csstools/postcss-random-function,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.0
@csstools/postcss-relative-color-syntax,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.9
@csstools/postcss-scope-pseudo-class,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.1
@csstools/postcss-sign-functions,https://github.com/csstools/postcss-plugins,NPM,1.0.0,1.1.3
@csstools/postcss-stepped-value-functions,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.8
@csstools/postcss-text-decoration-shorthand,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.2
@csstools/postcss-trigonometric-functions,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.8
@csstools/postcss-unset-value,https://github.com/csstools/postcss-plugins,NPM,1.0.0,4.0.0
@csstools/selector-resolve-nested,https://github.com/csstools/postcss-plugins,NPM,1.0.0,3.0.0
@csstools/selector-specificity,https://github.com/csstools/postcss-plugins,NPM,1.0.0,5.0.0
@csstools/utilities,https://github.com/csstools/postcss-plugins,NPM,1.0.0,2.0.0
@dabh/diagnostics,https://github.com/3rd-eden/diagnostics,NPM,2.0.2,2.0.3
@develar/schema-utils,https://github.com/webpack/schema-utils,NPM,2.6.5,2.6.5
@discoveryjs/json-ext,https://github.com/discoveryjs/json-ext,NPM,0.1.0,0.6.3
@dnd-kit/accessibility,https://github.com/clauderic/dnd-kit,NPM,1.0.1,3.1.1
@dnd-kit/core,https://github.com/clauderic/dnd-kit,NPM,1.0.1,6.3.1
@dnd-kit/sortable,https://github.com/clauderic/dnd-kit,NPM,0.1.0,10.0.0
@dnd-kit/utilities,https://github.com/clauderic/dnd-kit,NPM,0.1.0,3.2.2
@docsearch/css,https://github.com/algolia/docsearch,NPM,3.0.0-alpha.29,3.9.0
@docsearch/react,https://github.com/algolia/docsearch,NPM,3.0.0-alpha.29,3.9.0
@docusaurus/babel,https://github.com/facebook/docusaurus,NPM,0.0.0-6082,3.7.0
@docusaurus/bundler,https://github.com/facebook/docusaurus,NPM,0.0.0-6082,3.7.0
@docusaurus/core,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/cssnano-preset,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/logger,https://github.com/facebook/docusaurus,NPM,0.0.0-4297,3.7.0
@docusaurus/mdx-loader,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/module-type-aliases,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/plugin-client-redirects,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/plugin-content-blog,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/plugin-content-docs,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/plugin-content-pages,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/plugin-debug,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/plugin-google-analytics,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/plugin-google-gtag,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/plugin-google-tag-manager,https://github.com/facebook/docusaurus,NPM,0.0.0-5434,3.7.0
@docusaurus/plugin-sitemap,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/preset-classic,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/react-loadable,https://github.com/thejameskyle/react-loadable,NPM,5.5.0,6.0.0
@docusaurus/theme-classic,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/theme-common,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/theme-mermaid,https://github.com/facebook/docusaurus,NPM,0.0.0-5335,3.7.0
@docusaurus/theme-search-algolia,https://github.com/facebook/docusaurus,NPM,0.0.0-3892,3.7.0
@docusaurus/theme-translations,https://github.com/facebook/docusaurus,NPM,0.0.0-4215,3.7.0
