package_name,dependency_github_url,package_source,min_version,max_version
btoa-lite,https://github.com/hughsk/btoa-lite,NPM,1.0.0,1.0.0
buffer,https://github.com/feross/buffer,NPM,2.1.5,6.0.3
buffer-alloc,https://github.com/linusu/buffer-alloc,NPM,0.1.0,1.2.0
buffer-alloc-unsafe,https://github.com/linusu/buffer-alloc-unsafe,NPM,0.1.0,1.1.0
buffer-crc32,https://github.com/brianloveswords/buffer-crc32,NPM,0.1.0,1.0.0
buffer-equal,https://github.com/inspect-js/buffer-equal,NPM,1.0.1,1.0.1
buffer-equal-constant-time,https://github.com/goinstant/buffer-equal-constant-time,NPM,1.0.0,1.0.1
buffer-fill,https://github.com/linusu/buffer-fill,NPM,0.1.0,1.0.0
buffer-from,https://github.com/linusu/buffer-from,NPM,0.1.0,1.1.2
buffer-shims,https://github.com/calvinmetcalf/buffer-shims,NPM,1.0.0,1.0.0
buffer-to-arraybuffer,https://github.com/miguelmota/buffer-to-arraybuffer,NPM,0.0.1,0.0.6
buffer-xor,https://github.com/crypto-browserify/buffer-xor,NPM,1.0.2,2.0.2
bufferutil,https://github.com/websockets/bufferutil,NPM,1.0.0,4.0.9
builder-util,https://github.com/electron-userland/electron-builder,NPM,1.0.0,26.0.13
builder-util-runtime,https://github.com/electron-userland/electron-builder,NPM,0.0.0-semantic-release,9.3.2
builtin-modules,https://github.com/sindresorhus/builtin-modules,NPM,1.0.0,5.0.0
builtin-status-codes,https://github.com/bendrucker/builtin-status-codes,NPM,1.0.0,3.0.0
builtins,https://github.com/juliangruber/builtins,NPM,0.0.7,5.1.0
bull,https://github.com/optimalbits/bull,NPM,0.0.1,4.16.5
bun,https://github.com/oven-sh/issues,NPM,0.5.0,1.2.13
bun-types,https://github.com/oven-sh/bun,NPM,0.1.3,1.2.14-canary.20250512T140616
bunyan,https://github.com/trentm/node-bunyan,NPM,0.1.0,2.0.5
burner-connector,https://github.com/scaffold-eth/burner-connector,NPM,0.0.4,0.0.13
busboy,https://github.com/mscdex/busboy,NPM,0.0.1,1.6.0
byline,https://github.com/jahewson/node-byline,NPM,1.0.0,5.0.0
byte-size,https://github.com/75lb/byte-size,NPM,0.1.0,9.0.1
bytes,https://github.com/visionmedia/bytes.js,NPM,0.0.1,3.1.2
bytes-iec,https://github.com/saevon/bytes.js,NPM,3.0.1,3.1.1
c-kzg,https://github.com/ethereum/c-kzg-4844,NPM,0.0.1,4.1.0
c8,https://github.com/bcoe/c8,NPM,1.0.0,10.1.3
cac,https://github.com/egoist/cac,NPM,0.0.0,6.7.14
cacache,https://github.com/zkat/cacache,NPM,3.0.0,12.0.0
cache-base,https://github.com/jonschlinkert/cache-base,NPM,0.1.0,4.0.2
cacheable-lookup,https://github.com/szmarczak/cacheable-lookup,NPM,0.1.0,7.0.0
cacheable-request,https://github.com/jaredwray/cacheable-request,NPM,7.0.3,10.2.12
cached-path-relative,https://github.com/ashaffer/cached-path-relative,NPM,1.0.0,1.1.0
caching-transform,https://github.com/istanbuljs/caching-transform,NPM,3.0.1,4.0.0
call-bind,https://github.com/ljharb/call-bind,NPM,1.0.0,1.0.8
call-bind-apply-helpers,https://github.com/ljharb/call-bind-apply-helpers,NPM,1.0.0,1.0.2
call-bound,https://github.com/ljharb/call-bound,NPM,1.0.1,1.0.4
call-limit,https://github.com/iarna/call-limit,NPM,1.0.0,1.1.1
call-me-maybe,https://github.com/limulus/call-me-maybe,NPM,1.0.0,1.0.2
caller-callsite,https://github.com/sindresorhus/caller-callsite,NPM,1.0.0,5.0.0
caller-path,https://github.com/sindresorhus/caller-path,NPM,0.1.0,4.0.0
callsites,https://github.com/sindresorhus/callsites,NPM,0.1.0,4.2.0
camel-case,https://github.com/blakeembrey/change-case,NPM,4.0.0,5.0.0
camelcase,https://github.com/sindresorhus/camelcase,NPM,1.0.0,8.0.0
camelcase-keys,https://github.com/sindresorhus/camelcase-keys,NPM,1.0.0,9.1.3
camelize,https://github.com/ljharb/camelize,NPM,1.0.1,1.0.1
caniuse-api,https://github.com/nyalab/caniuse-api,NPM,0.1.0,3.0.0
caniuse-lite,https://github.com/browserslist/caniuse-lite,NPM,1.0.30001224,1.0.30001717
canvg,https://github.com/canvg/canvg,NPM,1.5.1,4.0.3
capital-case,https://github.com/blakeembrey/change-case,NPM,1.0.0,2.0.0
capture-stack-trace,https://github.com/sindresorhus/capture-stack-trace,NPM,1.0.2,2.1.0
cardinal,https://github.com/thlorenz/cardinal,NPM,0.1.0,2.1.1
case,https://github.com/nbubna/case,NPM,1.0.0,1.6.3
caseless,https://github.com/mikeal/caseless,NPM,0.1.0,0.12.0
catering,https://github.com/vweevers/catering,NPM,1.0.0,2.1.1
cbor,https://github.com/hildjj/node-cbor,NPM,0.3.0,10.0.3
cbor-x,https://github.com/kriszyp/cbor-x,NPM,0.2.0,1.6.0
ccount,https://github.com/wooorm/ccount,NPM,1.0.0,2.0.1
center-align,https://github.com/jonschlinkert/center-align,NPM,0.1.0,1.0.1
chai,https://github.com/chaijs/chai,NPM,1.0.0,5.2.0
chai-as-promised,https://github.com/chaijs/chai-as-promised,NPM,8.0.0-beta.1,8.0.1
chai-http,https://github.com/chaijs/chai-http,NPM,0.0.0-development,5.1.2
chai-nightwatch,https://github.com/nightwatchjs/chai-nightwatch,NPM,0.4.2,0.5.3
chalk,https://github.com/chalk/chalk,NPM,1.1.0,5.4.1
change-case,https://github.com/blakeembrey/change-case,NPM,0.0.1,5.4.4
change-case-all,https://github.com/btxtiger/change-case-all,NPM,1.0.0,2.1.0
char-regex,https://github.com/richienb/char-regex,NPM,1.0.0,2.0.2
character-entities,https://github.com/wooorm/character-entities,NPM,1.0.0,2.0.2
character-entities-html4,https://github.com/wooorm/character-entities-html4,NPM,1.0.0,2.1.0
character-entities-legacy,https://github.com/wooorm/character-entities-legacy,NPM,1.0.0,3.0.0
character-reference-invalid,https://github.com/wooorm/character-reference-invalid,NPM,1.0.0,2.0.1
chardet,https://github.com/runk/node-chardet,NPM,0.0.3,2.1.0
charenc,https://github.com/pvorb/node-charenc,NPM,0.0.0,0.0.2
check-error,https://github.com/chaijs/check-error,NPM,1.0.0,2.1.1
check-types,https://github.com/philbooth/check-types.js,NPM,0.2.0,7.3.0
cheerio,https://github.com/cheeriojs/cheerio,NPM,0.0.1,1.0.0
cheerio-select,https://github.com/cheeriojs/cheerio-select,NPM,0.0.1,2.1.0
child_process,https://github.com/npm/security-holder,NPM,1.0.2,1.0.2
chmodrp,https://github.com/leonzalion/chmodrp,NPM,1.0.0,1.0.2
chokidar,https://github.com/paulmillr/chokidar,NPM,0.1.1,4.0.3
chownr,https://github.com/isaacs/chownr,NPM,0.0.1,3.0.0
chroma-js,https://github.com/gka/chroma.js,NPM,0.2.5,3.1.2
chrome-trace-event,https://github.com/samccone/chrome-trace-event,NPM,1.0.3,1.0.4
chromedriver,https://github.com/giggio/node-chromedriver,NPM,2.0.0,136.0.0
chromium-bidi,https://github.com/googlechromelabs/chromium-bidi,NPM,0.0.0,5.1.0
chromium-pickle-js,https://github.com/electron/node-chromium-pickle-js,NPM,0.2.0,0.2.0
ci-info,https://github.com/watson/ci-info,NPM,1.0.0,4.2.0
cids,https://github.com/multiformats/js-cid,NPM,0.5.7,1.1.9
cipher-base,https://github.com/crypto-browserify/cipher-base,NPM,1.0.0,1.0.6
circom_runtime,https://github.com/iden3/circom_runtime,NPM,0.0.1,0.1.28
circular-json,https://github.com/webreflection/circular-json,NPM,0.1.0,0.5.9
citty,https://github.com/unjs/citty,NPM,0.0.0,0.1.6
cjs-module-lexer,https://github.com/nodejs/cjs-module-lexer,NPM,1.2.3,2.1.0
class-is,https://github.com/moxystudio/js-class-is,NPM,0.2.0,1.1.0
class-utils,https://github.com/jonschlinkert/class-utils,NPM,0.1.0,0.3.6
classic-level,https://github.com/level/classic-level,NPM,1.0.0,3.0.0
classnames,https://github.com/jedwatson/classnames,NPM,1.0.0,2.5.1
clean-git-ref,https://github.com/thesavior/clean-git-ref,NPM,1.0.1,2.0.1
clean-stack,https://github.com/sindresorhus/clean-stack,NPM,0.1.0,5.2.0
cli-boxes,https://github.com/sindresorhus/cli-boxes,NPM,1.0.0,4.0.1
cli-color,https://github.com/medikoo/cli-color,NPM,0.1.0,2.0.4
cli-cursor,https://github.com/sindresorhus/cli-cursor,NPM,1.0.0,5.0.0
cli-highlight,https://github.com/felixfbecker/cli-highlight,NPM,1.0.0,2.1.11
cli-progress,https://github.com/npkgz/cli-progress,NPM,3.9.1,3.12.0
cli-spinners,https://github.com/sindresorhus/cli-spinners,NPM,0.1.0,3.2.0
cli-table,https://github.com/automattic/cli-table,NPM,0.0.1,0.3.11
cli-table3,https://github.com/cli-table/cli-table3,NPM,0.4.0,0.6.5
cli-truncate,https://github.com/sindresorhus/cli-truncate,NPM,0.1.0,4.0.0
cli-usage,https://github.com/mikaelbr/cli-usage,NPM,0.1.1,0.1.10
cli-width,https://github.com/knownasilya/cli-width,NPM,1.0.0,4.1.0
client-only,https://github.com/facebook/react,NPM,0.0.1,0.0.1
clipboardy,https://github.com/sindresorhus/clipboardy,NPM,0.1.0,4.0.0
cliui,https://github.com/yargs/cliui,NPM,1.0.0,9.0.1
clone,https://github.com/pvorb/node-clone,NPM,0.0.0,2.1.2
clone-buffer,https://github.com/gulpjs/clone-buffer,NPM,1.0.0,1.0.0
clone-deep,https://github.com/jonschlinkert/clone-deep,NPM,0.1.0,4.0.1
clone-response,https://github.com/sindresorhus/clone-response,NPM,1.0.3,2.0.0
clone-stats,https://github.com/hughsk/clone-stats,NPM,0.0.0,1.0.0
cloneable-readable,https://github.com/mcollina/cloneable-readable,NPM,0.1.0,3.0.0
clsx,https://github.com/lukeed/clsx,NPM,0.0.1,2.1.1
cluster-key-slot,https://github.com/salakar/cluster-key-slot,NPM,1.0.0,1.1.2
cmake-js,https://github.com/cmake-js/cmake-js,NPM,7.0.0-0,7.3.1
cmd-shim,https://github.com/npm/cmd-shim,NPM,2.1.0,7.0.0
co,https://github.com/tj/co,NPM,1.0.0,4.6.0
code-point-at,https://github.com/sindresorhus/code-point-at,NPM,1.0.0,2.0.0
collapse-white-space,https://github.com/wooorm/collapse-white-space,NPM,1.0.0,2.1.0
collect-v8-coverage,https://github.com/simenb/collect-v8-coverage,NPM,1.0.0,1.0.2
collection-map,https://github.com/jonschlinkert/collection-map,NPM,0.1.0,1.0.0
collection-visit,https://github.com/jonschlinkert/collection-visit,NPM,0.1.0,1.0.0
color,https://github.com/qix-/color,NPM,0.11.2,5.0.0
color-convert,https://github.com/qix-/color-convert,NPM,1.0.0,3.0.1
color-name,https://github.com/colorjs/color-name,NPM,1.1.4,2.0.0
color-string,https://github.com/qix-/color-string,NPM,1.0.0,2.0.1
color-support,https://github.com/isaacs/color-support,NPM,1.0.1,1.1.3
colord,https://github.com/omgovich/colord,NPM,0.0.0,2.9.3
colorette,https://github.com/jorgebucaran/colorette,NPM,0.1.0,2.0.20
colors,https://github.com/marak/colors.js,NPM,0.3.0,1.4.0
colors-browserify,https://github.com/vigour-io/colors-browserify,NPM,0.0.1,0.1.1
colorspace,https://github.com/3rd-eden/colorspace,NPM,1.0.0,1.1.4
columnify,https://github.com/timoxley/columnify,NPM,0.0.1,1.6.0
combine-source-map,https://github.com/thlorenz/combine-source-map,NPM,0.1.0,0.8.0
combined-stream,https://github.com/felixge/node-combined-stream,NPM,0.0.0,1.0.8
comma-separated-tokens,https://github.com/wooorm/comma-separated-tokens,NPM,1.0.0,2.0.3
command-exists,https://github.com/mathisonian/command-exists,NPM,0.1.0,1.2.9
command-line-args,https://github.com/75lb/command-line-args,NPM,0.0.0,6.0.1
command-line-usage,https://github.com/75lb/command-line-usage,NPM,1.0.0-0,7.0.3
commander,https://github.com/tj/commander.js,NPM,0.0.1,13.1.0
common-path-prefix,https://github.com/novemberborn/common-path-prefix,NPM,1.0.0,3.0.0
common-tags,https://github.com/declandewet/common-tags,NPM,0.0.1,2.0.0-alpha.1
commondir,https://github.com/substack/node-commondir,NPM,0.0.0,1.0.1
compare-func,https://github.com/stevemao/compare-func,NPM,0.0.0,2.0.0
compare-version,https://github.com/kevva/compare-version,NPM,0.1.0,0.1.2
compare-versions,https://github.com/omichelsen/compare-versions,NPM,1.0.0,6.1.1
component-emitter,https://github.com/sindresorhus/component-emitter,NPM,1.3.1,2.0.0
component-type,https://github.com/sindresorhus/component-type,NPM,1.2.2,2.0.0
compressible,https://github.com/jshttp/compressible,NPM,2.0.0,2.0.18
compression,https://github.com/expressjs/compression,NPM,1.0.0,1.8.0
concat-map,https://github.com/ljharb/concat-map,NPM,0.0.2,0.0.2
concat-stream,https://github.com/maxogden/concat-stream,NPM,1.4.5,2.0.0
concat-with-sourcemaps,https://github.com/floridoo/concat-with-sourcemaps,NPM,0.1.0,1.1.0
confbox,https://github.com/unjs/confbox,NPM,0.0.0,0.2.2
config,https://github.com/node-config/node-config,NPM,0.2.3,3.3.12
config-chain,https://github.com/dominictarr/config-chain,NPM,0.1.1,1.1.13
config-file-ts,https://github.com/mighdoll/config-file-ts,NPM,0.1.4,0.2.8-rc1
configstore,https://github.com/yeoman/configstore,NPM,0.1.0,7.0.0
confusing-browser-globals,https://github.com/facebook/create-react-app,NPM,0.0.0,2.0.0-next.fb6e6f70
connect,https://github.com/senchalabs/connect,NPM,0.0.1,3.7.0
connect-history-api-fallback,https://github.com/bripkens/connect-history-api-fallback,NPM,0.0.1,2.0.0
connect-pg-simple,https://github.com/voxpelli/node-connect-pg-simple,NPM,1.0.0,10.0.0
consola,https://github.com/unjs/consola,NPM,3.0.0-1,3.4.2
console-browserify,https://github.com/browserify/console-browserify,NPM,1.2.0,1.2.0
console-control-strings,https://github.com/iarna/console-control-strings,NPM,1.0.0,1.1.0
constant-case,https://github.com/blakeembrey/change-case,NPM,3.0.0,4.0.0
constants-browserify,https://github.com/juliangruber/constants-browserify,NPM,0.0.0,1.0.0
content-disposition,https://github.com/jshttp/content-disposition,NPM,0.0.0,1.0.0
content-hash,https://github.com/pldespaigne/content-hash,NPM,1.0.0,2.5.2
content-type,https://github.com/jshttp/content-type,NPM,1.0.0,1.0.5
conventional-changelog-angular,https://github.com/conventional-changelog/conventional-changelog,NPM,1.6.5,8.0.0
conventional-changelog-core,https://github.com/conventional-changelog/conventional-changelog,NPM,2.0.4,9.0.0
conventional-changelog-preset-loader,https://github.com/conventional-changelog/conventional-changelog,NPM,1.1.0,5.0.0
conventional-changelog-writer,https://github.com/conventional-changelog/conventional-changelog,NPM,3.0.3,8.0.1
conventional-commits-filter,https://github.com/conventional-changelog/conventional-changelog,NPM,1.1.4,5.0.0
conventional-commits-parser,https://github.com/conventional-changelog/conventional-changelog,NPM,2.1.4,6.1.0
conventional-recommended-bump,https://github.com/conventional-changelog/conventional-changelog,NPM,2.0.5,11.0.0
convert-source-map,https://github.com/thlorenz/convert-source-map,NPM,0.1.0,2.0.0
convert-svg-core,https://github.com/neocotic/convert-svg,NPM,0.5.0,0.6.4
convert-svg-to-png,https://github.com/neocotic/convert-svg,NPM,0.5.0,0.6.4
cookie,https://github.com/jshttp/cookie,NPM,0.1.3,1.0.2
cookie-es,https://github.com/unjs/cookie-es,NPM,0.0.0,2.0.0
cookie-signature,https://github.com/visionmedia/node-cookie-signature,NPM,0.0.1,1.2.2
cookiejar,https://github.com/bmeck/node-cookiejar,NPM,1.0.0,2.1.4
copy-concurrently,https://github.com/npm/copy-concurrently,NPM,1.0.0,1.0.5
copy-descriptor,https://github.com/jonschlinkert/copy-descriptor,NPM,0.1.0,0.1.1
copy-props,https://github.com/gulpjs/copy-prop,NPM,4.0.0,4.0.0
copy-to-clipboard,https://github.com/sudodoki/copy-to-clipboard,NPM,0.0.0,3.3.3
copy-webpack-plugin,https://github.com/webpack-contrib/copy-webpack-plugin,NPM,4.1.0,13.0.0
copyfiles,https://github.com/calvinmetcalf/copyfiles,NPM,0.0.1,2.4.1
core-js,https://github.com/zloirock/core-js,NPM,0.0.3,4.0.0-alpha.0
core-js-compat,https://github.com/zloirock/core-js,NPM,3.0.0-beta.6,3.42.0
core-js-pure,https://github.com/zloirock/core-js,NPM,0.0.1,3.42.0
core-util-is,https://github.com/isaacs/core-util-is,NPM,1.0.0,1.0.3
cors,https://github.com/expressjs/cors,NPM,2.7.1,2.8.5
corser,https://github.com/agrueneberg/corser,NPM,0.1.0,2.0.1
cose-base,https://github.com/ivis-at-bilkent/cose-base,NPM,1.0.0,2.2.0
cosmiconfig,https://github.com/cosmiconfig/cosmiconfig,NPM,8.1.0,9.0.0
crc,https://github.com/alexgorbatchev/crc,NPM,4.2.0,4.3.2
crc-32,https://github.com/sheetjs/js-crc32,NPM,0.1.0,1.2.2
create-ecdh,https://github.com/crypto-browserify/createecdh,NPM,2.0.0,4.0.4
create-error-class,https://github.com/floatdrop/create-error-class,NPM,1.0.0,3.0.2
create-hash,https://github.com/crypto-browserify/createhash,NPM,1.1.0,1.2.0
create-hmac,https://github.com/crypto-browserify/createhmac,NPM,1.0.0,1.1.7
create-require,https://github.com/nuxt-contrib/create-require,NPM,0.0.0,1.1.1
create-vocs,https://github.com/wevm/vocs,NPM,0.0.0-main.20231024T033135,1.0.0
cron-parser,https://github.com/harrisiirak/cron-parser,NPM,0.2.9,5.2.0
cross-env,https://github.com/kentcdodds/cross-env,NPM,1.0.0,7.0.3
cross-fetch,https://github.com/lquixada/cross-fetch,NPM,0.0.2,4.1.0
cross-inspect,https://github.com/ardatan/graphql-tools,NPM,1.0.0-alpha-20231107131728-873949ac,1.0.1
cross-spawn,https://github.com/moxystudio/node-cross-spawn,NPM,6.0.0,7.0.6
cross-spawn-async,https://github.com/indigounited/node-cross-spawn-async,NPM,0.1.0,2.2.5
cross-spawn-windows-exe,https://github.com/malept/cross-spawn-windows-exe,NPM,0.1.0,1.2.0
crypt,https://github.com/pvorb/node-crypt,NPM,0.0.0,0.0.2
cryptiles,https://github.com/hapijs/cryptiles,NPM,2.0.4,4.1.3
crypto-addr-codec,https://github.com/jay-dee7/crypto-addr-serialize,NPM,0.1.0,0.1.8
crypto-browserify,https://github.com/crypto-browserify/crypto-browserify,NPM,3.9.6,3.12.0
crypto-js,https://github.com/brix/crypto-js,NPM,3.1.5,4.2.0
crypto-random-string,https://github.com/sindresorhus/crypto-random-string,NPM,1.0.0,5.0.0
csjs,https://github.com/rtsao/csjs,NPM,0.0.0-alpha.0,1.1.0
csjs-inject,https://github.com/rtsao/csjs-inject,NPM,1.0.0-beta.0,1.0.1
cspell,https://github.com/streetsidesoftware/cspell,NPM,3.2.12,9.0.1
css,https://github.com/reworkcss/css,NPM,1.0.0,3.0.0
css-box-model,https://github.com/alexreardon/css-box-model,NPM,0.0.1,1.2.1
css-color-keywords,https://github.com/sonicdoe/css-color-keywords,NPM,1.0.0,1.0.0
css-declaration-sorter,https://github.com/siilwyn/css-declaration-sorter,NPM,1.0.0,7.2.0
css-line-break,https://github.com/niklasvh/css-line-break,NPM,1.0.0,2.1.0
css-loader,https://github.com/webpack-contrib/css-loader,NPM,0.1.0,7.1.2
css-minimizer-webpack-plugin,https://github.com/webpack-contrib/css-minimizer-webpack-plugin,NPM,1.0.0,7.0.2
css-select,https://github.com/fb55/css-select,NPM,1.0.0,5.1.0
css-selector-parser,https://github.com/mdevils/css-selector-parser,NPM,1.4.0,3.1.2
css-to-react-native,https://github.com/styled-components/css-to-react-native,NPM,1.0.0,3.2.0
css-tree,https://github.com/csstree/csstree,NPM,1.0.0-alpha.26,3.1.0
css-what,https://github.com/fb55/css-what,NPM,1.0.0,6.1.0
cssesc,https://github.com/mathiasbynens/cssesc,NPM,0.1.0,3.0.0
csslint,https://github.com/csslint/csslint,NPM,1.0.0,1.0.5
cssnano,https://github.com/cssnano/cssnano,NPM,1.0.0,7.0.6
cssnano-preset-default,https://github.com/cssnano/cssnano,NPM,4.0.0-nightly.2020.1.9,7.0.6
cssnano-utils,https://github.com/cssnano/cssnano,NPM,1.0.0,5.0.0
csso,https://github.com/css/csso,NPM,1.2.14,5.0.5
csstype,https://github.com/frenic/csstype,NPM,1.0.0,3.1.3
currently-unhandled,https://github.com/jamestalmage/currently-unhandled,NPM,0.3.0,0.4.1
custom-event,https://github.com/webmodules/custom-event,NPM,1.0.0,1.0.1
cyclist,https://github.com/mafintosh/cyclist,NPM,0.1.0,1.0.2
cytoscape,https://github.com/cytoscape/cytoscape.js,NPM,2.0.0-beta1,3.32.0
cytoscape-cose-bilkent,https://github.com/cytoscape/cytoscape.js-cose-bilkent,NPM,1.0.0,4.1.0
cz-conventional-changelog,https://github.com/commitizen/cz-conventional-changelog,NPM,1.0.0,3.3.0
d,https://github.com/medikoo/d,NPM,0.1.0,1.0.2
d3,https://github.com/d3/d3,NPM,4.0.0-alpha.40,7.9.0
d3-array,https://github.com/d3/d3-array,NPM,0.5.0,3.2.4
d3-axis,https://github.com/d3/d3-axis,NPM,0.0.1,3.0.0
d3-brush,https://github.com/d3/d3-brush,NPM,0.1.0,3.0.0
d3-chord,https://github.com/d3/d3-chord,NPM,0.0.1,3.0.1
d3-color,https://github.com/d3/d3-color,NPM,0.0.2,3.1.0
d3-contour,https://github.com/d3/d3-contour,NPM,0.0.1,4.0.2
d3-delaunay,https://github.com/d3/d3-delaunay,NPM,2.0.0,6.0.4
d3-dispatch,https://github.com/d3/d3-dispatch,NPM,0.0.1,3.0.1
d3-drag,https://github.com/d3/d3-drag,NPM,0.0.1,3.0.0
d3-dsv,https://github.com/d3/d3-dsv,NPM,0.1.0,3.0.1
d3-ease,https://github.com/d3/d3-ease,NPM,0.0.1,3.0.1
d3-fetch,https://github.com/d3/d3-fetch,NPM,0.0.1,3.0.1
d3-force,https://github.com/d3/d3-force,NPM,0.0.1,3.0.0
d3-format,https://github.com/d3/d3-format,NPM,0.2.1,3.1.0
d3-geo,https://github.com/d3/d3-geo,NPM,0.0.1,3.1.1
d3-hierarchy,https://github.com/d3/d3-hierarchy,NPM,0.0.1,3.1.2
d3-interpolate,https://github.com/d3/d3-interpolate,NPM,0.1.1,3.0.1
d3-path,https://github.com/d3/d3-path,NPM,0.0.1,3.1.0
d3-polygon,https://github.com/d3/d3-polygon,NPM,0.0.1,3.0.1
d3-quadtree,https://github.com/d3/d3-quadtree,NPM,0.0.1,3.0.1
d3-random,https://github.com/d3/d3-random,NPM,0.0.1,3.0.1
d3-sankey,https://github.com/d3/d3-sankey,NPM,0.2.0,0.12.3
d3-scale,https://github.com/d3/d3-scale,NPM,0.0.1,4.0.2
d3-scale-chromatic,https://github.com/d3/d3-scale-chromatic,NPM,0.0.1,3.1.0
d3-selection,https://github.com/d3/d3-selection,NPM,0.0.1,3.0.0
d3-shape,https://github.com/d3/d3-shape,NPM,0.0.1,3.2.0
d3-time,https://github.com/d3/d3-time,NPM,0.0.2,3.1.0
d3-time-format,https://github.com/d3/d3-time-format,NPM,0.0.1,4.1.0
d3-timer,https://github.com/d3/d3-timer,NPM,0.0.1,3.0.1
d3-transition,https://github.com/d3/d3-transition,NPM,0.0.2,3.0.1
d3-zoom,https://github.com/d3/d3-zoom,NPM,0.0.1,3.0.0
dagre-d3-es,https://github.com/tbo47/dagre-es,NPM,5.0.0,7.0.11
daisyui,https://github.com/tailwindlabs/tailwindcss,NPM,5.0.1,5.0.11
damerau-levenshtein,https://github.com/tad-lispy/node-damerau-levenshtein,NPM,0.1.2,1.0.8
dargs,https://github.com/sindresorhus/dargs,NPM,0.1.0,8.1.0
dash-ast,https://github.com/goto-bus-stop/dash-ast,NPM,1.0.0,2.0.1
dashdash,https://github.com/trentm/node-dashdash,NPM,1.0.0,2.0.0
data-uri-to-buffer,https://github.com/tootallnate/proxy-agents,NPM,5.0.0,6.0.2
data-view-buffer,https://github.com/inspect-js/data-view-buffer,NPM,1.0.2,1.0.2
data-view-byte-length,https://github.com/inspect-js/data-view-byte-length,NPM,1.0.2,1.0.2
data-view-byte-offset,https://github.com/inspect-js/data-view-byte-offset,NPM,1.0.1,1.0.1
dataloader,https://github.com/graphql/dataloader,NPM,2.0.0,2.2.3
datastore-core,https://github.com/ipfs/js-stores,NPM,9.1.0,10.0.2
datastore-level,https://github.com/ipfs/js-datastore-level,NPM,0.1.0,10.0.2
date-time,https://github.com/sindresorhus/date-time,NPM,0.1.0,4.0.0
dateformat,https://github.com/felixge/node-dateformat,NPM,0.9.0-1.2.3,5.0.3
dayjs,https://github.com/iamkun/dayjs,NPM,1.0.0,2.0.0-alpha.4
db-migrate,https://github.com/db-migrate/node-db-migrate,NPM,0.0.1,1.0.0-beta.31
db-migrate-pg,https://github.com/db-migrate/pg,NPM,0.1.0,1.5.2
deasync,https://github.com/abbr/deasync,NPM,0.0.3,0.1.30
death,https://github.com/jprichardson/node-death,NPM,1.0.0,1.1.0
debounce,https://github.com/sindresorhus/debounce,NPM,0.0.2,2.2.0
debug,https://github.com/debug-js/debug,NPM,0.0.1,4.4.0
debuglog,https://github.com/sam-github/node-debuglog,NPM,0.0.2,1.0.1
decamelize,https://github.com/sindresorhus/decamelize,NPM,1.0.0,6.0.0
decamelize-keys,https://github.com/sindresorhus/decamelize-keys,NPM,1.1.1,2.0.1
decimal.js-light,https://github.com/mikemcl/decimal.js-light,NPM,1.0.2,2.5.1
decode-named-character-reference,https://github.com/wooorm/decode-named-character-reference,NPM,1.0.0,1.1.0
decode-uri-component,https://github.com/samverschueren/decode-uri-component,NPM,0.1.0,0.4.1
decompress-response,https://github.com/sindresorhus/decompress-response,NPM,3.1.0,9.0.0
dedent,https://github.com/dmnd/dedent,NPM,0.1.0,1.6.0
deep-eql,https://github.com/chaijs/deep-eql,NPM,0.1.0,5.0.2
deep-equal,https://github.com/inspect-js/node-deep-equal,NPM,1.1.2,2.2.3
deep-extend,https://github.com/unclechu/node-deep-extend,NPM,0.2.0,0.6.0
deep-is,https://github.com/thlorenz/deep-is,NPM,0.1.0,0.1.4
deep-object-diff,https://github.com/mattphillips/deep-object-diff,NPM,0.0.1,1.1.9
deepmerge,https://github.com/tehshrike/deepmerge,NPM,3.2.0,4.3.1
default-compare,https://github.com/doowb/default-compare,NPM,1.0.0,1.0.0
default-gateway,https://github.com/silverwind/default-gateway,NPM,0.8.0,7.2.2
default-require-extensions,https://github.com/avajs/default-require-extensions,NPM,2.0.0,3.0.1
default-resolution,https://github.com/gulpjs/default-resolution,NPM,1.0.1,3.0.0
defaults,https://github.com/sindresorhus/node-defaults,NPM,1.0.4,3.0.0
defer-to-connect,https://github.com/szmarczak/defer-to-connect,NPM,1.0.0,2.0.1
define-data-property,https://github.com/ljharb/define-data-property,NPM,1.0.0,1.1.4
define-lazy-prop,https://github.com/sindresorhus/define-lazy-prop,NPM,1.0.0,3.0.0
define-properties,https://github.com/ljharb/define-properties,NPM,1.0.0,1.2.1
define-property,https://github.com/jonschlinkert/define-property,NPM,0.1.0,2.0.2
defined,https://github.com/inspect-js/defined,NPM,1.0.1,1.0.1
defu,https://github.com/unjs/defu,NPM,4.0.0,6.1.4
degenerator,https://github.com/tootallnate/proxy-agents,NPM,0.0.1,5.0.1
delaunator,https://github.com/mapbox/delaunator,NPM,1.0.0,5.0.1
delayed-stream,https://github.com/felixge/node-delayed-stream,NPM,0.0.0,1.0.0
delegates,https://github.com/visionmedia/node-delegates,NPM,0.0.1,1.0.0
delimit-stream,https://github.com/jasonkuhrt/delimit-stream,NPM,0.0.1,0.1.0
denque,https://github.com/invertase/denque,NPM,1.4.1,2.1.0
depcheck,https://github.com/depcheck/depcheck,NPM,0.0.1,1.4.7
depd,https://github.com/dougwilson/nodejs-depd,NPM,0.0.0,2.0.0
dependency-graph,https://github.com/jriecken/dependency-graph,NPM,0.1.0,1.0.0
deprecation,https://github.com/gr2m/deprecation,NPM,1.0.0,2.3.1
