transaction_date,address,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,cum_transferred
2024-06-03,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,7.0,1.0,0.0,6.9127796910252e-05,1.0,0.0
2024-06-04,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-05,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,1.0,1.0,0.0,2.6381514412e-06,0.0,0.0
2024-06-06,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-07,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,2.0,1.0,4.514144887429329e+16,8.782378070576401e-05,0.0,4.514144887429329e+16
2024-06-08,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,3.0,1.0,0.0,1.2705695390507998e-05,0.0,4.514144887429329e+16
2024-06-09,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,0.0,0.0,0.0,0.0,0.0,4.514144887429329e+16
2024-06-10,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,1.0,1.0,0.0,2.687662714815e-06,0.0,4.514144887429329e+16
2024-06-11,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,0.0,0.0,0.0,0.0,0.0,4.514144887429329e+16
2024-06-12,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,0.0,0.0,0.0,0.0,0.0,4.514144887429329e+16
2024-06-13,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,9.0,7.0,1252903275355893.0,1.4285827010528e-05,7.0,4.639435214964918e+16
2024-06-14,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,5.0,5.0,825862741861443.0,5.401632359801e-06,4.0,4.722021489151062e+16
2024-06-15,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,9.0,8.0,1251537992884949.0,3.908902016124e-06,8.0,4.8471752884395576e+16
2024-06-16,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,5.0,5.0,273775650364159.0,2.5801193452130003e-06,5.0,4.8745528534759736e+16
2024-06-17,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,8.0,7.0,299498142941630.0,1.5971194885444998e-05,7.0,4.904502667770137e+16
2024-06-18,0x5a7facb970d094b6c7ff1df0ea68d99e6e73cbff,9.0,9.0,2.360115394227852e+16,0.0001741124854755,9.0,7.264618061997989e+16
