date,forecasted_transaction_cnt,forecasted_active_users,forecasted_unique_users,forecasted_total_op_transferred,forecasted_cum_op_transferred_in_tokens,forecasted_totalLiquidityUSD
2024-09-01 00:00:00,86.21687801421018,24.29274415391391,11.059728513581344,0.0,0.0,47893323.60280048
2024-09-02 00:00:00,65.80704312534473,17.43238393696195,12.760297541455829,0.0,0.0,46426518.42949892
2024-09-03 00:00:00,47.282692678699576,36.755301999408545,13.620015063282892,0.0,0.0,44493014.95988263
2024-09-04 00:00:00,25.45393992603834,22.51609453806439,7.94192739126614,-1.9172050557954603e-06,-4.056844231198608e-06,24246103.353741303
2024-09-05 00:00:00,16.384822601472333,19.110436041679325,12.042121963559174,-1.6590799562021671e-06,-6.1845402405432066e-06,34302117.656152375
2024-09-06 00:00:00,24.59434904856184,28.567122882648487,10.377679715980493,-1.847960139846687e-06,-2.754639888361197e-06,42091532.8401362
2024-09-07 00:00:00,48.5826961589183,26.185179560204183,3.876267588894679,-1.3520545286291434e-06,-3.7345304838015214e-27,46624657.91750676
2024-09-08 00:00:00,39.80793528594887,80.21490647112078,4.468971086253156,-5.439401567992654e-06,-2.3995763760672544e-27,46489086.55865167
2024-09-09 00:00:00,70.22199763985819,61.7865973516829,4.986522407936446,-5.0621189948976155e-06,-6.981127861439831e-28,47492788.23551892
2024-09-10 00:00:00,54.01984740868881,9.732715381323734,3.704078440261495,9.495582026339412e-10,6.915633244345389e-10,24252189.759892516
2024-09-11 00:00:00,37.634099936858334,24.740273930534407,6.57309512023697,8.056582840342214e-10,6.695868879663893e-10,48391236.18761946
2024-09-12 00:00:00,14.840217274519464,41.72020772564873,2.404803037842686,1.243201062499499e-09,1.2405196003788204e-09,34307463.050402746
2024-09-13 00:00:00,51.511587267933756,25.80348437353361,4.846985999401076,1.1195534053856162e-09,1.0138291721806344e-09,42421227.859119944
2024-09-14 00:00:00,28.24834116037192,25.978456721911776,2.923246024683108,1.6021278399662674e-09,8.852131450781431e-10,28600508.005026266
2024-09-15 00:00:00,31.69233936840835,32.38944016548664,3.819168480767408,1.0059047096897063e-09,9.959819179179756e-10,45428358.461344145
2024-09-16 00:00:00,28.155919921887865,23.59936532973626,13.269985173892625,0.0,6.393712722135523e-10,42047306.74949362
2024-09-17 00:00:00,36.86735040633491,28.250920982149154,2.318880249049906,0.0,9.222362365361465e-10,24536853.32732461
2024-09-18 00:00:00,33.34484296416893,10.080589983162351,2.0722724011559017,0.0,7.026906288271764e-10,22414795.10569457
2024-09-19 00:00:00,29.53396342632468,29.645912577005795,8.618745905574647,9.692779342368611e-10,0.0,22980452.664391138
2024-09-20 00:00:00,8.334866021758536,24.115938677429853,12.460788918276997,9.555828344916814e-10,0.0,32826900.737456962
2024-09-21 00:00:00,27.585600971920908,27.703834667770046,3.886558329846795,1.1411720856048353e-09,0.0,26637185.232464634
2024-09-22 00:00:00,36.620132713422926,57.09879992917725,25.01192947018443,0.0,1.171435880195019e-09,51681822.05526459
2024-09-23 00:00:00,36.17653783677567,26.32906642187988,18.95242253927529,0.0,8.225776944043504e-10,46109004.52163043
2024-09-24 00:00:00,36.621236172475484,45.98386706437243,34.73054149473857,0.0,9.70715607159598e-10,30707176.448852383
2024-09-25 00:00:00,31.93252870263467,48.24061044166379,10.053355660252485,5.971267359455326e-10,8.79317364722126e-10,23207683.667386506
2024-09-26 00:00:00,23.796028461604877,47.9405143592622,19.554953511777757,4.694185301098569e-10,9.69339582724275e-10,20890240.211645555
2024-09-27 00:00:00,47.057235116450045,48.32777883242431,27.275279928764014,7.539839568732953e-10,6.494628449696656e-10,48848548.16250138
2024-09-28 00:00:00,45.2463882387455,62.95208372918677,29.503624916028606,3.159173031425229e-12,-2.5950028684841034e-06,29914840.378476076
2024-09-29 00:00:00,36.42126521349965,28.8896431923324,16.27009305578828,-1.3337544277586478e-10,-9.994155152127666e-06,38158077.33203088
2024-09-30 00:00:00,50.29091781012844,41.06705939530475,21.23232288780282,6.346590634914357e-11,-1.4699965938842224e-05,40109091.74408577
2024-10-01 00:00:00,89.99635161144505,48.47346752902983,24.418789595131354,-6.6287531105317685e-06,1.246680081293184e-09,41758259.820380546
2024-10-02 00:00:00,89.49848540103264,33.5822142080337,16.151568153412263,-9.985340947763949e-06,9.883417335795476e-10,34275431.2337287
2024-10-03 00:00:00,17.86653917790167,25.98783824342707,15.93644563663275,-1.920483674337447e-05,1.0278049892810305e-09,32077796.40383233
2024-10-04 00:00:00,48.02808110739314,29.79972845132319,10.049522571315954,-6.778237715725513e-06,-5.319629625375765e-14,40963909.39252875
2024-10-05 00:00:00,24.75041702010404,42.64684023300785,19.502870353783965,-8.955231295890032e-06,-1.6187232475318432e-12,31717300.31452347
2024-10-06 00:00:00,38.85977252015326,38.264072863457336,13.435516748204432,-1.0357991189099835e-05,-1.2211869658089403e-10,29440699.91550093
2024-10-07 00:00:00,26.64734214893266,16.119821676396434,12.65726467887789,-2.0801370408635967e-25,1.0747097893408584e-09,35010113.91012002
2024-10-08 00:00:00,38.15493669501951,22.2346914435783,14.134440199607528,-1.1349378560657912e-25,1.1834100115776357e-09,23528173.378606047
2024-10-09 00:00:00,11.887619033970804,24.333704633665967,12.799003287199026,-3.272205375167076e-25,7.716806485551737e-10,49535074.92468046
2024-10-10 00:00:00,33.81228676216108,47.92039159123379,16.802323858086737,1.2251093724292649e-09,6.851773110131274e-26,28967831.25699368
2024-10-11 00:00:00,27.732007078067817,41.55864063844077,14.37919808158629,1.134261865959997e-09,1.8328072492574522e-26,34385470.03740567
2024-10-12 00:00:00,25.07828446937017,47.53090989869504,14.4395389607831,1.3921364447435538e-09,4.9450633339027385e-26,37796264.36688309
2024-10-13 00:00:00,19.004718735121088,50.52833906438615,14.167378689033896,1.467450402692731e-09,0.0,45083308.120024554
2024-10-14 00:00:00,19.611618430099668,22.661286319244752,12.096335077982104,1.4850644831610959e-09,0.0,30610758.488365114
2024-10-15 00:00:00,27.47381895099736,32.86221961856567,18.11005489906794,1.4556902541864403e-09,0.0,39578924.17746629
2024-10-16 00:00:00,29.43721534681638,33.41382234181238,11.135429470763302,1.1684937818506194e-09,1.2417746242465737e-09,40390548.65774476
2024-10-17 00:00:00,35.21507347308378,38.680390726906786,11.994160118262576,4.592183003955578e-10,9.207777576722232e-10,24460016.67806855
2024-10-18 00:00:00,2.156090075642004,41.70970619518915,14.795433500352733,9.968499156581074e-10,7.20222730862958e-10,12559498.790866243
2024-10-19 00:00:00,33.786364481040515,45.053735597916265,19.53822213594174,1.3456297976976732e-09,1.087588679085561e-09,47720898.391090274
2024-10-20 00:00:00,22.050439328155043,36.37052960262077,21.640385557347724,1.2340195036703357e-09,1.396168247569655e-09,24259250.42325398
2024-10-21 00:00:00,13.664722072360442,27.137404579355177,26.896967147145297,1.4785322716748685e-09,1.0823885551828134e-09,47691263.13114726
2024-10-22 00:00:00,14.642170937850059,23.17203111300338,33.905257673898355,1.4570961152098952e-09,1.2568960121888538e-09,22686595.129691597
2024-10-23 00:00:00,32.12526943473006,49.6148687846322,6.067412974518331,1.197768207529524e-09,1.6156816604772934e-09,46833654.741268136
2024-10-24 00:00:00,31.430736133410672,51.25103107736104,9.484652565921905,1.991295958260714e-09,1.0471459543676127e-09,25293926.87380827
2024-10-25 00:00:00,52.109713257609144,42.263059629477894,10.920138136578824,1.326333697953641e-09,9.109030595365596e-10,48096810.43793159
2024-10-26 00:00:00,46.49862102884282,43.36990882653807,5.1641553436213865,2.0723099805990853e-09,1.072171811639685e-09,39803762.904856205
2024-10-27 00:00:00,64.8536000159275,43.48177821200091,3.703931975798471,1.1323793834720587e-09,1.1035677790886008e-09,36767515.481541134
2024-10-28 00:00:00,47.174772584259735,44.860501711187055,16.090343628685726,1.3501546111536938e-09,0.0,25645816.971408192
2024-10-29 00:00:00,24.04778876225645,29.875308890421593,12.115518310093709,6.431500058178405e-10,0.0,43693569.45742058
2024-10-30 00:00:00,33.33662405784988,24.87662775711949,7.568140038820203,8.813696149853827e-10,0.0,55277705.769329116
2024-10-31 00:00:00,32.82351556079149,38.718160336756675,12.308340180267594,1.1136800177467936e-09,0.0,65036961.00443501
2024-11-01 00:00:00,76.44393607898316,41.63355561110435,13.988607526034464,1.598162648607211e-09,0.0,32791417.032886207
2024-11-02 00:00:00,107.60127431635436,47.77041360477811,15.37441116937479,7.731538888879347e-10,0.0,27912370.935299583
2024-11-03 00:00:00,62.48413313318826,35.35265935946176,12.918645804426218,1.320380492427165e-09,6.117908250857164e-10,24281636.399396848
2024-11-04 00:00:00,47.618805202843035,27.736128350834875,8.68231253358207,8.040026438074876e-10,1.2270478583602718e-09,36496427.448481634
2024-11-05 00:00:00,52.92485711862748,45.168191666132785,7.579205762541349,1.0500253738415806e-09,1.1813159151160393e-09,34227602.059396565
2024-11-06 00:00:00,82.48555589007387,57.51814744987306,14.73154260503844,7.545308204587232e-10,1.5065355254352435e-09,54626793.12139715
2024-11-07 00:00:00,59.7287460289191,51.71951486756616,17.04912877640253,1.4956077811749383e-09,1.0573540298230762e-09,24883239.48299404
2024-11-08 00:00:00,48.29578509093777,36.61546477308207,16.30459419254352,7.533366748547637e-10,1.2325888553711125e-09,23229230.759149637
2024-11-09 00:00:00,25.758548178495566,25.948184611710087,11.772526343578857,0.0,1.3296898395714002e-09,36610293.87037402
2024-11-10 00:00:00,46.63415998515345,62.521637675077365,11.652555423014057,0.0,1.6035109753839037e-09,40402643.810310125
2024-11-11 00:00:00,23.762227699342976,63.82193865552862,15.051769883818928,0.0,1.7247229043103638e-09,31267859.21698248
2024-11-12 00:00:00,40.28134547038569,49.79746917701264,14.37321188868053,8.066412536264753e-10,8.836767744940105e-10,35455439.12818126
2024-11-13 00:00:00,78.10098645318523,51.56173686373996,8.49403532797932,8.892321118746736e-10,1.4308827299456142e-09,52895175.622174285
2024-11-14 00:00:00,62.639163592242355,35.04329468406834,11.133436574647796,8.775950763299304e-10,1.1276887524063975e-09,40904909.639339074
