date,forecasted_transaction_cnt,forecasted_active_users,forecasted_unique_users,forecasted_total_op_transferred,forecasted_cum_op_transferred_in_tokens,forecasted_totalLiquidityUSD
2024-11-15 00:00:00,66.40251919114785,41.41918928052845,18.723601057545608,1.03058636522293e-09,6.86437545700945e-10,41728807.4671655
2024-11-16 00:00:00,91.38073856688722,24.20333444755958,23.323902227853075,4.3949817249546153e-10,1.4605060102173959e-09,52266181.27463071
2024-11-17 00:00:00,68.24140584083082,43.763825812237464,15.413706803521652,8.479923653014493e-10,1.410885856508231e-09,35631000.06332452
2024-11-18 00:00:00,60.13717590113886,51.89253407969464,13.506862415031364,1.2134553778429567e-09,4.650366390196674e-10,36354804.98954742
2024-11-19 00:00:00,82.15703959516827,45.85326005799029,10.058926479525226,9.952071140921343e-10,1.0341112636536906e-09,48933511.56064237
2024-11-20 00:00:00,162.44524885410212,73.9197881095986,9.82130044919175,1.6912424492134236e-09,1.0813832467183556e-09,22942159.407831915
2024-11-21 00:00:00,62.52683346786493,19.931477017999683,18.211018813679324,1.359282041098469e-09,9.399102853211029e-10,43109320.587768875
2024-11-22 00:00:00,95.5924645344325,26.585255562380787,13.612825384991842,1.5348332672795608e-09,1.1060284246806196e-09,41980777.524566546
2024-11-23 00:00:00,66.36186358155724,31.766268847284714,9.990284071939783,5.254651934533865e-10,9.613761252457207e-10,39291293.79003632
2024-11-24 00:00:00,88.42857935406646,32.984234625020505,14.268908686367915,1.5782228507889653e-09,9.478087981723207e-10,41435413.78281571
2024-11-25 00:00:00,100.19608469483829,44.02112936163267,16.176656257469624,8.099614738792342e-10,1.0416355146426473e-09,32212362.496724855
2024-11-26 00:00:00,124.38452683680414,43.463355915900586,17.914046944927136,1.5088138513229735e-09,1.122973447518851e-09,38326506.44230482
2024-11-27 00:00:00,142.2588367482892,29.0853026967862,14.459009403019456,2.0417415942976833e-09,-1.6934066843263956e-25,43473643.12822812
2024-11-28 00:00:00,73.01213394990381,63.31853065662998,15.386403457814533,1.7236607219579366e-09,-2.453590084801961e-25,38070573.77440247
2024-11-29 00:00:00,130.80740932624903,45.900251224355785,9.597069822212205,1.0424407001536653e-09,-2.360060092857117e-25,44723910.1793651
2024-11-30 00:00:00,73.15194215883673,42.036499373432406,10.142154193850581,1.3025711152205916e-09,8.25998349456345e-10,31092555.6929728
2024-12-01 00:00:00,102.37243644045063,46.3297113758656,11.760715182071928,1.0878791123501007e-09,9.329070370578514e-10,35775597.141570926
2024-12-02 00:00:00,107.60968608562946,64.50993865324465,15.029954374427929,7.068883214277811e-10,1.0581919193210286e-09,50492277.254251495
2024-12-03 00:00:00,45.657864310360196,59.60505778763751,10.954989683490698,1.0458832733306996e-09,9.454652501435371e-10,35077106.66813595
2024-12-04 00:00:00,113.20046786783743,35.50950465802887,12.676708312170271,9.865809419968442e-10,1.5127667737381456e-09,20305432.808237016
2024-12-05 00:00:00,67.50393442260533,32.92939548932984,18.00059725813195,7.937990848879658e-10,1.025027613017994e-09,56280587.299688436
2024-12-06 00:00:00,43.158634023962286,47.92308741173846,12.781279515335896,4.631760913598713e-10,6.985299333607494e-10,41934893.73050399
2024-12-07 00:00:00,45.06458719548093,52.898226918836755,13.867987922498745,1.4728276383992837e-09,1.3061543615396235e-09,45606592.80757861
2024-12-08 00:00:00,59.70276129790713,48.067587681252576,7.9615066316606935,8.888659253285317e-10,8.232887365156625e-10,39802531.15923948
2024-12-09 00:00:00,61.04674381763721,54.7280778569489,9.429385249436603,0.0,1.111577376593953e-09,32231757.608925115
2024-12-10 00:00:00,47.51210470838703,26.534445090677746,10.286784546768429,0.0,7.622595049785622e-10,52659875.61029064
2024-12-11 00:00:00,49.39309037527555,38.10817420192641,8.236608163817678,0.0,1.0449522995665101e-09,50709011.90906654
2024-12-12 00:00:00,39.1969506342923,82.7086256250575,19.38995169537069,5.226184754406425e-10,1.1434105114269036e-09,44452108.90453792
2024-12-13 00:00:00,24.195833420957396,68.43296855716741,21.942794446538205,8.911635707399901e-10,1.518158363282845e-09,51353657.76437949
2024-12-14 00:00:00,52.46159099540677,46.80440360674777,24.992987092886818,1.23917294703071e-09,9.782932703559437e-10,50179239.16281177
2024-12-15 00:00:00,30.090457210113403,47.517619330508815,12.015521402245925,-1.6950040008192114e-25,1.0481273388866113e-09,29310109.284573767
2024-12-16 00:00:00,42.847788096665404,22.362487563217485,11.710092791002495,-1.3526677800710854e-25,7.809027687691066e-10,32406105.94934346
2024-12-17 00:00:00,57.21080541605068,35.48972468207827,13.300413335873513,-1.6806724587665574e-25,8.140407515882282e-10,56419128.14570815
2024-12-18 00:00:00,52.29062062951809,32.82531507784636,11.197762226118227,8.183806520415035e-10,9.526965127484066e-10,50156477.25424075
2024-12-19 00:00:00,49.88457327232676,41.67869580147397,13.125382209183552,1.0505085982965556e-09,8.358437213821157e-10,43435844.840658724
2024-12-20 00:00:00,78.34169639699431,54.408860692712075,16.58006368011663,1.5451978511887786e-09,9.845239046667746e-10,46217200.60503574
2024-12-21 00:00:00,22.154010373044922,53.467255108144805,15.250702314912076,1.1632879846846196e-09,1.0803258487152804e-09,61240256.107816115
2024-12-22 00:00:00,49.623172178789076,46.72933540970766,20.93643832137787,1.6604912330640987e-09,9.79563165081953e-10,25803494.829400674
2024-12-23 00:00:00,75.83921671534127,43.19564437173509,17.867292901207787,1.221590484826534e-09,8.920392581237672e-10,43162283.06332091
2024-12-24 00:00:00,103.20326390372219,38.18164476479033,22.814136144427128,5.516997661994692e-10,8.789709985773736e-10,46123724.160788596
2024-12-25 00:00:00,71.25122709547404,53.0961872916594,26.66269178345054,9.914976018165674e-10,1.4159143506886393e-09,30962941.889362242
2024-12-25 20:51:59,,,,,,44601141.08534229
2024-12-26 00:00:00,106.04941456489183,30.33967519837837,28.588497968667212,9.310178125021009e-10,8.976674693779182e-10,
2024-12-27 00:00:00,63.03664343135539,50.93414315112342,19.248300648160114,7.840082771792224e-10,9.507797965771806e-10,
2024-12-28 00:00:00,66.60669787894585,64.3674727288765,10.436948803691918,1.2360070667325786e-09,8.749312235627762e-10,
2024-12-29 00:00:00,65.148162169154,61.52400234732678,17.70242832411296,6.922349033614427e-10,9.64921341647546e-10,
