chain,date,token,value,readable_date
Optimism,1710374400,OP,159723.41924,2024-03-14 00:00:00
Optimism,1710374400,WETH,319.90266,2024-03-14 00:00:00
Optimism,1710460800,OP,164462.68566,2024-03-15 00:00:00
Optimism,1710460800,WETH,320.84504,2024-03-15 00:00:00
Optimism,1710547200,OP,176543.09612,2024-03-16 00:00:00
Optimism,1710547200,WETH,326.17573,2024-03-16 00:00:00
Optimism,1710547200,WSTETH,103.46146,2024-03-16 00:00:00
Optimism,1710633600,OP,197219.67382,2024-03-17 00:00:00
Optimism,1710633600,WETH,323.14408,2024-03-17 00:00:00
Optimism,1710633600,WSTETH,120.22053,2024-03-17 00:00:00
Optimism,1710720000,OP,199522.74533,2024-03-18 00:00:00
Optimism,1710720000,WETH,311.46959,2024-03-18 00:00:00
Optimism,1710720000,WSTETH,135.16075,2024-03-18 00:00:00
Optimism,1710806400,OP,198803.34933,2024-03-19 00:00:00
Optimism,1710806400,WETH,305.00988,2024-03-19 00:00:00
Optimism,1710806400,WSTETH,135.99714,2024-03-19 00:00:00
Optimism,1710892800,OP,216646.46868,2024-03-20 00:00:00
Optimism,1710892800,WETH,302.40132,2024-03-20 00:00:00
Optimism,1710892800,WSTETH,144.98458,2024-03-20 00:00:00
Optimism,1710979200,OP,216998.99852,2024-03-21 00:00:00
Optimism,1710979200,WETH,305.51493,2024-03-21 00:00:00
Optimism,1710979200,WSTETH,147.66301,2024-03-21 00:00:00
Optimism,1711065600,OP,229242.58609,2024-03-22 00:00:00
Optimism,1711065600,WETH,305.51493,2024-03-22 00:00:00
Optimism,1711065600,WSTETH,152.20907,2024-03-22 00:00:00
Optimism,1711152000,OP,229270.71738,2024-03-23 00:00:00
Optimism,1711152000,WETH,304.64188,2024-03-23 00:00:00
Optimism,1711152000,WSTETH,152.20907,2024-03-23 00:00:00
Optimism,1711238400,OP,229270.71738,2024-03-24 00:00:00
Optimism,1711238400,WETH,383.02594,2024-03-24 00:00:00
Optimism,1711238400,WSTETH,182.20907,2024-03-24 00:00:00
Optimism,1711324800,OP,228813.71738,2024-03-25 00:00:00
Optimism,1711324800,WETH,384.41594,2024-03-25 00:00:00
Optimism,1711324800,WSTETH,182.20907,2024-03-25 00:00:00
Optimism,1711411200,OP,230958.96396,2024-03-26 00:00:00
Optimism,1711411200,WETH,410.79899,2024-03-26 00:00:00
Optimism,1711411200,WSTETH,182.98224,2024-03-26 00:00:00
Optimism,1711497600,OP,252246.41959,2024-03-27 00:00:00
Optimism,1711497600,WETH,401.59883,2024-03-27 00:00:00
Optimism,1711497600,WSTETH,186.02273,2024-03-27 00:00:00
Optimism,1711584000,OP,247646.41959,2024-03-28 00:00:00
Optimism,1711584000,WETH,401.52383,2024-03-28 00:00:00
Optimism,1711584000,WSTETH,189.02273,2024-03-28 00:00:00
Optimism,1711670400,OP,256744.31919,2024-03-29 00:00:00
Optimism,1711670400,WETH,404.82366,2024-03-29 00:00:00
Optimism,1711670400,WSTETH,225.59338,2024-03-29 00:00:00
Optimism,1711756800,OP,257544.31919,2024-03-30 00:00:00
Optimism,1711756800,WETH,406.7394,2024-03-30 00:00:00
Optimism,1711756800,WSTETH,227.77919,2024-03-30 00:00:00
Optimism,1711843200,OP,258084.80643,2024-03-31 00:00:00
Optimism,1711843200,WETH,407.7994,2024-03-31 00:00:00
Optimism,1711843200,WSTETH,235.064,2024-03-31 00:00:00
Optimism,1711929600,OP,259171.89507,2024-04-01 00:00:00
Optimism,1711929600,WETH,427.5544,2024-04-01 00:00:00
Optimism,1711929600,WSTETH,242.4596,2024-04-01 00:00:00
