,Onchain Builder,Devtool Project,Devtool URL,List of Packages Used by Project,Total Package Dependents in OSO,Total Package Dependents in RF4,Devtool Star Count,Devtool Fork Count,Devtool Created Date,Devtool Language,License,Past RF Recipient,Repo Relative Star Rank,OSO Package Rank,RF4 Package Rank,RF4 Delta
442,Synthetix,Optimism,https://github.com/ethereum-optimism/ecosystem,['@eth-optimism/sdk'],108,17,102,55,2023-09-11,TypeScript,MIT License,True,2.0,0.10443037974683544,0.10759493670886076,0.0031645569620253194
443,Across,Optimism,https://github.com/ethereum-optimism/ecosystem,['@eth-optimism/sdk'],108,17,102,55,2023-09-11,TypeScript,MIT License,True,2.0,0.10443037974683544,0.10759493670886076,0.0031645569620253194
444,Boost Studios,Optimism,https://github.com/ethereum-optimism/ecosystem,['@eth-optimism/sdk'],108,17,102,55,2023-09-11,TypeScript,MIT License,True,2.0,0.10443037974683544,0.10759493670886076,0.0031645569620253194
445,Synthetix,Optimism,https://github.com/ethereum-optimism/optimism,['@eth-optimism/contracts' '@eth-optimism/core-utils'],417,53,5876,3423,2020-02-06,Go,MIT License,True,1.0,0.75,0.75,0.0
446,Boost Studios,Optimism,https://github.com/ethereum-optimism/optimism,"['@eth-optimism/core-utils' '@eth-optimism/contracts'
 '@eth-optimism/contracts-ts']",417,53,5876,3423,2020-02-06,Go,MIT License,True,1.0,0.75,0.75,0.0
447,Across,Optimism,https://github.com/ethereum-optimism/optimism,['@eth-optimism/contracts' '@eth-optimism/core-utils'],417,53,5876,3423,2020-02-06,Go,MIT License,True,1.0,0.75,0.75,0.0
448,Superfluid,zkSync SDK,https://github.com/zksync-sdk/zksync-ethers,['zksync-ethers'],150,26,28,36,2023-11-29,TypeScript,Apache License 2.0,False,1.0,0.12183544303797468,0.13132911392405064,0.009493670886075958
449,Across,zkSync SDK,https://github.com/zksync-sdk/zksync-ethers,['zksync-ethers'],150,26,28,36,2023-11-29,TypeScript,Apache License 2.0,False,1.0,0.12183544303797468,0.13132911392405064,0.009493670886075958
450,Giveth,Solana Mobile,https://github.com/solana-mobile/mobile-wallet-adapter,"['@solana-mobile/mobile-wallet-adapter-protocol-web3js'
 '@solana-mobile/wallet-adapter-mobile'
 '@solana-mobile/mobile-wallet-adapter-protocol']",140,14,252,110,2022-05-12,Java,Other,False,1.0,1.0,1.0,0.0
452,Superfluid,InterPlanetary Linked Data (IPLD),https://github.com/ipld/js-dag-json,['@ipld/dag-json'],480,37,17,9,2018-08-14,JavaScript,Other,False,2.0,0.096875,0.096875,0.0
453,Sushi,InterPlanetary Linked Data (IPLD),https://github.com/ipld/js-dag-json,['@ipld/dag-json'],480,37,17,9,2018-08-14,JavaScript,Other,False,2.0,0.096875,0.096875,0.0
454,Synthetix,InterPlanetary Linked Data (IPLD),https://github.com/ipld/js-dag-json,['@ipld/dag-json'],480,37,17,9,2018-08-14,JavaScript,Other,False,2.0,0.096875,0.096875,0.0
455,Giveth,InterPlanetary Linked Data (IPLD),https://github.com/ipld/js-dag-json,['@ipld/dag-json'],480,37,17,9,2018-08-14,JavaScript,Other,False,2.0,0.096875,0.096875,0.0
457,Giveth,Superfluid,https://github.com/superfluid-finance/protocol-monorepo,"['@superfluid-finance/sdk-core' '@superfluid-finance/ethereum-contracts'
 '@superfluid-finance/metadata']",33,2,874,239,2020-03-09,TypeScript,Other,True,1.0,0.0379746835443038,0.011075949367088608,-0.02689873417721519
458,Across,Metamask,https://github.com/metamask/superstruct,['@metamask/superstruct'],386,52,2,0,2024-02-09,TypeScript,MIT License,True,11.0,0.1819620253164557,0.2199367088607595,0.037974683544303806
459,Agora,Metamask,https://github.com/metamask/superstruct,['@metamask/superstruct'],386,52,2,0,2024-02-09,TypeScript,MIT License,True,10.0,0.1819620253164557,0.2199367088607595,0.037974683544303806
460,Giveth,Metamask,https://github.com/metamask/superstruct,['@metamask/superstruct'],386,52,2,0,2024-02-09,TypeScript,MIT License,True,13.0,0.1819620253164557,0.2199367088607595,0.037974683544303806
461,Superfluid,Metamask,https://github.com/metamask/superstruct,['@metamask/superstruct'],386,52,2,0,2024-02-09,TypeScript,MIT License,True,12.0,0.1819620253164557,0.2199367088607595,0.037974683544303806
462,Superfluid,Metamask,https://github.com/metamask/eth-json-rpc-filters,['eth-json-rpc-filters'],1243,106,30,39,2017-06-14,JavaScript,ISC License,True,10.0,0.325,0.54375,0.21874999999999994
463,Ethereum Attestation Service,Metamask,https://github.com/metamask/eth-json-rpc-filters,['eth-json-rpc-filters'],1243,106,30,39,2017-06-14,JavaScript,ISC License,True,4.0,0.325,0.54375,0.21874999999999994
464,Giveth,Metamask,https://github.com/metamask/eth-json-rpc-filters,['eth-json-rpc-filters'],1243,106,30,39,2017-06-14,JavaScript,ISC License,True,10.5,0.325,0.54375,0.21874999999999994
465,Agora,Metamask,https://github.com/metamask/eth-json-rpc-filters,['eth-json-rpc-filters'],1243,106,30,39,2017-06-14,JavaScript,ISC License,True,8.0,0.325,0.54375,0.21874999999999994
466,Sushi,Metamask,https://github.com/metamask/eth-json-rpc-filters,['eth-json-rpc-filters'],1243,106,30,39,2017-06-14,JavaScript,ISC License,True,6.0,0.325,0.54375,0.21874999999999994
467,Smol Dapp,Metamask,https://github.com/metamask/eth-json-rpc-filters,['eth-json-rpc-filters'],1243,106,30,39,2017-06-14,JavaScript,ISC License,True,8.0,0.325,0.54375,0.21874999999999994
468,Synthetix,Metamask,https://github.com/metamask/eth-json-rpc-filters,['eth-json-rpc-filters'],1243,106,30,39,2017-06-14,JavaScript,ISC License,True,8.0,0.325,0.54375,0.21874999999999994
469,Superfluid,The Graph,https://github.com/graphprotocol/graph-client,"['@graphprotocol/client-add-source-name'
 '@graphprotocol/client-polling-live'
 '@graphprotocol/client-auto-pagination'
 '@graphprotocol/client-auto-type-merging'
 '@graphprotocol/client-block-tracking' '@graphprotocol/client-cli']",51,5,178,44,2022-02-03,TypeScript,MIT License,False,1.0,0.05063291139240506,0.03322784810126582,-0.017405063291139243
470,Giveth,Stellar,https://github.com/stellar/js-xdr,['@stellar/js-xdr'],62,3,26,31,2015-03-18,JavaScript,Apache License 2.0,False,3.0,0.05,0.021875,-0.028125000000000004
471,Across,Polygon,https://github.com/maticnetwork/matic.js,['@maticnetwork/maticjs'],56,7,545,259,2018-08-23,TypeScript,MIT License,False,1.0,0.061708860759493674,0.0680379746835443,0.006329113924050632
472,Boost Studios,Polygon,https://github.com/maticnetwork/matic.js,['@maticnetwork/maticjs'],56,7,545,259,2018-08-23,TypeScript,MIT License,False,1.0,0.061708860759493674,0.0680379746835443,0.006329113924050632
473,Giveth,Ethereum Attestation Service,https://github.com/ethereum-attestation-service/eas-contracts,['@ethereum-attestation-service/eas-contracts'],59,7,256,83,2020-10-03,TypeScript,MIT License,True,1.0,0.06962025316455696,0.0680379746835443,-0.0015822784810126528
475,Agora,Ethereum Attestation Service,https://github.com/ethereum-attestation-service/eas-contracts,['@ethereum-attestation-service/eas-contracts'],59,7,256,83,2020-10-03,TypeScript,MIT License,True,1.0,0.06962025316455696,0.0680379746835443,-0.0015822784810126528
476,Giveth,Facebook Open Source,https://github.com/facebook/flow,['flow-parser'],694,61,22109,1863,2014-10-28,OCaml,MIT License,False,2.0,0.6,0.6,0.0
477,Agora,Facebook Open Source,https://github.com/facebook/flow,['flow-enums-runtime' 'flow-parser' 'babel-plugin-transform-flow-enums'],694,61,22109,1863,2014-10-28,OCaml,MIT License,False,3.0,0.6,0.6,0.0
478,Superfluid,Facebook Open Source,https://github.com/facebook/flow,['flow-parser' 'babel-plugin-transform-flow-enums' 'flow-enums-runtime'],694,61,22109,1863,2014-10-28,OCaml,MIT License,False,3.0,0.6,0.6,0.0
479,Across,Facebook Open Source,https://github.com/facebook/flow,['flow-parser'],694,61,22109,1863,2014-10-28,OCaml,MIT License,False,2.0,0.6,0.6,0.0
480,Synthetix,Facebook Open Source,https://github.com/facebook/flow,['flow-parser'],694,61,22109,1863,2014-10-28,OCaml,MIT License,False,2.0,0.6,0.6,0.0
481,Sushi,Uniswap,https://github.com/uniswap/token-lists,['@uniswap/token-lists'],270,29,1491,1027,2020-06-10,TypeScript,MIT License,True,1.0,0.15981012658227847,0.15031645569620253,-0.009493670886075944
482,Superfluid,Uniswap,https://github.com/uniswap/token-lists,['@uniswap/token-lists'],270,29,1491,1027,2020-06-10,TypeScript,MIT License,True,1.0,0.15981012658227847,0.15031645569620253,-0.009493670886075944
483,Across,DePay,https://github.com/depayfi/web3-mock,['@depay/web3-mock'],16,5,90,21,2021-06-13,JavaScript,MIT License,False,1.0,0.028125,0.046875,0.01875
484,Superfluid,DePay,https://github.com/depayfi/web3-mock,['@depay/web3-mock'],16,5,90,21,2021-06-13,JavaScript,MIT License,False,1.0,0.028125,0.046875,0.01875
485,Ethereum Attestation Service,Metamask,https://github.com/metamask/utils,['@metamask/utils'],904,86,33,11,2022-02-23,TypeScript,ISC License,True,3.0,0.504746835443038,0.4572784810126582,-0.04746835443037978
486,Smol Dapp,Metamask,https://github.com/metamask/utils,['@metamask/utils'],904,86,33,11,2022-02-23,TypeScript,ISC License,True,7.0,0.504746835443038,0.4572784810126582,-0.04746835443037978
487,Sushi,Metamask,https://github.com/metamask/utils,['@metamask/utils'],904,86,33,11,2022-02-23,TypeScript,ISC License,True,5.0,0.504746835443038,0.4572784810126582,-0.04746835443037978
488,Synthetix,Metamask,https://github.com/metamask/utils,['@metamask/utils'],904,86,33,11,2022-02-23,TypeScript,ISC License,True,7.0,0.504746835443038,0.4572784810126582,-0.04746835443037978
489,Superfluid,Metamask,https://github.com/metamask/utils,['@metamask/utils'],904,86,33,11,2022-02-23,TypeScript,ISC License,True,9.0,0.504746835443038,0.4572784810126582,-0.04746835443037978
490,Agora,Metamask,https://github.com/metamask/utils,['@metamask/utils'],904,86,33,11,2022-02-23,TypeScript,ISC License,True,7.0,0.504746835443038,0.4572784810126582,-0.04746835443037978
491,Across,Metamask,https://github.com/metamask/utils,['@metamask/utils'],904,86,33,11,2022-02-23,TypeScript,ISC License,True,9.0,0.504746835443038,0.4572784810126582,-0.04746835443037978
492,Giveth,Metamask,https://github.com/metamask/utils,['@metamask/utils'],904,86,33,11,2022-02-23,TypeScript,ISC License,True,9.0,0.504746835443038,0.4572784810126582,-0.04746835443037978
493,Synthetix,Notifi Network,https://github.com/notifi-network/notifi-sdk-ts,"['@notifi-network/notifi-axios-adapter'
 '@notifi-network/notifi-axios-utils' '@notifi-network/notifi-react-card'
 '@notifi-network/notifi-core' '@notifi-network/notifi-graphql'
 '@notifi-network/notifi-frontend-client'
 '@notifi-network/notifi-react-hooks']",10,1,68,24,2022-03-01,TypeScript,MIT License,False,1.0,0.004746835443037975,0.004746835443037975,0.0
494,Boost Studios,Lit Protocol,https://github.com/lit-protocol/js-sdk,"['@lit-protocol/crypto' '@lit-protocol/constants'
 '@lit-protocol/misc-browser' '@lit-protocol/types'
 '@lit-protocol/auth-browser' '@lit-protocol/node-client'
 '@lit-protocol/lit-third-party-libs' '@lit-protocol/bls-sdk'
 '@lit-protocol/uint8arrays' '@lit-protocol/misc'
 '@lit-protocol/encryption' '@lit-protocol/nacl' '@lit-protocol/ecdsa-sdk'
 '@lit-protocol/access-control-conditions']",67,3,115,72,2022-08-19,TypeScript,MIT License,False,1.0,0.08227848101265822,0.020569620253164556,-0.06170886075949367
495,Across,Metamask,https://github.com/metamask/providers,['@metamask/providers'],526,65,239,128,2018-08-09,TypeScript,MIT License,True,3.0,0.23575949367088608,0.28322784810126583,0.04746835443037975
496,Synthetix,Metamask,https://github.com/metamask/providers,['@metamask/providers'],526,65,239,128,2018-08-09,TypeScript,MIT License,True,2.0,0.23575949367088608,0.28322784810126583,0.04746835443037975
497,Agora,Metamask,https://github.com/metamask/providers,['@metamask/providers'],526,65,239,128,2018-08-09,TypeScript,MIT License,True,3.0,0.23575949367088608,0.28322784810126583,0.04746835443037975
498,Superfluid,Metamask,https://github.com/metamask/providers,['@metamask/providers'],526,65,239,128,2018-08-09,TypeScript,MIT License,True,3.0,0.23575949367088608,0.28322784810126583,0.04746835443037975
499,Smol Dapp,Metamask,https://github.com/metamask/providers,['@metamask/providers'],526,65,239,128,2018-08-09,TypeScript,MIT License,True,2.0,0.23575949367088608,0.28322784810126583,0.04746835443037975
500,Giveth,Metamask,https://github.com/metamask/providers,['@metamask/providers'],526,65,239,128,2018-08-09,TypeScript,MIT License,True,3.0,0.23575949367088608,0.28322784810126583,0.04746835443037975
501,Agora,Metamask,https://github.com/metamask/object-multiplex,['@metamask/object-multiplex'],538,67,14,15,2017-09-08,TypeScript,ISC License,True,9.0,0.2674050632911392,0.32436708860759494,0.05696202531645572
502,Giveth,Metamask,https://github.com/metamask/object-multiplex,['@metamask/object-multiplex'],538,67,14,15,2017-09-08,TypeScript,ISC License,True,12.0,0.2674050632911392,0.32436708860759494,0.05696202531645572
503,Smol Dapp,Metamask,https://github.com/metamask/object-multiplex,['@metamask/object-multiplex'],538,67,14,15,2017-09-08,TypeScript,ISC License,True,9.0,0.2674050632911392,0.32436708860759494,0.05696202531645572
504,Across,Metamask,https://github.com/metamask/object-multiplex,['@metamask/object-multiplex'],538,67,14,15,2017-09-08,TypeScript,ISC License,True,10.0,0.2674050632911392,0.32436708860759494,0.05696202531645572
505,Superfluid,Metamask,https://github.com/metamask/object-multiplex,['@metamask/object-multiplex'],538,67,14,15,2017-09-08,TypeScript,ISC License,True,11.0,0.2674050632911392,0.32436708860759494,0.05696202531645572
506,Synthetix,Metamask,https://github.com/metamask/object-multiplex,['@metamask/object-multiplex'],538,67,14,15,2017-09-08,TypeScript,ISC License,True,9.0,0.2674050632911392,0.32436708860759494,0.05696202531645572
507,Agora,wevm,https://github.com/wevm/ox,['ox'],273,42,127,10,2024-08-13,TypeScript,MIT License,True,4.0,0.16772151898734178,0.17088607594936708,0.0031645569620253056
508,Across,wevm,https://github.com/wevm/ox,['ox'],273,42,127,10,2024-08-13,TypeScript,MIT License,True,3.0,0.16772151898734178,0.17088607594936708,0.0031645569620253056
509,Giveth,wevm,https://github.com/wevm/ox,['ox'],273,42,127,10,2024-08-13,TypeScript,MIT License,True,4.0,0.16772151898734178,0.17088607594936708,0.0031645569620253056
510,Boost Studios,Zora,https://github.com/ourzora/zora-protocol,"['@zoralabs/zora-1155-contracts' '@zoralabs/protocol-sdk'
 '@zoralabs/protocol-rewards' '@zoralabs/protocol-deployments']",11,6,153,108,2023-02-01,Solidity,MIT License,True,1.0,0.05,0.05,0.0
511,Boost Studios,Paraswap,https://github.com/paraswap/paraswap-sdk,['@paraswap/sdk'],30,5,721,106,2019-10-08,TypeScript,Other,True,1.0,0.022151898734177215,0.03322784810126582,0.011075949367088604
512,Sound.xyz,pnpm,https://github.com/pnpm/pnpm,"['@pnpm/write-project-manifest' '@pnpm/constants' '@pnpm/graceful-fs'
 '@pnpm/read-project-manifest' '@pnpm/error' '@pnpm/types'
 '@pnpm/exportable-manifest']",59,6,30510,1055,2016-01-28,TypeScript,MIT License,False,1.0,0.06962025316455696,0.04746835443037975,-0.02215189873417721
513,Agora,OpenZeppelin,https://github.com/openzeppelin/merkle-tree,['@openzeppelin/merkle-tree'],133,17,472,112,2022-10-24,TypeScript,MIT License,True,1.0,0.11234177215189874,0.10759493670886076,-0.004746835443037972
514,Ethereum Attestation Service,OpenZeppelin,https://github.com/openzeppelin/merkle-tree,['@openzeppelin/merkle-tree'],133,17,472,112,2022-10-24,TypeScript,MIT License,True,2.0,0.11234177215189874,0.10759493670886076,-0.004746835443037972
515,Boost Studios,Uniswap,https://github.com/uniswap/universal-router,['@uniswap/universal-router'],74,10,422,226,2022-07-27,TypeScript,GNU General Public License v3.0,True,1.0,0.09177215189873418,0.08860759493670886,-0.0031645569620253194
516,Across,Synpress,https://github.com/synthetixio/synpress,['@synthetixio/synpress'],51,7,621,201,2020-11-18,TypeScript,,True,1.0,0.05063291139240506,0.0680379746835443,0.017405063291139243
517,Superfluid,Synpress,https://github.com/synthetixio/synpress,['@synthetixio/synpress'],51,7,621,201,2020-11-18,TypeScript,,True,1.0,0.05063291139240506,0.0680379746835443,0.017405063291139243
518,Agora,Alchemy,https://github.com/alchemyplatform/aa-sdk,"['@account-kit/logging' '@alchemy/aa-alchemy' '@alchemy/aa-accounts'
 '@account-kit/infra' '@alchemy/aa-core' '@aa-sdk/core'
 '@account-kit/smart-contracts']",35,6,238,135,2023-05-19,TypeScript,MIT License,True,1.0,0.04113924050632911,0.04746835443037975,0.006329113924050639
520,Synthetix,Snapshot,https://github.com/snapshot-labs/snapshot.js,['@snapshot-labs/snapshot.js'],53,9,239,579,2020-09-05,TypeScript,MIT License,True,1.0,0.056962025316455694,0.08544303797468354,0.028481012658227847
521,Giveth,Stellar,https://github.com/stellar/js-stellar-base,['@stellar/stellar-base'],61,3,109,137,2015-04-02,JavaScript,Apache License 2.0,False,2.0,0.04375,0.021875,-0.021875
522,Agora,Pinata,https://github.com/pinatacloud/pinata-web3,['pinata-web3'],12,1,2,1,2024-08-24,TypeScript,MIT License,False,1.0,0.012658227848101266,0.004746835443037975,-0.007911392405063292
523,Boost Studios,Lens Protocol,https://github.com/lens-protocol/metadata,['@lens-protocol/metadata'],27,3,8,6,2023-08-14,TypeScript,MIT License,False,2.0,0.015822784810126583,0.020569620253164556,0.004746835443037972
527,Boost Studios,Paraswap,https://github.com/paraswap/paraswap-core,['@paraswap/core'],29,5,3,7,2021-07-30,TypeScript,,True,2.0,0.0189873417721519,0.03322784810126582,0.01424050632911392
528,Across,UMA,https://github.com/umaprotocol/protocol,"['@uma/core' '@uma/contracts-node' '@uma/contracts-frontend'
 '@uma/merkle-distributor' '@uma/logger' '@uma/common']",12,3,388,184,2018-07-24,JavaScript,GNU Affero General Public License v3.0,False,1.0,0.0125,0.021875,0.009374999999999998
529,Across,DePay,https://github.com/depayfi/web3-blockchains,['@depay/web3-blockchains'],16,5,6,5,2021-06-21,JavaScript,MIT License,False,2.0,0.028125,0.046875,0.01875
530,Superfluid,DePay,https://github.com/depayfi/web3-blockchains,['@depay/web3-blockchains'],16,5,6,5,2021-06-21,JavaScript,MIT License,False,2.0,0.028125,0.046875,0.01875
531,Synthetix,Socket,https://github.com/socketdottech/plugin,['@socket.tech/plugin'],10,5,40,16,2022-06-24,TypeScript,MIT License,True,1.0,0.004746835443037975,0.03322784810126582,0.028481012658227844
533,Boost Studios,Hop Protocol,https://github.com/hop-protocol/hop,['@hop-protocol/sdk'],11,2,2847,195,2020-10-19,TypeScript,MIT License,True,1.0,0.00949367088607595,0.011075949367088608,0.001582278481012658
