transaction_date,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,retained_percent,daa_to_maa_ratio,cum_transferred
2024-06-22,23063.0,11496.0,5.0853476448607424e+20,0.2591458381485669,1907.0,0.6114300626304802,0.14,7.382319840384011e+21
2024-06-23,21675.0,11128.0,4.231359944896006e+20,0.1377857578122752,1915.0,0.6107117181883537,0.14,7.805455834873612e+21
2024-06-24,22038.0,11231.0,4.53062141191635e+20,0.4792497216928665,1864.0,0.6015492832339061,0.14,8.258517976065246e+21
2024-06-25,21220.0,11115.0,4.888108521539474e+20,0.4901950662082207,1744.0,0.627080521817364,0.14,8.747328828219193e+21
2024-06-26,21239.0,10970.0,4.774659867452525e+20,0.8175688712812552,1812.0,0.6268003646308113,0.13,9.224794814964444e+21
2024-06-27,21416.0,10766.0,5.581866853398958e+20,2.2833580753692537,1853.0,0.5740293516626417,0.13,9.78298150030434e+21
2024-06-28,20124.0,11035.0,4.93711251325553e+20,1.018000261840808,1546.0,0.5799728137743543,0.14,1.0276692751629897e+22
2024-06-29,18405.0,8863.0,4.9458184323964627e+20,0.6524303387824928,1652.0,0.5608710368949565,0.11,1.077127459486954e+22
2024-06-30,20706.0,10570.0,6.248083356915019e+20,0.2453174511926193,1587.0,0.4400189214758751,0.13,1.1396082930561042e+22
2024-07-01,16966.0,8455.0,4.679241573833143e+20,0.8103085951499769,1210.0,0.6075694855115317,0.12,1.1864007087944356e+22
2024-07-02,15480.0,7326.0,4.662444115778727e+20,0.1707506485307811,1298.0,0.5454545454545454,0.11,1.2330251499522228e+22
2024-07-03,14602.0,6700.0,5.679190289562309e+20,0.1543025863239688,1082.0,0.5367164179104478,0.1,1.2898170528478458e+22
2024-07-04,27505.0,13881.0,6.901657180560468e+20,0.7195955233466929,1814.0,0.2865067358259491,0.2,1.3588336246534506e+22
2024-07-05,20334.0,10107.0,1.857133130054353e+21,2.1983717778154213,1497.0,0.5952310280003957,0.15,1.544546937658886e+22
2024-07-06,13718.0,5642.0,1.974541330955491e+21,0.1012424706253247,1154.0,0.3743353420772776,0.08,1.742001070754435e+22
2024-07-07,13147.0,5307.0,4.869148021924738e+21,0.1150781673866645,997.0,0.3033729037120783,0.08,2.2289158729469088e+22
2024-07-08,13724.0,6616.0,2.672636835252107e+21,0.2352987906041747,953.0,0.2897521160822249,0.1,2.496179556472119e+22
2024-07-09,14178.0,6069.0,5.034038496867671e+20,0.135621644757345,1127.0,0.4564178612621519,0.09,2.5465199414407963e+22
2024-07-10,15450.0,6262.0,4.844913568022736e+20,0.1647885785334488,1173.0,0.381826892366656,0.09,2.5949690771210236e+22
2024-07-11,15777.0,7080.0,3.212660819536993e+20,0.20209228423408,1451.0,0.3954802259887006,0.1,2.6270956853163935e+22
2024-07-12,13982.0,6497.0,4.835981024950045e+20,0.1119378891999762,1042.0,0.5422502693550869,0.09,2.675455495565894e+22
2024-07-13,12722.0,4777.0,4.0764576634847547e+20,0.1436826741160322,1231.0,0.2997697299560393,0.07,2.7162200722007415e+22
2024-07-14,13473.0,5416.0,4.576793421342877e+20,0.1429787599307902,994.0,0.2747415066469719,0.08,2.7619880064141704e+22
2024-07-15,15344.0,6952.0,4.89695659265078e+20,0.1503064444724186,1113.0,0.363204833141542,0.1,2.8109575723406783e+22
2024-07-16,20612.0,9857.0,4.313360910825345e+20,0.1792744412752044,2091.0,0.3944404991376686,0.14,2.8540911814489317e+22
2024-07-17,17555.0,8007.0,4.580847797864218e+20,0.3908240256124336,1312.0,0.5340327213688023,0.12,2.899899659427574e+22
2024-07-18,15994.0,7145.0,4.400996040102814e+20,0.0689917849604678,1015.0,0.5692092372288313,0.1,2.9439096198286023e+22
2024-07-19,21432.0,10639.0,4.8550483562332547e+20,0.1521869841988884,1833.0,0.3939280007519504,0.16,2.992460103390935e+22
2024-07-20,18734.0,9743.0,3.613908531068959e+20,2.1636137742202086,1410.0,0.4000821102329878,0.14,3.0285991887016246e+22
2024-07-21,17834.0,8803.0,3.655195929998355e+20,0.2384879129944712,1443.0,0.4336021810746336,0.13,3.065151148001608e+22
2024-07-22,15304.0,6959.0,3.635810459931406e+20,0.0616791675209505,1456.0,0.3591033194424486,0.1,3.101509252600922e+22
2024-07-23,11594.0,5657.0,4.400528704582607e+20,0.1343970148558854,1173.0,0.3102351069471451,0.08,3.145514539646748e+22
2024-07-24,11164.0,5798.0,3.8290753248854494e+20,0.0580070160942826,753.0,0.485339772335288,0.08,3.1838052928956022e+22
2024-07-25,19275.0,8329.0,3.927184311602542e+20,0.2218495271922697,680.0,0.4200984511946212,0.12,3.223077136011628e+22
2024-07-26,14728.0,6808.0,3.489988034446815e+20,0.0790306206271185,590.0,0.5265863689776733,0.1,3.257977016356096e+22
2024-07-27,10171.0,4220.0,3.649087300645043e+20,0.149625234741611,681.0,0.3364928909952606,0.06,3.2944678893625463e+22
2024-07-28,11982.0,6086.0,2.4676205471397265e+20,0.1903304671295628,819.0,0.2190272757147551,0.09,3.3191440948339434e+22
2024-07-29,14144.0,7469.0,4.268489666235422e+20,0.1081353378166,930.0,0.4593653768911501,0.11,3.3618289914962975e+22
2024-07-30,12340.0,6176.0,5.12406952187701e+20,0.0853325593143621,696.0,0.5715673575129534,0.09,3.4130696867150677e+22
2024-07-31,12604.0,6144.0,4.830384658114739e+20,0.0943793741839986,643.0,0.57470703125,0.09,3.461373533296215e+22
2024-08-01,10582.0,5451.0,4.889152002556702e+20,0.0620467233043183,492.0,0.6312603192074848,0.1,3.510265053321782e+22
2024-08-02,10273.0,5314.0,4.2613267578096045e+20,0.0657715431446056,480.0,0.6339856981558148,0.1,3.552878320899878e+22
2024-08-03,10324.0,5481.0,4.936704828802086e+20,0.4811578636031812,466.0,0.6071884692574347,0.1,3.602245369187899e+22
2024-08-04,8333.0,3609.0,8.281994190204139e+20,0.5201742964748677,494.0,0.4890551399279579,0.07,3.685065311089941e+22
2024-08-05,20098.0,8593.0,1.0474511016616918e+21,8.52200834373105,519.0,0.2275107645758175,0.16,3.789810421256109e+22
2024-08-06,18744.0,8736.0,7.751884282642314e+20,0.3525756397733864,1007.0,0.4328067765567766,0.16,3.867329264082533e+22
2024-08-07,13237.0,6760.0,5.4858046244380875e+20,0.2188749720295734,1006.0,0.5214497041420119,0.12,3.922187310326913e+22
2024-08-08,13331.0,6544.0,6.526474209902863e+20,0.1827385970481484,797.0,0.4929706601466992,0.12,3.987452052425942e+22
2024-08-09,12818.0,6614.0,6.887125092196351e+20,0.0856906163689515,757.0,0.5495917750226792,0.12,4.056323303347906e+22
2024-08-10,12633.0,6582.0,6.14464753106869e+20,0.0423897210157832,756.0,0.5578851412944393,0.12,4.117769778658593e+22
2024-08-11,12856.0,6103.0,8.679795130087767e+20,0.0740919110853658,782.0,0.5618548254956579,0.11,4.20456772995947e+22
2024-08-12,11717.0,6098.0,5.983783457585188e+20,0.2710875990188335,787.0,0.5698589701541489,0.11,4.264405564535322e+22
2024-08-13,10966.0,5782.0,5.152535543522043e+20,0.7529202778909425,806.0,0.5356278104462124,0.1,4.3159309199705425e+22
2024-08-14,11787.0,6181.0,7.404564116530371e+20,0.0603229448125008,697.0,0.5421452839346385,0.11,4.389976561135846e+22
2024-08-15,11422.0,5898.0,8.651438914086691e+20,0.0685660394653013,807.0,0.6144455747711088,0.11,4.476490950276713e+22
2024-08-16,12519.0,6040.0,9.655062191527904e+20,0.057747097722316,957.0,0.5955298013245033,0.11,4.573041572191992e+22
2024-08-17,15675.0,9524.0,9.116783162742604e+20,0.0482353986818005,564.0,0.3948971020579588,0.17,4.664209403819418e+22
2024-08-18,12966.0,8174.0,8.040651098409738e+20,0.0458650676343371,657.0,0.4767555664301444,0.15,4.744615914803515e+22
2024-08-19,11175.0,6350.0,8.929260557348673e+20,0.0655880711358887,704.0,0.5414173228346457,0.11,4.833908520377002e+22
2024-08-20,11287.0,6041.0,1.1339478890300384e+21,0.6951694781430281,622.0,0.56066876344976,0.11,4.947303309280006e+22
2024-08-21,13518.0,5293.0,1.2027969566132352e+21,0.1203030140146724,1123.0,0.2159455885131305,0.1,5.06758300494133e+22
2024-08-22,11704.0,4302.0,1.1694570031190152e+21,0.0772781202254522,1117.0,0.204556020455602,0.08,5.184528705253232e+22
2024-08-23,8647.0,3256.0,1.3307500997920217e+21,0.0910006361805279,717.0,0.2103808353808353,0.06,5.317603715232434e+22
2024-08-24,7894.0,2923.0,1.106565180412402e+21,0.2103118119094646,577.0,0.2028737598357851,0.05,5.428260233273674e+22
2024-08-25,6631.0,2508.0,9.719666424854229e+20,0.0563969619783635,546.0,0.2276714513556618,0.05,5.525456897522216e+22
2024-08-26,6822.0,2782.0,1.907091786386391e+21,0.1836039499969029,610.0,0.202372393961179,0.05,5.716166076160855e+22
2024-08-27,7423.0,2671.0,1.759927096108509e+21,0.8178017649735482,691.0,0.2134032197678772,0.05,5.892158785771706e+22
2024-08-28,6814.0,2549.0,1.643966893007929e+21,0.4020733194685104,612.0,0.2369556688897607,0.05,6.056555475072499e+22
2024-08-29,7621.0,2719.0,1.7970254620635562e+21,0.2371163686624866,596.0,0.2225082751011401,0.05,6.2362580212788545e+22
2024-08-30,7972.0,2957.0,1.781965799223691e+21,0.7062631497371624,812.0,0.2113628677713899,0.05,6.414454601201223e+22
2024-08-31,8942.0,3538.0,1.4936410967760503e+21,0.1598749952230468,1343.0,0.181175805539853,0.06,6.563818710878829e+22
2024-09-01,6955.0,2812.0,2.5086017927356083e+21,0.2835983382527945,577.0,0.1966571834992887,0.07,6.814678890152389e+22
2024-09-02,13123.0,4834.0,2.1621723808513296e+21,0.2625079939616488,1931.0,0.1183285064129085,0.13,7.030896128237522e+22
2024-09-03,7471.0,2752.0,1.79168040891834e+21,0.3546440216965624,644.0,0.2147529069767441,0.07,7.2100641691293566e+22
2024-09-04,7410.0,2767.0,1.9111207123215935e+21,0.0924398506241023,568.0,0.1994940368630285,0.07,7.401176240361516e+22
2024-09-05,6278.0,2361.0,1.3973295558410945e+21,0.216315667722824,450.0,0.2465057179161372,0.06,7.5409091959456256e+22
2024-09-06,5628.0,2243.0,9.014585567179774e+20,0.1237227199239429,477.0,0.2666072224699063,0.06,7.631055051617424e+22
2024-09-07,5115.0,2120.0,1.1584259084292896e+21,0.069553967075502,377.0,0.2386792452830188,0.06,7.746897642460353e+22
2024-09-08,5691.0,2675.0,1.7168614049731002e+21,0.0469315881919431,339.0,0.205233644859813,0.07,7.918583782957663e+22
2024-09-09,5041.0,2158.0,1.4564458013189124e+21,0.0845158426327429,331.0,0.2191844300278035,0.06,8.064228363089554e+22
2024-09-10,5086.0,2123.0,1.535249515282941e+21,0.0745771803562408,432.0,0.2265661799340556,0.06,8.217753314617848e+22
2024-09-11,4771.0,1917.0,2.346656042608388e+21,0.0560367581926817,397.0,0.2561293688054251,0.05,8.452418918878687e+22
2024-09-12,5698.0,2249.0,2.0816750159645953e+21,0.0444187531477901,343.0,0.192974655402401,0.06,8.660586420475146e+22
2024-09-13,4355.0,1799.0,2.1396387541815711e+21,0.0416601532490263,343.0,0.2623679822123402,0.05,8.874550295893303e+22
2024-09-14,4793.0,1955.0,1.4164705342154353e+21,0.4011800877887898,310.0,0.229156010230179,0.05,9.016197349314849e+22
2024-09-15,6440.0,2621.0,1.9359464796822517e+21,0.0455121044584741,241.0,0.1861884776802747,0.07,9.209791997283071e+22
2024-09-16,5162.0,2203.0,1.0702041885233974e+21,0.0609935140656402,530.0,0.2060826146164321,0.06,9.316812416135412e+22
2024-09-17,4105.0,1628.0,2.487083911299116e+21,0.0886315038344306,252.0,0.253071253071253,0.04,9.565520807265324e+22
2024-09-18,4903.0,1947.0,1.7017695792031458e+21,0.0600819469182237,357.0,0.20698510529019,0.05,9.735697765185638e+22
2024-09-19,4943.0,1965.0,1.2048849332866832e+21,0.0660156031728732,420.0,0.2111959287531806,0.05,9.856186258514306e+22
2024-09-20,5412.0,2263.0,1.1615018933218384e+21,0.1211310787926964,557.0,0.2081307998232434,0.06,9.97233644784649e+22
2024-09-21,5235.0,2178.0,1.0256661225099298e+21,0.0768507639659419,451.0,0.2056932966023875,0.06,1.0074903060097484e+23
2024-09-22,4765.0,1939.0,9.227435411276122e+20,0.1271777949440599,390.0,0.2160907684373388,0.05,1.0167177414210244e+23
2024-09-23,5722.0,2280.0,1.1579710447066684e+21,0.1028597487498015,394.0,0.1929824561403508,0.06,1.0282974518680911e+23
2024-09-24,4940.0,2062.0,7.447462634779417e+20,0.0793164119931068,367.0,0.2487875848690591,0.05,1.0357449145028703e+23
2024-09-25,4598.0,1891.0,8.015764606245608e+20,0.052601015520236,375.0,0.2522474881015336,0.05,1.043760679109116e+23
2024-09-26,3632.0,1554.0,6.916962016365099e+20,0.0987729501818813,239.0,0.2689832689832689,0.04,1.0506776411254812e+23
2024-09-27,17735.0,3434.0,1.5949840314339146e+21,0.0584380395874631,1962.0,0.1077460687245195,0.09,1.0666274814398204e+23
