date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_Gas Fees,forecasted_Retained Daily Active Users,forecasted_DAA/MAA
2024-09-01,9539.113611341441,4925.947342029686,739.6652858369396,1.5795379662457613e+21,0.23989843456088475,0.3454253496497657,0.1233207406899993
2024-09-02,13828.567244382011,3983.249459144026,557.7480612143873,1.5320621494783666e+21,0.29651065109324576,0.4022482669677731,0.08090712893534144
2024-09-03,14476.058566285583,3770.01354631488,1162.4131720561982,1.662810040239874e+21,0.1730859291157474,0.484657544760366,0.1089983537022425
2024-09-04,12538.88695864594,4498.150706564753,553.8199598372046,9.345894840704508e+20,0.3701112544913558,0.4235602553098361,0.0819653388768626
2024-09-05,7513.657719811428,5195.423111084145,848.1024834339846,9.787115766604075e+20,0.43895131893242617,0.38473426837321084,0.1187897195339434
2024-09-06,14197.392356472534,3538.98763247346,210.7290425613527,1.1449958899856888e+21,0.4861564533333241,0.6336365476784064,0.06489626067653663
2024-09-07,7513.543803907245,3951.710765186475,794.5690048853401,1.0710301027071442e+21,0.2934279277234962,0.4067277047672911,0.10261790727081495
2024-09-08,6623.942890321329,6866.517369786834,619.830528745473,1.0328123724341869e+21,0.4148395110350669,0.39628696219418147,0.0736502574667367
2024-09-09,11820.573269022232,6935.656223648868,875.2581268384362,1.5246974080330936e+21,0.4055197397432469,0.3990778795761293,0.07491476855447374
2024-09-10,9657.3775993521,5275.306652541466,794.5657522949017,9.573832213444797e+20,0.27015418652778844,0.6040018341753011,0.08254311097810911
2024-09-11,10628.57315470388,4359.187425663413,578.1273401498348,7.78692317283286e+20,0.1596737382516335,0.464092573429703,0.11532358631630778
2024-09-12,16388.16623018526,5178.23050540121,958.6884696140413,7.193685560511162e+20,0.4308845356300755,0.5698035399864594,0.059787397836960056
2024-09-13,12969.91920194323,4672.4096515233905,731.8210326571347,9.418431610468418e+20,0.23226813742260188,0.6285272941426129,0.08675251917481981
2024-09-14,9523.335006877584,6252.686231229082,974.65961932564,1.1912143035614398e+21,0.4229408624146519,0.6797001302052798,0.13769191935715536
2024-09-15,5514.091380292954,4128.4581058825715,809.4422998076614,8.113673826089367e+20,0.26233320915921365,0.3462162380516568,0.08194072700057156
2024-09-16,12306.766402031473,4332.582262411653,905.484654323158,1.3363843058333466e+21,0.2815146229236139,0.6524744912100866,0.07304872714494451
2024-09-17,13530.066152545538,4616.251916203002,1284.393607349171,9.61196795666543e+20,0.32914200036522623,0.5983595425569965,0.07215139766371892
2024-09-18,13088.069456354078,3120.2781039012093,1451.2960514142655,8.305933701840642e+20,0.3138765053747065,0.5948203211125157,0.10271837400714774
2024-09-19,12167.61505409161,4605.270915819785,1096.1820196650153,9.69689592596621e+20,0.23710110148124194,0.48883587440193366,0.11722174064032152
2024-09-20,7032.440340064913,5044.10250923066,734.0863139443517,6.374044447690542e+20,0.45337210135894807,0.6119155916592653,0.13180498643623806
2024-09-21,9920.387472066945,4703.685666322864,1204.0941491133403,7.936492229905985e+20,0.40776199524773404,0.561384970409362,0.10859728457204264
2024-09-22,13452.11088849962,5757.725690360788,997.3775218545757,7.854766825555017e+20,0.08712513349998287,0.6805901924438178,0.10167200092234978
2024-09-23,5270.194411259163,4578.499149548903,578.6635867099719,1.0548029747300526e+21,0.2935983238582677,0.725063151512479,0.0550288920134218
