date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-contango,forecasted_TVL_opchain-contango,forecasted_TVL-contango_v1_protocol,forecasted_TVL_opchain-contango_v1_protocol
2024-09-01 00:00:00,0.0672832361176751,-0.03007915459689817,0.03149357693493841,0.0,0.0,0.0,30947006.130375944,31574604.235412262,359123.36460215633,346592.11785459606
2024-09-02 00:00:00,0.07605731288332322,-0.026764395743066403,0.028887696123263012,0.0,0.0,0.0,31057243.621814862,30398111.648300357,339604.19626603025,355203.96180540725
2024-09-03 00:00:00,0.10444564593740055,-0.03353819676409095,0.05233292702649384,0.0,0.0,0.0,30098341.083289046,26743561.699781127,322282.61561486137,382611.58765628946
2024-09-04 00:00:00,-0.07326711921340186,0.060557972947494335,0.02793815373395708,0.0,0.0,0.0,29951861.996517513,29684100.253468312,311855.5598512327,369261.07923458255
2024-09-05 00:00:00,0.07338176073597814,0.04845814361071052,0.028077962124946825,0.0,0.0,0.0,29443420.498977836,28341438.542990692,314193.8496674547,335267.4886617188
2024-09-06 00:00:00,0.18088497515329513,0.07925055656530247,0.021461426818345,0.0,0.0,0.0,32612717.81580138,28477907.81108877,321602.13789053063,344385.41300314927
2024-09-07 00:00:00,0.11167563337828076,0.0873213522226874,0.02542073095585747,0.0,0.0,0.0,34640295.50961898,30480987.35911389,339367.80034885014,310427.0315943843
2024-09-08 00:00:00,0.08639715932287477,0.073932711012182,0.03692337629134158,0.0,0.0,0.0,33094134.516371205,33095492.780409977,306015.6655301354,321291.7059454555
2024-09-09 00:00:00,0.043986061747665485,0.0663805180144963,0.038087458068315684,0.0,0.0,0.0,33200896.345106784,32565322.262694538,310271.25036150235,331059.9018463103
2024-09-10 00:00:00,0.13865484120628768,0.006771507148334592,0.0,0.0,0.0,0.0,34252645.50934813,30766325.392839793,301173.5522085755,325962.20052881684
2024-09-11 00:00:00,0.10253843064132548,0.0034835816598824563,0.0,0.0,0.0,0.0,34668765.45988933,29511519.271469414,296192.9790515178,347097.14924500755
2024-09-12 00:00:00,0.11925501945432886,0.006181916176281849,0.0,0.0,0.0,0.0,33397279.17644125,33872211.50719662,280625.24107124505,350922.7157449655
2024-09-13 00:00:00,0.10976200619778514,0.07808107026132487,0.03660912989418179,0.0,0.0,0.0,29772693.466471553,30611952.50341367,261961.74701600568,379770.3399294111
2024-09-14 00:00:00,0.11656750396796522,0.09233936888784139,0.03799835182067054,0.0,0.0,0.0,33230881.878209867,31191791.584954474,282697.6078575842,353881.41776975774
2024-09-15 00:00:00,0.07683065366897662,0.05130684608368238,0.023585636460336266,0.0,0.0,0.0,32306525.934341367,29998110.201056827,262304.632423908,332056.73968514526
2024-09-16 00:00:00,0.09268375767261197,0.06975582221847086,0.050307138132082284,0.0,0.0,0.0,31442711.74956882,28121206.75183842,251952.9602469907,365976.1232725275
2024-09-17 00:00:00,0.08788186675389836,0.036270302928517205,0.039092761862053106,0.0,0.0,0.0,29716547.308319304,30139147.135620583,251888.97994963374,358199.9571077626
2024-09-18 00:00:00,0.10321664062075063,0.05021985102008178,0.023314159674183182,0.0,0.0,0.0,34027593.595740624,27620734.610998526,243585.72965519788,375393.91008296853
2024-09-19 00:00:00,0.060831232595613884,-0.017038131304794295,0.02207681370806909,0.0,0.0,0.0,34427409.69294096,29297088.064491548,248563.33107763488,363668.5662443214
2024-09-20 00:00:00,0.05792623323458828,-0.008074678199444131,0.029314688962981676,0.0,0.0,0.0,34173877.84560027,27197964.43662405,252038.42466489537,394052.865668399
2024-09-21 00:00:00,0.057686564189652303,-0.03424128625632025,0.04457318768475481,0.0,0.0,0.0,35265653.39286844,28464382.332178134,242614.95485018258,379079.4490000923
2024-09-22 00:00:00,0.10884882020008384,0.047897265731351495,0.02240702749819566,0.0,0.0,0.0,38556791.55446216,31608087.934893765,249264.59752106204,370101.3099693986
2024-09-23 00:00:00,0.1135942246008454,0.033626241656443796,0.028484599231660846,0.0,0.0,0.0,34110581.318755135,32132409.120082036,221099.1451952731,358717.1032784419
2024-09-24 00:00:00,0.09244900468127244,0.03537578443556,0.022972780367439546,0.0,0.0,0.0,35969418.361465596,30886155.793241642,250292.76017716026,414382.5613839167
2024-09-25 00:00:00,0.12340036202508695,0.10609889021745872,0.012524692044987323,0.0,0.0,0.0,34338153.12278782,25263785.85571061,220983.1071423831,373211.4797008312
