project_id,project_source,project_namespace,project_name,collection_id,collection_source,collection_namespace,collection_name,project_id_1,project_source_1,project_namespace_1,project_name_1,display_name,event_source,repository_count,first_commit_date,last_commit_date,star_count,fork_count,developer_count,contributor_count,contributor_count_6_months,new_contributor_count_6_months,fulltime_developer_average_6_months,active_developer_count_6_months,commit_count_6_months,opened_pull_request_count_6_months,merged_pull_request_count_6_months,opened_issue_count_6_months,closed_issue_count_6_months
EBGuilPthpdMOlNWYPk9oqVOOlRLkK_goRnRRDjMRMg=,OSS_DIRECTORY,oso,kyber-swap,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,EBGuilPthpdMOlNWYPk9oqVOOlRLkK_goRnRRDjMRMg=,OSS_DIRECTORY,oso,kyber-swap,KyberSwap,GITHUB,144,2017-05-19 17:55:47.000000 UTC,2024-10-24 11:18:45.000000 UTC,1447,7343,84.0,320.0,44.0,20.0,0.453551912568306,30.0,605.0,361.0,315.0,7.0,0.0
bEZxDyg6q6E1iYE3bJp8CyagoUShG0lUxmvF_eeLyyo=,OSS_DIRECTORY,oso,angle-protocol,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,bEZxDyg6q6E1iYE3bJp8CyagoUShG0lUxmvF_eeLyyo=,OSS_DIRECTORY,oso,angle-protocol,Angle Protocol,GITHUB,51,2021-09-16 13:58:08.000000 UTC,2024-10-24 13:37:27.000000 UTC,322,200,17.0,83.0,31.0,19.0,0.79781420765027322,12.0,382.0,158.0,137.0,4.0,0.0
T-vdKzoeVnu7ExOhrEfCGvR7fXbgzrhlx3ibTpHcBr4=,OSS_DIRECTORY,oso,camelotlabs,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,T-vdKzoeVnu7ExOhrEfCGvR7fXbgzrhlx3ibTpHcBr4=,OSS_DIRECTORY,oso,camelotlabs,Camelot,GITHUB,15,2023-02-08 03:30:38.000000 UTC,2024-10-24 07:26:13.000000 UTC,6,103,3.0,119.0,43.0,34.0,0.83606557377049184,3.0,175.0,45.0,41.0,12.0,21.0
yIdtVpj9_Iq1eXhjegIKN6sPnkzDsozlYtmd9xhYIkM=,OSS_DIRECTORY,oso,balancer,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,yIdtVpj9_Iq1eXhjegIKN6sPnkzDsozlYtmd9xhYIkM=,OSS_DIRECTORY,oso,balancer,Balancer,GITHUB,66,2020-02-20 20:41:37.000000 UTC,2024-10-24 14:08:42.000000 UTC,2237,2599,43.0,612.0,133.0,94.0,4.7868852459016393,20.0,3100.0,2219.0,1844.0,571.0,547.0
LNQR7by2d4x_GcRrl47_US9ZJ1j12JkObQoxSG6oUlM=,OSS_DIRECTORY,oso,wormhole,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,LNQR7by2d4x_GcRrl47_US9ZJ1j12JkObQoxSG6oUlM=,OSS_DIRECTORY,oso,wormhole,Wormhole,GITHUB,103,2020-12-07 09:47:07.000000 UTC,2024-10-24 21:05:03.000000 UTC,2596,1633,88.0,676.0,168.0,112.0,5.5245901639344259,52.0,2122.0,1840.0,1553.0,977.0,1090.0
1mBkagpZ6JI5aGrhKsfnb7_M1rtz8N6nraFghzTJs-w=,OSS_DIRECTORY,oso,ethereum-attestation-service,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,1mBkagpZ6JI5aGrhKsfnb7_M1rtz8N6nraFghzTJs-w=,OSS_DIRECTORY,oso,ethereum-attestation-service,Ethereum Attestation Service,GITHUB,16,2021-07-21 19:14:11.000000 UTC,2024-10-12 17:55:59.000000 UTC,445,203,4.0,104.0,30.0,25.0,0.0,3.0,118.0,43.0,20.0,11.0,11.0
TPWyJq_aZvIAi16Dn7k_r3FBdrMq_sQZIyAWGZGzHF8=,OSS_DIRECTORY,oso,nimbus-status-im,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,TPWyJq_aZvIAi16Dn7k_r3FBdrMq_sQZIyAWGZGzHF8=,OSS_DIRECTORY,oso,nimbus-status-im,Nimbus,GITHUB,2,2018-01-04 06:19:24.000000 UTC,2024-10-24 18:31:19.000000 UTC,1099,347,25.0,286.0,51.0,26.0,2.0109289617486339,8.0,620.0,893.0,841.0,99.0,121.0
Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,OSS_DIRECTORY,oso,dapp-learning-dao,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,OSS_DIRECTORY,oso,dapp-learning-dao,Dapp-Learning,GITHUB,19,2021-06-28 08:07:00.000000 UTC,2024-10-24 10:05:10.000000 UTC,5188,1356,16.0,244.0,41.0,28.0,0.092896174863387984,7.0,405.0,191.0,150.0,35.0,6.0
HW-DsDcsApBwqtMlSu8S7BpNvtLdq5jvBrJD7kxz7pM=,OSS_DIRECTORY,oso,safe-global,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,HW-DsDcsApBwqtMlSu8S7BpNvtLdq5jvBrJD7kxz7pM=,OSS_DIRECTORY,oso,safe-global,Safe,GITHUB,140,2017-07-06 17:37:21.000000 UTC,2024-10-25 00:23:20.000000 UTC,5366,4142,65.0,1631.0,317.0,202.0,8.7814207650273222,35.0,7309.0,3272.0,2786.0,1173.0,1239.0
fFwT-XomrDyNwBJLVC6xR5qT9WPWDPC17Fz3gn9bRU0=,OSS_DIRECTORY,oso,teku-consensys,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,fFwT-XomrDyNwBJLVC6xR5qT9WPWDPC17Fz3gn9bRU0=,OSS_DIRECTORY,oso,teku-consensys,Teku,GITHUB,1,2018-12-20 17:52:47.000000 UTC,2024-10-24 17:50:21.000000 UTC,668,283,35.0,268.0,36.0,19.0,1.1147540983606556,9.0,323.0,383.0,334.0,135.0,144.0
Skg2WIacZgsQJx8bP11NeCHF6mkHjHZ-VCmKmi97u3U=,OSS_DIRECTORY,oso,solidity-ethereum,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,Skg2WIacZgsQJx8bP11NeCHF6mkHjHZ-VCmKmi97u3U=,OSS_DIRECTORY,oso,solidity-ethereum,Solidity,GITHUB,10,2015-08-24 11:49:09.000000 UTC,2024-10-25 00:53:42.000000 UTC,24479,6426,42.0,1965.0,129.0,83.0,1.2295081967213115,13.0,683.0,305.0,242.0,167.0,140.0
r1E7lYltpd3pipZ4-yhn6wABCt0mUfRdjxr208MG5fU=,OSS_DIRECTORY,oso,dappnode,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,r1E7lYltpd3pipZ4-yhn6wABCt0mUfRdjxr208MG5fU=,OSS_DIRECTORY,oso,dappnode,DAppNode,GITHUB,254,2018-02-27 19:36:04.000000 UTC,2024-10-23 14:25:59.000000 UTC,1113,673,43.0,393.0,54.0,26.0,1.6721311475409837,19.0,1114.0,1024.0,615.0,115.0,107.0
6BxfXGCsH-o83hx52DVL09NneutKXpQeLugD4o7mr-4=,OSS_DIRECTORY,oso,blockscout,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,6BxfXGCsH-o83hx52DVL09NneutKXpQeLugD4o7mr-4=,OSS_DIRECTORY,oso,blockscout,Blockscout,GITHUB,37,2018-03-08 20:57:01.000000 UTC,2024-10-25 00:02:09.000000 UTC,4035,3186,51.0,2530.0,344.0,282.0,2.721311475409836,23.0,1910.0,946.0,835.0,726.0,751.0
vDthgJk4L2VvO1yXG1jvNPItfvVeoG7VlOAhEJ2AxwE=,OSS_DIRECTORY,oso,itu-blockchain,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,vDthgJk4L2VvO1yXG1jvNPItfvVeoG7VlOAhEJ2AxwE=,OSS_DIRECTORY,oso,itu-blockchain,ITU Blockchain,GITHUB,64,2021-03-22 16:16:54.000000 UTC,2024-10-12 15:07:03.000000 UTC,752,199,41.0,48.0,23.0,11.0,0.25136612021857924,22.0,355.0,8.0,6.0,1.0,0.0
LYjorXBAT3ups7hO6SJ_Uy7fft9PqTeD3Nq2m2El7uM=,OSS_DIRECTORY,oso,buidlguidl,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,LYjorXBAT3ups7hO6SJ_Uy7fft9PqTeD3Nq2m2El7uM=,OSS_DIRECTORY,oso,buidlguidl,Buidl Guidl,GITHUB,114,2018-08-14 00:15:49.000000 UTC,2024-10-24 23:01:00.000000 UTC,12894,8859,42.0,905.0,145.0,98.0,2.9453551912568305,19.0,1674.0,898.0,743.0,291.0,268.0
x2pPa4GB4r2gkMi-QKsdfR1iO8TQ3rClWCdXAcGDpAg=,OSS_DIRECTORY,oso,sourcify-ethereum,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,x2pPa4GB4r2gkMi-QKsdfR1iO8TQ3rClWCdXAcGDpAg=,OSS_DIRECTORY,oso,sourcify-ethereum,Sourcify,GITHUB,34,2020-02-20 19:04:56.000000 UTC,2024-10-25 00:43:32.000000 UTC,872,451,15.0,241.0,42.0,30.0,3.1748633879781423,6.0,983.0,207.0,193.0,126.0,98.0
p0d52ry1DHeogcfqG6LhWQDbBYD473gv6MLSMmsdEdo=,OSS_DIRECTORY,oso,snapshot-labs,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,p0d52ry1DHeogcfqG6LhWQDbBYD473gv6MLSMmsdEdo=,OSS_DIRECTORY,oso,snapshot-labs,Snapshot,GITHUB,83,2020-07-19 08:37:26.000000 UTC,2024-10-24 20:30:02.000000 UTC,10658,5271,22.0,2221.0,111.0,78.0,3.3114754098360657,8.0,1414.0,1562.0,1264.0,232.0,250.0
aVyyHCAyvC17oFRmyiZz_fgZ1yWnZPrBwhmF3oRqT1w=,OSS_DIRECTORY,oso,synthetix,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,aVyyHCAyvC17oFRmyiZz_fgZ1yWnZPrBwhmF3oRqT1w=,OSS_DIRECTORY,oso,synthetix,Synthetix,GITHUB,130,2018-01-05 06:35:06.000000 UTC,2024-10-24 22:10:24.000000 UTC,2244,1874,65.0,356.0,65.0,28.0,3.3442622950819674,24.0,1815.0,1578.0,1311.0,15.0,7.0
sbnlvN2OV8y140ijKiAr12nnhEkcKAYZyaxtOZOteqs=,OSS_DIRECTORY,oso,across,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,sbnlvN2OV8y140ijKiAr12nnhEkcKAYZyaxtOZOteqs=,OSS_DIRECTORY,oso,across,Across,GITHUB,25,2021-11-05 15:57:56.000000 UTC,2024-10-24 22:07:56.000000 UTC,295,197,20.0,63.0,37.0,23.0,3.8360655737704916,16.0,1054.0,1331.0,1108.0,2.0,2.0
4Hp_l0yvPfbf45RVSsHHhL3LVOxbBuq1ITdXo0RzgVk=,OSS_DIRECTORY,oso,limechain,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,4Hp_l0yvPfbf45RVSsHHhL3LVOxbBuq1ITdXo0RzgVk=,OSS_DIRECTORY,oso,limechain,LimeChain,GITHUB,271,2017-11-13 13:01:26.000000 UTC,2024-10-24 08:03:40.000000 UTC,921,267,86.0,233.0,44.0,23.0,0.0546448087431694,32.0,711.0,333.0,274.0,148.0,80.0
y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,OSS_DIRECTORY,oso,foundry,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,y9t7a2RCN_Cxpi-g-8Qmb5txYxaC0nARzZwmwSWinuI=,OSS_DIRECTORY,oso,foundry,Foundry,GITHUB,18,2021-09-05 01:51:59.000000 UTC,2024-10-25 01:09:39.000000 UTC,11579,3323,67.0,2142.0,525.0,326.0,3.1092896174863389,32.0,1233.0,1248.0,1101.0,852.0,1217.0
HQ04ASSXOM8ei7QfipKYdarg_cDeNwTXSCt9R_bMp9c=,OSS_DIRECTORY,oso,flipside-crypto,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,HQ04ASSXOM8ei7QfipKYdarg_cDeNwTXSCt9R_bMp9c=,OSS_DIRECTORY,oso,flipside-crypto,Flipside Crypto,GITHUB,98,2018-11-30 21:55:12.000000 UTC,2024-10-24 23:17:55.000000 UTC,221,119,53.0,100.0,21.0,4.0,3.6502732240437159,15.0,2100.0,1002.0,951.0,2.0,2.0
LJREyuO7PI2m34PZwGVA6ILXraJ2KmHkZiZ4mhdb6uY=,OSS_DIRECTORY,oso,worldcoin,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,LJREyuO7PI2m34PZwGVA6ILXraJ2KmHkZiZ4mhdb6uY=,OSS_DIRECTORY,oso,worldcoin,Worldcoin,GITHUB,93,2021-03-11 11:26:23.000000 UTC,2024-10-24 22:02:01.000000 UTC,3376,955,72.0,281.0,122.0,86.0,2.4918032786885247,40.0,1248.0,980.0,819.0,83.0,49.0
2Jy7HnpgMYku1WCLv7eFcRp2YGLlXHRpteGdOxC9Rgo=,OSS_DIRECTORY,oso,aragon,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,2Jy7HnpgMYku1WCLv7eFcRp2YGLlXHRpteGdOxC9Rgo=,OSS_DIRECTORY,oso,aragon,Aragon,GITHUB,185,2016-12-16 19:30:49.000000 UTC,2024-10-24 06:20:55.000000 UTC,5903,2624,89.0,864.0,43.0,21.0,1.3879781420765027,19.0,1128.0,462.0,373.0,14.0,2.0
kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,OSS_DIRECTORY,oso,wevm,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,kfCLop4S40EFI3hMpDXMSe2_xEwv7l5hrci8-T5yW_o=,OSS_DIRECTORY,oso,wevm,wevm,GITHUB,24,2022-01-02 20:50:12.000000 UTC,2024-10-25 00:50:48.000000 UTC,11498,2409,7.0,1899.0,549.0,395.0,2.9617486338797816,4.0,1729.0,980.0,818.0,355.0,340.0
9fdHUXUwgPfemopW3xPuCoLOk5tw7-KQXFgv8HVYtUI=,OSS_DIRECTORY,oso,virtual-protocol,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,9fdHUXUwgPfemopW3xPuCoLOk5tw7-KQXFgv8HVYtUI=,OSS_DIRECTORY,oso,virtual-protocol,Virtuals Protocol,GITHUB,18,2021-11-12 15:39:33.000000 UTC,2024-10-24 23:58:43.000000 UTC,87,172,11.0,94.0,93.0,90.0,0.60655737704918034,10.0,1103.0,319.0,241.0,9.0,6.0
64qp1ybgolFxPB47LJA0p7BGYKekaqGS8p3yqqvkL3o=,OSS_DIRECTORY,oso,rotki,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,64qp1ybgolFxPB47LJA0p7BGYKekaqGS8p3yqqvkL3o=,OSS_DIRECTORY,oso,rotki,rotki,GITHUB,28,2018-12-15 14:32:31.000000 UTC,2024-10-24 19:55:14.000000 UTC,2890,628,16.0,516.0,47.0,29.0,3.7704918032786887,8.0,1903.0,1103.0,1055.0,123.0,118.0
gqc1KYoATFx8-JbkTkVblT6DS2K8tVOSdWUkEoiyGDs=,OSS_DIRECTORY,oso,go-ethereum,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,gqc1KYoATFx8-JbkTkVblT6DS2K8tVOSdWUkEoiyGDs=,OSS_DIRECTORY,oso,go-ethereum,geth,GITHUB,1,2015-02-20 17:17:18.000000 UTC,2024-10-24 07:13:03.000000 UTC,47424,20072,17.0,5448.0,357.0,235.0,1.4262295081967213,8.0,366.0,670.0,385.0,222.0,283.0
tXPd2SqDYC9j6FgfB4yrXbO3hqXpbXmEftGvlYGhlo0=,OSS_DIRECTORY,oso,chainlink,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,tXPd2SqDYC9j6FgfB4yrXbO3hqXpbXmEftGvlYGhlo0=,OSS_DIRECTORY,oso,chainlink,Chainlink,GITHUB,1,2019-06-10 14:59:38.000000 UTC,2024-10-24 20:10:58.000000 UTC,6986,1702,178.0,550.0,164.0,68.0,1.1967213114754098,110.0,1003.0,1828.0,1175.0,14.0,9.0
gR02N40AOrV8QPMxXf7kcScMKhQjjvy1GZf0IQ4oDgc=,OSS_DIRECTORY,oso,farcasterxyz,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,gR02N40AOrV8QPMxXf7kcScMKhQjjvy1GZf0IQ4oDgc=,OSS_DIRECTORY,oso,farcasterxyz,Farcaster,GITHUB,15,2022-02-01 02:40:51.000000 UTC,2024-10-24 18:53:19.000000 UTC,3419,1115,17.0,385.0,167.0,130.0,0.912568306010929,14.0,588.0,670.0,589.0,116.0,124.0
89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,Optimism,GITHUB,115,2020-01-28 12:40:31.000000 UTC,2024-10-25 01:27:54.000000 UTC,10905,7400,253.0,1734.0,548.0,383.0,12.262295081967213,169.0,31924.0,4482.0,3652.0,1209.0,868.0
EhPGap_lKavTMqT2DUdCSDKsQaAiG99v0Rq__pINhMM=,OSS_DIRECTORY,oso,1-inch,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,EhPGap_lKavTMqT2DUdCSDKsQaAiG99v0Rq__pINhMM=,OSS_DIRECTORY,oso,1-inch,1Inch,GITHUB,168,2018-09-17 14:02:35.000000 UTC,2024-10-24 03:15:01.000000 UTC,4237,2300,49.0,495.0,63.0,35.0,0.26775956284153007,19.0,737.0,433.0,192.0,39.0,20.0
ETWm9PT-9PpUMOjMOBRhCFyEzeJ5V4eeCC3unkOylag=,OSS_DIRECTORY,oso,pyth-network,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,ETWm9PT-9PpUMOjMOBRhCFyEzeJ5V4eeCC3unkOylag=,OSS_DIRECTORY,oso,pyth-network,Pyth Network,GITHUB,33,2021-05-13 15:31:39.000000 UTC,2024-10-24 20:58:46.000000 UTC,823,586,40.0,246.0,73.0,51.0,3.1475409836065573,21.0,1003.0,1052.0,877.0,18.0,10.0
eYaQZGgNEUyr_K63nWMoz_5JivOClFvDVHoqabhxnEk=,OSS_DIRECTORY,oso,0xbcamp,89Tit1JWeJvJFw5pp7BjqTlEOvLXRQIw7tgZUI1_pj4=,OSS_DIRECTORY,oso,optimism,eYaQZGgNEUyr_K63nWMoz_5JivOClFvDVHoqabhxnEk=,OSS_DIRECTORY,oso,0xbcamp,Optimism Solidity Survivor Bootcamp,GITHUB,56,2023-03-26 14:02:36.000000 UTC,2024-09-21 18:43:02.000000 UTC,46,55,71.0,79.0,30.0,21.0,0.0,28.0,352.0,18.0,16.0,2.0,2.0
