project_id,project_source,project_namespace,project_name,collection_id,collection_source,collection_namespace,collection_name,project_id_1,project_source_1,project_namespace_1,project_name_1,display_name,event_source,repository_count,first_commit_date,last_commit_date,star_count,fork_count,developer_count,contributor_count,contributor_count_6_months,new_contributor_count_6_months,fulltime_developer_average_6_months,active_developer_count_6_months,commit_count_6_months,opened_pull_request_count_6_months,merged_pull_request_count_6_months,opened_issue_count_6_months,closed_issue_count_6_months
Skg2WIacZgsQJx8bP11NeCHF6mkHjHZ-VCmKmi97u3U=,OSS_DIRECTORY,oso,solidity-ethereum,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,Skg2WIacZgsQJx8bP11NeCHF6mkHjHZ-VCmKmi97u3U=,OSS_DIRECTORY,oso,solidity-ethereum,Solidity,GITHUB,10,2015-08-24 11:49:09.000000 UTC,2024-10-25 00:53:42.000000 UTC,24479,6426,42.0,1965.0,129.0,83.0,1.2295081967213115,13.0,683.0,305.0,242.0,167.0,140.0
UNKoHLpnT_OziRiPCuX21uhgLNIJygsxuZz3A0TL-cg=,OSS_DIRECTORY,oso,protocol-guild,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,UNKoHLpnT_OziRiPCuX21uhgLNIJygsxuZz3A0TL-cg=,OSS_DIRECTORY,oso,protocol-guild,Protocol Guild,GITHUB,2,2022-01-18 21:15:07.000000 UTC,2024-10-24 06:51:54.000000 UTC,48,118,5.0,110.0,83.0,64.0,0.18032786885245902,2.0,337.0,113.0,104.0,1.0,1.0
Pv9DcQi2GVUwbkEZPSnblqG96Ij1wGqJaeR_2OTedCk=,OSS_DIRECTORY,oso,lighthouse-sigp,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,Pv9DcQi2GVUwbkEZPSnblqG96Ij1wGqJaeR_2OTedCk=,OSS_DIRECTORY,oso,lighthouse-sigp,Lighthouse by Sigma Prime,GITHUB,1,2020-11-24 16:29:06.000000 UTC,2024-08-29 04:44:36.000000 UTC,2915,741,4.0,590.0,75.0,47.0,0.0,2.0,61.0,698.0,402.0,135.0,105.0
x2pPa4GB4r2gkMi-QKsdfR1iO8TQ3rClWCdXAcGDpAg=,OSS_DIRECTORY,oso,sourcify-ethereum,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,x2pPa4GB4r2gkMi-QKsdfR1iO8TQ3rClWCdXAcGDpAg=,OSS_DIRECTORY,oso,sourcify-ethereum,Sourcify,GITHUB,34,2020-02-20 19:04:56.000000 UTC,2024-10-25 00:43:32.000000 UTC,872,451,15.0,241.0,42.0,30.0,3.1748633879781423,6.0,983.0,207.0,193.0,126.0,98.0
vDthgJk4L2VvO1yXG1jvNPItfvVeoG7VlOAhEJ2AxwE=,OSS_DIRECTORY,oso,itu-blockchain,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,vDthgJk4L2VvO1yXG1jvNPItfvVeoG7VlOAhEJ2AxwE=,OSS_DIRECTORY,oso,itu-blockchain,ITU Blockchain,GITHUB,64,2021-03-22 16:16:54.000000 UTC,2024-10-12 15:07:03.000000 UTC,752,199,41.0,48.0,23.0,11.0,0.25136612021857924,22.0,355.0,8.0,6.0,1.0,0.0
64qp1ybgolFxPB47LJA0p7BGYKekaqGS8p3yqqvkL3o=,OSS_DIRECTORY,oso,rotki,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,64qp1ybgolFxPB47LJA0p7BGYKekaqGS8p3yqqvkL3o=,OSS_DIRECTORY,oso,rotki,rotki,GITHUB,28,2018-12-15 14:32:31.000000 UTC,2024-10-24 19:55:14.000000 UTC,2890,628,16.0,516.0,47.0,29.0,3.7704918032786887,8.0,1903.0,1103.0,1055.0,123.0,118.0
6BxfXGCsH-o83hx52DVL09NneutKXpQeLugD4o7mr-4=,OSS_DIRECTORY,oso,blockscout,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,6BxfXGCsH-o83hx52DVL09NneutKXpQeLugD4o7mr-4=,OSS_DIRECTORY,oso,blockscout,Blockscout,GITHUB,37,2018-03-08 20:57:01.000000 UTC,2024-10-25 00:02:09.000000 UTC,4035,3186,51.0,2530.0,344.0,282.0,2.721311475409836,23.0,1910.0,946.0,835.0,726.0,751.0
LYjorXBAT3ups7hO6SJ_Uy7fft9PqTeD3Nq2m2El7uM=,OSS_DIRECTORY,oso,buidlguidl,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,LYjorXBAT3ups7hO6SJ_Uy7fft9PqTeD3Nq2m2El7uM=,OSS_DIRECTORY,oso,buidlguidl,Buidl Guidl,GITHUB,114,2018-08-14 00:15:49.000000 UTC,2024-10-24 23:01:00.000000 UTC,12894,8859,42.0,905.0,145.0,98.0,2.9453551912568305,19.0,1674.0,898.0,743.0,291.0,268.0
D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,OSS_DIRECTORY,oso,ethers-io,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,D3mUC1uetKFVx1xSk39LA6L7IG93NmwmCIqjArMu8i4=,OSS_DIRECTORY,oso,ethers-io,ethers.js,GITHUB,30,2016-05-04 23:15:21.000000 UTC,2024-10-10 22:01:34.000000 UTC,8670,2169,1.0,1910.0,103.0,86.0,0.0,1.0,56.0,29.0,0.0,86.0,71.0
7hoTJV_2hPhIz11OiqsIkSf_85i96blr9YeawiasE6I=,OSS_DIRECTORY,oso,guildxyz,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,7hoTJV_2hPhIz11OiqsIkSf_85i96blr9YeawiasE6I=,OSS_DIRECTORY,oso,guildxyz,Guild.xyz,GITHUB,60,2021-05-17 13:00:15.000000 UTC,2024-10-24 15:59:35.000000 UTC,3514,462,26.0,106.0,28.0,15.0,1.6284153005464481,15.0,578.0,334.0,291.0,8.0,13.0
SNdMHnnes04aSQQwpNdWT0uBt6VdKyT3Zog7miIsaK0=,OSS_DIRECTORY,oso,gitcoin,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,SNdMHnnes04aSQQwpNdWT0uBt6VdKyT3Zog7miIsaK0=,OSS_DIRECTORY,oso,gitcoin,Gitcoin,GITHUB,89,2017-07-10 10:54:32.000000 UTC,2024-10-24 18:14:46.000000 UTC,3516,1642,78.0,1538.0,59.0,30.0,0.95081967213114749,15.0,581.0,464.0,387.0,212.0,331.0
Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,OSS_DIRECTORY,oso,dapp-learning-dao,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,Xbh46oxlK5PxdhROWeVFvqtYL2ZYyxLTAAlwob_0I8E=,OSS_DIRECTORY,oso,dapp-learning-dao,Dapp-Learning,GITHUB,19,2021-06-28 08:07:00.000000 UTC,2024-10-24 10:05:10.000000 UTC,5188,1356,16.0,244.0,41.0,28.0,0.092896174863387984,7.0,405.0,191.0,150.0,35.0,6.0
HTzhfd2dGay9qTUKcUvrVT7ATRQfg6jWAQBhfN5dREE=,OSS_DIRECTORY,oso,besu-hyperledger,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,HTzhfd2dGay9qTUKcUvrVT7ATRQfg6jWAQBhfN5dREE=,OSS_DIRECTORY,oso,besu-hyperledger,Hyperledger Besu,GITHUB,1,2021-08-03 19:18:21.000000 UTC,2024-10-24 22:19:48.000000 UTC,1497,822,32.0,568.0,101.0,63.0,0.98907103825136611,21.0,441.0,538.0,461.0,226.0,242.0
fFwT-XomrDyNwBJLVC6xR5qT9WPWDPC17Fz3gn9bRU0=,OSS_DIRECTORY,oso,teku-consensys,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,fFwT-XomrDyNwBJLVC6xR5qT9WPWDPC17Fz3gn9bRU0=,OSS_DIRECTORY,oso,teku-consensys,Teku,GITHUB,1,2018-12-20 17:52:47.000000 UTC,2024-10-24 17:50:21.000000 UTC,668,283,35.0,268.0,36.0,19.0,1.1147540983606556,9.0,323.0,383.0,334.0,135.0,144.0
kZVtBKGSl84JGQpuRfuqaUVlY0BP3XZWNy2wYKjB79s=,OSS_DIRECTORY,oso,l2beat,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,kZVtBKGSl84JGQpuRfuqaUVlY0BP3XZWNy2wYKjB79s=,OSS_DIRECTORY,oso,l2beat,L2BEAT,GITHUB,12,2021-12-09 11:26:17.000000 UTC,2024-10-24 21:06:37.000000 UTC,889,454,97.0,341.0,103.0,72.0,6.4699453551912569,71.0,1804.0,1943.0,1852.0,17.0,17.0
7UvoYLwQcGamsUW0EDD7aipxdaT5to2z-FJ1P6kh-4k=,OSS_DIRECTORY,oso,eth-infinitism-account-abstraction,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,7UvoYLwQcGamsUW0EDD7aipxdaT5to2z-FJ1P6kh-4k=,OSS_DIRECTORY,oso,eth-infinitism-account-abstraction,Infinitism (ERC-4337) - Account Abstraction,GITHUB,1,2022-07-24 08:27:37.000000 UTC,2024-08-28 12:24:12.000000 UTC,1540,638,4.0,130.0,21.0,15.0,0.0,3.0,5.0,17.0,4.0,9.0,10.0
sbnlvN2OV8y140ijKiAr12nnhEkcKAYZyaxtOZOteqs=,OSS_DIRECTORY,oso,across,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,sbnlvN2OV8y140ijKiAr12nnhEkcKAYZyaxtOZOteqs=,OSS_DIRECTORY,oso,across,Across,GITHUB,25,2021-11-05 15:57:56.000000 UTC,2024-10-24 22:07:56.000000 UTC,295,197,20.0,63.0,37.0,23.0,3.8360655737704916,16.0,1054.0,1331.0,1108.0,2.0,2.0
9cisQw1_sA5M3a5ZsNDO0XPx_xNMXS6rKJa7GVqbfbM=,OSS_DIRECTORY,oso,wtfacademy,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,9cisQw1_sA5M3a5ZsNDO0XPx_xNMXS6rKJa7GVqbfbM=,OSS_DIRECTORY,oso,wtfacademy,WTF Academy,GITHUB,55,2022-07-23 08:17:11.000000 UTC,2024-10-24 21:25:30.000000 UTC,7707,1703,28.0,384.0,108.0,64.0,0.71584699453551914,17.0,860.0,275.0,159.0,61.0,33.0
p0d52ry1DHeogcfqG6LhWQDbBYD473gv6MLSMmsdEdo=,OSS_DIRECTORY,oso,snapshot-labs,O6JkRqXJvAMwoKcmxQFTmDJshg53g6L_Cy-tu-Gh_Pk=,OSS_DIRECTORY,oso,op-rpgf2,p0d52ry1DHeogcfqG6LhWQDbBYD473gv6MLSMmsdEdo=,OSS_DIRECTORY,oso,snapshot-labs,Snapshot,GITHUB,83,2020-07-19 08:37:26.000000 UTC,2024-10-24 20:30:02.000000 UTC,10658,5271,22.0,2221.0,111.0,78.0,3.3114754098360657,8.0,1414.0,1562.0,1264.0,232.0,250.0
T-vdKzoeVnu7ExOhrEfCGvR7fXbgzrhlx3ibTpHcBr4=,OSS_DIRECTORY,oso,camelotlabs,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,T-vdKzoeVnu7ExOhrEfCGvR7fXbgzrhlx3ibTpHcBr4=,OSS_DIRECTORY,oso,camelotlabs,Camelot,GITHUB,15,2023-02-08 03:30:38.000000 UTC,2024-10-24 07:26:13.000000 UTC,6,103,3.0,119.0,43.0,34.0,0.83606557377049184,3.0,175.0,45.0,41.0,12.0,21.0
EhPGap_lKavTMqT2DUdCSDKsQaAiG99v0Rq__pINhMM=,OSS_DIRECTORY,oso,1-inch,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,EhPGap_lKavTMqT2DUdCSDKsQaAiG99v0Rq__pINhMM=,OSS_DIRECTORY,oso,1-inch,1Inch,GITHUB,168,2018-09-17 14:02:35.000000 UTC,2024-10-24 03:15:01.000000 UTC,4237,2300,49.0,495.0,63.0,35.0,0.26775956284153007,19.0,737.0,433.0,192.0,39.0,20.0
EBGuilPthpdMOlNWYPk9oqVOOlRLkK_goRnRRDjMRMg=,OSS_DIRECTORY,oso,kyber-swap,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,EBGuilPthpdMOlNWYPk9oqVOOlRLkK_goRnRRDjMRMg=,OSS_DIRECTORY,oso,kyber-swap,KyberSwap,GITHUB,144,2017-05-19 17:55:47.000000 UTC,2024-10-24 11:18:45.000000 UTC,1447,7343,84.0,320.0,44.0,20.0,0.453551912568306,30.0,605.0,361.0,315.0,7.0,0.0
6phz__QJRkvK90KHRwMeQV5v33Asidj4mhOFA20NGiI=,OSS_DIRECTORY,oso,exodusmovement,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,6phz__QJRkvK90KHRwMeQV5v33Asidj4mhOFA20NGiI=,OSS_DIRECTORY,oso,exodusmovement,Exodus Movement,GITHUB,347,2015-04-13 15:47:32.000000 UTC,2024-10-24 20:41:59.000000 UTC,1563,497,56.0,210.0,44.0,21.0,0.25136612021857924,26.0,485.0,221.0,179.0,16.0,5.0
yIdtVpj9_Iq1eXhjegIKN6sPnkzDsozlYtmd9xhYIkM=,OSS_DIRECTORY,oso,balancer,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,yIdtVpj9_Iq1eXhjegIKN6sPnkzDsozlYtmd9xhYIkM=,OSS_DIRECTORY,oso,balancer,Balancer,GITHUB,66,2020-02-20 20:41:37.000000 UTC,2024-10-24 14:08:42.000000 UTC,2237,2599,43.0,612.0,133.0,94.0,4.7868852459016393,20.0,3100.0,2219.0,1844.0,571.0,547.0
XSDgPwFuQVcj57ARcKTGrm2w80KKlqJxaBWF6jZqe7w=,OSS_DIRECTORY,oso,uniswap,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,XSDgPwFuQVcj57ARcKTGrm2w80KKlqJxaBWF6jZqe7w=,OSS_DIRECTORY,oso,uniswap,Uniswap,GITHUB,59,2018-03-07 21:59:23.000000 UTC,2024-10-24 20:49:54.000000 UTC,29137,27073,84.0,6154.0,433.0,353.0,1.9180327868852458,27.0,912.0,1296.0,987.0,470.0,192.0
2Jy7HnpgMYku1WCLv7eFcRp2YGLlXHRpteGdOxC9Rgo=,OSS_DIRECTORY,oso,aragon,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,2Jy7HnpgMYku1WCLv7eFcRp2YGLlXHRpteGdOxC9Rgo=,OSS_DIRECTORY,oso,aragon,Aragon,GITHUB,185,2016-12-16 19:30:49.000000 UTC,2024-10-24 06:20:55.000000 UTC,5903,2624,89.0,864.0,43.0,21.0,1.3879781420765027,19.0,1128.0,462.0,373.0,14.0,2.0
iQ4iykMDRGpPhGPtWfBSrsdKgbOWOzWNGiG_0qY5HHo=,OSS_DIRECTORY,oso,moralisweb3,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,iQ4iykMDRGpPhGPtWfBSrsdKgbOWOzWNGiG_0qY5HHo=,OSS_DIRECTORY,oso,moralisweb3,Moralis,GITHUB,57,2021-03-11 16:37:27.000000 UTC,2024-10-23 05:35:22.000000 UTC,3252,3261,40.0,518.0,34.0,22.0,0.20218579234972678,8.0,437.0,134.0,123.0,21.0,20.0
LNQR7by2d4x_GcRrl47_US9ZJ1j12JkObQoxSG6oUlM=,OSS_DIRECTORY,oso,wormhole,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,LNQR7by2d4x_GcRrl47_US9ZJ1j12JkObQoxSG6oUlM=,OSS_DIRECTORY,oso,wormhole,Wormhole,GITHUB,103,2020-12-07 09:47:07.000000 UTC,2024-10-24 21:05:03.000000 UTC,2596,1633,88.0,676.0,168.0,112.0,5.5245901639344259,52.0,2122.0,1840.0,1553.0,977.0,1090.0
ilCVJncB9VSleHEsrO8AfR-Wp5AzVILt14KaSjKt5vg=,OSS_DIRECTORY,oso,hop-protocol,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,ilCVJncB9VSleHEsrO8AfR-Wp5AzVILt14KaSjKt5vg=,OSS_DIRECTORY,oso,hop-protocol,Hop Protocol,GITHUB,26,2021-01-28 03:37:19.000000 UTC,2024-10-23 17:09:20.000000 UTC,3421,554,7.0,220.0,25.0,21.0,0.37704918032786883,4.0,587.0,16.0,14.0,19.0,29.0
-A5N7DYgI4bDZZQaF_4SPw_qx6cv1BbfcoxJ7rZxig8=,OSS_DIRECTORY,oso,traderjoe-xyz,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,-A5N7DYgI4bDZZQaF_4SPw_qx6cv1BbfcoxJ7rZxig8=,OSS_DIRECTORY,oso,traderjoe-xyz,Trader Joe,GITHUB,49,2021-06-15 06:11:01.000000 UTC,2024-10-21 14:35:33.000000 UTC,696,984,20.0,674.0,75.0,43.0,0.453551912568306,5.0,296.0,167.0,125.0,10.0,5.0
QltZuORSeUv2rFJ2ue2dvqFPlQ6hjG5OKG35dgDq0aM=,OSS_DIRECTORY,oso,axelar,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,QltZuORSeUv2rFJ2ue2dvqFPlQ6hjG5OKG35dgDq0aM=,OSS_DIRECTORY,oso,axelar,Axelar,GITHUB,79,2021-03-16 20:56:44.000000 UTC,2024-10-24 21:03:26.000000 UTC,939,899,43.0,366.0,142.0,102.0,3.4153005464480874,30.0,1590.0,1393.0,1268.0,120.0,151.0
6kF9vB0xEfun7IZv4f3exhhtPDzgzN-5G9MbCQrIKj0=,OSS_DIRECTORY,oso,bitquery,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,6kF9vB0xEfun7IZv4f3exhhtPDzgzN-5G9MbCQrIKj0=,OSS_DIRECTORY,oso,bitquery,Bitquery,GITHUB,63,2019-12-20 10:14:48.000000 UTC,2024-10-24 06:12:56.000000 UTC,370,182,23.0,53.0,23.0,7.0,1.5901639344262295,16.0,842.0,59.0,50.0,0.0,2.0
OuBUmSeJ4V0h1NpFwV4CScuvhdYCTCN_JZAE37vTBOM=,OSS_DIRECTORY,oso,node-real,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,OuBUmSeJ4V0h1NpFwV4CScuvhdYCTCN_JZAE37vTBOM=,OSS_DIRECTORY,oso,node-real,NodeReal,GITHUB,59,2021-09-25 20:04:55.000000 UTC,2024-10-24 10:37:00.000000 UTC,329,221,33.0,206.0,60.0,28.0,0.0,12.0,287.0,163.0,195.0,51.0,24.0
F5RWK1VQz2lkRQCmbtILRzBX3Q46O0ZcF1uttgBAii4=,OSS_DIRECTORY,oso,lavanet,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,F5RWK1VQz2lkRQCmbtILRzBX3Q46O0ZcF1uttgBAii4=,OSS_DIRECTORY,oso,lavanet,Lava,GITHUB,41,2022-03-23 11:22:43.000000 UTC,2024-10-24 07:59:19.000000 UTC,676,365,28.0,174.0,55.0,30.0,2.6721311475409837,14.0,1342.0,413.0,307.0,17.0,17.0
ivqlHHQdG8zhAM06Sp9dHy7cbQoNstjaXpLVIXTBWWc=,OSS_DIRECTORY,oso,redstone-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,ivqlHHQdG8zhAM06Sp9dHy7cbQoNstjaXpLVIXTBWWc=,OSS_DIRECTORY,oso,redstone-finance,Redstone Finance,GITHUB,104,2021-05-17 12:54:39.000000 UTC,2024-10-24 14:44:18.000000 UTC,374,309,24.0,60.0,25.0,16.0,1.6174863387978142,14.0,883.0,121.0,110.0,8.0,5.0
sbjAHf0ktnlODdzTUdMNnaj790eeW5BR9Ppi83X_Cn4=,OSS_DIRECTORY,oso,crustio,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,sbjAHf0ktnlODdzTUdMNnaj790eeW5BR9Ppi83X_Cn4=,OSS_DIRECTORY,oso,crustio,Crust Network,GITHUB,153,2020-06-02 08:14:20.000000 UTC,2024-10-25 00:17:46.000000 UTC,929,500,26.0,424.0,36.0,26.0,2.1530054644808745,10.0,1300.0,54.0,40.0,24.0,12.0
sWvuYt3_OdvFB3_iAAvn9xIwB1HnbxCT1C0gdqY5Q0E=,OSS_DIRECTORY,oso,curve,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,sWvuYt3_OdvFB3_iAAvn9xIwB1HnbxCT1C0gdqY5Q0E=,OSS_DIRECTORY,oso,curve,Curve,GITHUB,85,2020-01-15 21:52:14.000000 UTC,2024-10-24 22:16:42.000000 UTC,3509,1635,24.0,421.0,97.0,55.0,2.4972677595628414,17.0,2261.0,637.0,514.0,68.0,47.0
Ccn7Q0H108iSktZjaWiA_uD0QfPn6tZujBRXtPPsPEs=,OSS_DIRECTORY,oso,orderlynetwork,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,Ccn7Q0H108iSktZjaWiA_uD0QfPn6tZujBRXtPPsPEs=,OSS_DIRECTORY,oso,orderlynetwork,Orderly Network,GITHUB,32,2022-11-09 08:44:18.000000 UTC,2024-10-23 19:05:59.000000 UTC,64,99,13.0,32.0,26.0,18.0,0.5901639344262295,10.0,533.0,47.0,31.0,9.0,1.0
P5qYkz25MsYsPZGsizu0dlEksI1uMLct7CfSOKfXlt4=,OSS_DIRECTORY,oso,offchainlabs,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,P5qYkz25MsYsPZGsizu0dlEksI1uMLct7CfSOKfXlt4=,OSS_DIRECTORY,oso,offchainlabs,Offchain Labs,GITHUB,109,2019-06-04 16:27:47.000000 UTC,2024-10-24 19:38:48.000000 UTC,5474,3906,59.0,1061.0,342.0,262.0,3.6885245901639343,43.0,4695.0,1648.0,1322.0,367.0,431.0
-ceY1smj0ZhYH-JSMeK3opMBmLgc29Oe-m5cOd-KnjY=,OSS_DIRECTORY,oso,router-protocol,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,-ceY1smj0ZhYH-JSMeK3opMBmLgc29Oe-m5cOd-KnjY=,OSS_DIRECTORY,oso,router-protocol,Router Protocol,GITHUB,82,2021-01-22 02:27:01.000000 UTC,2024-10-22 16:09:37.000000 UTC,80,68,26.0,40.0,28.0,13.0,0.0,20.0,483.0,95.0,90.0,0.0,0.0
hXKs8rA2LJhKgLcQb7DXXFJ5tRGSNUcqBOWi-7fhJyg=,OSS_DIRECTORY,oso,composablefi,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,hXKs8rA2LJhKgLcQb7DXXFJ5tRGSNUcqBOWi-7fhJyg=,OSS_DIRECTORY,oso,composablefi,Composable Finance,GITHUB,96,2021-06-18 09:09:57.000000 UTC,2024-10-24 11:34:00.000000 UTC,408,485,74.0,213.0,26.0,13.0,0.38797814207650272,11.0,477.0,255.0,166.0,11.0,6.0
WRpqa-6jqVLTa9xULpdZPdEd-UoHTLI5yP_E3z_CgY0=,OSS_DIRECTORY,oso,injectivelabs,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,WRpqa-6jqVLTa9xULpdZPdEd-UoHTLI5yP_E3z_CgY0=,OSS_DIRECTORY,oso,injectivelabs,Injective,GITHUB,132,2019-04-06 22:02:41.000000 UTC,2024-10-25 01:52:40.000000 UTC,711,663,48.0,317.0,66.0,39.0,2.1475409836065573,24.0,15134.0,342.0,291.0,21.0,27.0
zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Biconomy,GITHUB,90,2019-11-21 17:21:18.000000 UTC,2024-10-24 13:43:39.000000 UTC,862,500,33.0,184.0,40.0,25.0,0.48087431693989069,13.0,545.0,459.0,359.0,110.0,74.0
zr4JaBr6_PsngvC-mTmP6254bEJ5rVOUb1bxHSpzdfo=,OSS_DIRECTORY,oso,enviodev,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,zr4JaBr6_PsngvC-mTmP6254bEJ5rVOUb1bxHSpzdfo=,OSS_DIRECTORY,oso,enviodev,Envio,GITHUB,103,2023-08-22 14:24:03.000000 UTC,2024-10-24 22:43:26.000000 UTC,266,49,16.0,48.0,41.0,29.0,1.5683060109289617,15.0,892.0,445.0,402.0,57.0,28.0
