project_id,project_source,project_namespace,project_name,collection_id,collection_source,collection_namespace,collection_name,project_id_1,project_source_1,project_namespace_1,project_name_1,display_name,event_source,days_since_first_transaction,active_contract_count_90_days,transaction_count,transaction_count_6_months,gas_fees_sum,gas_fees_sum_6_months,address_count,address_count_90_days,new_address_count_90_days,returning_address_count_90_days,high_activity_address_count_90_days,medium_activity_address_count_90_days,low_activity_address_count_90_days,multi_project_address_count_90_days
-ceY1smj0ZhYH-JSMeK3opMBmLgc29Oe-m5cOd-KnjY=,OSS_DIRECTORY,oso,router-protocol,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,-ceY1smj0ZhYH-JSMeK3opMBmLgc29Oe-m5cOd-KnjY=,OSS_DIRECTORY,oso,router-protocol,Router Protocol,ARBITRUM_ONE,960.0,0.0,16584.0,4.0,69.8588894449738,4.31998e-06,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuy71mqe0_UUjNJV34aQvwW1u_M_DeNCZ-WqBfWBT_Q=,OSS_DIRECTORY,oso,gammaswap,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,Tuy71mqe0_UUjNJV34aQvwW1u_M_DeNCZ-WqBfWBT_Q=,OSS_DIRECTORY,oso,gammaswap,Gamma Swap Labs,ARBITRUM_ONE,402.0,28.0,3197.0,1420.0,0.14819945620444475,0.0029873895027708658,815.0,328.0,179.0,149.0,0.0,5.0,323.0,262.0
Tuy71mqe0_UUjNJV34aQvwW1u_M_DeNCZ-WqBfWBT_Q=,OSS_DIRECTORY,oso,gammaswap,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,Tuy71mqe0_UUjNJV34aQvwW1u_M_DeNCZ-WqBfWBT_Q=,OSS_DIRECTORY,oso,gammaswap,Gamma Swap Labs,BASE,210.0,13.0,867.0,778.0,0.0170586113916187,0.0096393414980351123,205.0,83.0,39.0,44.0,0.0,3.0,78.0,51.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,OpenOcean,OPTIMISM,1009.0,1.0,79981.0,32046.0,0.62672925930631285,0.12273391532800623,38228.0,11599.0,9960.0,1639.0,6.0,207.0,11296.0,8823.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,OpenOcean,BASE,441.0,1.0,294465.0,205057.0,5.6552516491492568,1.8101995101489206,97338.0,36382.0,28787.0,7595.0,53.0,1559.0,34118.0,30909.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,OpenOcean,MODE,255.0,1.0,3003.0,2711.0,0.0020597458357291976,0.0017231523198033352,507.0,141.0,128.0,13.0,4.0,4.0,132.0,60.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,OpenOcean,ARBITRUM_ONE,682.0,0.0,54.0,1.0,0.01683004179033,8.6064e-07,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XSuqwZnmEL-nrKULSPaByBfTnt8w2wL5L7e7sQcx8BU=,OSS_DIRECTORY,oso,gravita-protocol,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,XSuqwZnmEL-nrKULSPaByBfTnt8w2wL5L7e7sQcx8BU=,OSS_DIRECTORY,oso,gravita-protocol,Gravita Protocol,BASE,417.0,1.0,1693.0,372.0,0.0067309954602657717,0.0012596212710641514,716.0,49.0,26.0,23.0,0.0,0.0,49.0,45.0
XSuqwZnmEL-nrKULSPaByBfTnt8w2wL5L7e7sQcx8BU=,OSS_DIRECTORY,oso,gravita-protocol,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,XSuqwZnmEL-nrKULSPaByBfTnt8w2wL5L7e7sQcx8BU=,OSS_DIRECTORY,oso,gravita-protocol,Gravita Protocol,ARBITRUM_ONE,484.0,6.0,58397.0,24538.0,4.7357738233976079,0.17728431800492281,12291.0,6690.0,5791.0,899.0,2.0,63.0,6625.0,6522.0
XSuqwZnmEL-nrKULSPaByBfTnt8w2wL5L7e7sQcx8BU=,OSS_DIRECTORY,oso,gravita-protocol,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,XSuqwZnmEL-nrKULSPaByBfTnt8w2wL5L7e7sQcx8BU=,OSS_DIRECTORY,oso,gravita-protocol,Gravita Protocol,OPTIMISM,484.0,5.0,6129.0,2064.0,0.044732075093775255,0.014934745067890649,1860.0,229.0,83.0,146.0,0.0,11.0,217.0,206.0
Mjx12gwAspKWigyP6Dg3FVwrRgxwxvXyvcfwrR7T-HY=,OSS_DIRECTORY,oso,debridge-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,Mjx12gwAspKWigyP6Dg3FVwrRgxwxvXyvcfwrR7T-HY=,OSS_DIRECTORY,oso,debridge-finance,deBridge,ARBITRUM_ONE,954.0,3.0,1353554.0,888370.0,132.39021874594638,68.089660374891025,144824.0,20065.0,9618.0,10447.0,19.0,616.0,19404.0,9675.0
Mjx12gwAspKWigyP6Dg3FVwrRgxwxvXyvcfwrR7T-HY=,OSS_DIRECTORY,oso,debridge-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,Mjx12gwAspKWigyP6Dg3FVwrRgxwxvXyvcfwrR7T-HY=,OSS_DIRECTORY,oso,debridge-finance,deBridge,BASE,452.0,18.0,1362688.0,964247.0,83.847992699900672,62.454229393016718,130904.0,21641.0,11642.0,9999.0,32.0,741.0,20785.0,10475.0
Mjx12gwAspKWigyP6Dg3FVwrRgxwxvXyvcfwrR7T-HY=,OSS_DIRECTORY,oso,debridge-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,Mjx12gwAspKWigyP6Dg3FVwrRgxwxvXyvcfwrR7T-HY=,OSS_DIRECTORY,oso,debridge-finance,deBridge,OPTIMISM,838.0,9.0,931580.0,581992.0,44.795594812049515,32.082035723368428,88321.0,7193.0,3577.0,3616.0,19.0,184.0,6972.0,3489.0
z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Symbiosis Finance,MODE,263.0,4.0,64729.0,46618.0,0.86314921107145648,0.017705152531595648,13061.0,6722.0,6310.0,412.0,1.0,12.0,6709.0,1743.0
z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Symbiosis Finance,ARBITRUM_ONE,557.0,2.0,183893.0,73691.0,29.317129593380614,1.6441747975191381,29515.0,26.0,21.0,5.0,1.0,0.0,25.0,17.0
z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Symbiosis Finance,BASE,450.0,5.0,172725.0,121755.0,1.9832223370911604,0.70861649601888255,61827.0,40346.0,38423.0,1923.0,2.0,53.0,40127.0,24700.0
z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Symbiosis Finance,FRAX,123.0,3.0,4503.0,4503.0,0.0023687062922047252,0.0023687062922047252,333.0,304.0,301.0,3.0,1.0,3.0,300.0,141.0
z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Symbiosis Finance,OPTIMISM,547.0,4.0,136215.0,70925.0,1.2054671174857026,0.37018800013263514,64405.0,36756.0,34159.0,2597.0,1.0,19.0,36680.0,17471.0
z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z8tthwrZkWh__i4RMQgeCDItQczDDToA956uivAsPBE=,OSS_DIRECTORY,oso,symbiosis-finance,Symbiosis Finance,ZORA,452.0,0.0,0.0,0.0,0.00022872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
z4TnF01gJ-KcKo1VBAn4xr5vrrHHX0Mr_eMLAaSYbgM=,OSS_DIRECTORY,oso,celer,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z4TnF01gJ-KcKo1VBAn4xr5vrrHHX0Mr_eMLAaSYbgM=,OSS_DIRECTORY,oso,celer,Celer,ARBITRUM_ONE,1073.0,2.0,575626.0,179045.0,254.8127461947397,5.112849512662458,45158.0,599.0,405.0,194.0,11.0,34.0,554.0,312.0
z4TnF01gJ-KcKo1VBAn4xr5vrrHHX0Mr_eMLAaSYbgM=,OSS_DIRECTORY,oso,celer,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z4TnF01gJ-KcKo1VBAn4xr5vrrHHX0Mr_eMLAaSYbgM=,OSS_DIRECTORY,oso,celer,Celer,OPTIMISM,1071.0,6.0,401043.0,111463.0,1.8047083699250601,0.96499528565424719,31345.0,285.0,167.0,118.0,9.0,27.0,249.0,173.0
z4TnF01gJ-KcKo1VBAn4xr5vrrHHX0Mr_eMLAaSYbgM=,OSS_DIRECTORY,oso,celer,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,z4TnF01gJ-KcKo1VBAn4xr5vrrHHX0Mr_eMLAaSYbgM=,OSS_DIRECTORY,oso,celer,Celer,BASE,444.0,1.0,53.0,12.0,7.6579133389233984e-05,5.086364919276e-06,4.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0
I4DNjF4-aR1DUVQbK9ylz1f0ZF8yk2YoOkNiYcTSmvQ=,OSS_DIRECTORY,oso,notional-finance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,I4DNjF4-aR1DUVQbK9ylz1f0ZF8yk2YoOkNiYcTSmvQ=,OSS_DIRECTORY,oso,notional-finance,Notional,ARBITRUM_ONE,542.0,5.0,44335.0,25626.0,2.7018807678519474,0.22648529472963283,13425.0,2882.0,1120.0,1762.0,2.0,62.0,2818.0,2748.0
kVeul81pcomlG3BHGnuKWAECfpCk_XLxN_AUgTWbkWo=,OSS_DIRECTORY,oso,sushi,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,kVeul81pcomlG3BHGnuKWAECfpCk_XLxN_AUgTWbkWo=,OSS_DIRECTORY,oso,sushi,Sushi,BASE,451.0,112.0,2037516.0,1244379.0,92.0710291059408,15.379738053145944,402648.0,46879.0,36557.0,10322.0,68.0,1773.0,44773.0,13405.0
kVeul81pcomlG3BHGnuKWAECfpCk_XLxN_AUgTWbkWo=,OSS_DIRECTORY,oso,sushi,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,kVeul81pcomlG3BHGnuKWAECfpCk_XLxN_AUgTWbkWo=,OSS_DIRECTORY,oso,sushi,Sushi,OPTIMISM,1023.0,28.0,333381.0,12292.0,2.6121425801250058,0.28064825498361579,179604.0,1816.0,1276.0,540.0,5.0,45.0,1754.0,734.0
kVeul81pcomlG3BHGnuKWAECfpCk_XLxN_AUgTWbkWo=,OSS_DIRECTORY,oso,sushi,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,kVeul81pcomlG3BHGnuKWAECfpCk_XLxN_AUgTWbkWo=,OSS_DIRECTORY,oso,sushi,Sushi,ARBITRUM_ONE,1244.0,336.0,9524393.0,242044.0,3978802823924.3276,310.52727200349176,1204174.0,9751.0,4020.0,5731.0,55.0,817.0,8844.0,5511.0
NRAXWjGnnfg36EXQ1_OlJxUaT2kD_szHtWMEX23IsmA=,OSS_DIRECTORY,oso,dolomite-exchange,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,NRAXWjGnnfg36EXQ1_OlJxUaT2kD_szHtWMEX23IsmA=,OSS_DIRECTORY,oso,dolomite-exchange,Dolomite Exchange,ARBITRUM_ONE,753.0,1.0,7859.0,4601.0,0.72552956061890939,0.12315356827538845,1122.0,637.0,220.0,417.0,1.0,67.0,569.0,512.0
NRAXWjGnnfg36EXQ1_OlJxUaT2kD_szHtWMEX23IsmA=,OSS_DIRECTORY,oso,dolomite-exchange,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,NRAXWjGnnfg36EXQ1_OlJxUaT2kD_szHtWMEX23IsmA=,OSS_DIRECTORY,oso,dolomite-exchange,Dolomite Exchange,BASE,291.0,0.0,61.0,0.0,0.003020048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zTFJSd2r20UHMY2vUZcKXdBiKE93duT1G3WP3lj3GbQ=,OSS_DIRECTORY,oso,stackup,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,zTFJSd2r20UHMY2vUZcKXdBiKE93duT1G3WP3lj3GbQ=,OSS_DIRECTORY,oso,stackup,Stackup,BASE,455.0,23.0,17494612.0,17195628.0,300.0647272200664,276.56255738865616,1226.0,1105.0,47.0,1058.0,698.0,8.0,389.0,17.0
zTFJSd2r20UHMY2vUZcKXdBiKE93duT1G3WP3lj3GbQ=,OSS_DIRECTORY,oso,stackup,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,zTFJSd2r20UHMY2vUZcKXdBiKE93duT1G3WP3lj3GbQ=,OSS_DIRECTORY,oso,stackup,Stackup,OPTIMISM,588.0,4.0,139.0,71.0,0.012549770118631247,0.00014252616595447404,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Decent,ZORA,429.0,7.0,115581.0,114655.0,0.18308179952565345,0.12976465390633596,54040.0,21122.0,17665.0,3457.0,3.0,229.0,20835.0,15349.0
bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Decent,BASE,437.0,40.0,190902.0,105728.0,9.0689035748616345,0.88777996961845906,103976.0,34360.0,26179.0,8181.0,7.0,169.0,34123.0,30958.0
bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Decent,ARBITRUM_ONE,747.0,2.0,4542.0,305.0,0.33056642013235316,0.00035452696073680015,1230.0,68.0,35.0,33.0,0.0,0.0,68.0,51.0
bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Decent,OPTIMISM,750.0,39.0,525142.0,8196.0,1.3250710177320792,0.095600169308474633,422614.0,2605.0,1903.0,702.0,0.0,13.0,2577.0,1399.0
bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,bWDt_ZpCEksmGSMxE9w09b16jmMYKVSdkbvHTRQR6Jo=,OSS_DIRECTORY,oso,decent,Decent,MODE,200.0,5.0,377.0,233.0,8.6558980619656935e-05,7.770170267205095e-05,101.0,18.0,15.0,3.0,0.0,1.0,17.0,3.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Boost Studios,BASE,451.0,2179.0,648541.0,425229.0,4.0798774311067021,2.5037262890257681,72424.0,19075.0,11180.0,7895.0,305.0,6541.0,12208.0,17054.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Boost Studios,ARBITRUM_ONE,578.0,733.0,2794937.0,166106.0,222.75902960337933,0.85775049309031259,225192.0,7178.0,2312.0,4866.0,65.0,1288.0,5812.0,1961.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Boost Studios,OPTIMISM,812.0,1647.0,2815675.0,318568.0,14.21922008708361,1.4194382657835112,233556.0,12899.0,3250.0,9649.0,169.0,2924.0,9782.0,4124.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Boost Studios,ZORA,317.0,2778.0,190106.0,188421.0,0.058957075706865321,0.055176428505547236,15904.0,12842.0,8791.0,4051.0,227.0,3258.0,9344.0,8386.0
zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Biconomy,OPTIMISM,865.0,6.0,419768.0,30843.0,1.4084346668933834,0.25744130409092164,13681.0,114.0,78.0,36.0,5.0,1.0,108.0,83.0
zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Biconomy,ARBITRUM_ONE,848.0,6.0,441952.0,25403.0,47.55236854183368,0.27603454489713042,17472.0,81.0,46.0,35.0,5.0,3.0,73.0,37.0
zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Biconomy,BASE,454.0,4.0,288.0,168.0,0.059157173970956919,0.0015493405697675738,122.0,44.0,33.0,11.0,0.0,1.0,41.0,12.0
zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,zuKa56R3a-6e4jZZUfd7UOWS66f0hkwUMt8uFboQArk=,OSS_DIRECTORY,oso,biconomy,Biconomy,METAL,53.0,1.0,15.0,15.0,1.6505171e-08,1.6505171e-08,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
I1ULrUY9t789vj4akEP3lLgB9hmC1Unfg7875NEdWL0=,OSS_DIRECTORY,oso,lifinance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,I1ULrUY9t789vj4akEP3lLgB9hmC1Unfg7875NEdWL0=,OSS_DIRECTORY,oso,lifinance,LI.FI,FRAX,126.0,2.0,16112.0,16112.0,0.043587629546633123,0.043587629546633123,7142.0,7069.0,7024.0,45.0,0.0,425.0,6643.0,3337.0
I1ULrUY9t789vj4akEP3lLgB9hmC1Unfg7875NEdWL0=,OSS_DIRECTORY,oso,lifinance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,I1ULrUY9t789vj4akEP3lLgB9hmC1Unfg7875NEdWL0=,OSS_DIRECTORY,oso,lifinance,LI.FI,BASE,437.0,5.0,2685845.0,2114423.0,32.703732526126053,14.647325874557852,426215.0,134183.0,57023.0,77160.0,1251.0,13300.0,119199.0,83338.0
I1ULrUY9t789vj4akEP3lLgB9hmC1Unfg7875NEdWL0=,OSS_DIRECTORY,oso,lifinance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,I1ULrUY9t789vj4akEP3lLgB9hmC1Unfg7875NEdWL0=,OSS_DIRECTORY,oso,lifinance,LI.FI,OPTIMISM,1017.0,5.0,2341353.0,1523756.0,22.152859184294869,10.568047228372624,443656.0,90885.0,35086.0,55799.0,987.0,9189.0,80501.0,45220.0
I1ULrUY9t789vj4akEP3lLgB9hmC1Unfg7875NEdWL0=,OSS_DIRECTORY,oso,lifinance,Oo8nyMnxkUrZMcQRNz5gFmD3DjFJQ1Vlo5Fq1CMmq-4=,OSS_DIRECTORY,oso,arbitrum-crypto-ecosystems,I1ULrUY9t789vj4akEP3lLgB9hmC1Unfg7875NEdWL0=,OSS_DIRECTORY,oso,lifinance,LI.FI,ARBITRUM_ONE,1018.0,4.0,5143750.0,3611805.0,283.69411788827023,26.337080027140971,649797.0,153220.0,61843.0,91377.0,1473.0,15589.0,135852.0,66098.0
