project_id,project_source,project_namespace,project_name,collection_id,collection_source,collection_namespace,collection_name,project_id_1,project_source_1,project_namespace_1,project_name_1,display_name,event_source,days_since_first_transaction,active_contract_count_90_days,transaction_count,transaction_count_6_months,gas_fees_sum,gas_fees_sum_6_months,address_count,address_count_90_days,new_address_count_90_days,returning_address_count_90_days,high_activity_address_count_90_days,medium_activity_address_count_90_days,low_activity_address_count_90_days,multi_project_address_count_90_days
tGdTsu5yLACalu4KFRbu20JlVBicgYOI9Blc80RPi6Y=,OSS_DIRECTORY,oso,jokerace-jk-labs-inc,0o6NFk3L7x_vOovSMlU-d5oiVYzED0M85FolWidT4JI=,OSS_DIRECTORY,oso,filecoin-foundation,tGdTsu5yLACalu4KFRbu20JlVBicgYOI9Blc80RPi6Y=,OSS_DIRECTORY,oso,jokerace-jk-labs-inc,Jokedao,BASE,190.0,25.0,3284.0,3232.0,0.013641787344268446,0.01279159685507009,2123.0,2017.0,2004.0,13.0,0.0,4.0,2011.0,1452.0
Ogceg0gKDarmeRM9x-5lZf5TBRGGV5X98uW7Pobf-Yc=,OSS_DIRECTORY,oso,lighthouse-web3,0o6NFk3L7x_vOovSMlU-d5oiVYzED0M85FolWidT4JI=,OSS_DIRECTORY,oso,filecoin-foundation,Ogceg0gKDarmeRM9x-5lZf5TBRGGV5X98uW7Pobf-Yc=,OSS_DIRECTORY,oso,lighthouse-web3,Lighthouse Storage,OPTIMISM,963.0,0.0,20.0,0.0,4.6119124261484996e-05,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuSE0dqAq5LOxitK-7C8rKJ4_nmZMcx2JFiVs_X4pKM=,OSS_DIRECTORY,oso,geo-web,0o6NFk3L7x_vOovSMlU-d5oiVYzED0M85FolWidT4JI=,OSS_DIRECTORY,oso,filecoin-foundation,fuSE0dqAq5LOxitK-7C8rKJ4_nmZMcx2JFiVs_X4pKM=,OSS_DIRECTORY,oso,geo-web,Geo Web,OPTIMISM,682.0,0.0,474.0,5.0,0.01386877915754418,0.00078562657456404694,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bbqHJowLCWi6HZx87F5iwMcH0cFfLXDoP9SYTZygqQ0=,OSS_DIRECTORY,oso,dspytdao,0o6NFk3L7x_vOovSMlU-d5oiVYzED0M85FolWidT4JI=,OSS_DIRECTORY,oso,filecoin-foundation,bbqHJowLCWi6HZx87F5iwMcH0cFfLXDoP9SYTZygqQ0=,OSS_DIRECTORY,oso,dspytdao,Dspyt DAO,OPTIMISM,368.0,0.0,246.0,88.0,0.0033766355233576378,0.0016835888347927119,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
osL3B-y8yn0ALvvF90E-K8sPXgenbqc3PCpeCC67MHE=,OSS_DIRECTORY,oso,metagov,0o6NFk3L7x_vOovSMlU-d5oiVYzED0M85FolWidT4JI=,OSS_DIRECTORY,oso,filecoin-foundation,osL3B-y8yn0ALvvF90E-K8sPXgenbqc3PCpeCC67MHE=,OSS_DIRECTORY,oso,metagov,The Metagovernance Project,OPTIMISM,417.0,0.0,3.0,1.0,1.3839295211316998e-05,1.3837064477314e-05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZSBn3MI1rXWgNAw-6E5cTM2UO73Y1i9kWUi5WNfszc=,OSS_DIRECTORY,oso,rodeofi,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,CZSBn3MI1rXWgNAw-6E5cTM2UO73Y1i9kWUi5WNfszc=,OSS_DIRECTORY,oso,rodeofi,rodeofi,ARBITRUM_ONE,707.0,6.0,31295.0,1989.0,15.268249547844521,0.27567242216888566,3521.0,194.0,26.0,168.0,0.0,10.0,184.0,146.0
CZSBn3MI1rXWgNAw-6E5cTM2UO73Y1i9kWUi5WNfszc=,OSS_DIRECTORY,oso,rodeofi,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,CZSBn3MI1rXWgNAw-6E5cTM2UO73Y1i9kWUi5WNfszc=,OSS_DIRECTORY,oso,rodeofi,rodeofi,BASE,2.0,5.0,12.0,12.0,8.546028774296899e-05,8.546028774296899e-05,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
grHGNUqJJbiPyPfSDS58UGeGbT3Equ1LxCHmI2-vl_c=,OSS_DIRECTORY,oso,dopex-io,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,grHGNUqJJbiPyPfSDS58UGeGbT3Equ1LxCHmI2-vl_c=,OSS_DIRECTORY,oso,dopex-io,Dopex,ARBITRUM_ONE,1113.0,16.0,553397.0,14343.0,182.09616129387459,0.59318322691057257,150210.0,1338.0,731.0,607.0,3.0,249.0,1080.0,1124.0
XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,OSS_DIRECTORY,oso,gammastrategies,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,OSS_DIRECTORY,oso,gammastrategies,Gamma Strategies,BASE,434.0,70.0,28037.0,17475.0,6.05005547173795,0.374873243511337,940.0,224.0,85.0,139.0,8.0,23.0,190.0,206.0
XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,OSS_DIRECTORY,oso,gammastrategies,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,OSS_DIRECTORY,oso,gammastrategies,Gamma Strategies,OPTIMISM,912.0,37.0,86968.0,26856.0,2.4324108070207524,0.84298611806826929,3389.0,301.0,148.0,153.0,7.0,91.0,203.0,250.0
XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,OSS_DIRECTORY,oso,gammastrategies,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,OSS_DIRECTORY,oso,gammastrategies,Gamma Strategies,ARBITRUM_ONE,810.0,4.0,2521.0,30.0,1.1952860329828421,0.00023685901747870296,1298.0,9.0,6.0,3.0,0.0,0.0,9.0,8.0
XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,OSS_DIRECTORY,oso,gammastrategies,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,XFrUqpjp_oS9-UTjz77GxDM0yJm2WvBpA9FhmI64VPE=,OSS_DIRECTORY,oso,gammastrategies,Gamma Strategies,MODE,161.0,4.0,1023.0,1023.0,0.53397303289387188,0.53397303289387188,10.0,9.0,7.0,2.0,1.0,0.0,8.0,7.0
FxYVsd-Hjo3eAFYxsU1-j2fCGWM-nDKjK_llEScYOyM=,OSS_DIRECTORY,oso,equilibria-xyz,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,FxYVsd-Hjo3eAFYxsU1-j2fCGWM-nDKjK_llEScYOyM=,OSS_DIRECTORY,oso,equilibria-xyz,Equilibria (Perennial Finance),ARBITRUM_ONE,651.0,25.0,254575.0,56013.0,102.40439934809082,2.398015622125913,19715.0,790.0,355.0,435.0,32.0,198.0,558.0,483.0
FxYVsd-Hjo3eAFYxsU1-j2fCGWM-nDKjK_llEScYOyM=,OSS_DIRECTORY,oso,equilibria-xyz,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,FxYVsd-Hjo3eAFYxsU1-j2fCGWM-nDKjK_llEScYOyM=,OSS_DIRECTORY,oso,equilibria-xyz,Equilibria (Perennial Finance),BASE,450.0,0.0,84.0,0.0,0.00072007622985096394,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FxYVsd-Hjo3eAFYxsU1-j2fCGWM-nDKjK_llEScYOyM=,OSS_DIRECTORY,oso,equilibria-xyz,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,FxYVsd-Hjo3eAFYxsU1-j2fCGWM-nDKjK_llEScYOyM=,OSS_DIRECTORY,oso,equilibria-xyz,Equilibria (Perennial Finance),OPTIMISM,651.0,0.0,27.0,2.0,5.8678934345779e-05,3.9235575639e-06,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Boost Studios,BASE,451.0,2179.0,648541.0,425229.0,4.0798774311067021,2.5037262890257681,72424.0,19075.0,11180.0,7895.0,305.0,6541.0,12208.0,17054.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Boost Studios,ARBITRUM_ONE,578.0,733.0,2794937.0,166106.0,222.75902960337933,0.85775049309031259,225192.0,7178.0,2312.0,4866.0,65.0,1288.0,5812.0,1961.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Boost Studios,OPTIMISM,812.0,1647.0,2815675.0,318568.0,14.21922008708361,1.4194382657835112,233556.0,12899.0,3250.0,9649.0,169.0,2924.0,9782.0,4124.0
GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,GVboljZKY6m9JBjDCnrT0lUfAe28t1W5UFNJRIH-xfY=,OSS_DIRECTORY,oso,rabbithole,Boost Studios,ZORA,317.0,2778.0,190106.0,188421.0,0.058957075706865321,0.055176428505547236,15904.0,12842.0,8791.0,4051.0,227.0,3258.0,9344.0,8386.0
EPw5l70HDqlAVoyBtspQbh2dFmilf29PA9UF38uVr6c=,OSS_DIRECTORY,oso,radiant-capital,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,EPw5l70HDqlAVoyBtspQbh2dFmilf29PA9UF38uVr6c=,OSS_DIRECTORY,oso,radiant-capital,Radiant,ARBITRUM_ONE,824.0,35.0,3336275.0,462186.0,610.06450040829554,14.637487934074768,545822.0,36036.0,9401.0,26635.0,99.0,2163.0,33768.0,27340.0
E1PzVHP67Lc9xGOr34iBCtqvhoqvclQ1_hYYCKrGeEM=,OSS_DIRECTORY,oso,timeswap-labs,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,E1PzVHP67Lc9xGOr34iBCtqvhoqvclQ1_hYYCKrGeEM=,OSS_DIRECTORY,oso,timeswap-labs,Timeswap,BASE,435.0,17.0,5223.0,4119.0,0.14572871900665538,0.045882191680115723,807.0,311.0,232.0,79.0,1.0,27.0,281.0,246.0
E1PzVHP67Lc9xGOr34iBCtqvhoqvclQ1_hYYCKrGeEM=,OSS_DIRECTORY,oso,timeswap-labs,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,E1PzVHP67Lc9xGOr34iBCtqvhoqvclQ1_hYYCKrGeEM=,OSS_DIRECTORY,oso,timeswap-labs,Timeswap,OPTIMISM,329.0,20.0,9568.0,4771.0,0.13891997950001048,0.10068432404613806,1478.0,299.0,40.0,259.0,1.0,12.0,286.0,250.0
E1PzVHP67Lc9xGOr34iBCtqvhoqvclQ1_hYYCKrGeEM=,OSS_DIRECTORY,oso,timeswap-labs,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,E1PzVHP67Lc9xGOr34iBCtqvhoqvclQ1_hYYCKrGeEM=,OSS_DIRECTORY,oso,timeswap-labs,Timeswap,ARBITRUM_ONE,587.0,1.0,9095.0,4.0,1.6574875359835233,1.122413e-05,2988.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
I4DNjF4-aR1DUVQbK9ylz1f0ZF8yk2YoOkNiYcTSmvQ=,OSS_DIRECTORY,oso,notional-finance,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,I4DNjF4-aR1DUVQbK9ylz1f0ZF8yk2YoOkNiYcTSmvQ=,OSS_DIRECTORY,oso,notional-finance,Notional,ARBITRUM_ONE,542.0,5.0,44335.0,25626.0,2.7018807678519474,0.22648529472963283,13425.0,2882.0,1120.0,1762.0,2.0,62.0,2818.0,2748.0
-A5N7DYgI4bDZZQaF_4SPw_qx6cv1BbfcoxJ7rZxig8=,OSS_DIRECTORY,oso,traderjoe-xyz,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,-A5N7DYgI4bDZZQaF_4SPw_qx6cv1BbfcoxJ7rZxig8=,OSS_DIRECTORY,oso,traderjoe-xyz,Trader Joe,ARBITRUM_ONE,674.0,97.0,3057469.0,487164.0,1249.4587834335655,9.7252326565801521,546649.0,18014.0,2697.0,15317.0,11.0,310.0,17486.0,15421.0
l6eertBzC_yST-HWz-Qku2jPRDBtRn5epKnG9vWVqD0=,OSS_DIRECTORY,oso,gainsnetwork,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,l6eertBzC_yST-HWz-Qku2jPRDBtRn5epKnG9vWVqD0=,OSS_DIRECTORY,oso,gainsnetwork,Gains Network,ARBITRUM_ONE,668.0,11.0,2311132.0,64880.0,5779.80452762404,3.2226862031674468,63952.0,4103.0,1317.0,2786.0,20.0,330.0,3751.0,2646.0
l6eertBzC_yST-HWz-Qku2jPRDBtRn5epKnG9vWVqD0=,OSS_DIRECTORY,oso,gainsnetwork,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,l6eertBzC_yST-HWz-Qku2jPRDBtRn5epKnG9vWVqD0=,OSS_DIRECTORY,oso,gainsnetwork,Gains Network,BASE,32.0,13.0,34825.0,34825.0,0.31067431819174296,0.31067431819174296,721.0,721.0,721.0,0.0,43.0,140.0,538.0,397.0
G7_Lm4_DUi_oTAv1xJclMQXwI22gW1xIpLMs9ni_oac=,OSS_DIRECTORY,oso,abracadabra,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,G7_Lm4_DUi_oTAv1xJclMQXwI22gW1xIpLMs9ni_oac=,OSS_DIRECTORY,oso,abracadabra,Abracadabra,ARBITRUM_ONE,1136.0,10.0,219962.0,3545.0,506.02511585064838,0.63196547010652482,91994.0,237.0,58.0,179.0,1.0,19.0,217.0,198.0
G7_Lm4_DUi_oTAv1xJclMQXwI22gW1xIpLMs9ni_oac=,OSS_DIRECTORY,oso,abracadabra,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,G7_Lm4_DUi_oTAv1xJclMQXwI22gW1xIpLMs9ni_oac=,OSS_DIRECTORY,oso,abracadabra,Abracadabra,BASE,451.0,2.0,31394.0,8874.0,0.54968315467015583,0.018151867404216288,18515.0,1097.0,716.0,381.0,1.0,0.0,1095.0,856.0
G7_Lm4_DUi_oTAv1xJclMQXwI22gW1xIpLMs9ni_oac=,OSS_DIRECTORY,oso,abracadabra,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,G7_Lm4_DUi_oTAv1xJclMQXwI22gW1xIpLMs9ni_oac=,OSS_DIRECTORY,oso,abracadabra,Abracadabra,OPTIMISM,822.0,5.0,35466.0,56.0,0.14353104586423654,0.0010901322101629942,27316.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0
b1XjbAwIVH3-iA_StuI-jvIaY-WoWj56n2XoN8W_rdA=,OSS_DIRECTORY,oso,rysk-finance,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,b1XjbAwIVH3-iA_StuI-jvIaY-WoWj56n2XoN8W_rdA=,OSS_DIRECTORY,oso,rysk-finance,Rysk Finance,ARBITRUM_ONE,774.0,1.0,23103.0,1394.0,4.6096804608080895,0.019782334464041058,4847.0,84.0,0.0,84.0,0.0,0.0,84.0,69.0
87h7Mbi2vdk4_dQRcpmW4mcYuP7z8oVxtk7prrAqexs=,OSS_DIRECTORY,oso,cowri,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,87h7Mbi2vdk4_dQRcpmW4mcYuP7z8oVxtk7prrAqexs=,OSS_DIRECTORY,oso,cowri,Cowri (Shell Protocol),ARBITRUM_ONE,938.0,3.0,504648.0,7745.0,75.951893873873388,0.023916895265196258,72021.0,1100.0,13.0,1087.0,0.0,62.0,1038.0,645.0
87h7Mbi2vdk4_dQRcpmW4mcYuP7z8oVxtk7prrAqexs=,OSS_DIRECTORY,oso,cowri,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,87h7Mbi2vdk4_dQRcpmW4mcYuP7z8oVxtk7prrAqexs=,OSS_DIRECTORY,oso,cowri,Cowri (Shell Protocol),OPTIMISM,716.0,0.0,5.0,0.0,1.45404e-07,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87h7Mbi2vdk4_dQRcpmW4mcYuP7z8oVxtk7prrAqexs=,OSS_DIRECTORY,oso,cowri,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,87h7Mbi2vdk4_dQRcpmW4mcYuP7z8oVxtk7prrAqexs=,OSS_DIRECTORY,oso,cowri,Cowri (Shell Protocol),BASE,154.0,0.0,16.0,16.0,0.000145655971814623,0.000145655971814623,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,OSS_DIRECTORY,oso,synapse,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,OSS_DIRECTORY,oso,synapse,Synapse,ARBITRUM_ONE,1139.0,14.0,796340.0,138633.0,8139.4700616191631,3.3359032573703686,141347.0,4604.0,2436.0,2168.0,10.0,78.0,4514.0,3627.0
AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,OSS_DIRECTORY,oso,synapse,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,OSS_DIRECTORY,oso,synapse,Synapse,OPTIMISM,1077.0,21.0,1938602.0,312473.0,5.7941961842463083,4.32129378910467,471885.0,10061.0,3688.0,6373.0,14.0,118.0,9923.0,8421.0
AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,OSS_DIRECTORY,oso,synapse,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,AMs11l6c3oONHu7hA9AeXzEamcuHp7cIEfUt0mRN8g8=,OSS_DIRECTORY,oso,synapse,Synapse,BASE,451.0,14.0,172102.0,100947.0,11.867130164615515,4.1915108149784057,65041.0,9457.0,6434.0,3023.0,15.0,210.0,9228.0,6523.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,OpenOcean,OPTIMISM,1009.0,1.0,79981.0,32046.0,0.62672925930631285,0.12273391532800623,38228.0,11599.0,9960.0,1639.0,6.0,207.0,11296.0,8823.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,OpenOcean,BASE,441.0,1.0,294465.0,205057.0,5.6552516491492568,1.8101995101489206,97338.0,36382.0,28787.0,7595.0,53.0,1559.0,34118.0,30909.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,OpenOcean,MODE,255.0,1.0,3003.0,2711.0,0.0020597458357291976,0.0017231523198033352,507.0,141.0,128.0,13.0,4.0,4.0,132.0,60.0
G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,G9PrA-VHfqLNLSKcm8jZ_FF4Ezts2WbqyXZofndRGIM=,OSS_DIRECTORY,oso,openocean-finance,OpenOcean,ARBITRUM_ONE,682.0,0.0,54.0,1.0,0.01683004179033,8.6064e-07,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W1Y0YdIHScazGk_CfHebBjnKTvksjvzTHI2Spt8JrBM=,OSS_DIRECTORY,oso,goodentry-io,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,W1Y0YdIHScazGk_CfHebBjnKTvksjvzTHI2Spt8JrBM=,OSS_DIRECTORY,oso,goodentry-io,GoodEntry,ARBITRUM_ONE,515.0,17.0,64870.0,16375.0,24.886683583083617,4.8305283864815616,6794.0,170.0,28.0,142.0,4.0,0.0,165.0,97.0
ro3oEPTVu7T0ZmqejM9JEv3jHLqfLHZTDqJVagZm6HE=,OSS_DIRECTORY,oso,tide-protocol-fiveelementslabs,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,ro3oEPTVu7T0ZmqejM9JEv3jHLqfLHZTDqJVagZm6HE=,OSS_DIRECTORY,oso,tide-protocol-fiveelementslabs,Tide Protocol,BASE,438.0,4.0,654.0,609.0,0.003559046850114466,0.0032486820203762572,583.0,51.0,37.0,14.0,0.0,0.0,51.0,34.0
ro3oEPTVu7T0ZmqejM9JEv3jHLqfLHZTDqJVagZm6HE=,OSS_DIRECTORY,oso,tide-protocol-fiveelementslabs,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,ro3oEPTVu7T0ZmqejM9JEv3jHLqfLHZTDqJVagZm6HE=,OSS_DIRECTORY,oso,tide-protocol-fiveelementslabs,Tide Protocol,OPTIMISM,626.0,8.0,14342.0,88.0,0.054255592276822258,0.00049633122128712884,5781.0,6.0,1.0,5.0,0.0,0.0,6.0,4.0
ro3oEPTVu7T0ZmqejM9JEv3jHLqfLHZTDqJVagZm6HE=,OSS_DIRECTORY,oso,tide-protocol-fiveelementslabs,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,ro3oEPTVu7T0ZmqejM9JEv3jHLqfLHZTDqJVagZm6HE=,OSS_DIRECTORY,oso,tide-protocol-fiveelementslabs,Tide Protocol,ARBITRUM_ONE,674.0,3.0,1649.0,46.0,0.13771617984246809,9.5696506074785973e-05,1330.0,8.0,6.0,2.0,0.0,0.0,8.0,7.0
UvSAZLlu9KW-oJ2x4UXpVMlNKng07ORDuT8a9fN10g0=,OSS_DIRECTORY,oso,mux-world,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,UvSAZLlu9KW-oJ2x4UXpVMlNKng07ORDuT8a9fN10g0=,OSS_DIRECTORY,oso,mux-world,MUX Protocol,ARBITRUM_ONE,1218.0,274.0,1606040.0,213092.0,236.29463441596417,8.44424849652479,60328.0,9337.0,6318.0,3019.0,101.0,196.0,8910.0,8794.0
UvSAZLlu9KW-oJ2x4UXpVMlNKng07ORDuT8a9fN10g0=,OSS_DIRECTORY,oso,mux-world,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,UvSAZLlu9KW-oJ2x4UXpVMlNKng07ORDuT8a9fN10g0=,OSS_DIRECTORY,oso,mux-world,MUX Protocol,OPTIMISM,668.0,4.0,130163.0,27980.0,4.23719520424521,0.62489383060626313,3800.0,47.0,16.0,31.0,6.0,14.0,27.0,23.0
iOnS_TpwMIMyov0nW_mYBE1nt4ewnSG-hCApTK-QbI4=,OSS_DIRECTORY,oso,pendle-finance,7K0msv6H9FjIQ9KuZoqqLo__pyg1g_EJfnMi_-yx2lY=,OSS_DIRECTORY,oso,arb-stip-1,iOnS_TpwMIMyov0nW_mYBE1nt4ewnSG-hCApTK-QbI4=,OSS_DIRECTORY,oso,pendle-finance,Pendle,OPTIMISM,604.0,16.0,4578.0,1112.0,0.052235928451148647,0.018776516972785307,895.0,116.0,25.0,91.0,0.0,7.0,109.0,80.0
