date,token,value,readable_date,protocol
1541203200,USDT,34643.89061,2018-11-03 00:00:00,uniswap_v1_protocol
1541289600,USDT,41268.18311,2018-11-04 00:00:00,uniswap_v1_protocol
1541376000,USDT,40551.78262,2018-11-05 00:00:00,uniswap_v1_protocol
1541462400,USDT,43091.34015,2018-11-06 00:00:00,uniswap_v1_protocol
1541548800,USDT,153979.38867,2018-11-07 00:00:00,uniswap_v1_protocol
1541635200,USDT,180229.00276,2018-11-08 00:00:00,uniswap_v1_protocol
1541721600,USDT,175773.26173,2018-11-09 00:00:00,uniswap_v1_protocol
1541808000,USDT,172207.67578,2018-11-10 00:00:00,uniswap_v1_protocol
1541894400,USDT,187642.43953,2018-11-11 00:00:00,uniswap_v1_protocol
1541980800,USDT,200955.11257,2018-11-12 00:00:00,uniswap_v1_protocol
1542067200,USDT,202382.24125,2018-11-13 00:00:00,uniswap_v1_protocol
1542153600,USDT,198327.66498,2018-11-14 00:00:00,uniswap_v1_protocol
1542240000,USDT,197528.48025,2018-11-15 00:00:00,uniswap_v1_protocol
1542326400,USDT,199426.87552,2018-11-16 00:00:00,uniswap_v1_protocol
1542412800,USDT,203103.29289,2018-11-17 00:00:00,uniswap_v1_protocol
1542499200,USDT,199238.85914,2018-11-18 00:00:00,uniswap_v1_protocol
1542585600,USDT,201157.68698,2018-11-19 00:00:00,uniswap_v1_protocol
1542672000,USDT,199443.5133,2018-11-20 00:00:00,uniswap_v1_protocol
1542758400,USDT,170785.75468,2018-11-21 00:00:00,uniswap_v1_protocol
1542844800,USDT,183171.94532,2018-11-22 00:00:00,uniswap_v1_protocol
1542931200,USDT,185282.25164,2018-11-23 00:00:00,uniswap_v1_protocol
1543017600,USDT,172257.78447,2018-11-24 00:00:00,uniswap_v1_protocol
1543104000,USDT,157032.18379,2018-11-25 00:00:00,uniswap_v1_protocol
1543190400,USDT,158223.94771,2018-11-26 00:00:00,uniswap_v1_protocol
1543276800,USDT,170242.67181,2018-11-27 00:00:00,uniswap_v1_protocol
1543363200,USDT,171563.19808,2018-11-28 00:00:00,uniswap_v1_protocol
1543449600,USDT,201279.87539,2018-11-29 00:00:00,uniswap_v1_protocol
1543536000,USDT,199867.13865,2018-11-30 00:00:00,uniswap_v1_protocol
1543622400,USDT,191856.71436,2018-12-01 00:00:00,uniswap_v1_protocol
1543708800,USDT,204620.22306,2018-12-02 00:00:00,uniswap_v1_protocol
1543795200,USDT,205452.28193,2018-12-03 00:00:00,uniswap_v1_protocol
1543881600,USDT,208464.69508,2018-12-04 00:00:00,uniswap_v1_protocol
1543968000,USDT,219103.54285,2018-12-05 00:00:00,uniswap_v1_protocol
1544054400,USDT,202134.69838,2018-12-06 00:00:00,uniswap_v1_protocol
1544140800,USDT,190261.21914,2018-12-07 00:00:00,uniswap_v1_protocol
1544227200,USDT,196617.20952,2018-12-08 00:00:00,uniswap_v1_protocol
