transaction_date,address,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,cum_transferred
2024-06-01,0x000000000022d473030f116ddee9f6b43ac78ba3,45.0,34.0,0.0,4.9872388858829994e-06,34.0,0.0
2024-06-02,0x000000000022d473030f116ddee9f6b43ac78ba3,87.0,62.0,0.0,5.640763882204901e-05,61.0,0.0
2024-06-03,0x000000000022d473030f116ddee9f6b43ac78ba3,34.0,24.0,0.0,3.7461159782429e-05,24.0,0.0
2024-06-04,0x000000000022d473030f116ddee9f6b43ac78ba3,34.0,25.0,0.0,4.8515467972869e-05,25.0,0.0
2024-06-05,0x000000000022d473030f116ddee9f6b43ac78ba3,36.0,27.0,0.0,8.115656849005799e-05,25.0,0.0
2024-06-06,0x000000000022d473030f116ddee9f6b43ac78ba3,27.0,25.0,0.0,7.031269376894301e-05,25.0,0.0
2024-06-07,0x000000000022d473030f116ddee9f6b43ac78ba3,66.0,36.0,0.0,0.000199702272081,36.0,0.0
2024-06-08,0x000000000022d473030f116ddee9f6b43ac78ba3,52.0,32.0,0.0,0.0001716070700915,29.0,0.0
2024-06-09,0x000000000022d473030f116ddee9f6b43ac78ba3,47.0,37.0,0.0,0.0001229101535589,34.0,0.0
2024-06-10,0x000000000022d473030f116ddee9f6b43ac78ba3,48.0,31.0,0.0,0.0001200456519443,30.0,0.0
2024-06-11,0x000000000022d473030f116ddee9f6b43ac78ba3,39.0,26.0,0.0,0.0001865002695415,26.0,0.0
2024-06-12,0x000000000022d473030f116ddee9f6b43ac78ba3,35.0,21.0,0.0,2.1907111847964e-05,20.0,0.0
2024-06-13,0x000000000022d473030f116ddee9f6b43ac78ba3,26.0,23.0,0.0,2.5327205621279996e-06,22.0,0.0
2024-06-14,0x000000000022d473030f116ddee9f6b43ac78ba3,47.0,32.0,0.0,2.5932408099402994e-05,24.0,0.0
2024-06-15,0x000000000022d473030f116ddee9f6b43ac78ba3,26.0,21.0,0.0,6.1508448368947e-05,19.0,0.0
2024-06-16,0x000000000022d473030f116ddee9f6b43ac78ba3,61.0,39.0,0.0,3.572658063754001e-06,33.0,0.0
2024-06-17,0x000000000022d473030f116ddee9f6b43ac78ba3,68.0,48.0,0.0,6.9510810675796e-05,44.0,0.0
