,bucket_week,network,is_incentivized,count_transactions
0,2023-07-16 00:00:00+00:00,ZORA,False,341971
1,2023-07-16 00:00:00+00:00,ZORA,True,49453
2,2023-07-16 00:00:00+00:00,ARBITRUM_ONE,True,489813
3,2023-07-16 00:00:00+00:00,ARBITRUM_ONE,False,5435981
4,2023-07-16 00:00:00+00:00,OPTIMISM,True,344828
5,2023-07-16 00:00:00+00:00,BASE,True,64
6,2023-07-16 00:00:00+00:00,BASE,False,386286
7,2023-07-16 00:00:00+00:00,OPTIMISM,False,1699903
8,2023-07-23 00:00:00+00:00,ZORA,True,77313
9,2023-07-23 00:00:00+00:00,ZORA,False,369207
10,2023-07-23 00:00:00+00:00,ARBITRUM_ONE,False,5040189
11,2023-07-23 00:00:00+00:00,OPTIMISM,True,340207
12,2023-07-23 00:00:00+00:00,OPTIMISM,False,1563669
13,2023-07-23 00:00:00+00:00,BASE,True,488
14,2023-07-23 00:00:00+00:00,BASE,False,354318
15,2023-07-23 00:00:00+00:00,ARBITRUM_ONE,True,451830
16,2023-07-30 00:00:00+00:00,BASE,False,1715741
17,2023-07-30 00:00:00+00:00,ARBITRUM_ONE,True,391352
18,2023-07-30 00:00:00+00:00,OPTIMISM,False,1493818
19,2023-07-30 00:00:00+00:00,ARBITRUM_ONE,False,5160720
20,2023-07-30 00:00:00+00:00,BASE,True,66815
21,2023-07-30 00:00:00+00:00,ZORA,False,353429
22,2023-07-30 00:00:00+00:00,ZORA,True,129930
23,2023-07-30 00:00:00+00:00,OPTIMISM,True,395435
24,2023-08-06 00:00:00+00:00,OPTIMISM,False,1436573
25,2023-08-06 00:00:00+00:00,ZORA,True,167679
26,2023-08-06 00:00:00+00:00,ZORA,False,366143
27,2023-08-06 00:00:00+00:00,ARBITRUM_ONE,False,4886994
28,2023-08-06 00:00:00+00:00,ARBITRUM_ONE,True,355310
29,2023-08-06 00:00:00+00:00,BASE,True,231891
30,2023-08-06 00:00:00+00:00,BASE,False,1876479
31,2023-08-06 00:00:00+00:00,OPTIMISM,True,327546
32,2023-08-13 00:00:00+00:00,ZORA,True,135717
33,2023-08-13 00:00:00+00:00,OPTIMISM,False,1510590
34,2023-08-13 00:00:00+00:00,ARBITRUM_ONE,True,296038
35,2023-08-13 00:00:00+00:00,BASE,True,149340
36,2023-08-13 00:00:00+00:00,ARBITRUM_ONE,False,5367739
37,2023-08-13 00:00:00+00:00,OPTIMISM,True,268879
38,2023-08-13 00:00:00+00:00,BASE,False,1923382
39,2023-08-13 00:00:00+00:00,ZORA,False,755694
40,2023-08-20 00:00:00+00:00,ZORA,False,576083
41,2023-08-20 00:00:00+00:00,ARBITRUM_ONE,True,416007
42,2023-08-20 00:00:00+00:00,BASE,True,223847
43,2023-08-20 00:00:00+00:00,OPTIMISM,True,369706
44,2023-08-20 00:00:00+00:00,OPTIMISM,False,1269035
45,2023-08-20 00:00:00+00:00,ARBITRUM_ONE,False,4717979
46,2023-08-20 00:00:00+00:00,ZORA,True,127648
47,2023-08-20 00:00:00+00:00,BASE,False,2258902
