,bucket_week,network,is_incentivized,count_transactions
0,2023-03-19 00:00:00+00:00,OPTIMISM,False,548232
1,2023-03-19 00:00:00+00:00,OPTIMISM,True,84357
2,2023-03-19 00:00:00+00:00,ARBITRUM_ONE,False,9956963
3,2023-03-19 00:00:00+00:00,ARBITRUM_ONE,True,628733
4,2023-03-26 00:00:00+00:00,ARBITRUM_ONE,False,8000377
5,2023-03-26 00:00:00+00:00,OPTIMISM,True,91646
6,2023-03-26 00:00:00+00:00,ARBITRUM_ONE,True,354025
7,2023-03-26 00:00:00+00:00,OPTIMISM,False,666195
8,2023-04-02 00:00:00+00:00,OPTIMISM,False,863206
9,2023-04-02 00:00:00+00:00,ARBITRUM_ONE,False,7481347
10,2023-04-02 00:00:00+00:00,OPTIMISM,True,104436
11,2023-04-02 00:00:00+00:00,ARBITRUM_ONE,True,287234
12,2023-04-09 00:00:00+00:00,OPTIMISM,True,106911
13,2023-04-09 00:00:00+00:00,ARBITRUM_ONE,True,299578
14,2023-04-09 00:00:00+00:00,OPTIMISM,False,1106765
15,2023-04-09 00:00:00+00:00,ARBITRUM_ONE,False,7733494
16,2023-04-16 00:00:00+00:00,ARBITRUM_ONE,False,9537156
17,2023-04-16 00:00:00+00:00,OPTIMISM,False,617310
18,2023-04-16 00:00:00+00:00,ARBITRUM_ONE,True,443993
19,2023-04-16 00:00:00+00:00,OPTIMISM,True,80682
20,2023-04-23 00:00:00+00:00,ARBITRUM_ONE,True,294594
21,2023-04-23 00:00:00+00:00,OPTIMISM,True,69054
22,2023-04-23 00:00:00+00:00,ARBITRUM_ONE,False,8081426
23,2023-04-23 00:00:00+00:00,OPTIMISM,False,669784
24,2023-04-30 00:00:00+00:00,OPTIMISM,False,512737
25,2023-04-30 00:00:00+00:00,ARBITRUM_ONE,True,315584
26,2023-04-30 00:00:00+00:00,OPTIMISM,True,76745
27,2023-04-30 00:00:00+00:00,ARBITRUM_ONE,False,8008118
28,2023-05-07 00:00:00+00:00,OPTIMISM,False,521408
29,2023-05-07 00:00:00+00:00,ARBITRUM_ONE,False,7373700
30,2023-05-07 00:00:00+00:00,OPTIMISM,True,67658
31,2023-05-07 00:00:00+00:00,ARBITRUM_ONE,True,329597
32,2023-05-14 00:00:00+00:00,OPTIMISM,True,81503
33,2023-05-14 00:00:00+00:00,OPTIMISM,False,931456
34,2023-05-14 00:00:00+00:00,ARBITRUM_ONE,True,187933
35,2023-05-14 00:00:00+00:00,ARBITRUM_ONE,False,6150912
36,2023-05-21 00:00:00+00:00,OPTIMISM,False,893600
37,2023-05-21 00:00:00+00:00,ARBITRUM_ONE,False,6762301
38,2023-05-21 00:00:00+00:00,OPTIMISM,True,78490
39,2023-05-21 00:00:00+00:00,ARBITRUM_ONE,True,167808
40,2023-05-28 00:00:00+00:00,OPTIMISM,False,867500
41,2023-05-28 00:00:00+00:00,OPTIMISM,True,74966
42,2023-05-28 00:00:00+00:00,ARBITRUM_ONE,False,6675254
43,2023-05-28 00:00:00+00:00,ARBITRUM_ONE,True,196845
44,2023-06-04 00:00:00+00:00,ARBITRUM_ONE,False,6293402
45,2023-06-04 00:00:00+00:00,OPTIMISM,True,77023
46,2023-06-04 00:00:00+00:00,OPTIMISM,False,1146446
47,2023-06-04 00:00:00+00:00,ARBITRUM_ONE,True,189225
48,2023-06-11 00:00:00+00:00,OPTIMISM,False,1619338
49,2023-06-11 00:00:00+00:00,ZORA,False,175734
50,2023-06-11 00:00:00+00:00,ZORA,True,9
51,2023-06-11 00:00:00+00:00,BASE,False,128349
52,2023-06-11 00:00:00+00:00,ARBITRUM_ONE,False,6518615
53,2023-06-11 00:00:00+00:00,ARBITRUM_ONE,True,148541
54,2023-06-11 00:00:00+00:00,OPTIMISM,True,72534
55,2023-06-18 00:00:00+00:00,ARBITRUM_ONE,False,6117428
56,2023-06-18 00:00:00+00:00,ZORA,False,330385
57,2023-06-18 00:00:00+00:00,ZORA,True,4464
58,2023-06-18 00:00:00+00:00,OPTIMISM,True,71679
59,2023-06-18 00:00:00+00:00,BASE,False,300290
60,2023-06-18 00:00:00+00:00,OPTIMISM,False,1414736
61,2023-06-18 00:00:00+00:00,ARBITRUM_ONE,True,135080
62,2023-06-25 00:00:00+00:00,OPTIMISM,False,1661226
63,2023-06-25 00:00:00+00:00,ZORA,False,361146
64,2023-06-25 00:00:00+00:00,BASE,False,303986
65,2023-06-25 00:00:00+00:00,ARBITRUM_ONE,False,6598267
66,2023-06-25 00:00:00+00:00,ARBITRUM_ONE,True,138405
67,2023-06-25 00:00:00+00:00,BASE,True,4
68,2023-06-25 00:00:00+00:00,ZORA,True,5010
69,2023-06-25 00:00:00+00:00,OPTIMISM,True,86106
70,2023-07-02 00:00:00+00:00,OPTIMISM,False,1549489
71,2023-07-02 00:00:00+00:00,BASE,False,300187
72,2023-07-02 00:00:00+00:00,BASE,True,15
73,2023-07-02 00:00:00+00:00,ARBITRUM_ONE,False,6017163
74,2023-07-02 00:00:00+00:00,ZORA,False,338632
75,2023-07-02 00:00:00+00:00,ZORA,True,1900
76,2023-07-02 00:00:00+00:00,OPTIMISM,True,64978
77,2023-07-02 00:00:00+00:00,ARBITRUM_ONE,True,126260
78,2023-07-09 00:00:00+00:00,OPTIMISM,False,1771347
79,2023-07-09 00:00:00+00:00,BASE,False,340876
80,2023-07-09 00:00:00+00:00,ZORA,False,330650
81,2023-07-09 00:00:00+00:00,BASE,True,2658
82,2023-07-09 00:00:00+00:00,ARBITRUM_ONE,True,119056
83,2023-07-09 00:00:00+00:00,ARBITRUM_ONE,False,6078034
84,2023-07-09 00:00:00+00:00,OPTIMISM,True,75559
85,2023-07-09 00:00:00+00:00,ZORA,True,2035
86,2023-07-16 00:00:00+00:00,ARBITRUM_ONE,False,5817571
87,2023-07-16 00:00:00+00:00,BASE,False,382501
88,2023-07-16 00:00:00+00:00,ARBITRUM_ONE,True,108680
89,2023-07-16 00:00:00+00:00,BASE,True,3955
90,2023-07-16 00:00:00+00:00,OPTIMISM,False,1964523
91,2023-07-16 00:00:00+00:00,ZORA,False,384324
92,2023-07-16 00:00:00+00:00,OPTIMISM,True,80569
93,2023-07-16 00:00:00+00:00,ZORA,True,7132
94,2023-07-23 00:00:00+00:00,OPTIMISM,True,74035
95,2023-07-23 00:00:00+00:00,OPTIMISM,False,1830193
96,2023-07-23 00:00:00+00:00,BASE,False,352105
97,2023-07-23 00:00:00+00:00,ARBITRUM_ONE,False,5390338
98,2023-07-23 00:00:00+00:00,ARBITRUM_ONE,True,102367
99,2023-07-23 00:00:00+00:00,ZORA,False,439326
100,2023-07-23 00:00:00+00:00,ZORA,True,7248
101,2023-07-23 00:00:00+00:00,BASE,True,2729
102,2023-07-30 00:00:00+00:00,ZORA,False,477668
103,2023-07-30 00:00:00+00:00,ZORA,True,5713
104,2023-07-30 00:00:00+00:00,ARBITRUM_ONE,False,5442230
105,2023-07-30 00:00:00+00:00,BASE,False,1685718
106,2023-07-30 00:00:00+00:00,OPTIMISM,False,1814377
107,2023-07-30 00:00:00+00:00,ARBITRUM_ONE,True,110279
108,2023-07-30 00:00:00+00:00,OPTIMISM,True,75094
109,2023-07-30 00:00:00+00:00,BASE,True,97223
110,2023-08-06 00:00:00+00:00,BASE,False,2018372
111,2023-08-06 00:00:00+00:00,ARBITRUM_ONE,False,5143683
112,2023-08-06 00:00:00+00:00,ZORA,False,527741
113,2023-08-06 00:00:00+00:00,ARBITRUM_ONE,True,98924
114,2023-08-06 00:00:00+00:00,OPTIMISM,False,1694330
115,2023-08-06 00:00:00+00:00,BASE,True,90274
116,2023-08-06 00:00:00+00:00,OPTIMISM,True,70031
117,2023-08-06 00:00:00+00:00,ZORA,True,6115
118,2023-08-13 00:00:00+00:00,ZORA,False,879397
119,2023-08-13 00:00:00+00:00,BASE,False,1999511
120,2023-08-13 00:00:00+00:00,ARBITRUM_ONE,False,5531137
121,2023-08-13 00:00:00+00:00,OPTIMISM,False,1704849
122,2023-08-13 00:00:00+00:00,ARBITRUM_ONE,True,132919
123,2023-08-13 00:00:00+00:00,BASE,True,73505
124,2023-08-13 00:00:00+00:00,OPTIMISM,True,74959
125,2023-08-13 00:00:00+00:00,ZORA,True,12052
126,2023-08-20 00:00:00+00:00,BASE,False,2405922
127,2023-08-20 00:00:00+00:00,ARBITRUM_ONE,False,5040818
128,2023-08-20 00:00:00+00:00,ARBITRUM_ONE,True,93392
129,2023-08-20 00:00:00+00:00,ZORA,False,693170
130,2023-08-20 00:00:00+00:00,ZORA,True,10583
131,2023-08-20 00:00:00+00:00,OPTIMISM,False,1575399
132,2023-08-20 00:00:00+00:00,OPTIMISM,True,63411
133,2023-08-20 00:00:00+00:00,BASE,True,77072
134,2023-08-27 00:00:00+00:00,BASE,False,1533824
135,2023-08-27 00:00:00+00:00,ARBITRUM_ONE,False,4922488
136,2023-08-27 00:00:00+00:00,ZORA,False,694468
137,2023-08-27 00:00:00+00:00,BASE,True,62551
138,2023-08-27 00:00:00+00:00,ZORA,True,11646
139,2023-08-27 00:00:00+00:00,OPTIMISM,False,1449335
140,2023-08-27 00:00:00+00:00,OPTIMISM,True,61872
141,2023-08-27 00:00:00+00:00,ARBITRUM_ONE,True,84564
142,2023-09-03 00:00:00+00:00,OPTIMISM,False,1388172
143,2023-09-03 00:00:00+00:00,ZORA,False,758567
144,2023-09-03 00:00:00+00:00,BASE,False,1334409
145,2023-09-03 00:00:00+00:00,ARBITRUM_ONE,True,79107
146,2023-09-03 00:00:00+00:00,OPTIMISM,True,51584
147,2023-09-03 00:00:00+00:00,ARBITRUM_ONE,False,4605384
148,2023-09-03 00:00:00+00:00,ZORA,True,12003
149,2023-09-03 00:00:00+00:00,BASE,True,44803
150,2023-09-10 00:00:00+00:00,OPTIMISM,False,1389522
151,2023-09-10 00:00:00+00:00,ARBITRUM_ONE,False,4542564
152,2023-09-10 00:00:00+00:00,ZORA,False,651230
153,2023-09-10 00:00:00+00:00,BASE,False,1545261
154,2023-09-10 00:00:00+00:00,ZORA,True,7065
155,2023-09-10 00:00:00+00:00,ARBITRUM_ONE,True,68972
156,2023-09-10 00:00:00+00:00,BASE,True,33832
157,2023-09-10 00:00:00+00:00,OPTIMISM,True,48402
158,2023-09-17 00:00:00+00:00,OPTIMISM,False,1196118
159,2023-09-17 00:00:00+00:00,ZORA,False,631253
160,2023-09-17 00:00:00+00:00,BASE,True,32903
161,2023-09-17 00:00:00+00:00,ARBITRUM_ONE,True,71747
162,2023-09-17 00:00:00+00:00,ZORA,True,5743
163,2023-09-17 00:00:00+00:00,BASE,False,1459055
164,2023-09-17 00:00:00+00:00,ARBITRUM_ONE,False,5175214
165,2023-09-17 00:00:00+00:00,OPTIMISM,True,60937
166,2023-09-24 00:00:00+00:00,OPTIMISM,True,48623
167,2023-09-24 00:00:00+00:00,BASE,False,1488410
168,2023-09-24 00:00:00+00:00,OPTIMISM,False,1316927
169,2023-09-24 00:00:00+00:00,BASE,True,32971
170,2023-09-24 00:00:00+00:00,ZORA,True,5617
171,2023-09-24 00:00:00+00:00,ARBITRUM_ONE,True,83625
172,2023-09-24 00:00:00+00:00,ARBITRUM_ONE,False,5638449
173,2023-09-24 00:00:00+00:00,ZORA,False,617729
174,2023-10-01 00:00:00+00:00,OPTIMISM,True,41077
175,2023-10-01 00:00:00+00:00,OPTIMISM,False,1039046
176,2023-10-01 00:00:00+00:00,ARBITRUM_ONE,False,5744496
177,2023-10-01 00:00:00+00:00,BASE,False,1414903
178,2023-10-01 00:00:00+00:00,ZORA,False,640883
179,2023-10-01 00:00:00+00:00,ARBITRUM_ONE,True,92944
180,2023-10-01 00:00:00+00:00,BASE,True,31499
181,2023-10-01 00:00:00+00:00,ZORA,True,6137
182,2023-10-08 00:00:00+00:00,OPTIMISM,False,1003867
183,2023-10-08 00:00:00+00:00,ARBITRUM_ONE,True,64131
184,2023-10-08 00:00:00+00:00,ZORA,False,644595
185,2023-10-08 00:00:00+00:00,ZORA,True,7032
186,2023-10-08 00:00:00+00:00,OPTIMISM,True,38566
187,2023-10-08 00:00:00+00:00,BASE,False,1450026
188,2023-10-08 00:00:00+00:00,ARBITRUM_ONE,False,4662749
189,2023-10-08 00:00:00+00:00,BASE,True,28876
190,2023-10-15 00:00:00+00:00,BASE,True,29078
191,2023-10-15 00:00:00+00:00,OPTIMISM,False,1073447
192,2023-10-15 00:00:00+00:00,BASE,False,1852431
193,2023-10-15 00:00:00+00:00,ARBITRUM_ONE,False,4471597
194,2023-10-15 00:00:00+00:00,ZORA,False,643455
195,2023-10-15 00:00:00+00:00,ARBITRUM_ONE,True,70426
196,2023-10-15 00:00:00+00:00,OPTIMISM,True,41906
197,2023-10-15 00:00:00+00:00,ZORA,True,5886
