date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-derive,forecasted_TVL_opchain-derive,forecasted_TVL-derive_v1_protocol,forecasted_TVL_opchain-derive_v1_protocol,forecasted_TVL-derive_v2_protocol,forecasted_TVL_opchain-derive_v2_protocol
2024-12-16 00:00:00,0.29542012826197767,0.20188666044225845,0.12590515060564278,4.4846880853006725e-06,0.0,0.0,58192575.90248573,56360603.93567144,1014000.512139216,1443631.4847012756,48145803.72425786,55552204.75239158
2024-12-17 00:00:00,0.375834884296042,0.3478932740060662,0.10552524656211879,6.875332443352936e-06,0.0,0.0,54254901.9411945,58600383.78258381,975262.6823628722,1574840.8216358381,43224696.42628511,57813124.25736797
2024-12-18 00:00:00,0.29155821338351817,0.3340799292297965,0.1773530569329603,7.6172975651922505e-06,0.0,0.0,53555623.24704463,58776702.66040516,932732.8360514838,1475936.238904456,43986655.71043803,52861041.57804249
2024-12-19 00:00:00,0.0909909649507548,0.3129557518857726,0.11355810873817095,4.700185128486857e-06,0.0,0.0,52700716.448745616,56395265.35750743,915745.8991788568,1481552.5636589031,41946586.31563062,49778610.76964863
2024-12-20 00:00:00,0.6248374562556469,0.26765877730408444,0.0929644982655959,5.325163776089383e-06,0.0,0.0,56930865.21108219,59288618.137194455,978596.0001479724,1492274.1249605208,48709690.85567471,50463375.46177681
2024-12-21 00:00:00,0.3093393457623003,0.46245251131620346,0.1283497068488343,4.776672759255746e-06,0.0,0.0,59113665.49562235,55627993.05555452,950738.7314812798,1470535.870577617,46854758.99884364,56840909.335107855
2024-12-22 00:00:00,0.47464872836831395,0.5514764599469494,0.14802857976366707,7.77861603151877e-06,0.0,0.0,55995822.45650004,51729741.15102084,858895.2570808552,1276150.5381732162,48091952.76728765,59875599.42190009
2024-12-23 00:00:00,0.3656444919905958,0.5370759859824304,0.0859766820934856,7.167062614430031e-06,0.0,0.0,50965787.99529644,52759520.05088561,821395.2673944647,1419272.0669933558,42813760.26787146,51655335.66628869
2024-12-24 00:00:00,0.15933262259166123,0.2471359260175894,0.1448134199182839,6.789774788546644e-06,0.0,0.0,46496844.33274828,56381391.503334545,964461.9472192656,1463081.6528129624,45130629.04343171,59260865.703958
2024-12-25 00:00:00,0.2940318869633466,0.2799302485773789,0.1482489690992908,8.16026274249642e-06,0.0,0.0,53099929.042479046,54066003.59861497,970096.6840353798,1386317.3875461638,40472696.44545952,57699830.602027915
2024-12-25 22:56:49,0.500152703461926,0.2809414403250472,0.15147537424829843,3.93761628318594e-06,0.0,0.0,53137554.779420644,,,,,
