date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-idle_protocol,forecasted_TVL_opchain-idle_protocol
2024-10-03 00:00:00,57.78785841202057,5.013205994488694,2.582293027603079,0.0011765875250828,7.569761144237629e+16,54408.74383520179,488678.4764639871,20801935.766192775
2024-10-04 00:00:00,36.37828983468744,5.08372097077743,3.1769752670901608,0.0015342116611150843,3.412697467828952e+16,80344.69080728701,491595.6804632272,19037525.31126279
2024-10-05 00:00:00,32.77941939105298,5.468945144414544,2.412471624287379,0.001380369251069837,2.2258363734512996e+16,52808.32962018545,406347.5202335886,20474119.873020913
2024-10-06 00:00:00,24.158081473368526,4.256445283925447,2.043657130437761,0.001622892734256572,3.1886260947959564e+16,56369.54145629545,389887.77849682875,19846453.590321757
2024-10-07 00:00:00,47.83864717201805,3.001959548261899,1.743899507400855,0.002006008580500967,6.337288700179019e+16,43336.47402885793,366569.69379819423,21278667.621017106
2024-10-08 00:00:00,52.110831461666805,7.194401626291543,1.4606747773893474,0.0019901545462306853,4.969592726963733e+16,21552.49094465741,327807.2389438646,21108219.217283186
2024-10-09 00:00:00,75.6358603308897,4.681787801600574,2.3076935329070802,0.0011555427897632922,3.2871236324624036e+16,55310.43832099441,271162.1155056489,21462951.568112876
2024-10-10 00:00:00,75.33450972458878,5.935854208545843,2.041844278711633,0.001736351959119898,4.04866760496017e+16,72784.86457661988,272770.451809461,21527872.180780083
2024-10-11 00:00:00,66.09731273750567,2.9671935265210476,2.499815791984103,0.001302650295769768,5.17211243721001e+16,47032.53720027706,222663.7263298693,20320395.962334637
2024-10-12 00:00:00,53.2718869735521,6.989363182245833,3.2479511653939594,0.0015743167688866185,5.9446214314662984e+16,38818.155781776055,225845.28729739407,20016570.428997286
2024-10-13 00:00:00,46.97365155360542,6.620751046638008,2.5909055147190587,0.001007863470541987,4.749944587704508e+16,35300.96896397199,199437.09384678607,17659843.652276266
2024-10-14 00:00:00,77.1505631975467,5.0670277444767935,2.7160172543763395,0.0006854534229331656,5.73574615580918e+16,57456.15221783688,174713.5576852061,21654080.81556641
2024-10-15 00:00:00,32.34722877395598,4.646547509323417,2.11975929455562,0.0013762912160010742,5.1443956791111784e+16,58542.07238929784,173054.4120344102,20723011.817647513
2024-10-16 00:00:00,63.467194421117945,3.8441093566050073,3.6693377876418265,0.0008435704949894253,3.506553380860863e+16,47325.84485677462,159790.05618282096,19522669.265324447
2024-10-17 00:00:00,48.513999666368306,3.733069215486548,2.269351559598445,0.000873984601968619,6.527877156675313e+16,65526.794474729846,150365.1222165905,21040380.18709841
2024-10-18 00:00:00,56.68800000377793,5.231305167412938,2.9968348286818576,0.0010590932454532982,5.6115620343586296e+16,61425.189419052935,119909.29154412296,19923084.258943893
2024-10-19 00:00:00,66.01995508528553,7.091474891319893,2.1265247905269176,0.0014377359781938912,5.312309750650033e+16,93577.76264835527,107357.6472598851,20935046.778267916
2024-10-20 00:00:00,53.40740109569396,5.795128022587433,3.706894321059743,0.0007055573362467889,3.661932634152401e+16,103110.71713718917,102100.45818665264,20153238.098597333
2024-10-21 00:00:00,44.75042427090145,6.2738650952910335,2.283901183841521,0.0007856294192475918,4.633218143308887e+16,144005.68637676083,96024.81213144565,20519996.274459936
2024-10-22 00:00:00,61.856274696754646,5.531242101033287,2.843966116177382,0.0009099722721266928,4.226208273893167e+16,47227.50920524445,83236.4789738039,20846340.78683624
2024-10-23 00:00:00,48.97868063991928,7.07246125107351,2.91606950053743,0.00078379331526684,3.1260787560758252e+16,115142.52110879195,81882.11404318696,21322605.210516356
2024-10-24 00:00:00,49.623837004394545,3.143818761173266,2.122989975652682,0.0009476678459621908,5.473711795626119e+16,91050.01620758866,67195.01561803129,19329578.563637204
2024-10-25 00:00:00,93.97213992199255,4.384970730457921,2.724345336426771,0.0009097109763339533,3.742268621212579e+16,82491.20629652256,62903.21588958211,20176687.438880865
2024-10-26 00:00:00,53.023048561303064,5.738468382499104,3.988709609268255,0.0014502974652127688,6.767184002409829e+16,62600.305743486955,61818.32879241787,20981731.8700732
2024-10-27 00:00:00,59.13555497068556,4.0898909568279445,2.299236749477339,0.00171512545410116,7.453863926376592e+16,85421.43902251181,52855.67399008583,19953957.187206082
2024-10-28 00:00:00,59.49863119533117,6.734840547994342,3.9069978277042243,0.001501722949771606,3.7810868140804584e+16,73288.14014816501,47763.52009241427,19670095.352545608
2024-10-29 00:00:00,71.72856707551624,6.05588008449659,2.6151296520414906,0.0013739317565796925,3.2057743110091468e+16,90406.98307624139,44233.52299644192,20287520.25136317
2024-10-30 00:00:00,72.21253291935555,2.844692787929901,3.4943261394524394,0.0018822029495987067,4.991061131396823e+16,49846.89709594783,42270.85011416932,18926192.70059579
2024-10-31 00:00:00,37.39789691155915,5.482951301190476,2.1559612528049135,0.0017530050610278234,1.4014388416794608e+17,76368.11139902279,37593.96126984291,20821587.56515918
2024-11-01 00:00:00,47.144477902325015,4.574395146225353,1.9256081452526312,0.0017985446833069792,5.028675800117204e+16,45719.34898456251,33887.6547689997,19816879.4086246
2024-11-02 00:00:00,46.48280395527621,3.594350099952465,1.8188751044674294,0.0012883519385682412,5.768398190716824e+16,49466.92725192601,30430.858999557335,19810283.198450264
2024-11-03 00:00:00,37.080955861844835,5.559504594335263,2.2333273417004067,0.0013919742914219365,4.992098167586388e+16,67816.55662847274,26357.822939017355,20683477.926785223
2024-11-04 00:00:00,49.027608766947814,5.146910093588107,2.3543024865974176,0.0013169596521322895,4.155460829255112e+16,57187.78093051418,27034.35298607706,20484551.506022774
2024-11-05 00:00:00,45.38388775579653,4.481123436993071,2.039095569222014,0.0011579425778542268,5.5487888013524504e+16,61675.75253112798,20795.392659164343,20605533.66692056
2024-11-06 00:00:00,45.06812481963582,5.242223869512387,1.7093835874298247,0.0007763042866635361,3.489552175118262e+16,73134.69391243703,19553.624843397152,20176145.145973463
2024-11-07 00:00:00,48.16272294548853,6.489909101159037,2.4331538633519245,0.001073923982351306,5.290408287234908e+16,54044.34011302703,17566.69866772832,20439829.274499636
2024-11-08 00:00:00,56.88576739418357,5.639068931964615,1.629612530227263,0.001477116824323677,6.542119613341493e+16,61134.542102866464,16003.115854938113,21574891.053350873
2024-11-09 00:00:00,40.552998816609154,5.428123007127097,1.9798817009272163,0.001045666154713519,5.694715166898359e+16,117838.81316970412,14979.517398716951,21793856.975772448
2024-11-10 00:00:00,59.44572081342924,3.5765386941016186,2.3386182099825503,0.001765766787404453,5.607560457156984e+16,57531.30985729365,12435.29140880897,20227562.16798875
2024-11-11 00:00:00,62.30447785062325,3.520280158645365,2.237293261850572,0.0013817025625869391,4.909815656428336e+16,81969.7418275435,11868.784068167168,19506280.70962601
2024-11-12 00:00:00,45.49145978606224,5.743105789062987,2.1124333434253026,0.0012389621019034522,2.676289115627671e+16,77854.38743930822,10131.524545996823,21741447.16253794
2024-11-13 00:00:00,52.275920482599,4.903979938704485,2.1786001154876486,0.001913587522141902,5.6934206865030104e+16,82749.81705527261,9049.326086850837,21409633.94396906
2024-11-14 00:00:00,74.9435876125593,4.60656136759036,1.514519985782217,0.0010838268785639603,4.689172084402283e+16,64688.493114821205,8578.389297600957,20977608.219174687
2024-11-15 00:00:00,38.47290940576639,6.558329233665792,1.824749459393933,0.001702921005163077,3.0899668749980948e+16,66201.46667377501,7904.335981918579,18977077.004325002
2024-11-16 00:00:00,57.31759009371799,6.098306494898506,2.002594198717355,0.0011652658906451457,4.8754568833534584e+16,84474.88193507688,6810.013986013069,22273935.298847213
2024-11-17 00:00:00,49.02333126308255,5.402829198045912,2.147425915582609,0.0014103186129243096,6.2623281022452264e+16,55289.789124415525,5848.996085231396,22671353.512662448
2024-11-18 00:00:00,50.67351209004013,6.936045623927425,1.9802109680305864,0.0010789762203849136,4.001108719713704e+16,79872.1262577039,5322.611963732906,21609399.947814472
2024-11-19 00:00:00,49.62494314182492,4.137981069484219,1.7237733537632642,0.001033728444492514,1.7540114181723348e+16,71168.71182184292,4771.106102667786,20620681.229575336
2024-11-20 00:00:00,49.58737570967067,6.418341128582925,1.5402952472549387,0.0012844243383950175,4.535462454503981e+16,72832.70755481976,4333.07458368836,20705610.660822436
2024-11-21 00:00:00,57.87703530924398,7.107675155222147,1.3113059891378693,0.0015084567873891977,4.080934644577e+16,68121.39734384093,3506.5452742334382,21608462.84689246
2024-11-22 00:00:00,36.79340567915013,6.6592554886193795,1.7019666518928152,0.001177668996247295,4.095019231107203e+16,56753.32127654733,3580.2480970596716,20381627.90143308
2024-11-23 00:00:00,43.597412187290125,6.9742308161516275,2.904299331369137,0.0007564006441284339,5.095034609548921e+16,69780.52166519838,2967.6932263019094,21254564.829775363
2024-11-24 00:00:00,76.10099497655409,4.9792275291662635,1.3372846128288656,0.0012204290695363863,5.77596526705061e+16,54060.66382741444,2463.3385289956773,21367915.981716413
2024-11-25 00:00:00,68.7962692854239,5.258173006608565,1.5185250556889844,0.001200661808195391,4.081602986563211e+16,86786.4225907356,2579.262622113385,21589420.205463354
2024-11-26 00:00:00,50.62190013050962,4.078843874536554,2.453341466856467,0.001619749140103075,5.0006056227807096e+16,49351.98287545904,2331.6987548689467,20116164.78531974
2024-11-27 00:00:00,56.184006869824415,4.407123192613389,2.0607341390852247,0.0013455027708521629,3.602029344513206e+16,39144.13818468518,2093.4413229210477,20639677.64747735
2024-11-28 00:00:00,63.174016354054494,5.0108172660063675,3.2485051603984627,0.0016452298903806843,6.4162019510519176e+16,47704.091438041345,1864.7585542748834,21378359.866731584
2024-11-29 00:00:00,28.020962042200313,7.098826154880195,2.0859758475678336,0.0017498987522093941,4.548152030643573e+16,46906.08842227008,1659.0735077320633,21174921.491651546
2024-11-30 00:00:00,63.918377360224355,5.915114700932281,1.9874925687287446,0.0004970385317560219,4.809614187167631e+16,56402.09170914872,1421.148937603667,23500144.032448456
2024-12-01 00:00:00,44.601401638194965,6.717451827398441,1.9343587712820514,0.0010337749028196325,5.376622535072437e+16,79872.048290017,1219.4355483572938,22610326.051615383
2024-12-02 00:00:00,73.18701547045463,7.2732973509459455,1.4890135360053955,0.0010924728588284653,5.275488189685961e+16,62561.14905908536,1260.8945627542396,22079611.493884493
2024-12-03 00:00:00,75.3278066131824,7.094209296384959,2.260685325075176,0.0009966567477091032,2.878565415496643e+16,79611.21444562975,994.8311178196283,20456428.238738894
2024-12-04 00:00:00,55.51619428540828,7.12114363299411,1.9922319446903456,0.0013022312946158409,4.407268816798655e+16,48971.37200281612,946.4118557016981,21065899.022362083
2024-12-05 00:00:00,46.398180719751636,3.834062587393805,1.4243138487281741,0.0014924755443764966,3.690794083290995e+16,64662.76743362203,858.3448961037828,22075479.33448513
2024-12-06 00:00:00,55.1600480324838,3.9040321369555238,2.258777319281615,0.000895078048909321,4.012731168100476e+16,122113.31292414748,721.188345722301,21232468.48682537
2024-12-07 00:00:00,68.71164406334752,4.870787617523675,1.1797389718339786,0.0012122831135371079,8.320256504869986e+16,62740.35957225176,643.407742366214,20856111.44380183
2024-12-08 00:00:00,42.588706908581884,2.857831981167956,2.186786908478595,0.001755340086688392,6.746307527138204e+16,81009.88900190436,687.0183598072394,22169705.068914942
2024-12-09 00:00:00,48.35135878843974,6.69321805911244,2.9058433681763134,0.0009993976625646142,5.130681934867401e+16,62259.00896465032,599.1376374093982,20384937.11486518
2024-12-10 00:00:00,23.55704170928391,5.8376775604540665,2.402484800992917,0.0013703398974386572,5.3995753695201864e+16,88753.4428383718,526.2270794596285,21952059.54087289
2024-12-11 00:00:00,51.56407182271403,4.819800819682362,2.000428981860885,0.0009967053656422947,3.4015822268177436e+16,27878.85136399651,481.0609648410652,19873188.080113173
2024-12-12 00:00:00,34.199015707798864,6.07734410998975,1.5415568768418868,0.0009559479129266931,4.7161459259487464e+16,46119.79551524635,415.3705839254948,22170615.928500675
2024-12-13 00:00:00,70.14542100534443,3.3589686796508644,2.075874265787373,0.0013846983667114988,5.306279972884261e+16,34096.337860841195,379.689249144574,21165807.33678853
2024-12-14 00:00:00,52.210524577145556,6.953666442358622,2.456848236705457,0.001272680775235319,5.6904884141743464e+16,76134.08228763092,373.36150220320263,22218235.71261617
2024-12-15 00:00:00,68.71481706871425,5.7874378276938225,2.0690593709512926,0.0016718377732568,2.761195193025248e+16,58966.528817095925,319.6882463339881,21916839.301831715
2024-12-16 00:00:00,60.24266823306506,3.8529638657764496,1.8993499833415681,0.0007413707082043139,4.444098070103535e+16,55359.49625735493,311.86891111215584,22605912.03566279
2024-12-17 00:00:00,49.12013180052753,5.710118095851221,1.8859699631132592,0.002359754442285425,6.0664183210560216e+16,45003.704375090594,274.57702258790295,20594628.208143603
2024-12-18 00:00:00,55.235058481513526,5.929198124180914,2.797392743115327,0.0013559219270880003,3.949649957493153e+16,66530.16831293485,261.94050532060857,18236791.778574042
2024-12-19 00:00:00,51.519003479189095,5.978931023437146,3.264304325812312,0.0015377274131010933,6.7183315988502216e+16,59404.303223148854,224.27219529892653,20738715.13978026
2024-12-20 00:00:00,57.09367189474441,4.640087378906004,2.076121553160929,0.0012382131614875021,4.374492761522791e+16,63149.58551376316,213.5791795047929,19980031.10903015
2024-12-21 00:00:00,71.53580044480785,4.551367241154589,1.8082705233342742,0.0006569329573401607,5.340168448761966e+16,55108.02874851939,200.4107373054993,20597104.981910087
2024-12-22 00:00:00,24.595939822017275,7.115599388310525,2.692330288551233,0.0012925099245396172,3.833229326600602e+16,50482.06942153934,178.72599190652068,20801545.98754389
2024-12-23 00:00:00,72.08716497145788,2.904200109763999,1.1817148860415165,0.0011893461060625088,4.022394521814483e+16,37431.26968332572,149.74692464570452,20646846.058828123
2024-12-24 00:00:00,40.40899697172783,5.800243386558155,1.0839904747300837,0.0007225161432803133,7.477758200471082e+16,64594.24576270429,152.2724391470181,21159208.44495072
2024-12-25 00:00:00,61.91793066714659,4.379661295506457,2.4202141889423268,0.0010700801104220948,3.550800567958695e+16,66501.49453325072,132.33360983400541,18771116.613743056
2024-12-26 00:00:00,47.5826974423027,6.477511806927528,2.6695338420606216,0.0011214324896904027,3.581863964270013e+16,43376.42216402716,126.71830946708053,21477029.490436908
2024-12-27 00:00:00,47.29307553474759,6.769359911678775,1.5030004557118395,0.0024510024491686292,5.608864575854509e+16,72370.64919730055,121.29015048557764,21881399.103613257
2024-12-28 00:00:00,54.82964101815047,4.105855301688019,3.694084442911705,0.0017225644257786684,3.088506333113347e+16,52766.6516125694,106.36978499634125,20829707.650018636
2024-12-29 00:00:00,37.425094352806966,5.790524489910052,2.168644980694341,0.0018509895161996411,5.918375640912086e+16,37157.251171024414,96.91031784390097,20234849.953747727
2024-12-30 00:00:00,29.848891481844134,5.825445762122198,1.9193646662609676,0.0019769576886263535,4.402958328131127e+16,68256.4802563416,85.19001017349183,21102754.494856227
2024-12-31 00:00:00,46.44941249637142,5.214737540300778,1.341105382103282,0.0017455610589378698,3.4721024585477544e+16,43821.22495392156,84.97190580214598,21734756.501489908
2025-01-01 00:00:00,40.485241335430906,6.555637106753732,2.835408110528897,0.001560301593345268,4.9743458811915304e+16,80080.79894260627,74.04584936840287,20641979.044105917
2025-01-02 00:00:00,48.88443923818918,5.884609703770623,3.1260174925477937,0.0014379446287507102,6.460919888291353e+16,70831.56452705244,63.121914674663444,20097207.026273433
2025-01-03 00:00:00,28.9563428595187,5.3964125241508345,1.8768976275545026,0.0010569795368887901,5.7482398848210856e+16,77806.7883756896,59.6496847688737,20542204.463014588
2025-01-04 00:00:00,27.333584433947006,3.772181741788107,2.993193411603531,0.0013510703739740733,3.710005664887312e+16,89702.58720471266,56.62198451118425,23477155.707024768
2025-01-05 00:00:00,41.26006767986864,4.993020653476827,2.662605694433118,0.001676723858144951,2.732283100993505e+16,89976.96684453287,50.49042085323271,20580474.253845952
2025-01-06 00:00:00,43.956577896824854,6.51328697455028,1.4252796916379786,0.0006108679416153991,4.3922290265781304e+16,64617.6085484482,44.91980635458185,20993602.486859675
2025-01-07 00:00:00,40.26746202712226,4.556572861992314,0.484649552236765,0.0012635769747220537,4.6661433235056824e+16,65743.009761008,39.45588003751006,21996802.90315657
2025-01-08 00:00:00,39.05657424962541,3.1756515317340837,2.7050617394260166,0.0013071793799636533,4.067209084521145e+16,66910.95130965902,37.44191188484637,20187550.94847362
2025-01-09 00:00:00,37.73103794467769,3.4663116948331534,2.5516896378260747,0.0008691874488207211,2.997314260987134e+16,54339.43827814585,33.336054785480684,20781052.742703572
2025-01-10 00:00:00,50.441065693709156,5.408292403747182,1.8487554723472108,0.0013331633214884605,2.6773075909935016e+16,66389.48847503998,28.934893260655784,20808446.755712286
2025-01-11 00:00:00,22.07025215567872,3.846749893127393,2.557711210636811,0.0009166544621360729,4.307977101805817e+16,91573.2841728026,26.05419664560125,21766581.836369816
2025-01-12 00:00:00,58.13105499291082,4.511307423533424,1.9167422004866317,0.001197454514434366,4.178880455242792e+16,65131.550894687796,24.242440549025805,21178904.542247113
2025-01-13 00:00:00,51.54149068641055,4.865661396942366,2.1152326580642375,0.0011840239916165616,2.729484635599277e+16,54028.31783420826,20.247931861870153,21324017.461113855
2025-01-14 00:00:00,39.051649479850795,6.382215087718898,2.3521071474664557,0.0011687734813720777,5.040417670265308e+16,76670.3414390325,18.519400356733414,22176853.421867225
2025-01-15 00:00:00,33.950700532265195,5.9890946358900035,2.638043509980174,0.0012787724473516155,4.433881199948686e+16,61094.09675139491,18.456776346712736,21866233.472497717
2025-01-16 00:00:00,33.642820373871736,4.66200622597874,2.2789272704330434,0.0011089150247470603,3.779724180370167e+16,60858.173035853295,15.79245374771154,19567026.285865195
2025-01-17 00:00:00,62.68190137803633,4.603417668878593,1.37841265864814,0.0020407251983392306,3.7218456670553016e+16,87973.845700106,14.04989111910252,21517752.509151377
2025-01-18 00:00:00,34.017595487155646,3.0219310856171253,2.1341397943885037,0.001900773335516971,2.7974600429632868e+16,58993.544952670054,12.321809659650773,22532844.334418554
2025-01-19 00:00:00,32.974013906962746,7.516358212456475,2.276436356867031,0.0007834162511652165,4.21972186221762e+16,99425.12110734613,11.072334053942281,22213470.85441035
2025-01-20 00:00:00,58.03022417150531,4.7553785157432324,1.4469973915446548,0.0013461675780880428,4.7993860925915816e+16,52650.4454491378,9.491550009045149,21314793.844106074
2025-01-21 00:00:00,52.00017934665067,7.040905528949563,2.636127874520406,0.001807282448107628,4.6556325877383896e+16,86688.20143639723,8.90006537174787,21216626.87781469
2025-01-22 00:00:00,31.23785528992659,6.387299811364905,2.4367870732145134,0.0016259220528714268,6.2996067021625416e+16,37157.39499513145,7.48283565348724,20572882.227748826
2025-01-23 00:00:00,22.13232105310279,5.505037257045183,1.64078017681685,0.0014103718735751385,3.617190267059914e+16,51159.20311981241,6.470528352660097,21094324.67359746
2025-01-24 00:00:00,62.691854220322064,5.047604645957862,2.652722965470992,0.001921898853988713,5.086124081034104e+16,60357.36569880763,5.851064843966452,21406873.13299306
2025-01-25 00:00:00,27.807780436547823,6.389435558444871,1.177300294990856,0.001870044783872193,6.407954172338083e+16,88681.40840760314,5.04424749283723,22404879.442689225
2025-01-26 00:00:00,59.69873107475826,5.7543271315809505,2.5896510000808775,0.001572773466931257,4.228554725962293e+16,90765.21735820317,4.342290245590488,20628120.0389718
2025-01-26 03:44:23,51.431354960113445,5.0990160652187795,1.8192238006733876,0.0012677256487857132,6.183079720006448e+16,69958.39947428343,3.835570062299739,
2025-01-27 00:00:00,34.68557468281634,4.862442978880846,2.497500796617899,0.0008161935611053667,6.222021168791077e+16,78785.89492867037,,
2025-01-28 00:00:00,26.949719989344683,3.3585278199039252,2.391148954843296,0.0012707800306807047,4.0583340338002216e+16,53856.43590373298,,
2025-01-29 00:00:00,39.89234207276658,5.792100405557346,2.104899436836102,0.0015483735801804332,4.7753936290253304e+16,46669.28758599931,,
2025-01-30 00:00:00,41.48792282896772,1.7501959122386523,2.0220726695570583,0.0009470668677176443,6.256011589561489e+16,63463.910667769254,,
2025-01-31 00:00:00,39.18811877075091,3.2995622152488586,2.687242003064766,0.0015318668665600494,3.8572926736765736e+16,76179.45983314016,,
2025-02-01 00:00:00,36.21607733522706,5.5872036549526785,1.328360671859075,0.0012065493807649102,4.8869673600370216e+16,64402.78913816249,,
2025-02-02 00:00:00,49.39149741685319,4.615089027360773,2.6467539045546693,0.0015836116930505462,4.128391842882016e+16,48354.84428013728,,
2025-02-03 00:00:00,57.37077723188651,5.534794044221821,1.9210959736004434,0.0010609505516668658,6.7534715110186024e+16,83543.50611477233,,
2025-02-04 00:00:00,28.561819240021478,6.659482564241742,1.4236610137919559,0.001137238570907306,6.5133350080301064e+16,112467.47148561492,,
2025-02-05 00:00:00,39.74157159696091,4.895062619548957,3.0633680204449076,0.0009715005065085576,3.6245001351744344e+16,74466.78058889945,,
2025-02-06 00:00:00,54.411621281089346,7.58818401565409,2.793539408583932,0.001111459343658746,5.390688896086488e+16,61321.736874137714,,
2025-02-07 00:00:00,28.051479968619002,6.308853056413005,1.7119089619390153,0.0011584435107240558,5.671076408016065e+16,60030.99290913131,,
2025-02-08 00:00:00,37.63064390835899,3.6777045336635594,2.0049332603435954,0.0010614392515594909,6.882199580769164e+16,64277.58929747973,,
2025-02-09 00:00:00,41.2059124373782,7.412015434950316,1.0285264714436013,0.001688805838454901,3.1373692763918704e+16,57063.78366748162,,
2025-02-10 00:00:00,46.97548370769457,5.173982063794644,1.07575698219685,0.0014273518328759864,4.6600836862734824e+16,33839.73873481506,,
2025-02-11 00:00:00,49.70756957854677,4.094339661167396,2.269857254491777,0.0009184248428763397,5.433725549464888e+16,31519.5291353192,,
