date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-renzo_protocol,forecasted_TVL_opchain-renzo_protocol
2024-12-30 00:00:00,472.50254861487883,557.939690427545,301.3659670946126,0.0007592118703002252,0.0,0.0,5454551713.622673,
2024-12-31 00:00:00,771.6726149963225,488.6938188193956,247.2891499925943,0.0009811555978917513,0.0,0.0,5293314221.953645,
2025-01-01 00:00:00,477.9569876458279,834.4306392297058,156.98130184700403,0.0007156226611248737,0.0,0.0,5610478327.832225,
2025-01-02 00:00:00,1070.4903959445505,360.29858178719434,280.5483396504083,0.0006285321304066347,0.0,0.0,5013947604.292589,
2025-01-03 00:00:00,487.578675760058,705.5802145349024,213.6478140185092,0.0006649885645805355,0.0,0.0,6484786651.90988,
2025-01-04 00:00:00,507.4235429728506,500.55756388174666,198.80277088642646,0.0005211230427994245,0.0,0.0,6458225007.557325,
2025-01-05 00:00:00,701.5535387589987,873.2472109333538,239.43498593060716,0.0006341195351601412,0.0,0.0,7202955044.7754345,
2025-01-06 00:00:00,762.3553345428564,686.4588105764676,265.6970579540664,0.00041578044528238045,0.0,0.0,6405753600.022732,
2025-01-07 00:00:00,546.123324643362,1152.5636481731092,271.7801305861372,0.0005235686453092348,0.0,0.0,6987822280.451115,
2025-01-08 00:00:00,600.0698684502124,518.4702266530429,297.2003781417424,0.0005687365659635668,0.0,0.0,6672985639.425985,
2025-01-09 00:00:00,632.4664237838623,462.20233394828637,318.1558630112989,0.0005909421682961948,0.0,0.0,7202559849.01735,
2025-01-10 00:00:00,509.1298061871287,687.6567399078418,282.298929770997,0.000605042414000798,0.0,0.0,8497297663.0786085,
2025-01-11 00:00:00,758.4673223387231,475.65101794648893,309.8375512816726,0.000571436878360899,0.0,0.0,9261017534.258467,
2025-01-12 00:00:00,510.3810260229172,582.8299483249087,248.0985559185119,0.0006035973718681975,0.0,0.0,8948381133.593563,
2025-01-13 00:00:00,651.493537453025,583.8921450660407,238.96862924639973,0.00022575056867739154,0.0,0.0,9288893778.249147,
2025-01-14 00:00:00,715.8101097458559,490.9648864263389,243.57319273519133,0.0004927253077351543,0.0,0.0,10044951231.134014,
2025-01-15 00:00:00,623.0372790001936,364.18749158168333,122.07513427055991,0.0003120776678316146,0.0,0.0,10517852157.5526,
2025-01-16 00:00:00,772.6720892911746,164.45500783348155,125.00379946881351,0.0005627069788299953,0.0,0.0,10072346434.045797,
2025-01-17 00:00:00,710.0884749759342,546.6645978690248,267.8650560140099,0.00040310752992836366,0.0,0.0,9848228040.430157,
2025-01-18 00:00:00,719.8371436449044,407.5508219729615,166.40235157472125,0.0006309216322134884,0.0,0.0,10368374966.08085,
2025-01-19 00:00:00,717.9686504480426,315.57712968303565,287.811185020744,0.000675317490229903,0.0,0.0,12045149873.360855,
2025-01-20 00:00:00,770.7102579537058,463.44793271823283,248.11526981534132,0.000542771075875033,0.0,0.0,13035406952.043255,
2025-01-21 00:00:00,831.5878220886266,561.1224634210314,293.6527026300063,0.0005298284019370849,0.0,0.0,11179760036.632542,
2025-01-22 00:00:00,612.8770009068428,443.56379037120183,226.55525814909953,0.00032429468175758326,0.0,0.0,13248456435.301947,
2025-01-23 00:00:00,658.3738106460639,428.41364010939606,303.20829107168123,0.00046423903830508103,0.0,0.0,13325712500.93927,
2025-01-24 00:00:00,967.0134822461081,381.01594731522454,100.3463606013593,0.0005428506620081136,0.0,0.0,14472634215.719183,
2025-01-25 00:00:00,680.2245120058877,518.5973428805299,318.91501249557973,0.0006836256887808004,0.0,0.0,13627887414.05703,
2025-01-26 00:00:00,991.7965169131222,368.5254440874556,308.63681889846515,0.0007580695484033718,0.0,0.0,15651762980.777601,
2025-01-26 02:50:11,426.6390205463439,450.928351073883,233.87215397191,0.0007067510298643084,0.0,0.0,16263854653.287014,
2025-01-27 00:00:00,621.3896546410027,571.880123561251,234.85400398632234,0.00046929866259551116,0.0,0.0,,
2025-01-28 00:00:00,762.8865304062156,285.3748742286529,234.76829948933536,0.0004712343614779962,0.0,0.0,,
2025-01-29 00:00:00,772.8256369453607,404.2558936196348,188.63307388061182,0.0005800412667283148,0.0,0.0,,
2025-01-30 00:00:00,575.5143542480345,551.3815329379185,233.49902802199585,0.0016536865615899821,0.0,0.0,,
2025-01-31 00:00:00,859.0818502928981,369.1264260784977,227.30121825021163,0.0014309682397779424,0.0,0.0,,
2025-02-01 00:00:00,909.2167311252638,463.13333037957733,240.47811282603345,0.0015475597572513773,0.0,0.0,,
2025-02-02 00:00:00,441.50313327863046,793.4034932161459,285.9895259204911,0.0009872333861371003,0.0,0.0,,
2025-02-03 00:00:00,723.5187753621469,551.3857738940757,214.30541274026024,0.0006477755786955614,0.0,0.0,,
2025-02-04 00:00:00,794.5608068264377,408.2715502653878,219.58214754118885,0.0006079385948928942,0.0,0.0,,
2025-02-05 00:00:00,630.9911669452923,567.7190890415366,163.85705692279302,0.0005210801237526382,0.0,0.0,,
2025-02-06 00:00:00,721.0856904317424,484.6685399926794,166.21763454840053,0.0007150695681757461,0.0,0.0,,
2025-02-07 00:00:00,874.7813820561762,562.4576155406102,265.81831098696205,0.0008137147855176444,0.0,0.0,,
2025-02-08 00:00:00,580.6937731467625,447.02492207904214,215.31995236213064,0.0006096952426402266,0.0,0.0,,
2025-02-09 00:00:00,937.6490688007233,623.8661235067337,208.5785303976443,0.0009886301380335801,0.0,0.0,,
2025-02-10 00:00:00,692.9373689316669,513.3516522814765,152.13521143839537,0.0006571314144948851,0.0,0.0,,
