date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-compound_v2_protocol,forecasted_TVL_opchain-compound_v2_protocol
2024-10-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1904001366198553,727334994.7958274,613067367.1319367
2024-10-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1899704299487287,774786542.3237212,627740402.1292282
2024-10-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.08867808755621986,692792447.0753354,645185883.1597326
2024-10-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23881766277903974,787159897.9829813,629754307.2747998
2024-10-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.14344288358409207,771112087.9805067,730293803.1595112
2024-10-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13698904270781875,702877588.4001223,665727962.7027755
2024-10-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.08531420374340948,784394583.4501772,646828467.7624428
2024-10-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1740228710919427,708070887.8348055,612347385.468278
2024-10-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.15580189667013866,790467833.3671815,592862078.5897664
2024-10-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22177757241572638,776741336.4665626,567948383.6386291
2024-10-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2344194990861749,754471686.7741207,561248453.4811937
2024-10-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19393244721589517,773572275.3813981,606042166.8206772
2024-10-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.15178977218965775,703224895.7550696,572269519.441042
2024-10-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.08717996181383074,814923535.444782,627944352.1671119
2024-10-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3436204423361144,774493314.6246542,626970593.8917018
2024-11-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.36444338797725867,732743700.6656711,577711311.8168192
2024-11-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.30831333753915946,800772883.0133626,544781512.8321675
2024-11-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.11690308743078548,704719384.7606624,543574974.9667509
2024-11-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16750959816786823,794118317.906882,534806118.57180125
2024-11-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0700473591416246,665827653.226001,476016366.61864495
2024-11-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1322433881779964,746798763.3116047,507796864.5384712
2024-11-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16361369741274992,714953163.620932,603599757.9899246
2024-11-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.05619641813746976,662372292.1016502,583068312.2649558
2024-11-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2768322331447256,730983376.7596141,604425418.1734533
2024-11-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.28216685275698644,675924361.6969937,626018478.6294333
2024-11-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2887474285385358,695211682.162515,703452491.2232399
2024-11-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.4027645827860933,696719144.5679845,782752446.1437553
2024-11-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.44272359540703615,689305098.4754615,762817918.8761573
2024-11-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.49867939265267563,723118605.0468363,720480604.1967936
2024-11-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3902158665806973,667478013.185057,673594222.1957475
2024-11-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.38916994573332864,751901106.2914762,664023829.9904857
2024-11-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3117185352303422,686221117.5919733,683090761.4936991
2024-11-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2821021576418994,706926606.5836344,666716097.7199906
2024-11-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.10031995384748225,656969588.928672,705917349.1692067
2024-11-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16390206425233383,710669538.1679441,720236608.9601222
2024-11-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.07082903123877546,668522235.4900569,676296149.7216791
2024-11-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.06769724821873356,696767512.0125206,727263094.8883913
2024-11-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.44786022547882043,706330331.6828173,717482328.5367607
2024-11-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19497354501494601,702838544.3729502,675471156.68271
2024-11-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1610918746617679,773543113.0657294,726954535.7592112
2024-11-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.03705525832528792,704565707.4445158,753550402.1958957
2024-11-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2107673512427962,754713745.9483273,707760714.4251422
2024-11-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23509877644043928,680573522.0352329,723016543.8309389
2024-11-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2445868930101685,767205748.0923095,746343334.8926632
2024-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3747263843932046,671396274.3871521,811149524.5703151
2024-12-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.36920891223378083,753616636.7436095,895098794.6021043
2024-12-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1844816935157488,777343915.0965973,856477171.7045076
2024-12-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.21987887738538822,752574847.692997,818907989.3612587
2024-12-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.27099726005041225,803314794.4514016,813399645.5954425
2024-12-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.17793700754563577,788947145.0530283,875728341.028396
2024-12-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.15415830239450046,809050165.7390814,788861811.7812057
2024-12-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.21563124026410244,759673767.1938834,855866270.8827345
2024-12-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.17047695087545048,743897549.9475601,855918586.1782548
2024-12-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.4337220984756833,751406324.6276795,801478900.6829213
2024-12-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.48050644308296414,807418417.6084902,728913376.7021905
2024-12-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.32632779083314034,744097373.2035522,780921852.3420297
2024-12-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3071367809866504,744601246.6502074,819594149.1057537
2024-12-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.05559204539964707,766559157.6190045,864714633.8044055
2024-12-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23406021232224153,810032879.62757,734046150.3666807
2024-12-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23556958336518047,742977182.5653509,723662203.4186617
2024-12-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22135360582843605,800515819.9731582,748542414.2648075
2024-12-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1793060873023321,811405865.8153152,731942967.5628343
2024-12-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.15059634197714625,808922160.7172874,753339942.4886079
2024-12-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.17076570527573529,877849044.4581451,841839966.3642085
2024-12-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.15713012033324938,777150953.3684543,712349571.5455463
2024-12-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.07132325213109673,832293135.8073555,688128237.1445479
2024-12-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2594441051586528,813368020.8220832,676261274.853411
2024-12-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2249309922282159,791770192.8931483,687879116.317893
2024-12-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1674866551300561,812190746.8135121,656165000.8468487
2024-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22386105393580702,710945909.1974399,695506637.2401474
2024-12-25 22:54:35,0.0,0.0,0.0,0.0,0.0,0.24732327800946807,,
2024-12-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16833248889941654,840646007.2549554,
2024-12-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16356578088510013,684134635.0805738,
2024-12-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.20469665675075138,682938030.7758985,
2024-12-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23896554082956617,708089536.4222105,
2024-12-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23753500340867756,661975455.429431,
2024-12-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2094020305177392,789150700.4800571,
2025-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2044284932772452,608377689.0188142,
2025-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.18129104896666406,710292174.6722708,
2025-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2741583657242104,718428163.7863904,
2025-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.5341217357099425,676262370.2042522,
2025-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.4421979165102558,741843915.053708,
2025-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3983431527744445,647808134.8997071,
2025-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.25073446576068703,799570229.1899164,
2025-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22823886113343905,738146971.6907634,
2025-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.24785922956952106,714252668.8813281,
2025-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19940841664385026,742836902.6075608,
2025-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22608707980324233,652280899.4045842,
2025-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22788551974558158,748844783.7486188,
2025-01-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.21282554949304708,686538271.7114574,
2025-01-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.15167727421032753,701450859.3631457,
2025-01-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2686866778709,741323888.7213931,
2025-01-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.12248134211412806,610107628.4066927,
2025-01-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1333909521889048,721259578.3097295,
2025-01-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2128419705806913,618510020.0870678,
2025-01-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3504620488827518,671987059.8402275,
2025-01-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.31620978486167567,662270289.1849185,
2025-01-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.27706168035265366,609498256.4566735,
2025-01-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.014008271807962365,686652808.1514741,
2025-01-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.14442624749213256,648985243.502727,
2025-01-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.07687406854779082,685907990.6422261,
2025-01-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.06994557946607546,627173974.1769505,
2025-01-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.26979144082528916,588609932.5828809,
2025-01-26 02:58:11,0.0,0.0,0.0,0.0,0.0,0.09445306683542906,663142874.2360437,
2025-01-26 03:46:23,0.0,0.0,0.0,0.0,0.0,0.23294568268864804,,
2025-01-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.25080751517158906,,
2025-01-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2508175572925744,,
2025-01-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3125879710047543,,
2025-01-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.12001972154158608,,
2025-01-31 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13352211061023372,,
2025-02-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16882417644453912,,
2025-02-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2097247666602375,,
2025-02-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.15810919725891096,,
2025-02-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.32192551567484806,,
2025-02-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3119714104995814,,
2025-02-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.08568182114354776,,
2025-02-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.28208757944447493,,
2025-02-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13495981752892233,,
2025-02-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.11507863511678396,,
2025-02-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.07699925199666426,,
