onchain_builder_repo,dependency_name
https://github.com/aurafinance/aura-contracts,solc
https://github.com/rmrk-team/evm,@noble/curves
https://github.com/alma-labs/unimon-contracts,solidity-coverage
https://github.com/lifinance/contracts,solidity-coverage
https://github.com/baseswapfi/contracts,@ethersproject/signing-key
https://github.com/rubyscoreio/main_contracts,@ethersproject/signing-key
https://github.com/perpetual-protocol/perp-curie-contract,@ethersproject/bignumber
https://github.com/hai-on-op/sdk,@ethersproject/contracts
https://github.com/rmrk-team/rmrk-examples,@ethersproject/signing-key
https://github.com/extrafi/extra-contracts,@nomicfoundation/hardhat-toolbox
https://github.com/coop-records/frames,viem
https://github.com/woonetwork/woopoolv2,ethers
https://github.com/compound-finance/comet,solhint
https://github.com/paraswap/paraswap-sdk,@noble/curves
https://github.com/wagmi1337/onchain-monorepo,@ethersproject/keccak256
https://github.com/sake-finance/sake-core,@nomicfoundation/edr-darwin-arm64
https://github.com/decentxyz/launch-nfts,@ethersproject/solidity
https://github.com/maverickprotocol/router-v1,@ethersproject/sha2
https://github.com/wagmi1337/onchain-monorepo,@ethersproject/hdnode
https://github.com/getmint-io/getmint_io,@ethersproject/abi
https://github.com/0xproject/protocol,prettier-plugin-solidity
https://github.com/generationsoftware/pt-v5-vault-boost,solhint
https://github.com/0xsequence/wallet-contracts,@ethersproject/base64
https://github.com/gainsnetwork-org/sdk,@ethersproject/pbkdf2
https://github.com/gelatodigital/automate-sdk,@ethersproject/solidity
https://github.com/eth-infinitism/account-abstraction,@ethersproject/bignumber
https://github.com/mesonfi/meson-contracts-solidity,@nomicfoundation/edr-linux-x64-gnu
https://github.com/dhedge/v2-public,@ethersproject/keccak256
https://github.com/dhedge/v2-public,@ethersproject/signing-key
https://github.com/coop-records/sonata,@ethersproject/properties
https://github.com/omnihub-xyz/blockchain,@ethersproject/json-wallets
https://github.com/sturdyfi/v2-aggregator,@ethersproject/web
https://github.com/gainsnetwork-org/sdk,@ethersproject/bytes
https://github.com/decentxyz/decent-contracts-v3,@ethersproject/providers
https://github.com/pixotchi/pixotchi-contracts-misc_1_public,viem
https://github.com/sizecredit/size-solidity,@ethersproject/base64
https://github.com/pcaversaccio/create2deployer,prettier-plugin-solidity
https://github.com/alma-labs/unimon-contracts,@nomicfoundation/hardhat-ignition-ethers
https://github.com/hyperlane-xyz/hyperlane-monorepo,@ethersproject/basex
https://github.com/hai-on-op/sdk,@ethersproject/basex
https://github.com/virtual-protocol/protocol-contracts,@ethersproject/signing-key
https://github.com/ethereum-attestation-service/eas-sdk,@ethersproject/strings
https://github.com/izumifinance/iziswap-farm,@ethersproject/networks
https://github.com/balancer/balancer-subgraph-v2,ethereum-bloom-filters
https://github.com/moonwell-fi/moonwell-contracts-v2,@ethersproject/abstract-signer
https://github.com/mintswapfinance/mintswap-nft-marketplace,@openzeppelin/hardhat-upgrades
https://github.com/revert-finance/compoundor,@nomicfoundation/hardhat-chai-matchers
https://github.com/ethereum-attestation-service/eas-sdk,@ethersproject/bytes
https://github.com/jojoexchange/smart-contract-evm,ethers
https://github.com/fractal-visions/marketplace-v3-op,@nomicfoundation/edr-linux-x64-gnu
https://github.com/sake-finance/sake-core,@ethersproject/web
https://github.com/virtual-protocol/protocol-contracts,@ethersproject/transactions
https://github.com/bebop-dex/bebop-jam-contracts,@ethersproject/abstract-provider
https://github.com/hai-on-op/scripts,solc
https://github.com/cryptorubic/rubic-app,@ethersproject/properties
https://github.com/gammaswap/v1-periphery,@ethersproject/web
https://github.com/pcaversaccio/create2deployer,@nomicfoundation/edr-linux-arm64-musl
https://github.com/poopzter/hardhat,@nomicfoundation/edr-linux-arm64-musl
https://github.com/hop-protocol/hop,@nomicfoundation/edr-win32-x64-msvc
https://github.com/pixotchi/pixotchi-contracts_v1_public,@openzeppelin/upgrades-core
https://github.com/sizecredit/size-solidity,@ethersproject/abstract-provider
https://github.com/0xsequence/wallet-contracts,@nomicfoundation/hardhat-ethers
https://github.com/fractal-visions/marketplace-v3-op,@ethersproject/web
https://github.com/aerodrome-finance/contracts,@ethersproject/web
https://github.com/wasd3rplay/synstation-staking-contract,@nomicfoundation/hardhat-ethers
https://github.com/socketdottech/bungee-contracts-public,merkletreejs
https://github.com/virtual-protocol/protocol-contracts,@noble/hashes
https://github.com/perpetual-protocol/perp-curie-contract,@noble/hashes
https://github.com/balancer/balancer-v2-monorepo,@ethersproject/wallet
https://github.com/hai-on-op/sdk,@ethersproject/providers
https://github.com/velodrome-finance/universal-router,@ethersproject/random
https://github.com/dfarchon/darkforest-mud,@ethersproject/abstract-provider
https://github.com/cryptorubic/rubic-app,@ethersproject/web
https://github.com/reserve-protocol/protocol,@ethersproject/random
https://github.com/backseats/chonks,@wagmi/connectors
https://github.com/wasd3rplay/synstation-staking-contract,@ethersproject/json-wallets
https://github.com/themetacat/popcraft,wagmi
https://github.com/gainsnetwork-org/trading-sdk,@ethersproject/rlp
https://github.com/velodrome-finance/relay,@ethersproject/random
https://github.com/xswaplink/xswaprouter,@ethersproject/wallet
https://github.com/3dns-xyz/contracts,@ethersproject/units
https://github.com/reserve-protocol/protocol,@ethersproject/units
https://github.com/sizecredit/size-solidity,@noble/hashes
https://github.com/poopzter/hardhat,@openzeppelin/contracts
https://github.com/reserve-protocol/reserve-index-dtf,@ethersproject/wordlists
https://github.com/thirdweb-dev/contracts,@ethersproject/rlp
https://github.com/morpho-org/morpho-blue,@ethersproject/json-wallets
https://github.com/rmrk-team/rmrk-examples,@ethersproject/pbkdf2
https://github.com/dhedge/v2-public,@ethersproject/address
https://github.com/baseswapfi/v3-periphery,@ethersproject/logger
https://github.com/untitled-bank/untitled-bank-contracts,@nomicfoundation/edr-linux-x64-gnu
https://github.com/rubyscoreio/main_contracts,@ethersproject/abstract-provider
https://github.com/ionicprotocol/monorepo,@ethersproject/base64
https://github.com/debridge-finance/hardhat-debridge,@ethersproject/hdnode
https://github.com/bebop-dex/bebop-jam-contracts,@ethersproject/base64
https://github.com/guildxyz/guild.xyz,@ethersproject/logger
https://github.com/rainbow-me/swaps,@ethersproject/hash
https://github.com/fractal-visions/marketplace-v3-op,@nomicfoundation/edr-linux-x64-musl
https://github.com/paraswap/paraswap-sdk,@ethersproject/sha2
https://github.com/hai-on-op/sdk,@ethersproject/rlp
https://github.com/morpho-org/morpho-blue,hardhat
https://github.com/api3dao/airnode,@ethersproject/json-wallets
https://github.com/superswapink/superswap-ui,wagmi
https://github.com/ionicprotocol/monorepo,@ethersproject/abstract-signer
https://github.com/untitled-bank/untitled-bank-contracts,@ethersproject/hdnode
https://github.com/compound-finance/comet,@ethersproject/keccak256
https://github.com/perpetual-protocol/perp-curie-contract,@openzeppelin/upgrades-core
https://github.com/synfutures/oyster-sdk,@ethersproject/base64
https://github.com/thirdweb-dev/js,@thirdweb-dev/engine
https://github.com/dackieswap/dackieswap-contracts,@nomicfoundation/hardhat-chai-matchers
https://github.com/across-protocol/relayer,@ethersproject/base64
https://github.com/pcaversaccio/createx,@ethersproject/bignumber
https://github.com/paraswap/paraswap-dex-lib,@ethersproject/abstract-provider
https://github.com/coop-records/sonata,@ethersproject/abi
https://github.com/ionicprotocol/monorepo,solhint
https://github.com/javsphere/subgraph-leveragex,@ethersproject/signing-key
https://github.com/0xproject/protocol,@ethersproject/units
https://github.com/stvol-official/stvol-contract,@nomicfoundation/edr-linux-x64-musl
https://github.com/uncx-network/token-vesting-contracts,@nomicfoundation/hardhat-chai-matchers
https://github.com/pyth-network/pyth-crosschain,@nomicfoundation/edr-win32-x64-msvc
https://github.com/synfutures/oyster-sdk,@ethersproject/strings
https://github.com/uncx-network/token-vesting-contracts,@ethersproject/contracts
https://github.com/velodrome-finance/universal-router,@ethersproject/basex
https://github.com/dackieswap/dackieswap-contracts-v3,@ethersproject/networks
https://github.com/api3dao/contracts,@ethersproject/abi
https://github.com/mintswapfinance/mintswap-nft-marketplace,hardhat-gas-reporter
https://github.com/moonwell-fi/moonwell-contracts-v2,@ethersproject/bignumber
https://github.com/compound-finance/comet,ethereum-bloom-filters
https://github.com/api3dao/contracts,@openzeppelin/merkle-tree
https://github.com/sushiswap/v2-core,@ethersproject/wordlists
https://github.com/ionicprotocol/monorepo,@ethersproject/providers
https://github.com/decentxyz/decent-contracts-v3,@nomicfoundation/edr-win32-x64-msvc
https://github.com/socketdottech/socket-dl,@ethersproject/bytes
https://github.com/stvol-official/stvol-contract,@ethersproject/bytes
https://github.com/gammaswap/v1-liquidator,@openzeppelin/contracts-upgradeable
https://github.com/balancer/b-sdk,viem
https://github.com/sushiswap/v3-core,@ethersproject/random
https://github.com/highlightxyz/hl-evm-contracts,@ethersproject/abi
https://github.com/balancer/balancer-sdk,@ethersproject/hash
https://github.com/pixotchi/pixotchi-contracts_v1_public,@ethersproject/bytes
https://github.com/coop-records/sonata,@ethersproject/bignumber
https://github.com/compound-finance/comet,@nomicfoundation/edr-linux-arm64-gnu
https://github.com/ethereumfollowprotocol/app,viem
https://github.com/0xsequence/live-contracts,@ethersproject/base64
https://github.com/compound-finance/comet,@ethersproject/abstract-provider
https://github.com/baseswapfi/contracts,@ethersproject/abstract-provider
https://github.com/izumifinance/iziswap-farm,@ethersproject/web
https://github.com/pcaversaccio/create2deployer,@noble/curves
https://github.com/untitled-bank/untitled-bank-contracts,@ethersproject/basex
https://github.com/across-protocol/sdk,@openzeppelin/contracts-upgradeable
https://github.com/hai-on-op/app,ethers
https://github.com/coop-records/staking-contracts,@ethersproject/networks
https://github.com/stvol-official/stvol-contract,ethereum-bloom-filters
https://github.com/dhedge/v2-public,prettier-plugin-solidity
https://github.com/infusion-finance/infusion-v1,solidity-coverage
https://github.com/krystaldefi/krystal-core,hardhat
https://github.com/debridge-finance/debridge-node,@ethersproject/abi
https://github.com/galxe/galxe-contracts,ethers
https://github.com/hai-on-op/sdk,@ethersproject/logger
https://github.com/rainbow-me/swaps,@ethersproject/properties
https://github.com/across-protocol/contracts,@ethersproject/web
https://github.com/fractalvisionsnft/fractalvisionsv2,@ethersproject/bytes
https://github.com/symbiosis-finance/core-contracts,@ethersproject/json-wallets
https://github.com/decentxyz/launch-nfts,@ethersproject/web
https://github.com/sizecredit/size-solidity,@ethersproject/bytes
https://github.com/bebop-dex/bebop-jam-contracts,@ethersproject/hdnode
https://github.com/dfarchon/darkforest-mud,prettier-plugin-solidity
https://github.com/tokensoft/tokensoft_token,@ethersproject/abi
https://github.com/tokensoft/tokensoft_token,@ethersproject/networks
https://github.com/socketdottech/bungee-contracts-public,@ethersproject/transactions
https://github.com/0xproject/protocol,@ethersproject/wordlists
https://github.com/api3dao/contracts,solhint
https://github.com/hyperlane-xyz/hyperlane-monorepo,@noble/curves
https://github.com/pcaversaccio/create2deployer,@ethersproject/strings
https://github.com/pixotchi/pixotchi-contracts-misc_1_public,@ethersproject/strings
https://github.com/ourzora/zora-protocol,@ethersproject/rlp
https://github.com/poopzter/hardhat,@ethersproject/web
https://github.com/lifinance/contracts,@ethersproject/constants
https://github.com/fractal-visions/marketplace-v3-op,ethers
https://github.com/aurafinance/aura-contracts,@ethersproject/abi
https://github.com/wagmi1337/onchain-monorepo,@nomicfoundation/hardhat-ignition
https://github.com/poopzter/hardhat,@ethersproject/strings
https://github.com/bebop-dex/bebop-jam-contracts,@ethersproject/rlp
https://github.com/holographxyz/holograph-protocol,solc
https://github.com/woonetwork/woopoolv2,@ethersproject/abi
https://github.com/pcaversaccio/create2deployer,@nomicfoundation/hardhat-ethers
https://github.com/mintswapfinance/mintswap-nft-marketplace,@ethersproject/constants
https://github.com/coop-records/staking-contracts,@nomicfoundation/ignition-ui
https://github.com/socketdottech/socket-plugs,@ethersproject/bytes
https://github.com/eth-infinitism/account-abstraction,@ethersproject/abstract-provider
https://github.com/morpho-org/morpho-blue,hardhat-gas-reporter
https://github.com/fractal-visions/marketplace-v3-op,@nomicfoundation/edr-win32-x64-msvc
https://github.com/sturdyfi/v2-aggregator,@ethersproject/transactions
https://github.com/decentxyz/decent-contracts-v3,@ethersproject/logger
https://github.com/ethereum-attestation-service/eas-contracts,@ethersproject/constants
https://github.com/socketdottech/socket-plugs,@ethersproject/rlp
https://github.com/flayerlabs/flaunchgg-contracts,@ethersproject/logger
https://github.com/balancer/balancer-subgraph-v2,@ethersproject/signing-key
https://github.com/uncx-network/token-vesting-contracts,@ethersproject/web
https://github.com/omnihub-xyz/blockchain,@noble/hashes
https://github.com/openocean-finance/openoceanexchangev2,@ethersproject/web
https://github.com/rmrk-team/evm,@ethersproject/pbkdf2
https://github.com/reserve-protocol/reserve-index-dtf,@ethersproject/hdnode
https://github.com/gammaswap/v1-core,@ethersproject/hash
https://github.com/fractal-visions/marketplace-v3-op,@noble/hashes
https://github.com/0xsequence/contracts-library,@ethersproject/wallet
https://github.com/0xproject/protocol,@ethersproject/wallet
https://github.com/lifinance/sdk,@ethersproject/address
https://github.com/paraswap/paraswap-sdk,hardhat
https://github.com/gammaswap/v1-liquidator,@nomicfoundation/hardhat-foundry
https://github.com/oasisdex/defi-position-manager-smartcontracts,@noble/hashes
https://github.com/socketdottech/socket-dl,@ethersproject/bignumber
https://github.com/sonex-dex/sonex-deploy-v3,@ethersproject/base64
https://github.com/uncx-network/liquidity-locker-univ2-contracts,@ethersproject/units
https://github.com/pixotchi/pixotchi-contracts-misc_2_public,@ethersproject/address
https://github.com/alma-labs/unimon-contracts,hardhat
https://github.com/backseats/chonks,@ethersproject/keccak256
https://github.com/revert-finance/compoundor,@ethersproject/strings
https://github.com/aurafinance/aura-contracts,solhint
https://github.com/holonym-foundation/holonym-relayer,@ethersproject/abstract-provider
https://github.com/gammaswap/v1-core,@ethersproject/contracts
https://github.com/api3dao/signed-api,viem
https://github.com/holonym-foundation/holonym-relayer,@ethersproject/hash
https://github.com/fractal-visions/marketplace-v3-op,@ethersproject/rlp
https://github.com/rubyscoreio/main_contracts,@ethersproject/networks
https://github.com/0xsequence/contracts-library,@ethersproject/strings
https://github.com/cryptorubic/rubic-sdk,@ethersproject/wallet
https://github.com/omnihub-xyz/blockchain,@ethersproject/random
https://github.com/cryptorubic/multi-proxy-rubic,@ethersproject/abi
https://github.com/pixotchi/pixotchi-contract_passport_public,hardhat-gas-reporter
https://github.com/wagmi1337/onchain-monorepo,@nomicfoundation/hardhat-network-helpers
https://github.com/3dns-xyz/contracts,@ethersproject/json-wallets
https://github.com/rainbow-me/swaps,@ethersproject/bignumber
https://github.com/sturdyfi/v2-aggregator,@ethersproject/base64
https://github.com/reserve-protocol/reserve-index-dtf,@openzeppelin/contracts-upgradeable
https://github.com/api3dao/airnode,@nomicfoundation/edr-darwin-arm64
https://github.com/mintswapfinance/mintswap-nft-marketplace,solhint
https://github.com/pcaversaccio/createx,@ethersproject/address
https://github.com/rainbow-me/swaps,@ethersproject/sha2
https://github.com/gainsnetwork-org/trading-sdk,@ethersproject/providers
https://github.com/holographxyz/holograph-protocol,@ethersproject/abstract-signer
https://github.com/ionicprotocol/monorepo,@wagmi/connectors
https://github.com/symbiosis-finance/core-contracts,@ethersproject/web
https://github.com/hop-protocol/contracts,merkletreejs
https://github.com/aragon/app,@ethersproject/basex
https://github.com/baseswapfi/v3-periphery,@ethersproject/transactions
https://github.com/decentxyz/launch-nfts,@ethersproject/random
https://github.com/synthetixio/synthetix-v3,interface-store
https://github.com/zeriontech/defi-sdk,@ethersproject/logger
https://github.com/velodrome-finance/slipstream,@ethersproject/hash
https://github.com/rarible/sdk,@ethersproject/basex
https://github.com/ethereum-attestation-service/eas-contracts,@nomicfoundation/ignition-ui
https://github.com/passportxyz/passport,@ethersproject/keccak256
https://github.com/decentxyz/decent-contracts-v3,ethers
https://github.com/tlx-protocol/protocol,@ethersproject/bignumber
https://github.com/ionicprotocol/monorepo,@noble/ciphers
https://github.com/ourzora/zora-protocol,@ethersproject/wordlists
https://github.com/compound-finance/comet,@ethersproject/solidity
https://github.com/pcaversaccio/create2deployer,@ethersproject/units
https://github.com/layerswap/layerswapapp,ethers
https://github.com/woonetwork/woopoolv2,hardhat-gas-reporter
https://github.com/soundxyz/sound-protocol,@ethersproject/properties
https://github.com/gammaswap/v1-core,@ethersproject/basex
https://github.com/poopzter/hardhat,@nomicfoundation/edr-darwin-arm64
https://github.com/mesonfi/meson-contracts-solidity,@nomicfoundation/edr-win32-x64-msvc
https://github.com/javsphere/subgraph-leveragex,@ethersproject/base64
https://github.com/pixotchi/pixotchi-contract_passport_public,@ethersproject/json-wallets
https://github.com/decentxyz/launch-nfts,ethers
https://github.com/pixotchi/pixotchi-contract_passport_public,@ethersproject/wallet
https://github.com/eth-infinitism/account-abstraction,@ethersproject/bytes
https://github.com/sonex-dex/sonex-deploy-v3,hardhat-deploy
https://github.com/talentprotocol/contracts,@nomicfoundation/edr-darwin-x64
https://github.com/ethereum-attestation-service/eas-contracts,@noble/hashes
https://github.com/hyperlane-xyz/hyperlane-monorepo,@nomicfoundation/edr-win32-x64-msvc
https://github.com/pcaversaccio/createx,@ethersproject/units
https://github.com/pinto-org/protocol,@ethersproject/keccak256
https://github.com/gammaswap/v1-liquidator,hardhat-gas-reporter
https://github.com/hop-protocol/hop,@noble/hashes
https://github.com/generationsoftware/pt-v5-rng-witnet,prettier-plugin-solidity
https://github.com/moonwell-fi/moonwell-contracts-v2,@ethersproject/bytes
https://github.com/mesonfi/meson-contracts-solidity,@ethersproject/solidity
https://github.com/cryptorubic/rubic-sdk,@ethersproject/constants
https://github.com/sushiswap/v3-periphery,prettier-plugin-solidity
https://github.com/aurafinance/aura-contracts,@ethersproject/random
https://github.com/rarible/sdk,@ethersproject/signing-key
https://github.com/api3dao/contracts,@ethersproject/units
https://github.com/paraswap/paraswap-sdk,@noble/ciphers
https://github.com/woonetwork/woopoolv2,@ethersproject/hash
https://github.com/gammaswap/v1-deltaswap,@ethersproject/rlp
https://github.com/symbiosis-finance/core-contracts,@ethersproject/hash
https://github.com/omnihub-xyz/blockchain,@openzeppelin/contracts
https://github.com/gainsnetwork-org/trading-sdk,@noble/hashes
https://github.com/cryptorubic/rubic-app,@ethersproject/bytes
https://github.com/wasd3rplay/synstation-staking-contract,ethereum-bloom-filters
https://github.com/moonwell-fi/moonwell-contracts-v2,@noble/curves
https://github.com/talentprotocol/contracts,@ethersproject/bytes
https://github.com/balancer/backend,@ethersproject/logger
https://github.com/coop-records/sonata,@ethersproject/wordlists
https://github.com/morpho-org/morpho-blue,@ethersproject/hdnode
https://github.com/coop-records/staking-contracts,@ethersproject/contracts
https://github.com/api3dao/contracts,@ethersproject/properties
https://github.com/talentprotocol/contracts,ethers
https://github.com/woonetwork/woopoolv2,@ethersproject/networks
https://github.com/perpetual-protocol/perp-curie-contract,@ethersproject/hdnode
https://github.com/reservoirprotocol/relay-kit,@ethersproject/keccak256
https://github.com/fractal-visions/marketplace-v3-op,@openzeppelin/contracts
https://github.com/pixotchi/pixotchi-contracts_v1_public,@openzeppelin/contracts
https://github.com/velodrome-finance/relay,@ethersproject/contracts
https://github.com/pixotchi/pixotchi-contracts-misc_2_public,@nomicfoundation/edr
https://github.com/gammaswap/v1-implementations,@ethersproject/bytes
https://github.com/fractalvisionsnft/fractalvisionsv2,@ethersproject/keccak256
https://github.com/generationsoftware/pt-v5-claimer,solhint
https://github.com/api3dao/airnode,solhint
https://github.com/hai-on-op/app,@ethersproject/providers
https://github.com/balancer/frontend-v2,@ethersproject/providers
https://github.com/holographxyz/holograph-protocol,@ethersproject/web
https://github.com/ovnstable/ovnstable-core,@ethersproject/web
https://github.com/eth-infinitism/account-abstraction,@ethersproject/hdnode
https://github.com/poopzter/hardhat,@nomicfoundation/edr-linux-x64-gnu
https://github.com/galxe/galxe-contracts,hardhat
https://github.com/reservoirprotocol/relay-kit,@ethersproject/providers
https://github.com/revert-finance/compoundor,@ethersproject/abstract-provider
https://github.com/socketdottech/socket-plugs,@ethersproject/address
https://github.com/baseswapfi/v3-periphery,@ethersproject/random
https://github.com/oasisdex/defi-position-manager-smartcontracts,hardhat
https://github.com/0xsequence/wallet-contracts,solc
https://github.com/wasd3rplay/synstation-staking-contract,@ethersproject/units
https://github.com/coop-records/frames,@noble/hashes
https://github.com/themetacat/popcraft,@nomicfoundation/edr-linux-x64-musl
https://github.com/gammaswap/v1-deltaswap,@ethersproject/contracts
https://github.com/sushiswap/v3-core,@ethersproject/sha2
https://github.com/debridge-finance/hardhat-debridge,@ethersproject/abstract-signer
https://github.com/gammaswap/v1-core,@ethersproject/bytes
https://github.com/generationsoftware/pt-v5-vault,prettier-plugin-solidity
https://github.com/alma-labs/unimon-contracts,@nomicfoundation/hardhat-ethers
https://github.com/beefyfinance/beefy-contracts,@ethersproject/basex
https://github.com/api3dao/airnode,@noble/hashes
