date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_Net Transferred
2024-09-01,209.14478907147156,66.4026026222806,89.8600788089859,0.0,2525080517.172231
2024-09-02,131.26406538763064,62.15621283144413,62.266682613170374,0.0,3537358443.3948183
2024-09-03,113.49100143539005,81.2396216233819,65.40024904802391,0.0,3262367420.5725703
2024-09-04,112.80945220374832,107.15195471734565,54.897780972156085,0.0,4369396391.342427
2024-09-05,135.66651860482824,38.21718169812387,74.76977962100314,0.0,2979078009.2863097
2024-09-06,108.13998049680433,64.1727122976696,49.11715948968115,0.0,3400054481.018062
2024-09-07,162.87060701472026,57.712943581067464,38.730515618679085,0.0,2485988984.1680994
2024-09-08,120.30369022099222,97.3368080415703,49.44765834943129,0.0,4183446137.8925858
2024-09-09,160.85899030395464,93.26057023444191,45.45689121372696,0.0,3343280048.3651147
2024-09-10,115.0775480267428,58.81332214604226,35.785547033849376,0.0,3799354422.258111
2024-09-11,133.16758843639602,54.83852102740002,64.26050720241923,0.0,3479345118.461468
2024-09-12,89.397088182519,48.39694320784841,39.68746832718735,0.0,2626656394.208427
2024-09-13,146.57203825850172,63.88636610486688,97.90148523467018,0.0,3810944967.9649234
2024-09-14,110.88200681086556,69.33355731936003,69.02553547492283,0.0,1562918947.364082
2024-09-15,68.57879038681925,42.02733836150088,84.54919933045615,0.0,2266988176.5246906
2024-09-16,81.12184641136353,52.2645279965322,54.91027754538263,0.0,2905493734.058717
2024-09-17,65.0170255323941,96.24717059283476,59.89496888117542,0.0,3897104258.4827266
2024-09-18,69.83386407586777,91.30653687375482,52.94685748955905,0.0,2964400170.186757
2024-09-19,96.4959128257297,53.09390489999507,65.79703099503406,0.0,1707585890.8906984
2024-09-20,100.04022967660298,59.82049713920542,75.30688607598582,0.0,2907649765.794292
2024-09-21,159.5825461814353,60.72082382483874,79.11078444001205,0.0,3498415692.3991675
2024-09-22,152.47217494261264,73.97332568273517,48.09142511683622,0.0,2866628985.594572
2024-09-23,145.42659860883475,61.27823059487148,90.80035394857296,0.0,3468106446.1673236
2024-09-24,114.09040380648524,96.13366643326556,81.68583364251714,0.0,2668729976.2406874
2024-09-25,194.86738396799117,78.4332599896538,70.16770412763334,0.0,4695025533.996087
2024-09-26,112.99329967237826,106.9193167807102,34.13900157398037,0.0,2454406557.252996
2024-09-27,168.90785447709067,76.11210295695781,39.25106202478678,0.0,5556194236.1838
2024-09-28,88.1205892334364,38.90755203341249,49.67609796237115,0.0,1701382216.5997229
2024-09-29,88.28279565644978,35.772565746528414,60.38626900580356,0.0,2492479522.870994
2024-09-30,124.4252305302506,56.60317117535791,96.66482768925331,0.0,3534006657.990854
2024-10-01,138.22791456257863,44.69659054192095,32.016230889419774,0.0,1401158533.0648355
2024-10-02,151.65572612930794,67.34304629981266,50.70935669792244,0.0,2465817844.4252887
2024-10-03,107.7916182948605,78.2898222133652,39.1277307337417,0.0,2127887801.7526908
2024-10-04,51.06348080932041,38.71889690053697,34.47315243465738,0.0,3312853891.632993
2024-10-05,65.4518790550461,62.04539860342493,35.735477033722546,0.0,9771936322.139874
2024-10-06,66.29040813615704,62.54147647350595,38.25539369056522,0.0,4655684156.935096
2024-10-07,70.07162563215799,64.60827372451055,37.59655588752148,0.0,1820018203.794503
2024-10-08,65.21002662163524,102.06394963546884,36.49323112593732,0.0,1872251955.8089
2024-10-09,68.78168238856674,59.91247391474443,60.99226646143502,0.0,1524276328.197721
2024-10-10,109.38972675557936,78.72448736516256,33.248175425649336,0.0,2669108009.489525
2024-10-11,71.12131825743117,43.53911767172987,48.327525287097224,0.0,2808128822.8235197
2024-10-12,71.35775376601855,83.14999125592757,52.72179692226039,0.0,1768105018.1428535
2024-10-13,90.96576466592268,58.818103728582805,57.605157329443415,0.0,1384718930.1179886
2024-10-14,114.82452253372465,72.62418931828249,68.73690016679207,0.0,2266340341.796972
2024-10-15,112.12230853953844,69.7581059789862,52.70813762784129,0.0,3137410021.7489786
2024-10-16,75.55872021369079,43.3805128951241,35.59544363051601,0.0,2515271946.5898447
2024-10-17,115.05861016349796,67.84649572097888,56.32244357860651,0.0,2867881560.8146353
2024-10-18,124.25159849389844,95.64650273655364,54.645728542473115,0.0,2615442732.1322327
2024-10-19,135.09194010922124,79.43940614083701,61.05240010540153,0.0,2427051736.9114695
2024-10-20,133.83187702555537,50.41400158626891,32.150355983559905,0.0,2591773625.6484756
2024-10-21,79.9566138888298,73.09544835608821,51.99684680499109,0.0,2607341720.0430307
2024-10-22,40.14269090396274,50.678370606876655,37.47094833679927,0.0,1167518381.3266575
2024-10-23,125.69818924510656,50.60757471197023,48.11328299955295,0.0,2615728373.3653426
2024-10-24,102.65024543422705,45.02068027330923,56.616521797856976,0.0,1463817370.7260635
