seed_repo_owner,seed_repo_name,package_name,package_repo_owner,package_repo_name,package_source
blockscout,cargo-stylus-test-examples,getrandom,rust-random,getrandom,RUST
fluidity-money,long.so,scuid,jhermsmeier,node-scuid,NPM
alt-research,nitro,github.com/huin/goupnp,huin,goupnp,GO
offchainlabs,stylus-by-example,thiserror-impl,dtolnay,thiserror,RUST
offchainlabs,stylus-erc20,proc-macro2,dtolnay,proc-macro2,RUST
seabrick,seabrick-contracts,proc-macro2,dtolnay,proc-macro2,RUST
offchainlabs,stylus-workshop-basic-nft,rusty-fork,altsysrq,rusty-fork,RUST
offchainlabs,stylus-workshop-rust-solidity,radium,ferrilab,ferrilab,RUST
offchainlabs,stylus-quickstart-vending-machine,radium,ferrilab,ferrilab,RUST
alt-research,nitro-contracts-2.1.0,github.com/prometheus/client_golang,prometheus,client_golang,GO
cryptosmartnow,bs_arbitrum_main,h2,hyperium,h2,RUST
blockscout,cargo-stylus-test-examples,string-width,sindresorhus,string-width,NPM
offchainlabs,stylus-tutorials,@eslint/eslintrc,eslint,eslintrc,NPM
offchainlabs,stylus-english-auction,strum_macros,peternator7,strum,RUST
fracton-ventures,nitro-gacha,strum_macros,peternator7,strum,RUST
theblokc,arbdevbootcamp-reference,abbrev,npm,abbrev-js,NPM
offchainlabs,stylus-erc20-oz,rend,djkoloski,rend,RUST
offchainlabs,nitro,serde-wasm-bindgen,rreverser,serde-wasm-bindgen,RUST
offchainlabs,stylus-erc20,zeroize_derive,rustcrypto,utils,RUST
alt-research,nitro-contracts-2.1.0,zeroize_derive,rustcrypto,utils,RUST
alt-research,nitro-near,github.com/cockroachdb/redact,cockroachdb,redact,GO
offchainlabs,stylus-erc721,yaeti,ibc,yaeti,NPM
alt-research,nitro-near,github.com/syndtr/goleveldb,syndtr,goleveldb,GO
fluidity-money,long.so,stop-iteration-iterator,ljharb,stop-iteration-iterator,NPM
cryptosmartnow,bitsave_stylus,spin,mvdnes,spin-rs,RUST
fracton-ventures,nitro-gacha,spin,mvdnes,spin-rs,RUST
fluidity-money,long.so,json-rpc-random-id,kumavis,json-rpc-random-id,NPM
cryptosmartnow,stylus_bitsave,static_assertions,nvzqz,static-assertions-rs,RUST
fluidity-money,long.so,fflate,101arrowz,fflate,NPM
offchainlabs,stylus-workshop-counter,anstream,rust-cli,anstyle,RUST
theblokc,arbdevbootcamp-reference,path-scurry,isaacs,path-scurry,NPM
offchainlabs,stylus-hello-world,lalrpop-util,lalrpop,lalrpop,RUST
offchainlabs,stylus-english-auction,regex,rust-lang,regex,RUST
offchainlabs,stylus-hello-world,regex,rust-lang,regex,RUST
fracton-ventures,nitro-gacha,regex,rust-lang,regex,RUST
alt-research,nitro-contracts-2.1.0,opaque-debug,rustcrypto,utils,RUST
fracton-ventures,nitro-gacha,slab,tokio-rs,slab,RUST
fluidity-money,long.so,typescript,microsoft,typescript,NPM
alt-research,nitro-contracts-2.1.0,github.com/gammazero/deque,gammazero,deque,GO
solide-project,stylide,itertools,rust-itertools,itertools,RUST
cryptosmartnow,bs_arbitrum_main,itertools,rust-itertools,itertools,RUST
solide-project,stylide,elliptic-curve,rustcrypto,traits,RUST
offchainlabs,stylus-by-example,elliptic-curve,rustcrypto,traits,RUST
offchainlabs,stylus-chess,elliptic-curve,rustcrypto,traits,RUST
solide-project,stylide,ethers-contract-derive,gakonst,ethers-rs,RUST
alt-research,nitro,github.com/mattn/go-colorable,mattn,go-colorable,GO
theblokc,arbdevbootcamp-reference,which,npm,node-which,NPM
alt-research,nitro-contracts-2.1.0,github.com/google/uuid,google,uuid,GO
offchainlabs,stylus-workshop-rust-solidity,paste,dtolnay,paste,RUST
alt-research,nitro-contracts-2.1.0,paste,dtolnay,paste,RUST
offchainlabs,stylus-workshop-counter,paste,dtolnay,paste,RUST
offchainlabs,stylus-tutorials,@jridgewell/resolve-uri,jridgewell,resolve-uri,NPM
offchainlabs,stylus-hello-world,ws_stream_wasm,najamelan,ws_stream_wasm,RUST
cryptosmartnow,bitsave_stylus,ws_stream_wasm,najamelan,ws_stream_wasm,RUST
solide-project,stylide,fastrand,smol-rs,fastrand,RUST
offchainlabs,stylus-english-auction,fastrand,smol-rs,fastrand,RUST
offchainlabs,stylus-hello-world,fastrand,smol-rs,fastrand,RUST
offchainlabs,stylus-by-example,recma-stringify,mdx-js,recma,NPM
offchainlabs,stylus-erc20,windows_i686_msvc,microsoft,windows-rs,RUST
offchainlabs,stylus-vending-machine,windows_i686_msvc,microsoft,windows-rs,RUST
cryptosmartnow,bitsave_stylus,ethers-core,gakonst,ethers-rs,RUST
theblokc,arbdevbootcamp-reference,indexmap,indexmap-rs,indexmap,RUST
offchainlabs,stylus-vending-machine,unicode-normalization,unicode-rs,unicode-normalization,RUST
theblokc,arbdevbootcamp-reference,@rollup/rollup-win32-ia32-msvc,rollup,rollup,NPM
cryptosmartnow,bs_arbitrum_main,data-encoding,ia0,data-encoding,RUST
alt-research,nitro,serde_with_macros,jonasbb,serde_with,RUST
blockscout,cargo-stylus-test-examples,cbor,hildjj,node-cbor,NPM
offchainlabs,nitro,github.com/tklauser/go-sysconf,tklauser,go-sysconf,GO
theblokc,arbdevbootcamp-reference,safe-buffer,feross,safe-buffer,NPM
offchainlabs,stylus-tutorials,hash.js,indutny,hash.js,NPM
fluidity-money,long.so,keyv,jaredwray,keyv,NPM
cryptosmartnow,stylus_bitsave,url,servo,rust-url,RUST
offchainlabs,stylus-workshop-counter,url,servo,rust-url,RUST
offchainlabs,stylus-erc20,content-hash,pldespaigne,content-hash,NPM
offchainlabs,stylus-workshop-nft,crc,mrhooray,crc-rs,RUST
offchainlabs,stylus-quickstart-vending-machine,winapi-x86_64-pc-windows-gnu,retep998,winapi-rs,RUST
offchainlabs,stylus-workshop-nft,winapi-x86_64-pc-windows-gnu,retep998,winapi-rs,RUST
offchainlabs,stylus-chess,winapi-x86_64-pc-windows-gnu,retep998,winapi-rs,RUST
cryptosmartnow,bs_arbitrum_main,winapi-x86_64-pc-windows-gnu,retep998,winapi-rs,RUST
alt-research,nitro-near,lazy_static,rust-lang-nursery,lazy-static.rs,RUST
offchainlabs,stylus-quickstart-vending-machine,lazy_static,rust-lang-nursery,lazy-static.rs,RUST
fracton-ventures,nitro-gacha,hyper-rustls,rustls,hyper-rustls,RUST
cryptosmartnow,bs_arbitrum_main,hyper-rustls,rustls,hyper-rustls,RUST
offchainlabs,stylus-by-example,@clack/prompts,bombshell-dev,clack,NPM
cryptosmartnow,stylus_bitsave,camino,camino-rs,camino,RUST
alt-research,nitro-contracts-2.1.0,github.com/golang/protobuf,golang,protobuf,GO
theblokc,arbdevbootcamp-reference,md5.js,crypto-browserify,md5.js,NPM
cryptosmartnow,bitsave_stylus,jsonwebtoken,keats,jsonwebtoken,RUST
offchainlabs,stylus-erc721,ethereumjs-wallet,ethereumjs,ethereumjs-wallet,NPM
fluidity-money,long.so,@babel/helper-optimise-call-expression,babel,babel,NPM
blockscout,cargo-stylus-test-examples,num-bigint,rust-num,num-bigint,RUST
theblokc,arbdevbootcamp-reference,for-each,raynos,for-each,NPM
offchainlabs,stylus-vending-machine,hashbrown,rust-lang,hashbrown,RUST
fluidity-money,long.so,lint-staged,okonet,lint-staged,NPM
theblokc,arbdevbootcamp-reference,es-set-tostringtag,es-shims,es-set-tostringtag,NPM
offchainlabs,stylus-tutorials,jsx-ast-utils,jsx-eslint,jsx-ast-utils,NPM
offchainlabs,stylus-erc20,dot-case,blakeembrey,change-case,NPM
offchainlabs,stylus-by-example,format,samsonjs,format,NPM
offchainlabs,stylus-by-example,rrweb-snapshot,rrweb-io,rrweb,NPM
fluidity-money,long.so,ua-parser-js,faisalman,ua-parser-js,NPM
offchainlabs,stylus-workshop-rust-solidity,crc-catalog,akhilles,crc-catalog,RUST
offchainlabs,stylus-erc20,encodeurl,pillarjs,encodeurl,NPM
offchainlabs,stylus-erc20,@ethersproject/basex,ethers-io,ethers.js,NPM
cryptosmartnow,bitsave_stylus,parity-scale-codec,paritytech,parity-scale-codec,RUST
offchainlabs,stylus-hello-world,parity-scale-codec,paritytech,parity-scale-codec,RUST
offchainlabs,stylus-tutorials,windows_i686_gnu,microsoft,windows-rs,RUST
theblokc,arbdevbootcamp-reference,qs,ljharb,qs,NPM
fluidity-money,long.so,unicode-match-property-ecmascript,mathiasbynens,unicode-match-property-ecmascript,NPM
offchainlabs,stylus-erc20,require-main-filename,yargs,require-main-filename,NPM
fluidity-money,long.so,@types/d3-ease,definitelytyped,definitelytyped,NPM
fluidity-money,long.so,pkg-dir,sindresorhus,pkg-dir,NPM
alt-research,nitro,byteorder,burntsushi,byteorder,RUST
seabrick,seabrick-contracts,byteorder,burntsushi,byteorder,RUST
offchainlabs,stylus-erc20,base16ct,rustcrypto,formats,RUST
offchainlabs,stylus-english-auction,base16ct,rustcrypto,formats,RUST
offchainlabs,stylus-erc20,flat,hughsk,flat,NPM
fluidity-money,long.so,core-js,zloirock,core-js,NPM
theblokc,arbdevbootcamp-reference,level-transcoder,level,transcoder,NPM
fluidity-money,long.so,mkdirp,isaacs,node-mkdirp,NPM
theblokc,arbdevbootcamp-reference,anymatch,micromatch,anymatch,NPM
fluidity-money,long.so,anymatch,micromatch,anymatch,NPM
theblokc,arbdevbootcamp-reference,@types/concat-stream,definitelytyped,definitelytyped,NPM
alt-research,nitro-contracts-2.1.0,github.com/prometheus/client_model,prometheus,client_model,GO
offchainlabs,stylus-erc20-oz,signature,rustcrypto,traits,RUST
fluidity-money,long.so,chokidar,paulmillr,chokidar,NPM
offchainlabs,stylus-by-example,style-to-object,remarkablemark,style-to-object,NPM
theblokc,arbdevbootcamp-reference,require-from-string,floatdrop,require-from-string,NPM
offchainlabs,stylus-hello-world,webpki-roots,rustls,webpki-roots,RUST
offchainlabs,stylus-vending-machine,parking_lot,amanieu,parking_lot,RUST
fluidity-money,long.so,is-plain-object,jonschlinkert,is-plain-object,NPM
fluidity-money,long.so,jest-worker,jestjs,jest,NPM
fracton-ventures,nitro-gacha,autocfg,cuviper,autocfg,RUST
offchainlabs,stylus-hello-world,autocfg,cuviper,autocfg,RUST
offchainlabs,stylus-erc721,mimic-response,sindresorhus,mimic-response,NPM
offchainlabs,stylus-erc20,mimic-response,sindresorhus,mimic-response,NPM
cryptosmartnow,bs_arbitrum_main,unicode-xid,unicode-rs,unicode-xid,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,bit-set,contain-rs,bit-set,RUST
offchainlabs,stylus-hello-world,bit-set,contain-rs,bit-set,RUST
fluidity-money,long.so,@react-native-community/cli-server-api,react-native-community,cli,NPM
cryptosmartnow,bs_arbitrum_main,strum,peternator7,strum,RUST
blockscout,cargo-stylus-test-examples,semver,npm,node-semver,NPM
offchainlabs,stylus-quickstart-vending-machine,gloo-timers,rustwasm,gloo,RUST
solide-project,stylide,hyper,hyperium,hyper,RUST
offchainlabs,stylus-erc721,unpipe,stream-utils,unpipe,NPM
blockscout,cargo-stylus-test-examples,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,unicode-segmentation,unicode-rs,unicode-segmentation,RUST
alt-research,nitro-near,clap_derive,clap-rs,clap,RUST
fluidity-money,long.so,cross-inspect,ardatan,graphql-tools,NPM
offchainlabs,stylus-workshop-counter,motsu,openzeppelin,stylus-test-helpers,RUST
alt-research,nitro-near,toml,toml-rs,toml,RUST
offchainlabs,nitro,textwrap,mgeisler,textwrap,RUST
offchainlabs,stylus-by-example,react,facebook,react,NPM
fluidity-money,long.so,@walletconnect/ethereum-provider,walletconnect,walletconnect-monorepo,NPM
seabrick,seabrick-contracts,fixedbitset,petgraph,fixedbitset,RUST
offchainlabs,nitro,github.com/supranational/blst,supranational,blst,GO
theblokc,arbdevbootcamp-reference,nopt,npm,nopt,NPM
offchainlabs,stylus-erc20-oz,futures-core,rust-lang,futures-rs,RUST
offchainlabs,stylus-workshop-counter,futures-core,rust-lang,futures-rs,RUST
offchainlabs,stylus-vending-machine,winnow,winnow-rs,winnow,RUST
blockscout,cargo-stylus-test-examples,winnow,winnow-rs,winnow,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,unicode-ident,dtolnay,unicode-ident,RUST
offchainlabs,stylus-vending-machine,unicode-ident,dtolnay,unicode-ident,RUST
offchainlabs,stylus-hello-world,bzip2-sys,alexcrichton,bzip2-rs,RUST
offchainlabs,stylus-english-auction,bzip2-sys,alexcrichton,bzip2-rs,RUST
offchainlabs,stylus-erc20,methods,jshttp,methods,NPM
offchainlabs,stylus-tutorials,eslint-import-resolver-node,import-js,eslint-plugin-import,NPM
alt-research,nitro-contracts-2.1.0,bincode,bincode-org,bincode,RUST
solide-project,stylide,rustls,rustls,rustls,RUST
offchainlabs,stylus-quickstart-vending-machine,rustls,rustls,rustls,RUST
offchainlabs,stylus-vending-machine,glob,rust-lang,glob,RUST
offchainlabs,stylus-erc20-oz,wasm-bindgen-macro,rustwasm,wasm-bindgen,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,wasm-bindgen-macro,rustwasm,wasm-bindgen,RUST
offchainlabs,stylus-erc20-oz,futures-sink,rust-lang,futures-rs,RUST
blockscout,cargo-stylus-test-examples,table,gajus,table,NPM
solide-project,stylide,tap,myrrlyn,tap,RUST
offchainlabs,stylus-erc20-oz,pin-project-lite,taiki-e,pin-project-lite,RUST
offchainlabs,stylus-tutorials,file-entry-cache,jaredwray,file-entry-cache,NPM
offchainlabs,stylus-chess,pin-utils,rust-lang-nursery,pin-utils,RUST
fluidity-money,long.so,lz-string,pieroxy,lz-string,NPM
offchainlabs,stylus-erc20,is-arrayish,qix-,node-is-arrayish,NPM
cryptosmartnow,bs_arbitrum_main,either,rayon-rs,either,RUST
fracton-ventures,nitro-gacha,either,rayon-rs,either,RUST
teeeeeo9,basket-swap-stylus,bumpalo,fitzgen,bumpalo,RUST
offchainlabs,stylus-erc20-oz,alloy-provider,alloy-rs,alloy,RUST
offchainlabs,stylus-chess,try-lock,seanmonstar,try-lock,RUST
offchainlabs,stylus-erc721,source-map-support,evanw,node-source-map-support,NPM
offchainlabs,stylus-erc20,is-extglob,jonschlinkert,is-extglob,NPM
cryptosmartnow,bitsave_stylus,dirs,soc,dirs-rs,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,dirs,soc,dirs-rs,RUST
theblokc,arbdevbootcamp-reference,process-nextick-args,calvinmetcalf,process-nextick-args,NPM
offchainlabs,stylus-erc20-oz,subtle,dalek-cryptography,subtle,RUST
theblokc,arbdevbootcamp-reference,subtle,dalek-cryptography,subtle,RUST
alt-research,nitro,target-lexicon,bytecodealliance,target-lexicon,RUST
cryptosmartnow,bs_arbitrum_main,crunchy,eira-fransham,crunchy,RUST
solide-project,stylide,crunchy,eira-fransham,crunchy,RUST
offchainlabs,stylus-erc20,@eslint-community/regexpp,eslint-community,regexpp,NPM
offchainlabs,stylus-erc721,@nomicfoundation/solidity-analyzer-linux-arm64-musl,nomicfoundation,solidity-analyzer,NPM
alt-research,nitro-contracts-2.1.0,ethbloom,paritytech,parity-common,RUST
fluidity-money,long.so,@webassemblyjs/ieee754,xtuc,webassemblyjs,NPM
offchainlabs,stylus-erc20,normalize-package-data,npm,normalize-package-data,NPM
fluidity-money,long.so,fsevents,fsevents,fsevents,NPM
offchainlabs,stylus-erc721,@nomicfoundation/solidity-analyzer-darwin-arm64,nomicfoundation,solidity-analyzer,NPM
dsrvlabs,arbiturm-stylus-solidity-compare,miniz_oxide,frommi,miniz_oxide,RUST
offchainlabs,stylus-erc20-oz,stylus-proc,offchainlabs,stylus-sdk-rs,RUST
offchainlabs,stylus-workshop-proxy-update,stylus-proc,offchainlabs,stylus-sdk-rs,RUST
alt-research,nitro-contracts-2.1.0,enum-iterator,stephaneyfx,enum-iterator,RUST
fluidity-money,long.so,abitype,wevm,abitype,NPM
fracton-ventures,nitro-gacha,prettyplease,dtolnay,prettyplease,RUST
blockscout,cargo-stylus-test-examples,evp_bytestokey,crypto-browserify,evp_bytestokey,NPM
seabrick,seabrick-contracts,chrono,chronotope,chrono,RUST
theblokc,arbdevbootcamp-reference,@sentry/minimal,getsentry,sentry-javascript,NPM
offchainlabs,stylus-erc721,@types/qs,definitelytyped,definitelytyped,NPM
solide-project,stylide,libm,rust-lang,libm,RUST
fracton-ventures,nitro-gacha,libm,rust-lang,libm,RUST
alt-research,nitro-contracts-2.1.0,indenter,yaahc,indenter,RUST
offchainlabs,stylus-erc20-oz,alloy-genesis,alloy-rs,alloy,RUST
offchainlabs,stylus-erc721,window-size,jonschlinkert,window-size,NPM
offchainlabs,stylus-by-example,readdirp,paulmillr,readdirp,NPM
fluidity-money,long.so,form-data,form-data,form-data,NPM
fluidity-money,long.so,espree,eslint,espree,NPM
theblokc,arbdevbootcamp-reference,eslint-import-resolver-typescript,import-js,eslint-import-resolver-typescript,NPM
fracton-ventures,nitro-gacha,salsa20,rustcrypto,stream-ciphers,RUST
theblokc,arbdevbootcamp-reference,futures,rust-lang,futures-rs,RUST
offchainlabs,stylus-by-example,eyre,eyre-rs,eyre,RUST
alt-research,nitro-near,windows_x86_64_msvc,microsoft,windows-rs,RUST
offchainlabs,nitro,windows_x86_64_msvc,microsoft,windows-rs,RUST
offchainlabs,stylus-erc721,find-yarn-workspace-root2,bluelovers,find-yarn-workspace-root,NPM
offchainlabs,stylus-by-example,@esbuild/linux-x64,evanw,esbuild,NPM
offchainlabs,stylus-workshop-counter,alloy-network,alloy-rs,alloy,RUST
offchainlabs,stylus-erc20,string.prototype.trimstart,es-shims,string.prototype.trimstart,NPM
offchainlabs,stylus-tutorials,ansi-regex,chalk,ansi-regex,NPM
offchainlabs,stylus-by-example,@esbuild/win32-x64,evanw,esbuild,NPM
offchainlabs,stylus-english-auction,semver,dtolnay,semver,RUST
blockscout,cargo-stylus-test-examples,semver,dtolnay,semver,RUST
fracton-ventures,nitro-gacha,semver,dtolnay,semver,RUST
offchainlabs,stylus-vending-machine,tinyvec_macros,soveu,tinyvec_macros,RUST
offchainlabs,stylus-erc721,typed-array-length,inspect-js,typed-array-length,NPM
fracton-ventures,nitro-gacha,crossbeam-epoch,crossbeam-rs,crossbeam,RUST
fracton-ventures,nitro-gacha,serde_urlencoded,nox,serde_urlencoded,RUST
offchainlabs,stylus-hello-world,serde_urlencoded,nox,serde_urlencoded,RUST
offchainlabs,stylus-erc20,deep-eql,chaijs,deep-eql,NPM
offchainlabs,stylus-erc721,deep-eql,chaijs,deep-eql,NPM
offchainlabs,stylus-vending-machine,alloy-rlp,alloy-rs,rlp,RUST
offchainlabs,stylus-chess,idna,servo,rust-url,RUST
offchainlabs,stylus-by-example,idna,servo,rust-url,RUST
offchainlabs,stylus-quickstart-vending-machine,tracing-core,tokio-rs,tracing,RUST
fluidity-money,long.so,zeroize,rustcrypto,utils,RUST
offchainlabs,stylus-tutorials,zeroize,rustcrypto,utils,RUST
fracton-ventures,nitro-gacha,futures-channel,rust-lang,futures-rs,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,futures-channel,rust-lang,futures-rs,RUST
fluidity-money,long.so,@trysound/sax,svg,sax,NPM
fluidity-money,long.so,eslint-plugin-react-hooks,facebook,react,NPM
theblokc,arbdevbootcamp-reference,eslint-plugin-react-hooks,facebook,react,NPM
fluidity-money,long.so,is-weakmap,inspect-js,is-weakmap,NPM
offchainlabs,stylus-erc721,arrify,sindresorhus,arrify,NPM
cryptosmartnow,stylus_bitsave,ruint-macro,recmo,uint,RUST
seabrick,seabrick-contracts,keccak-asm,danipopes,keccak-asm,RUST
offchainlabs,stylus-english-auction,term,stebalien,term,RUST
theblokc,arbdevbootcamp-reference,@babel/helper-validator-option,babel,babel,NPM
alt-research,nitro-contracts-2.1.0,hex-literal,rustcrypto,utils,RUST
teeeeeo9,basket-swap-stylus,hex-literal,rustcrypto,utils,RUST
offchainlabs,stylus-erc20-oz,hex-literal,rustcrypto,utils,RUST
offchainlabs,stylus-by-example,adler,jonas-schievink,adler,RUST
solide-project,stylide,adler,jonas-schievink,adler,RUST
offchainlabs,nitro,derivative,mcarton,rust-derivative,RUST
offchainlabs,stylus-hello-world-minimal,derivative,mcarton,rust-derivative,RUST
theblokc,arbdevbootcamp-reference,aes-js,ricmoo,aes-js,NPM
fluidity-money,long.so,postcss-modules-values,css-modules,postcss-modules-values,NPM
offchainlabs,stylus-by-example,@vue/compiler-dom,vuejs,core,NPM
blockscout,cargo-stylus-test-examples,convert_case,rutrum,convert-case,RUST
offchainlabs,stylus-hello-world-minimal,convert_case,rutrum,convert-case,RUST
offchainlabs,nitro,time-macros,time-rs,time,RUST
cryptosmartnow,bs_arbitrum_main,time-macros,time-rs,time,RUST
dsrvlabs,arbiturm-stylus-solidity-compare,num-traits,rust-num,num-traits,RUST
theblokc,arbdevbootcamp-reference,http-basic,forbeslindesay,http-basic,NPM
alt-research,nitro,github.com/ethereum/c-kzg-4844,ethereum,c-kzg-4844,GO
offchainlabs,nitro,anstyle-parse,rust-cli,anstyle,RUST
theblokc,arbdevbootcamp-reference,@swc/core-win32-arm64-msvc,swc-project,swc,NPM
offchainlabs,stylus-vending-machine,ruint,recmo,uint,RUST
cryptosmartnow,bitsave_stylus,ruint,recmo,uint,RUST
offchainlabs,stylus-english-auction,sync_wrapper,actyx,sync_wrapper,RUST
offchainlabs,stylus-erc20,object.assign,ljharb,object.assign,NPM
theblokc,arbdevbootcamp-reference,source-map,mozilla,source-map,NPM
fluidity-money,long.so,is-finalizationregistry,inspect-js,is-finalizationregistry,NPM
alt-research,nitro-near,cranelift-codegen,bytecodealliance,wasmtime,RUST
offchainlabs,nitro,cranelift-codegen,bytecodealliance,wasmtime,RUST
offchainlabs,stylus-erc721,certora-cli,certora,certoraprover,PIP
offchainlabs,stylus-erc721,bluebird,petkaantonov,bluebird,NPM
alt-research,nitro,cast,japaric,cast.rs,RUST
fluidity-money,long.so,system-architecture,sindresorhus,system-architecture,NPM
cryptosmartnow,bs_arbitrum_main,aes,rustcrypto,block-ciphers,RUST
solide-project,stylide,windows-sys,microsoft,windows-rs,RUST
offchainlabs,stylus-english-auction,windows-sys,microsoft,windows-rs,RUST
offchainlabs,stylus-chess,windows-sys,microsoft,windows-rs,RUST
