artifact_name,project_name,metric_name,sample_date,amount
redstone-lido-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
avm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,2
audit-reports,pyth-network,GITHUB_active_developers_monthly,2022-11-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-11-01,2
nftpacks-contracts,third-web,GITHUB_active_developers_monthly,2022-02-01,1
pegoat,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,2
manticoreui,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-08-01,1
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,2
og-image,third-web,GITHUB_active_developers_monthly,2022-08-01,1
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-08-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-01-01,2
zkdocs,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
empirehacking.nyc,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
pyth-serum,pyth-network,GITHUB_active_developers_monthly,2022-01-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
privacyraven,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
pyth-sdk-solidity,pyth-network,GITHUB_active_developers_monthly,2022-09-01,1
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,2
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-09-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
weggli-native,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
widgets,third-web,GITHUB_active_developers_monthly,2022-09-01,2
redstone-evm-connector,redstone-finance,GITHUB_active_developers_monthly,2022-09-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,4
redstone-sw-testnet,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2022-01-01,2
manticore,trailofbits,GITHUB_active_developers_monthly,2022-01-01,3
redstone-smartweave-contracts,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-09-01,1
delegable-token,wakeuplabs,GITHUB_active_developers_monthly,2022-09-01,1
ozdefender-autotask,third-web,GITHUB_active_developers_monthly,2022-09-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
circomspect,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
circuitous-benchmarks,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
sholva,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
nrc-721-sdk,rather_labs,GITHUB_active_developers_monthly,2022-06-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2022-09-01,2
js,third-web,GITHUB_active_developers_monthly,2022-09-01,6
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2022-09-01,5
michelson-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,1
ebpfpub,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
elrond-multisig,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,2
redstone-custom-urls-manifest-updater,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
widgets,third-web,GITHUB_active_developers_monthly,2022-08-01,2
docs,third-web,GITHUB_active_developers_monthly,2022-08-01,6
rv-predict,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
avm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
rust-wolfssl,trailofbits,GITHUB_active_developers_monthly,2022-08-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,2
blog,third-web,GITHUB_active_developers_monthly,2022-03-01,1
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-03-01,2
constexpr-everything,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
btfparse,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-06-01,3
audit-reports,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
redstone-api,redstone-finance,GITHUB_active_developers_monthly,2022-02-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,2
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2022-06-01,4
unity-webgl-sdk,third-web,GITHUB_active_developers_monthly,2022-02-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2022-02-01,3
unity-sdk-bridge,third-web,GITHUB_active_developers_monthly,2022-02-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2022-11-01,2
publications,runtimeverification,GITHUB_active_developers_monthly,2022-02-01,4
siderophile,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-02-01,2
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,2
go-config,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,1
redstone-custom-urls-manifest-updater,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
elrond-multisig,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2022-01-01,2
nyc-infosec,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
pyth-gitbook,pyth-network,GITHUB_active_developers_monthly,2022-09-01,2
og-image,third-web,GITHUB_active_developers_monthly,2022-09-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-09-01,2
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-09-01,2
maat,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
pyth-js,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
python-project-template,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,2
mttn,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
widgets,third-web,GITHUB_active_developers_monthly,2022-06-01,1
michelson-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,1
react,third-web,GITHUB_active_developers_monthly,2022-08-01,3
nrc-721-sdk,rather_labs,GITHUB_active_developers_monthly,2022-01-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-01-01,3
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
.github,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,2
dashboard,third-web,GITHUB_active_developers_monthly,2022-09-01,5
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2022-09-01,3
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-09-01,2
avm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,2
siderophile,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
graphtage,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
create-thirdweb-app,third-web,GITHUB_active_developers_monthly,2022-03-01,2
redstone-sw-testnet,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,1
dylint-template,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
portal,third-web,GITHUB_active_developers_monthly,2022-03-01,6
windows-acl,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,2
michelson-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-02-01,1
maat,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
governance-ui,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2022-02-01,1
nrc-721-sdk,rather_labs,GITHUB_active_developers_monthly,2022-02-01,2
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2022-02-01,2
coinbase-kyd-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
pyth-js,pyth-network,GITHUB_active_developers_monthly,2022-11-01,2
siderophile,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
redstone-evm-connector-examples,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
moledao-workshop,third-web,GITHUB_active_developers_monthly,2022-03-01,1
manticore,trailofbits,GITHUB_active_developers_monthly,2022-08-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2022-08-01,2
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-08-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,4
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-08-01,2
publications,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,2
algo,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
arlocal,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-01-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
reverie,trailofbits,GITHUB_active_developers_monthly,2022-01-01,1
contracts,third-web,GITHUB_active_developers_monthly,2022-09-01,4
python-sdk,third-web,GITHUB_active_developers_monthly,2022-09-01,1
mcircuit,trailofbits,GITHUB_active_developers_monthly,2022-09-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-09-01,3
dylint,trailofbits,GITHUB_active_developers_monthly,2022-09-01,2
k,runtimeverification,GITHUB_active_developers_monthly,2022-01-01,1
js-client,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,3
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2022-03-01,3
polyfile,trailofbits,GITHUB_active_developers_monthly,2022-03-01,1
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,1
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-03-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,2
plutus-core-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-03-01,3
proxy-contract-wallet-example,third-web,GITHUB_active_developers_monthly,2022-03-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2022-03-01,2
pyth-observer,pyth-network,GITHUB_active_developers_monthly,2022-03-01,2
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-03-01,4
redstone-contracts-wasm,redstone-finance,GITHUB_active_developers_monthly,2022-03-01,2
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,2
engine,third-web,GITHUB_active_developers_monthly,2024-04-01,3
pyth-examples,pyth-network,GITHUB_active_developers_monthly,2024-05-01,1
mx-sdk-rs-flake,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-02-01,7
documentation,pyth-network,GITHUB_active_developers_monthly,2024-02-01,8
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-02-01,1
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-07-01,2
redstone-ton-sample,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
optimism-ci,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
dojo,walnuthq,GITHUB_active_developers_monthly,2024-10-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,3
oso,opensource-observer,GITHUB_active_developers_monthly,2024-10-01,5
blight,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2024-10-01,2
support-discord-bot,third-web,GITHUB_active_developers_monthly,2024-03-01,2
oso,opensource-observer,GITHUB_active_developers_monthly,2024-03-01,3
insights,opensource-observer,GITHUB_active_developers_monthly,2024-03-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
defillama-server,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
cast_checks,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-03-01,1
governance,pyth-network,GITHUB_active_developers_monthly,2024-09-01,2
publications,trailofbits,GITHUB_active_developers_monthly,2024-09-01,6
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,2
mir-semantics-compiletest,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
starkflare,walnuthq,GITHUB_active_developers_monthly,2024-05-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2024-04-01,2
support-discord-bot,third-web,GITHUB_active_developers_monthly,2024-04-01,2
necessist,trailofbits,GITHUB_active_developers_monthly,2024-04-01,2
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
multiplier,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,3
support-discord-bot,third-web,GITHUB_active_developers_monthly,2024-01-01,1
dmarc,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-01-01,1
homebrew-tools,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2024-05-01,2
.github,third-web,GITHUB_active_developers_monthly,2024-05-01,1
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-05-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2024-05-01,2
simbolik-vscode,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
redstone-api,redstone-finance,GITHUB_active_developers_monthly,2024-05-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,2
gitbook-home,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,2
gmx-contracts,redstone-finance,GITHUB_active_developers_monthly,2024-02-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-02-01,2
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-02-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-02-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,3
rust-sdk,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
price-feeds-metadata,pyth-network,GITHUB_active_developers_monthly,2024-05-01,2
blight,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
docs-v2,third-web,GITHUB_active_developers_monthly,2024-05-01,16
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2024-02-01,14
insights,opensource-observer,GITHUB_active_developers_monthly,2024-05-01,1
keplr-chain-registry,fairblock,GITHUB_active_developers_monthly,2024-02-01,1
vast,trailofbits,GITHUB_active_developers_monthly,2024-07-01,3
passport-reader,passportxyz,GITHUB_active_developers_monthly,2024-09-01,1
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
pl-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
governance,pyth-network,GITHUB_active_developers_monthly,2024-10-01,1
redstone-fuel-sdk,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
rfc8785.py,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-03-01,1
example-publisher,pyth-network,GITHUB_active_developers_monthly,2024-03-01,2
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,2
fairyring,fairblock,GITHUB_active_developers_monthly,2024-03-01,3
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,2
governance,pyth-network,GITHUB_active_developers_monthly,2024-03-01,6
contracts-next-scripts,third-web,GITHUB_active_developers_monthly,2024-03-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-03-01,1
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-03-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
ml-file-formats,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
uthenticode,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-01-01,1
py-wasm,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,1
js,third-web,GITHUB_active_developers_monthly,2024-01-01,17
beacon,pyth-network,GITHUB_active_developers_monthly,2024-01-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,2
hs-backend-booster,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,3
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2024-01-01,2
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
pl-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-07-01,1
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,6
oso,opensource-observer,GITHUB_active_developers_monthly,2024-07-01,5
vast-benchmarks,trailofbits,GITHUB_active_developers_monthly,2024-07-01,2
necessist,trailofbits,GITHUB_active_developers_monthly,2024-07-01,2
js,third-web,GITHUB_active_developers_monthly,2024-07-01,5
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-07-01,9
gmx-contracts,redstone-finance,GITHUB_active_developers_monthly,2024-01-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
rpcinvestigator,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
merch-store,third-web,GITHUB_active_developers_monthly,2024-07-01,2
contracts-next-scripts,third-web,GITHUB_active_developers_monthly,2024-01-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2024-01-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2024-01-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,1
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2024-05-01,13
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
imp-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,1
btighidra,trailofbits,GITHUB_active_developers_monthly,2024-02-01,2
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2024-09-01,3
eth-security-toolbox,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
challenge-tasks,trailofbits,GITHUB_active_developers_monthly,2024-12-01,3
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-09-01,1
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,2
engine,third-web,GITHUB_active_developers_monthly,2024-12-01,4
enclave,enclave-gnosisguild,GITHUB_active_developers_monthly,2024-09-01,3
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2024-09-01,6
ember-hook,ember-shahankhatch,GITHUB_active_developers_monthly,2024-12-01,1
deepstate,trailofbits,GITHUB_active_developers_monthly,2024-12-01,2
enclave,enclave-gnosisguild,GITHUB_active_developers_monthly,2024-12-01,2
v4-core,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
blight,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
op-geth,fairblock,GITHUB_active_developers_monthly,2024-12-01,1
alloy-core,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-02-01,1
ssh-agent,redstone-finance,GITHUB_active_developers_monthly,2024-02-01,1
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-02-01,2
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
pyth-examples,pyth-network,GITHUB_active_developers_monthly,2024-07-01,3
macroni,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
sharegenerationclient,fairblock,GITHUB_active_developers_monthly,2024-07-01,1
rfc8785.py,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
insights,opensource-observer,GITHUB_active_developers_monthly,2024-07-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,4
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
governance,pyth-network,GITHUB_active_developers_monthly,2024-07-01,3
lms-go,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
insights,opensource-observer,GITHUB_active_developers_monthly,2024-02-01,1
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2024-02-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2024-02-01,2
kasmer-multiversx,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,2
cargo-stylus,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-07-01,1
passport-docs,passportxyz,GITHUB_active_developers_monthly,2024-07-01,1
infra-libs,passportxyz,GITHUB_active_developers_monthly,2024-07-01,2
fairyport,fairblock,GITHUB_active_developers_monthly,2024-07-01,1
kup,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
redstone-docs,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,6
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
.github,third-web,GITHUB_active_developers_monthly,2024-07-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-07-01,3
fairyring,fairblock,GITHUB_active_developers_monthly,2024-07-01,1
ruzzy,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
sharegenerationclient,fairblock,GITHUB_active_developers_monthly,2024-04-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,3
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,2
install-kaas,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-08-01,1
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
optimism-ci,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,3
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2024-08-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2024-08-01,5
k,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
docs-v2,third-web,GITHUB_active_developers_monthly,2024-04-01,13
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-04-01,1
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2024-04-01,1
cannon,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-04-01,1
rfc8785.py,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
gitbook-home,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,2
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-04-01,2
kontrol-demo,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,2
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-06-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,6
direct-payments-example,third-web,GITHUB_active_developers_monthly,2024-12-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
starkflare,walnuthq,GITHUB_active_developers_monthly,2024-06-01,2
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,4
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
documentation,pyth-network,GITHUB_active_developers_monthly,2024-06-01,7
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-06-01,1
pyth-examples,pyth-network,GITHUB_active_developers_monthly,2024-06-01,2
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
rfc8785.py,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2024-06-01,1
program-admin,pyth-network,GITHUB_active_developers_monthly,2024-06-01,1
charts,pyth-network,GITHUB_active_developers_monthly,2024-06-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2024-06-01,7
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,2
enclave,enclave-gnosisguild,GITHUB_active_developers_monthly,2024-06-01,3
redstone-prototypes,redstone-finance,GITHUB_active_developers_monthly,2024-06-01,1
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
synthetix-deployments,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-06-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-06-01,2
engine,third-web,GITHUB_active_developers_monthly,2024-06-01,3
cosmos-sdk,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
kasmer-multiversx,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,2
vast,trailofbits,GITHUB_active_developers_monthly,2024-06-01,3
