artifact_name,project_name,metric_name,sample_date,amount
elrond-multisig,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,1
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-07-01,1
contracts,third-web,GITHUB_active_developers_monthly,2022-07-01,4
vast,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
coinbase-kyd-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2022-05-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-06-01,1
redstone-node,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,2
ebpf-common,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
contracts,third-web,GITHUB_active_developers_monthly,2022-02-01,1
blog,third-web,GITHUB_active_developers_monthly,2022-06-01,1
go-sdk,third-web,GITHUB_active_developers_monthly,2022-06-01,1
vlsm,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,4
typescript-sdk,third-web,GITHUB_active_developers_monthly,2022-06-01,5
empirehacking.nyc,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2022-06-01,6
contracts,third-web,GITHUB_active_developers_monthly,2022-06-01,3
manticoreui,trailofbits,GITHUB_active_developers_monthly,2022-06-01,3
.github,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
btfparse,trailofbits,GITHUB_active_developers_monthly,2022-06-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2022-02-01,1
hotpotato,third-web,GITHUB_active_developers_monthly,2022-02-01,4
ozdefender-autotask,third-web,GITHUB_active_developers_monthly,2022-02-01,1
niftyswap.gg,third-web,GITHUB_active_developers_monthly,2022-02-01,1
pyth-client-rs,pyth-network,GITHUB_active_developers_monthly,2022-02-01,2
pyth-sdk-rs,pyth-network,GITHUB_active_developers_monthly,2022-11-01,2
pyth-client-js,pyth-network,GITHUB_active_developers_monthly,2022-02-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,3
redstone-tron-showroom,redstone-finance,GITHUB_active_developers_monthly,2022-11-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2022-11-01,2
.github,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
go-sdk,third-web,GITHUB_active_developers_monthly,2022-11-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2022-11-01,2
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-11-01,1
pyk,runtimeverification,GITHUB_active_developers_monthly,2022-11-01,2
manticore,trailofbits,GITHUB_active_developers_monthly,2022-07-01,2
publications,trailofbits,GITHUB_active_developers_monthly,2022-07-01,4
publications,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,2
thirdweb-cli,third-web,GITHUB_active_developers_monthly,2022-07-01,4
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,2
pe-parse,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,1
redstone-evm-connector,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,1
blockchain-challenge-utils,rather_labs,GITHUB_active_developers_monthly,2022-07-01,1
blog,third-web,GITHUB_active_developers_monthly,2022-07-01,1
oracle-sandbox,pyth-network,GITHUB_active_developers_monthly,2022-07-01,1
krf,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2022-07-01,4
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2022-12-01,2
manticore,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
redstone-cache-service-lightsail,redstone-finance,GITHUB_active_developers_monthly,2022-12-01,2
redstone-oracle-monitoring,redstone-finance,GITHUB_active_developers_monthly,2022-05-01,2
governance-ui,pyth-network,GITHUB_active_developers_monthly,2022-05-01,2
examples,third-web,GITHUB_active_developers_monthly,2022-05-01,1
pyth-sdk-js,pyth-network,GITHUB_active_developers_monthly,2022-07-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,6
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,2
python-sdk,third-web,GITHUB_active_developers_monthly,2022-07-01,1
redstone-app,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,2
og-image,third-web,GITHUB_active_developers_monthly,2022-07-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
sholva,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
redstone-cache-layer,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2022-12-01,2
dashboard,third-web,GITHUB_active_developers_monthly,2022-05-01,4
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2022-05-01,1
siderophile,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
mishegos,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
erc7412,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
dylint-template,trailofbits,GITHUB_active_developers_monthly,2022-07-01,1
redstone-oracle-monitoring,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,2
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,1
dylint,trailofbits,GITHUB_active_developers_monthly,2022-07-01,2
match,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,1
rv-nix-tools,runtimeverification,GITHUB_active_developers_monthly,2022-07-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2022-07-01,6
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2022-07-01,2
dmarc,trailofbits,GITHUB_active_developers_monthly,2022-12-01,1
chain-icons,third-web,GITHUB_active_developers_monthly,2022-12-01,1
redstone-sw-testnet,redstone-finance,GITHUB_active_developers_monthly,2022-06-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,3
circomspect,trailofbits,GITHUB_active_developers_monthly,2024-04-01,1
install-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2024-04-01,2
rv-nix-tools,runtimeverification,GITHUB_active_developers_monthly,2024-04-01,1
cosmos-sdk,fairblock,GITHUB_active_developers_monthly,2024-06-01,1
scala-kore,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,2
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
build-wrap,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
engine,third-web,GITHUB_active_developers_monthly,2024-03-01,3
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-09-01,9
support-discord-bot,third-web,GITHUB_active_developers_monthly,2024-05-01,1
ruzzy,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
passport-docs,passportxyz,GITHUB_active_developers_monthly,2024-05-01,1
cairo-vm,walnuthq,GITHUB_active_developers_monthly,2024-05-01,1
macroni,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-05-01,10
documentation,pyth-network,GITHUB_active_developers_monthly,2024-05-01,9
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,4
contracts,third-web,GITHUB_active_developers_monthly,2024-02-01,2
vast-benchmarks,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
homebrew-k,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,1
go-sdk,third-web,GITHUB_active_developers_monthly,2024-05-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-05-01,2
contracts,third-web,GITHUB_active_developers_monthly,2024-05-01,2
fairyring,fairblock,GITHUB_active_developers_monthly,2024-02-01,2
debloater-eval,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
engine,third-web,GITHUB_active_developers_monthly,2024-02-01,4
faucet,fairblock,GITHUB_active_developers_monthly,2024-02-01,1
circuitous,trailofbits,GITHUB_active_developers_monthly,2024-02-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,3
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-05-01,1
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-05-01,2
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
mir-semantics-compiletest,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
tlslib.py,trailofbits,GITHUB_active_developers_monthly,2024-05-01,2
governance,pyth-network,GITHUB_active_developers_monthly,2024-05-01,2
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,2
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,5
contracts-next-scripts,third-web,GITHUB_active_developers_monthly,2024-02-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-05-01,1
cast_checks,trailofbits,GITHUB_active_developers_monthly,2024-02-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2024-07-01,7
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-07-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-02-01,2
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-03-01,10
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
bdjuno,fairblock,GITHUB_active_developers_monthly,2024-03-01,1
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-03-01,3
lms-go,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
homebrew-tools,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
kup,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
cairo-vm,walnuthq,GITHUB_active_developers_monthly,2024-03-01,1
windows-ctl,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
kontrol-demo,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
publications,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
redstone-fuel-sdk,redstone-finance,GITHUB_active_developers_monthly,2024-09-01,1
contracts,third-web,GITHUB_active_developers_monthly,2024-03-01,3
documentation,pyth-network,GITHUB_active_developers_monthly,2024-03-01,7
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,1
eas-proxy,passportxyz,GITHUB_active_developers_monthly,2024-09-01,2
maat,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
pyth-client,pyth-network,GITHUB_active_developers_monthly,2024-10-01,1
rust,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
cairo,walnuthq,GITHUB_active_developers_monthly,2024-10-01,1
sharegenerationclient,fairblock,GITHUB_active_developers_monthly,2024-03-01,1
.github,third-web,GITHUB_active_developers_monthly,2024-10-01,1
cast_checks,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-10-01,2
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,2
optimism-ci,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
mishegos,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
dashboard,third-web,GITHUB_active_developers_monthly,2024-03-01,13
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2024-03-01,3
imp-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,2
ercx-vscode,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,1
blockchain-k-plugin,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,3
fuel-test-contract,redstone-finance,GITHUB_active_developers_monthly,2024-09-01,1
insights,opensource-observer,GITHUB_active_developers_monthly,2024-06-01,1
tlslib.py,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-06-01,3
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
js,third-web,GITHUB_active_developers_monthly,2024-11-01,4
passport-scroll-badge-service,passportxyz,GITHUB_active_developers_monthly,2024-11-01,3
enclave,enclave-gnosisguild,GITHUB_active_developers_monthly,2024-11-01,2
cairo,walnuthq,GITHUB_active_developers_monthly,2024-11-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,2
cargo-line-test,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
wot-honeypot-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
vscode-sarif-explorer,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-11-01,1
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
redstone-images,redstone-finance,GITHUB_active_developers_monthly,2024-11-01,2
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-11-01,1
polytracker,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2024-08-01,1
solang,solang-hyperledger-solang,GITHUB_active_developers_monthly,2024-11-01,2
_audits_lidofinance_dual-governance_fork,runtimeverification,GITHUB_active_developers_monthly,2024-08-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-11-01,1
.github,third-web,GITHUB_active_developers_monthly,2024-11-01,1
wagmi,third-web,GITHUB_active_developers_monthly,2024-11-01,1
internship-tp4-cross,rather_labs,GITHUB_active_developers_monthly,2024-11-01,1
arbitrumcontracts,fairblock,GITHUB_active_developers_monthly,2024-11-01,2
dylint,trailofbits,GITHUB_active_developers_monthly,2024-11-01,2
dojo,walnuthq,GITHUB_active_developers_monthly,2024-11-01,1
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-11-01,1
arbitrum-stylus,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-11-01,2
necessist,trailofbits,GITHUB_active_developers_monthly,2024-11-01,2
docs,walnuthq,GITHUB_active_developers_monthly,2024-08-01,2
sv-bench-patch,trailofbits,GITHUB_active_developers_monthly,2024-05-01,1
fairyring,fairblock,GITHUB_active_developers_monthly,2024-05-01,3
oso,opensource-observer,GITHUB_active_developers_monthly,2024-05-01,4
redstone-evm-examples,redstone-finance,GITHUB_active_developers_monthly,2024-05-01,1
immer,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
docs-v2,third-web,GITHUB_active_developers_monthly,2024-02-01,11
k,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,1
kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,5
maude,runtimeverification,GITHUB_active_developers_monthly,2024-02-01,1
kontrol-workshop-ethcc-7,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
engine,third-web,GITHUB_active_developers_monthly,2024-07-01,4
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
sigstore-apis,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
faucet,fairblock,GITHUB_active_developers_monthly,2024-01-01,1
codex-decompiler,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
awesome-syndicate,syndicateprotocol,GITHUB_active_developers_monthly,2024-01-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
pl-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,3
k-pldi-tutorial,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,1
eatmynetwork,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
oso,opensource-observer,GITHUB_active_developers_monthly,2024-01-01,3
cairo,walnuthq,GITHUB_active_developers_monthly,2024-12-01,1
redstone-oracles-monorepo,redstone-finance,GITHUB_active_developers_monthly,2024-12-01,1
rust-sdk,redstone-finance,GITHUB_active_developers_monthly,2024-12-01,1
kontrol-cheatcodes,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,2
fairblock-cycles-quartz,fairblock,GITHUB_active_developers_monthly,2024-12-01,2
llvm-backend,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,1
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2024-12-01,1
twa,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
k,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
cast_checks,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
macroni,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
faucet,fairblock,GITHUB_active_developers_monthly,2024-07-01,1
_kaas_lidofinance_dual-governance,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-07-01,2
_audits_lidofinance_dual-governance_fork,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
empirehacking.nyc,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
engine,third-web,GITHUB_active_developers_monthly,2024-01-01,5
vast,trailofbits,GITHUB_active_developers_monthly,2024-01-01,2
automerge,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,1
awesome-ml-security,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
pe-parse,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
contracts,third-web,GITHUB_active_developers_monthly,2024-01-01,2
testing-handbook,trailofbits,GITHUB_active_developers_monthly,2024-01-01,2
program-authority-escrow,pyth-network,GITHUB_active_developers_monthly,2024-01-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,4
dynamic-contracts,third-web,GITHUB_active_developers_monthly,2024-05-01,1
install-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
_kaas_external-test-bed,runtimeverification,GITHUB_active_developers_monthly,2024-05-01,1
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-10-01,19
sqlmesh,opensource-observer,GITHUB_active_developers_monthly,2024-10-01,1
fairyring,fairblock,GITHUB_active_developers_monthly,2024-10-01,3
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
eigenda-orbit-precompile-setup-script,fairblock,GITHUB_active_developers_monthly,2024-10-01,1
id-staking-v2-app,passportxyz,GITHUB_active_developers_monthly,2024-10-01,1
ethglobal-sf-2024,opensource-observer,GITHUB_active_developers_monthly,2024-10-01,2
vscode-weaudit,trailofbits,GITHUB_active_developers_monthly,2024-10-01,2
_audits_lidofinance_dual-governance_fork,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
.github,third-web,GITHUB_active_developers_monthly,2024-03-01,2
audit-reports,pyth-network,GITHUB_active_developers_monthly,2024-09-01,1
riscv-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,1
oso,opensource-observer,GITHUB_active_developers_monthly,2024-09-01,7
cargo-stylus,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-09-01,1
documentation,pyth-network,GITHUB_active_developers_monthly,2024-09-01,5
redstone-landing,redstone-finance,GITHUB_active_developers_monthly,2024-09-01,1
dotnet,third-web,GITHUB_active_developers_monthly,2024-09-01,1
cargo-unmaintained,trailofbits,GITHUB_active_developers_monthly,2024-09-01,2
passport-scorer-test,passportxyz,GITHUB_active_developers_monthly,2024-09-01,1
solang,solang-hyperledger-solang,GITHUB_active_developers_monthly,2024-09-01,1
dojo,walnuthq,GITHUB_active_developers_monthly,2024-09-01,1
pasta,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
id-staking-v2-app,passportxyz,GITHUB_active_developers_monthly,2024-09-01,3
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,2
vscode-sarif-explorer,trailofbits,GITHUB_active_developers_monthly,2024-09-01,2
k-web-theme,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,1
multiplier,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
mir-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,3
retrofunding-r5,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-09-01,1
evm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,3
example-publisher,pyth-network,GITHUB_active_developers_monthly,2024-09-01,1
http-security,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
binary_type_inference,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
passport,passportxyz,GITHUB_active_developers_monthly,2024-09-01,4
scarb,walnuthq,GITHUB_active_developers_monthly,2024-09-01,1
sigstore-rekor-types,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
welldonestudio.github.io,remix-arbitrum-welldonestudio,GITHUB_active_developers_monthly,2024-09-01,2
censys-ruby,trailofbits,GITHUB_active_developers_monthly,2024-09-01,1
miden-playground,walnuthq,GITHUB_active_developers_monthly,2024-12-01,1
simbolik-vscode,runtimeverification,GITHUB_active_developers_monthly,2024-12-01,1
codeql-queries,trailofbits,GITHUB_active_developers_monthly,2024-12-01,2
zkdocs,trailofbits,GITHUB_active_developers_monthly,2024-12-01,2
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
eas-proxy,passportxyz,GITHUB_active_developers_monthly,2024-10-01,1
gelato-relayer-mocked-manifest,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
sharegenerationclient,fairblock,GITHUB_active_developers_monthly,2024-10-01,1
radix-connector-demo,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
per,pyth-network,GITHUB_active_developers_monthly,2024-10-01,4
cosmos-sdk,fairblock,GITHUB_active_developers_monthly,2024-10-01,1
contracts,third-web,GITHUB_active_developers_monthly,2024-10-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-10-01,9
passport,passportxyz,GITHUB_active_developers_monthly,2024-10-01,5
uthenticode,trailofbits,GITHUB_active_developers_monthly,2024-10-01,1
decree,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
oss-funding,opensource-observer,GITHUB_active_developers_monthly,2024-03-01,1
foundry,arbos-foundry-bernard-wagner,GITHUB_active_developers_monthly,2024-10-01,1
_audits_ethereum-optimism_pausability,runtimeverification,GITHUB_active_developers_monthly,2024-10-01,1
engine,third-web,GITHUB_active_developers_monthly,2024-10-01,3
cairo,walnuthq,GITHUB_active_developers_monthly,2024-03-01,1
cargo-line-test,trailofbits,GITHUB_active_developers_monthly,2024-10-01,2
arlocal,redstone-finance,GITHUB_active_developers_monthly,2024-10-01,1
id-staking-v2,passportxyz,GITHUB_active_developers_monthly,2024-10-01,1
signatures,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
chains,syndicateprotocol,GITHUB_active_developers_monthly,2024-03-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
vast,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
necessist,trailofbits,GITHUB_active_developers_monthly,2024-03-01,2
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-09-01,3
necessist,trailofbits,GITHUB_active_developers_monthly,2024-09-01,2
pyk,runtimeverification,GITHUB_active_developers_monthly,2024-03-01,6
redstone-showroom,redstone-finance,GITHUB_active_developers_monthly,2024-03-01,1
uthenticode,trailofbits,GITHUB_active_developers_monthly,2024-03-01,1
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,2
publications,runtimeverification,GITHUB_active_developers_monthly,2024-09-01,1
gh-workflows,passportxyz,GITHUB_active_developers_monthly,2024-07-01,3
pyth-agent,pyth-network,GITHUB_active_developers_monthly,2024-07-01,2
cosmos-sdk,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
codeql-queries,trailofbits,GITHUB_active_developers_monthly,2024-07-01,2
kontrol-solady,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
haskell-backend,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,4
gas-benchmarks,third-web,GITHUB_active_developers_monthly,2024-07-01,1
publications,trailofbits,GITHUB_active_developers_monthly,2024-07-01,5
passport-scorer,passportxyz,GITHUB_active_developers_monthly,2024-07-01,2
eth-security-toolbox,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
enclave,enclave-gnosisguild,GITHUB_active_developers_monthly,2024-07-01,1
gitbook-simbolik,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,1
pythnet,pyth-network,GITHUB_active_developers_monthly,2024-07-01,1
mx-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-07-01,2
cosmos-sdk,fairblock,GITHUB_active_developers_monthly,2024-07-01,1
algo,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
grant-program,pyth-network,GITHUB_active_developers_monthly,2024-01-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2024-07-01,2
mishegos,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
graphtage,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
docs,third-web,GITHUB_active_developers_monthly,2024-01-01,1
test-fuzz,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
redstone-prototypes,redstone-finance,GITHUB_active_developers_monthly,2024-07-01,1
tlslib.py,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
starknet-foundry,walnuthq,GITHUB_active_developers_monthly,2024-07-01,1
pypi-attestations,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
syndicate-node,syndicateprotocol,GITHUB_active_developers_monthly,2024-01-01,1
circuitous,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
fickling,trailofbits,GITHUB_active_developers_monthly,2024-07-01,1
pyth-crosschain,pyth-network,GITHUB_active_developers_monthly,2024-01-01,6
fairyring,fairblock,GITHUB_active_developers_monthly,2024-01-01,1
cookiecutter-python,trailofbits,GITHUB_active_developers_monthly,2024-01-01,1
gitbook-kontrol,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,2
cairovm.codes,walnuthq,GITHUB_active_developers_monthly,2024-01-01,2
charts,pyth-network,GITHUB_active_developers_monthly,2024-01-01,1
pyth-client-py,pyth-network,GITHUB_active_developers_monthly,2024-01-01,2
dashboard,third-web,GITHUB_active_developers_monthly,2024-01-01,15
wasm-semantics,runtimeverification,GITHUB_active_developers_monthly,2024-01-01,1
oss-directory,opensource-observer,GITHUB_active_developers_monthly,2024-01-01,2
algo,trailofbits,GITHUB_active_developers_monthly,2024-06-01,1
semgrep-rules,trailofbits,GITHUB_active_developers_monthly,2024-06-01,2
riscv-gnu-toolchain-images,runtimeverification,GITHUB_active_developers_monthly,2024-06-01,1
js,third-web,GITHUB_active_developers_monthly,2024-06-01,10
walnut-landingpage,walnuthq,GITHUB_active_developers_monthly,2024-06-01,1
mirror,syndicateprotocol,GITHUB_active_developers_monthly,2024-06-01,1
