Name,Metric,Date,Value
Walnut,GITHUB_repositories_daily,2024-03-23,1.0
Walnut,GITHUB_contributors_daily,2024-03-23,1.0
thirdweb,GITHUB_contributors_daily,2024-03-23,5.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2024-03-23,1.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-03-23,4.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-03-23,4.0
Enclave,GITHUB_comments_daily,2024-08-05,1.0
Open Source Observer,GITHUB_forks_weekly,2024-08-05,3.0
Runtime Verification,GITHUB_stars_weekly,2024-08-05,8.0
Trail of Bits Security Reviews,GITHUB_stars_weekly,2024-08-05,334.0
Redstone Finance,GITHUB_stars_daily,2024-08-05,1.0
Runtime Verification,GITHUB_releases_weekly,2024-08-05,58.0
thirdweb,GITHUB_commits_daily,2024-08-05,16.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-08-05,14.0
Open Source Observer,GITHUB_commits_daily,2024-08-05,4.0
Runtime Verification,GITHUB_commits_weekly,2024-08-05,150.0
Open Source Observer,GITHUB_commits_weekly,2024-08-05,27.0
thirdweb,GITHUB_commits_weekly,2024-08-05,96.0
thirdweb,GITHUB_comments_weekly,2024-08-05,800.0
Trail of Bits Security Reviews,GITHUB_comments_weekly,2024-08-05,57.0
Runtime Verification,GITHUB_comments_weekly,2024-08-05,183.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_weekly,2024-08-05,1.0
Passport XYZ,GITHUB_repositories_weekly,2024-08-05,4.0
Trail of Bits Security Reviews,GITHUB_repositories_weekly,2024-08-05,48.0
Open Source Observer,GITHUB_repositories_daily,2024-08-05,2.0
Enclave,GITHUB_contributors_weekly,2024-08-05,2.0
Arbos Foundry,GITHUB_contributors_weekly,2024-08-05,2.0
Arbos Foundry,GITHUB_active_developers_weekly,2024-08-05,1.0
Pyth Network,GITHUB_active_developers_weekly,2024-08-05,8.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-08-05,4.0
Runtime Verification,GITHUB_active_developers_daily,2024-08-05,2.0
Redstone Finance,GITHUB_active_developers_daily,2024-08-05,2.0
Open Source Observer,GITHUB_active_developers_daily,2024-08-05,2.0
Runtime Verification,GITHUB_contributors_daily,2024-08-05,12.0
Enclave,GITHUB_opened_pull_requests_weekly,2024-08-05,1.0
Pyth Network,GITHUB_opened_pull_requests_weekly,2024-08-05,35.0
Open Source Observer,GITHUB_opened_pull_requests_weekly,2024-08-05,30.0
Walnut,GITHUB_opened_pull_requests_weekly,2024-08-05,7.0
Passport XYZ,GITHUB_opened_pull_requests_weekly,2024-08-05,24.0
Passport XYZ,GITHUB_opened_pull_requests_daily,2024-08-05,2.0
Pyth Network,GITHUB_opened_pull_requests_daily,2024-08-05,5.0
Enclave,GITHUB_opened_pull_requests_daily,2024-08-05,1.0
Debid - Fairblock,GITHUB_merged_pull_requests_weekly,2024-08-05,1.0
Redstone Finance,GITHUB_merged_pull_requests_weekly,2024-08-05,4.0
Pyth Network,GITHUB_merged_pull_requests_weekly,2024-08-05,22.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-08-05,14.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-08-05,4.0
Walnut,GITHUB_merged_pull_requests_daily,2024-08-05,2.0
Enclave,GITHUB_merged_pull_requests_daily,2024-08-05,1.0
Runtime Verification,GITHUB_opened_issues_weekly,2024-08-05,14.0
Open Source Observer,GITHUB_opened_issues_weekly,2024-08-05,3.0
Trail of Bits Security Reviews,GITHUB_opened_issues_daily,2024-08-05,2.0
Walnut,GITHUB_closed_issues_weekly,2024-08-05,9.0
Open Source Observer,GITHUB_closed_issues_weekly,2024-08-05,8.0
Passport XYZ,GITHUB_closed_issues_weekly,2024-08-05,18.0
Trail of Bits Security Reviews,GITHUB_closed_issues_weekly,2024-08-05,4.0
thirdweb,GITHUB_comments_daily,2024-11-29,7.0
Open Source Observer,GITHUB_comments_daily,2024-11-29,5.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-11-29,15.0
thirdweb,GITHUB_commits_daily,2024-11-29,1.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-11-29,3.0
Pyth Network,GITHUB_commits_daily,2024-11-29,3.0
Pyth Network,GITHUB_forks_daily,2024-11-29,2.0
thirdweb,GITHUB_repositories_daily,2024-11-29,4.0
Open Source Observer,GITHUB_repositories_daily,2024-11-29,5.0
thirdweb,GITHUB_contributors_daily,2024-11-29,5.0
Solang,GITHUB_contributors_daily,2024-11-29,1.0
Passport XYZ,GITHUB_contributors_daily,2024-11-29,2.0
Walnut,GITHUB_active_developers_daily,2024-11-29,1.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2024-11-29,2.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-11-29,1.0
Enclave,GITHUB_opened_issues_daily,2024-11-29,1.0
Open Source Observer,GITHUB_closed_issues_daily,2024-11-29,1.0
thirdweb,GITHUB_comments_daily,2025-02-16,15.0
Sylow,GITHUB_stars_daily,2025-02-16,1.0
thirdweb,GITHUB_commits_daily,2025-02-16,1.0
thirdweb,GITHUB_forks_daily,2025-02-16,1.0
thirdweb,GITHUB_repositories_daily,2025-02-16,1.0
Pyth Network,GITHUB_repositories_daily,2025-02-16,3.0
Sylow,GITHUB_repositories_daily,2025-02-16,1.0
Passport XYZ,GITHUB_repositories_daily,2025-02-16,2.0
Runtime Verification,GITHUB_repositories_daily,2025-02-16,2.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2025-02-16,2.0
Pyth Network,GITHUB_active_developers_daily,2025-02-16,2.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2025-02-16,1.0
thirdweb,GITHUB_opened_pull_requests_daily,2025-02-16,2.0
Walnut,GITHUB_merged_pull_requests_daily,2025-02-16,3.0
thirdweb,GITHUB_merged_pull_requests_daily,2025-02-16,1.0
Runtime Verification,GITHUB_opened_issues_daily,2025-02-16,1.0
Open Source Observer,GITHUB_comments_daily,2025-01-16,33.0
Pyth Network,GITHUB_commits_daily,2025-01-16,15.0
thirdweb,GITHUB_commits_daily,2025-01-16,15.0
Debid - Fairblock,GITHUB_commits_daily,2025-01-16,1.0
Redstone Finance,GITHUB_commits_daily,2025-01-16,7.0
thirdweb,GITHUB_forks_daily,2025-01-16,4.0
Pyth Network,GITHUB_forks_daily,2025-01-16,1.0
Redstone Finance,GITHUB_repositories_daily,2025-01-16,1.0
Solang,GITHUB_repositories_daily,2025-01-16,1.0
Redstone Finance,GITHUB_contributors_daily,2025-01-16,1.0
Passport XYZ,GITHUB_contributors_daily,2025-01-16,1.0
Trail of Bits Security Reviews,GITHUB_contributors_daily,2025-01-16,6.0
9Lives,GITHUB_contributors_daily,2025-01-16,2.0
Solang,GITHUB_contributors_daily,2025-01-16,1.0
Debid - Fairblock,GITHUB_active_developers_daily,2025-01-16,1.0
Open Source Observer,GITHUB_opened_pull_requests_daily,2025-01-16,13.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2025-01-16,5.0
Open Source Observer,GITHUB_closed_issues_daily,2025-01-16,4.0
Trail of Bits Security Reviews,GITHUB_closed_issues_daily,2025-01-16,1.0
Trail of Bits Security Reviews,GITHUB_comments_daily,2024-03-31,1.0
Runtime Verification,GITHUB_stars_daily,2024-03-31,1.0
thirdweb,GITHUB_commits_daily,2024-03-31,2.0
Open Source Observer,GITHUB_commits_daily,2024-03-31,1.0
thirdweb,GITHUB_forks_daily,2024-03-31,2.0
Runtime Verification,GITHUB_repositories_daily,2024-03-31,1.0
Open Source Observer,GITHUB_repositories_daily,2024-03-31,2.0
thirdweb,GITHUB_contributors_daily,2024-03-31,3.0
Open Source Observer,GITHUB_contributors_daily,2024-03-31,2.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-03-31,1.0
Open Source Observer,GITHUB_merged_pull_requests_daily,2024-03-31,1.0
Sylow,GITHUB_stars_daily,2025-01-02,1.0
Pyth Network,GITHUB_stars_daily,2025-01-02,1.0
Pyth Network,GITHUB_commits_daily,2025-01-02,3.0
Redstone Finance,GITHUB_commits_daily,2025-01-02,13.0
Pyth Network,GITHUB_releases_daily,2025-01-02,1.0
Runtime Verification,GITHUB_releases_daily,2025-01-02,1.0
Open Source Observer,GITHUB_repositories_daily,2025-01-02,2.0
Redstone Finance,GITHUB_contributors_daily,2025-01-02,3.0
Runtime Verification,GITHUB_contributors_daily,2025-01-02,3.0
Open Source Observer,GITHUB_contributors_daily,2025-01-02,3.0
Walnut,GITHUB_active_developers_daily,2025-01-02,1.0
thirdweb,GITHUB_active_developers_daily,2025-01-02,2.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2025-01-02,5.0
thirdweb,GITHUB_merged_pull_requests_daily,2025-01-02,6.0
Enclave,GITHUB_merged_pull_requests_daily,2025-01-02,3.0
Enclave,GITHUB_closed_issues_daily,2025-01-02,11.0
Open Source Observer,GITHUB_closed_issues_daily,2025-01-02,4.0
thirdweb,GITHUB_comments_daily,2024-01-21,2.0
Open Source Observer,GITHUB_commits_daily,2024-01-21,4.0
Runtime Verification,GITHUB_releases_daily,2024-01-21,2.0
thirdweb,GITHUB_forks_daily,2024-01-21,2.0
thirdweb,GITHUB_contributors_daily,2024-01-21,1.0
thirdweb,GITHUB_comments_daily,2025-01-21,77.0
Open Source Observer,GITHUB_comments_daily,2025-01-21,44.0
Redstone Finance,GITHUB_stars_daily,2025-01-21,1.0
Pyth Network,GITHUB_stars_daily,2025-01-21,2.0
9Lives,GITHUB_commits_daily,2025-01-21,16.0
Moving Stylus,GITHUB_commits_daily,2025-01-21,20.0
Redstone Finance,GITHUB_commits_daily,2025-01-21,6.0
Walnut,GITHUB_commits_daily,2025-01-21,4.0
Trail of Bits Security Reviews,GITHUB_releases_daily,2025-01-21,1.0
Runtime Verification,GITHUB_releases_daily,2025-01-21,3.0
9Lives,GITHUB_repositories_daily,2025-01-21,1.0
Runtime Verification,GITHUB_repositories_daily,2025-01-21,4.0
thirdweb,GITHUB_active_developers_daily,2025-01-21,3.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2025-01-21,3.0
Passport XYZ,GITHUB_contributors_daily,2025-01-21,2.0
Moving Stylus,GITHUB_contributors_daily,2025-01-21,2.0
Moving Stylus,GITHUB_opened_pull_requests_daily,2025-01-21,2.0
thirdweb,GITHUB_opened_pull_requests_daily,2025-01-21,10.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2025-01-21,4.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2025-01-21,6.0
Open Source Observer,GITHUB_closed_issues_daily,2025-01-21,14.0
Walnut,GITHUB_closed_issues_daily,2025-01-21,1.0
Passport XYZ,GITHUB_comments_daily,2024-06-13,2.0
Enclave,GITHUB_comments_daily,2024-06-13,2.0
Runtime Verification,GITHUB_comments_daily,2024-06-13,16.0
thirdweb,GITHUB_comments_daily,2024-06-13,125.0
thirdweb,GITHUB_stars_daily,2024-06-13,4.0
Walnut,GITHUB_stars_daily,2024-06-13,1.0
Pyth Network,GITHUB_commits_daily,2024-06-13,10.0
Pyth Network,GITHUB_releases_daily,2024-06-13,1.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-06-13,14.0
Arbos Foundry,GITHUB_contributors_daily,2024-06-13,1.0
Debid - Fairblock,GITHUB_contributors_daily,2024-06-13,1.0
Pyth Network,GITHUB_contributors_daily,2024-06-13,10.0
Runtime Verification,GITHUB_contributors_daily,2024-06-13,14.0
Redstone Finance,GITHUB_contributors_daily,2024-06-13,2.0
Open Source Observer,GITHUB_contributors_daily,2024-06-13,2.0
Syndicate Protocol,GITHUB_active_developers_daily,2024-06-13,1.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-06-13,3.0
Pyth Network,GITHUB_opened_pull_requests_daily,2024-06-13,11.0
Enclave,GITHUB_opened_pull_requests_daily,2024-06-13,1.0
Open Source Observer,GITHUB_comments_daily,2024-06-09,24.0
Trail of Bits Security Reviews,GITHUB_stars_daily,2024-06-09,8.0
Runtime Verification,GITHUB_stars_daily,2024-06-09,6.0
Trail of Bits Security Reviews,GITHUB_commits_daily,2024-06-09,2.0
Open Source Observer,GITHUB_active_developers_daily,2024-06-09,3.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-06-09,2.0
Pyth Network,GITHUB_comments_daily,2024-01-25,32.0
Open Source Observer,GITHUB_comments_daily,2024-01-25,16.0
Runtime Verification,GITHUB_comments_daily,2024-01-25,40.0
Redstone Finance,GITHUB_stars_daily,2024-01-25,3.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_commits_daily,2024-01-25,10.0
Trail of Bits Security Reviews,GITHUB_forks_daily,2024-01-25,2.0
Debid - Fairblock,GITHUB_repositories_daily,2024-01-25,1.0
Open Source Observer,GITHUB_repositories_daily,2024-01-25,3.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_daily,2024-01-25,2.0
Runtime Verification,GITHUB_contributors_daily,2024-01-25,13.0
Open Source Observer,GITHUB_active_developers_daily,2024-01-25,3.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2024-01-25,13.0
Trail of Bits Security Reviews,GITHUB_merged_pull_requests_daily,2024-01-25,5.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2024-01-25,8.0
thirdweb,GITHUB_merged_pull_requests_daily,2024-01-25,18.0
thirdweb,GITHUB_opened_issues_daily,2024-01-25,1.0
Walnut,GITHUB_comments_daily,2024-06-28,9.0
Redstone Finance,GITHUB_commits_daily,2024-06-28,2.0
Walnut,GITHUB_commits_daily,2024-06-28,8.0
Pyth Network,GITHUB_forks_daily,2024-06-28,4.0
thirdweb,GITHUB_forks_daily,2024-06-28,2.0
Pyth Network,GITHUB_repositories_daily,2024-06-28,6.0
Debid - Fairblock,GITHUB_repositories_daily,2024-06-28,1.0
Runtime Verification,GITHUB_repositories_daily,2024-06-28,11.0
Redstone Finance,GITHUB_contributors_daily,2024-06-28,2.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-06-28,6.0
Runtime Verification,GITHUB_active_developers_daily,2024-06-28,4.0
Runtime Verification,GITHUB_opened_pull_requests_daily,2024-06-28,5.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-06-28,20.0
Trail of Bits Security Reviews,GITHUB_opened_pull_requests_daily,2024-06-28,5.0
Walnut,GITHUB_opened_pull_requests_daily,2024-06-28,3.0
Walnut,GITHUB_merged_pull_requests_daily,2024-06-28,2.0
Runtime Verification,GITHUB_merged_pull_requests_daily,2024-06-28,9.0
Trail of Bits Security Reviews,GITHUB_opened_issues_daily,2024-06-28,3.0
thirdweb,GITHUB_stars_daily,2024-02-17,7.0
Pyth Network,GITHUB_stars_daily,2024-02-17,6.0
Redstone Finance,GITHUB_commits_daily,2024-02-17,1.0
Open Source Observer,GITHUB_repositories_daily,2024-02-17,1.0
Walnut,GITHUB_repositories_daily,2024-02-17,1.0
Trail of Bits Security Reviews,GITHUB_active_developers_daily,2024-02-17,1.0
Walnut,GITHUB_opened_pull_requests_daily,2024-02-17,1.0
thirdweb,GITHUB_opened_pull_requests_daily,2024-02-17,2.0
thirdweb,GITHUB_opened_issues_daily,2024-02-17,2.0
Debid - Fairblock,GITHUB_new_contributors_quarterly,2024-11-01,1.0
Runtime Verification,GITHUB_part_time_contributors_quarterly,2024-11-01,23.0
thirdweb,GITHUB_part_time_contributors_quarterly,2024-11-01,45.0
Pyth Network,GITHUB_new_contributors_quarterly,2024-11-01,17.0
Walnut,GITHUB_part_time_contributors_quarterly,2024-11-01,7.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_part_time_contributors_quarterly,2024-11-01,4.0
Redstone Finance,GITHUB_active_contributors_quarterly,2024-11-01,8.0
Open Source Observer,GITHUB_new_contributors_quarterly,2024-11-01,13.0
Pyth Network,GITHUB_active_contributors_quarterly,2024-11-01,26.0
Redstone Finance,GITHUB_new_contributors_quarterly,2024-11-01,5.0
Passport XYZ,GITHUB_part_time_contributors_quarterly,2024-11-01,7.0
Enclave,GITHUB_active_contributors_quarterly,2024-11-01,3.0
Moving Stylus,GITHUB_new_contributors_quarterly,2024-11-01,2.0
Pyth Network,GITHUB_part_time_contributors_quarterly,2024-11-01,26.0
Trail of Bits Security Reviews,GITHUB_new_contributors_quarterly,2024-11-01,18.0
Runtime Verification,GITHUB_new_contributors_quarterly,2024-11-01,4.0
Trail of Bits Security Reviews,GITHUB_part_time_contributors_quarterly,2024-11-01,37.0
Trail of Bits Security Reviews,GITHUB_releases_biannually,2024-11-01,34.0
Passport XYZ,GITHUB_releases_biannually,2024-11-01,29.0
Pyth Network,GITHUB_releases_biannually,2024-11-01,12.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_releases_quarterly,2024-11-01,2.0
Runtime Verification,GITHUB_releases_quarterly,2024-11-01,56.0
Trail of Bits Security Reviews,GITHUB_commits_biannually,2024-11-01,295.0
Passport XYZ,GITHUB_commits_biannually,2024-11-01,118.0
Debid - Fairblock,GITHUB_commits_biannually,2024-11-01,63.0
thirdweb,GITHUB_commits_biannually,2024-11-01,232.0
Enclave,GITHUB_commits_biannually,2024-11-01,17.0
Redstone Finance,GITHUB_active_developers_biannually,2024-11-01,7.0
Walnut,GITHUB_active_developers_biannually,2024-11-01,3.0
Solang,GITHUB_active_developers_biannually,2024-11-01,2.0
Syndicate Protocol,GITHUB_repositories_quarterly,2024-11-01,1.0
Redstone Finance,GITHUB_repositories_quarterly,2024-11-01,12.0
Solang,GITHUB_repositories_quarterly,2024-11-01,1.0
Moving Stylus,GITHUB_active_developers_quarterly,2024-11-01,2.0
Open Source Observer,GITHUB_forks_monthly,2024-11-01,14.0
Trail of Bits Security Reviews,GITHUB_forks_monthly,2024-11-01,34.0
Walnut,GITHUB_stars_biannually,2024-11-01,1.0
Solang,GITHUB_stars_biannually,2024-11-01,9.0
Passport XYZ,GITHUB_stars_biannually,2024-11-01,66.0
Runtime Verification,GITHUB_part_time_developers_quarterly,2024-11-01,11.0
Walnut,GITHUB_part_time_developers_quarterly,2024-11-01,3.0
Sylow,GITHUB_stars_monthly,2024-11-01,7.0
Solang,GITHUB_stars_monthly,2024-11-01,9.0
Pyth Network,GITHUB_stars_monthly,2024-11-01,18.0
Runtime Verification,GITHUB_stars_daily,2024-11-01,3.0
thirdweb,GITHUB_stars_daily,2024-11-01,3.0
Trail of Bits Security Reviews,GITHUB_commits_monthly,2024-11-01,295.0
Passport XYZ,GITHUB_commits_monthly,2024-11-01,118.0
thirdweb,GITHUB_commits_monthly,2024-11-01,232.0
Moving Stylus,GITHUB_commits_monthly,2024-11-01,8.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_commits_monthly,2024-11-01,34.0
thirdweb,GITHUB_stars_quarterly,2024-11-01,57.0
Solang,GITHUB_comments_monthly,2024-11-01,14.0
Runtime Verification,GITHUB_comments_monthly,2024-11-01,155.0
Passport XYZ,GITHUB_comments_monthly,2024-11-01,120.0
Pyth Network,GITHUB_comments_monthly,2024-11-01,532.0
Enclave,GITHUB_stars_quarterly,2024-11-01,1.0
Redstone Finance,GITHUB_stars_quarterly,2024-11-01,6.0
Runtime Verification,GITHUB_commits_daily,2024-11-01,26.0
Passport XYZ,GITHUB_releases_monthly,2024-11-01,29.0
Runtime Verification,GITHUB_releases_monthly,2024-11-01,56.0
Trail of Bits Security Reviews,GITHUB_releases_daily,2024-11-01,1.0
Runtime Verification,GITHUB_releases_daily,2024-11-01,3.0
thirdweb,GITHUB_releases_daily,2024-11-01,2.0
Passport XYZ,GITHUB_releases_daily,2024-11-01,6.0
thirdweb,GITHUB_commits_quarterly,2024-11-01,232.0
Enclave,GITHUB_commits_quarterly,2024-11-01,17.0
Open Source Observer,GITHUB_commits_quarterly,2024-11-01,97.0
Open Source Observer,GITHUB_forks_biannually,2024-11-01,14.0
thirdweb,GITHUB_forks_biannually,2024-11-01,42.0
Passport XYZ,GITHUB_forks_biannually,2024-11-01,10.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_daily,2024-11-01,1.0
Walnut,GITHUB_repositories_daily,2024-11-01,1.0
Trail of Bits Security Reviews,GITHUB_repositories_daily,2024-11-01,14.0
Walnut,GITHUB_repositories_biannually,2024-11-01,7.0
Sylow,GITHUB_repositories_biannually,2024-11-01,1.0
Passport XYZ,GITHUB_repositories_monthly,2024-11-01,8.0
Debid - Fairblock,GITHUB_repositories_monthly,2024-11-01,11.0
Redstone Finance,GITHUB_repositories_biannually,2024-11-01,12.0
Trail of Bits Security Reviews,GITHUB_repositories_biannually,2024-11-01,80.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_repositories_biannually,2024-11-01,2.0
Open Source Observer,GITHUB_repositories_biannually,2024-11-01,8.0
Enclave,GITHUB_contributors_monthly,2024-11-01,3.0
Runtime Verification,GITHUB_contributors_monthly,2024-11-01,23.0
Redstone Finance,GITHUB_contributors_monthly,2024-11-01,8.0
thirdweb,GITHUB_contributors_monthly,2024-11-01,45.0
Passport XYZ,GITHUB_contributors_monthly,2024-11-01,7.0
Runtime Verification,GITHUB_contributors_quarterly,2024-11-01,23.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_quarterly,2024-11-01,4.0
Enclave,GITHUB_contributors_biannually,2024-11-01,3.0
Open Source Observer,GITHUB_contributors_biannually,2024-11-01,17.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_contributors_biannually,2024-11-01,4.0
Solang,GITHUB_contributors_biannually,2024-11-01,4.0
thirdweb,GITHUB_full_time_developers_monthly,2024-11-01,4.0
Solang,GITHUB_part_time_developers_monthly,2024-11-01,2.0
Pyth Network,GITHUB_active_developers_monthly,2024-11-01,15.0
Pyth Network,GITHUB_full_time_developers_monthly,2024-11-01,4.0
Passport XYZ,GITHUB_part_time_developers_monthly,2024-11-01,4.0
Open Source Observer,GITHUB_part_time_developers_monthly,2024-11-01,6.0
Solang,GITHUB_part_time_developers_biannually,2024-11-01,2.0
Runtime Verification,GITHUB_part_time_developers_biannually,2024-11-01,11.0
Remix IDE plugin for Arbitrum Stylus,GITHUB_active_contributors_biannually,2024-11-01,4.0
Walnut,GITHUB_active_contributors_monthly,2024-11-01,7.0
Runtime Verification,GITHUB_new_contributors_monthly,2024-11-01,4.0
Sylow,GITHUB_new_contributors_monthly,2024-11-01,1.0
Pyth Network,GITHUB_active_developers_daily,2024-11-01,6.0
Enclave,GITHUB_new_contributors_monthly,2024-11-01,3.0
Debid - Fairblock,GITHUB_part_time_contributors_monthly,2024-11-01,5.0
Open Source Observer,GITHUB_part_time_contributors_monthly,2024-11-01,15.0
Pyth Network,GITHUB_part_time_contributors_monthly,2024-11-01,20.0
Enclave,GITHUB_active_contributors_monthly,2024-11-01,3.0
