"project_id","project_name","event_month","merged_pr_count"
"5e733404-bdb8-416c-b158-386a2230b7fa","CryptoZombies","2018-03-01 00:00:00+00","46"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2018-03-01 00:00:00+00","237"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2018-03-01 00:00:00+00","12"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2018-03-01 00:00:00+00","2"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2018-03-01 00:00:00+00","3"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2018-03-01 00:00:00+00","23"
"7e545d1e-8191-4d4a-a857-47025f8b9093","The Tor Project","2018-03-01 00:00:00+00","5"
"acdd5397-10bd-4b55-b86d-0bf859df7a2d","1Hive Gardens","2018-03-01 00:00:00+00","1"
"b68373a0-48f8-403c-aad1-f124617041cc","IC3","2018-03-01 00:00:00+00","2"
"bc695037-a1d1-400e-b495-18097bb0c66b","Lodestar","2018-03-01 00:00:00+00","1"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2018-03-01 00:00:00+00","192"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2018-03-01 00:00:00+00","5"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2018-03-01 00:00:00+00","48"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2018-03-01 00:00:00+00","117"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2018-03-01 00:00:00+00","59"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2018-03-01 00:00:00+00","6"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2018-03-01 00:00:00+00","22"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2018-03-01 00:00:00+00","26"
"03d97a66-4ccd-441d-8fcb-9bc3478bb348","Jolocom","2018-04-01 00:00:00+00","15"
"1180bb84-428a-4ec4-9690-541bc711ce12","Help Protect the Internet Archive","2018-04-01 00:00:00+00","64"
"1ce236ae-f08b-40be-ab6c-a44b6c1273a3","Web3j","2018-04-01 00:00:00+00","25"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2018-04-01 00:00:00+00","17"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2018-04-01 00:00:00+00","22"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2018-04-01 00:00:00+00","8"
"5ca7682f-a844-47b9-871a-2de2d51a7c19","ethers.js","2018-04-01 00:00:00+00","4"
"5e733404-bdb8-416c-b158-386a2230b7fa","CryptoZombies","2018-04-01 00:00:00+00","27"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2018-04-01 00:00:00+00","329"
"603d1143-daf5-4652-bb80-dc0487a970d6","Cambiatus","2018-04-01 00:00:00+00","1"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2018-04-01 00:00:00+00","43"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2018-04-01 00:00:00+00","3"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2018-04-01 00:00:00+00","4"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2018-04-01 00:00:00+00","32"
"7e545d1e-8191-4d4a-a857-47025f8b9093","The Tor Project","2018-04-01 00:00:00+00","34"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2018-04-01 00:00:00+00","202"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2018-04-01 00:00:00+00","2"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2018-04-01 00:00:00+00","43"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2018-04-01 00:00:00+00","119"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2018-04-01 00:00:00+00","77"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2018-04-01 00:00:00+00","14"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2018-04-01 00:00:00+00","19"
"f82b1041-550f-4b62-978c-321e52c85a89","Solhint","2018-04-01 00:00:00+00","3"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2018-04-01 00:00:00+00","37"
"03d97a66-4ccd-441d-8fcb-9bc3478bb348","Jolocom","2018-05-01 00:00:00+00","30"
"1180bb84-428a-4ec4-9690-541bc711ce12","Help Protect the Internet Archive","2018-05-01 00:00:00+00","44"
"1ce236ae-f08b-40be-ab6c-a44b6c1273a3","Web3j","2018-05-01 00:00:00+00","5"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2018-05-01 00:00:00+00","5"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2018-05-01 00:00:00+00","36"
"412d9922-9114-4c10-bf28-c92205797b91","CirclesUBI","2018-05-01 00:00:00+00","3"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2018-05-01 00:00:00+00","7"
"5ca7682f-a844-47b9-871a-2de2d51a7c19","ethers.js","2018-05-01 00:00:00+00","1"
"5e733404-bdb8-416c-b158-386a2230b7fa","CryptoZombies","2018-05-01 00:00:00+00","13"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2018-05-01 00:00:00+00","434"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2018-05-01 00:00:00+00","32"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2018-05-01 00:00:00+00","1"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2018-05-01 00:00:00+00","19"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2018-05-01 00:00:00+00","26"
"7e545d1e-8191-4d4a-a857-47025f8b9093","The Tor Project","2018-05-01 00:00:00+00","34"
"a47f55b4-9d3c-42b2-92c5-f0bb408630cf","BrightID 🔆 Universal Proof of Uniqueness","2018-05-01 00:00:00+00","16"
"b68373a0-48f8-403c-aad1-f124617041cc","IC3","2018-05-01 00:00:00+00","2"
"b8eb231e-1535-4b7c-a55e-67b953cc65aa","Give the Gift of Education to Children in Poverty","2018-05-01 00:00:00+00","2"
"bc695037-a1d1-400e-b495-18097bb0c66b","Lodestar","2018-05-01 00:00:00+00","10"
"beb3c122-a747-4328-8435-19d6e770609f","TrueBlocks","2018-05-01 00:00:00+00","2"
"c089e7cd-0623-4e30-a54d-328d14f5ed27","EthereumETL","2018-05-01 00:00:00+00","10"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2018-05-01 00:00:00+00","302"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2018-05-01 00:00:00+00","53"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2018-05-01 00:00:00+00","52"
"de43bcbb-612a-4ed7-b493-244a7c6483ff","Nethermind","2018-05-01 00:00:00+00","1"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2018-05-01 00:00:00+00","144"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2018-05-01 00:00:00+00","62"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2018-05-01 00:00:00+00","8"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2018-05-01 00:00:00+00","17"
"f82b1041-550f-4b62-978c-321e52c85a89","Solhint","2018-05-01 00:00:00+00","4"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2018-05-01 00:00:00+00","24"
"03d97a66-4ccd-441d-8fcb-9bc3478bb348","Jolocom","2018-06-01 00:00:00+00","50"
"1180bb84-428a-4ec4-9690-541bc711ce12","Help Protect the Internet Archive","2018-06-01 00:00:00+00","34"
"1ce236ae-f08b-40be-ab6c-a44b6c1273a3","Web3j","2018-06-01 00:00:00+00","3"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2018-06-01 00:00:00+00","3"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2018-06-01 00:00:00+00","45"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2018-06-01 00:00:00+00","26"
"4c6b108c-0c75-49e9-8371-8b5613fe1973","Lighthouse","2018-06-01 00:00:00+00","1"
"5ca7682f-a844-47b9-871a-2de2d51a7c19","ethers.js","2018-06-01 00:00:00+00","4"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2018-06-01 00:00:00+00","299"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2018-06-01 00:00:00+00","35"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2018-06-01 00:00:00+00","18"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2018-06-01 00:00:00+00","23"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2018-06-01 00:00:00+00","34"
"7e545d1e-8191-4d4a-a857-47025f8b9093","The Tor Project","2018-06-01 00:00:00+00","54"
"a47f55b4-9d3c-42b2-92c5-f0bb408630cf","BrightID 🔆 Universal Proof of Uniqueness","2018-06-01 00:00:00+00","15"
"b68373a0-48f8-403c-aad1-f124617041cc","IC3","2018-06-01 00:00:00+00","1"
"bc695037-a1d1-400e-b495-18097bb0c66b","Lodestar","2018-06-01 00:00:00+00","21"
"beb3c122-a747-4328-8435-19d6e770609f","TrueBlocks","2018-06-01 00:00:00+00","3"
"c089e7cd-0623-4e30-a54d-328d14f5ed27","EthereumETL","2018-06-01 00:00:00+00","15"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2018-06-01 00:00:00+00","226"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2018-06-01 00:00:00+00","73"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2018-06-01 00:00:00+00","88"
"de43bcbb-612a-4ed7-b493-244a7c6483ff","Nethermind","2018-06-01 00:00:00+00","6"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2018-06-01 00:00:00+00","118"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2018-06-01 00:00:00+00","245"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2018-06-01 00:00:00+00","10"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2018-06-01 00:00:00+00","39"
"f82b1041-550f-4b62-978c-321e52c85a89","Solhint","2018-06-01 00:00:00+00","8"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2018-06-01 00:00:00+00","9"
"03d97a66-4ccd-441d-8fcb-9bc3478bb348","Jolocom","2018-07-01 00:00:00+00","17"
"0f8b2363-0bac-45fb-9f6c-601af2b9a5c4","Keccak hashing","2018-07-01 00:00:00+00","2"
"1180bb84-428a-4ec4-9690-541bc711ce12","Help Protect the Internet Archive","2018-07-01 00:00:00+00","39"
"1ce236ae-f08b-40be-ab6c-a44b6c1273a3","Web3j","2018-07-01 00:00:00+00","15"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2018-07-01 00:00:00+00","15"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2018-07-01 00:00:00+00","59"
"412d9922-9114-4c10-bf28-c92205797b91","CirclesUBI","2018-07-01 00:00:00+00","2"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2018-07-01 00:00:00+00","45"
"5e733404-bdb8-416c-b158-386a2230b7fa","CryptoZombies","2018-07-01 00:00:00+00","31"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2018-07-01 00:00:00+00","330"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2018-07-01 00:00:00+00","46"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2018-07-01 00:00:00+00","5"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2018-07-01 00:00:00+00","44"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2018-07-01 00:00:00+00","24"
"7e545d1e-8191-4d4a-a857-47025f8b9093","The Tor Project","2018-07-01 00:00:00+00","58"
"8beaf8fb-c446-4ae8-b7d4-684d2aaaaaa9","MerkleTreeJS","2018-07-01 00:00:00+00","1"
"a47f55b4-9d3c-42b2-92c5-f0bb408630cf","BrightID 🔆 Universal Proof of Uniqueness","2018-07-01 00:00:00+00","18"
"b68373a0-48f8-403c-aad1-f124617041cc","IC3","2018-07-01 00:00:00+00","3"
"bc695037-a1d1-400e-b495-18097bb0c66b","Lodestar","2018-07-01 00:00:00+00","66"
"beb3c122-a747-4328-8435-19d6e770609f","TrueBlocks","2018-07-01 00:00:00+00","1"
"c089e7cd-0623-4e30-a54d-328d14f5ed27","EthereumETL","2018-07-01 00:00:00+00","27"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2018-07-01 00:00:00+00","273"
"c6789276-497a-451d-a8b5-17e684251eb6","Prettier Solidity","2018-07-01 00:00:00+00","14"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2018-07-01 00:00:00+00","26"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2018-07-01 00:00:00+00","42"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2018-07-01 00:00:00+00","141"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2018-07-01 00:00:00+00","262"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2018-07-01 00:00:00+00","5"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2018-07-01 00:00:00+00","28"
"f82b1041-550f-4b62-978c-321e52c85a89","Solhint","2018-07-01 00:00:00+00","12"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2018-07-01 00:00:00+00","12"
"03d97a66-4ccd-441d-8fcb-9bc3478bb348","Jolocom","2018-08-01 00:00:00+00","9"
"1180bb84-428a-4ec4-9690-541bc711ce12","Help Protect the Internet Archive","2018-08-01 00:00:00+00","46"
"1ce236ae-f08b-40be-ab6c-a44b6c1273a3","Web3j","2018-08-01 00:00:00+00","8"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2018-08-01 00:00:00+00","18"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2018-08-01 00:00:00+00","71"
"412d9922-9114-4c10-bf28-c92205797b91","CirclesUBI","2018-08-01 00:00:00+00","8"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2018-08-01 00:00:00+00","30"
"4c6b108c-0c75-49e9-8371-8b5613fe1973","Lighthouse","2018-08-01 00:00:00+00","1"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2018-08-01 00:00:00+00","315"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2018-08-01 00:00:00+00","28"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2018-08-01 00:00:00+00","12"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2018-08-01 00:00:00+00","52"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2018-08-01 00:00:00+00","21"
"7e545d1e-8191-4d4a-a857-47025f8b9093","The Tor Project","2018-08-01 00:00:00+00","36"
"8beaf8fb-c446-4ae8-b7d4-684d2aaaaaa9","MerkleTreeJS","2018-08-01 00:00:00+00","1"
"9bd10666-4c0e-4136-a658-e3bb92f0daaf","Rouge Ticket","2018-08-01 00:00:00+00","1"
"a47f55b4-9d3c-42b2-92c5-f0bb408630cf","BrightID 🔆 Universal Proof of Uniqueness","2018-08-01 00:00:00+00","38"
"b68373a0-48f8-403c-aad1-f124617041cc","IC3","2018-08-01 00:00:00+00","16"
"bc695037-a1d1-400e-b495-18097bb0c66b","Lodestar","2018-08-01 00:00:00+00","35"
"beb3c122-a747-4328-8435-19d6e770609f","TrueBlocks","2018-08-01 00:00:00+00","1"
"c089e7cd-0623-4e30-a54d-328d14f5ed27","EthereumETL","2018-08-01 00:00:00+00","17"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2018-08-01 00:00:00+00","241"
"c6789276-497a-451d-a8b5-17e684251eb6","Prettier Solidity","2018-08-01 00:00:00+00","6"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2018-08-01 00:00:00+00","37"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2018-08-01 00:00:00+00","80"
"de43bcbb-612a-4ed7-b493-244a7c6483ff","Nethermind","2018-08-01 00:00:00+00","10"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2018-08-01 00:00:00+00","140"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2018-08-01 00:00:00+00","182"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2018-08-01 00:00:00+00","10"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2018-08-01 00:00:00+00","25"
"f82b1041-550f-4b62-978c-321e52c85a89","Solhint","2018-08-01 00:00:00+00","23"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2018-08-01 00:00:00+00","17"
"03d97a66-4ccd-441d-8fcb-9bc3478bb348","Jolocom","2018-09-01 00:00:00+00","28"
"1180bb84-428a-4ec4-9690-541bc711ce12","Help Protect the Internet Archive","2018-09-01 00:00:00+00","128"
"1ce236ae-f08b-40be-ab6c-a44b6c1273a3","Web3j","2018-09-01 00:00:00+00","8"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2018-09-01 00:00:00+00","21"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2018-09-01 00:00:00+00","83"
"30481036-1050-4ea5-9990-6b966cdbe918","cadCAD: Computer Aided Design for Complex Systems","2018-09-01 00:00:00+00","3"
"412d9922-9114-4c10-bf28-c92205797b91","CirclesUBI","2018-09-01 00:00:00+00","5"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2018-09-01 00:00:00+00","13"
"4c6b108c-0c75-49e9-8371-8b5613fe1973","Lighthouse","2018-09-01 00:00:00+00","9"
"5e733404-bdb8-416c-b158-386a2230b7fa","CryptoZombies","2018-09-01 00:00:00+00","15"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2018-09-01 00:00:00+00","328"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2018-09-01 00:00:00+00","35"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2018-09-01 00:00:00+00","14"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2018-09-01 00:00:00+00","45"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2018-09-01 00:00:00+00","15"
"7e545d1e-8191-4d4a-a857-47025f8b9093","The Tor Project","2018-09-01 00:00:00+00","61"
"8beaf8fb-c446-4ae8-b7d4-684d2aaaaaa9","MerkleTreeJS","2018-09-01 00:00:00+00","2"
"a47f55b4-9d3c-42b2-92c5-f0bb408630cf","BrightID 🔆 Universal Proof of Uniqueness","2018-09-01 00:00:00+00","16"
"b68373a0-48f8-403c-aad1-f124617041cc","IC3","2018-09-01 00:00:00+00","20"
"bc695037-a1d1-400e-b495-18097bb0c66b","Lodestar","2018-09-01 00:00:00+00","23"
"c6733946-a2ae-48df-ae0d-164717444ef5","Hyperledger Besu","2018-09-01 00:00:00+00","129"
"c6789276-497a-451d-a8b5-17e684251eb6","Prettier Solidity","2018-09-01 00:00:00+00","6"
"c737ce22-b45a-40ff-93b4-8e3f62e262bc","DAppNode","2018-09-01 00:00:00+00","25"
"cc77f651-7f36-464e-bf9c-be5a92a8fff5","OpenZeppelin","2018-09-01 00:00:00+00","107"
"de43bcbb-612a-4ed7-b493-244a7c6483ff","Nethermind","2018-09-01 00:00:00+00","9"
"ea67ed7d-944e-443f-a080-a90f9187134c","Gitcoin","2018-09-01 00:00:00+00","83"
"f1c2ab5c-17f5-4de2-93d6-78daace71591","Teku","2018-09-01 00:00:00+00","81"
"f2727f30-1c71-4611-9c4e-917d22b546ba","rotki","2018-09-01 00:00:00+00","17"
"f2f2e6cb-6acc-49c1-8314-8b1876ab8f89","Safe (previously Gnosis Safe)","2018-09-01 00:00:00+00","21"
"f82b1041-550f-4b62-978c-321e52c85a89","Solhint","2018-09-01 00:00:00+00","25"
"ffc69c6c-dbd1-4077-9dc7-1b8be4a7315e","Giveth","2018-09-01 00:00:00+00","6"
"03d97a66-4ccd-441d-8fcb-9bc3478bb348","Jolocom","2018-10-01 00:00:00+00","23"
"1180bb84-428a-4ec4-9690-541bc711ce12","Help Protect the Internet Archive","2018-10-01 00:00:00+00","186"
"1ce236ae-f08b-40be-ab6c-a44b6c1273a3","Web3j","2018-10-01 00:00:00+00","23"
"217260d7-3adf-4b6b-b77b-f3a60038a81e","The MoonMath Manual to zk-SNARKs","2018-10-01 00:00:00+00","21"
"25357c3b-b2da-4b50-aeb5-ef861399f995","Blockscout","2018-10-01 00:00:00+00","80"
"2f458003-a210-488a-9e2d-584bdabd384c","ETHGlobal","2018-10-01 00:00:00+00","1"
"412d9922-9114-4c10-bf28-c92205797b91","CirclesUBI","2018-10-01 00:00:00+00","6"
"49265f45-467f-4e10-9ef6-8ef7532a9cec","Pocket Network","2018-10-01 00:00:00+00","43"
"4c6b108c-0c75-49e9-8371-8b5613fe1973","Lighthouse","2018-10-01 00:00:00+00","25"
"5fc70a22-8183-402a-bbc4-6f1bfd34e96d","Nimbus","2018-10-01 00:00:00+00","482"
"6d262266-8094-4a33-b924-b762883b09b1","Rigoblock","2018-10-01 00:00:00+00","67"
"71df72f6-a83b-46be-b316-2f9880ecda9d","TypeChain","2018-10-01 00:00:00+00","10"
"78ccf1ea-8b05-4e61-9e64-249b11151742","Somleng - A full-stack cloud communications platform","2018-10-01 00:00:00+00","62"
"7a697c14-9953-4b09-8572-452fbe7e0d1c","Vyper","2018-10-01 00:00:00+00","18"
"7e545d1e-8191-4d4a-a857-47025f8b9093","The Tor Project","2018-10-01 00:00:00+00","62"
