date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-03,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-04,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-05,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-07,0.0,0.0,0.0,0.0,0.0,-3.0584481492661554e-06
2024-09-08,0.0,0.0,0.0,0.0,0.0,-3.44919149578512e-06
2024-09-09,0.0,0.0,0.0,0.0,0.0,-2.1162549204668493e-06
2024-09-10,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-11,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-12,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-13,0.0,0.0,0.0,0.0,0.0,0.0010636564586010686
2024-09-14,0.0,0.0,0.0,0.0,0.0,0.001178376963817233
2024-09-15,0.0,0.0,0.0,0.0,0.0,0.0009372036214967356
2024-09-16,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-17,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-18,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-19,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-20,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-21,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-22,0.0,0.0,0.0,0.0,0.0,0.001259510130957034
2024-09-23,0.0,0.0,0.0,0.0,0.0,0.0015563397252202759
2024-09-24,0.0,0.0,0.0,0.0,0.0,0.0016277749201565076
2024-09-25,0.0,0.0,0.0,0.0,0.0,0.0017971884587174667
2024-09-26,0.0,0.0,0.0,0.0,0.0,0.001139053539413999
2024-09-27,0.0,0.0,0.0,0.0,0.0,0.0011369483730895788
2024-09-28,0.0,0.0,0.0,0.0,0.0,0.0002228163320260473
2024-09-29,0.0,0.0,0.0,0.0,0.0,0.0003497543133967654
2024-09-30,0.0,0.0,0.0,0.0,0.0,0.00048588296698979274
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-02,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-03,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-04,0.0,0.0,0.0,0.0,0.0,0.0011630412443368774
2024-10-05,0.0,0.0,0.0,0.0,0.0,0.0013058148412929673
2024-10-06,0.0,0.0,0.0,0.0,0.0,0.0012013365303392982
2024-10-07,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-08,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-09,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-10,0.0,0.0,0.0,0.0,0.0,0.0015568363851293963
2024-10-11,0.0,0.0,0.0,0.0,0.0,0.0014599666732855576
2024-10-12,0.0,0.0,0.0,0.0,0.0,0.0008900539206765162
2024-10-13,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-14,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-15,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-16,0.0,0.0,0.0,0.0,0.0,0.0004011899139504373
2024-10-17,0.0,0.0,0.0,0.0,0.0,0.000516695692583432
2024-10-18,0.0,0.0,0.0,0.0,0.0,0.00030166809923119406
2024-10-19,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-20,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-21,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-22,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-23,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-24,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-25,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-26,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-27,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-28,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-02,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-03,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-04,0.0,0.0,0.0,0.0,0.0,0.0
