,uuid,category,chain,address,metric_name,metric_value
19,bcd66f25-3e2b-4d54-8d15-547363542936,Community & Curation,BASE,0x01e86534f550c62e0908ae5aea0c933a8a0875ec,farcaster_users_90D,1
20,bcd66f25-3e2b-4d54-8d15-547363542936,Community & Curation,BASE,0x01e86534f550c62e0908ae5aea0c933a8a0875ec,transactions_180D,17
21,bcd66f25-3e2b-4d54-8d15-547363542936,Community & Curation,BASE,0x01e86534f550c62e0908ae5aea0c933a8a0875ec,active_addresses_180D,1
22,bcd66f25-3e2b-4d54-8d15-547363542936,Community & Curation,BASE,0x01e86534f550c62e0908ae5aea0c933a8a0875ec,daily_active_addresses_180D,1
23,bcd66f25-3e2b-4d54-8d15-547363542936,Community & Curation,BASE,0x01e86534f550c62e0908ae5aea0c933a8a0875ec,farcaster_users_180D,1
24,b4d81636-0080-49bd-8039-0721b3ea716c,DEX,BASE,0x940181a94a35a4569e4529a3cdfb74e38fd98631,transactions_90D,500236
25,b4d81636-0080-49bd-8039-0721b3ea716c,DEX,BASE,0x940181a94a35a4569e4529a3cdfb74e38fd98631,active_addresses_90D,130073
26,b4d81636-0080-49bd-8039-0721b3ea716c,DEX,BASE,0x940181a94a35a4569e4529a3cdfb74e38fd98631,daily_active_addresses_90D,3198
27,b4d81636-0080-49bd-8039-0721b3ea716c,DEX,BASE,0x940181a94a35a4569e4529a3cdfb74e38fd98631,farcaster_users_90D,8207
28,b4d81636-0080-49bd-8039-0721b3ea716c,DEX,BASE,0x940181a94a35a4569e4529a3cdfb74e38fd98631,transactions_180D,974438
29,b4d81636-0080-49bd-8039-0721b3ea716c,DEX,BASE,0x940181a94a35a4569e4529a3cdfb74e38fd98631,active_addresses_180D,199521
30,b4d81636-0080-49bd-8039-0721b3ea716c,DEX,BASE,0x940181a94a35a4569e4529a3cdfb74e38fd98631,daily_active_addresses_180D,2969
31,b4d81636-0080-49bd-8039-0721b3ea716c,DEX,BASE,0x940181a94a35a4569e4529a3cdfb74e38fd98631,farcaster_users_180D,13091
32,af197310-d16f-4b6d-8b14-6c18a60ef145,Frames,OP MAINNET,0x02e4227ed20379db2999511609b8e2b28f73f0e0,transactions_90D,191
33,af197310-d16f-4b6d-8b14-6c18a60ef145,Frames,OP MAINNET,0x02e4227ed20379db2999511609b8e2b28f73f0e0,active_addresses_90D,1
34,af197310-d16f-4b6d-8b14-6c18a60ef145,Frames,OP MAINNET,0x02e4227ed20379db2999511609b8e2b28f73f0e0,daily_active_addresses_90D,1
35,af197310-d16f-4b6d-8b14-6c18a60ef145,Frames,OP MAINNET,0x02e4227ed20379db2999511609b8e2b28f73f0e0,daily_active_addresses_90D,1
36,af197310-d16f-4b6d-8b14-6c18a60ef145,Frames,OP MAINNET,0x02e4227ed20379db2999511609b8e2b28f73f0e0,transactions_180D,6531
37,af197310-d16f-4b6d-8b14-6c18a60ef145,Frames,OP MAINNET,0x02e4227ed20379db2999511609b8e2b28f73f0e0,active_addresses_180D,2
38,af197310-d16f-4b6d-8b14-6c18a60ef145,Frames,OP MAINNET,0x02e4227ed20379db2999511609b8e2b28f73f0e0,daily_active_addresses_180D,1
39,af197310-d16f-4b6d-8b14-6c18a60ef145,Frames,OP MAINNET,0x02e4227ed20379db2999511609b8e2b28f73f0e0,daily_active_addresses_180D,1
40,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,Real World Assets,BASE,0xf1a871af236ec0da070c3b09302270ccf4e35794,transactions_90D,1496
41,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,Real World Assets,BASE,0xf1a871af236ec0da070c3b09302270ccf4e35794,active_addresses_90D,301
42,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,Real World Assets,BASE,0xf1a871af236ec0da070c3b09302270ccf4e35794,daily_active_addresses_90D,8
43,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,Real World Assets,BASE,0xf1a871af236ec0da070c3b09302270ccf4e35794,farcaster_users_90D,5
44,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,Real World Assets,BASE,0xf1a871af236ec0da070c3b09302270ccf4e35794,transactions_180D,1876
45,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,Real World Assets,BASE,0xf1a871af236ec0da070c3b09302270ccf4e35794,active_addresses_180D,346
46,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,Real World Assets,BASE,0xf1a871af236ec0da070c3b09302270ccf4e35794,daily_active_addresses_180D,7
47,c31e36bc-69ad-40e8-a3b9-29f5c1d6d86a,Real World Assets,BASE,0xf1a871af236ec0da070c3b09302270ccf4e35794,farcaster_users_180D,5
48,657d3052-63b9-499a-8898-ee74a2d4c0e7,Art NFTs,OP MAINNET,0x0db19369d6d62237d065677cf05c1b0a1236bb0a,transactions_90D,1179
49,657d3052-63b9-499a-8898-ee74a2d4c0e7,Art NFTs,OP MAINNET,0x0db19369d6d62237d065677cf05c1b0a1236bb0a,active_addresses_90D,3
50,657d3052-63b9-499a-8898-ee74a2d4c0e7,Art NFTs,OP MAINNET,0x0db19369d6d62237d065677cf05c1b0a1236bb0a,daily_active_addresses_90D,1
51,657d3052-63b9-499a-8898-ee74a2d4c0e7,Art NFTs,OP MAINNET,0x0db19369d6d62237d065677cf05c1b0a1236bb0a,daily_active_addresses_90D,1
52,657d3052-63b9-499a-8898-ee74a2d4c0e7,Art NFTs,OP MAINNET,0x0db19369d6d62237d065677cf05c1b0a1236bb0a,transactions_180D,1179
53,657d3052-63b9-499a-8898-ee74a2d4c0e7,Art NFTs,OP MAINNET,0x0db19369d6d62237d065677cf05c1b0a1236bb0a,active_addresses_180D,3
54,657d3052-63b9-499a-8898-ee74a2d4c0e7,Art NFTs,OP MAINNET,0x0db19369d6d62237d065677cf05c1b0a1236bb0a,daily_active_addresses_180D,1
55,657d3052-63b9-499a-8898-ee74a2d4c0e7,Art NFTs,OP MAINNET,0x0db19369d6d62237d065677cf05c1b0a1236bb0a,daily_active_addresses_180D,1
56,3d669a90-f377-4e3b-91f0-8d0818d5f1f3,Gaming,OP MAINNET,0x56edafc97279c53a74c1c105abeebc79e0936c73,transactions_90D,57
57,3d669a90-f377-4e3b-91f0-8d0818d5f1f3,Gaming,OP MAINNET,0x56edafc97279c53a74c1c105abeebc79e0936c73,active_addresses_90D,3
58,3d669a90-f377-4e3b-91f0-8d0818d5f1f3,Gaming,OP MAINNET,0x56edafc97279c53a74c1c105abeebc79e0936c73,daily_active_addresses_90D,1
59,3d669a90-f377-4e3b-91f0-8d0818d5f1f3,Gaming,OP MAINNET,0x56edafc97279c53a74c1c105abeebc79e0936c73,farcaster_users_90D,1
60,3d669a90-f377-4e3b-91f0-8d0818d5f1f3,Gaming,OP MAINNET,0x56edafc97279c53a74c1c105abeebc79e0936c73,transactions_180D,123
61,3d669a90-f377-4e3b-91f0-8d0818d5f1f3,Gaming,OP MAINNET,0x56edafc97279c53a74c1c105abeebc79e0936c73,active_addresses_180D,5
62,3d669a90-f377-4e3b-91f0-8d0818d5f1f3,Gaming,OP MAINNET,0x56edafc97279c53a74c1c105abeebc79e0936c73,daily_active_addresses_180D,1
63,3d669a90-f377-4e3b-91f0-8d0818d5f1f3,Gaming,OP MAINNET,0x56edafc97279c53a74c1c105abeebc79e0936c73,farcaster_users_180D,1
64,6abc3227-4e7f-4786-863c-abdd23f488a2,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,transactions_90D,17
65,6abc3227-4e7f-4786-863c-abdd23f488a2,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,active_addresses_90D,9
66,6abc3227-4e7f-4786-863c-abdd23f488a2,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,daily_active_addresses_90D,1
67,6abc3227-4e7f-4786-863c-abdd23f488a2,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,daily_active_addresses_90D,1
68,6abc3227-4e7f-4786-863c-abdd23f488a2,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,transactions_180D,17
69,6abc3227-4e7f-4786-863c-abdd23f488a2,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,active_addresses_180D,9
70,6abc3227-4e7f-4786-863c-abdd23f488a2,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,daily_active_addresses_180D,1
71,6abc3227-4e7f-4786-863c-abdd23f488a2,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,daily_active_addresses_180D,1
72,72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,transactions_90D,17
73,72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,active_addresses_90D,9
74,72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,daily_active_addresses_90D,1
75,72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,daily_active_addresses_90D,1
76,72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,transactions_180D,17
77,72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,active_addresses_180D,9
78,72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,daily_active_addresses_180D,1
79,72d91704-0a5f-4ec7-9e6b-92d5d72df0bc,Community & Curation,OP MAINNET,0x85ba183fb4c16d435b076dde459dafc8eff864d8,daily_active_addresses_180D,1
80,fdceb040-c3e7-4096-a801-6c75adf400ed,Payments,BASE,0x42d41fe67832eaead51b75d61a132d16a86892f7,transactions_90D,1
81,fdceb040-c3e7-4096-a801-6c75adf400ed,Payments,BASE,0x42d41fe67832eaead51b75d61a132d16a86892f7,active_addresses_90D,1
82,fdceb040-c3e7-4096-a801-6c75adf400ed,Payments,BASE,0x42d41fe67832eaead51b75d61a132d16a86892f7,daily_active_addresses_90D,1
83,fdceb040-c3e7-4096-a801-6c75adf400ed,Payments,BASE,0x42d41fe67832eaead51b75d61a132d16a86892f7,daily_active_addresses_90D,1
84,fdceb040-c3e7-4096-a801-6c75adf400ed,Payments,BASE,0x42d41fe67832eaead51b75d61a132d16a86892f7,transactions_180D,1
85,fdceb040-c3e7-4096-a801-6c75adf400ed,Payments,BASE,0x42d41fe67832eaead51b75d61a132d16a86892f7,active_addresses_180D,1
86,fdceb040-c3e7-4096-a801-6c75adf400ed,Payments,BASE,0x42d41fe67832eaead51b75d61a132d16a86892f7,daily_active_addresses_180D,1
87,fdceb040-c3e7-4096-a801-6c75adf400ed,Payments,BASE,0x42d41fe67832eaead51b75d61a132d16a86892f7,daily_active_addresses_180D,1
88,08868559-3e11-4d15-9ec4-6a589a2d91f2,Art NFTs,BASE,0xe842537260634175891925f058498f9099c102eb,transactions_90D,4469
89,08868559-3e11-4d15-9ec4-6a589a2d91f2,Art NFTs,BASE,0xe842537260634175891925f058498f9099c102eb,active_addresses_90D,192
90,08868559-3e11-4d15-9ec4-6a589a2d91f2,Art NFTs,BASE,0xe842537260634175891925f058498f9099c102eb,daily_active_addresses_90D,48
91,08868559-3e11-4d15-9ec4-6a589a2d91f2,Art NFTs,BASE,0xe842537260634175891925f058498f9099c102eb,farcaster_users_90D,114
92,08868559-3e11-4d15-9ec4-6a589a2d91f2,Art NFTs,BASE,0xe842537260634175891925f058498f9099c102eb,transactions_180D,6367
93,08868559-3e11-4d15-9ec4-6a589a2d91f2,Art NFTs,BASE,0xe842537260634175891925f058498f9099c102eb,active_addresses_180D,294
94,08868559-3e11-4d15-9ec4-6a589a2d91f2,Art NFTs,BASE,0xe842537260634175891925f058498f9099c102eb,daily_active_addresses_180D,54
95,08868559-3e11-4d15-9ec4-6a589a2d91f2,Art NFTs,BASE,0xe842537260634175891925f058498f9099c102eb,farcaster_users_180D,163
96,fdb1b477-97c1-40a3-8fba-8cdcd1db580b,Meme Community,BASE,0x17931cfc3217261ce0fa21bb066633c463ed8634,transactions_90D,1426
97,fdb1b477-97c1-40a3-8fba-8cdcd1db580b,Meme Community,BASE,0x17931cfc3217261ce0fa21bb066633c463ed8634,active_addresses_90D,890
98,fdb1b477-97c1-40a3-8fba-8cdcd1db580b,Meme Community,BASE,0x17931cfc3217261ce0fa21bb066633c463ed8634,daily_active_addresses_90D,12
99,fdb1b477-97c1-40a3-8fba-8cdcd1db580b,Meme Community,BASE,0x17931cfc3217261ce0fa21bb066633c463ed8634,farcaster_users_90D,133
100,fdb1b477-97c1-40a3-8fba-8cdcd1db580b,Meme Community,BASE,0x17931cfc3217261ce0fa21bb066633c463ed8634,transactions_180D,12645
101,fdb1b477-97c1-40a3-8fba-8cdcd1db580b,Meme Community,BASE,0x17931cfc3217261ce0fa21bb066633c463ed8634,active_addresses_180D,7648
102,fdb1b477-97c1-40a3-8fba-8cdcd1db580b,Meme Community,BASE,0x17931cfc3217261ce0fa21bb066633c463ed8634,daily_active_addresses_180D,61
103,fdb1b477-97c1-40a3-8fba-8cdcd1db580b,Meme Community,BASE,0x17931cfc3217261ce0fa21bb066633c463ed8634,farcaster_users_180D,1045
104,127b9325-9491-42cb-af85-94a69055b52a,Art NFTs,BASE,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,transactions_90D,5574
105,127b9325-9491-42cb-af85-94a69055b52a,Art NFTs,BASE,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,active_addresses_90D,412
106,127b9325-9491-42cb-af85-94a69055b52a,Art NFTs,BASE,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,daily_active_addresses_90D,43
107,127b9325-9491-42cb-af85-94a69055b52a,Art NFTs,BASE,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,farcaster_users_90D,142
108,127b9325-9491-42cb-af85-94a69055b52a,Art NFTs,BASE,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,transactions_180D,11553
109,127b9325-9491-42cb-af85-94a69055b52a,Art NFTs,BASE,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,active_addresses_180D,620
110,127b9325-9491-42cb-af85-94a69055b52a,Art NFTs,BASE,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,daily_active_addresses_180D,49
111,127b9325-9491-42cb-af85-94a69055b52a,Art NFTs,BASE,0xe6249eafdc9c8a809fe28a5213120b1860f9a75f,farcaster_users_180D,187
112,83ab7eff-40a3-4d89-bf28-368a5a16faa3,DEX,BASE,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,transactions_90D,21
113,83ab7eff-40a3-4d89-bf28-368a5a16faa3,DEX,BASE,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,active_addresses_90D,12
114,83ab7eff-40a3-4d89-bf28-368a5a16faa3,DEX,BASE,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,daily_active_addresses_90D,1
115,83ab7eff-40a3-4d89-bf28-368a5a16faa3,DEX,BASE,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,farcaster_users_90D,2
116,83ab7eff-40a3-4d89-bf28-368a5a16faa3,DEX,BASE,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,transactions_180D,51
117,83ab7eff-40a3-4d89-bf28-368a5a16faa3,DEX,BASE,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,active_addresses_180D,35
118,83ab7eff-40a3-4d89-bf28-368a5a16faa3,DEX,BASE,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,daily_active_addresses_180D,1
119,83ab7eff-40a3-4d89-bf28-368a5a16faa3,DEX,BASE,0x2b0a43dccbd7d42c18f6a83f86d1a19fa58d541a,farcaster_users_180D,6
120,52af194c-b618-47a2-9a64-61c27a21d16b,Meme Community,BASE,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,transactions_90D,2
121,52af194c-b618-47a2-9a64-61c27a21d16b,Meme Community,BASE,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,active_addresses_90D,2
122,52af194c-b618-47a2-9a64-61c27a21d16b,Meme Community,BASE,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,daily_active_addresses_90D,2
123,52af194c-b618-47a2-9a64-61c27a21d16b,Meme Community,BASE,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,farcaster_users_90D,1
124,52af194c-b618-47a2-9a64-61c27a21d16b,Meme Community,BASE,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,transactions_180D,2
125,52af194c-b618-47a2-9a64-61c27a21d16b,Meme Community,BASE,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,active_addresses_180D,2
126,52af194c-b618-47a2-9a64-61c27a21d16b,Meme Community,BASE,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,daily_active_addresses_180D,2
127,52af194c-b618-47a2-9a64-61c27a21d16b,Meme Community,BASE,0xfcb65dc6758e2cfd8f1dcdfad185bd4648b0e9c5,farcaster_users_180D,1
128,5523b0e7-3038-46cc-9218-5f5e52042b14,Other Category,BASE,0x4c3de014695f6330aa8e58731084424ef7ff78fb,transactions_90D,129
129,5523b0e7-3038-46cc-9218-5f5e52042b14,Other Category,BASE,0x4c3de014695f6330aa8e58731084424ef7ff78fb,active_addresses_90D,106
130,5523b0e7-3038-46cc-9218-5f5e52042b14,Other Category,BASE,0x4c3de014695f6330aa8e58731084424ef7ff78fb,daily_active_addresses_90D,2
131,5523b0e7-3038-46cc-9218-5f5e52042b14,Other Category,BASE,0x4c3de014695f6330aa8e58731084424ef7ff78fb,farcaster_users_90D,74
132,5523b0e7-3038-46cc-9218-5f5e52042b14,Other Category,BASE,0x4c3de014695f6330aa8e58731084424ef7ff78fb,transactions_180D,129
133,5523b0e7-3038-46cc-9218-5f5e52042b14,Other Category,BASE,0x4c3de014695f6330aa8e58731084424ef7ff78fb,active_addresses_180D,106
134,5523b0e7-3038-46cc-9218-5f5e52042b14,Other Category,BASE,0x4c3de014695f6330aa8e58731084424ef7ff78fb,daily_active_addresses_180D,2
135,5523b0e7-3038-46cc-9218-5f5e52042b14,Other Category,BASE,0x4c3de014695f6330aa8e58731084424ef7ff78fb,farcaster_users_180D,74
136,8bd5539d-ef65-4f2c-9014-3fc11620f12f,Betting & Prediction Markets,BASE,0x80f6bcedd3d4fa1035285affa30e38f464db3895,transactions_90D,1966
137,8bd5539d-ef65-4f2c-9014-3fc11620f12f,Betting & Prediction Markets,BASE,0x80f6bcedd3d4fa1035285affa30e38f464db3895,active_addresses_90D,1045
138,8bd5539d-ef65-4f2c-9014-3fc11620f12f,Betting & Prediction Markets,BASE,0x80f6bcedd3d4fa1035285affa30e38f464db3895,daily_active_addresses_90D,17
139,8bd5539d-ef65-4f2c-9014-3fc11620f12f,Betting & Prediction Markets,BASE,0x80f6bcedd3d4fa1035285affa30e38f464db3895,farcaster_users_90D,99
140,8bd5539d-ef65-4f2c-9014-3fc11620f12f,Betting & Prediction Markets,BASE,0x80f6bcedd3d4fa1035285affa30e38f464db3895,transactions_180D,5241
141,8bd5539d-ef65-4f2c-9014-3fc11620f12f,Betting & Prediction Markets,BASE,0x80f6bcedd3d4fa1035285affa30e38f464db3895,active_addresses_180D,2500
142,8bd5539d-ef65-4f2c-9014-3fc11620f12f,Betting & Prediction Markets,BASE,0x80f6bcedd3d4fa1035285affa30e38f464db3895,daily_active_addresses_180D,32
143,8bd5539d-ef65-4f2c-9014-3fc11620f12f,Betting & Prediction Markets,BASE,0x80f6bcedd3d4fa1035285affa30e38f464db3895,farcaster_users_180D,262
144,0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,Gaming,BASE,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,transactions_90D,152353
145,0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,Gaming,BASE,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,active_addresses_90D,290
146,0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,Gaming,BASE,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,daily_active_addresses_90D,5
147,0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,Gaming,BASE,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,farcaster_users_90D,19
148,0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,Gaming,BASE,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,transactions_180D,152363
149,0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,Gaming,BASE,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,active_addresses_180D,292
150,0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,Gaming,BASE,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,daily_active_addresses_180D,5
151,0d9b31cc-c2ef-41c3-8ba0-dea4a3a37de1,Gaming,BASE,0x0982b3a5b24b2bd8ef74126e15fca2decfd75a28,farcaster_users_180D,19
152,7159cf57-51d0-40dd-8841-f962d6d32496,Art NFTs,ZORA,0x1f781d47cd59257d7aa1bd7b2fbab50d57af8587,transactions_90D,11216
153,7159cf57-51d0-40dd-8841-f962d6d32496,Art NFTs,ZORA,0x1f781d47cd59257d7aa1bd7b2fbab50d57af8587,active_addresses_90D,6403
154,7159cf57-51d0-40dd-8841-f962d6d32496,Art NFTs,ZORA,0x1f781d47cd59257d7aa1bd7b2fbab50d57af8587,daily_active_addresses_90D,95
155,7159cf57-51d0-40dd-8841-f962d6d32496,Art NFTs,ZORA,0x1f781d47cd59257d7aa1bd7b2fbab50d57af8587,farcaster_users_90D,197
156,7159cf57-51d0-40dd-8841-f962d6d32496,Art NFTs,ZORA,0x1f781d47cd59257d7aa1bd7b2fbab50d57af8587,transactions_180D,73678
157,7159cf57-51d0-40dd-8841-f962d6d32496,Art NFTs,ZORA,0x1f781d47cd59257d7aa1bd7b2fbab50d57af8587,active_addresses_180D,42458
158,7159cf57-51d0-40dd-8841-f962d6d32496,Art NFTs,ZORA,0x1f781d47cd59257d7aa1bd7b2fbab50d57af8587,daily_active_addresses_180D,320
159,7159cf57-51d0-40dd-8841-f962d6d32496,Art NFTs,ZORA,0x1f781d47cd59257d7aa1bd7b2fbab50d57af8587,farcaster_users_180D,1297
160,8e44e5b4-87ae-4d63-96eb-b0849eb394ad,DEX,BASE,0x548f93779fbc992010c07467cbaf329dd5f059b7,transactions_90D,7374
161,8e44e5b4-87ae-4d63-96eb-b0849eb394ad,DEX,BASE,0x548f93779fbc992010c07467cbaf329dd5f059b7,active_addresses_90D,1952
162,8e44e5b4-87ae-4d63-96eb-b0849eb394ad,DEX,BASE,0x548f93779fbc992010c07467cbaf329dd5f059b7,daily_active_addresses_90D,49
163,8e44e5b4-87ae-4d63-96eb-b0849eb394ad,DEX,BASE,0x548f93779fbc992010c07467cbaf329dd5f059b7,farcaster_users_90D,118
164,8e44e5b4-87ae-4d63-96eb-b0849eb394ad,DEX,BASE,0x548f93779fbc992010c07467cbaf329dd5f059b7,transactions_180D,9824
165,8e44e5b4-87ae-4d63-96eb-b0849eb394ad,DEX,BASE,0x548f93779fbc992010c07467cbaf329dd5f059b7,active_addresses_180D,2911
166,8e44e5b4-87ae-4d63-96eb-b0849eb394ad,DEX,BASE,0x548f93779fbc992010c07467cbaf329dd5f059b7,daily_active_addresses_180D,35
167,8e44e5b4-87ae-4d63-96eb-b0849eb394ad,DEX,BASE,0x548f93779fbc992010c07467cbaf329dd5f059b7,farcaster_users_180D,199
168,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,Meme Community,BASE,0x35706dfbe28425dc831af3517b41b176e009cd0d,transactions_90D,453
169,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,Meme Community,BASE,0x35706dfbe28425dc831af3517b41b176e009cd0d,active_addresses_90D,68
170,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,Meme Community,BASE,0x35706dfbe28425dc831af3517b41b176e009cd0d,daily_active_addresses_90D,2
171,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,Meme Community,BASE,0x35706dfbe28425dc831af3517b41b176e009cd0d,farcaster_users_90D,1
172,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,Meme Community,BASE,0x35706dfbe28425dc831af3517b41b176e009cd0d,transactions_180D,509
