,uuid,category,chain,address,metric_name,metric_value
173,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,Meme Community,BASE,0x35706dfbe28425dc831af3517b41b176e009cd0d,active_addresses_180D,97
174,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,Meme Community,BASE,0x35706dfbe28425dc831af3517b41b176e009cd0d,daily_active_addresses_180D,2
175,22a0a8ea-0acf-4669-9d8d-d0cfa10e1104,Meme Community,BASE,0x35706dfbe28425dc831af3517b41b176e009cd0d,farcaster_users_180D,1
176,74068a98-86e1-412c-8e44-c3602d55b284,DEX,BASE,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,transactions_90D,45764
177,74068a98-86e1-412c-8e44-c3602d55b284,DEX,BASE,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,active_addresses_90D,130
178,74068a98-86e1-412c-8e44-c3602d55b284,DEX,BASE,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,daily_active_addresses_90D,3
179,74068a98-86e1-412c-8e44-c3602d55b284,DEX,BASE,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,farcaster_users_90D,23
180,74068a98-86e1-412c-8e44-c3602d55b284,DEX,BASE,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,transactions_180D,57917
181,74068a98-86e1-412c-8e44-c3602d55b284,DEX,BASE,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,active_addresses_180D,1026
182,74068a98-86e1-412c-8e44-c3602d55b284,DEX,BASE,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,daily_active_addresses_180D,8
183,74068a98-86e1-412c-8e44-c3602d55b284,DEX,BASE,0x26a54955a5fb9472d3edfeac9b8e4c0ab5779ed3,farcaster_users_180D,142
184,9833b9ba-50c0-4119-a480-1815f0b8fd3f,Community & Curation,BASE,0x3c281a39944a2319aa653d81cfd93ca10983d234,transactions_90D,33857
185,9833b9ba-50c0-4119-a480-1815f0b8fd3f,Community & Curation,BASE,0x3c281a39944a2319aa653d81cfd93ca10983d234,active_addresses_90D,19904
186,9833b9ba-50c0-4119-a480-1815f0b8fd3f,Community & Curation,BASE,0x3c281a39944a2319aa653d81cfd93ca10983d234,daily_active_addresses_90D,262
187,9833b9ba-50c0-4119-a480-1815f0b8fd3f,Community & Curation,BASE,0x3c281a39944a2319aa653d81cfd93ca10983d234,farcaster_users_90D,10892
188,9833b9ba-50c0-4119-a480-1815f0b8fd3f,Community & Curation,BASE,0x3c281a39944a2319aa653d81cfd93ca10983d234,transactions_180D,52370
189,9833b9ba-50c0-4119-a480-1815f0b8fd3f,Community & Curation,BASE,0x3c281a39944a2319aa653d81cfd93ca10983d234,active_addresses_180D,27987
190,9833b9ba-50c0-4119-a480-1815f0b8fd3f,Community & Curation,BASE,0x3c281a39944a2319aa653d81cfd93ca10983d234,daily_active_addresses_180D,325
191,9833b9ba-50c0-4119-a480-1815f0b8fd3f,Community & Curation,BASE,0x3c281a39944a2319aa653d81cfd93ca10983d234,farcaster_users_180D,13976
192,7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,Donations,BASE,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,transactions_90D,29
193,7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,Donations,BASE,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,active_addresses_90D,6
194,7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,Donations,BASE,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,daily_active_addresses_90D,1
195,7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,Donations,BASE,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,farcaster_users_90D,1
196,7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,Donations,BASE,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,transactions_180D,44
197,7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,Donations,BASE,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,active_addresses_180D,8
198,7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,Donations,BASE,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,daily_active_addresses_180D,1
199,7f2d11e3-2b97-4e36-b732-ac349ed2f1c7,Donations,BASE,0xc1b6844d5134c8e550043f01ffbf49ca66efc77f,farcaster_users_180D,1
200,2501e7cb-57f8-4e70-ac38-bcf8efdeae08,Gaming,BASE,0x8f9c456c928a33a3859fa283fb57b23c908fe843,transactions_90D,60262
201,2501e7cb-57f8-4e70-ac38-bcf8efdeae08,Gaming,BASE,0x8f9c456c928a33a3859fa283fb57b23c908fe843,active_addresses_90D,1258
202,2501e7cb-57f8-4e70-ac38-bcf8efdeae08,Gaming,BASE,0x8f9c456c928a33a3859fa283fb57b23c908fe843,daily_active_addresses_90D,53
203,2501e7cb-57f8-4e70-ac38-bcf8efdeae08,Gaming,BASE,0x8f9c456c928a33a3859fa283fb57b23c908fe843,farcaster_users_90D,96
204,2501e7cb-57f8-4e70-ac38-bcf8efdeae08,Gaming,BASE,0x8f9c456c928a33a3859fa283fb57b23c908fe843,transactions_180D,66079
205,2501e7cb-57f8-4e70-ac38-bcf8efdeae08,Gaming,BASE,0x8f9c456c928a33a3859fa283fb57b23c908fe843,active_addresses_180D,1274
206,2501e7cb-57f8-4e70-ac38-bcf8efdeae08,Gaming,BASE,0x8f9c456c928a33a3859fa283fb57b23c908fe843,daily_active_addresses_180D,51
207,2501e7cb-57f8-4e70-ac38-bcf8efdeae08,Gaming,BASE,0x8f9c456c928a33a3859fa283fb57b23c908fe843,farcaster_users_180D,99
208,1e90433c-90da-444b-a9c0-7f2a50caf423,Other Media NFTs,BASE,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,transactions_90D,24515
209,1e90433c-90da-444b-a9c0-7f2a50caf423,Other Media NFTs,BASE,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,active_addresses_90D,22132
210,1e90433c-90da-444b-a9c0-7f2a50caf423,Other Media NFTs,BASE,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,daily_active_addresses_90D,961
211,1e90433c-90da-444b-a9c0-7f2a50caf423,Other Media NFTs,BASE,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,farcaster_users_90D,2299
212,1e90433c-90da-444b-a9c0-7f2a50caf423,Other Media NFTs,BASE,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,transactions_180D,24515
213,1e90433c-90da-444b-a9c0-7f2a50caf423,Other Media NFTs,BASE,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,active_addresses_180D,22132
214,1e90433c-90da-444b-a9c0-7f2a50caf423,Other Media NFTs,BASE,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,daily_active_addresses_180D,961
215,1e90433c-90da-444b-a9c0-7f2a50caf423,Other Media NFTs,BASE,0xe0fe6dd851187c62a79d00a211953fe3b5cec7fe,farcaster_users_180D,2299
216,649e921b-3f19-4a5a-8d8e-6a42508c2741,Gaming,BASE,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,transactions_90D,1922
217,649e921b-3f19-4a5a-8d8e-6a42508c2741,Gaming,BASE,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,active_addresses_90D,320
218,649e921b-3f19-4a5a-8d8e-6a42508c2741,Gaming,BASE,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,daily_active_addresses_90D,9
219,649e921b-3f19-4a5a-8d8e-6a42508c2741,Gaming,BASE,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,farcaster_users_90D,290
220,649e921b-3f19-4a5a-8d8e-6a42508c2741,Gaming,BASE,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,transactions_180D,1922
221,649e921b-3f19-4a5a-8d8e-6a42508c2741,Gaming,BASE,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,active_addresses_180D,320
222,649e921b-3f19-4a5a-8d8e-6a42508c2741,Gaming,BASE,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,daily_active_addresses_180D,9
223,649e921b-3f19-4a5a-8d8e-6a42508c2741,Gaming,BASE,0x224b2491f28f4a6bde6b515b2371136fe38f5ba2,farcaster_users_180D,290
224,9ebf0214-b40d-4310-83ed-acc1f7b2d456,Gaming,BASE,0x0feea4e2ddaca247c0b81f69139b34e276aff966,transactions_90D,768
225,9ebf0214-b40d-4310-83ed-acc1f7b2d456,Gaming,BASE,0x0feea4e2ddaca247c0b81f69139b34e276aff966,active_addresses_90D,183
226,9ebf0214-b40d-4310-83ed-acc1f7b2d456,Gaming,BASE,0x0feea4e2ddaca247c0b81f69139b34e276aff966,daily_active_addresses_90D,4
227,9ebf0214-b40d-4310-83ed-acc1f7b2d456,Gaming,BASE,0x0feea4e2ddaca247c0b81f69139b34e276aff966,farcaster_users_90D,29
228,9ebf0214-b40d-4310-83ed-acc1f7b2d456,Gaming,BASE,0x0feea4e2ddaca247c0b81f69139b34e276aff966,transactions_180D,769
229,9ebf0214-b40d-4310-83ed-acc1f7b2d456,Gaming,BASE,0x0feea4e2ddaca247c0b81f69139b34e276aff966,active_addresses_180D,183
230,9ebf0214-b40d-4310-83ed-acc1f7b2d456,Gaming,BASE,0x0feea4e2ddaca247c0b81f69139b34e276aff966,daily_active_addresses_180D,4
231,9ebf0214-b40d-4310-83ed-acc1f7b2d456,Gaming,BASE,0x0feea4e2ddaca247c0b81f69139b34e276aff966,farcaster_users_180D,29
232,cb6ef65c-3136-4af7-9be1-c993d8789376,Art NFTs,BASE,0x5d594f484fd286e77363ef5c1deac44d255b5484,transactions_90D,217
233,cb6ef65c-3136-4af7-9be1-c993d8789376,Art NFTs,BASE,0x5d594f484fd286e77363ef5c1deac44d255b5484,active_addresses_90D,164
234,cb6ef65c-3136-4af7-9be1-c993d8789376,Art NFTs,BASE,0x5d594f484fd286e77363ef5c1deac44d255b5484,daily_active_addresses_90D,4
235,cb6ef65c-3136-4af7-9be1-c993d8789376,Art NFTs,BASE,0x5d594f484fd286e77363ef5c1deac44d255b5484,farcaster_users_90D,52
236,cb6ef65c-3136-4af7-9be1-c993d8789376,Art NFTs,BASE,0x5d594f484fd286e77363ef5c1deac44d255b5484,transactions_180D,217
237,cb6ef65c-3136-4af7-9be1-c993d8789376,Art NFTs,BASE,0x5d594f484fd286e77363ef5c1deac44d255b5484,active_addresses_180D,164
238,cb6ef65c-3136-4af7-9be1-c993d8789376,Art NFTs,BASE,0x5d594f484fd286e77363ef5c1deac44d255b5484,daily_active_addresses_180D,4
239,cb6ef65c-3136-4af7-9be1-c993d8789376,Art NFTs,BASE,0x5d594f484fd286e77363ef5c1deac44d255b5484,farcaster_users_180D,52
240,724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,Other Media NFTs,BASE,0xb791556273b26389bcb4865db028898f125e4319,transactions_90D,2
241,724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,Other Media NFTs,BASE,0xb791556273b26389bcb4865db028898f125e4319,active_addresses_90D,2
242,724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,Other Media NFTs,BASE,0xb791556273b26389bcb4865db028898f125e4319,daily_active_addresses_90D,1
243,724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,Other Media NFTs,BASE,0xb791556273b26389bcb4865db028898f125e4319,farcaster_users_90D,2
244,724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,Other Media NFTs,BASE,0xb791556273b26389bcb4865db028898f125e4319,transactions_180D,208
245,724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,Other Media NFTs,BASE,0xb791556273b26389bcb4865db028898f125e4319,active_addresses_180D,119
246,724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,Other Media NFTs,BASE,0xb791556273b26389bcb4865db028898f125e4319,daily_active_addresses_180D,6
247,724e08e7-f5dd-4dcd-bb4f-cf50045c4d53,Other Media NFTs,BASE,0xb791556273b26389bcb4865db028898f125e4319,farcaster_users_180D,93
248,1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,DEX,OP MAINNET,0xb27a14fa98608a95d81c22023f09648f2cb714c2,transactions_90D,4
249,1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,DEX,OP MAINNET,0xb27a14fa98608a95d81c22023f09648f2cb714c2,active_addresses_90D,3
250,1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,DEX,OP MAINNET,0xb27a14fa98608a95d81c22023f09648f2cb714c2,daily_active_addresses_90D,1
251,1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,DEX,OP MAINNET,0xb27a14fa98608a95d81c22023f09648f2cb714c2,daily_active_addresses_90D,1
252,1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,DEX,OP MAINNET,0xb27a14fa98608a95d81c22023f09648f2cb714c2,transactions_180D,437
253,1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,DEX,OP MAINNET,0xb27a14fa98608a95d81c22023f09648f2cb714c2,active_addresses_180D,427
254,1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,DEX,OP MAINNET,0xb27a14fa98608a95d81c22023f09648f2cb714c2,daily_active_addresses_180D,18
255,1f2e7de2-fd5e-4df9-ba8c-f37e1bec64fd,DEX,OP MAINNET,0xb27a14fa98608a95d81c22023f09648f2cb714c2,farcaster_users_180D,2
256,dcb7fb46-54dd-4887-954f-53c69f819f8e,Payments,BASE,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,transactions_90D,1965
257,dcb7fb46-54dd-4887-954f-53c69f819f8e,Payments,BASE,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,active_addresses_90D,2
258,dcb7fb46-54dd-4887-954f-53c69f819f8e,Payments,BASE,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,daily_active_addresses_90D,1
259,dcb7fb46-54dd-4887-954f-53c69f819f8e,Payments,BASE,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,daily_active_addresses_90D,1
260,dcb7fb46-54dd-4887-954f-53c69f819f8e,Payments,BASE,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,transactions_180D,3939
261,dcb7fb46-54dd-4887-954f-53c69f819f8e,Payments,BASE,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,active_addresses_180D,2
262,dcb7fb46-54dd-4887-954f-53c69f819f8e,Payments,BASE,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,daily_active_addresses_180D,1
263,dcb7fb46-54dd-4887-954f-53c69f819f8e,Payments,BASE,0xf9d643f5645c6140b8eeb7ef42878b71ebfee40b,daily_active_addresses_180D,1
264,ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,Gaming,BASE,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,transactions_90D,9
265,ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,Gaming,BASE,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,active_addresses_90D,6
266,ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,Gaming,BASE,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,daily_active_addresses_90D,1
267,ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,Gaming,BASE,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,farcaster_users_90D,5
268,ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,Gaming,BASE,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,transactions_180D,48
269,ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,Gaming,BASE,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,active_addresses_180D,9
270,ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,Gaming,BASE,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,daily_active_addresses_180D,1
271,ad7d7772-20a5-4786-b34a-3df2cdbe2ff3,Gaming,BASE,0xafa0c0a5a706538c40031224b89d9a5ac6004c65,farcaster_users_180D,6
272,78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,Frames,BASE,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,transactions_90D,73
273,78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,Frames,BASE,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,active_addresses_90D,4
274,78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,Frames,BASE,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,daily_active_addresses_90D,1
275,78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,Frames,BASE,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,farcaster_users_90D,3
276,78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,Frames,BASE,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,transactions_180D,73
277,78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,Frames,BASE,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,active_addresses_180D,4
278,78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,Frames,BASE,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,daily_active_addresses_180D,1
279,78f0eac0-c56e-489c-a4e3-9c700ccf4ce8,Frames,BASE,0x79e2b756f9c4c12bd8f80c0aeeb7b954e52ff23c,farcaster_users_180D,3
280,6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,DEX,BASE,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,transactions_90D,83325
281,6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,DEX,BASE,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,active_addresses_90D,169
282,6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,DEX,BASE,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,daily_active_addresses_90D,9
283,6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,DEX,BASE,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,daily_active_addresses_90D,9
284,6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,DEX,BASE,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,transactions_180D,176010
285,6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,DEX,BASE,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,active_addresses_180D,512
286,6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,DEX,BASE,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,daily_active_addresses_180D,13
287,6a11ad77-d1d4-47ce-ba2f-d89cf853fd00,DEX,BASE,0xd056c0eee354b24fe7c5d4ee762c4d7574badac1,daily_active_addresses_180D,13
288,95769850-e99b-4e7f-9aea-734c28df9401,Other Category,OP MAINNET,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,transactions_90D,2
289,95769850-e99b-4e7f-9aea-734c28df9401,Other Category,OP MAINNET,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,active_addresses_90D,1
290,95769850-e99b-4e7f-9aea-734c28df9401,Other Category,OP MAINNET,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,daily_active_addresses_90D,1
291,95769850-e99b-4e7f-9aea-734c28df9401,Other Category,OP MAINNET,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,daily_active_addresses_90D,1
292,95769850-e99b-4e7f-9aea-734c28df9401,Other Category,OP MAINNET,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,transactions_180D,2
293,95769850-e99b-4e7f-9aea-734c28df9401,Other Category,OP MAINNET,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,active_addresses_180D,1
294,95769850-e99b-4e7f-9aea-734c28df9401,Other Category,OP MAINNET,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,daily_active_addresses_180D,1
295,95769850-e99b-4e7f-9aea-734c28df9401,Other Category,OP MAINNET,0xe31e85cbef95aec9bd7c056ec52da7a437b9d6fa,daily_active_addresses_180D,1
296,c6bad58d-bae9-443d-baa4-40f2548a7e3c,Frames,BASE,0x66009decff7db78480bec8a87e042a7eb4bfd23b,transactions_90D,23
297,c6bad58d-bae9-443d-baa4-40f2548a7e3c,Frames,BASE,0x66009decff7db78480bec8a87e042a7eb4bfd23b,active_addresses_90D,17
298,c6bad58d-bae9-443d-baa4-40f2548a7e3c,Frames,BASE,0x66009decff7db78480bec8a87e042a7eb4bfd23b,daily_active_addresses_90D,5
299,c6bad58d-bae9-443d-baa4-40f2548a7e3c,Frames,BASE,0x66009decff7db78480bec8a87e042a7eb4bfd23b,farcaster_users_90D,15
300,c6bad58d-bae9-443d-baa4-40f2548a7e3c,Frames,BASE,0x66009decff7db78480bec8a87e042a7eb4bfd23b,transactions_180D,23
301,c6bad58d-bae9-443d-baa4-40f2548a7e3c,Frames,BASE,0x66009decff7db78480bec8a87e042a7eb4bfd23b,active_addresses_180D,17
302,c6bad58d-bae9-443d-baa4-40f2548a7e3c,Frames,BASE,0x66009decff7db78480bec8a87e042a7eb4bfd23b,daily_active_addresses_180D,5
303,c6bad58d-bae9-443d-baa4-40f2548a7e3c,Frames,BASE,0x66009decff7db78480bec8a87e042a7eb4bfd23b,farcaster_users_180D,15
304,6d5a0660-c0c9-4936-8621-406289645d2b,Identity,BASE,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,transactions_90D,52
305,6d5a0660-c0c9-4936-8621-406289645d2b,Identity,BASE,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,active_addresses_90D,19
306,6d5a0660-c0c9-4936-8621-406289645d2b,Identity,BASE,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,daily_active_addresses_90D,1
307,6d5a0660-c0c9-4936-8621-406289645d2b,Identity,BASE,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,farcaster_users_90D,2
308,6d5a0660-c0c9-4936-8621-406289645d2b,Identity,BASE,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,transactions_180D,52
309,6d5a0660-c0c9-4936-8621-406289645d2b,Identity,BASE,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,active_addresses_180D,19
310,6d5a0660-c0c9-4936-8621-406289645d2b,Identity,BASE,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,daily_active_addresses_180D,1
311,6d5a0660-c0c9-4936-8621-406289645d2b,Identity,BASE,0x465ea4967479a96d4490d575b5a6cc2b4a4bee65,farcaster_users_180D,2
312,e1020776-ad77-4f46-9736-180038ff0896,DEX,BASE,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,transactions_90D,26
313,e1020776-ad77-4f46-9736-180038ff0896,DEX,BASE,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,active_addresses_90D,17
314,e1020776-ad77-4f46-9736-180038ff0896,DEX,BASE,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,daily_active_addresses_90D,1
315,e1020776-ad77-4f46-9736-180038ff0896,DEX,BASE,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,farcaster_users_90D,2
316,e1020776-ad77-4f46-9736-180038ff0896,DEX,BASE,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,transactions_180D,55
317,e1020776-ad77-4f46-9736-180038ff0896,DEX,BASE,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,active_addresses_180D,34
318,e1020776-ad77-4f46-9736-180038ff0896,DEX,BASE,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,daily_active_addresses_180D,1
319,e1020776-ad77-4f46-9736-180038ff0896,DEX,BASE,0x49afe3abcf66cf09fab86cb1139d8811c8afe56f,farcaster_users_180D,5
320,3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,DEX,OP MAINNET,0x5e61a079a178f0e5784107a4963baae0c5a680c6,transactions_90D,22
321,3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,DEX,OP MAINNET,0x5e61a079a178f0e5784107a4963baae0c5a680c6,active_addresses_90D,21
322,3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,DEX,OP MAINNET,0x5e61a079a178f0e5784107a4963baae0c5a680c6,daily_active_addresses_90D,1
323,3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,DEX,OP MAINNET,0x5e61a079a178f0e5784107a4963baae0c5a680c6,farcaster_users_90D,1
324,3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,DEX,OP MAINNET,0x5e61a079a178f0e5784107a4963baae0c5a680c6,transactions_180D,73
325,3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,DEX,OP MAINNET,0x5e61a079a178f0e5784107a4963baae0c5a680c6,active_addresses_180D,49
326,3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,DEX,OP MAINNET,0x5e61a079a178f0e5784107a4963baae0c5a680c6,daily_active_addresses_180D,1
327,3df2cd3b-06f9-42d3-8a5f-a8e5b377a127,DEX,OP MAINNET,0x5e61a079a178f0e5784107a4963baae0c5a680c6,farcaster_users_180D,4
328,d9a17633-b5fc-47c8-a00f-6a0b89dadd67,Meme Community,BASE,0x6921b130d297cc43754afba22e5eac0fbf8db75b,transactions_90D,15305
329,d9a17633-b5fc-47c8-a00f-6a0b89dadd67,Meme Community,BASE,0x6921b130d297cc43754afba22e5eac0fbf8db75b,active_addresses_90D,6220
330,d9a17633-b5fc-47c8-a00f-6a0b89dadd67,Meme Community,BASE,0x6921b130d297cc43754afba22e5eac0fbf8db75b,daily_active_addresses_90D,100
331,d9a17633-b5fc-47c8-a00f-6a0b89dadd67,Meme Community,BASE,0x6921b130d297cc43754afba22e5eac0fbf8db75b,farcaster_users_90D,558
332,d9a17633-b5fc-47c8-a00f-6a0b89dadd67,Meme Community,BASE,0x6921b130d297cc43754afba22e5eac0fbf8db75b,transactions_180D,58224
333,d9a17633-b5fc-47c8-a00f-6a0b89dadd67,Meme Community,BASE,0x6921b130d297cc43754afba22e5eac0fbf8db75b,active_addresses_180D,23613
334,d9a17633-b5fc-47c8-a00f-6a0b89dadd67,Meme Community,BASE,0x6921b130d297cc43754afba22e5eac0fbf8db75b,daily_active_addresses_180D,199
335,d9a17633-b5fc-47c8-a00f-6a0b89dadd67,Meme Community,BASE,0x6921b130d297cc43754afba22e5eac0fbf8db75b,farcaster_users_180D,2686
336,7184f549-29f4-47c2-bdef-d5c6d569f678,Gaming,BASE,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,transactions_90D,17553
337,7184f549-29f4-47c2-bdef-d5c6d569f678,Gaming,BASE,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,active_addresses_90D,1503
338,7184f549-29f4-47c2-bdef-d5c6d569f678,Gaming,BASE,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,daily_active_addresses_90D,20
339,7184f549-29f4-47c2-bdef-d5c6d569f678,Gaming,BASE,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,farcaster_users_90D,60
340,7184f549-29f4-47c2-bdef-d5c6d569f678,Gaming,BASE,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,transactions_180D,18898
341,7184f549-29f4-47c2-bdef-d5c6d569f678,Gaming,BASE,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,active_addresses_180D,1511
342,7184f549-29f4-47c2-bdef-d5c6d569f678,Gaming,BASE,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,daily_active_addresses_180D,11
343,7184f549-29f4-47c2-bdef-d5c6d569f678,Gaming,BASE,0xdc50bffdc67d3657e45aa9fe0d3d426d16b33ae7,farcaster_users_180D,62
344,d43a073e-a744-43a7-804c-3e1c402c2c9a,Identity,BASE,0xcb1e86b32cf0b7f5949e829716408f6d6ab373fe,transactions_90D,11
345,d43a073e-a744-43a7-804c-3e1c402c2c9a,Identity,BASE,0xcb1e86b32cf0b7f5949e829716408f6d6ab373fe,active_addresses_90D,10
