chain_id,round_id,round_name,project_name,project_github,payout_address,status,total_donations_count,total_amount_donated_in_usd,unique_donors_count
42161,26,Web3 Infrastructure,Ethereum Tag Service,ethereum-tag-service,0x8eD2BD43b9769eBc22873474ED347D2799d241F0,APPROVED,1077,2632.0664,1055
42161,26,Web3 Infrastructure,Stereum - Ethereum Node Installer & Manager,stereum-dev,0x81D30BF2047cC5Ee5f903CC00594edC8D5018D31,APPROVED,170,339.3274,167
42161,26,Web3 Infrastructure,DAOstar,metagov,0x539bDe90Cc8005727a7f2dd5dEA5F6D83e82BbA2,APPROVED,151,314.5087,148
42161,26,Web3 Infrastructure,True Network,TrueNetworkIO,0x5B77b8B2f10f52f53b6fF732568790CbaAf0b5eF,APPROVED,143,223.1052,139
42161,26,Web3 Infrastructure,Seed Protocol by JournoDAO,journodao,0xec8E47e050A122970CBB4bAf44413f3f070b543D,APPROVED,184,453.8168,176
42161,26,Web3 Infrastructure,LunarDAO,lunardao,0x325c9d212E4718330800b29eF2BdC18dE0AAD351,APPROVED,408,4790.933,392
42161,26,Web3 Infrastructure,PORTERS,porters-xyz,0xC2B18B24175b274d52f609c1Bcd44f801262B895,APPROVED,615,1784.3058,605
42161,26,Web3 Infrastructure,Wizard Bridge EVM,Wizard-Bridge-EVM,0x35648519a2a89532aB534b9F08C5f180D48F1b4B,APPROVED,231,495.69894,228
42161,26,Web3 Infrastructure,Inverter Network,InverterNetwork,0x8Bc82aa112d6f0Bc666146dF3Ee97CaA98dc1a4F,APPROVED,219,534.39435,213
42161,26,Web3 Infrastructure,Shielded Voting by Shutter Network,shutter-network,0xB476Ee7D610DAe7B23B671EBC7Bd6112E9772969,APPROVED,378,749.1791,371
42161,26,Web3 Infrastructure,BrightID 🔆 Universal Proof of Uniqueness,BrightID,0x4B8810b079eb22ecF2D1f75E08E0AbbD6fD87dbF,APPROVED,2403,3862.3938,2333
42161,26,Web3 Infrastructure,"Blockhead: portfolio tracker, block explorer and web3 browser",blockhead-info,0x048669c431230A9A8298b7Ec045f1E1137827cCA,APPROVED,320,234.4774,313
42161,26,Web3 Infrastructure,L2BEAT,l2beat,0x07631B9e7b017e60809C35D556d5BFDf64401D4d,APPROVED,3629,12611.043,3547
42161,26,Web3 Infrastructure,Umbra,ScopeLift,0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,APPROVED,3129,9963.467,3066
42161,26,Web3 Infrastructure,Flexible Voting,ScopeLift,0xF138f8e006947d4482458510AB701299F46c12a3,APPROVED,146,519.10175,141
42161,26,Web3 Infrastructure,Lighthouse by Sigma Prime,sigp,0xC9a872868afA68BA937f65A1c5b4B252dAB15D85,APPROVED,369,1377.9772,362
42161,26,Web3 Infrastructure,Louper - The Ethereum Diamond Inspector,mark3labs,0x4DBBe712CDbdc63D7B2b374Bb3Ad143BEC1EecBb,APPROVED,122,179.258,121
42161,26,Web3 Infrastructure,ArbitrumHub - The Gateway to Seamless Navigation and Exploration in the ArbitrumDAO Ecosystem ,arbitrumhub/arbitrumdao_hub,0xB1b1dEbB6C65258d05842a1CFc9CCb5D8B868286,APPROVED,234,521.7161,228
42161,26,Web3 Infrastructure,nim-libp2p,vacp2p,0x5F1e9C43cF04477B48934EAAb43E207d46595735,APPROVED,129,273.5819,123
42161,26,Web3 Infrastructure,Silius  - ERC-4337 bundler,silius-rs,0x7cB801446AC4f5EA8f7333EFc58ab787eB611558,APPROVED,134,410.02493,129
42161,26,Web3 Infrastructure,Zerokit,vacp2p,0x5F1e9C43cF04477B48934EAAb43E207d46595735,APPROVED,321,467.67014,314
42161,26,Web3 Infrastructure,Gitcoin Grants Data Portal,datonic,0xb9ecee9a0e273d8A1857F3B8EeA30e5dD3cb6335,APPROVED,1044,2125.8696,1015
42161,26,Web3 Infrastructure,Open to the Public,opentothepublic,0xfCbCceed1eAFcA6198e23585550f4eB76838Cf4D,APPROVED,618,2021.8729,599
42161,26,Web3 Infrastructure,RPCh,hoprnet,0x8f7a2AbbC8741572427e3426538cD516A41102f3,APPROVED,137,290.919,133
42161,26,Web3 Infrastructure,Pheasant Network,Pheasant-Network,0x0CdeF21714e12A518B818C9a70c7AA39D4A69974,APPROVED,4582,8980.068,4414
42161,26,Web3 Infrastructure,Supermajority.info,one-three-three-seven-ethereum,0xc794Bf32661C50f9A975856589E7666519ff52d8,APPROVED,97,258.8338,97
42161,26,Web3 Infrastructure,Opti.Domains | Scale ENS to OP,Opti-domains,0x8b6c27ec466923fad66Ada94c78AA320eA876969,APPROVED,130,299.10605,129
42161,26,Web3 Infrastructure,Dessage,ninjahome,0x87F90842A66cfdaa9Fea9169838d583B16F5Af73,APPROVED,90,131.41254,90
42161,26,Web3 Infrastructure,OnChainTrust,OnChainTrust,0x96De47Ffd3eCE4ef87fF07BB99c66eCa96aFE151,APPROVED,170,392.7658,168
42161,26,Web3 Infrastructure,NFT.Storage,nftstorage,0x8366aDcAdBc63B2C22cc3F48979c837D890054d0,APPROVED,1406,2754.4204,1382
42161,26,Web3 Infrastructure,Ultimate Digits,UltimateDigits,0xb44bfDC2a7a1E753a58241Ec101159a20a111fF8,APPROVED,253,738.23755,252
42161,26,Web3 Infrastructure,IERC Protocol,IErcOrg,0x333336F25f2cCdbb39C3160eAA9b72BCe5D83333,APPROVED,340,1044.6945,320
42161,26,Web3 Infrastructure,Rings Network,RingsNetwork,0x3ACf564De17AB6aB2BFB17961c83F54f4050b117,APPROVED,130,233.57869,129
42161,26,Web3 Infrastructure,CrossSync Protocol,mbcse/CrossSync,0x381eA45d53d9d306855153cbc58d04cBe5723A5e,APPROVED,107,186.83063,107
42161,26,Web3 Infrastructure,eth.limo,ethlimo,0xB352bB4E2A4f27683435f153A259f1B207218b1b,APPROVED,671,2133.67,659
42161,26,Web3 Infrastructure,ProbeLab: Measurement Tooling for Web3 P2P Networks,probe-lab,0xa42E95907F3425Ec94a434c2eD13fE39bDfa1153,APPROVED,71,89.45876,71
42161,26,Web3 Infrastructure,IPFS Implementations,ipfs,0xa42E95907F3425Ec94a434c2eD13fE39bDfa1153,APPROVED,100,351.1946,99
42161,26,Web3 Infrastructure,"Interplanetary Shipyard: go-libp2p, js-libp2p, rust-libp2p",libp2p,0x53DCAf729e11022D5b8949946f6601211C662B38,APPROVED,77,238.94498,77
42161,26,Web3 Infrastructure,libp2p General,libp2p,0x77ae90Ec657Cf51425009c5C072663B08015894F,APPROVED,108,345.95767,108
42161,26,Web3 Infrastructure,MigaLabs,migalabs,0x492d683a51613aBcef3AD233149d69b7FE60FBd7,APPROVED,426,682.3303,419
42161,26,Web3 Infrastructure,ICDevs.org,icdevsorg,0x4A7C969110f7358bF334b49A2FF1a2585ac372B8,APPROVED,109,541.38135,105
42161,26,Web3 Infrastructure,Bonding Curve Research Group (BCRG),bonding-curves,0x29567BdBcC92aCF37AC6B56B69180857bB69f7D1,APPROVED,129,270.5872,125
42161,27,Developer Tooling and Libraries,NacDB Distributed Database,NacDBDatabase,0x36A0356d43EE4168ED24EFA1CAe3198708667ac0,APPROVED,65,136.80592,64
42161,27,Developer Tooling and Libraries,DappReader,DappReader,0xb0eE1755460DdDb01F73104dF2E61a89b0464885,APPROVED,63,72.58027,61
42161,27,Developer Tooling and Libraries,Iggy - Web3 Social Framework,iggy-social,0x12e838F846FFDAdE34B2E006F84117A370d71687,APPROVED,145,474.0702,139
42161,27,Developer Tooling and Libraries,"Blockscout Block Explorer - Decentralized, Open-Source, Transparent Block Explorer for All Chains",blockscout,0x242ba6d68FfEb4a098B591B32d370F973FF882B7,APPROVED,750,2388.9104,738
42161,27,Developer Tooling and Libraries,Otterscan,otterscan,0xb9eb4e2eca1aec7ecaec61e8257386e437a355d3,APPROVED,426,1999.6418,425
42161,27,Developer Tooling and Libraries,Ape Framework,ApeWorX,0x070143e489aa791C10b3b39c7CAdf45c36BA9e60,APPROVED,146,833.3207,143
42161,27,Developer Tooling and Libraries,Unlock Protocol,unlock-protocol,0xF5C28ce24Acf47849988f147d5C75787c0103534,APPROVED,219,497.33658,211
42161,27,Developer Tooling and Libraries,Zk- Block | Tools for Zk & Web3 Dapps,Elefria-Labs,0x1574344b35391f271871b92CB1f3a13F9eae46CC,APPROVED,674,1231.484,660
42161,27,Developer Tooling and Libraries,Vue Dapp,vu3th,0x9D75F4EbcB8e7669E59dcc27CBadC698E0F77187,APPROVED,696,968.60004,683
42161,27,Developer Tooling and Libraries,Viem,wevm,0xd2135CfB216b74109775236E36d4b433F1DF507B,APPROVED,214,1442.282,207
42161,27,Developer Tooling and Libraries,Blocknative,Blocknative ,0x74a253393db1df9316941ff1e2819ae98b533806,APPROVED,206,425.43997,193
42161,27,Developer Tooling and Libraries,Bonadocs,bonadocs,0x9d55D24105cd246115705A58CF92a5161A90B1fF,APPROVED,56,180.88853,53
42161,27,Developer Tooling and Libraries,Open Source Observer,opensource-observer,0x87fEEd6162CB7dFe6B62F64366742349bF4D1B05,APPROVED,195,773.0334,190
42161,27,Developer Tooling and Libraries,EVMcrispr,EVMcrispr,0x0035cC37599241D007D0AbA1Fb931C5FA757f7A1,APPROVED,62,269.82608,61
42161,27,Developer Tooling and Libraries,Astral,AstralProtocol,0x75B4D9DAB72045B953e9aE8dD648996f77802847,APPROVED,704,7384.92,693
42161,27,Developer Tooling and Libraries,framelib,framelib,0xA4A0898C091574a8ea4Fa7d7B06493b524dB025a,APPROVED,79,146.82611,75
42161,27,Developer Tooling and Libraries,ethers.js,ethers-io,0x8ba1f109551bD432803012645Ac136ddd64DBA72,APPROVED,1163,3308.53,1145
42161,27,Developer Tooling and Libraries,Wagmi,wevm,0xd2135CfB216b74109775236E36d4b433F1DF507B,APPROVED,670,1691.7977,654
42161,27,Developer Tooling and Libraries,Synpress,Synthetixio,0x7b57c388e6149b5c197B925037602d5B6bafFbCc,APPROVED,91,217.89703,86
42161,27,Developer Tooling and Libraries,lazy-etherscan,SoftwareFoundationGroupAtKyotoU,0xF551e30Ad3cB4767A40Ef3b3C4B3D590eC0bCBe5,APPROVED,62,94.560555,58
42161,27,Developer Tooling and Libraries,Swiss-Knife.xyz,swiss-knife-xyz,0xf90e6125C8918F1ADAc31f85D80728dB62F17d9B,APPROVED,203,3090.6494,198
42161,27,Developer Tooling and Libraries,Pentacle,pentaclexyz,0xABE27D3e9c163363768A248725F34f24A8D8BAbA,APPROVED,62,343.23743,58
42161,27,Developer Tooling and Libraries,web3.py,ethereum,0x5597cD8d55D2Db56b10FF4F8fe69C8922BF6C537,APPROVED,250,1109.169,244
42161,27,Developer Tooling and Libraries,Gaslite,poppunkllc,0x924F5821f991F366DF954536E9a408867f962637,APPROVED,440,988.2636,433
42161,27,Developer Tooling and Libraries,OpenZeppelin Contracts,OpenZeppelin,0x8A03d1DCc66bEc452AB359Cd387C95be886B856A,APPROVED,1649,4042.4514,1617
42161,27,Developer Tooling and Libraries,Web3.js,web3,0xA98dE5Ce2EA0997f8396255092843275d3cFc257,APPROVED,222,711.2133,214
42161,27,Developer Tooling and Libraries,Scaffold-ETH2,scaffold-eth/scaffold-eth-2,0x8cD78a945c6D209fe8C7ed8Ee1712F43bec17781,APPROVED,475,1307.5592,467
42161,27,Developer Tooling and Libraries,W3GPT,web3-gpt,0x42e9c498135431a48796B5fFe2CBC3d7A1811927,APPROVED,189,1474.2172,180
42161,27,Developer Tooling and Libraries,OrbitDB,orbitdb,0x7d8d6519c81de8017d473247b4374fafb42996f5,APPROVED,91,344.29047,90
42161,27,Developer Tooling and Libraries,Morpheus,dannybess1,0xF437ED305372681013a277B5a76826cC26d31C7B,APPROVED,94,584.50116,91
42161,27,Developer Tooling and Libraries,Solide Smart Contract Knowledge Hub,solide-project,0x0225d43b588e69154Ec98f710249D9ff2AED4527,APPROVED,55,83.88305,54
42161,27,Developer Tooling and Libraries,Ronan/wighawag and Etherplay,etherplay,0xAdDbc936aB952B6dC5C5Fe090c55269a1174D173,APPROVED,53,231.37064,50
42161,27,Developer Tooling and Libraries,RoutineHub Web3 Services,Jellycuts,0xb2AB79891035724367fB8e5765d8E0Dbd72E1930,APPROVED,207,1747.3236,198
42161,27,Developer Tooling and Libraries,Nexth - A Next.js + Ethereum starter kit,wslyvh,0x8289432acd5eb0214b1c2526a5edb480aa06a9ab,APPROVED,114,339.0467,114
42161,27,Developer Tooling and Libraries,⚡ TurboETH,turbo-eth,0x1272c8a36441fa3518fac2a4665a60b1d5bef547,APPROVED,58,131.04436,55
42161,27,Developer Tooling and Libraries,Hyperledger Web3j,web3labs,0xD8a50a7AB452c0C9E5581bAC5Ff15558E6f671A1,APPROVED,61,150.99069,58
42161,27,Developer Tooling and Libraries,Solady,astxlabs,0x1F5D295778796a8b9f29600A585Ab73D452AcB1c,APPROVED,551,5413.6196,545
42161,27,Developer Tooling and Libraries,The cadCAD Foundation,cadCAD-org,0x5041A1C1DCC760337e99B03DB60FeAF5f6f6c802,APPROVED,71,143.00433,69
42161,27,Developer Tooling and Libraries,ZK Email,zkemail,0x35292bbd442373046a6fb4bF7e2529FA9A8D5Bb0,APPROVED,1208,2456.2642,1185
42161,27,Developer Tooling and Libraries,Kredeum NFTs Factory,Kredeum,0xBC0b437C95c7165F7d1F7C966cb2227DA52a27d7,APPROVED,52,52.528885,48
42161,27,Developer Tooling and Libraries,Loop Decoder,3loop,0x6C994eEF6fdbeE8BCFF9016B7CE3A53b489Ad155,APPROVED,73,234.65553,73
42161,27,Developer Tooling and Libraries,simple-optimism-node Maintenance,Chomtana-Contribution,0x5F4BCCcb5C2CBB01c619F5CFED555466e31679b6,APPROVED,50,146.73094,50
42161,27,Developer Tooling and Libraries,Web3stash Library,mbcse/web3stash,0x381eA45d53d9d306855153cbc58d04cBe5723A5e,APPROVED,34,46.4605,34
42161,27,Developer Tooling and Libraries,variance,vaariance,0xe1baa8f32ac4aa03031bbd6b6a970ab1892195ee,APPROVED,64,107.584,63
42161,27,Developer Tooling and Libraries,ethui,ethui,0x0063A660Fb166E9deF01C7B4fd0303B054Ed1B9e,APPROVED,97,446.1969,96
42161,27,Developer Tooling and Libraries,PLUME: Enabling Private Voting on Ethereum via ERC 7524,plume-sig,0x23aDa6E6A9E9D4EcDDd185e3ec353163BCeeBF2a,APPROVED,88,143.88977,83
42161,29,Climate Round,La Madriguera,,0x23C0C5e0D894d006E4fE4520B6c3d91b7F9EF7Ab,APPROVED,87,921.19415,77
42161,29,Climate Round,xParametric,xParametric,0x5d3C1D640Ed1e3C9fA131Ac21c0972Ad4a328621,APPROVED,233,1088.2994,228
42161,29,Climate Round,Pollen Buzz Initiative,,0x28770db2aC7e4009b0e1aaA57Db2AbaD86a96266,APPROVED,65,303.52,62
42161,29,Climate Round,Carbon Counting Club ,Carbon-Counting-Club ,0x0780b1456D5E60CF26C8Cd6541b85E805C8c05F2,APPROVED,87,526.9789,71
42161,29,Climate Round,♻️ #GigsGoGreen - a movement for Gig Workers (initially Uber / Lyft / rideshare app drivers),GigsGoGreen,0xFFCae9e894446334705aaEaaFa90424c00B7c1Ad,APPROVED,34,73.92496,30
42161,29,Climate Round,Sovereign Nature Initiative — Triggering Nature-Positive Funding One Asset at a Time,sovereign-nature,0x569FaBB24D7191154F34188510629fE4d1eA8252,APPROVED,48,180.74524,47
42161,29,Climate Round,gainforest,gainforest,0xD1554f3b43ad8274Ef5A550F17d6579daE16c5B6,APPROVED,141,511.7156,133
42161,29,Climate Round,Wild Sherpas DAO,,0x3F7d097A908C4402B676cA312F264A19F9a37b32,APPROVED,19,34.173275,19
42161,29,Climate Round,EarthRevive | Sustainable Communities,,0x37fbf6535ca0d6d35c9077df3322e586c1462ac5,APPROVED,28,269.37064,25
42161,29,Climate Round,Greenpill Kenya Climate Round.,,0x44770D93e1a426DDAf5923a738eaCe3D2FB65BC1,APPROVED,57,186.42285,54
42161,29,Climate Round,ALTERNUN,,0x3f4224e134EAdB9EAD94490D50Ac3a34E897C4eD,APPROVED,45,205.81747,41
42161,29,Climate Round,Change Code,change-code-io,0x831F4ED6c49557318f06Bfb7Bce8488090cd9eCC,APPROVED,112,1037.9108,104
42161,29,Climate Round,ReFi Medellín - First Colombian Node of ReFiDAO responsible for promoting ReFi projects in Medellín.,ReFiMedellin,0xd4AC6c14B4C96F7e66049210F56cb07468028d4e,APPROVED,126,488.6984,115
42161,29,Climate Round,Azos Labs,AzosFinance,0x60924601E73EBc5C2Bd9244c788d93e0710a6c93,APPROVED,178,235.16557,177
42161,29,Climate Round,ReFi Generation Podcast,,0x6af616630EC99a65050416e89e0360eA6D7dBec7,APPROVED,44,101.26861,40
42161,29,Climate Round,Towards Symbiocracy,symp0iesis,0x435CD42591cC503a909085c3d3d2899d17032F77,APPROVED,27,50.624294,27
