grant_source,grantee,grant_date,grant_token_address,grant_amount,grant_name,grant_round,grant_type,grant_category,grant_distribution,grant_blockchain,dune_namespaces,dashboard_link,information_link
Arbitrum Foundation,Gains Network,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,4500000,STIP,1,proactive,growth,claim,arbitrum,"gains,gains_network,gains_network_usdc",,
Arbitrum Foundation,Synapse,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,2000000,STIP,1,proactive,growth,claim,arbitrum,"synapse,synapseerc20",,
Arbitrum Foundation,Stargate Finance,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,2000000,STIP,1,proactive,growth,claim,arbitrum,stargate,,
Arbitrum Foundation,Wormhole,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1800000,STIP,1,proactive,growth,claim,arbitrum,wormhole,,
Arbitrum Foundation,Magpie,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1250000,STIP,1,proactive,growth,claim,arbitrum,"magpie,magpie_beta",,
Arbitrum Foundation,WOOFi,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1000000,STIP,1,proactive,growth,claim,arbitrum,"woofi,woofi_earn,woofi_staking_v2,woofi_swap",,
Arbitrum Foundation,RabbitHole,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1000000,STIP,1,proactive,growth,claim,arbitrum,rabbithole,https://dune.com/rabbithole/stip,
Arbitrum Foundation,dForce,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1000000,STIP,1,proactive,growth,claim,arbitrum,dforcearb,,
Arbitrum Foundation,Vela,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1000000,STIP,1,proactive,growth,claim,arbitrum,"vela,vela_exchange",,
Arbitrum Foundation,Shell Protocol,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,750000,STIP,1,proactive,growth,claim,arbitrum,shellprotocol,,
Arbitrum Foundation,Notional,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,500000,STIP,1,proactive,growth,claim,arbitrum,notional_finance_v3,,
Arbitrum Foundation,Thales,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,500000,STIP,1,proactive,growth,claim,arbitrum,thales,,
Arbitrum Foundation,Sanko,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,500000,STIP,1,proactive,growth,claim,arbitrum,"sanko,sankotv,sankotvgifts,sankowager",,
Arbitrum Foundation,unshETH,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,375000,STIP,1,proactive,growth,claim,arbitrum,unsheth,,
Arbitrum Foundation,Realm,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,300000,STIP,1,proactive,growth,claim,arbitrum,realmverse,,
Arbitrum Foundation,Rodeo Finance,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,250000,STIP,1,proactive,growth,claim,arbitrum,"rodeofinance,rodeo_finance",,
Arbitrum Foundation,Ramses,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,248000,STIP,1,proactive,growth,claim,arbitrum,ramses,,
Arbitrum Foundation,DefiEdge,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,200000,STIP,1,proactive,growth,claim,arbitrum,defiedge,,
Arbitrum Foundation,Savvy,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,200000,STIP,1,proactive,growth,claim,arbitrum,savvy,,
Arbitrum Foundation,Thetanuts Finance,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,200000,STIP,1,proactive,growth,claim,arbitrum,thetanuts,,
Arbitrum Foundation,Jojo Exchange,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,200000,STIP,1,proactive,growth,claim,arbitrum,"jojo,jojo_btc,jojo_dealer,jojo_eth",,
Arbitrum Foundation,StakeDAO,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,200000,STIP,1,proactive,growth,claim,arbitrum,stakedao,,
Arbitrum Foundation,Tide,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,80000,STIP,1,proactive,growth,claim,arbitrum,tide,,
Arbitrum Foundation,Furucombo,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,59500,STIP,1,proactive,growth,claim,arbitrum,furucombo,,
Arbitrum Foundation,Tales of Elleria,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,50000,STIP,1,proactive,growth,claim,arbitrum,tales_of_elleria,,
Arbitrum Foundation,Solv Protocol,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,50000,STIP,1,proactive,growth,claim,arbitrum,solv_v3,,
Arbitrum Foundation,GMX,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,12000000,STIP,1,proactive,growth,claim,arbitrum,"bonusgmx,gmx,gmx_blueberry_club,gmxtest,gmx_v2,gmx_v2_datastore",,
Arbitrum Foundation,MUX Protocol,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,6000000,STIP,1,proactive,growth,claim,arbitrum,mux,,
Arbitrum Foundation,Camelot,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,3090000,STIP,1,proactive,growth,claim,arbitrum,"camelot,camelot_v3",,
Arbitrum Foundation,Vertex,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,3000000,STIP,1,proactive,growth,claim,arbitrum,vertex,,
Arbitrum Foundation,Radiant,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,2852044,STIP,1,proactive,growth,claim,arbitrum,radiant_capital,,
Arbitrum Foundation,JonesDAO,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,2000000,STIP,1,proactive,growth,claim,arbitrum,"jones,jones_token,jones_updated_wjaura,jones_updated_wjaura_deployment",,
Arbitrum Foundation,Pendle,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,2000000,STIP,1,proactive,growth,claim,arbitrum,pendle,,
Arbitrum Foundation,Trader Joe,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1510000,STIP,1,proactive,growth,claim,arbitrum,"trader_joe,trader_joe_v2_1",,
Arbitrum Foundation,Dopex,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1500000,STIP,1,proactive,growth,claim,arbitrum,"dopex,dopex_active,dopex_protocol,dopex_v2",,
Arbitrum Foundation,Frax Finance,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1500000,STIP,1,proactive,growth,claim,arbitrum,"frax,fraxfinance,fraxlend,fraxswap",https://dune.com/paulapivat/arbitrum-stip-with-frax-finance,
Arbitrum Foundation,KyberSwap,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1500000,STIP,1,proactive,growth,claim,arbitrum,"kyber,kyberswap,kybernetworkcrystal",,
Arbitrum Foundation,Abracadabra,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1500000,STIP,1,proactive,growth,claim,arbitrum,abracadabra,,
Arbitrum Foundation,Balancer,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1200000,STIP,1,proactive,growth,claim,arbitrum,"balancer,balancer_v2",,
Arbitrum Foundation,Dolomite,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1000000,STIP,1,proactive,growth,claim,arbitrum,"dolomite,dolomite_test",,
Arbitrum Foundation,Socket Protocol,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1000000,STIP,1,proactive,growth,claim,arbitrum,"socket,socket_v2",,
Arbitrum Foundation,Silo,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,1000000,STIP,1,proactive,growth,claim,arbitrum,"silo,silo_finance",,
Arbitrum Foundation,Premia,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,900000,STIP,1,proactive,growth,claim,arbitrum,"premia,premia_blue,premia_v2",,
Arbitrum Foundation,Perennial,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,750000,STIP,1,proactive,growth,claim,arbitrum,"perennial,perennial_v2",,
Arbitrum Foundation,Umami Finance,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,750000,STIP,1,proactive,growth,claim,arbitrum,umami,,
Arbitrum Foundation,Lodestar,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,700000,STIP,1,proactive,growth,claim,arbitrum,lodestar,,
Arbitrum Foundation,Gamma,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,750000,STIP,1,proactive,growth,claim,arbitrum,"gamma,gammaswap",,
Arbitrum Foundation,Angle,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,700000,STIP,1,proactive,growth,claim,arbitrum,angle,,
Arbitrum Foundation,Galxe,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,500000,STIP,1,proactive,growth,claim,arbitrum,project_galaxy,,
Arbitrum Foundation,Rysk,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,500000,STIP,1,proactive,growth,claim,arbitrum,"rysk,rysk_beyond,rysk_opyn,rysk_stip",,
Arbitrum Foundation,OpenOcean,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,500000,STIP,1,proactive,growth,claim,arbitrum,openocean,,
Arbitrum Foundation,WINR,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,500000,STIP,1,proactive,growth,claim,arbitrum,"legacy_winr,vested_winr,winr_protocol",,
Arbitrum Foundation,Timeswap,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,200000,STIP,1,proactive,growth,claim,arbitrum,"timeswap,timeswap_v2",,
Arbitrum Foundation,Tally,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,200000,STIP,1,proactive,growth,claim,arbitrum,,,
Arbitrum Foundation,GoodEntry,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,200000,STIP,1,proactive,growth,claim,arbitrum,goodentry,,
Arbitrum Foundation,Stella,1/1/2024,0x912ce59144191c1204e64559fe8253a0e49e6548,186000,STIP,1,proactive,growth,claim,arbitrum,stellaxyz,,

Optimism Collective,Uniswap,6/22/2022,0x4200000000000000000000000000000000000042,1000000,Phase 0,0,proactive,growth,claim,optimism,uniswap,,https://gov.optimism.io/t/gf-phase-0-proposal-uniswap/2133/5
Optimism Collective,1Inch,6/22/2022,0x4200000000000000000000000000000000000042,300000,Phase 0,0,proactive,growth,claim,optimism,oneinch,,https://gov.optimism.io/t/gf-phase-0-proposal-1inch-network/655
Optimism Collective,Celer,6/22/2022,0x4200000000000000000000000000000000000042,1000000,Phase 0,0,proactive,growth,claim,optimism,celer,,https://gov.optimism.io/t/gf-phase-0-proposal-celer-network/1749
Optimism Collective,Aave,6/22/2022,0x4200000000000000000000000000000000000042,300000,Phase 0,0,proactive,growth,claim,optimism,aave,,https://gov.optimism.io/t/gf-phase-0-proposal-aave/1712
Optimism Collective,Chainlink,6/22/2022,0x4200000000000000000000000000000000000042,1000000,Phase 0,0,proactive,growth,claim,optimism,chainlink,,https://gov.optimism.io/t/gf-phase-0-proposal-chainlink/1701
Optimism Collective,Polynomial Protocol,6/22/2022,0x4200000000000000000000000000000000000042,900000,Phase 0,0,proactive,growth,claim,optimism,polynomial,,https://gov.optimism.io/t/gf-phase-0-proposal-polynomial-protocol/1625
Optimism Collective,0x,6/22/2022,0x4200000000000000000000000000000000000042,300000,Phase 0,0,proactive,growth,claim,optimism,zeroex,,https://gov.optimism.io/t/gf-phase-0-proposal-0x-zeroex/1299/6
Optimism Collective,Aelin,6/22/2022,0x4200000000000000000000000000000000000042,900000,Phase 0,0,proactive,growth,claim,optimism,aelin,,https://gov.optimism.io/t/gf-phase-0-proposal-aelin-protocol/1157
Optimism Collective,Slingshot,6/22/2022,0x4200000000000000000000000000000000000042,300000,Phase 0,0,proactive,growth,claim,optimism,slingshot,,https://gov.optimism.io/t/gf-phase-0-proposal-slingshot/1326
