grant_source,grantee,grant_date,grant_token_address,grant_amount,grant_name,grant_round,grant_type,grant_category,grant_distribution,grant_blockchain,dune_namespaces,dashboard_link,information_link
Optimism Collective,OP Podcast NFTs,7/12/2023,0x4200000000000000000000000000000000000042,500,Season 4 - Cycle 13,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/proposals?id=94da44b5-73c0-4835-badc-b7cf3451f3fe
Optimism Collective,Velodrome Finance,7/12/2023,0x4200000000000000000000000000000000000042,150000,Season 4 - Cycle 13,4,proactive,growth,claim,optimism,"velodrome,velodrome_v2",,https://app.charmverse.io/op-grants/proposals?id=41a63476-0515-4b94-b1fc-c57b3145fcd3
Optimism Collective,Metronome - Growth Experiments Grant,7/12/2023,0x4200000000000000000000000000000000000042,149000,Season 4 - Cycle 13,4,proactive,growth,claim,optimism,metronome,,https://app.charmverse.io/op-grants/proposals?id=0a036d87-7394-4279-8fc1-8815f966861a
Optimism Collective,Tide protocol Growth Campaigns,7/12/2023,0x4200000000000000000000000000000000000042,40000,Season 4 - Cycle 13,4,proactive,growth,claim,optimism,tide_protocol,,https://app.charmverse.io/op-grants/proposals?id=d438c900-8247-45aa-9193-f398c22cf1fb
Optimism Collective,OmniBTC,7/12/2023,0x4200000000000000000000000000000000000042,90000,Season 4 - Cycle 13,4,proactive,growth,claim,optimism,omnibtc,,https://app.charmverse.io/op-grants/proposals?id=0914d238-81b8-42c1-9cbb-41cfe4b795b7
Optimism Collective,Aura Finance,7/12/2023,0x4200000000000000000000000000000000000042,150000,Season 4 - Cycle 13,4,proactive,growth,claim,optimism,"aura,aura_finance",,https://app.charmverse.io/op-grants/proposals?id=0d288198-b4f6-4b1d-844e-01779ccc5d2f
Optimism Collective,RFG-1: WakeUp Labs,7/12/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 13,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=c43e489d-4c60-4e40-b9b2-e69f1a962e24
Optimism Collective,Pyth Network,7/12/2023,0x4200000000000000000000000000000000000042,40000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,pyth,,https://app.charmverse.io/op-grants/proposals?id=2aa53df9-afe5-4977-a630-53b719caa0fc
Optimism Collective,DAOstar: DAO Onboarding & Attestation List,7/12/2023,0x4200000000000000000000000000000000000042,37500,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=fa615667-86b8-4ce1-a406-6ee2ff7c6d10
Optimism Collective,Bring Aragon and Augmented Bonding Curves to Optimism,7/12/2023,0x4200000000000000000000000000000000000042,40000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=628c674f-26c4-4bd0-b667-be7d666b3886
Optimism Collective,Atlantis World,7/12/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=c75c2bba-71d0-4287-9481-e81204148f40
Optimism Collective,"DRPC.ORG - a more affordable, cost-efficient, and scalable RPC solution for Optimism",7/12/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=dd72e00c-4ab4-4c7d-8296-8a790a071202
Optimism Collective,EAS: Supercharged Attestation Explorer,7/12/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,eas,,https://app.charmverse.io/op-grants/proposals?id=a02dac5b-677c-4f53-abf5-4e2ebeeecac2
Optimism Collective,evm-runners,7/12/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=4f197e3e-8fae-401a-ab04-b54ff70cfed8
Optimism Collective,Hildr: Optimism-java stack,7/12/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=e5613e76-a26f-41e4-9f0d-4e2dbfccf5b8
Optimism Collective,simple-op-stack-rollup,7/12/2023,0x4200000000000000000000000000000000000042,45000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=a6e6bfb8-75bd-41bd-acb1-618c3c62e667
Optimism Collective,Cannon,7/12/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=dc826682-9388-425b-9cf6-b18dcba9add8
Optimism Collective,Concrete,7/12/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 13,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=d17cdba7-adcc-48d5-bad2-c84b8cb91409
Optimism Collective,Launchcaster OP Ecosystem Explorer,8/16/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,launchcaster,,https://app.charmverse.io/op-grants/page-048525168377153705
Optimism Collective,Liquid Resilience,8/16/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-32348106058763193
Optimism Collective,NFTScan (Cycle14),8/16/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/proposals?id=bcaedc5b-fbc5-46af-a9e4-d292bbf1cde2
Optimism Collective,Meta Game: Onboard & prepare builders that will help to create new socioeconomic systems.,8/16/2023,0x4200000000000000000000000000000000000042,38800,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-27013511701775395
Optimism Collective,Let's Get HAI: a multi-collateral fork of RAI,8/16/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,"hai,hai_finance",,https://app.charmverse.io/op-grants/page-5989100035328812
Optimism Collective,Liquity Protocol,8/16/2023,0x4200000000000000000000000000000000000042,150000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,liquity,,https://app.charmverse.io/op-grants/page-4220122436183489
Optimism Collective,Qubit Wallet - Cycle 14,8/16/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-11674564580610602
Optimism Collective,Clearpool,8/16/2023,0x4200000000000000000000000000000000000042,150000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,clearpool,,https://app.charmverse.io/op-grants/page-07234089012500222
Optimism Collective,Clique -- Accelerating the Growth for OP AttestationStation,8/16/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,clique,,https://app.charmverse.io/op-grants/page-04871591080646143
Optimism Collective,Idle x Optimism,8/16/2023,0x4200000000000000000000000000000000000042,150000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,idle_finance,,https://app.charmverse.io/op-grants/page-5487372006410718
Optimism Collective,Invest in Music Growth Experiment,8/16/2023,0x4200000000000000000000000000000000000042,5000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-6889866496736461
Optimism Collective,MUTUAL Research Library,8/16/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-41316858303722204
Optimism Collective,"Octav, the On-Chain Portfolio Tracker",8/16/2023,0x4200000000000000000000000000000000000042,45000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-9085631343096263
Optimism Collective,Wombat Exchange,8/16/2023,0x4200000000000000000000000000000000000042,150000,Season 4 - Cycle 14,4,proactive,growth,claim,optimism,wombat_exchange,,https://app.charmverse.io/op-grants/page-836663139821324
Optimism Collective,Culture Blocks,8/16/2023,0x4200000000000000000000000000000000000042,4000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-15839212306939565
Optimism Collective,DappyKit - SDK for social apps,8/16/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-3087363271203305
Optimism Collective,DeCommas,8/16/2023,0x4200000000000000000000000000000000000042,40000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,decommas,,https://app.charmverse.io/op-grants/page-41264905632741833
Optimism Collective,EUROe � A MiCA-compliant euro stablecoin,8/16/2023,0x4200000000000000000000000000000000000042,44500,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6388174495761412
Optimism Collective,http://gashawk.io/,8/16/2023,0x4200000000000000000000000000000000000042,40000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-39236545934980094
Optimism Collective,Grindery Delight,8/16/2023,0x4200000000000000000000000000000000000042,10000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-564118893844912
Optimism Collective,"growthepie OP Stack Metrics, Blockspace & Developer�s Resources",8/16/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-39058541725517215
Optimism Collective,Hamster,8/16/2023,0x4200000000000000000000000000000000000042,40000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6041417980868986
Optimism Collective,"Integrating Optimism in SafeSwap, atomic swap bridge for native tokens",8/16/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-16476408930919728
Optimism Collective,Locksmith Wallet & Smart Contracts,8/16/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-8035332025592417
Optimism Collective,OnlyDust,8/16/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6225720466674716
Optimism Collective,Optimism Solidity Survivor Bootcamp,8/16/2023,0x4200000000000000000000000000000000000042,32123,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6305100104213606
Optimism Collective,Solid Grinder : smart contract CLI to do gas optimization on Optimism,8/16/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-14817603934853052
Optimism Collective,Upnode Deploy Revised,8/16/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 14,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-5705679072018564
Optimism Collective,AnyTx Explorer for Optimism,8/16/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 14,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-037501910272004224
Optimism Collective,OKcontract ABI2UI,8/16/2023,0x4200000000000000000000000000000000000042,90000,Season 4 - Cycle 14,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-2222165204079123
Optimism Collective,Hedgehog Protocol,9/20/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-781875301575714
Optimism Collective,Ocean Protocol for AI on Optimism,9/20/2023,0x4200000000000000000000000000000000000042,38000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7976798372220861
Optimism Collective,Reputation & Roles,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-23303127376120303
Optimism Collective,Station Labs | A new meta for activating and engaging smart accounts,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-8575536123758014
Optimism Collective,viaPrize,9/20/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7482769025043443
Optimism Collective,Immunefi Bug Bounty Program for Protocols building on Optimism,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-6599670971221563
Optimism Collective,Kwenta Referral Program,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-5311906072594612
Optimism Collective,LYRA V2,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,"lyra, lyra_v1, lyra_avalon",,https://app.charmverse.io/op-grants/page-8973550421901375
Optimism Collective,"Blocknative Open Transaction Explorer with Optimism L2 mainnet support | RFG-1
",9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-3483779137072336
Optimism Collective,seal: UI for smart contracts,9/20/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-27099331034968377
Optimism Collective,[RFG-3] Trail of Bits Security Reviews,9/20/2023,0x4200000000000000000000000000000000000042,400000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-5155094715852848
Optimism Collective,LlamaNodes | High-Performant & Cost-Effective RPCs,9/20/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-0012423812683026725
Optimism Collective,FHE x OP,9/20/2023,0x4200000000000000000000000000000000000042,11000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-2764105307198814
Optimism Collective,Shapley Values,9/20/2023,0x4200000000000000000000000000000000000042,11000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7735850863654088
Optimism Collective,Tokenbound: Tooling for 6551,9/20/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-39047688783064927
Optimism Collective,Compete Guide To Cross Chain / Rollup Interoperability,9/20/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6494402652772964
Optimism Collective,Cross-chain interoperability research,9/20/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-2498144202521042
Optimism Collective,Beefy - Universal Zap,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,"beefy,beefy_finance",,https://app.charmverse.io/op-grants/page-11504029675210492
Optimism Collective,"DRPC - a more affordable, cost-efficient, and scalable RPC solution for Optimism",9/20/2023,0x4200000000000000000000000000000000000042,75000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-021194932007580602
Optimism Collective,Lemon Cash Grant Proposal,9/20/2023,0x4200000000000000000000000000000000000042,80000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,,,https://app.charmverse.io/op-grants/page-0751418438700624
Optimism Collective,Velodrome Finance,9/20/2023,0x4200000000000000000000000000000000000042,210000,Season 4 - Cycle 15,4,proactive,growth,claim,optimism,"velodrome,velodrome_v2",,https://app.charmverse.io/op-grants/page-04321665122632923
Optimism Collective,Africa Founder Residency,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-5705466835310178
Optimism Collective,Autonomous World Ecosystem - AW House (Cycle 15),9/20/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7215315141818317
Optimism Collective,Breadcrumbs.app,9/20/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-9658342917491014
Optimism Collective,Harberger Tax implementation & EIP Draft,9/20/2023,0x4200000000000000000000000000000000000042,19500,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-4531848727548431
Optimism Collective,Infinity Wallet - Builder Cycle 15,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-11908812258760593
Optimism Collective,Inheriti� Data Backup and Digital Inheritance Solution,9/20/2023,0x4200000000000000000000000000000000000042,28000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-958486149785867
Optimism Collective,MultiBaas blockchain middleware,9/20/2023,0x4200000000000000000000000000000000000042,33000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-7416874939270843
Optimism Collective,Onboarding Brazilian Developers,9/20/2023,0x4200000000000000000000000000000000000042,39200,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-007115651760448705
Optimism Collective,Scalind - OP Chains constructor,9/20/2023,0x4200000000000000000000000000000000000042,35000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-5043319536236994
Optimism Collective,Soldeer,9/20/2023,0x4200000000000000000000000000000000000042,30000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6940426090315701
Optimism Collective,Superchain Resolver: Manage ENS Records on OP Chains (storage proofs),9/20/2023,0x4200000000000000000000000000000000000042,34000,Season 4 - Cycle 15,4,proactive,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-2502347076963445
Optimism Collective,MultiBaas historical data,9/20/2023,0x4200000000000000000000000000000000000042,25000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-4678452668524904
Optimism Collective,[RFG-3] Sherlock Audits,9/20/2023,0x4200000000000000000000000000000000000042,200000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-8451256064211878
Optimism Collective,Cantina.xyx and Spearbit Labs: RFG-3,9/20/2023,0x4200000000000000000000000000000000000042,400000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-06581358639748647
Optimism Collective,Identity Fusion in the Optimism Ecosystem,9/20/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-6729876631574907
Optimism Collective,Metagov,9/20/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 15,4,request,builder,vesting,optimism,,,https://app.charmverse.io/op-grants/page-19870254990933112
Optimism Collective,Latruite.eth: Create and maintain the �Optimism Vision Reservoir�,7/12/2023,0x4200000000000000000000000000000000000042,4000,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-create-and-maintain-the-optimism-vision-reservoir/6102
Optimism Collective,Ethereum Mexico: Rumbo optimista: hacia Ethereum Mexico,7/12/2023,0x4200000000000000000000000000000000000042,5800,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-rumbo-optimista-hacia-ethereum-mexico-the-event-optimistic-road-in-the-way-to-ethereum-mexico-the-event/6179
Optimism Collective,The RetroPGF Podcast,7/12/2023,0x4200000000000000000000000000000000000042,8000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-the-retropgf-podcast/6182
Optimism Collective,LimeChain: Extend the L1Block contract to store historical block hash da,7/12/2023,0x4200000000000000000000000000000000000042,10000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-extend-the-l1block-contract-to-store-historical-block-hash-data/6103
Optimism Collective,Delegate Corner,7/12/2023,0x4200000000000000000000000000000000000042,10000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-delegate-corner-podcast-mission-proposal/6058
Optimism Collective,Solow: Spread Optimistic values accross Latam with Solow,7/12/2023,0x4200000000000000000000000000000000000042,15720,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-spread-optimistic-values-accross-latam-with-solow/6174
Optimism Collective,"H.E.R., LatAm: Optimistic Womxn Shinning in Blockchain",7/12/2023,0x4200000000000000000000000000000000000042,15761,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-optimistic-womxn-shining-in-blockchain/6140
Optimism Collective,Bankless Academy: Multi-lingual Lesson on Optimism Governance,7/12/2023,0x4200000000000000000000000000000000000042,34000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-multi-lingual-lesson-on-optimism-governance-by-bankless-academy/6134
Optimism Collective,Espacio Cripto: Let�s take the Optimistic Vision to LATAM,7/12/2023,0x4200000000000000000000000000000000000042,45600,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-lets-take-the-optimistic-vision-to-latam-with-espacio-cripto/6157
Optimism Collective,Dappnode: Future-proofing UI/UX of OP nodes,7/12/2023,0x4200000000000000000000000000000000000042,50000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-dappnode-future-proofing-ui-ux-of-op-nodes/6189
Optimism Collective,Cryptoversidad Team: Develop the most relevant and aligned audiovisual content for the Optimism Collective,7/12/2023,0x4200000000000000000000000000000000000042,55000,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-develop-the-most-relevant-and-aligned-audiovisual-content-for-the-optimism-collective/6153
Optimism Collective,Spearbit + Immunefi: Bug Bounty Program for Large Protocols Building on Optimism,7/12/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 13 - Intent 1,4,request,growth,vesting,optimism,,,https://gov.optimism.io/t/final-spearbit-immunefi-bug-bounty-program-for-large-protocols-building-on-optimism/6187
Optimism Collective,Scry: Fully Decentralized and Independent Oracle and Data Infrastructure,7/12/2023,0x4200000000000000000000000000000000000042,60000,Season 4 - Cycle 13 - Intent 1,4,request,growth,vesting,optimism,,,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141
Optimism Collective,DAOStar: Governance standards for the Optimism ecosystem,7/12/2023,0x4200000000000000000000000000000000000042,67500,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-daostar-governance-standards-for-the-optimism-ecosystem/6181
Optimism Collective,Bankless DAO: Global Campaign to spread the Optimistic vision,7/12/2023,0x4200000000000000000000000000000000000042,70395,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-banklessdao-s-global-campaign-to-spread-the-optimistic-vision/6113
Optimism Collective,OPdelegate.com ,7/12/2023,0x4200000000000000000000000000000000000042,85000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-opdelegate-com/6176
Optimism Collective,Trusted Seed: REGEN Score,7/12/2023,0x4200000000000000000000000000000000000042,95000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-regen-score/6167
Optimism Collective,Pairwise: Tinder UX for web3 community signaling,7/12/2023,0x4200000000000000000000000000000000000042,95000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,pairwise,,https://gov.optimism.io/t/final-pairwise-tinder-ux-for-web3-community-signaling/6142
Optimism Collective,Velodrome: Spread Awareness Through Direct Outreach and Onboarding,7/12/2023,0x4200000000000000000000000000000000000042,100000,Season 4 - Cycle 13 - Intent 3,4,request,growth,vesting,optimism,"velodrome,velodrome_v2",,https://gov.optimism.io/t/final-velodrome-spread-awareness-through-direct-outreach-and-onboarding/6180
Optimism Collective,Praise: Improving Governance Accessibility through Contribution Based Attestations,7/12/2023,0x4200000000000000000000000000000000000042,112000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-improving-governance-accessibility-through-praise-and-contribution-based-attestations/6150
Optimism Collective,Scry: Fully Decentralized and Independent Oracle and Data Infrastructure,7/12/2023,0x4200000000000000000000000000000000000042,140000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-scry-protocol-fully-decentralized-and-independent-oracle-and-data-infrastructure/6141
Optimism Collective,Velodrome: Fostering Inclusive Governance through Leading Optimism Builders and Long-term Users,7/12/2023,0x4200000000000000000000000000000000000042,350000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,"velodrome,velodrome_v2",,https://gov.optimism.io/t/final-velodrome-fostering-inclusive-governance-through-leading-optimism-builders-and-long-term-users/6186
Optimism Collective,Velodrome: Fostering Inclusive Governance through Leading Optimism Builders and Long-term Users,7/12/2023,0x4200000000000000000000000000000000000042,650000,Season 4 - Cycle 13 - Intent 4,4,request,growth,vesting,optimism,"velodrome,velodrome_v2",,https://gov.optimism.io/t/final-velodrome-fostering-inclusive-governance-through-leading-optimism-builders-and-long-term-users/6186
Optimism Collective,Tally: Superchain Governance Deep Dive,7/12/2023,0x4200000000000000000000000000000000000042,20000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-superchain-governance-deep-dive/5920
Optimism Collective,OP Labs: TechNERD program,7/12/2023,0x4200000000000000000000000000000000000042,21000,Season 4 - Cycle 13 - Intent 1,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-technerd-program/6087
Optimism Collective,Thank Optimism: powered by ThriveCoin,7/12/2023,0x4200000000000000000000000000000000000042,150000,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-thank-optimism-powered-by-thrivecoin/6104
Optimism Collective,"Web3xplorer: A curated web platform to discover useful web3 apps, resources and tools",7/12/2023,0x4200000000000000000000000000000000000042,18000,Season 4 - Cycle 13 - Intent 3,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-web3xplorer-a-curated-web-platform-to-discover-useful-web3-apps-resources-and-tools/6143
Optimism Collective,Governance Analytics Dashboard,7/12/2023,0x4200000000000000000000000000000000000042,24500,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-op-governance-analytics-dashboard/6171
Optimism Collective,OP Labs: numbaNERD Program,7/12/2023,0x4200000000000000000000000000000000000042,75000,Season 4 - Cycle 13 - Intent 4,4,request,builder,vesting,optimism,,,https://gov.optimism.io/t/final-numbanerd-program/6086
