chain_id,round_id,round_name,project_name,project_github,payout_address,status
42161,25,dApps & Apps ,College DAO,College-DAO,0xD71CE72ECe24dd5733D7C920ACBfE32163f8d91e,APPROVED
42161,25,dApps & Apps ,deTechies,deTechies,0xfFf09621F09CAa2C939386b688e62e5BE19D2D56,APPROVED
42161,25,dApps & Apps ,Masca,blockchain-lab-um,0x8333537bE79a24eC3012Bc99c87Cd8978F48E02f,APPROVED
42161,25,dApps & Apps ,Rentality,Rentality-xyz,0x32a1171296E7633027A091a2d4Ad9b908620B6ED,APPROVED
42161,25,dApps & Apps ,Social Layer,sociallayer-im,0xF2486FBec513e94d703aC7D92a712c1a8b77d710,APPROVED
42161,25,dApps & Apps ,Bcharity,BCharity-Net,0xE564faB50EAf98A287C27c6a58d3A2997242EC82,APPROVED
42161,25,dApps & Apps ,WTF Academy,WTFAcademy,0x25df6da2f4e5c178ddff45038378c0b08e0bce54,APPROVED
42161,25,dApps & Apps ,Ethereum Localization Service,0xl10n,0xbb307Fa79a4Ebee900a93F594aa50b8C190e4177,APPROVED
42161,25,dApps & Apps ,CryptoConexión - Onchain Lotería,cryptoconexion,0x7e0b8F682f82Ee3b9b41c34a2964061a4B6cf97a,APPROVED
42161,25,dApps & Apps ,ERC7399 - Unified Flash Loan Layer,alcueca,0x888C40580375F93e1aeb2f64C1D529271b797e10,APPROVED
42161,25,dApps & Apps ,Protocol Explorer,Protocol-Explorer,0x729B2C13D33E35281f326822f7e5015d2d44C07D,APPROVED
42161,25,dApps & Apps ,Oakchain,oakchain,0x2E96a8Ecc0c64f2F5703E2634253e799A95CFb45,APPROVED
42161,25,dApps & Apps ,Hyperfiles,hyperfiles-org,0x66CD14267fb5a1609496CdC37eB55E6FE3f59C75,APPROVED
42161,25,dApps & Apps ,Tally Zero,withtally,0x50Db58E1774CB7922d1bF96a267b52e8bb41c0ce,APPROVED
42161,25,dApps & Apps ,Greenpill Dev Guild,greenpill-dev-guild,0x992A3a242D6471d24783b4C2C6AF3EC7df871761,APPROVED
42161,25,dApps & Apps ,GreenPill Nigeria: Impact=Profit,Greenpill-Nigeria,0xC83685cDbB4150477bCeB620d43b74C350a95cD9,APPROVED
42161,25,dApps & Apps ,Tradao,tradao-xyz,0x9aAb7A39e7e022666283454fbd0769F93D1e1d4e,APPROVED
42161,25,dApps & Apps ,Superchain Eco dApps,Superchaineco,0xfd92E1244f703ae3d4D1A7F5dCCeD8D8D6b364A5,APPROVED
42161,25,dApps & Apps ,Blockchain Of Things,BCDevs,0x7348943C8d263ea253c0541656c36b88becD77B9,APPROVED
42161,25,dApps & Apps ,Qortal,Qortal,0x0EDCc0a01B28Cb977F90710d94D08692D4411bD2,APPROVED
42161,25,dApps & Apps ,ZKP2P Fiat On Ramp,zkp2p,0x43737376755b1549a086e9b218057d1DBdC139cC,APPROVED
42161,25,dApps & Apps ,growthepie.xyz 🥧📏 - Usage Data and Analytics for Ethereum Scaling Solutions,growthepie,0x18f79D6d2166997c9A237C25c4692647CD4faf59,APPROVED
