,project_name,project_github,oso_github_slug,grant_address,oso_address_slug,round_id,round_name,chain_id,program_address,round_date,amount_usd,match_usd,total_usd,oso_slug
497,Jolly Roger and Hardhat-deploy,jolly-roger-eth,wighawag,0xf0d7a8198d75e10517f035cf11b928e9e2ab20f4,wighawag,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,174.4998589,30.42560304308525,204.92546194308525,wighawag
504,Kredeum NFTs Factory,kredeum,kredeum,0xbc0b437c95c7165f7d1f7c966cb2227da52a27d7,kredeum,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,134.48940575,104.039861376957,238.529267126957,kredeum
505,Kredeum NFTs Factory,kredeum,kredeum,0xbc0b437c95c7165f7d1f7c966cb2227da52a27d7,kredeum,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,230.33876636,34.63222993344285,264.97099629344285,kredeum
506,Kredeum NFTs Factory,kredeum,kredeum,0xbc0b437c95c7165f7d1f7c966cb2227da52a27d7,kredeum,0x9331fde4db7b9d9d1498c09d30149929f24cf9d5,Web3 Social,10,0xf3b99793874b9f36bd6977f45300686224b72750,2023-08-29 08:00:00,1.49715792,,,kredeum
507,Kredeum NFTs Factory,kredeum,kredeum,0xbc0b437c95c7165f7d1f7c966cb2227da52a27d7,kredeum,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,104.3686096,169.8264703395739,274.1950799395739,kredeum
509,Shamba Network,shambadynamic,shambadynamic,0x86579ebce57605929da73d8ce17f40960c3b052a,shambadynamic,0x421510312c40486965767be5ea603aa8a5707983,Climate Solutions,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,161.06897376,9295.76997722143,9456.83895098143,shambadynamic
510,Shamba Network,shambadynamic,shambadynamic,0x86579ebce57605929da73d8ce17f40960c3b052a,shambadynamic,0x5eb890e41c8d2cff75ea942085e406bb90016561,Climate Solutions Round,10,0xc5aa86ead2e3be66e5534cc14031ddf8c63c7ecd,2023-11-17 07:00:00,267.3295346,2111.897414973666,2379.226949573666,shambadynamic
511,Shamba Network,shambadynamic,shambadynamic,0x86579ebce57605929da73d8ce17f40960c3b052a,shambadynamic,0x6e8dc2e623204d61b0e59e668702654ae336c9f7,DeSci (Decentralized Science),1,0x3d778a4c4280b96b3004ef611036ce6865efcf56,2023-04-24 19:59:00,117.23148978,1137.468612720823,1254.700102500823,shambadynamic
512,Shamba Network,shambadynamic,shambadynamic,0x86579ebce57605929da73d8ce17f40960c3b052a,shambadynamic,0xb6be0ecafdb66dd848b0480db40056ff94a9465d,Climate Round,10,0x11c2e0adc8eadcccae335b8c311271f18bada524,2023-08-17 08:00:00,277.8283994,2567.589691742625,2845.4180911426247,shambadynamic
513,Astral,astralprotocol,astralprotocol,0x41dde2dc7f718d5f764fc97e8d122864587642d4,astralprotocol,0x421510312c40486965767be5ea603aa8a5707983,Climate Solutions,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,67.47185138,1086.084935992019,1153.556787372019,astralprotocol
514,Astral,astralprotocol,astralprotocol,0x41dde2dc7f718d5f764fc97e8d122864587642d4,astralprotocol,0x5eb890e41c8d2cff75ea942085e406bb90016561,Climate Solutions Round,10,0xc5aa86ead2e3be66e5534cc14031ddf8c63c7ecd,2023-11-17 07:00:00,476.49980015,1504.73153428023,1981.2313344302302,astralprotocol
515,Astral,astralprotocol,astralprotocol,0x25bdff8db8d80971935a7f38a0cf31dec62f7696,,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,1320.2856687,1485.714341359276,2806.000010059276,astralprotocol
516,Umbra,scopelift,"umbra, scope-lift",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,9949.73538732,13986.44771066475,23936.18309798475,scope-lift
517,Umbra,scopelift,"umbra, scope-lift",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,10489.24184674,14987.98179462328,25477.223641363278,scope-lift
518,Umbra,scopelift,"umbra, scope-lift",0x57ea12a3a8e441f5fe7b1f3af1121097b7d3b6a8,scope-lift,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,7098.02976063,6514.334378883141,13612.364139513142,scope-lift
519,Loanshark,loansharktechteam,loanshark,0x7d658841f8ba93299970f6e765c2ce205f1e70dd,loanshark,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,8256.7809671,13986.44771066475,22243.22867776475,loanshark
520,Loanshark,loansharktechteam,loanshark,0x7d658841f8ba93299970f6e765c2ce205f1e70dd,loanshark,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,1.49715792,,,loanshark
521,Loanshark,loansharktechteam,loanshark,0x7d658841f8ba93299970f6e765c2ce205f1e70dd,loanshark,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,7004.69888452,14987.98179462328,21992.68067914328,loanshark
534,ZeroPool,zeropoolnetwork,zeropoolnetwork,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,zeropoolnetwork,0x274554eb289004e15a7679123901b7f070dda0fa,ZK Tech Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,3221.1735166,14997.54415804654,18218.71767464654,zeropoolnetwork
535,BrightID ?? Universal Proof of Uniqueness,brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,8550.80462798,13986.44771066475,22537.25233864475,brightid
536,BrightID ?? Universal Proof of Uniqueness,brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,8841.44555588,14987.98179462328,23829.42735050328,brightid
537,BrightID ?? Universal Proof of Uniqueness,brightid,brightid,0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,brightid,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,4601.43343571,5423.146601495649,10024.580037205647,brightid
539,LexDAO,lexdao,lexdao,0xad19da9107824a345bf18d8a481859f31803f327,lexdao,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,2.9609621500000003,,,lexdao
540,LexDAO,lexdao,lexdao,0x5a741ab878bb65f6ae5506455fb555eaf3094b3f,lexdao,0x8aa06b3b8cac2970857f4e0fd78f21dc01aade94,Metacrisis,1,0xc3214a5e103025359dd866bcdd3f665be5a6afca,2023-04-21 19:59:00,176.85531539000002,252.0909685872584,428.9462839772584,lexdao
541,LexDAO,lexdao,lexdao,0x5a741ab878bb65f6ae5506455fb555eaf3094b3f,lexdao,0xaa40e2e5c8df03d792a52b5458959c320f86ca18,Web3 Community and Education,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,161.81101958,1841.02188023748,2002.83289981748,lexdao
542,IDriss - A more usable web3 for everyone,idriss-crypto,idriss-crypto,0x531eb60b2dde9a841ba358ee033533aaf90d1fea,idriss-crypto,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,6541.33649867,13986.44771066475,20527.78420933475,idriss-crypto
543,IDriss - A more usable web3 for everyone,idriss-crypto,idriss-crypto,0x778c17bb94ea2d3b27b75b46bd0ea6b2192754d4,idriss-crypto,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,17733.75468113,14987.98179462328,32721.73647575328,idriss-crypto
544,IDriss - A more usable web3 for everyone,idriss-crypto,idriss-crypto,0x88d7709ce401e4e7b5068156423ecb4f60a99f75,,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,12489.4610064,12154.47758465218,24643.93859105218,idriss-crypto
547,Somer Esat Ethereum Staking Guides (Ubuntu),someresatguides,someresatguides,0x32b74b90407309f6637245292cd90347de658a37,someresatguides,0x222ea76664ed77d18d4416d2b2e77937b76f0a35,Ethereum Infrastructure,424,0x413d934a627fbd26fcb7ae52c2c4f40022470289,2023-08-17 08:00:00,1106.50430656,741.170558987312,1847.674865547312,someresatguides
548,Somer Esat Ethereum Staking Guides (Ubuntu),someresatguides,someresatguides,0x32b74b90407309f6637245292cd90347de658a37,someresatguides,0xa1d52f9b5339792651861329a046dd912761e9a9,"Ethereum Core Infrastructure, Research, and Development",137,0xd04d5b0257a9f2068a4f4ebd88748b2bb47da4ca,2023-11-29 18:59:00,935.31694602,4015.51319565,4950.83014167,someresatguides
549,Somer Esat Ethereum Staking Guides (Ubuntu),someresatguides,someresatguides,0x32b74b90407309f6637245292cd90347de658a37,someresatguides,0xaa40e2e5c8df03d792a52b5458959c320f86ca18,Web3 Community and Education,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,286.90248598,582.9197062136047,869.8221921936047,someresatguides
551,Esteroids - a community .eth websites search engine,esteroids,esteroids,0x71c7252cc1afc181704ff7fded27486f5ccd9205,esteroids,0x64e5b2228ef31437909900b38fc42dd5e4b83147,ENS Ecosystem,1,0xdb723e5fe784c160a89564d22d67a11eb08cf76d,2023-04-21 19:59:00,122.393023,1047.474296164613,1169.867319164613,esteroids
555,Lighthouse by Sigma Prime,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,0x222ea76664ed77d18d4416d2b2e77937b76f0a35,Ethereum Infrastructure,424,0x413d934a627fbd26fcb7ae52c2c4f40022470289,2023-08-17 08:00:00,6250.20655273,11180.63673025541,17430.84328298541,lighthouse-sigp
556,Lighthouse by Sigma Prime,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,2.1242558999999996,,,lighthouse-sigp
557,Lighthouse by Sigma Prime,sigp,"sigp, lighthouse-sigp",0xc9a872868afa68ba937f65a1c5b4b252dab15d85,lighthouse-sigp,0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,Ethereum Infrastructure,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,1087.55963427,9807.957171585997,10895.516805855998,lighthouse-sigp
558,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,913.69448914,2058.483102202033,2972.177591342033,commons-stack
559,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,0x8aa06b3b8cac2970857f4e0fd78f21dc01aade94,Metacrisis,1,0xc3214a5e103025359dd866bcdd3f665be5a6afca,2023-04-21 19:59:00,639.30518991,575.7295661387449,1215.0347560487448,commons-stack
560,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,0x9e669c0a6e075f14ba9d9d98c3580ad67e20ec38,Token Engineering,1,0x72908e2da7165c6002bfcf8f04a31ca3683fd2fa,2023-04-21 19:59:00,615.28540818,,,commons-stack
561,Commons Stack,commons-stack,commons-stack,0x8110d1d04ac316fdcace8f24fd60c86b810ab15a,commons-stack,0xf1c021df6dc6b2dc2e5a837cdfddc2f42503233b,Mantle Grants 1,1,0x35d416ebf22d24e83443f7128f99db300c478d1e,2023-04-24 19:59:00,427.41438914,4891.946995159577,5319.361384299577,commons-stack
562,L2BEAT,l2beat,l2beat,0x6c5a2688c83c806150ca9dd0b2f10f16f8f1c33e,l2beat,0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,Ethereum Infrastructure,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,2521.07883575,19980.63958666393,22501.718422413927,l2beat
563,Giveth,giveth,giveth,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,giveth,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,2694.2977197,12999.59944139739,15693.89716109739,giveth
564,Giveth,giveth,giveth,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,giveth,0x8aa06b3b8cac2970857f4e0fd78f21dc01aade94,Metacrisis,1,0xc3214a5e103025359dd866bcdd3f665be5a6afca,2023-04-21 19:59:00,1325.95293364,4999.263424030778,6325.216357670778,giveth
565,Giveth,giveth,giveth,0x4d9339dd97db55e3b9bcbe65de39ff9c04d1c2cd,giveth,0xf1c021df6dc6b2dc2e5a837cdfddc2f42503233b,Mantle Grants 1,1,0x35d416ebf22d24e83443f7128f99db300c478d1e,2023-04-24 19:59:00,664.47985354,4991.589714045933,5656.069567585933,giveth
566,wagmi,wagmi-dev,,0xd2135cfb216b74109775236e36d4b433f1df507b,wagmi-dev,0x222ea76664ed77d18d4416d2b2e77937b76f0a35,Ethereum Infrastructure,424,0x413d934a627fbd26fcb7ae52c2c4f40022470289,2023-08-17 08:00:00,4639.2641156,7001.696344475884,11640.960460075883,wagmi-dev
567,wagmi,wagmi-dev,,0xd2135cfb216b74109775236e36d4b433f1df507b,wagmi-dev,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,3.9580661299999997,,,wagmi-dev
568,wagmi,wagmi-dev,,0xd2135cfb216b74109775236e36d4b433f1df507b,wagmi-dev,0xa1d52f9b5339792651861329a046dd912761e9a9,"Ethereum Core Infrastructure, Research, and Development",137,0xd04d5b0257a9f2068a4f4ebd88748b2bb47da4ca,2023-11-29 18:59:00,1595.35736618,7151.52259413,8746.87996031,wagmi-dev
569,wagmi,wagmi-dev,,0x4557b18e779944bfe9d78a672452331c186a9f48,wagmi-dev,0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,Ethereum Infrastructure,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,745.18820565,3985.697086940304,4730.885292590304,wagmi-dev
572,JediSwap,jediswaplabs,jedi-swap,0x18aa467e40e1defb1956708830a343c1d01d3d7c,jedi-swap,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,41666.43091855,13986.44771066475,55652.878629214756,jedi-swap
573,JediSwap,jediswaplabs,jedi-swap,0x18aa467e40e1defb1956708830a343c1d01d3d7c,jedi-swap,0x2871742b184633f8dc8546c6301cbc209945033e,Web3 Community and Education ,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,4.01431318,,,jedi-swap
574,JediSwap,jediswaplabs,jedi-swap,0x18aa467e40e1defb1956708830a343c1d01d3d7c,jedi-swap,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,46425.59027062,14987.98179462328,61413.57206524328,jedi-swap
575,JediSwap,jediswaplabs,jedi-swap,0x18aa467e40e1defb1956708830a343c1d01d3d7c,jedi-swap,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,43109.12050287,14827.4684934946,57936.5889963646,jedi-swap
614,beaconcha.in,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,4079.79474003,3641.448369717978,7721.243109747978,beacon-chain
615,beaconcha.in,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,0x222ea76664ed77d18d4416d2b2e77937b76f0a35,Ethereum Infrastructure,424,0x413d934a627fbd26fcb7ae52c2c4f40022470289,2023-08-17 08:00:00,2995.14669543,3832.009485828017,6827.156181258017,beacon-chain
616,beaconcha.in,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,0x64e5b2228ef31437909900b38fc42dd5e4b83147,ENS Ecosystem,1,0xdb723e5fe784c160a89564d22d67a11eb08cf76d,2023-04-21 19:59:00,222.77695014,2503.364103554675,2726.1410536946746,beacon-chain
617,beaconcha.in,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,11.83049309,,,beacon-chain
618,beaconcha.in,gobitfly,"beacon-chain, gobitfly",0x9d4e94db689bc471e45b0a18b7bda36fccec9c3b,beacon-chain,0xa1d52f9b5339792651861329a046dd912761e9a9,"Ethereum Core Infrastructure, Research, and Development",137,0xd04d5b0257a9f2068a4f4ebd88748b2bb47da4ca,2023-11-29 18:59:00,2280.43758823,8966.59038864,11247.027976869998,beacon-chain
714,Week in Ethereum News,weekinethnews,weekinethnews,0x13ebd3443fa5575f0eb173e323d8419f7452cfb1,weekinethnews,0xaa40e2e5c8df03d792a52b5458959c320f86ca18,Web3 Community and Education,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,120.04515883,1731.747644013973,1851.792802843973,weekinethnews
726,7Energy - Energy Communities without Banks,lab10-coop,minerva-wallet-lab10-coop,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,0x421510312c40486965767be5ea603aa8a5707983,Climate Solutions,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,25.39577865,219.3308152047028,244.7265938547028,minerva-wallet-lab10-coop
727,Minerva Wallet - You Own It,lab10-coop,minerva-wallet-lab10-coop,0x9fc13b4e1c4206970a1c4520d2f77336cd5d0e0a,minerva-wallet-lab10-coop,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,833.70842809,1478.133166216689,2311.841594306689,minerva-wallet-lab10-coop
735,Flexible Voting,scopelift,"umbra, scope-lift",0x5c04e7808455ee0e22c2773328c151d0dd79dc62,scope-lift,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,457.2459044,317.6718609609386,774.9177653609386,scope-lift
736,Flexible Voting,scopelift,"umbra, scope-lift",0xf138f8e006947d4482458510ab701299f46c12a3,scope-lift,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,185.2459984,23.221379793803,208.467378193803,scope-lift
737,Flexible Voting,scopelift,"umbra, scope-lift",0xf138f8e006947d4482458510ab701299f46c12a3,scope-lift,0xd4cc0dd193c7dc1d665ae244ce12d7fab337a008,Web3 Open Source Software ,424,0x8294ea30a691b47bb73e4b64225e52a080dc9ec7,2023-11-29 18:59:00,1626.6175526099998,366.6601154351558,1993.2776680451557,scope-lift
746,Dappnode,dappnode,dappnode,0x2a5b95c0770bd74b66d7214e60ea6619fd233687,dappnode,0xa1d52f9b5339792651861329a046dd912761e9a9,"Ethereum Core Infrastructure, Research, and Development",137,0xd04d5b0257a9f2068a4f4ebd88748b2bb47da4ca,2023-11-29 18:59:00,4992.303797,19418.83111143,24411.13490843,dappnode
747,Dappnode,dappnode,dappnode,0x53390590476dc98860316e4b46bb9842af55efc4,dappnode,0xdf22a2c8f6ba9376ff17ee13e6154b784ee92094,Ethereum Infrastructure,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,1731.89878686,16408.70950336005,18140.60829022005,dappnode
802,GainForest: A Planetary Computer for ReFi powered by DeSci and AI,gainforest,gainforest,0xc741a5124549f38a72e3a56c7d5e68e481b75441,gainforest,0x421510312c40486965767be5ea603aa8a5707983,Climate Solutions,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,563.40131146,25636.60068709825,26200.001998558248,gainforest
803,GainForest: A Planetary Computer for ReFi powered by DeSci and AI,gainforest,gainforest,0xc741a5124549f38a72e3a56c7d5e68e481b75441,gainforest,0x6e8dc2e623204d61b0e59e668702654ae336c9f7,DeSci (Decentralized Science),1,0x3d778a4c4280b96b3004ef611036ce6865efcf56,2023-04-24 19:59:00,555.7204451199999,1020.45217271597,1576.17261783597,gainforest
804,GainForest: A Planetary Computer for ReFi powered by DeSci and AI,gainforest,gainforest,0xc741a5124549f38a72e3a56c7d5e68e481b75441,gainforest,0x8aa06b3b8cac2970857f4e0fd78f21dc01aade94,Metacrisis,1,0xc3214a5e103025359dd866bcdd3f665be5a6afca,2023-04-21 19:59:00,228.88861844000002,374.7413479576397,603.6299663976397,gainforest
809,Buidl Guidl,buidlguidl,buidlguidl,0x0eb2ab241210900aeac2fba054dd605355fe2490,buidlguidl,0xaa40e2e5c8df03d792a52b5458959c320f86ca18,Web3 Community and Education,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,184.34134391999999,1382.834825127554,1567.1761690475541,buidlguidl
890,eth-wizard: An Ethereum validator installation wizard,stake-house,"stake-house, eth-wizard-stake-house",0xdbb16c68aa373229db9f37d85087264361691ab9,eth-wizard-stake-house,0x222ea76664ed77d18d4416d2b2e77937b76f0a35,Ethereum Infrastructure,424,0x413d934a627fbd26fcb7ae52c2c4f40022470289,2023-08-17 08:00:00,1841.56469397,1971.198295179021,3812.762989149021,eth-wizard-stake-house
891,eth-wizard: An Ethereum validator installation wizard,stake-house,"stake-house, eth-wizard-stake-house",0xdbb16c68aa373229db9f37d85087264361691ab9,eth-wizard-stake-house,0xa1d52f9b5339792651861329a046dd912761e9a9,"Ethereum Core Infrastructure, Research, and Development",137,0xd04d5b0257a9f2068a4f4ebd88748b2bb47da4ca,2023-11-29 18:59:00,921.5786873,4031.05156632,4952.63025362,eth-wizard-stake-house
949,Via | Cross-chain router,viaprotocol,via-protocol,0xdb0c831283c003686aef40ca228e42bdabf6674c,,0x12bb5bbbfe596dbc489d209299b8302c3300fa40,Web3 Open Source Software Round,1,0xa1b6245d7ba4b126adf7ee1e05e96bfda974990c,2023-04-21 19:59:00,19031.04419695,13986.44771066475,33017.49190761475,via-protocol
950,Via | Cross-chain router,viaprotocol,via-protocol,0xdb0c831283c003686aef40ca228e42bdabf6674c,,0x8de918f0163b2021839a8d84954dd7e8e151326d,Web3 Open Source Software,10,0xa1e8c5a8ca033ac3cb738506c6f1ad15bf54a730,2023-08-17 08:00:00,16037.726171710001,14987.98179462328,31025.70796633328,via-protocol
