,project_slug,from_name,quarter,day
16447,gaia-os,impactcapital,2023Q2,1
16448,gaia-os,mattjenkins3,2023Q1,1
16449,gaia-os,mgavillo,2023Q2,1
16450,gaia-os,nanidelca,2023Q2,1
16451,gaia-os,rafaelkaufmann,2023Q1,1
16452,gaia-os,rafaelkaufmann,2023Q2,2
16453,gainforest,daviddao,2017Q4,1
16454,gainforest,daviddao,2022Q3,4
16455,gainforest,domwoe,2017Q4,1
16456,geo-web,0xRowdy,2023Q1,3
16457,geo-web,0xtekgrinder,2022Q3,4
16458,geo-web,0xtekgrinder,2023Q2,6
16459,geo-web,10dimensions,2021Q2,26
16460,geo-web,10dimensions,2021Q3,15
16461,geo-web,10dimensions,2021Q4,10
16462,geo-web,10dimensions,2022Q1,4
16463,geo-web,10dimensions,2022Q2,3
16464,geo-web,CodinMaster,2020Q3,1
16465,geo-web,MaxGraey,2020Q4,2
16466,geo-web,Nikitachr,2022Q2,3
16467,geo-web,Nikitachr,2022Q3,3
16468,geo-web,TomDDH,2022Q4,1
16469,geo-web,anasaijaz,2022Q4,1
16470,geo-web,anasaijaz,2023Q1,1
16471,geo-web,brossetti1,2022Q1,13
16472,geo-web,brossetti1,2022Q2,2
16473,geo-web,brymut,2022Q3,2
16474,geo-web,codynhat,2020Q3,10
16475,geo-web,codynhat,2020Q4,29
16476,geo-web,codynhat,2021Q1,27
16477,geo-web,codynhat,2021Q2,27
16478,geo-web,codynhat,2021Q3,39
16479,geo-web,codynhat,2021Q4,22
16480,geo-web,codynhat,2022Q1,25
16481,geo-web,codynhat,2022Q2,41
16482,geo-web,codynhat,2022Q3,47
16483,geo-web,codynhat,2022Q4,58
16484,geo-web,codynhat,2023Q1,38
16485,geo-web,codynhat,2023Q2,36
16486,geo-web,codynhat,2023Q3,24
16487,geo-web,codynhat,2023Q4,23
16488,geo-web,colinnielsen,2022Q4,1
16489,geo-web,gravenp,2020Q3,3
16490,geo-web,gravenp,2020Q4,1
16491,geo-web,gravenp,2021Q1,12
16492,geo-web,gravenp,2021Q2,27
16493,geo-web,gravenp,2021Q3,23
16494,geo-web,gravenp,2021Q4,39
16495,geo-web,gravenp,2022Q1,30
16496,geo-web,gravenp,2022Q2,39
16497,geo-web,gravenp,2022Q3,54
16498,geo-web,gravenp,2022Q4,53
16499,geo-web,gravenp,2023Q1,32
16500,geo-web,gravenp,2023Q2,11
16501,geo-web,gravenp,2023Q3,11
16502,geo-web,gravenp,2023Q4,6
16503,geo-web,jmurphy5613,2022Q3,1
16504,geo-web,jordang7,2022Q3,5
16505,geo-web,jordang7,2022Q4,5
16506,geo-web,jordang7,2023Q3,3
16507,geo-web,lolboysg,2022Q3,9
16508,geo-web,mikedeshazer,2020Q3,3
16509,geo-web,mitesh-mutha,2022Q3,2
16510,geo-web,seeinplays,2022Q1,1
16511,geo-web,seeinplays,2022Q2,3
16512,geo-web,southbears,2022Q3,2
16513,geo-web,swarna1101,2022Q4,1
16514,geo-web,tnrdd,2022Q3,24
16515,geo-web,tnrdd,2022Q4,48
16516,geo-web,tnrdd,2023Q1,32
16517,geo-web,tnrdd,2023Q2,15
16518,geo-web,tnrdd,2023Q3,6
16519,geo-web,tnrdd,2023Q4,9
16520,geo-web,will-holley,2022Q1,2
16521,geo-web,zhyd1997,2022Q2,15
16522,gitcoin,0947873777,2021Q2,1
16523,gitcoin,0xChijoke,2023Q3,1
16524,gitcoin,0xKurt,2023Q3,20
16525,gitcoin,0xKurt,2023Q4,36
16526,gitcoin,0xLucas,2020Q2,1
16527,gitcoin,0xSeaj,2022Q1,1
16528,gitcoin,0xSwego,2023Q1,1
16529,gitcoin,0xTanX,2021Q4,1
16530,gitcoin,0xZakk,2023Q2,5
16531,gitcoin,0xZakk,2023Q3,23
16532,gitcoin,0xZakk,2023Q4,7
16533,gitcoin,0xflywill,2022Q3,1
16534,gitcoin,0xflywill,2023Q2,1
16535,gitcoin,0xrishabh,2021Q2,2
16536,gitcoin,0xzoz,2022Q1,2
16537,gitcoin,0xzoz,2022Q2,2
16538,gitcoin,0xzoz,2023Q3,2
16539,gitcoin,100000003,2021Q1,1
16540,gitcoin,100000003,2021Q2,1
16541,gitcoin,10a7,2017Q4,3
16542,gitcoin,10a7,2018Q2,1
16543,gitcoin,15226342722,2021Q3,1
16544,gitcoin,152wmq,2021Q1,1
16545,gitcoin,18689811310,2021Q2,1
16546,gitcoin,1two3code,2021Q2,1
16547,gitcoin,21xhipster,2018Q2,1
16548,gitcoin,23maria,2021Q2,1
16549,gitcoin,2carilim,2021Q1,1
16550,gitcoin,3100,2020Q2,1
16551,gitcoin,3esmit,2019Q4,1
16552,gitcoin,3scava1i3r,2020Q3,2
16553,gitcoin,3thanlee070819,2022Q2,1
16554,gitcoin,4-1-3-X,2020Q4,2
16555,gitcoin,420tiesto,2021Q2,1
16556,gitcoin,776699y,2021Q3,1
16557,gitcoin,78carla,2020Q3,1
16558,gitcoin,7ada,2020Q1,1
16559,gitcoin,7ada,2020Q2,3
16560,gitcoin,7alman,2018Q2,1
16561,gitcoin,7mouni,2020Q1,1
16562,gitcoin,8seneca,2023Q1,1
16563,gitcoin,A2be,2020Q4,1
16564,gitcoin,ATorbMain,2020Q1,3
16565,gitcoin,Abeseba,2020Q4,1
16566,gitcoin,Abhay07,2018Q3,2
16567,gitcoin,Abhishekji-Dumala,2020Q4,1
16568,gitcoin,AbouSpeedAlCuber,2020Q2,1
16569,gitcoin,AbouSpeedAlCuber,2020Q3,1
16570,gitcoin,Abuchtela,2023Q1,1
16571,gitcoin,Abuchtela,2023Q2,2
16572,gitcoin,Adamits,2019Q3,4
16573,gitcoin,Adrian2dd,2021Q2,1
16574,gitcoin,Ahmedlotfy11,2020Q1,1
16575,gitcoin,Akara52,2020Q2,1
16576,gitcoin,AlexKing777,2021Q2,1
16577,gitcoin,AlexMasmej,2019Q2,1
16578,gitcoin,AlexeyAkhunov,2020Q1,1
16579,gitcoin,Ali8668,2019Q2,1
16580,gitcoin,Ali8668,2019Q3,1
16581,gitcoin,AlphaSerpentis,2020Q4,1
16582,gitcoin,AlphaSerpentis,2021Q3,2
16583,gitcoin,AlphaSerpentis,2021Q4,1
16584,gitcoin,AlphaSerpentis,2022Q1,1
16585,gitcoin,Alts-Anonymous,2021Q1,2
16586,gitcoin,Ameralameri,2023Q2,1
16587,gitcoin,Amirjab21,2021Q3,4
16588,gitcoin,AmySeidman,2020Q4,3
16589,gitcoin,Anas202065,2023Q2,1
16590,gitcoin,Anish-Agnihotri,2018Q3,1
16591,gitcoin,Anish-Agnihotri,2018Q4,20
16592,gitcoin,Anish-Agnihotri,2019Q1,3
16593,gitcoin,AnneConnelly,2019Q4,1
16594,gitcoin,AnneConnelly,2020Q1,1
16595,gitcoin,AnneConnelly,2020Q2,2
16596,gitcoin,AnneConnelly,2020Q3,2
16597,gitcoin,AnneConnelly,2020Q4,1
16598,gitcoin,AnonVitalik,2019Q2,1
16599,gitcoin,Anoof,2020Q3,3
16600,gitcoin,Apolloelephen,2021Q3,1
16601,gitcoin,Arachnid,2019Q1,1
16602,gitcoin,Arkadas12,2021Q2,1
16603,gitcoin,ArslanYM,2023Q3,5
16604,gitcoin,ArslanYM,2023Q4,5
16605,gitcoin,Artimunor,2021Q3,1
16606,gitcoin,Aryan9592,2023Q3,9
16607,gitcoin,Asmamaki30,2021Q3,1
16608,gitcoin,AugustoL,2018Q4,1
16609,gitcoin,AvrilApril,2020Q2,3
16610,gitcoin,Az111z,2021Q1,4
16611,gitcoin,Az111z2,2021Q1,5
16612,gitcoin,BESTczm,2021Q1,1
16613,gitcoin,BTCAlchemist,2020Q4,6
16614,gitcoin,BTCAlchemist,2021Q1,3
16615,gitcoin,BTCAlchemist,2021Q2,4
16616,gitcoin,Bayramalikaplan,2021Q3,1
16617,gitcoin,Benefx,2019Q3,1
16618,gitcoin,Benzfc,2021Q4,1
16619,gitcoin,Bild96,2020Q2,1
16620,gitcoin,BitAsh,2020Q4,1
16621,gitcoin,BlockchainAdvisor,2020Q2,1
16622,gitcoin,BlockchainResearch,2020Q2,1
16623,gitcoin,Bluzelle-Team,2020Q2,2
16624,gitcoin,Bluzelle-Team,2020Q4,1
16625,gitcoin,BobTheBuidler,2020Q3,1
16626,gitcoin,Bobface,2020Q2,2
16627,gitcoin,BogdanHabic,2020Q1,1
16628,gitcoin,Booligoosh,2019Q4,1
16629,gitcoin,Booligoosh,2020Q2,1
16630,gitcoin,BoomJules,2020Q4,2
16631,gitcoin,Brianspha,2019Q2,1
16632,gitcoin,Burnsedia,2019Q3,1
16633,gitcoin,Buttaa,2020Q4,2
16634,gitcoin,Buttaa,2021Q2,1
16635,gitcoin,CPSTL,2019Q1,1
16636,gitcoin,Cali93,2021Q3,2
16637,gitcoin,Cali93,2021Q4,29
16638,gitcoin,Cali93,2022Q1,3
16639,gitcoin,Calvinoea,2020Q3,1
16640,gitcoin,CaptainGinyu,2020Q4,4
16641,gitcoin,Carcemercado,2021Q1,1
16642,gitcoin,CataractAcrobat,2020Q4,1
16643,gitcoin,ChainLinkGod,2020Q1,1
16644,gitcoin,ChainSafeSystems,2019Q3,1
16645,gitcoin,ChaituVR,2022Q4,1
16646,gitcoin,Chalee05,2022Q4,1
16647,gitcoin,CharmOffnz,2021Q2,1
16648,gitcoin,CheCoelho,2022Q1,1
16649,gitcoin,Chikwado3,2021Q4,1
16650,gitcoin,ChiragOO9,2023Q1,1
16651,gitcoin,ChrisCates,2018Q3,2
16652,gitcoin,Clearwood,2020Q4,1
16653,gitcoin,ClimateFutures01,2020Q4,1
16654,gitcoin,Code-emm,2022Q1,1
16655,gitcoin,Coinwalletfriend,2020Q1,1
16656,gitcoin,Coinwalletfriend,2020Q2,1
16657,gitcoin,Collector-Crypt,2022Q4,1
16658,gitcoin,CondeGil,2023Q1,1
16659,gitcoin,ConnorChristie,2018Q2,1
16660,gitcoin,ConsoleTVs,2018Q3,2
16661,gitcoin,ConsoleTVs,2018Q4,1
16662,gitcoin,ContentCreatorok,2020Q2,1
16663,gitcoin,Criptodiana,2020Q3,1
16664,gitcoin,CryptoCutter,2021Q2,1
16665,gitcoin,CryptoMykel,2020Q4,1
16666,gitcoin,CryptoNNja,2020Q2,1
16667,gitcoin,CryptonightCanada,2020Q3,1
16668,gitcoin,CryptonightCanada,2021Q3,1
16669,gitcoin,CryptonightCanada,2023Q1,1
16670,gitcoin,CrystalPony,2020Q3,2
16671,gitcoin,CuriousLearner,2018Q2,3
16672,gitcoin,Cygnusfear,2018Q4,1
16673,gitcoin,D4vid-UK,2021Q1,1
16674,gitcoin,DAOctor-1,2021Q3,1
16675,gitcoin,DAOctor-1,2021Q4,2
16676,gitcoin,DAle-q,2020Q2,1
16677,gitcoin,DISC30,2020Q1,2
16678,gitcoin,DISC30,2020Q2,2
16679,gitcoin,DISC30,2020Q3,2
16680,gitcoin,DISC30,2020Q4,1
16681,gitcoin,DISC30,2021Q1,1
16682,gitcoin,DJViau,2018Q4,1
16683,gitcoin,DMats,2021Q1,2
16684,gitcoin,DSBUGAY2,2021Q2,1
16685,gitcoin,DSBUGAY2,2021Q3,2
16686,gitcoin,DSBUGAY2,2021Q4,1
16687,gitcoin,DSBUGAY2,2023Q2,1
16688,gitcoin,DUMIE505,2020Q3,1
16689,gitcoin,DaBigwiz16,2021Q2,1
16690,gitcoin,DaWe35,2020Q3,1
16691,gitcoin,Daft-Wullie,2020Q3,2
16692,gitcoin,Daft-Wullie,2021Q3,1
16693,gitcoin,DaleDesign,2020Q2,1
16694,gitcoin,DaleDesign,2020Q3,1
16695,gitcoin,DanDevel,2020Q3,1
16696,gitcoin,DanHakimi,2020Q1,1
16697,gitcoin,Dangokun,2021Q2,1
16698,gitcoin,Danibelle,2020Q2,1
16699,gitcoin,Danibelle,2020Q4,1
16700,gitcoin,DanieleSalatti,2022Q2,3
16701,gitcoin,DanieleSalatti,2022Q3,27
16702,gitcoin,DanieleSalatti,2022Q4,25
16703,gitcoin,DanieleSalatti,2023Q1,17
16704,gitcoin,DanieleSalatti,2023Q2,28
16705,gitcoin,Daveliuyabo,2023Q2,1
16706,gitcoin,Daveliuyabo,2023Q3,2
16707,gitcoin,Davidliu027,2021Q2,1
16708,gitcoin,DeFi-Dad,2020Q4,2
16709,gitcoin,DeFiDude,2020Q3,2
16710,gitcoin,DeFiDude,2020Q4,3
16711,gitcoin,Deosaju,2021Q2,1
16712,gitcoin,Deosaju,2022Q1,2
16713,gitcoin,Destiner,2018Q4,1
16714,gitcoin,Developer-piyush,2022Q1,1
16715,gitcoin,Developer-piyush,2022Q3,2
16716,gitcoin,Dgilliams,2018Q4,7
16717,gitcoin,Dgilliams,2019Q1,1
16718,gitcoin,Dhaiwat10,2021Q4,18
16719,gitcoin,Dhaiwat10,2022Q1,20
16720,gitcoin,DimaKoshevoy,2021Q3,1
16721,gitcoin,DomAmato,2019Q1,1
16722,gitcoin,Donaldbill,2022Q3,1
16723,gitcoin,DreadKnight,2020Q2,1
16724,gitcoin,DreadKnight,2020Q3,1
16725,gitcoin,DreadKnight,2021Q1,2
16726,gitcoin,Drew0776,2020Q4,1
16727,gitcoin,Drewsapple,2022Q3,1
16728,gitcoin,DropMagnet,2021Q2,1
16729,gitcoin,EYOBANK,2020Q3,1
16730,gitcoin,EdgarBarrantes,2018Q4,1
16731,gitcoin,Elhamne,2020Q4,1
16732,gitcoin,EmHsiehGitcoin,2022Q1,5
16733,gitcoin,Enilghtenment,2018Q2,1
16734,gitcoin,EntityAdam,2017Q4,1
16735,gitcoin,Epick362,2021Q4,1
16736,gitcoin,ErikBjare,2020Q3,1
16737,gitcoin,Ethdev2,2021Q1,1
16738,gitcoin,EtherDotBlue,2019Q2,1
16739,gitcoin,EtherDotBlue,2020Q1,1
16740,gitcoin,Etovardesign,2022Q2,1
16741,gitcoin,Etovardesign,2023Q1,12
16742,gitcoin,Etovardesign,2023Q2,1
16743,gitcoin,EzLemon,2021Q2,1
16744,gitcoin,FFF-Lebanon,2022Q3,1
16745,gitcoin,FFicey,2022Q4,1
16746,gitcoin,Fatima-yo,2019Q4,2
16747,gitcoin,FelixKosu,2021Q2,1
16748,gitcoin,FeroxCanis,2020Q4,1
16749,gitcoin,Fkhita,2020Q2,3
16750,gitcoin,FlashiiG,2020Q4,1
16751,gitcoin,Florida407,2020Q3,1
16752,gitcoin,FrederikBolding,2018Q4,2
16753,gitcoin,GOLD2504,2023Q3,1
16754,gitcoin,GTChase,2021Q4,1
16755,gitcoin,GTChase,2022Q1,27
16756,gitcoin,GTChase,2022Q2,16
16757,gitcoin,GTChase,2022Q3,2
16758,gitcoin,GTChase,2022Q4,6
16759,gitcoin,GTChase,2023Q1,1
16760,gitcoin,GWintery,2020Q3,1
16761,gitcoin,GWintery,2020Q4,1
16762,gitcoin,GabrelyanG,2021Q4,1
16763,gitcoin,Gacisan,2020Q4,2
16764,gitcoin,GaretWebster,2018Q1,1
16765,gitcoin,GatteJyoti,2018Q4,1
16766,gitcoin,GayHubFire,2021Q2,1
16767,gitcoin,GidKirill,2021Q2,1
16768,gitcoin,Giofarra,2021Q3,1
16769,gitcoin,Goldmouth81,2023Q2,3
16770,gitcoin,GovindaKanath,2022Q2,1
16771,gitcoin,Gr3at,2022Q3,1
16772,gitcoin,Graal46,2018Q2,1
16773,gitcoin,Graeme-Code,2020Q3,1
16774,gitcoin,GrahamMcBain,2020Q1,1
16775,gitcoin,Greg-Johns,2019Q2,1
16776,gitcoin,Greg-Johns,2020Q2,2
16777,gitcoin,GreyPK,2021Q4,1
16778,gitcoin,GriffGreen,2018Q4,1
16779,gitcoin,GriffGreen,2020Q2,3
16780,gitcoin,GriffGreen,2020Q4,3
16781,gitcoin,GriffGreen,2021Q1,2
16782,gitcoin,GriffGreen,2021Q4,1
16783,gitcoin,Grownline945,2021Q2,1
16784,gitcoin,GugliermoElx,2021Q1,1
16785,gitcoin,Gugue99,2021Q2,1
16786,gitcoin,GuistF,2019Q2,21
16787,gitcoin,GuistF,2019Q3,12
16788,gitcoin,GuistF,2019Q4,2
16789,gitcoin,GuruInventor,2021Q3,1
16790,gitcoin,HaoPeiwen,2023Q2,1
16791,gitcoin,Hardwood6969,2020Q4,1
16792,gitcoin,Hasssan04,2021Q4,1
16793,gitcoin,Havok-LA,2021Q1,1
16794,gitcoin,Hay-sharptech,2021Q4,1
16795,gitcoin,Heisenburgirs,2023Q4,1
16796,gitcoin,HelloIPM,2020Q4,2
16797,gitcoin,HenricoW,2022Q1,1
16798,gitcoin,Hiyogoro,2020Q4,1
16799,gitcoin,HsingFan,2020Q4,1
16800,gitcoin,Hyakymaru,2020Q4,1
16801,gitcoin,INFLOWMusic,2021Q1,1
16802,gitcoin,Ian-Yy,2019Q4,3
16803,gitcoin,Ianfinn1994,2020Q1,1
16804,gitcoin,Ianfinn1994,2020Q2,1
16805,gitcoin,Icecolala,2021Q1,1
16806,gitcoin,IgorPerikov,2018Q3,1
16807,gitcoin,ImprovedTube,2022Q1,1
16808,gitcoin,IntoThe1337ness,2020Q1,3
16809,gitcoin,IritaiuiIWosoiei,2023Q3,1
16810,gitcoin,IronPaul,2021Q3,1
16811,gitcoin,Itotutona,2021Q4,1
16812,gitcoin,ItsMajestiX,2019Q4,2
16813,gitcoin,JAlexandraH,2020Q3,1
16814,gitcoin,JAlexandraH,2020Q4,1
16815,gitcoin,JDamian420,2020Q4,1
16816,gitcoin,JHGrove3,2021Q3,1
16817,gitcoin,JTraversa,2020Q3,3
16818,gitcoin,JTraversa,2021Q1,1
16819,gitcoin,Jack-Works,2020Q2,1
16820,gitcoin,JackLeahy22,2020Q4,1
16821,gitcoin,Jackieyewang,2021Q3,1
16822,gitcoin,JakeStoeffler,2018Q1,2
16823,gitcoin,JakeStoeffler,2018Q2,1
16824,gitcoin,JasonBarnabe,2019Q1,4
16825,gitcoin,JasonBarnabe,2019Q2,1
16826,gitcoin,JasonBarnabe,2019Q4,8
16827,gitcoin,JasonBarnabe,2020Q1,4
16828,gitcoin,JasonBarnabe,2020Q2,3
16829,gitcoin,JayeHarrill,2020Q2,1
16830,gitcoin,Jeanchen27,2021Q1,1
16831,gitcoin,Jeff-Emmett,2020Q1,2
16832,gitcoin,Jeff-Emmett,2020Q3,1
16833,gitcoin,Jer-Sch,2021Q3,12
16834,gitcoin,Jer-Sch,2021Q4,19
16835,gitcoin,Jer-Sch,2022Q1,8
16836,gitcoin,JeremiGendron,2018Q4,3
16837,gitcoin,JeremiGendron,2019Q1,2
16838,gitcoin,JeremiGendron,2019Q2,2
16839,gitcoin,JeremiahKamama,2021Q3,1
16840,gitcoin,Jeremy-Gitcoin,2023Q2,12
16841,gitcoin,Jeremy-Gitcoin,2023Q3,21
16842,gitcoin,Jeremy-Gitcoin,2023Q4,18
16843,gitcoin,JinNguyen96,2021Q3,1
16844,gitcoin,Jipperism,2023Q3,2
16845,gitcoin,JirkaJelinek,2022Q3,1
16846,gitcoin,JohnArthur3334445556,2021Q1,1
16847,gitcoin,JollyRogerz,2020Q1,2
16848,gitcoin,JollyRogerz,2020Q2,2
16849,gitcoin,JulyElektra,2021Q4,1
16850,gitcoin,Kaktus259,2022Q1,3
16851,gitcoin,KamesCG,2017Q4,1
16852,gitcoin,KamesCG,2018Q1,1
16853,gitcoin,KamesCG,2018Q2,1
16854,gitcoin,KamesCG,2020Q1,1
16855,gitcoin,Kamiel7,2021Q3,2
16856,gitcoin,KannuSingh,2022Q4,1
16857,gitcoin,Kasimir7,2021Q1,1
16858,gitcoin,KayZou001,2020Q2,3
16859,gitcoin,Kempo,2018Q3,2
16860,gitcoin,KennethAshley,2018Q1,12
16861,gitcoin,KennethAshley,2018Q2,1
16862,gitcoin,KennethAshley,2018Q3,1
16863,gitcoin,Kennydoneit,2020Q3,2
16864,gitcoin,KevinYum,2023Q1,1
16865,gitcoin,KiChjang,2020Q1,5
16866,gitcoin,KiChjang,2020Q2,1
16867,gitcoin,KiChjang,2020Q3,3
16868,gitcoin,Kielek,2017Q4,1
16869,gitcoin,Killrbit,2021Q1,1
16870,gitcoin,KirkBallou,2019Q2,1
16871,gitcoin,KirkBallou,2019Q3,1
16872,gitcoin,Kirstygoodary,2021Q4,1
16873,gitcoin,Kisgus,2018Q4,1
16874,gitcoin,Kisgus,2020Q1,1
16875,gitcoin,Koko-cares,2023Q4,1
16876,gitcoin,Koobi33,2022Q2,1
16877,gitcoin,Korridzy,2018Q2,1
16878,gitcoin,Korridzy,2019Q4,1
16879,gitcoin,Korridzy,2020Q1,2
16880,gitcoin,Kryptickerry,2021Q1,1
16881,gitcoin,Ktune-kpop,2021Q1,1
16882,gitcoin,Kumo-YZX,2019Q2,4
16883,gitcoin,KurtMerbeth,2022Q4,10
16884,gitcoin,KurtMerbeth,2023Q1,26
16885,gitcoin,KurtMerbeth,2023Q2,32
16886,gitcoin,KurtMerbeth,2023Q3,24
16887,gitcoin,KushMd,2020Q1,5
16888,gitcoin,KushMd,2020Q2,4
16889,gitcoin,KushMd,2021Q2,1
16890,gitcoin,Kweiss,2020Q4,5
16891,gitcoin,Kweiss,2021Q1,20
16892,gitcoin,Kweiss,2021Q2,11
16893,gitcoin,Kweiss,2021Q3,12
16894,gitcoin,Kweiss,2021Q4,1
16895,gitcoin,Kweiss,2022Q1,1
16896,gitcoin,Kweiss,2022Q2,1
16897,gitcoin,Kweiss,2022Q4,2
16898,gitcoin,Kweiss,2023Q1,26
16899,gitcoin,Kweiss,2023Q2,3
16900,gitcoin,L-KH,2019Q3,1
16901,gitcoin,L-KH,2020Q1,1
16902,gitcoin,L-KH,2020Q2,5
16903,gitcoin,L-KH,2021Q2,2
16904,gitcoin,L-KH,2021Q4,7
16905,gitcoin,L-KH,2022Q1,5
16906,gitcoin,LRoddd,2021Q1,2
16907,gitcoin,LamarisSmiley,2022Q4,1
16908,gitcoin,LawrenceOfDaniel,2020Q4,1
16909,gitcoin,LefterisJP,2019Q4,2
16910,gitcoin,LefterisJP,2020Q1,6
16911,gitcoin,LefterisJP,2020Q2,3
16912,gitcoin,LefterisJP,2020Q4,1
16913,gitcoin,LefterisJP,2021Q1,1
16914,gitcoin,LefterisJP,2021Q2,1
16915,gitcoin,LefterisJP,2021Q3,6
16916,gitcoin,LefterisJP,2022Q2,2
16917,gitcoin,LefterisJP,2023Q1,1
16918,gitcoin,Lenkla,2019Q3,1
16919,gitcoin,Lerog1724,2021Q2,1
16920,gitcoin,LinuxIsCool,2021Q1,2
16921,gitcoin,LiorRabin,2018Q4,1
16922,gitcoin,Lollerlol,2021Q3,1
16923,gitcoin,LordZelkova,2021Q1,1
16924,gitcoin,Loveprit-Singh,2019Q1,2
16925,gitcoin,LukeDowell,2022Q3,3
16926,gitcoin,LuozhuZhang,2022Q4,1
16927,gitcoin,LuukDAO,2020Q4,1
16928,gitcoin,Lyop123,2023Q3,1
16929,gitcoin,Lyotnik,2023Q3,1
16930,gitcoin,MMengjiang,2023Q1,1
16931,gitcoin,Machael-lcg,2020Q4,1
16932,gitcoin,MadDog250,2022Q3,1
16933,gitcoin,MadGraph,2021Q1,1
16934,gitcoin,MadeofTin,2020Q3,1
16935,gitcoin,MaestroBignose,2021Q4,1
16936,gitcoin,MajorTomSec,2019Q3,3
16937,gitcoin,Makondor2,2020Q1,2
16938,gitcoin,Mamu9,2021Q4,1
16939,gitcoin,Man-Jain,2019Q3,1
16940,gitcoin,Man-Jain,2020Q1,2
16941,gitcoin,Man-Jain,2020Q3,1
16942,gitcoin,ManyRios,2020Q4,1
16943,gitcoin,Marodero56,2022Q1,1
16944,gitcoin,Martinprobu,2023Q2,1
16945,gitcoin,MathildaDV,2023Q4,1
16946,gitcoin,MaxStalker,2019Q1,1
16947,gitcoin,MaxStalker,2019Q2,8
16948,gitcoin,Maxusz666,2020Q4,1
16949,gitcoin,Megan0910,2023Q1,2
16950,gitcoin,Mengqian-Zhang,2021Q4,1
16951,gitcoin,MercuricChloride,2021Q4,2
16952,gitcoin,MercuricChloride,2022Q1,1
16953,gitcoin,MercuricChloride,2022Q2,2
16954,gitcoin,Merit-Tech,2020Q1,2
16955,gitcoin,Merit-Tech,2020Q2,3
16956,gitcoin,Mettodo,2021Q2,1
16957,gitcoin,Michael-Alio,2020Q1,1
16958,gitcoin,MightyMantis,2021Q1,1
16959,gitcoin,MikaelLazarev,2019Q2,2
16960,gitcoin,Mike-E-angelo,2021Q1,1
16961,gitcoin,Mikerah,2020Q1,1
16962,gitcoin,Milot-R,2021Q1,1
16963,gitcoin,Minhphat1991,2023Q2,1
16964,gitcoin,Mitchellpkt,2020Q3,1
16965,gitcoin,Mitchellpkt,2020Q4,1
16966,gitcoin,MladenPetronijevic,2018Q4,5
16967,gitcoin,MladenPetronijevic,2019Q1,1
16968,gitcoin,MladenPetronijevic,2019Q2,1
16969,gitcoin,MoMoney123,2020Q4,1
16970,gitcoin,Mokenadoa,2022Q4,2
16971,gitcoin,Montana,2022Q1,1
16972,gitcoin,MoonshotCoordinator,2021Q4,3
16973,gitcoin,Mpep10,2020Q2,1
16974,gitcoin,Mquoc,2021Q2,1
16975,gitcoin,MrBloomguy,2022Q4,1
16976,gitcoin,MrDeadCe11,2023Q2,2
16977,gitcoin,Mreth7704,2023Q3,1
16978,gitcoin,Multimyst,2021Q1,1
16979,gitcoin,MysticRyuujin,2019Q4,1
16980,gitcoin,MysticRyuujin,2020Q2,1
16981,gitcoin,MysticRyuujin,2020Q3,1
16982,gitcoin,MysticRyuujin,2021Q1,1
16983,gitcoin,NYusmc81,2021Q1,1
16984,gitcoin,Nachobr,2021Q3,1
16985,gitcoin,Nanshulot,2020Q1,2
16986,gitcoin,Nanshulot,2020Q2,3
16987,gitcoin,Naxsun,2022Q2,1
16988,gitcoin,Nazeeh21,2021Q4,6
16989,gitcoin,Nazeeh21,2022Q1,18
16990,gitcoin,Nazeeh21,2022Q2,5
16991,gitcoin,NedelescuVlad,2018Q2,1
16992,gitcoin,NedelescuVlad,2018Q4,1
16993,gitcoin,NelsonMcKey,2020Q2,1
16994,gitcoin,Nemeswat,2021Q2,1
16995,gitcoin,Nemeswat,2021Q3,1
16996,gitcoin,Neurone,2020Q2,2
16997,gitcoin,Nguyentiensy99,2019Q4,1
16998,gitcoin,Nhocqstyle,2021Q2,1
16999,gitcoin,NiNJAD3vel0per,2019Q2,1
17000,gitcoin,NickErrant,2017Q4,1
17001,gitcoin,NickTheNinjaX,2022Q3,1
17002,gitcoin,NiklasTR,2022Q1,1
17003,gitcoin,Nizebudka,2022Q1,2
17004,gitcoin,Nizebudka,2022Q2,5
17005,gitcoin,Nnooo,2019Q1,1
17006,gitcoin,NodiumX,2020Q2,1
17007,gitcoin,Noman-Aziz,2023Q4,1
17008,gitcoin,Noukbay,2020Q2,1
17009,gitcoin,Nqtacn,2022Q1,1
17010,gitcoin,NukeManDan,2018Q4,1
17011,gitcoin,NukeManDan,2019Q1,1
17012,gitcoin,NukeManDan,2019Q4,1
17013,gitcoin,NukeManDan,2020Q1,1
17014,gitcoin,NukeManDan,2020Q2,1
17015,gitcoin,NukeManDan,2020Q3,2
17016,gitcoin,NukeManDan,2020Q4,4
17017,gitcoin,NutToKul,2020Q3,1
17018,gitcoin,OKDuncan,2020Q1,1
17019,gitcoin,OdysLam,2021Q3,1
17020,gitcoin,OisinKyne,2020Q2,1
17021,gitcoin,Onebotband,2020Q1,1
17022,gitcoin,OoLionardo,2022Q1,4
17023,gitcoin,Orami,2019Q2,1
17024,gitcoin,Orami,2019Q3,1
17025,gitcoin,Orami,2020Q2,1
17026,gitcoin,Oraxle,2019Q4,1
17027,gitcoin,Oscarquintana,2020Q2,3
17028,gitcoin,Otherbright,2020Q3,1
17029,gitcoin,Out-Sider1,2021Q1,1
