transaction_date,transaction_cnt,active_users,total_transferred,unique_users,retained_percent,daa_to_maa_ratio,total_transferred_in_tokens,cum_transferred
2024-10-18,32517.0,29501.0,2.2335716789154333e+19,1726.0,0.8434968306159113,0.34,22335.716789154332,1.879744372046274e+21
2024-10-19,30999.0,28362.0,1.8290036089402448e+19,476.0,0.8405260559904097,0.32,18290.03608940245,1.8980344081356764e+21
2024-10-20,30685.0,28139.0,1.5398061294176836e+19,292.0,0.860194036746153,0.32,15398.061294176836,1.9134324694298536e+21
2024-10-21,29777.0,27679.0,2.5972818988207587e+19,273.0,0.8560280356949311,0.31,25972.818988207586,1.939405288418061e+21
2024-10-22,30108.0,27827.0,3.076649378986531e+19,314.0,0.851834549178855,0.32,30766.493789865308,1.9701717822079264e+21
2024-10-23,30244.0,27958.0,6.099257455295899e+19,292.0,0.8552829243865798,0.32,60992.57455295899,2.0311643567608855e+21
2024-10-24,30483.0,27780.0,2.529580854595132e+19,392.0,0.8602231821454284,0.32,25295.80854595132,2.0564601653068368e+21
2024-10-25,32155.0,28634.0,2.751662246168108e+19,836.0,0.8444157295522805,0.33,27516.62246168108,2.083976787768518e+21
2024-10-26,29537.0,27433.0,3.426045232082688e+19,302.0,0.8642146320125397,0.31,34260.45232082688,2.1182372400893447e+21
2024-10-27,30525.0,27738.0,2.221318928243769e+19,281.0,0.8503497007715048,0.32,22213.18928243769,2.1404504293717825e+21
2024-10-28,31101.0,27767.0,1.8202421221004833e+19,763.0,0.8536392120142615,0.32,18202.42122100483,2.1586528505927877e+21
2024-10-29,31339.0,27694.0,1.9349035657592373e+19,704.0,0.8574781541128043,0.31,19349.035657592372,2.17800188625038e+21
2024-10-30,62360.0,53099.0,3.3812333158007538e+19,9234.0,0.4657526507090529,0.6,33812.33315800753,2.211814219408387e+21
2024-10-31,58676.0,53938.0,3.043943313074769e+19,1627.0,0.8750231747562016,0.61,30439.43313074769,2.242253652539135e+21
2024-11-01,59212.0,55702.0,5.717925549697709e+19,1443.0,0.8858030232307637,0.45,57179.255496977086,2.299432908036112e+21
2024-11-02,58854.0,55712.0,2.7959117063069286e+19,1672.0,0.8997522975301551,0.45,27959.117063069287,2.3273920250991815e+21
2024-11-03,89645.0,87164.0,3.1019404698585063e+19,33359.0,0.5763273828644854,0.7,31019.404698585065,2.3584114297977664e+21
2024-11-04,90913.0,88270.0,2.117261142761813e+19,586.0,0.94456780333069,0.71,21172.611427618132,2.3795840412253846e+21
2024-11-05,90489.0,88356.0,2.137471727264252e+19,395.0,0.9583842636606456,0.71,21374.71727264252,2.400958758498027e+21
2024-11-06,88701.0,86389.0,3.0815530024041767e+19,250.0,0.9649608167706536,0.69,30815.530024041767,2.431774288522069e+21
2024-11-07,88070.0,86058.0,4.0820343368914985e+19,289.0,0.9599688582119036,0.69,40820.34336891498,2.472594631890984e+21
2024-11-08,86818.0,84968.0,3.6545071851946623e+19,317.0,0.9643748234629508,0.68,36545.071851946625,2.5091397037429306e+21
2024-11-09,94119.0,92161.0,3.3472106357350183e+19,7098.0,0.8774210349280064,0.74,33472.10635735018,2.5426118101002806e+21
2024-11-10,91522.0,89561.0,3.303330980107535e+19,276.0,0.9619477227811212,0.72,33033.30980107535,2.575645119901356e+21
2024-11-11,90768.0,88832.0,2.8562205799504654e+19,466.0,0.9381416606628242,0.71,28562.205799504653,2.6042073257008604e+21
2024-11-12,90221.0,88459.0,2.6825336483571995e+19,209.0,0.9615867237929436,0.71,26825.336483571995,2.631032662184432e+21
2024-11-13,88033.0,86480.0,2.4082742097327124e+19,133.0,0.9696692876965772,0.69,24082.74209732713,2.6551154042817594e+21
2024-11-14,88367.0,86693.0,1.8578634696944742e+19,182.0,0.9613348251877314,0.7,18578.634696944748,2.673694038978704e+21
2024-11-15,87322.0,85750.0,1.9303920259210904e+19,167.0,0.963930029154519,0.69,19303.920259210903,2.6929979592379146e+21
2024-11-16,85535.0,84060.0,1.7631800395025463e+19,210.0,0.9559243397573162,0.67,17631.800395025464,2.71062975963294e+21
2024-11-17,83946.0,82519.0,1.836662331595123e+19,165.0,0.9447036440092584,0.66,18366.62331595123,2.7289963829488916e+21
2024-11-18,85246.0,82463.0,1.771752278276058e+19,1052.0,0.9305870511623394,0.66,17717.522782760578,2.7467139057316523e+21
2024-11-19,76722.0,75290.0,8.812795466553939e+18,174.0,0.956461681498207,0.6,8812.795466553938,2.7555267011982063e+21
2024-11-20,72509.0,71047.0,1.899782020806609e+19,103.0,0.9389840528101115,0.57,18997.82020806609,2.7745245214062726e+21
2024-11-21,70106.0,68565.0,2.3628345526303474e+19,178.0,0.917056807409028,0.55,23628.34552630347,2.798152866932576e+21
2024-11-22,65575.0,64086.0,4.6414640171447886e+19,214.0,0.9356957837905314,0.51,46414.640171447885,2.8445675071040237e+21
2024-11-23,60159.0,58431.0,3.6556668485461983e+19,235.0,0.945217435950095,0.47,36556.66848546199,2.881124175589486e+21
2024-11-24,59538.0,57961.0,3.2622298977352237e+19,351.0,0.9165300805714188,0.46,32622.29897735224,2.913746474566838e+21
2024-11-25,54631.0,52966.0,5.35482705751712e+19,267.0,0.926462258807537,0.42,53548.2705751712,2.9672947451420093e+21
2024-11-26,56780.0,51781.0,4.900579709838246e+19,3452.0,0.9216314864525598,0.42,49005.797098382456,3.016300542240392e+21
2024-11-27,55786.0,54062.0,5.379642479501244e+19,585.0,0.8735525877695979,0.43,53796.42479501244,3.070096967035404e+21
2024-11-28,54176.0,51725.0,2.091176963861801e+20,1056.0,0.9237312711454808,0.41,209117.6963861801,3.279214663421584e+21
2024-11-29,68221.0,53638.0,1.885299701904958e+20,1721.0,0.8897237033446437,0.43,188529.9701904958,3.46774463361208e+21
2024-11-30,66861.0,52148.0,1.0912506255357977e+20,297.0,0.9430275370100484,0.42,109125.06255357974,3.57686969616566e+21
2024-12-01,66486.0,50719.0,1.948825407713646e+20,460.0,0.9233620536682504,0.44,194882.5407713646,3.771752236937025e+21
2024-12-02,67061.0,51473.0,1.9275121552859837e+20,291.0,0.9213179725292872,0.45,192751.2155285984,3.964503452465623e+21
2024-12-03,69240.0,53845.0,1.9682726124553093e+20,488.0,0.8969635063608505,0.47,196827.26124553097,4.1613307137111543e+21
2024-12-04,68828.0,54021.0,1.702574799929204e+20,794.0,0.9258066307547064,0.47,170257.47999292042,4.3315881937040745e+21
2024-12-05,65259.0,51688.0,1.4600645526229574e+20,433.0,0.9306802352577,0.45,146006.45526229573,4.47759464896637e+21
2024-12-06,73073.0,54070.0,1.445003949554047e+20,200.0,0.887904568152395,0.47,144500.3949554047,4.6220950439217746e+21
2024-12-07,74500.0,53928.0,1.962312247324283e+20,355.0,0.9289052069425902,0.47,196231.2247324283,4.818326268654203e+21
2024-12-08,75214.0,54377.0,1.7006304786835676e+20,449.0,0.9256671018997004,0.48,170063.04786835675,4.988389316522559e+21
2024-12-09,81549.0,57042.0,1.8899129021844223e+20,5888.0,0.8909575400582027,0.5,188991.29021844224,5.177380606741001e+21
2024-12-10,81010.0,57739.0,2.0716536463383265e+20,1056.0,0.8834583210654844,0.5,207165.36463383265,5.384545971374834e+21
2024-12-11,82897.0,58929.0,2.0216265347355384e+20,1296.0,0.9246211542703932,0.52,202162.65347355383,5.586708624848388e+21
2024-12-12,81871.0,59137.0,1.9727894959960913e+20,534.0,0.9355564198386797,0.52,197278.94959960913,5.783987574447996e+21
2024-12-13,77648.0,59174.0,1.9702377998219775e+20,2491.0,0.9337039916179404,0.52,197023.77998219777,5.981011354430194e+21
2024-12-14,76938.0,60939.0,1.9568593381284024e+20,648.0,0.8980784062751276,0.53,195685.93381284023,6.176697288243034e+21
2024-12-15,78591.0,62442.0,2.067786561280768e+20,1817.0,0.9135197463245892,0.55,206778.6561280768,6.383475944371112e+21
2024-12-16,76790.0,61070.0,2.0604993665496344e+20,1676.0,0.9193220894056,0.53,206049.93665496344,6.589525881026075e+21
2024-12-17,76629.0,60929.0,1.6943999103581097e+20,2220.0,0.8697992745654779,0.53,169439.99103581096,6.758965872061885e+21
2024-12-18,75605.0,60610.0,4.9666445422676976e+19,2711.0,0.909272397294176,0.53,49666.445422676974,6.808632317484563e+21
2024-12-19,73315.0,59858.0,1.2049094793105116e+20,1685.0,0.9192255003508304,0.52,120490.94793105117,6.929123265415614e+21
2024-12-20,74055.0,60416.0,3.118292561955441e+20,1721.0,0.909030720338983,0.53,311829.25619554415,7.240952521611158e+21
2024-12-21,70496.0,58658.0,2.562566545382837e+20,367.0,0.9359337174809916,0.51,256256.6545382837,7.497209176149441e+21
2024-12-22,68668.0,59529.0,2.157232493610904e+20,1128.0,0.9198877857850796,0.52,215723.2493610904,7.712932425510532e+21
2024-12-23,63724.0,59114.0,1.9693435356886437e+20,1447.0,0.9119667083939508,0.52,196934.3535688644,7.909866779079396e+21
2024-12-24,63473.0,59271.0,2.310327995611544e+20,1205.0,0.923115857670699,0.52,231032.7995611544,8.14089957864055e+21
2024-12-25,62816.0,58623.0,2.5419538954303167e+20,775.0,0.9314262320249732,0.51,254195.3895430317,8.395094968183581e+21
2024-12-26,64378.0,59786.0,2.643497475132824e+20,1057.0,0.9186933395778276,0.52,264349.7475132824,8.659444715696863e+21
2024-12-27,74844.0,70456.0,2.6064223507909195e+20,3954.0,0.7877824457817645,0.62,260642.23507909192,8.920086950775955e+21
2024-12-28,68236.0,63419.0,2.101573298812284e+20,5671.0,0.8624071650451758,0.55,210157.3298812284,9.130244280657184e+21
2024-12-29,64929.0,60166.0,2.426693939817291e+20,1678.0,0.9093840374962604,0.53,242669.3939817291,9.372913674638912e+21
2024-12-30,79656.0,62886.0,2.2757012809532663e+20,2362.0,0.8818814998568839,0.55,227570.12809532665,9.600483802734238e+21
2024-12-31,80795.0,60417.0,2.0830228287256055e+20,1469.0,0.9226376682059684,0.53,208302.28287256055,9.808786085606798e+21
2025-01-01,84426.0,61338.0,2.3419571945247995e+20,2981.0,0.8992794026541459,0.41,234195.7194524799,1.0042981805059278e+22
2025-01-02,116712.0,76245.0,3.1308186954887895e+20,13351.0,0.7341333857957899,0.52,313081.869548879,1.0356063674608155e+22
2025-01-03,108607.0,76064.0,3.123388084011075e+20,10529.0,0.7551535549011359,0.51,312338.8084011075,1.0668402483009264e+22
2025-01-04,106055.0,73638.0,2.7541189927414347e+20,9961.0,0.7729297373638611,0.5,275411.89927414345,1.0943814382283408e+22
2025-01-05,89058.0,64439.0,2.338026087087099e+20,3882.0,0.8777603625133847,0.44,233802.60870870991,1.1177616990992117e+22
2025-01-06,88390.0,65574.0,2.4831709494773708e+20,3661.0,0.8634519779180773,0.44,248317.0949477371,1.1425934085939857e+22
2025-01-07,83972.0,63022.0,2.440678297279668e+20,2430.0,0.9007330773380724,0.43,244067.82972796683,1.1670001915667822e+22
2025-01-08,96703.0,64489.0,2.2954803465552364e+20,4542.0,0.8871435438601932,0.44,229548.03465552363,1.1899549950323345e+22
2025-01-09,91903.0,65881.0,2.499995566091759e+20,3572.0,0.8696741093790319,0.45,249999.55660917592,1.214954950693252e+22
2025-01-10,84365.0,65410.0,1.92619785348089e+20,3768.0,0.8873566732915457,0.44,192619.78534808895,1.234216929228061e+22
2025-01-11,81142.0,63142.0,2.0701928762870927e+20,3318.0,0.8529188179025055,0.43,207019.28762870925,1.254918857990932e+22
2025-01-12,80198.0,63377.0,1.8009404433880246e+20,1593.0,0.8511920728339935,0.43,180094.04433880246,1.2729282624248122e+22
2025-01-13,67560.0,58466.0,1.8978765096827883e+20,687.0,0.9196113980775152,0.4,189787.6509682788,1.2919070275216402e+22
2025-01-14,72957.0,61057.0,1.726935765259415e+20,366.0,0.8782285405440817,0.41,172693.57652594152,1.3091763851742344e+22
2025-01-15,62528.0,55130.0,1.83930507734849e+20,501.0,0.901523671322329,0.37,183930.507734849,1.3275694359477192e+22
2025-01-16,66129.0,59134.0,2.0057532346650188e+20,721.0,0.8333784286535665,0.4,200575.32346650187,1.3476269682943691e+22
2025-01-17,68353.0,60456.0,1.8316440742092875e+20,257.0,0.8781758634378721,0.41,183164.40742092876,1.3659434090364622e+22
