date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-compound_finance,forecasted_TVL_opchain-compound_finance,forecasted_TVL-compound_v1_protocol,forecasted_TVL_opchain-compound_v1_protocol,forecasted_TVL-compound_v2_protocol,forecasted_TVL_opchain-compound_v2_protocol
2024-11-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.20850929454644934,942477992.4865752,2275273935.2577147,1966336.2541354725,3986943.5487945927,350668712.5855884,810408451.0608841
2024-11-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.1810052806929261,997567842.8645881,2246101558.433021,2024886.746415001,3885847.640024045,293209308.83044624,755349682.203118
2024-11-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.34001183944390745,915771254.907315,2115652600.053217,1967729.4907299401,4556316.6923495345,323513364.35558707,774142769.6020014
2024-11-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.27225220201676725,981332844.4818022,2290503553.7957435,1981378.1252589682,4333824.8047675295,320041466.45792186,784650954.1246625
2024-11-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2829960305141444,973952172.6796215,2121184955.3915606,2062589.8427929096,3829643.0499849576,289128692.38414246,790209803.5106632
2024-11-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.24345168381627458,1001522029.4415611,2204365743.074428,1860485.1094953888,4314166.1687237695,319572587.6233975,707970313.9144807
2024-11-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.19666203667983026,948902980.9997008,2385583693.8773346,1942118.2325449514,4200523.352618225,290867560.79138875,840429697.6661142
2024-11-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3368179844466743,983618209.9165658,2496652721.2806096,2028558.489767056,4583986.896684854,291547759.29670435,878788539.0902491
2024-11-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3000837606195752,883288252.6494598,2258231199.8489037,2010715.3558884303,4511589.659712617,310279064.411665,838280248.407129
2024-12-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.28285287945101306,985276130.7112002,2689219717.0481653,2068439.5505405236,4989200.141194223,281629909.21100664,1031045065.0866989
2024-12-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3585681027919361,992438763.7574837,2430142033.2443495,2114177.1152621317,5305176.879455485,302957825.795144,944172089.1401472
2024-12-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.24295201448939022,960057844.9300985,2552066050.737121,1981814.687133788,4701512.436125743,311716737.0356296,890552346.580035
2024-12-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23558042562191386,1015090167.3949559,2447532455.2527122,2129504.310258118,5158196.880376424,301766033.9545178,944491616.2868752
2024-12-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3094974240946976,958777737.9499115,2443535992.256263,2140915.0574694695,4634783.544300325,267599723.99388486,942248163.6110873
2024-12-06 00:00:00,0.0,0.0,0.0,0.0,0.0,0.24591325947142523,1021557260.7716331,2256608110.2034373,2075561.4807423004,4828772.058658852,287620183.7299659,941842315.5749471
2024-12-07 00:00:00,0.0,0.0,0.0,0.0,0.0,0.24402745724121647,981414045.3121367,2612653978.4332705,2027081.9052762464,5333214.879231733,248070921.42023608,1050429885.5611825
2024-12-08 00:00:00,0.0,0.0,0.0,0.0,0.0,0.13816819676688255,998658782.2688029,2615710236.342739,2101711.9544441355,5111093.297993381,284398632.04664814,933073165.1565396
2024-12-09 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2085642728097405,995436041.5549467,2717643444.5433507,1900057.2361524252,5243462.152271782,265240749.38302654,1065368907.2222774
2024-12-10 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2737697693373131,928058017.0846996,2278460309.5667934,2054570.339279309,4354946.183487385,249113061.95601794,929520866.9249914
2024-12-11 00:00:00,0.0,0.0,0.0,0.0,0.0,0.207642087812063,997266826.3908534,2232782592.0699525,2124098.107719001,4502950.751532694,261407886.25171563,895525007.5160341
2024-12-12 00:00:00,0.0,0.0,0.0,0.0,0.0,0.22017259377722181,975660452.6406314,2543797079.728416,2143165.6865119343,4771099.294885896,245437017.84583306,909658757.7338246
2024-12-13 00:00:00,0.0,0.0,0.0,0.0,0.0,0.28232897701943677,861144245.4702088,2481105754.831376,2060937.6469879819,4699571.622581095,244298886.08223963,965610666.761897
2024-12-14 00:00:00,0.0,0.0,0.0,0.0,0.0,0.23300560222261216,908953601.6652985,2427946423.4861093,2142247.2300015707,5041404.89849525,272345118.7131596,863905041.0173044
2024-12-15 00:00:00,0.0,0.0,0.0,0.0,0.0,0.29602194487057787,848447506.0447663,2434123356.4922657,2088200.155431826,4639616.599169402,255442362.42258072,980491811.4264685
2024-12-16 00:00:00,0.0,0.0,0.0,0.0,0.0,0.29449177894935563,877382365.5129197,2435878711.5637407,2166127.8547397926,4876657.871391744,268526309.79089314,918527386.6783661
2024-12-17 00:00:00,0.0,0.0,0.0,0.0,0.0,0.3559473749647529,829291539.3330312,2608063906.3456883,1982774.5744632562,4615609.863645507,264910298.39026612,874990882.8534541
2024-12-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2703072074340972,875099045.8850025,2415886963.4217353,2062664.7152975493,4738780.458084877,257834620.50671595,950103233.7855357
2024-12-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2026700343321038,836627299.3020482,2194556417.3258376,2149738.077691256,4558483.421341252,269959388.2639042,925687196.6964111
2024-12-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.11250383536864396,752343505.7684792,2078093865.2089992,1938131.539650668,4037743.8142692884,264741991.4039219,774732292.8289952
2024-12-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.21804226561669846,805472946.8946824,2123730593.893315,1877628.327842545,4117482.9698136793,245473448.46897727,791610301.6048762
2024-12-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.16313469793636087,782401534.5856622,1947691738.635188,1958733.71826943,4065643.6193449153,244160504.4991318,753414915.2336457
2024-12-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.10632716072169146,691175506.4718472,2190589320.870483,2097844.3538906015,4174165.049139357,258265263.47249427,739493185.394043
2024-12-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.292999625566131,770142870.5916328,2098978539.7550006,1984235.3460852103,3811665.1612710077,236543491.69163054,797223864.6358446
2024-12-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.2671891270927703,651931285.124669,2125374178.2644846,2056992.588589103,4039424.2258578273,253053082.0185338,779249643.5221434
