transaction_date,address,cnt,total_transferred,total_transferred_in_tokens,net_transferred,net_transferred_in_tokens
2024-08-01,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,36.0,3.6000000000000004e-14
2024-08-02,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,2,2.0,2e-15,38.0,3.8e-14
2024-08-05,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,39.0,3.9000000000000004e-14
2024-08-06,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,40.0,4.0000000000000006e-14
2024-08-07,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,41.0,4.1e-14
2024-08-08,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,42.0,4.2000000000000004e-14
2024-08-09,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,43.0,4.3000000000000006e-14
2024-08-10,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,44.0,4.4e-14
2024-08-12,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,2,2.0,2e-15,46.0,4.6000000000000006e-14
2024-08-13,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,47.0,4.7e-14
2024-08-14,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,48.0,4.8000000000000004e-14
2024-08-15,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,49.0,4.9000000000000006e-14
2024-08-16,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,50.0,5e-14
2024-08-19,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,51.0,5.1000000000000004e-14
2024-08-20,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,52.0,5.2000000000000006e-14
2024-08-21,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,53.0,5.3e-14
2024-08-22,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,54.0,5.4000000000000003e-14
2024-08-23,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,55.0,5.5000000000000005e-14
2024-08-27,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,56.0,5.6e-14
2024-08-28,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,57.0,5.700000000000001e-14
2024-08-29,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,58.0,5.8e-14
2024-08-30,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,59.0,5.9e-14
2024-09-02,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,60.0,6.000000000000001e-14
2024-09-03,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,61.0,6.1e-14
2024-09-04,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,62.0,6.2e-14
2024-09-05,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,63.0,6.300000000000001e-14
2024-09-06,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,64.0,6.4e-14
2024-09-09,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,65.0,6.5e-14
2024-09-10,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,66.0,6.600000000000001e-14
2024-09-11,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,67.0,6.7e-14
2024-09-12,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,68.0,6.8e-14
2024-09-13,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,69.0,6.900000000000001e-14
2024-09-16,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,70.0,7e-14
2024-09-17,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,71.0,7.1e-14
2024-09-18,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,72.0,7.200000000000001e-14
2024-10-28,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,4,494.0,4.94e-13,566.0,5.66e-13
2024-12-23,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,1,1.0,1e-15,567.0,5.67e-13
2024-12-24,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,2,2.0,2e-15,569.0,5.69e-13
2024-12-25,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,7,7.0,7e-15,576.0,5.76e-13
2024-12-26,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,5,5.0,5e-15,581.0,5.81e-13
2024-12-27,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,10,10.0,1e-14,591.0,5.91e-13
2024-12-28,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,5,5.0,5e-15,596.0,5.96e-13
2024-12-29,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,3,3.0,3e-15,599.0,5.99e-13
2025-01-17,0xff1a0f4744e8582df1ae09d5611b887b6a12925c,7,10.0,1e-14,609.0,6.09e-13
