transaction_date,transaction_cnt,active_users,total_transferred,gas_fee,unique_users,retained_percent,daa_to_maa_ratio,cum_transferred
2024-10-05,25092.0,13449.0,1.3071218934374744e+19,0.08775459269716723,3121.0,0.7761915384043423,0.22,1.3071218934374744e+19
2024-10-06,24885.0,13534.0,8.902647908427648e+18,0.10313855737515622,1519.0,0.8209694103738732,0.22,2.1973866842802393e+19
2024-10-07,29472.0,15810.0,4.2047776660399724e+18,0.09815839757645316,1369.0,0.7851359898798229,0.26,2.6178644508842365e+19
2024-10-08,30621.0,15970.0,4.014334062215298e+18,0.10628934055726304,1993.0,0.8315591734502191,0.26,3.0192978571057664e+19
2024-10-09,82974.0,42386.0,4.078887702796254e+18,0.10586325786103605,26216.0,0.33487472278582553,0.7,3.427186627385392e+19
2024-10-10,59478.0,43331.0,6.879292890600405e+18,0.12397987859063034,770.0,0.9352888232443285,0.71,4.115115916445432e+19
2024-10-11,54793.0,40793.0,2.3718344086544696e+18,0.13905429980004808,658.0,0.951854484838085,0.67,4.352299357310879e+19
2024-10-12,63642.0,31926.0,1.4309049706645944e+19,0.1637844085685103,482.0,0.9483493077742279,0.53,5.783204327975474e+19
2024-10-13,46629.0,35896.0,5.298086565640448e+18,0.19720671056367844,740.0,0.8739692444840651,0.59,6.3130129845395186e+19
2024-10-14,52021.0,38012.0,1.3408695904189526e+19,0.20695659720690512,2087.0,0.9125802378196359,0.63,7.65388257495847e+19
2024-10-15,60548.0,39587.0,1.8048142202686136e+19,0.23718103518021866,7695.0,0.9293202313890924,0.65,9.458696795227085e+19
2024-10-16,63604.0,44478.0,1.4043844482394765e+19,0.19321376986280664,420.0,0.8507127119025136,0.73,1.0863081243466562e+20
2024-10-17,65110.0,45261.0,3.0812387004464783e+18,0.22192720968873522,353.0,0.937937738892203,0.74,1.117120511351121e+20
2024-10-18,62448.0,42713.0,4.6076326291652024e+18,0.2132413041497131,432.0,0.9286399925081357,0.7,1.163196837642773e+20
2024-10-19,60121.0,39908.0,3.475172448422811e+18,0.19108297088984913,467.0,0.8709281347098327,0.66,1.197948562127001e+20
2024-10-20,49066.0,31182.0,2.9565018081261665e+18,0.17848509323069037,460.0,0.9205631454044,0.51,1.2275135802082627e+20
2024-10-21,93599.0,46679.0,2.1082885836042097e+18,0.22507376805024476,1796.0,0.6265344159043681,0.77,1.2485964660443048e+20
2024-10-22,69646.0,46971.0,8.490625239498073e+18,0.24586312599733498,2378.0,0.9124779119030891,0.77,1.3335027184392856e+20
2024-10-23,57383.0,41776.0,9.639183057806395e+18,0.18197930128818396,217.0,0.9394389122941402,0.69,1.4298945490173495e+20
2024-10-24,68371.0,47310.0,7.539674166938442e+18,0.17685979432226875,314.0,0.8323187486789262,0.78,1.505291290686734e+20
2024-10-25,66015.0,46014.0,9.570829686597593e+18,0.15887933410092464,223.0,0.9315860390315991,0.76,1.60099958755271e+20
2024-10-26,66687.0,46414.0,1.0037574769310142e+19,0.14407983139192365,169.0,0.9372172189425604,0.76,1.7013753352458112e+20
