date,token,value,readable_date,protocol
1702944000,WETH,2574675.77524,2023-12-19 00:00:00,renzo_protocol
1703030400,WETH,2973179.82068,2023-12-20 00:00:00,renzo_protocol
1703116800,WETH,3216457.59326,2023-12-21 00:00:00,renzo_protocol
1703203200,WETH,3560285.88311,2023-12-22 00:00:00,renzo_protocol
1703289600,WETH,3809761.2009,2023-12-23 00:00:00,renzo_protocol
1703376000,WETH,3966386.81914,2023-12-24 00:00:00,renzo_protocol
1703462400,WETH,4711421.77583,2023-12-25 00:00:00,renzo_protocol
1703548800,WETH,7012238.71299,2023-12-26 00:00:00,renzo_protocol
1703635200,WETH,7446262.9313,2023-12-27 00:00:00,renzo_protocol
1703721600,WETH,8331725.39306,2023-12-28 00:00:00,renzo_protocol
1703808000,WETH,9812360.32194,2023-12-29 00:00:00,renzo_protocol
1703894400,WETH,9801613.42052,2023-12-30 00:00:00,renzo_protocol
1703980800,WETH,9881856.44561,2023-12-31 00:00:00,renzo_protocol
1704067200,WETH,9871741.39324,2024-01-01 00:00:00,renzo_protocol
1704153600,WETH,10544755.71324,2024-01-02 00:00:00,renzo_protocol
1704240000,WETH,12298361.47423,2024-01-03 00:00:00,renzo_protocol
1704326400,WETH,11686075.9554,2024-01-04 00:00:00,renzo_protocol
1704412800,WETH,15275418.37589,2024-01-05 00:00:00,renzo_protocol
1704499200,WETH,17729928.7051,2024-01-06 00:00:00,renzo_protocol
1704585600,WETH,18723364.12518,2024-01-07 00:00:00,renzo_protocol
1704672000,WETH,19098606.80243,2024-01-08 00:00:00,renzo_protocol
1704758400,WETH,22373685.42192,2024-01-09 00:00:00,renzo_protocol
1704844800,WETH,24157310.89804,2024-01-10 00:00:00,renzo_protocol
1704931200,WETH,28303341.72193,2024-01-11 00:00:00,renzo_protocol
1705017600,WETH,30979107.92269,2024-01-12 00:00:00,renzo_protocol
1705104000,WETH,31816469.30134,2024-01-13 00:00:00,renzo_protocol
1705190400,WETH,33244601.90748,2024-01-14 00:00:00,renzo_protocol
1705276800,WETH,34270919.04972,2024-01-15 00:00:00,renzo_protocol
1705363200,WETH,37154380.93854,2024-01-16 00:00:00,renzo_protocol
1705449600,WETH,77303431.43717,2024-01-17 00:00:00,renzo_protocol
1705536000,WETH,85507432.18771,2024-01-18 00:00:00,renzo_protocol
1705622400,WETH,96073686.54454,2024-01-19 00:00:00,renzo_protocol
1705708800,WETH,101432719.01702,2024-01-20 00:00:00,renzo_protocol
1705795200,WETH,103962302.74915,2024-01-21 00:00:00,renzo_protocol
1705881600,WETH,125400400.3955,2024-01-22 00:00:00,renzo_protocol
1705968000,WETH,120220477.69415,2024-01-23 00:00:00,renzo_protocol
1706054400,WETH,118414589.67607,2024-01-24 00:00:00,renzo_protocol
1706140800,WETH,121487881.29161,2024-01-25 00:00:00,renzo_protocol
1706227200,WETH,123948564.57204,2024-01-26 00:00:00,renzo_protocol
1706313600,WETH,135913677.63516,2024-01-27 00:00:00,renzo_protocol
1706400000,WETH,139179430.16176,2024-01-28 00:00:00,renzo_protocol
1706486400,WETH,145180043.12597,2024-01-29 00:00:00,renzo_protocol
1706572800,WETH,153892886.81559,2024-01-30 00:00:00,renzo_protocol
1706659200,WETH,159947285.32193,2024-01-31 00:00:00,renzo_protocol
1706745600,WETH,164432157.11849,2024-02-01 00:00:00,renzo_protocol
1706832000,WETH,169861038.39098,2024-02-02 00:00:00,renzo_protocol
1706918400,WETH,176257084.57708,2024-02-03 00:00:00,renzo_protocol
1707004800,WETH,178726989.94224,2024-02-04 00:00:00,renzo_protocol
1707091200,WETH,184764116.14111,2024-02-05 00:00:00,renzo_protocol
1707177600,WETH,201841088.48586,2024-02-06 00:00:00,renzo_protocol
1707264000,WETH,220020001.36083,2024-02-07 00:00:00,renzo_protocol
1707350400,WETH,241584736.14475,2024-02-08 00:00:00,renzo_protocol
1707436800,WETH,249831681.98039,2024-02-09 00:00:00,renzo_protocol
1707523200,WETH,260633548.26076,2024-02-10 00:00:00,renzo_protocol
1707609600,WETH,263543812.0763,2024-02-11 00:00:00,renzo_protocol
1707696000,WETH,268479397.42772,2024-02-12 00:00:00,renzo_protocol
1707782400,WETH,291541925.65199,2024-02-13 00:00:00,renzo_protocol
1707868800,WETH,294995637.4642,2024-02-14 00:00:00,renzo_protocol
1707955200,WETH,319481154.82971,2024-02-15 00:00:00,renzo_protocol
1708041600,WETH,324175953.02644,2024-02-16 00:00:00,renzo_protocol
1708128000,WETH,323406544.4302,2024-02-17 00:00:00,renzo_protocol
1708214400,WETH,322481859.05522,2024-02-18 00:00:00,renzo_protocol
1708300800,WETH,339053352.12309,2024-02-19 00:00:00,renzo_protocol
1708387200,WETH,357524726.08852,2024-02-20 00:00:00,renzo_protocol
1708473600,WETH,370724629.55245,2024-02-21 00:00:00,renzo_protocol
1708560000,WETH,367168117.9172,2024-02-22 00:00:00,renzo_protocol
1708646400,WETH,392172801.88806,2024-02-23 00:00:00,renzo_protocol
1708732800,WETH,419321966.05028,2024-02-24 00:00:00,renzo_protocol
1708819200,WETH,452939081.48255,2024-02-25 00:00:00,renzo_protocol
1708905600,WETH,498662185.0768,2024-02-26 00:00:00,renzo_protocol
1708992000,WETH,557775588.61273,2024-02-27 00:00:00,renzo_protocol
1709078400,WETH,614247704.23595,2024-02-28 00:00:00,renzo_protocol
1709164800,WETH,652700321.50433,2024-02-29 00:00:00,renzo_protocol
1709251200,WETH,661631514.04083,2024-03-01 00:00:00,renzo_protocol
1709337600,WETH,699505695.14731,2024-03-02 00:00:00,renzo_protocol
1709424000,WETH,713487736.36702,2024-03-03 00:00:00,renzo_protocol
1709510400,WETH,737479120.02244,2024-03-04 00:00:00,renzo_protocol
1709596800,WETH,782551869.54485,2024-03-05 00:00:00,renzo_protocol
1709683200,WETH,774646773.17516,2024-03-06 00:00:00,renzo_protocol
1709769600,WETH,860234509.48176,2024-03-07 00:00:00,renzo_protocol
1709856000,WETH,869451593.39673,2024-03-08 00:00:00,renzo_protocol
1709942400,WETH,897452647.19981,2024-03-09 00:00:00,renzo_protocol
1710028800,WETH,914693932.47136,2024-03-10 00:00:00,renzo_protocol
1710115200,WETH,914643884.73266,2024-03-11 00:00:00,renzo_protocol
1710201600,WETH,968067175.50228,2024-03-12 00:00:00,renzo_protocol
1710288000,WETH,957694672.4839,2024-03-13 00:00:00,renzo_protocol
1710374400,WETH,983100919.05921,2024-03-14 00:00:00,renzo_protocol
1710460800,WETH,1015744920.3246,2024-03-15 00:00:00,renzo_protocol
1710547200,EZETH,1000272696.50976,2024-03-16 00:00:00,renzo_protocol
1710633600,EZETH,960982604.37349,2024-03-17 00:00:00,renzo_protocol
1710720000,EZETH,1014161478.00709,2024-03-18 00:00:00,renzo_protocol
1710806400,EZETH,1040891903.50083,2024-03-19 00:00:00,renzo_protocol
1710892800,EZETH,1013293591.0457,2024-03-20 00:00:00,renzo_protocol
1710979200,EZETH,1210623371.22141,2024-03-21 00:00:00,renzo_protocol
1711065600,EZETH,1285821364.23026,2024-03-22 00:00:00,renzo_protocol
1711152000,EZETH,1277305900.45422,2024-03-23 00:00:00,renzo_protocol
1711238400,EZETH,1345778797.49764,2024-03-24 00:00:00,renzo_protocol
1711324800,EZETH,1426293866.07962,2024-03-25 00:00:00,renzo_protocol
1711411200,EZETH,1556715850.22202,2024-03-26 00:00:00,renzo_protocol
1711497600,EZETH,1721005887.73677,2024-03-27 00:00:00,renzo_protocol
1711584000,EZETH,1799298827.13639,2024-03-28 00:00:00,renzo_protocol
1711670400,EZETH,1898977538.40359,2024-03-29 00:00:00,renzo_protocol
1711756800,EZETH,1951524614.53311,2024-03-30 00:00:00,renzo_protocol
1711843200,EZETH,2082898533.07676,2024-03-31 00:00:00,renzo_protocol
1711929600,EZETH,2248689056.34906,2024-04-01 00:00:00,renzo_protocol
1712016000,EZETH,2234774106.71756,2024-04-02 00:00:00,renzo_protocol
1712102400,EZETH,2202151026.39008,2024-04-03 00:00:00,renzo_protocol
1712188800,EZETH,2322515595.6709,2024-04-04 00:00:00,renzo_protocol
1712275200,EZETH,2387886311.2585,2024-04-05 00:00:00,renzo_protocol
1712361600,EZETH,2461067230.23158,2024-04-06 00:00:00,renzo_protocol
1712448000,EZETH,2521002673.2726,2024-04-07 00:00:00,renzo_protocol
1712534400,EZETH,2651882815.73655,2024-04-08 00:00:00,renzo_protocol
1712620800,EZETH,3001217640.57477,2024-04-09 00:00:00,renzo_protocol
1712707200,EZETH,2960539724.95086,2024-04-10 00:00:00,renzo_protocol
1712793600,EZETH,3053365987.80636,2024-04-11 00:00:00,renzo_protocol
1712880000,EZETH,3149509833.03549,2024-04-12 00:00:00,renzo_protocol
1712966400,EZETH,2949420942.3004,2024-04-13 00:00:00,renzo_protocol
1713052800,EZETH,2666003007.68774,2024-04-14 00:00:00,renzo_protocol
1713139200,EZETH,2933980258.07707,2024-04-15 00:00:00,renzo_protocol
1713225600,EZETH,2969972216.81486,2024-04-16 00:00:00,renzo_protocol
1713312000,EZETH,3015964217.86445,2024-04-17 00:00:00,renzo_protocol
1713398400,EZETH,2976018659.5205,2024-04-18 00:00:00,renzo_protocol
