date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Gas Fees,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-renzo_protocol,forecasted_TVL_opchain-renzo_protocol
2024-11-14 00:00:00,783.210427244954,668.0842851752592,395.90433740982087,0.0006082670159699004,0.0,0.0,1674351307.811821,1514185332.6231654
2024-11-15 00:00:00,740.5705368267226,896.8100449702943,350.4609562857326,0.0004355119143474177,0.0,0.0,1624632029.9758425,1421991421.393637
2024-11-16 00:00:00,542.099260274235,469.3710704015353,226.69749901516607,0.0003700392259137514,0.0,0.0,1361803168.4133565,1535196350.5618825
2024-11-17 00:00:00,887.0137807243909,739.897256521406,234.3783301870156,0.0005144422298404764,0.0,0.0,1304371307.6607835,1395579651.3697467
2024-11-18 00:00:00,676.3189266648136,520.0434992720667,276.4044591001837,0.0006477846879794304,0.0,0.0,1248618582.588552,1284447476.6938252
2024-11-19 00:00:00,897.4834664793422,524.2862399606767,267.62244940146036,0.0008178709186794912,0.0,0.0,1347347121.6456845,1475751149.6294694
2024-11-20 00:00:00,1094.637430163672,648.339784147445,327.4217793222368,0.0005049636238757962,0.0,0.0,1489879416.2087624,1432929242.8731441
2024-11-21 00:00:00,643.9377739518727,490.14006918122357,226.41109987017404,0.0006145492575120839,0.0,0.0,1497043853.2018573,1384504933.798315
2024-11-22 00:00:00,746.9873971391684,536.9540365740656,311.4836740191947,0.00042585980942523794,0.0,0.0,1455430348.8174634,1635432994.000994
2024-11-23 00:00:00,953.8215212322444,585.73119320665,376.2254400070113,0.0007639061392186683,0.0,0.0,1395689285.3768122,1691207378.2674973
2024-11-24 00:00:00,784.9021032769281,326.65666870059687,534.7880670065463,0.0004606770243345433,0.0,0.0,1277905438.311805,1702616797.5913577
2024-11-25 00:00:00,240.1755249027678,675.8089576918732,371.42436961592364,0.00043368731002790795,0.0,0.0,1554977858.2137914,1615259364.5693946
2024-11-26 00:00:00,538.001112334133,514.4972916877554,265.34959480662764,0.0005754945428293638,0.0,0.0,1553950772.3442369,1719082924.4980218
2024-11-27 00:00:00,858.7576974294061,777.3977534762707,291.92314557807146,0.00036765305643026775,0.0,0.0,1715692149.4193795,1532951940.590298
2024-11-28 00:00:00,580.3495554449369,670.0662058618063,279.18624303646845,0.00035821517559169797,0.0,0.0,1706664679.2407575,1931894465.5190625
2024-11-29 00:00:00,481.72581241437507,319.8751024149418,336.9245985543534,0.0005897746376399607,0.0,0.0,1636918377.245251,1960149985.4037597
2024-11-30 00:00:00,812.8986913704478,896.0732733518353,348.63235605332187,0.0004949439585127432,0.0,0.0,1672063546.6862497,2133193508.6336963
2024-12-01 00:00:00,612.6944821983927,437.2682059469998,344.99595560956124,0.0007004132184728009,0.0,0.0,1429460963.686028,2392414613.462337
2024-12-02 00:00:00,403.3191495634522,450.43203119251433,210.855224261149,0.0004070651902839101,0.0,0.0,1464326889.55707,2327161901.6809063
2024-12-03 00:00:00,483.9188670943306,525.4033916316962,270.94745317548416,0.00039421259859402966,0.0,0.0,1361319796.3981853,2187972100.807136
2024-12-04 00:00:00,1148.8597439951195,475.3260457596866,286.5128782168531,0.00047549073308307126,0.0,0.0,1366633335.9378614,2141843823.6460903
