address,op_reward
0xa033077b15872845caa3c7ca65ffa4caf60378be,526.246371451
0x036dc116ada5ca506ea321304209d7cfe0cdbc6f,525.785706416
0xa281d04817d7ec567371de34dad2614694fa168c,524.85110586
0x6160f36682f2d9123034f1e6f1dc31f3d0e05461,523.470942662
0x6ab2b360e96554516532a1771295da4cd49c62e0,518.210023452
0x653165c75feb8917e0675a158dcf17cebdd92cce,516.290737602
0xd26cc622697e8f6e580645094d62742eec9bd4fc,515.051514419
0x904a1b2da69532d25b2a84d75184777656930e85,512.921242393
0x09dbba94aeaede8e6601b18bd8603d1a98f2fcdb,512.896784023
0xa6f2c1c99051a6e4c0744121a5b4de8c9ab24120,511.34287435
0xccf9774f0ca691806403adff8dc43ceb6d82ca6e,501.616847693
0xe606dfb65f9c14f4e440f130bcf51975f6ba188d,493.698034402
0xe7321e55c1c55dcec3859e7713c3e89bdec52e0c,490.471092204
0xf3d6d6c7091c1b467c2bcffdeb6b389c179c30ea,489.488655141
0x5aeae0393885e0737d78a172300d17c9f6b6c474,486.048811199
0xf695faf9245f61cc153f262dbb59340430ac83b0,485.83228357
0xf600b0de355cf7e0ba476c1102df4199e31a38e6,485.277128069
0xbe00c18980f4db9b3a373bddf254a1cbd2468982,484.313736391
0x3beec91c4a8a2e2613fb575d5c0ab0d7d16b625c,480.492103713
0x44f26066d17f54cf0df73b96737bfc2d57e671f3,480.442555155
0x21b61c008a9e7ba00ff27ed2133c3b46ca97ede1,480.190200255
0xc1f0c90f552344e81e2a74c4e04723be628e000a,471.228486525
0xa61b4df1ad4ac5f6e1d963b66cab43e2960487b5,467.577535326
0x51c4b2f32887ac2e7a83aba624cca23226b8ccc5,465.364133262
0xee9b3e3e5e091b648ccd61173bf501bf7e615483,464.30016786
0x992889dae27e3e23e7fa2a46a8250ef0048c2869,461.505955095
0xaf25aa29ccb335c8667e1708d41e931688ea81e0,461.358648152
0xf36d7786be5664c341dad69a3f6528ca3dd6a11a,458.773578989
0x095be3cb11675d6d5acc09556c9b3bc572f76a7f,456.705196593
0x7c60f14cf5fe64d1ffe3f1fee406158c975888f7,453.488289572
0xabbc3902700120368ba5043a1ea738b0cf7762a3,453.234901064
0xfec5134d45c6840d65a45e5c2744952f6bcbf0d8,451.301850748
0xec09b6141770f73009360a76b52f08ec42e21081,442.941308491
0x30ff60f6267fc61ccccf171a278578ad010baddf,440.418517712
0xa80e3a6b62893b855541dc5a2979e381718d72ed,437.940490573
0xcc3dee14ece0487978fff561bfb1c93851c92c56,436.459212609
0xbcc667494c6f1d6551811d331d605393fc69eaca,436.168092078
0x7dbb519935af63ae3f5ccbd048fa06da92cee885,434.938155381
0xe89f71e91dafec474ae97b8baa53029b30a5e9ec,434.306446388
0x396f3f25b0cdb5860c93b2646ad1a75b971a4c7b,432.197256283
0x09af7ea6e015965643672cd9d202f498ca4806b3,429.077484334
0xbc3d5e1e22fe56ae0a6c0777d8b569dfec92a979,426.729432983
0x84817254031e40aa1ee5c0b144118ef9a029ceac,426.453549214
0xd94729ff28eb77c8687433372e275fff413fd598,424.579144605
0x1eed665704bb454c62f92d2114d3a57f8749da66,423.208819948
0xbf904bb5d75c6c22934424eda89931056d846d28,422.584275312
0x12e4fc3b409104487b205ff289c4fbc9f07e9eed,422.53523871
0x3abbb155f20e8845ba8ff03412dcc40da73b2b4f,422.167885598
0x81cbd5707a3ddbcc7fa270e8323bbe58da26338c,420.166782152
0xed217503f6d6647fe9622f4656daa6ca5a0b4410,414.114049447
0xa7a85623db428c9bdf92e0c9269d4f5b5fca78a8,400.831570832
0xb55acc12684d11c757a9e790ae3bb564ff8966a5,397.490224405
0xbcf633e185089f46badc4920a7f368252b31da2c,397.378700567
0xa853c80c40b07da79af72499b2485b6db0825e17,392.578159391
0x3836237aa9ce23a3a98dd4b141b82f5ab2e53a5f,389.469387433
0x6e6cb150ed9cdd8cbe4193b7a0972cafb306057c,387.278447189
0xfa4818bd50a4efe7e4aef3ab9e3d28d02277fa5f,384.15778781
0x7f9455786e03104d5f21d5a8171f89c55bd5717c,384.123226024
0x5c79d2c443d91bffcf802596d22757cf65f2255f,383.614273856
0x6e3a6d1576bdaae1cb922d817c4df2fef9c8fc14,381.138761167
0x018ab7e166e15b3c5a0a35729d5d1671c30a9ee4,381.111002351
0x71c04eb40a3398acb27a2df790abc02296d3f9d3,379.394601319
0xde86075308e4971441ba23f906cc352b549d4a2e,379.098456678
0x901a8f7c59141ffd1c51fa78243f4337ecd18b03,376.267187938
0xccaf4f9d277f22a1fd57107b8163631b18ea1129,375.247037462
0x925eafea2cc8eb6f747624f745db3ef0bf5a425f,371.785934092
0x481a06218fd177c2a48464d685d6e50ed0a808f3,368.320357896
0xbc5fb74d5192f19a7105c52ed887a86a88bf1399,367.066170001
0x6e7db89c3dbb78cc4c0552cc155abf78f9faaf23,361.82162563
0x078952961b789219014c809afee58650c4c032d3,360.390264271
0xe71c0831dfb44ab73970a8095325a0dc3271b31b,359.414785557
0x803b77dc8c2c8f46be1bdcf4b446336cda97e0cb,354.562866328
0x038fcd15d1b25dfada2067d1b79a9ff478e6c096,354.131509823
0x65d81794edae3becb810bc18d9b2ce1ac060af9f,350.400605205
0xb8d21023dfc681f24d927bb7bf35da98a9e0740b,347.930643046
0x53d8b1b02d0f3116c71f01f8dffc04d0395817b6,346.314911109
0x51aaa883e2e356921fee667086f14f34f9478632,344.501769256
0x4589ef3c2bed42e64d1e8530371920911615cb09,344.074432942
0x0a0a53003fa4d0ef1b94aa0c32a76ace2e20d555,341.394929387
0x1a044db7a16f0bda51b0328e30688cdc0977c2c4,339.628564204
0x616e5b1813aab5d205c52732c2fb1a6f4a4e87b3,338.099839095
0x96ad6be504d153a25d41a476d5202425e85135fb,337.017047493
0xe477b24601ff4e23b13eccd9ce80ea73ac8e9d71,335.737374807
0x6dfb6becdb190b12090c6d075f35f795f1ee0841,332.868655428
0x7ed57d345866dfb4bd1ea30299f41917afdff112,332.145433994
0x709e35e66c4500958366997fb771e3c7536e7adf,327.983629396
0x83dbffa6c37f2f8d911ce360e772d2b59bfdb525,326.965510314
0x081ace50109c19b91c59c1e48306657b03896898,325.771576457
0x8c86aa3f3e69c2f38eaaac1f1425340db7714ced,325.173602719
0x43d21aa7d4e8027e7a462e41838fc8d258f91f26,317.22215762
0x7a86a2a3bbd284595f39f7fc8ae3511b62330676,315.603946122
0xb928ba52f1b59eaeb33dcf17c47e7b35bfecf37e,314.86480878
0xdac99a15d5ebd482dd2ef6d428120a2616078321,314.030477513
0x9d4dbdb895c40a7a3008d8dfaaf70d380ce189c1,313.913530626
0x9faa49aec4da15b972215bebd61b72039157dfff,313.175233855
0x4bdb271c4810bc95c9d0d4b7737e56d021323eae,311.753940533
0xd40990121f2f9c42ee751cfff6bd516297cab685,310.563959086
0x7f537e6dc4ed2a3dcfc60dbc9466436025b55f72,310.348577309
0xc9e53ab81b610e5dfd0807c6b242df84a3601932,309.916055259
0x4809181f38799cd03ebf3bb0164739366a2e2ceb,305.411230024
0xaab126b79ef389b98307fcc5015c991e8f3a4333,305.242081946
0x575d038f4ee27cdaf9a4b2aae2cf3e4a3cce59f0,304.275393498
0x1f6e834b75d002f9d36fcde0a0967addb535c4f0,304.098657208
0x930bb3e6e9e0094e6adc587ce63fad5c3856e59f,302.985430824
0xf3fc86e3b16143bd29dead11a054819c3779ab6e,301.512908482
0x3f23aee55d4e1199e0eac20ca62325637b7cba4b,298.99005285
0x2657d1c443bb398f229772fe170ff83885c8e7bc,298.525872959
0xd0daf283c943a6d8d7addfd186bb15ac564b289e,297.819019559
0xab6fa7e20115bf392d0de7736055351e2340ca2d,297.609514137
0xb30fa2629eb80196efa99ce9c1f1f019cc6cb427,296.50743317
0xd246aefb6df1f7c2041016748ba30ed5e614590e,294.267463225
0x5d337d2c52ebeebf129a34a779c2a055381a18e1,294.135306696
0xa322c00b2347834f698cbeda6527b7cc86958b45,292.815288821
0x1f973be457d0febcd972c8400ab1c5b2c1e52f28,292.359422599
0x2a42124216693cc19458c2e08aea3bf8426fe14e,291.903036694
0xb867f8d6386b6fad035e707d202c4206a00e476e,291.601082117
0x5c7c3af12e6661a76015b791147ec3909cd8bec5,291.028996798
0x8a286c3162a1907d2a2aa4a2f774c38abb6bda7e,290.420072489
0xb06fb89f0c27385bfd8269267cbe20fe6e61cde2,289.491406028
0x87717e909768701b48312a45eb8dd9f75bf8cbf9,289.417545955
0x428519e2abf3897d4ef49367ed35bfe081ac7cbd,288.874975811
0xa0c488a45fa8b67f491e3d202ed910a118c29be7,288.768506103
0xd71442a7c6020566ffdf99c1137553bc7e3c86fb,288.637830467
0x1829650006bba0e774c4604b3f2f1265c17013e3,287.802317111
0xb24da6c06ae59e61d16f12f488c4fe70a42fbc84,287.382413673
0xbb8694519bc68b337663f0bdbe79847b49000b6b,286.864013743
0xe25b87a7c35e3cfcd390a45b1cddc8f6bf64e372,285.550917097
0xec45d591e36e0e51d21deb62bcb612dc361da7bc,285.449730469
0xbb43ba2277215ab170c7b08da4e2badc64417a69,285.239592342
0x50a51adca7d7fc6c077734faf56507689cfba438,284.918672078
0x9ec652154528cb076da2842b463b3263f3f1a003,284.66167544
0xd64cd1cfc6b0b9af3bc8bec55bd4bcb26dcf3f9e,284.452882376
0xd5f57fed508d1efa99a7a0d8169ebe0749ffaa2e,284.09337472
0x456b12a857946496b4e22cade0edb93b541931cf,284.040935297
0x7a27e12d09003bb7cabb09571ea549db6c25ca28,284.008177982
0x5692f1076db7535bb695d376793921ef614e8acc,283.923043641
0x413c070f35ee13cdd6178ef475e892d45cae7fbc,283.882182799
0x2f451d486333ea09d9b1785dd873f1b7619d47bc,283.830449106
0xcfb63a39a5080acc32338cbaa972ac3c72c0e286,283.816961786
0x499f12b5701b82128c4da1e2c01690ce940aac70,283.752996804
0xddd29437a0a9822e118796791c8067b35d2f4505,283.722744955
0xe4f5a1691e993b295c75cab17267685d2f5851d8,283.715483347
0x7de1883f688ba337e14f93136076f138a1850107,283.694884124
0xd70a0b9e5f1717d2bb09a4aacea03fe4630133e9,283.618205044
0x52a9aec2cf59cfc7b4d91af56c30aa2be67eb1b7,283.546206197
0xf279ebf88d44094f8820c049bd7b926539b07761,283.499792541
0xcaf186c1ec5e7de4308959f5b95d27c1f20486ef,282.80491876
0x49119d5159016647e25f2e83d63be9e9fdf4a446,282.751757255
0x722c2ca2ca29e3e7b02033867cf6cbe900344122,282.713963926
0xc6221028ea5f3017507afddcc3090fb46ef4a931,282.636482962
0xbc4661730fb3ec1c739aeb09d0eef7dcde46d442,282.399673957
0x8a324915c1ed5abe5140d155e675bf6298c7ecf8,282.379561621
0x495b8f8476a5ad62679e59d9788bf7566394beb2,282.287553494
0xe3a0a8375db8abafdd4f28548f72b4a28191995d,282.276501578
0x7cb98d2b8ed7ba7ab3dd87a332bab1f2cd9479e3,282.1706599
0xc2b2a37f3383dc9c4ce5a8b8d415cc8368b0f937,282.158980704
0xe5f56c9140634bba8acf48e598c25d6b45b6e378,282.05398761
0x643dfc6542186a47d029448ae0a7f2c6dae7f3f0,282.011309619
0xb07385e38d88e044298d2790ace199b142f72814,280.763701213
0xb0732cacb27011eb89ffa88afa6f8c4af1af65c9,280.608140106
0x900929c52da05454b0f84d3b2d658b8b0efaf3b5,280.580855253
0x86dfd7b49a4719ba710644af3baf48347f3b6be9,280.562664159
0xb3bc262c6756f18386e953342e031fcd676ff5fd,279.48825449
0x6c5addebc09618f9b027599aaae697c80cb29690,279.381351542
0x3bd34f82a71784ab0a3d4b6881acabe0cf0286fe,279.115516513
0xae02cbfe77c2a953e51df8cacb6e7d22f5693bd1,279.009419868
0xda31dfbddc9a2e8e3adb692aade85ad36bc1f04e,278.959972701
0x84820fbdb8164d9da2cd2d09075390e4f245ba4c,278.91990443
0xa8f330b805c0e5dd445a8d58c1153040135656dd,277.947266943
0x399a3341ef4997f64d5bcc340a107edc206c8e15,277.391178781
0x81d46cfff445a8bccff763b1dcfa0172c79b91c6,276.921768618
0xa0956db7700c3b8e41a2c11e63feeb437bba46a8,275.864083231
0xdc0dabc452634ac80036c90906d8e39116333526,275.393784137
0x7d6bcd81b72864044b7937be2b8b1525c21e6dae,275.14696737
0xe3cf030e0653a0ed0cb2edfdcc5215e15954b73b,274.891817572
0x4f748d81815b82d20b014eb8e25222b51b89e0c1,274.558565674
0xca73a65a20aad13305cf63542e27c22c67dc6ec7,273.625513322
0xcbaced4dafadc840e67dc6d3f3fde2b20977b97d,272.491505058
0xda5fd158913a840e6f88623cff22c2b3a360e9b7,272.327223034
0x6aefa3a04f37ac480e21de63e5f8a6610e112238,271.918110475
0xb7bcc37f3fb19adc71e95b150a9c07c437615fe8,271.157944351
0x7d1b001b69d64d782dd3a795f8a276c46a733995,271.044021832
0x3c90b7f850d42bee571bad4cee55e0a1193290a8,270.983000062
0xc5b797dde7fac09d39d28aa85fa016dbcdf8ba6f,270.690018792
0x17a5d8450c78c0929da86700dd14a30f203572f6,269.965631376
0xfd368d927579389ec727bce92a209cf82117d1aa,269.708731498
0x7b73d21d5c0bc55860f9fc06f0ef3eae1e300c86,269.551718674
0xc4f1d7bb2f7270e885a65bdc4cb78137df081c5b,269.368994031
0x8e6c6274eeac3200ff5ddab35c0c25c61773d6cf,268.81178392
0xa734439d26ce4dbf43ed7eb364ec409d949bb369,268.47035977
0x36ee608d3cab57967cc7967ed0e788cde458d593,268.085386208
0x2fcfcd26705acad289c8b2018ea68b51d9588c7d,268.020277153
0x65244caa1ca579b2de4ad99f4fd3c4842157e608,267.359767477
0xbfe0bafa5ebc62b2ad660440295b0e8aa50c8d31,266.72739357
0x081bcfcadda27875cc4992f3816d806a0b8b5706,265.860474066
0xdcd74275723aa46c2ed0ddc059a4742c32b4743c,263.197207787
0x78f8c43963ac962153501b1c30cb9ef421e8b92c,263.064578273
0xb56f1fbbba553e09ece02d63f75d5489529c58b4,262.188853089
0x2f7a19440a4f594577f71569b8550a4cf29c779c,261.466415221
0x0847b49dd47126214b41df7d5ae04a97af77343e,261.436543287
0x0b7da32db48c5540b370b69567b87c69ac0e9df2,260.05828658
0x226143e8dce233c4b18ff19dff17efda005260cf,259.395685955
0x5df06c52fa4e24856f57dc53bc2cbefe213d8a9a,259.230507092
0x4759911804a25b1ab570baa33587dcdb3206ef88,258.899911339
0x903ad951fef020640eaf08eb8326c3e36a365d39,257.940900214
0xf882d390eb7ad979110c71d937d4985d675bc115,257.693121533
0x4b129239c30b266aecc64925da12d46baaaadb3e,257.597604083
0xe737535e151f0fa8852c459c820cc11ea6ac8aef,255.303652913
0x62bee234b4066af4709dee5fd3ffced6782f5c0d,255.190660123
0xf942117feb26c693384ea95c0d843811a4ba6d62,254.490005373
0x00287a7f9d92e4dc66b511aafbbf59ce1c0010c3,252.63294005
0x7d4e9992f6c4f063c7598499fb7294616890f3ef,252.540894784
0x5b95742c7af21ace23b5d628cc695e3411c4e988,252.457275622
0xdcf3e1f859a1e171f61eeec9da1777470670cff3,251.325757858
0xc6ad2d5d2d7c3a91636133e0082bc9b0e74d30f9,250.712689721
0xcab6ac75d1db9f0d7cf0bc313c2f17c5348c9cbc,250.657055739
0x1eed3594e2b4f9adab7f4f1faeeeac630bee9b37,249.213114311
0x400969f35416cafb4905bb81663d22aba253b2a7,248.172422267
0x1bdec58b2e3a8a9b6ee8b85937f7bacb1c2d3b81,247.787573853
0x72f4e84a713634d9bf57bd710125ced595d32a30,243.631918412
0x4c3eb86507fa978e18e404406a9d1f0a018d2ada,243.193780804
0xb510cb80c986aa09dcbaf3248e8061ee9f87f198,243.108578372
0x34c0b252fc2e81b890c88b55000d8fb197ee18b7,238.783059716
0xe0b867c17317d1296ec92e43e045313db4b0f21d,238.703362653
0x677db55f8df7b73712741d53260e59b176480286,238.247620461
0x64195ccc92e0c4387c1b1c62608f14708bd42e5a,234.629266652
0x1254e1cb663be1e3c1ad26e6bf318d6c2cd25299,234.028439629
0xb1ce052ddf46b77215a87a1f67895faf780f7d81,232.743876379
0x6bc27ed0062cc82ffad91a9e60b89ddb5c552754,231.786531825
0x700a023f22c4a4fbfdeed3d00b951ef8ea932be1,230.416606392
0x12d19c598f10c6901bab1aee7601b17461c3e0bd,229.107049452
0x043e0d7f901edce72a96a3569b9e8b7f67fe5cfc,227.730162062
0x468d46b543214ae542a2409b0f64817db39e9c3f,227.55187366
0x28abdef34f90eb239bb30777e265b7bf12b291b3,227.434839453
