date,token,value,readable_date
1654128000,SETH,37.40144,2022-06-02
1654128000,FXS,6212.49718,2022-06-02
1654128000,THALES,98222.46746,2022-06-02
1654128000,FRAX,16386.0983,2022-06-02
1654128000,USDT,856.06692,2022-06-02
1654128000,WETH,7001298.77938,2022-06-02
1654128000,ALUSD,44.17621,2022-06-02
1654128000,DAI,2310910.9528,2022-06-02
1654128000,SUSD,1135316.71548,2022-06-02
1654128000,PERP,7.0792,2022-06-02
1654128000,LUSD,1867913.48188,2022-06-02
1654128000,USDC,15801699.6337,2022-06-02
1654128000,SNX,95196.08379,2022-06-02
1654128000,LYRA,140573.335,2022-06-02
1654128000,HND,8052.11691,2022-06-02
1654214400,FXS,6306.34155,2022-06-03
1654214400,SETH,37.86823,2022-06-03
1654214400,THALES,114978.8434,2022-06-03
1654214400,FRAX,16139.89307,2022-06-03
1654214400,USDT,3965.72206,2022-06-03
1654214400,WETH,7389112.47457,2022-06-03
1654214400,ALUSD,42.32692,2022-06-03
1654214400,DAI,2386395.86743,2022-06-03
1654214400,SUSD,1176439.28514,2022-06-03
1654214400,PERP,6.97029,2022-06-03
1654214400,LUSD,1889306.22788,2022-06-03
1654214400,USDC,17102544.60132,2022-06-03
1654214400,SNX,126737.32075,2022-06-03
1654214400,LYRA,239367.52106,2022-06-03
1654214400,HND,8160.73369,2022-06-03
1654300800,FXS,6090.4995,2022-06-04
1654300800,SETH,46.51168,2022-06-04
1654300800,THALES,147005.70655,2022-06-04
1654300800,FRAX,16302.33189,2022-06-04
1654300800,USDT,3880.17296,2022-06-04
1654300800,WETH,8001138.94613,2022-06-04
1654300800,ALUSD,38.21093,2022-06-04
1654300800,DAI,3690667.79316,2022-06-04
1654300800,BITANT,3.24639,2022-06-04
1654300800,UNI,95.55742,2022-06-04
1654300800,SUSD,1824751.58673,2022-06-04
1654300800,PERP,6.80692,2022-06-04
1654300800,LUSD,3051201.13763,2022-06-04
1654300800,LINK,6.84,2022-06-04
1654300800,USDC,21854149.39869,2022-06-04
1654300800,SNX,284828.56115,2022-06-04
1654300800,LYRA,305385.93543,2022-06-04
1654300800,HND,8535.93722,2022-06-04
1654387200,FXS,5742.5597,2022-06-05
1654387200,SETH,68.49767,2022-06-05
1654387200,THALES,133057.96444,2022-06-05
1654387200,FRAX,14292.15036,2022-06-05
1654387200,USDT,4433.16203,2022-06-05
1654387200,WETH,8125800.22886,2022-06-05
1654387200,ALUSD,37.51822,2022-06-05
1654387200,DAI,3774847.56034,2022-06-05
1654387200,BITANT,3.24639,2022-06-05
1654387200,UNI,98.54352,2022-06-05
1654387200,SUSD,1847832.2572,2022-06-05
1654387200,PERP,6.80692,2022-06-05
1654387200,SLINK,0.00667,2022-06-05
1654387200,LUSD,3047862.12019,2022-06-05
1654387200,LINK,7.42,2022-06-05
1654387200,USDC,21804354.73399,2022-06-05
1654387200,SNX,270284.74034,2022-06-05
1654387200,LYRA,258853.151,2022-06-05
1654387200,HND,7842.17072,2022-06-05
1654473600,FXS,5712.22928,2022-06-06
1654473600,SETH,56.97542,2022-06-06
1654473600,THALES,172134.19674,2022-06-06
1654473600,FRAX,13704.07054,2022-06-06
1654473600,USDT,4669.04304,2022-06-06
1654473600,WETH,8093506.82602,2022-06-06
1654473600,ALUSD,131.14498,2022-06-06
1654473600,DAI,3744949.98724,2022-06-06
1654473600,BITANT,3.35172,2022-06-06
1654473600,UNI,100.32213,2022-06-06
1654473600,SUSD,1919431.97317,2022-06-06
1654473600,PERP,10.03042,2022-06-06
1654473600,SLINK,0.00667,2022-06-06
1654473600,LUSD,4085458.86449,2022-06-06
1654473600,LINK,7.65,2022-06-06
1654473600,USDC,23455191.37668,2022-06-06
1654473600,SNX,264712.35104,2022-06-06
1654473600,LYRA,269534.05308,2022-06-06
1654473600,HND,7726.72135,2022-06-06
1654560000,SETH,59.94795,2022-06-07
1654560000,FXS,5932.58605,2022-06-07
1654560000,OP,4483144.10564,2022-06-07
1654560000,THALES,174784.57509,2022-06-07
1654560000,FRAX,14069.91811,2022-06-07
1654560000,USDT,4441.53055,2022-06-07
1654560000,WETH,8018292.93357,2022-06-07
1654560000,ALUSD,180.79367,2022-06-07
1654560000,DAI,3937719.03944,2022-06-07
1654560000,BITANT,3.35419,2022-06-07
1654560000,UNI,105.04318,2022-06-07
1654560000,SUSD,2136671.52846,2022-06-07
1654560000,PERP,67.50434,2022-06-07
1654560000,SLINK,0.00667,2022-06-07
1654560000,LUSD,4061749.13651,2022-06-07
1654560000,LINK,7.97,2022-06-07
1654560000,VELO,1864306.54166,2022-06-07
1654560000,USDC,23430550.4298,2022-06-07
1654560000,SNX,278196.56675,2022-06-07
1654560000,LYRA,306026.25201,2022-06-07
1654646400,SETH,54.67769,2022-06-08
1654646400,FXS,308.41957,2022-06-08
1654646400,OP,3887833.43435,2022-06-08
1654646400,THALES,178880.13055,2022-06-08
1654646400,FRAX,8488.89038,2022-06-08
1654646400,USDT,3552.49185,2022-06-08
1654646400,WETH,7071992.13418,2022-06-08
1654646400,ALUSD,396.47969,2022-06-08
1654646400,DAI,3998120.97679,2022-06-08
1654646400,BITANT,3.1803,2022-06-08
1654646400,UNI,103.4695,2022-06-08
1654646400,SUSD,2098902.89753,2022-06-08
1654646400,PERP,64.61954,2022-06-08
1654646400,SLINK,0.00891,2022-06-08
1654646400,LUSD,4062953.01531,2022-06-08
1654646400,LINK,4.9985,2022-06-08
1654646400,VELO,1399864.53634,2022-06-08
1654646400,USDC,21786830.88063,2022-06-08
1654646400,SNX,216335.93852,2022-06-08
1654646400,LYRA,277553.0422,2022-06-08
1654732800,DOLA,8158.71314,2022-06-09
1654732800,SETH,45.12867,2022-06-09
1654732800,FXS,6417.60272,2022-06-09
1654732800,OP,2218718.94862,2022-06-09
1654732800,THALES,131678.50795,2022-06-09
1654732800,FRAX,13184.26865,2022-06-09
1654732800,USDT,3405.19734,2022-06-09
1654732800,WETH,6260822.27818,2022-06-09
1654732800,ALUSD,2541.93968,2022-06-09
1654732800,DAI,3438977.65467,2022-06-09
1654732800,BITANT,3.1803,2022-06-09
1654732800,UNI,99.732,2022-06-09
1654732800,SUSD,1770338.06981,2022-06-09
1654732800,PERP,60.75391,2022-06-09
1654732800,SLINK,0.00867,2022-06-09
1654732800,LUSD,4075159.55795,2022-06-09
1654732800,LINK,4.98706,2022-06-09
1654732800,VELO,743083.78869,2022-06-09
1654732800,USDC,17032822.01389,2022-06-09
1654732800,SNX,191013.49804,2022-06-09
