date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL,forecasted_TVL_opchain
2024-09-01 00:00:00,0.1746954267499167,0.219691034833686,0.0,0.0,0.0,89557851.42084055,87552220.75460953
2024-09-02 00:00:00,0.1208956230629133,0.1458413025755549,0.0,0.0,0.0,86743732.95374414,84462705.98765613
2024-09-03 00:00:00,0.1499124326857608,0.201898765840376,0.0,0.0,0.0,83850027.46546845,82303774.22387338
2024-09-04 00:00:00,0.2498300037055933,0.1851395610779407,0.0097068344113886,0.0,0.0,84091226.57679273,84049439.34949055
2024-09-05 00:00:00,0.2093811980513578,0.1994055362122899,0.0093828304616597,0.0,0.0,86753204.40072572,90120646.4005711
2024-09-06 00:00:00,0.1999369295641654,0.127511751907287,0.0163174206260786,0.0,0.0,82950287.89201543,80005718.50198881
2024-09-07 00:00:00,0.1349930146126071,0.380234478720064,0.0057759873141721,0.0,0.0,94018141.11395524,82603698.7635908
2024-09-08 00:00:00,0.1932073446795069,-0.0077698130551248,-0.0096183565102568,0.0,0.0,70573283.66877481,86392459.37354195
2024-09-09 00:00:00,0.1331917484936677,0.2401646883076676,0.0,0.0,0.0,86971520.9150659,83169947.28164776
2024-09-10 00:00:00,0.114324174058736,0.1689348905050479,0.0227637333678495,0.0,0.0,66722083.802034505,98966177.71200468
2024-09-11 00:00:00,0.1734758374176612,0.1639411255996491,0.0296871912420871,0.0,0.0,79786606.89815213,88937255.64471419
2024-09-12 00:00:00,0.1356259561756486,0.1658845919595351,0.0331616658288918,0.0,0.0,69366600.24112487,92705777.56911342
2024-09-13 00:00:00,0.2595451391073942,0.1420920053587635,0.0168272401588853,0.0,0.0,71841152.95006114,99707838.59354316
2024-09-14 00:00:00,0.2067659573553749,0.1270901577779789,0.0298423585393111,0.0,0.0,70674646.14461954,101696619.68388017
2024-09-15 00:00:00,0.1851033692403086,0.1213868318895876,0.0185217057897854,0.0,0.0,70364214.77219285,103766511.04490732
2024-09-16 00:00:00,0.1093836701347279,0.127105772985992,0.04013511151284,0.0,0.0,63031107.05343238,93566394.54011542
2024-09-17 00:00:00,0.1544406334589718,0.1216870782004413,0.023378596713776,0.0,0.0,74040191.37793066,90349695.64607067
2024-09-18 00:00:00,0.1458105261731358,0.1203561263403319,0.0409650920564206,0.0,0.0,69445474.96944274,90088499.89763203
2024-09-19 00:00:00,0.0557835609075088,0.1375081439822374,0.0248701190347855,0.0,0.0,75617876.47404541,92685591.7485495
2024-09-20 00:00:00,0.1083923719647528,0.2133749336279389,0.0415932469513723,0.0,0.0,68375870.71450058,96364897.94407646
2024-09-21 00:00:00,0.1216788350350827,0.134946972049832,0.0338066747216511,0.0,0.0,73576807.30779387,97828933.2274228
2024-09-22 00:00:00,0.2263431595072539,0.1170895504574265,0.0290822932904829,0.0,0.0,72480634.23543918,96050445.0444492
2024-09-23 00:00:00,0.1456737919535468,0.1045669111613118,0.0114654449613204,0.0,0.0,72146769.09973817,96701639.93124318
2024-09-24 00:00:00,0.4699117168318149,0.1257529054231393,0.0065837440085571,0.0,0.0,69889962.25569017,95458229.01567914
2024-09-25 00:00:00,0.2025841424688675,0.0960719094608859,0.0287391596365121,0.0,0.0,68422049.24838322,106613117.2819509
2024-09-26 00:00:00,0.2080083206048207,0.079756771104466,0.0133881966766634,0.0,0.0,71209690.83489807,100118724.04496676
2024-09-27 00:00:00,0.1199545499365729,0.085772411975912,0.021827740369351,0.0,0.0,65711052.23747665,107110332.23878229
2024-09-28 00:00:00,0.1616036224532167,0.108178135632392,0.0200582504901253,0.0,0.0,71195269.86443019,105216867.09289314
2024-09-29 00:00:00,0.0500561872654878,0.1312413179521431,0.0176157240982092,0.0,0.0,61118628.14875827,101187300.74524628
2024-09-30 00:00:00,0.1565360194599798,0.1231584757971126,0.0177785258488326,0.0,0.0,68311541.34821759,100078377.04643548
2024-10-01 00:00:00,0.4617796290759428,0.116669703174852,0.0175862088190238,0.0,0.0,61750351.08658865,94609648.08725797
2024-10-02 00:00:00,0.2653121444717738,0.1223505269665644,0.019811837301939,0.0,0.0,67159644.16794387,88921811.74603458
2024-10-03 00:00:00,0.2951610113558814,0.0636658161082614,0.0262063678597215,0.0,0.0,64218794.42873084,87842669.76751885
2024-10-04 00:00:00,0.0899964659684702,0.0942724041704597,0.0237045896291694,0.0,0.0,69120050.52088882,86345507.88366322
2024-10-05 00:00:00,0.1248248917397729,0.1220619370782125,0.0252102423024939,0.0,0.0,64793316.9258541,104392569.3309713
2024-10-06 00:00:00,0.165351590049999,0.1352701203857521,0.0277079790111819,0.0,0.0,67475692.8589003,90699580.93761829
2024-10-07 00:00:00,0.1330305762277071,0.1441365037349384,0.0299963460934032,0.0,0.0,60496146.751462914,98868949.72178257
2024-10-08 00:00:00,0.2498765499009467,0.1521143678081843,0.0318542186447095,0.0,0.0,65777863.229756616,99914802.78418474
2024-10-09 00:00:00,0.2223741469378865,0.0714828380724454,0.0344354085080184,0.0,0.0,59086634.318278685,92664541.00631052
2024-10-10 00:00:00,0.1929890209435022,0.1087772732866216,0.0475028011041959,0.0,0.0,63420695.06518576,102975152.61300217
2024-10-11 00:00:00,0.1495016952625762,0.0947010490744256,0.0305237724895961,0.0,0.0,64150799.55674846,81666553.82923332
2024-10-12 00:00:00,0.2047857789124188,0.1021696830609736,0.0216532402430333,0.0,0.0,65002647.937774174,97001346.36107762
2024-10-13 00:00:00,0.1143090074979985,0.2267744341528425,0.0169255432640872,0.0,0.0,65626680.511675686,99041355.17317297
