date,forecasted_Transaction Count,forecasted_Active Users,forecasted_Unique Users,forecasted_Total Transferred,forecasted_Net Transferred,forecasted_TVL-velodrome_v3_protocol,forecasted_TVL_opchain-velodrome_v3_protocol
2024-11-25 00:00:00,0.5851649813060879,0.35236267624333845,0.04974052620265896,0.0,0.0,458917.1561977086,9229544.815482317
2024-11-26 00:00:00,0.28495601344818505,0.2927890557985151,0.04485215905185136,0.0,0.0,442862.4351510567,8598112.40422589
2024-11-27 00:00:00,0.47032664183717704,0.21536312701930138,0.05741947047134155,0.0,0.0,449631.4368359654,8320137.268938178
2024-11-28 00:00:00,0.20410375793123597,0.3484144043737666,0.03289472985869427,0.0,0.0,418073.16203526227,8893499.832021225
2024-11-29 00:00:00,0.09280361038938324,0.22883428848934834,0.0428781347819297,0.0,0.0,446088.4687874833,8999487.918456426
2024-11-30 00:00:00,0.46266462420793186,0.2821072813740364,0.04855605395372832,0.0,0.0,455465.1280526864,8316727.776271826
2024-12-01 00:00:00,0.37238025394338353,0.299071711075116,0.035608551842315185,0.0,0.0,418138.3714259248,8887429.548701387
2024-12-02 00:00:00,0.38296408806277643,0.26420125996556076,0.040321556998704745,0.0,0.0,414373.7104211135,9734500.274007518
2024-12-03 00:00:00,0.4152472481856241,0.3945520202833433,0.09057719056411269,0.0,0.0,431007.7059540801,8465978.108933043
2024-12-04 00:00:00,0.18480326897046218,0.1623649258548682,0.05264389843055681,0.0,0.0,388464.9104951236,9324267.462110164
2024-12-05 00:00:00,0.2772473721919659,0.323586012277849,0.07265029895847766,0.0,0.0,412117.2240207578,9359515.813558236
2024-12-06 00:00:00,0.7136194805504182,0.3690163869879571,0.04470750652840825,0.0,0.0,417267.94979619735,8788570.991083786
2024-12-07 00:00:00,0.8120598102401393,0.36005140284478176,0.038524235617734943,0.0,0.0,429867.60504535894,9841204.35401529
2024-12-08 00:00:00,0.5005087032343245,0.3782714395139308,0.03874593632123207,0.0,0.0,432663.19333675713,10052454.473107742
2024-12-09 00:00:00,0.280077699018122,0.4496253079228713,0.04949247199319184,0.0,0.0,443856.13535502367,10138715.842122434
2024-12-10 00:00:00,0.39391457932612456,0.3769197387905461,0.05456344388947248,0.0,0.0,408751.8075662003,7880714.2997149415
2024-12-11 00:00:00,0.35311113446893233,0.473127519175789,0.08135455922260354,0.0,0.0,405827.2323547256,9123992.9064491
2024-12-12 00:00:00,0.21224654224413486,0.35058269507733925,0.05545972534181224,0.0,0.0,404567.48542806366,8811517.050366031
2024-12-13 00:00:00,0.2891375104175356,0.34841077328931713,0.037450101532264475,0.0,0.0,385849.21248452185,9736130.733462214
2024-12-14 00:00:00,0.35080632426462144,0.2902330511444789,0.056485387922154115,0.0,0.0,370696.5428069977,9533521.648012215
2024-12-15 00:00:00,0.4280200141871059,0.3156992210505144,0.051715282157968175,0.0,0.0,356191.76850555587,8698158.13998447
2024-12-16 00:00:00,0.4342718677425574,0.36036425635154495,0.012957382885690965,0.0,0.0,344828.4791106509,9556935.127747467
2024-12-17 00:00:00,0.4834177990878245,0.38251729111506483,0.04764101217133366,0.0,0.0,372612.87750765734,9213410.780600967
2024-12-18 00:00:00,0.28980168364181824,0.5572598507380507,0.04914161747836636,0.0,0.0,356683.54849044856,9033642.07418003
2024-12-19 00:00:00,0.3513747663448198,0.30478212062745447,0.051883895365702044,0.0,0.0,363075.10275053105,8868827.789517563
2024-12-20 00:00:00,0.3213734750287112,0.30262347578806453,0.07368612291626062,0.0,0.0,364650.9969997534,7982949.309839093
2024-12-21 00:00:00,0.47720046547980394,0.33491307497857026,0.06251872616149924,0.0,0.0,378800.472335789,8372843.718436241
2024-12-22 00:00:00,0.30696886070351975,0.4908537044711105,0.04811038399197349,0.0,0.0,303770.2647616955,9170070.483591236
2024-12-23 00:00:00,0.42360809301955615,0.373602221037862,0.053498027510909284,0.0,0.0,320727.37028800696,8511599.884152476
2024-12-24 00:00:00,0.45924910732527774,0.2733043285305721,0.0480913314287781,0.0,0.0,322440.4565252282,7871614.411642687
2024-12-25 00:00:00,0.5537181773142115,0.27402494153376566,0.04170078716443818,0.0,0.0,315470.85422998003,8227024.111185978
2024-12-25 23:04:22,0.4362133077584492,0.23164621684513412,0.06429058837957825,0.0,0.0,,
2024-12-26 00:00:00,0.19818718016630582,0.5191125450555122,0.04117554857975137,0.0,0.0,300404.1702106418,
2024-12-27 00:00:00,0.5559727460591923,0.3750316640855686,0.05645807643993295,0.0,0.0,264333.56415084377,
2024-12-28 00:00:00,0.5491669685981251,0.4453890231716811,0.0413184813679603,0.0,0.0,282742.9071402023,
2024-12-29 00:00:00,0.5774670424739655,0.219355405639475,0.050591788321340904,0.0,0.0,263688.1079337587,
2024-12-30 00:00:00,0.3680572520605678,0.21708744992355403,0.04465566260241209,0.0,0.0,248700.86777492316,
2024-12-31 00:00:00,0.23555656149393667,0.21933950038414732,0.04160190120630829,0.0,0.0,245654.7938074473,
2025-01-01 00:00:00,0.3385389988497672,0.3891299082674425,0.09091833325824535,0.0,0.0,247313.72475632874,
2025-01-02 00:00:00,0.34067545791266884,0.2524218361586924,0.06357665013499213,0.0,0.0,249921.4166254979,
2025-01-03 00:00:00,0.2063258157484863,0.557204310001959,0.025551233381315607,0.0,0.0,235492.33651697123,
2025-01-04 00:00:00,0.33451607720402593,0.18897790158209193,0.014044904276654321,0.0,0.0,226132.3155106534,
2025-01-05 00:00:00,0.3613994354405617,0.3513881219041632,0.029346891266782766,0.0,0.0,216429.66335504025,
2025-01-06 00:00:00,0.3375103364868115,0.33522439925092284,0.021982014456468708,0.0,0.0,228117.58963641812,
2025-01-07 00:00:00,0.3475554563906999,0.29846254862992744,0.05666731735799861,0.0,0.0,219751.94813112586,
2025-01-08 00:00:00,0.31930592492399407,0.276195150789101,0.05852903273645479,0.0,0.0,223401.40803632964,
2025-01-09 00:00:00,0.3568339961101332,0.3690028407721098,0.07251550939796758,0.0,0.0,224199.91415110283,
2025-01-10 00:00:00,0.23993567138870167,0.2717839530248531,0.06917851774558025,0.0,0.0,226272.2405611641,
2025-01-11 00:00:00,0.5024868646853183,0.36640063619230984,0.05962611677304123,0.0,0.0,216287.16887933773,
2025-01-12 00:00:00,0.29341859020399835,0.25314477800552737,0.09432149310818903,0.0,0.0,218008.71634130352,
2025-01-13 00:00:00,0.4073926124811679,0.2506933769611458,0.047691300826709596,0.0,0.0,202665.30338599006,
2025-01-14 00:00:00,0.32712457660352234,0.2931792545715056,0.046359342305779656,0.0,0.0,215250.93249434378,
2025-01-15 00:00:00,0.4050137397147826,0.44757584695898567,0.06509526867242645,0.0,0.0,197502.3735347186,
2025-01-16 00:00:00,0.3851708667922493,0.39261423297269005,0.07033198837555346,0.0,0.0,216293.62172275086,
2025-01-17 00:00:00,0.31039018893190845,0.27603444901797003,0.06193479237173191,0.0,0.0,217644.15211659312,
2025-01-18 00:00:00,0.22602365702865268,0.45734175588897824,0.08227255254416133,0.0,0.0,206899.14262745628,
2025-01-19 00:00:00,0.4878712452816041,0.1985533978304071,0.06719579146577968,0.0,0.0,214762.6148583664,
2025-01-20 00:00:00,0.4337490097607696,0.3447189136976825,0.07782145261214422,0.0,0.0,200263.5787067386,
2025-01-21 00:00:00,0.5137213424668874,0.32989936138286713,0.08345949499337023,0.0,0.0,212620.03099741152,
2025-01-22 00:00:00,0.4115893208208828,0.24297484550063006,0.03987590242958396,0.0,0.0,200060.76121389525,
2025-01-23 00:00:00,0.48000893712569503,0.34304661413846776,0.035081427091527166,0.0,0.0,182887.28632919578,
2025-01-24 00:00:00,0.5467821011954742,0.2857814938795768,0.044578878276899714,0.0,0.0,169969.86103975712,
2025-01-25 00:00:00,0.33514849737025637,0.3540760491930217,0.08725315997063895,0.0,0.0,196149.05907713142,
2025-01-26 00:00:00,0.4192140189728862,0.15264967068965327,0.11400835588465279,0.0,0.0,206832.78409213247,
2025-01-26 03:37:35,0.3427561583764023,0.3316298107380218,0.10760658145445337,0.0,0.0,,
2025-01-26 03:40:11,0.5168326194243092,0.3790484416919457,0.08427879529810864,0.0,0.0,198270.62532341832,
2025-01-26 03:47:23,0.33859200707235537,0.32375434409169096,0.1028759798346515,0.0,0.0,,
